"pli0096_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1986","Not Employed","direct migration background","","","",""
"Daily","1986","Not Employed","indirect migration background","","","",""
"Daily","1986","Employed","no migration background","","","",""
"Daily","1986","Employed","direct migration background","","","",""
"Daily","1986","Employed","indirect migration background","","","",""
"Min 1x per week","1986","Not Employed","no migration background","192","0.0608405120316266","0.0522379339527464","0.0694430901105068"
"Min 1x per week","1986","Not Employed","direct migration background","30","0.0416607349374867","0.0282043162762034","0.05511715359877"
"Min 1x per week","1986","Not Employed","indirect migration background","6","","",""
"Min 1x per week","1986","Employed","no migration background","460","0.102850548589269","0.0940320096931775","0.11166908748536"
"Min 1x per week","1986","Employed","direct migration background","82","0.0526700769477444","0.0428361071511016","0.0625040467443872"
"Min 1x per week","1986","Employed","indirect migration background","5","","",""
"Min 1x per month","1986","Not Employed","no migration background","151","0.0472483329460292","0.0396126898348377","0.0548839760572206"
"Min 1x per month","1986","Not Employed","direct migration background","12","","",""
"Min 1x per month","1986","Not Employed","indirect migration background","2","","",""
"Min 1x per month","1986","Employed","no migration background","384","0.0839755401738696","0.0759237792924345","0.0920273010553046"
"Min 1x per month","1986","Employed","direct migration background","65","0.0468282287273047","0.0375270986641082","0.0561293587905011"
"Min 1x per month","1986","Employed","indirect migration background","5","","",""
"Rarely","1986","Not Employed","no migration background","164","0.0507901506201854","0.0428882168371962","0.0586920844031746"
"Rarely","1986","Not Employed","direct migration background","39","0.0481081751395035","0.0336966605402356","0.0625196897387715"
"Rarely","1986","Not Employed","indirect migration background","3","","",""
"Rarely","1986","Employed","no migration background","476","0.102650181709341","0.0938392531189919","0.11146111029969"
"Rarely","1986","Employed","direct migration background","77","0.0462567971634787","0.0370098202520522","0.0555037740749051"
"Rarely","1986","Employed","indirect migration background","8","","",""
"Never","1986","Not Employed","no migration background","2459","0.841121004402159","0.827964970025272","0.854277038779045"
"Never","1986","Not Employed","direct migration background","766","0.88606788971934","0.864670393621609","0.907465385817072"
"Never","1986","Not Employed","indirect migration background","53","0.864787657276127","0.781011388463649","0.948563926088604"
"Never","1986","Employed","no migration background","3238","0.710523729527521","0.697357642898354","0.723689816156687"
"Never","1986","Employed","direct migration background","1758","0.854244897161472","0.838710323217607","0.869779471105338"
"Never","1986","Employed","indirect migration background","73","0.832539829182662","0.755823878802078","0.909255779563245"
"Daily","1987","Not Employed","no migration background","","","",""
"Daily","1987","Not Employed","direct migration background","","","",""
"Daily","1987","Not Employed","indirect migration background","","","",""
"Daily","1987","Employed","no migration background","","","",""
"Daily","1987","Employed","direct migration background","","","",""
"Daily","1987","Employed","indirect migration background","","","",""
"Min 1x per week","1987","Not Employed","no migration background","","","",""
"Min 1x per week","1987","Not Employed","direct migration background","","","",""
"Min 1x per week","1987","Not Employed","indirect migration background","","","",""
"Min 1x per week","1987","Employed","no migration background","","","",""
"Min 1x per week","1987","Employed","direct migration background","","","",""
"Min 1x per week","1987","Employed","indirect migration background","","","",""
"Min 1x per month","1987","Not Employed","no migration background","","","",""
"Min 1x per month","1987","Not Employed","direct migration background","","","",""
"Min 1x per month","1987","Not Employed","indirect migration background","","","",""
"Min 1x per month","1987","Employed","no migration background","","","",""
"Min 1x per month","1987","Employed","direct migration background","","","",""
"Min 1x per month","1987","Employed","indirect migration background","","","",""
"Rarely","1987","Not Employed","no migration background","","","",""
"Rarely","1987","Not Employed","direct migration background","","","",""
"Rarely","1987","Not Employed","indirect migration background","","","",""
"Rarely","1987","Employed","no migration background","","","",""
"Rarely","1987","Employed","direct migration background","","","",""
"Rarely","1987","Employed","indirect migration background","","","",""
"Never","1987","Not Employed","no migration background","","","",""
"Never","1987","Not Employed","direct migration background","","","",""
"Never","1987","Not Employed","indirect migration background","","","",""
"Never","1987","Employed","no migration background","","","",""
"Never","1987","Employed","direct migration background","","","",""
"Never","1987","Employed","indirect migration background","","","",""
"Daily","1988","Not Employed","no migration background","","","",""
"Daily","1988","Not Employed","direct migration background","","","",""
"Daily","1988","Not Employed","indirect migration background","","","",""
"Daily","1988","Employed","no migration background","","","",""
"Daily","1988","Employed","direct migration background","","","",""
"Daily","1988","Employed","indirect migration background","","","",""
"Min 1x per week","1988","Not Employed","no migration background","199","0.0699627502567135","0.0601934389240563","0.0797320615893706"
"Min 1x per week","1988","Not Employed","direct migration background","27","","",""
"Min 1x per week","1988","Not Employed","indirect migration background","4","","",""
"Min 1x per week","1988","Employed","no migration background","481","0.110061466331822","0.100816172356832","0.119306760306811"
"Min 1x per week","1988","Employed","direct migration background","88","0.0615427076207828","0.0506034265139896","0.0724819887275761"
"Min 1x per week","1988","Employed","indirect migration background","10","","",""
"Min 1x per month","1988","Not Employed","no migration background","146","0.0503562161422034","0.0419811691757276","0.0587312631086792"
"Min 1x per month","1988","Not Employed","direct migration background","9","","",""
"Min 1x per month","1988","Not Employed","indirect migration background","3","","",""
"Min 1x per month","1988","Employed","no migration background","385","0.0845428616011414","0.0763245888344727","0.09276113436781"
"Min 1x per month","1988","Employed","direct migration background","52","0.030948923846887","0.0230659636011725","0.0388318840926014"
"Min 1x per month","1988","Employed","indirect migration background","5","","",""
"Rarely","1988","Not Employed","no migration background","211","0.0729997104212457","0.0630369234214255","0.082962497421066"
"Rarely","1988","Not Employed","direct migration background","32","0.0514961736831249","0.0362195601965353","0.0667727871697146"
"Rarely","1988","Not Employed","indirect migration background","10","","",""
"Rarely","1988","Employed","no migration background","490","0.112171952605805","0.102849511633669","0.121494393577941"
"Rarely","1988","Employed","direct migration background","93","0.0685640752534296","0.0570608922309956","0.0800672582758636"
"Rarely","1988","Employed","indirect migration background","6","","",""
"Never","1988","Not Employed","no migration background","2063","0.806681323179837","0.791557268119988","0.821805378239686"
"Never","1988","Not Employed","direct migration background","736","0.878764860235723","0.856203220170877","0.901326500300568"
"Never","1988","Not Employed","indirect migration background","80","0.718040935141667","0.62849830298386","0.807583567299473"
"Never","1988","Employed","no migration background","3046","0.693223719461232","0.679600784983137","0.706846653939327"
"Never","1988","Employed","direct migration background","1621","0.838944293278901","0.822212293616017","0.855676292941784"
"Never","1988","Employed","indirect migration background","104","0.811457637091549","0.742888215932566","0.880027058250533"
"Daily","1989","Not Employed","no migration background","","","",""
"Daily","1989","Not Employed","direct migration background","","","",""
"Daily","1989","Not Employed","indirect migration background","","","",""
"Daily","1989","Employed","no migration background","","","",""
"Daily","1989","Employed","direct migration background","","","",""
"Daily","1989","Employed","indirect migration background","","","",""
"Min 1x per week","1989","Not Employed","no migration background","","","",""
"Min 1x per week","1989","Not Employed","direct migration background","","","",""
"Min 1x per week","1989","Not Employed","indirect migration background","","","",""
"Min 1x per week","1989","Employed","no migration background","","","",""
"Min 1x per week","1989","Employed","direct migration background","","","",""
"Min 1x per week","1989","Employed","indirect migration background","","","",""
"Min 1x per month","1989","Not Employed","no migration background","","","",""
"Min 1x per month","1989","Not Employed","direct migration background","","","",""
"Min 1x per month","1989","Not Employed","indirect migration background","","","",""
"Min 1x per month","1989","Employed","no migration background","","","",""
"Min 1x per month","1989","Employed","direct migration background","","","",""
"Min 1x per month","1989","Employed","indirect migration background","","","",""
"Rarely","1989","Not Employed","no migration background","","","",""
"Rarely","1989","Not Employed","direct migration background","","","",""
"Rarely","1989","Not Employed","indirect migration background","","","",""
"Rarely","1989","Employed","no migration background","","","",""
"Rarely","1989","Employed","direct migration background","","","",""
"Rarely","1989","Employed","indirect migration background","","","",""
"Never","1989","Not Employed","no migration background","","","",""
"Never","1989","Not Employed","direct migration background","","","",""
"Never","1989","Not Employed","indirect migration background","","","",""
"Never","1989","Employed","no migration background","","","",""
"Never","1989","Employed","direct migration background","","","",""
"Never","1989","Employed","indirect migration background","","","",""
"Daily","1990","Not Employed","no migration background","27","","",""
"Daily","1990","Not Employed","direct migration background","3","","",""
"Daily","1990","Not Employed","indirect migration background","3","","",""
"Daily","1990","Employed","no migration background","53","0.0131988941741243","0.00976331493337661","0.0166344734148719"
"Daily","1990","Employed","direct migration background","8","","",""
"Daily","1990","Employed","indirect migration background","2","","",""
"Min 1x per week","1990","Not Employed","no migration background","142","0.0542753321085795","0.0452149775583859","0.0633356866587731"
"Min 1x per week","1990","Not Employed","direct migration background","16","","",""
"Min 1x per week","1990","Not Employed","indirect migration background","2","","",""
"Min 1x per week","1990","Employed","no migration background","388","0.08955882702237","0.0809628246636489","0.0981548293810912"
"Min 1x per week","1990","Employed","direct migration background","63","0.0587235491507126","0.0476639859388702","0.069783112362555"
"Min 1x per week","1990","Employed","indirect migration background","4","","",""
"Min 1x per month","1990","Not Employed","no migration background","141","0.0534450922157226","0.0444503564320957","0.0624398279993496"
"Min 1x per month","1990","Not Employed","direct migration background","18","","",""
"Min 1x per month","1990","Not Employed","indirect migration background","1","","",""
"Min 1x per month","1990","Employed","no migration background","378","0.0899193893643761","0.0813078064365781","0.0985309722921742"
"Min 1x per month","1990","Employed","direct migration background","51","0.0422979590937426","0.0328301794056577","0.0517657387818275"
"Min 1x per month","1990","Employed","indirect migration background","2","","",""
"Rarely","1990","Not Employed","no migration background","238","0.0918658760110526","0.0803150325743242","0.103416719447781"
"Rarely","1990","Not Employed","direct migration background","45","0.0696904229586063","0.0520129888799558","0.0873678570372568"
"Rarely","1990","Not Employed","indirect migration background","10","","",""
"Rarely","1990","Employed","no migration background","623","0.146744664389727","0.136092519899626","0.157396808879828"
"Rarely","1990","Employed","direct migration background","127","0.096320086291298","0.0824416998330204","0.110198472749576"
"Rarely","1990","Employed","indirect migration background","13","","",""
"Never","1990","Not Employed","no migration background","1854","0.788267160733222","0.771929404299255","0.804604917167189"
"Never","1990","Not Employed","direct migration background","715","0.853618850479554","0.829077779841017","0.878159921118091"
"Never","1990","Not Employed","indirect migration background","103","0.815344884658475","0.745629928711995","0.885059840604955"
"Never","1990","Employed","no migration background","2797","0.660578225049403","0.646323844148008","0.674832605950798"
"Never","1990","Employed","direct migration background","1487","0.796713912726377","0.77778270767028","0.815645117782474"
"Never","1990","Employed","indirect migration background","155","0.869041866856913","0.819201831176946","0.91888190253688"
"Daily","1991","Not Employed","no migration background","","","",""
"Daily","1991","Not Employed","direct migration background","","","",""
"Daily","1991","Not Employed","indirect migration background","","","",""
"Daily","1991","Employed","no migration background","","","",""
"Daily","1991","Employed","direct migration background","","","",""
"Daily","1991","Employed","indirect migration background","","","",""
"Min 1x per week","1991","Not Employed","no migration background","","","",""
"Min 1x per week","1991","Not Employed","direct migration background","","","",""
"Min 1x per week","1991","Not Employed","indirect migration background","","","",""
"Min 1x per week","1991","Employed","no migration background","","","",""
"Min 1x per week","1991","Employed","direct migration background","","","",""
"Min 1x per week","1991","Employed","indirect migration background","","","",""
"Min 1x per month","1991","Not Employed","no migration background","","","",""
"Min 1x per month","1991","Not Employed","direct migration background","","","",""
"Min 1x per month","1991","Not Employed","indirect migration background","","","",""
"Min 1x per month","1991","Employed","no migration background","","","",""
"Min 1x per month","1991","Employed","direct migration background","","","",""
"Min 1x per month","1991","Employed","indirect migration background","","","",""
"Rarely","1991","Not Employed","no migration background","","","",""
"Rarely","1991","Not Employed","direct migration background","","","",""
"Rarely","1991","Not Employed","indirect migration background","","","",""
"Rarely","1991","Employed","no migration background","","","",""
"Rarely","1991","Employed","direct migration background","","","",""
"Rarely","1991","Employed","indirect migration background","","","",""
"Never","1991","Not Employed","no migration background","","","",""
"Never","1991","Not Employed","direct migration background","","","",""
"Never","1991","Not Employed","indirect migration background","","","",""
"Never","1991","Employed","no migration background","","","",""
"Never","1991","Employed","direct migration background","","","",""
"Never","1991","Employed","indirect migration background","","","",""
"Daily","1992","Not Employed","no migration background","","","",""
"Daily","1992","Not Employed","direct migration background","","","",""
"Daily","1992","Not Employed","indirect migration background","","","",""
"Daily","1992","Employed","no migration background","","","",""
"Daily","1992","Employed","direct migration background","","","",""
"Daily","1992","Employed","indirect migration background","","","",""
"Min 1x per week","1992","Not Employed","no migration background","188","0.0571371327494066","0.0491561435531296","0.0651181219456836"
"Min 1x per week","1992","Not Employed","direct migration background","18","","",""
"Min 1x per week","1992","Not Employed","indirect migration background","7","","",""
"Min 1x per week","1992","Employed","no migration background","486","0.0751906016324144","0.0690268172334144","0.0813543860314144"
"Min 1x per week","1992","Employed","direct migration background","70","0.0424568983351725","0.0329748649593365","0.0519389317110086"
"Min 1x per week","1992","Employed","indirect migration background","11","","",""
"Min 1x per month","1992","Not Employed","no migration background","191","0.0590144609349107","0.0509114965095984","0.067117425360223"
"Min 1x per month","1992","Not Employed","direct migration background","20","","",""
"Min 1x per month","1992","Not Employed","indirect migration background","5","","",""
"Min 1x per month","1992","Employed","no migration background","498","0.0712877618862443","0.0652734268644496","0.077302096908039"
"Min 1x per month","1992","Employed","direct migration background","71","0.0532626473870137","0.042702394647089","0.0638229001269383"
"Min 1x per month","1992","Employed","indirect migration background","1","","",""
"Rarely","1992","Not Employed","no migration background","262","0.0767956665004784","0.067639988518861","0.0859513444820958"
"Rarely","1992","Not Employed","direct migration background","31","0.0499202945125447","0.0347627068910437","0.0650778821340457"
"Rarely","1992","Not Employed","indirect migration background","14","","",""
"Rarely","1992","Employed","no migration background","897","0.13259441032447","0.124667330008613","0.140521490640327"
"Rarely","1992","Employed","direct migration background","136","0.0997130777089156","0.0856229570159565","0.113803198401875"
"Rarely","1992","Employed","indirect migration background","25","","",""
"Never","1992","Not Employed","no migration background","2608","0.807052739815204","0.793483875443351","0.820621604187058"
"Never","1992","Not Employed","direct migration background","724","0.878982531596944","0.85628254236061","0.901682520833279"
"Never","1992","Not Employed","indirect migration background","130","0.900383537445479","0.853387079986395","0.947379994904563"
"Never","1992","Employed","no migration background","5150","0.720927226156872","0.71044281629728","0.731411636016463"
"Never","1992","Employed","direct migration background","1460","0.804567376568898","0.785919562848823","0.823215190288973"
"Never","1992","Employed","indirect migration background","212","0.828754329267073","0.781962381564102","0.875546276970045"
"Daily","1993","Not Employed","no migration background","","","",""
"Daily","1993","Not Employed","direct migration background","","","",""
"Daily","1993","Not Employed","indirect migration background","","","",""
"Daily","1993","Employed","no migration background","","","",""
"Daily","1993","Employed","direct migration background","","","",""
"Daily","1993","Employed","indirect migration background","","","",""
"Min 1x per week","1993","Not Employed","no migration background","","","",""
"Min 1x per week","1993","Not Employed","direct migration background","","","",""
"Min 1x per week","1993","Not Employed","indirect migration background","","","",""
"Min 1x per week","1993","Employed","no migration background","","","",""
"Min 1x per week","1993","Employed","direct migration background","","","",""
"Min 1x per week","1993","Employed","indirect migration background","","","",""
"Min 1x per month","1993","Not Employed","no migration background","","","",""
"Min 1x per month","1993","Not Employed","direct migration background","","","",""
"Min 1x per month","1993","Not Employed","indirect migration background","","","",""
"Min 1x per month","1993","Employed","no migration background","","","",""
"Min 1x per month","1993","Employed","direct migration background","","","",""
"Min 1x per month","1993","Employed","indirect migration background","","","",""
"Rarely","1993","Not Employed","no migration background","","","",""
"Rarely","1993","Not Employed","direct migration background","","","",""
"Rarely","1993","Not Employed","indirect migration background","","","",""
"Rarely","1993","Employed","no migration background","","","",""
"Rarely","1993","Employed","direct migration background","","","",""
"Rarely","1993","Employed","indirect migration background","","","",""
"Never","1993","Not Employed","no migration background","","","",""
"Never","1993","Not Employed","direct migration background","","","",""
"Never","1993","Not Employed","indirect migration background","","","",""
"Never","1993","Employed","no migration background","","","",""
"Never","1993","Employed","direct migration background","","","",""
"Never","1993","Employed","indirect migration background","","","",""
"Daily","1994","Not Employed","no migration background","","","",""
"Daily","1994","Not Employed","direct migration background","","","",""
"Daily","1994","Not Employed","indirect migration background","","","",""
"Daily","1994","Employed","no migration background","","","",""
"Daily","1994","Employed","direct migration background","","","",""
"Daily","1994","Employed","indirect migration background","","","",""
"Min 1x per week","1994","Not Employed","no migration background","202","0.0585513951062793","0.0508106681196081","0.0662921220929506"
"Min 1x per week","1994","Not Employed","direct migration background","26","","",""
"Min 1x per week","1994","Not Employed","indirect migration background","11","","",""
"Min 1x per week","1994","Employed","no migration background","463","0.0798047571486855","0.0731924153635743","0.0864170989337966"
"Min 1x per week","1994","Employed","direct migration background","60","0.0505302224028597","0.0395079414152045","0.0615525033905149"
"Min 1x per week","1994","Employed","indirect migration background","11","","",""
"Min 1x per month","1994","Not Employed","no migration background","193","0.0582967347207839","0.0505718150575113","0.0660216543840564"
"Min 1x per month","1994","Not Employed","direct migration background","31","0.046164268520823","0.0319056910096872","0.0604228460319588"
"Min 1x per month","1994","Not Employed","indirect migration background","10","","",""
"Min 1x per month","1994","Employed","no migration background","504","0.0787053996184691","0.0721348388125663","0.0852759604243718"
"Min 1x per month","1994","Employed","direct migration background","49","0.0410300469175196","0.0310482482171725","0.0510118456178666"
"Min 1x per month","1994","Employed","indirect migration background","8","","",""
"Rarely","1994","Not Employed","no migration background","305","0.0819662685325917","0.0729222442417126","0.0910102928234709"
"Rarely","1994","Not Employed","direct migration background","50","0.0600329821542514","0.0438917124497166","0.0761742518587863"
"Rarely","1994","Not Employed","indirect migration background","15","","",""
"Rarely","1994","Employed","no migration background","863","0.142762888180399","0.134226796781672","0.151298979579126"
"Rarely","1994","Employed","direct migration background","150","0.0952405525597925","0.0804687730291641","0.110012332090421"
"Rarely","1994","Employed","indirect migration background","41","0.126427600070807","0.090185176730126","0.162670023411489"
"Never","1994","Not Employed","no migration background","2834","0.801185601640345","0.788027134417365","0.814344068863325"
"Never","1994","Not Employed","direct migration background","725","0.856440801671893","0.832614830346951","0.880266772996834"
"Never","1994","Not Employed","indirect migration background","132","0.807692233516028","0.74809654857593","0.867287918456127"
"Never","1994","Employed","no migration background","4622","0.698726955052446","0.687531679206262","0.70992223089863"
"Never","1994","Employed","direct migration background","1258","0.813199178119828","0.79358621744756","0.832812138792096"
"Never","1994","Employed","indirect migration background","263","0.806704198848588","0.763640116361844","0.849768281335331"
"Daily","1995","Not Employed","no migration background","37","0.0111567464302583","0.00768936962972875","0.0146241232307878"
"Daily","1995","Not Employed","direct migration background","5","","",""
"Daily","1995","Not Employed","indirect migration background","1","","",""
"Daily","1995","Employed","no migration background","80","0.0147306779560637","0.0117883301699845","0.0176730257421429"
"Daily","1995","Employed","direct migration background","13","","",""
"Daily","1995","Employed","indirect migration background","2","","",""
"Min 1x per week","1995","Not Employed","no migration background","191","0.0548071698326436","0.0472935809587326","0.0623207587065545"
"Min 1x per week","1995","Not Employed","direct migration background","27","","",""
"Min 1x per week","1995","Not Employed","indirect migration background","8","","",""
"Min 1x per week","1995","Employed","no migration background","477","0.0760771087810666","0.0696019559897603","0.0825522615723729"
"Min 1x per week","1995","Employed","direct migration background","61","0.0460950942291542","0.0361125065253497","0.0560776819329586"
"Min 1x per week","1995","Employed","indirect migration background","7","","",""
"Min 1x per month","1995","Not Employed","no migration background","189","0.0544107622940905","0.0469228250514796","0.0618986995367015"
"Min 1x per month","1995","Not Employed","direct migration background","24","","",""
"Min 1x per month","1995","Not Employed","indirect migration background","4","","",""
"Min 1x per month","1995","Employed","no migration background","433","0.0662626261846518","0.0601875482932658","0.0723377040760379"
"Min 1x per month","1995","Employed","direct migration background","61","0.0456679577942614","0.0357295047967344","0.0556064107917884"
"Min 1x per month","1995","Employed","indirect migration background","9","","",""
"Rarely","1995","Not Employed","no migration background","256","0.066151621470102","0.0579466521442012","0.0743565907960028"
"Rarely","1995","Not Employed","direct migration background","53","0.0598992183604842","0.0458182183044129","0.0739802184165554"
"Rarely","1995","Not Employed","indirect migration background","9","","",""
"Rarely","1995","Employed","no migration background","634","0.108233296233644","0.100645577456374","0.115821015010913"
"Rarely","1995","Employed","direct migration background","110","0.0732249377356094","0.0608232750452835","0.0856266004259353"
"Rarely","1995","Employed","indirect migration background","20","","",""
"Never","1995","Not Employed","no migration background","2852","0.813473699972906","0.800614607294087","0.826332792651724"
"Never","1995","Not Employed","direct migration background","982","0.870247004818149","0.850307439787087","0.890186569849211"
"Never","1995","Not Employed","indirect migration background","150","0.798204661905746","0.738226029092815","0.858183294718677"
"Never","1995","Employed","no migration background","4816","0.734696290844574","0.723913510907756","0.745479070781392"
"Never","1995","Employed","direct migration background","1450","0.828751753098575","0.810817283511511","0.846686222685639"
"Never","1995","Employed","indirect migration background","301","0.823505508950407","0.782922235585298","0.864088782315515"
"Daily","1996","Not Employed","no migration background","","","",""
"Daily","1996","Not Employed","direct migration background","","","",""
"Daily","1996","Not Employed","indirect migration background","","","",""
"Daily","1996","Employed","no migration background","","","",""
"Daily","1996","Employed","direct migration background","","","",""
"Daily","1996","Employed","indirect migration background","","","",""
"Min 1x per week","1996","Not Employed","no migration background","211","0.066769147218999","0.0584165759340062","0.0751217185039918"
"Min 1x per week","1996","Not Employed","direct migration background","30","0.0463819710551781","0.0334817531337512","0.059282188976605"
"Min 1x per week","1996","Not Employed","indirect migration background","7","","",""
"Min 1x per week","1996","Employed","no migration background","548","0.0883281149453844","0.0814162225790053","0.0952400073117635"
"Min 1x per week","1996","Employed","direct migration background","63","0.0448244077408319","0.0346505647607323","0.0549982507209316"
"Min 1x per week","1996","Employed","indirect migration background","16","","",""
"Min 1x per month","1996","Not Employed","no migration background","222","0.0662659527274241","0.0579426718098771","0.0745892336449712"
"Min 1x per month","1996","Not Employed","direct migration background","35","0.0506632999476798","0.0372111378394265","0.0641154620559332"
"Min 1x per month","1996","Not Employed","indirect migration background","6","","",""
"Min 1x per month","1996","Employed","no migration background","512","0.0829418123862797","0.0762242236575407","0.0896594011150187"
"Min 1x per month","1996","Employed","direct migration background","78","0.0669731997403117","0.0546822985876686","0.0792641008929547"
"Min 1x per month","1996","Employed","indirect migration background","11","","",""
"Rarely","1996","Not Employed","no migration background","349","0.0987231871025692","0.088742132884357","0.108704241320781"
"Rarely","1996","Not Employed","direct migration background","78","0.073760224114591","0.057727473128055","0.089792975101127"
"Rarely","1996","Not Employed","indirect migration background","28","","",""
"Rarely","1996","Employed","no migration background","1097","0.18827113501892","0.178749192182933","0.197793077854907"
"Rarely","1996","Employed","direct migration background","184","0.118325401634535","0.102444348442276","0.134206454826794"
"Rarely","1996","Employed","indirect migration background","54","0.148613334245884","0.112270692522129","0.184955975969638"
"Never","1996","Not Employed","no migration background","2649","0.768241712951008","0.75412270085682","0.782360725045196"
"Never","1996","Not Employed","direct migration background","878","0.829194504882551","0.806110330470727","0.852278679294375"
"Never","1996","Not Employed","indirect migration background","137","0.70755299242158","0.640727653999412","0.774378330843749"
"Never","1996","Employed","no migration background","4318","0.640458937649416","0.628770725153676","0.652147150145156"
"Never","1996","Employed","direct migration background","1264","0.769876990884321","0.749181447458292","0.790572534310351"
"Never","1996","Employed","indirect migration background","287","0.745195441595887","0.700674650467436","0.789716232724337"
"Daily","1997","Not Employed","no migration background","","","",""
"Daily","1997","Not Employed","direct migration background","","","",""
"Daily","1997","Not Employed","indirect migration background","","","",""
"Daily","1997","Employed","no migration background","","","",""
"Daily","1997","Employed","direct migration background","","","",""
"Daily","1997","Employed","indirect migration background","","","",""
"Min 1x per week","1997","Not Employed","no migration background","237","0.0673228467951395","0.0589962452656198","0.0756494483246592"
"Min 1x per week","1997","Not Employed","direct migration background","27","","",""
"Min 1x per week","1997","Not Employed","indirect migration background","13","","",""
"Min 1x per week","1997","Employed","no migration background","529","0.0914807251422587","0.084355088107032","0.0986063621774855"
"Min 1x per week","1997","Employed","direct migration background","73","0.0559798774409418","0.0442122827028783","0.0677474721790053"
"Min 1x per week","1997","Employed","indirect migration background","18","","",""
"Min 1x per month","1997","Not Employed","no migration background","208","0.0652054697375902","0.0570015581409172","0.0734093813342633"
"Min 1x per month","1997","Not Employed","direct migration background","38","0.0635315563820075","0.0484663641786107","0.0785967485854043"
"Min 1x per month","1997","Not Employed","indirect migration background","12","","",""
"Min 1x per month","1997","Employed","no migration background","532","0.0906201331190238","0.0835247338338065","0.0977155324042411"
"Min 1x per month","1997","Employed","direct migration background","48","0.0446599713556219","0.0340864581149395","0.0552334845963043"
"Min 1x per month","1997","Employed","indirect migration background","8","","",""
"Rarely","1997","Not Employed","no migration background","340","0.0931775648776273","0.0835184421787764","0.102836687576478"
"Rarely","1997","Not Employed","direct migration background","72","0.0636539726486713","0.0485752588400163","0.0787326864573263"
"Rarely","1997","Not Employed","indirect migration background","22","","",""
"Rarely","1997","Employed","no migration background","941","0.160250437030433","0.151183380382903","0.169317493677962"
"Rarely","1997","Employed","direct migration background","157","0.107368526612547","0.0915212112536357","0.123215841971459"
"Rarely","1997","Employed","indirect migration background","48","0.112934687247817","0.080770832184848","0.145098542310785"
"Never","1997","Not Employed","no migration background","2694","0.774294118589643","0.760402741684913","0.788185495494373"
"Never","1997","Not Employed","direct migration background","870","0.834624537073468","0.811678142015488","0.857570932131448"
"Never","1997","Not Employed","indirect migration background","154","0.738024007423216","0.677236259446472","0.79881175539996"
"Never","1997","Employed","no migration background","4286","0.657648704708285","0.645920682039754","0.669376727376816"
"Never","1997","Employed","direct migration background","1188","0.791991624590889","0.771214673791457","0.812768575390321"
"Never","1997","Employed","indirect migration background","298","0.812912388197283","0.773282667853378","0.852542108541187"
"Daily","1998","Not Employed","no migration background","37","0.00756904937894148","0.00493847320167384","0.0101996255562091"
"Daily","1998","Not Employed","direct migration background","2","","",""
"Daily","1998","Not Employed","indirect migration background","1","","",""
"Daily","1998","Employed","no migration background","63","0.0094219567690354","0.0071662030924462","0.0116777104456246"
"Daily","1998","Employed","direct migration background","12","","",""
"Daily","1998","Employed","indirect migration background","3","","",""
