"pli0096_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1989","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","1989","66 and older","Rural Area","","","","","3"
"Min 1x per week","1989","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","1989","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","1989","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","1989","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","1989","66 and older","Urban Area","","","","","2"
"Min 1x per week","1989","66 and older","Rural Area","","","","","2"
"Never","1989","16-34 y.","Urban Area","","","","","5"
"Never","1989","16-34 y.","Rural Area","","","","","5"
"Never","1989","35-65 y.","Urban Area","","","","","5"
"Never","1989","35-65 y.","Rural Area","","","","","5"
"Never","1989","66 and older","Urban Area","","","","","5"
"Never","1989","66 and older","Rural Area","","","","","5"
"Rarely","1989","16-34 y.","Urban Area","","","","","4"
"Rarely","1989","35-65 y.","Urban Area","","","","","4"
"Rarely","1989","16-34 y.","Rural Area","","","","","4"
"Rarely","1989","66 and older","Urban Area","","","","","4"
"Rarely","1989","35-65 y.","Rural Area","","","","","4"
"Rarely","1989","66 and older","Rural Area","","","","","4"
"Daily","1990","16-34 y.","Urban Area","34","0.0128084478535437","0.00907297962661457","0.0165439160804729","1"
"Daily","1990","16-34 y.","Rural Area","9","","","","1"
"Daily","1990","35-65 y.","Urban Area","38","0.011667217792812","0.00857345744587816","0.0147609781397458","1"
"Daily","1990","35-65 y.","Rural Area","6","","","","1"
"Daily","1990","66 and older","Urban Area","7","","","","1"
"Daily","1990","66 and older","Rural Area","2","","","","1"
"Min 1x per month","1990","16-34 y.","Urban Area","160","0.0518273685163308","0.04446327378892","0.0591914632437415","3"
"Min 1x per month","1990","16-34 y.","Rural Area","149","0.0813481963310156","0.068670019822381","0.0940263728396502","3"
"Min 1x per month","1990","35-65 y.","Urban Area","385","0.0922035097082818","0.0838682450891147","0.100538774327449","3"
"Min 1x per month","1990","35-65 y.","Rural Area","305","0.114752895347241","0.101877548261554","0.127628242432927","3"
"Min 1x per month","1990","66 and older","Urban Area","53","0.0492733562417806","0.0355028822317733","0.0630438302517879","3"
"Min 1x per month","1990","66 and older","Rural Area","25","","","","3"
"Min 1x per week","1990","16-34 y.","Urban Area","216","0.0747266311475801","0.0659915124160917","0.0834617498790684","2"
"Min 1x per week","1990","16-34 y.","Rural Area","94","0.0556090228725769","0.0449809160632773","0.0662371296818765","2"
"Min 1x per week","1990","35-65 y.","Urban Area","313","0.0779538856630623","0.0702298081967627","0.0856779631293619","2"
"Min 1x per week","1990","35-65 y.","Rural Area","209","0.0921470836019975","0.0804630336342232","0.103831133569772","2"
"Min 1x per week","1990","66 and older","Urban Area","36","0.0372999857728262","0.0252436646497198","0.0493563068959327","2"
"Min 1x per week","1990","66 and older","Rural Area","28","","","","2"
"Never","1990","16-34 y.","Urban Area","2702","0.73456663939435","0.719898013498533","0.749235265290166","5"
"Never","1990","16-34 y.","Rural Area","1327","0.735044707540261","0.714577879500719","0.755511535579803","5"
"Never","1990","35-65 y.","Urban Area","3348","0.690544157359551","0.677225928092487","0.703862386626615","5"
"Never","1990","35-65 y.","Rural Area","1517","0.640749779983265","0.621368269697268","0.660131290269262","5"
"Never","1990","66 and older","Urban Area","805","0.85854905846585","0.836377283387621","0.880720833544078","5"
"Never","1990","66 and older","Rural Area","434","0.855045728222241","0.824786586931039","0.885304869513443","5"
"Rarely","1990","16-34 y.","Urban Area","369","0.126070913088196","0.115044312956655","0.137097513219737","4"
"Rarely","1990","16-34 y.","Rural Area","207","0.122327693067237","0.107131459704748","0.137523926429727","4"
"Rarely","1990","35-65 y.","Urban Area","544","0.127631229476293","0.118017764523834","0.137244694428752","4"
"Rarely","1990","66 and older","Urban Area","48","0.046652117128122","0.0332344699828501","0.060069764273394","4"
"Rarely","1990","35-65 y.","Rural Area","317","0.14630075532977","0.132024293302813","0.160577217356727","4"
"Rarely","1990","66 and older","Rural Area","31","0.0517832942214636","0.0327376767264776","0.0708289117164495","4"
"Daily","1991","16-34 y.","Urban Area","","","","","1"
"Daily","1991","16-34 y.","Rural Area","","","","","1"
"Daily","1991","35-65 y.","Urban Area","","","","","1"
"Daily","1991","35-65 y.","Rural Area","","","","","1"
"Daily","1991","66 and older","Urban Area","","","","","1"
"Daily","1991","66 and older","Rural Area","","","","","1"
"Min 1x per month","1991","16-34 y.","Urban Area","","","","","3"
"Min 1x per month","1991","35-65 y.","Urban Area","","","","","3"
"Min 1x per month","1991","16-34 y.","Rural Area","","","","","3"
"Min 1x per month","1991","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","1991","66 and older","Urban Area","","","","","3"
"Min 1x per month","1991","66 and older","Rural Area","","","","","3"
"Min 1x per week","1991","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","1991","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","1991","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","1991","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","1991","66 and older","Urban Area","","","","","2"
"Min 1x per week","1991","66 and older","Rural Area","","","","","2"
"Never","1991","16-34 y.","Urban Area","","","","","5"
"Never","1991","16-34 y.","Rural Area","","","","","5"
"Never","1991","35-65 y.","Urban Area","","","","","5"
"Never","1991","35-65 y.","Rural Area","","","","","5"
"Never","1991","66 and older","Urban Area","","","","","5"
"Never","1991","66 and older","Rural Area","","","","","5"
"Rarely","1991","16-34 y.","Urban Area","","","","","4"
"Rarely","1991","16-34 y.","Rural Area","","","","","4"
"Rarely","1991","35-65 y.","Urban Area","","","","","4"
"Rarely","1991","66 and older","Urban Area","","","","","4"
"Rarely","1991","35-65 y.","Rural Area","","","","","4"
"Rarely","1991","66 and older","Rural Area","","","","","4"
"Daily","1992","16-34 y.","Urban Area","","","","","1"
"Daily","1992","16-34 y.","Rural Area","","","","","1"
"Daily","1992","35-65 y.","Urban Area","","","","","1"
"Daily","1992","35-65 y.","Rural Area","","","","","1"
"Daily","1992","66 and older","Urban Area","","","","","1"
"Daily","1992","66 and older","Rural Area","","","","","1"
"Min 1x per month","1992","16-34 y.","Urban Area","123","0.0412567376101395","0.0344566749365449","0.0480568002837341","3"
"Min 1x per month","1992","35-65 y.","Urban Area","291","0.0744704287092232","0.0667964247948678","0.0821444326235786","3"
"Min 1x per month","1992","16-34 y.","Rural Area","86","0.0512069489563672","0.0404800827497218","0.0619338151630126","3"
"Min 1x per month","1992","66 and older","Urban Area","49","0.0555164482495621","0.0408154044599865","0.0702174920391378","3"
"Min 1x per month","1992","35-65 y.","Rural Area","202","0.0933888383945134","0.081392412130724","0.105385264658303","3"
"Min 1x per month","1992","66 and older","Rural Area","28","","","","3"
"Min 1x per week","1992","16-34 y.","Rural Area","87","0.0624833420103975","0.0507047253479335","0.0742619586728616","2"
"Min 1x per week","1992","16-34 y.","Urban Area","185","0.0611584284862789","0.0529655101499691","0.0693513468225887","2"
"Min 1x per week","1992","35-65 y.","Urban Area","294","0.0768634740702656","0.0690772318097716","0.0846497163307596","2"
"Min 1x per week","1992","35-65 y.","Rural Area","150","0.0708946224236861","0.0603134691543459","0.0814757756930264","2"
"Min 1x per week","1992","66 and older","Urban Area","41","0.0430634389732727","0.0300306890144315","0.0560961889321139","2"
"Min 1x per week","1992","66 and older","Rural Area","18","","","","2"
"Never","1992","16-34 y.","Urban Area","2612","0.769116629671353","0.754708528843235","0.783524730499471","5"
"Never","1992","16-34 y.","Rural Area","1256","0.767928418175554","0.747383991927155","0.788472844423953","5"
"Never","1992","35-65 y.","Urban Area","3450","0.734596655405688","0.72169003287355","0.747503277937826","5"
"Never","1992","35-65 y.","Rural Area","1641","0.707763601634544","0.689013434771026","0.726513768498062","5"
"Never","1992","66 and older","Urban Area","794","0.849431529995428","0.826471558620542","0.872391501370313","5"
"Never","1992","66 and older","Rural Area","439","0.872799947703154","0.843681709183232","0.901918186223076","5"
"Rarely","1992","16-34 y.","Urban Area","366","0.128468204232229","0.117027473711915","0.139908934752542","4"
"Rarely","1992","35-65 y.","Urban Area","461","0.114069441814823","0.104777222768549","0.123361660861097","4"
"Rarely","1992","16-34 y.","Rural Area","193","0.118381290857681","0.102659406384116","0.134103175331246","4"
"Rarely","1992","66 and older","Urban Area","48","0.0519885827817374","0.0377357592506533","0.0662414063128215","4"
"Rarely","1992","35-65 y.","Rural Area","267","0.127952937547257","0.114181192832924","0.141724682261589","4"
"Rarely","1992","66 and older","Rural Area","18","","","","4"
"Daily","1993","16-34 y.","Urban Area","","","","","1"
"Daily","1993","16-34 y.","Rural Area","","","","","1"
"Daily","1993","35-65 y.","Urban Area","","","","","1"
"Daily","1993","35-65 y.","Rural Area","","","","","1"
"Daily","1993","66 and older","Urban Area","","","","","1"
"Daily","1993","66 and older","Rural Area","","","","","1"
"Min 1x per month","1993","16-34 y.","Urban Area","","","","","3"
"Min 1x per month","1993","16-34 y.","Rural Area","","","","","3"
"Min 1x per month","1993","35-65 y.","Urban Area","","","","","3"
"Min 1x per month","1993","35-65 y.","Rural Area","","","","","3"
"Min 1x per month","1993","66 and older","Urban Area","","","","","3"
"Min 1x per month","1993","66 and older","Rural Area","","","","","3"
"Min 1x per week","1993","16-34 y.","Urban Area","","","","","2"
"Min 1x per week","1993","16-34 y.","Rural Area","","","","","2"
"Min 1x per week","1993","35-65 y.","Urban Area","","","","","2"
"Min 1x per week","1993","35-65 y.","Rural Area","","","","","2"
"Min 1x per week","1993","66 and older","Urban Area","","","","","2"
"Min 1x per week","1993","66 and older","Rural Area","","","","","2"
"Never","1993","16-34 y.","Urban Area","","","","","5"
"Never","1993","16-34 y.","Rural Area","","","","","5"
"Never","1993","35-65 y.","Urban Area","","","","","5"
"Never","1993","35-65 y.","Rural Area","","","","","5"
"Never","1993","66 and older","Urban Area","","","","","5"
"Never","1993","66 and older","Rural Area","","","","","5"
"Rarely","1993","16-34 y.","Urban Area","","","","","4"
"Rarely","1993","16-34 y.","Rural Area","","","","","4"
"Rarely","1993","35-65 y.","Urban Area","","","","","4"
"Rarely","1993","66 and older","Urban Area","","","","","4"
"Rarely","1993","35-65 y.","Rural Area","","","","","4"
"Rarely","1993","66 and older","Rural Area","","","","","4"
"Daily","1994","16-34 y.","Urban Area","","","","","1"
"Daily","1994","16-34 y.","Rural Area","","","","","1"
"Daily","1994","35-65 y.","Urban Area","","","","","1"
"Daily","1994","35-65 y.","Rural Area","","","","","1"
"Daily","1994","66 and older","Urban Area","","","","","1"
"Daily","1994","66 and older","Rural Area","","","","","1"
"Min 1x per month","1994","16-34 y.","Urban Area","142","0.0505858766255971","0.0430351922159529","0.0581365610352414","3"
"Min 1x per month","1994","16-34 y.","Rural Area","84","0.0503499559173277","0.0394605615636869","0.0612393502709685","3"
"Min 1x per month","1994","35-65 y.","Urban Area","286","0.0726540511477565","0.0649191344536031","0.0803889678419098","3"
"Min 1x per month","1994","66 and older","Urban Area","57","0.061921012765387","0.0469003645620899","0.0769416609686842","3"
"Min 1x per month","1994","35-65 y.","Rural Area","194","0.0879395119146738","0.0761586938216738","0.0997203300076738","3"
"Min 1x per month","1994","66 and older","Rural Area","32","0.0664393800633366","0.04473952264886","0.0881392374778133","3"
"Min 1x per week","1994","16-34 y.","Urban Area","198","0.0688806954942656","0.0601550962656947","0.0776062947228364","2"
"Min 1x per week","1994","35-65 y.","Urban Area","290","0.0802849634082944","0.07218750765091","0.0883824191656787","2"
"Min 1x per week","1994","16-34 y.","Rural Area","84","0.0607280195491731","0.048834438819373","0.0726216002789732","2"
"Min 1x per week","1994","66 and older","Urban Area","51","0.0523039135975035","0.0384283196672555","0.0661795075277515","2"
"Min 1x per week","1994","35-65 y.","Rural Area","135","0.0680637693680598","0.0575871129823516","0.0785404257537679","2"
"Min 1x per week","1994","66 and older","Rural Area","15","","","","2"
"Never","1994","16-34 y.","Urban Area","2540","0.75580108040964","0.74099911251707","0.77060304830221","5"
"Never","1994","16-34 y.","Rural Area","1184","0.75104148823158","0.729507829005792","0.772575147457368","5"
"Never","1994","35-65 y.","Urban Area","3262","0.733249430345532","0.72007040241574","0.746428458275324","5"
"Never","1994","35-65 y.","Rural Area","1603","0.695929994376052","0.676794434553422","0.715065554198681","5"
"Never","1994","66 and older","Urban Area","827","0.835791108696154","0.812702532451069","0.858879684941238","5"
"Never","1994","66 and older","Rural Area","418","0.823761761671337","0.790562859825446","0.856960663517227","5"
"Rarely","1994","16-34 y.","Urban Area","356","0.124732347470497","0.113348113267963","0.136116581673032","4"
"Rarely","1994","16-34 y.","Rural Area","197","0.137880536301919","0.120711038630827","0.155050033973011","4"
"Rarely","1994","35-65 y.","Urban Area","488","0.113811555098417","0.104347853158843","0.123275257037992","4"
"Rarely","1994","35-65 y.","Rural Area","288","0.148066724341215","0.133292553082111","0.162840895600318","4"
"Rarely","1994","66 and older","Urban Area","54","0.0499839649409558","0.0364029957284735","0.0635649341534382","4"
"Rarely","1994","66 and older","Rural Area","41","0.0802096256880987","0.0565433179422327","0.103875933433965","4"
"Daily","1995","16-34 y.","Urban Area","28","","","","1"
"Daily","1995","16-34 y.","Rural Area","15","","","","1"
"Daily","1995","35-65 y.","Urban Area","64","0.0168214182974184","0.0130509922809977","0.020591844313839","1"
"Daily","1995","35-65 y.","Rural Area","17","","","","1"
"Daily","1995","66 and older","Urban Area","12","","","","1"
"Daily","1995","66 and older","Rural Area","2","","","","1"
"Min 1x per month","1995","16-34 y.","Urban Area","126","0.0435748392534479","0.0366254007235456","0.0505242777833502","3"
"Min 1x per month","1995","16-34 y.","Rural Area","73","0.0542577773113899","0.0432167249440372","0.0652988296787425","3"
"Min 1x per month","1995","35-65 y.","Urban Area","254","0.0594695670125272","0.0525356805154103","0.0664034535096441","3"
"Min 1x per month","1995","35-65 y.","Rural Area","191","0.0811937697940862","0.0701058449655005","0.0922816946226719","3"
"Min 1x per month","1995","66 and older","Urban Area","52","0.0537306100508899","0.04000010554729","0.0674611145544898","3"
"Min 1x per month","1995","66 and older","Rural Area","24","","","","3"
"Min 1x per week","1995","16-34 y.","Urban Area","208","0.0714091140824926","0.0626432374229619","0.0801749907420233","2"
"Min 1x per week","1995","35-65 y.","Urban Area","277","0.0714297941104172","0.0638790459548664","0.078980542265968","2"
"Min 1x per week","1995","16-34 y.","Rural Area","74","0.0476174859755693","0.0372378524797874","0.0579971194713512","2"
"Min 1x per week","1995","35-65 y.","Rural Area","150","0.0728982504287752","0.0623446849936981","0.0834518158638523","2"
"Min 1x per week","1995","66 and older","Urban Area","41","0.0386187221587079","0.0268855621529564","0.0503518821644593","2"
"Min 1x per week","1995","66 and older","Rural Area","21","","","","2"
"Never","1995","16-34 y.","Urban Area","2722","0.792270782213349","0.778460837575173","0.806080726851525","5"
"Never","1995","16-34 y.","Rural Area","1295","0.778036163814145","0.757781078160835","0.798291249467455","5"
"Never","1995","35-65 y.","Urban Area","3487","0.760098913692588","0.747579209237405","0.772618618147771","5"
"Never","1995","35-65 y.","Rural Area","1743","0.722742501376336","0.704570180284611","0.740914822468061","5"
"Never","1995","66 and older","Urban Area","883","0.849779778440975","0.828023449894395","0.871536106987556","5"
"Never","1995","66 and older","Rural Area","421","0.848992478056292","0.817418025589024","0.880566930523561","5"
"Rarely","1995","16-34 y.","Urban Area","231","0.0814101921591014","0.0721011172340502","0.0907192670841527","4"
"Rarely","1995","16-34 y.","Rural Area","160","0.11309528915089","0.0976586120598807","0.128531966241899","4"
"Rarely","1995","35-65 y.","Urban Area","387","0.0921803068870495","0.0836990193274964","0.100661594446603","4"
"Rarely","1995","35-65 y.","Rural Area","230","0.11481723181985","0.101875363825265","0.127759099814435","4"
"Rarely","1995","66 and older","Urban Area","48","0.045960059037599","0.0332091314121511","0.0587109866630468","4"
"Rarely","1995","66 and older","Rural Area","26","","","","4"
"Daily","1996","16-34 y.","Urban Area","","","","","1"
"Daily","1996","16-34 y.","Rural Area","","","","","1"
"Daily","1996","35-65 y.","Urban Area","","","","","1"
"Daily","1996","35-65 y.","Rural Area","","","","","1"
"Daily","1996","66 and older","Urban Area","","","","","1"
"Daily","1996","66 and older","Rural Area","","","","","1"
"Min 1x per month","1996","16-34 y.","Urban Area","154","0.063298459322815","0.0548697026011233","0.0717272160445066","3"
"Min 1x per month","1996","16-34 y.","Rural Area","99","0.0680777777635261","0.0555906912292922","0.0805648642977599","3"
"Min 1x per month","1996","35-65 y.","Urban Area","323","0.0808156080437231","0.0727476847339076","0.0888835313535386","3"
"Min 1x per month","1996","35-65 y.","Rural Area","207","0.09393542683861","0.082140141768793","0.105730711908427","3"
"Min 1x per month","1996","66 and older","Urban Area","48","0.0510112057536772","0.0377472234421912","0.0642751880651632","3"
"Min 1x per month","1996","66 and older","Rural Area","33","0.0614996275032746","0.040462681345735","0.0825365736608143","3"
"Min 1x per week","1996","16-34 y.","Urban Area","211","0.0780339627954085","0.0687493109199803","0.0873186146708367","2"
"Min 1x per week","1996","16-34 y.","Rural Area","95","0.0683537165167667","0.0558432012738814","0.080864231759652","2"
"Min 1x per week","1996","35-65 y.","Urban Area","315","0.0814125181859813","0.073317484250126","0.0895075521218366","2"
"Min 1x per week","1996","35-65 y.","Rural Area","175","0.0792003202665679","0.0682818899032979","0.090118750629838","2"
"Min 1x per week","1996","66 and older","Urban Area","53","0.057879439761675","0.0438019248002532","0.0719569547230968","2"
"Min 1x per week","1996","66 and older","Rural Area","25","","","","2"
