"year","bula_h","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","3.1","3","622","1","2","4","6","2.97","3.23","3","3"
"2005","Thuringia","Ostdeutschland, neue Bundeslaender","3.32","3","891","1","2","4","6","3.21","3.43","3","4"
"2005","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2006","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2006","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2007","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2007","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2008","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2008","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2009","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2009","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Baden-Württemberg","Westdeutschland, alte Bundeslaender","3.16","3","1962","1","2","4","5","3.09","3.23","3","3"
"2010","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Bavaria","Westdeutschland, alte Bundeslaender","3.34","3","2415","1","2","5","6","3.28","3.4","3","3"
"2010","Berlin","Ostdeutschland, neue Bundeslaender","3.04","2","282","1","2","4","6","2.85","3.23","2","3"
"2010","Berlin","Westdeutschland, alte Bundeslaender","3.21","3","370","1","2","4","5","3.03","3.39","3","3"
"2010","Brandenburg","Ostdeutschland, neue Bundeslaender","3.28","3","713","1","2","4","6","3.15","3.41","3","3"
"2010","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Bremen","Westdeutschland, alte Bundeslaender","3.3","3","108","1","2","4","7","2.98","3.62","2","3"
"2010","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Hamburg","Westdeutschland, alte Bundeslaender","2.92","2","271","1","2","4","5","2.72","3.12","2","3"
"2010","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Hesse","Westdeutschland, alte Bundeslaender","3.14","3","1123","1","2","4","6","3.04","3.24","3","3"
"2010","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Lower Saxony","Westdeutschland, alte Bundeslaender","3.21","3","1507","1","2","4","6","3.12","3.3","3","3"
"2010","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","3.12","3","429","1","2","4","6","2.96","3.28","3","3"
"2010","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","3.28","3","3379","1","2","4","6","3.22","3.34","3","3"
"2010","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","3.03","3","956","1","1","4","5","2.92","3.14","3","3"
"2010","Saxony","Ostdeutschland, neue Bundeslaender","3.26","3","1239","1","2","4","6","3.17","3.35","3","3"
"2010","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","3.44","3","713","1","2","5","6","3.31","3.57","3","3"
"2010","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2010","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2010","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","3.43","3","443","1","2","5","6","3.27","3.59","3","3"
"2010","Thuringia","Ostdeutschland, neue Bundeslaender","3.4","3","758","1","2","4","6","3.28","3.52","3","4"
"2010","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2011","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2011","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2012","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2012","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2013","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2013","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Baden-Württemberg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Bavaria","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Berlin","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Berlin","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Brandenburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Brandenburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Bremen","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Bremen","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Hamburg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Hamburg","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Hesse","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Hesse","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Lower Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Lower Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Mecklenburg-Western Pomerania","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Mecklenburg-Western Pomerania","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","North Rhine-Westphalia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","North Rhine-Westphalia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Rhineland-Palatinate,Saarland","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Rhineland-Palatinate,Saarland","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Saxony","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Saxony","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Saxony-Anhalt","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Saxony-Anhalt","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Schleswig-Holstein","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Schleswig-Holstein","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Thuringia","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Thuringia","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Baden-Württemberg","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Baden-Württemberg","Westdeutschland, alte Bundeslaender","2.7","2","3208","1","1","4","5","2.64","2.76","2","2"
"2015","Bavaria","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Bavaria","Westdeutschland, alte Bundeslaender","2.82","2","4351","1","1","4","5","2.77","2.87","2","2"
"2015","Berlin","Ostdeutschland, neue Bundeslaender","2.81","2","440","1","2","4","5","2.67","2.95","2","2"
"2015","Berlin","Westdeutschland, alte Bundeslaender","2.61","2","554","1","1","4","5","2.48","2.74","2","2"
