"pli0082","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"Never","1990","1-pers.-HH","Urban Area","167","0.204246620779726","0.177223735382943","0.231269506176509"
"Never","1990","1-pers.-HH","Rural Area","36","0.19489577115228","0.136703494055406","0.253088048249154"
"Never","1990","(Married) couple without C. ","Urban Area","155","0.0732255839268055","0.0613451286627892","0.0851060391908218"
"Never","1990","(Married) couple without C. ","Rural Area","42","0.0933805521872234","0.0667039369281809","0.120057167446266"
"Never","1990","Single parent ","Urban Area","57","0.121678043080766","0.0884125385808052","0.154943547580726"
"Never","1990","Single parent ","Rural Area","10","","",""
"Never","1990","Couple + C. LE 16 ","Urban Area","165","0.0694873169277366","0.0572513352514238","0.0817232986040494"
"Never","1990","Couple + C. LE 16 ","Rural Area","34","0.051538386593616","0.0303938225880852","0.0726829505991469"
"Never","1990","Couple + C. GT 16 ","Urban Area","184","0.0700643411231024","0.0575531450322402","0.0825755372139646"
"Never","1990","Couple + C. GT 16 ","Rural Area","31","0.0520933162773976","0.0315848295659418","0.0726018029888534"
"Never","1990","Couple + C. LE and GT 16","Urban Area","133","0.116931669899023","0.0936690119724795","0.140194327825566"
"Never","1990","Couple + C. LE and GT 16","Rural Area","15","","",""
"Daily","1991","1-pers.-HH","Urban Area","","","",""
"Daily","1991","1-pers.-HH","Rural Area","","","",""
"Daily","1991","(Married) couple without C. ","Urban Area","","","",""
"Daily","1991","(Married) couple without C. ","Rural Area","","","",""
"Daily","1991","Single parent ","Urban Area","","","",""
"Daily","1991","Single parent ","Rural Area","","","",""
"Daily","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Daily","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Daily","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Daily","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Daily","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Daily","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1991","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1991","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1991","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1991","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1991","Single parent ","Urban Area","","","",""
"Min 1x per week","1991","Single parent ","Rural Area","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1991","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1991","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1991","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1991","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1991","Single parent ","Urban Area","","","",""
"Min 1x per month","1991","Single parent ","Rural Area","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1991","1-pers.-HH","Urban Area","","","",""
"Rarely","1991","1-pers.-HH","Rural Area","","","",""
"Rarely","1991","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1991","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1991","Single parent ","Urban Area","","","",""
"Rarely","1991","Single parent ","Rural Area","","","",""
"Rarely","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","1991","1-pers.-HH","Urban Area","","","",""
"Never","1991","1-pers.-HH","Rural Area","","","",""
"Never","1991","(Married) couple without C. ","Urban Area","","","",""
"Never","1991","(Married) couple without C. ","Rural Area","","","",""
"Never","1991","Single parent ","Urban Area","","","",""
"Never","1991","Single parent ","Rural Area","","","",""
"Never","1991","Couple + C. LE 16 ","Urban Area","","","",""
"Never","1991","Couple + C. LE 16 ","Rural Area","","","",""
"Never","1991","Couple + C. GT 16 ","Urban Area","","","",""
"Never","1991","Couple + C. GT 16 ","Rural Area","","","",""
"Never","1991","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","1991","Couple + C. LE and GT 16","Rural Area","","","",""
"Daily","1992","1-pers.-HH","Urban Area","","","",""
"Daily","1992","1-pers.-HH","Rural Area","","","",""
"Daily","1992","(Married) couple without C. ","Urban Area","","","",""
"Daily","1992","(Married) couple without C. ","Rural Area","","","",""
"Daily","1992","Single parent ","Urban Area","","","",""
"Daily","1992","Single parent ","Rural Area","","","",""
"Daily","1992","Couple + C. LE 16 ","Urban Area","","","",""
"Daily","1992","Couple + C. LE 16 ","Rural Area","","","",""
"Daily","1992","Couple + C. GT 16 ","Urban Area","","","",""
"Daily","1992","Couple + C. GT 16 ","Rural Area","","","",""
"Daily","1992","Couple + C. LE and GT 16","Urban Area","","","",""
"Daily","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1992","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1992","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1992","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1992","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1992","Single parent ","Urban Area","","","",""
"Min 1x per week","1992","Single parent ","Rural Area","","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1992","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1992","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1992","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1992","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1992","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1992","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1992","Single parent ","Urban Area","","","",""
"Min 1x per month","1992","Single parent ","Rural Area","","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1992","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1992","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1992","1-pers.-HH","Urban Area","","","",""
"Rarely","1992","1-pers.-HH","Rural Area","","","",""
"Rarely","1992","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1992","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1992","Single parent ","Urban Area","","","",""
"Rarely","1992","Single parent ","Rural Area","","","",""
"Rarely","1992","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1992","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","1992","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","1992","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","1992","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","1992","1-pers.-HH","Urban Area","","","",""
"Never","1992","1-pers.-HH","Rural Area","","","",""
"Never","1992","(Married) couple without C. ","Urban Area","","","",""
"Never","1992","(Married) couple without C. ","Rural Area","","","",""
"Never","1992","Single parent ","Urban Area","","","",""
"Never","1992","Single parent ","Rural Area","","","",""
"Never","1992","Couple + C. LE 16 ","Urban Area","","","",""
"Never","1992","Couple + C. LE 16 ","Rural Area","","","",""
"Never","1992","Couple + C. GT 16 ","Urban Area","","","",""
"Never","1992","Couple + C. GT 16 ","Rural Area","","","",""
"Never","1992","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","1992","Couple + C. LE and GT 16","Rural Area","","","",""
"Daily","1993","1-pers.-HH","Urban Area","","","",""
"Daily","1993","1-pers.-HH","Rural Area","","","",""
"Daily","1993","(Married) couple without C. ","Urban Area","","","",""
"Daily","1993","(Married) couple without C. ","Rural Area","","","",""
"Daily","1993","Single parent ","Urban Area","","","",""
"Daily","1993","Single parent ","Rural Area","","","",""
"Daily","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Daily","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Daily","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Daily","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Daily","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Daily","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1993","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1993","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1993","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1993","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1993","Single parent ","Urban Area","","","",""
"Min 1x per week","1993","Single parent ","Rural Area","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1993","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1993","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1993","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1993","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1993","Single parent ","Urban Area","","","",""
"Min 1x per month","1993","Single parent ","Rural Area","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1993","1-pers.-HH","Urban Area","","","",""
"Rarely","1993","1-pers.-HH","Rural Area","","","",""
"Rarely","1993","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1993","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1993","Single parent ","Urban Area","","","",""
"Rarely","1993","Single parent ","Rural Area","","","",""
"Rarely","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","1993","1-pers.-HH","Urban Area","","","",""
"Never","1993","1-pers.-HH","Rural Area","","","",""
"Never","1993","(Married) couple without C. ","Urban Area","","","",""
"Never","1993","(Married) couple without C. ","Rural Area","","","",""
"Never","1993","Single parent ","Urban Area","","","",""
"Never","1993","Single parent ","Rural Area","","","",""
"Never","1993","Couple + C. LE 16 ","Urban Area","","","",""
"Never","1993","Couple + C. LE 16 ","Rural Area","","","",""
"Never","1993","Couple + C. GT 16 ","Urban Area","","","",""
"Never","1993","Couple + C. GT 16 ","Rural Area","","","",""
"Never","1993","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","1993","Couple + C. LE and GT 16","Rural Area","","","",""
"Daily","1994","1-pers.-HH","Urban Area","","","",""
"Daily","1994","1-pers.-HH","Rural Area","","","",""
"Daily","1994","(Married) couple without C. ","Urban Area","","","",""
"Daily","1994","(Married) couple without C. ","Rural Area","","","",""
"Daily","1994","Single parent ","Urban Area","","","",""
"Daily","1994","Single parent ","Rural Area","","","",""
"Daily","1994","Couple + C. LE 16 ","Urban Area","","","",""
"Daily","1994","Couple + C. LE 16 ","Rural Area","","","",""
"Daily","1994","Couple + C. GT 16 ","Urban Area","","","",""
"Daily","1994","Couple + C. GT 16 ","Rural Area","","","",""
"Daily","1994","Couple + C. LE and GT 16","Urban Area","","","",""
"Daily","1994","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1994","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1994","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1994","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1994","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1994","Single parent ","Urban Area","","","",""
"Min 1x per week","1994","Single parent ","Rural Area","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per month","1994","1-pers.-HH","Urban Area","","","",""
"Min 1x per month","1994","1-pers.-HH","Rural Area","","","",""
"Min 1x per month","1994","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per month","1994","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per month","1994","Single parent ","Urban Area","","","",""
"Min 1x per month","1994","Single parent ","Rural Area","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","Urban Area","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","Rural Area","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","Urban Area","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","Rural Area","","","",""
"Rarely","1994","1-pers.-HH","Urban Area","","","",""
"Rarely","1994","1-pers.-HH","Rural Area","","","",""
"Rarely","1994","(Married) couple without C. ","Urban Area","","","",""
"Rarely","1994","(Married) couple without C. ","Rural Area","","","",""
"Rarely","1994","Single parent ","Urban Area","","","",""
"Rarely","1994","Single parent ","Rural Area","","","",""
"Rarely","1994","Couple + C. LE 16 ","Urban Area","","","",""
"Rarely","1994","Couple + C. LE 16 ","Rural Area","","","",""
"Rarely","1994","Couple + C. GT 16 ","Urban Area","","","",""
"Rarely","1994","Couple + C. GT 16 ","Rural Area","","","",""
"Rarely","1994","Couple + C. LE and GT 16","Urban Area","","","",""
"Rarely","1994","Couple + C. LE and GT 16","Rural Area","","","",""
"Never","1994","1-pers.-HH","Urban Area","","","",""
"Never","1994","1-pers.-HH","Rural Area","","","",""
"Never","1994","(Married) couple without C. ","Urban Area","","","",""
"Never","1994","(Married) couple without C. ","Rural Area","","","",""
"Never","1994","Single parent ","Urban Area","","","",""
"Never","1994","Single parent ","Rural Area","","","",""
"Never","1994","Couple + C. LE 16 ","Urban Area","","","",""
"Never","1994","Couple + C. LE 16 ","Rural Area","","","",""
"Never","1994","Couple + C. GT 16 ","Urban Area","","","",""
"Never","1994","Couple + C. GT 16 ","Rural Area","","","",""
"Never","1994","Couple + C. LE and GT 16","Urban Area","","","",""
"Never","1994","Couple + C. LE and GT 16","Rural Area","","","",""
"Daily","1995","1-pers.-HH","Urban Area","3","","",""
"Daily","1995","1-pers.-HH","Rural Area","1","","",""
"Daily","1995","(Married) couple without C. ","Urban Area","6","","",""
"Daily","1995","(Married) couple without C. ","Rural Area","5","","",""
"Daily","1995","Single parent ","Urban Area","","","",""
"Daily","1995","Single parent ","Rural Area","","","",""
"Daily","1995","Couple + C. LE 16 ","Urban Area","","","",""
"Daily","1995","Couple + C. LE 16 ","Rural Area","1","","",""
"Daily","1995","Couple + C. GT 16 ","Urban Area","1","","",""
"Daily","1995","Couple + C. GT 16 ","Rural Area","","","",""
"Daily","1995","Couple + C. LE and GT 16","Urban Area","1","","",""
"Daily","1995","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1995","1-pers.-HH","Urban Area","59","0.0551340602869508","0.0413548962300703","0.0689132243438313"
"Min 1x per week","1995","1-pers.-HH","Rural Area","16","","",""
"Min 1x per week","1995","(Married) couple without C. ","Urban Area","155","0.0687341244087543","0.0586373538749111","0.0788308949425975"
"Min 1x per week","1995","(Married) couple without C. ","Rural Area","58","0.0681006120373085","0.0531658595034232","0.0830353645711938"
"Min 1x per week","1995","Single parent ","Urban Area","25","","",""
"Min 1x per week","1995","Single parent ","Rural Area","13","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","Urban Area","132","0.0848003261451139","0.0727024463188896","0.0968982059713381"
"Min 1x per week","1995","Couple + C. LE 16 ","Rural Area","69","0.0581827887769195","0.0443681061200363","0.0719974714338028"
"Min 1x per week","1995","Couple + C. GT 16 ","Urban Area","74","0.0458600767441044","0.035545700482296","0.0561744530059127"
"Min 1x per week","1995","Couple + C. GT 16 ","Rural Area","27","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","Urban Area","29","","",""
"Min 1x per week","1995","Couple + C. LE and GT 16","Rural Area","20","","",""
"Min 1x per month","1995","1-pers.-HH","Urban Area","284","0.275218978091127","0.248255843407979","0.302182112774275"
"Min 1x per month","1995","1-pers.-HH","Rural Area","89","0.231506544930563","0.19006763922431","0.272945450636815"
"Min 1x per month","1995","(Married) couple without C. ","Urban Area","700","0.290128313216435","0.272017230120982","0.308239396311888"
"Min 1x per month","1995","(Married) couple without C. ","Rural Area","311","0.302428042051158","0.275198298833217","0.3296577852691"
"Min 1x per month","1995","Single parent ","Urban Area","90","0.239766426266628","0.198739485595664","0.280793366937591"
"Min 1x per month","1995","Single parent ","Rural Area","66","0.34699711064399","0.279840322507618","0.414153898780361"
"Min 1x per month","1995","Couple + C. LE 16 ","Urban Area","553","0.300110328006815","0.28020781851586","0.320012837497769"
"Min 1x per month","1995","Couple + C. LE 16 ","Rural Area","350","0.297925564887098","0.270935383692631","0.324915746081565"
"Min 1x per month","1995","Couple + C. GT 16 ","Urban Area","420","0.278687869130128","0.256580340400623","0.300795397859632"
"Min 1x per month","1995","Couple + C. GT 16 ","Rural Area","288","0.297244495768373","0.267532954032724","0.326956037504023"
"Min 1x per month","1995","Couple + C. LE and GT 16","Urban Area","172","0.23519608916691","0.205695686914044","0.264696491419776"
"Min 1x per month","1995","Couple + C. LE and GT 16","Rural Area","114","0.253388596326248","0.21306723634482","0.293709956307676"
"Rarely","1995","1-pers.-HH","Urban Area","503","0.444547952177088","0.414548703456122","0.474547200898055"
"Rarely","1995","1-pers.-HH","Rural Area","194","0.4379981034071","0.38925518138444","0.486741025429759"
"Rarely","1995","(Married) couple without C. ","Urban Area","1259","0.517161427213531","0.497219208238502","0.53710364618856"
"Rarely","1995","(Married) couple without C. ","Rural Area","624","0.535462779280802","0.505895394535109","0.565030164026495"
"Rarely","1995","Single parent ","Urban Area","216","0.506298094746982","0.458254336400529","0.554341853093435"
"Rarely","1995","Single parent ","Rural Area","89","0.454830157638739","0.384577950237728","0.525082365039751"
"Rarely","1995","Couple + C. LE 16 ","Urban Area","1131","0.538129617460248","0.516479708165002","0.559779526755494"
"Rarely","1995","Couple + C. LE 16 ","Rural Area","591","0.56484289741418","0.535584724039868","0.594101070788492"
"Rarely","1995","Couple + C. GT 16 ","Urban Area","883","0.578333943300059","0.55398426599702","0.602683620603098"
"Rarely","1995","Couple + C. GT 16 ","Rural Area","530","0.593645067983013","0.561716286174566","0.625573849791459"
"Rarely","1995","Couple + C. LE and GT 16","Urban Area","474","0.624445293447309","0.590761449812474","0.658129137082143"
"Rarely","1995","Couple + C. LE and GT 16","Rural Area","283","0.634540494502739","0.589898495654263","0.679182493351214"
"Never","1995","1-pers.-HH","Urban Area","205","0.222089740403155","0.196996497913005","0.247182982893304"
"Never","1995","1-pers.-HH","Rural Area","98","0.271092494090568","0.227420651820241","0.314764336360896"
"Never","1995","(Married) couple without C. ","Urban Area","292","0.120827478015614","0.107820411904186","0.133834544127041"
"Never","1995","(Married) couple without C. ","Rural Area","95","0.0878136913704531","0.071034891206154","0.104592491534752"
"Never","1995","Single parent ","Urban Area","85","0.193496097463431","0.155534824482706","0.231457370444156"
"Never","1995","Single parent ","Rural Area","25","","",""
"Never","1995","Couple + C. LE 16 ","Urban Area","221","0.0769597283878237","0.0653854302666702","0.0885340265089772"
"Never","1995","Couple + C. LE 16 ","Rural Area","92","0.0785995583364267","0.0627179458238355","0.0944811708490178"
"Never","1995","Couple + C. GT 16 ","Urban Area","202","0.0968686123180949","0.0822842798925632","0.111452944743627"
"Never","1995","Couple + C. GT 16 ","Rural Area","64","0.0758412878303684","0.0586308356914787","0.093051739969258"
"Never","1995","Couple + C. LE and GT 16","Urban Area","118","0.102898377050583","0.0817652909001136","0.124031463201052"
"Never","1995","Couple + C. LE and GT 16","Rural Area","30","0.0675280869717383","0.044265691620982","0.0907904823224945"
"Daily","1996","1-pers.-HH","Urban Area","","","",""
"Daily","1996","1-pers.-HH","Rural Area","","","",""
"Daily","1996","(Married) couple without C. ","Urban Area","","","",""
"Daily","1996","(Married) couple without C. ","Rural Area","","","",""
"Daily","1996","Single parent ","Urban Area","","","",""
"Daily","1996","Single parent ","Rural Area","","","",""
"Daily","1996","Couple + C. LE 16 ","Urban Area","","","",""
"Daily","1996","Couple + C. LE 16 ","Rural Area","","","",""
"Daily","1996","Couple + C. GT 16 ","Urban Area","","","",""
"Daily","1996","Couple + C. GT 16 ","Rural Area","","","",""
"Daily","1996","Couple + C. LE and GT 16","Urban Area","","","",""
"Daily","1996","Couple + C. LE and GT 16","Rural Area","","","",""
"Min 1x per week","1996","1-pers.-HH","Urban Area","","","",""
"Min 1x per week","1996","1-pers.-HH","Rural Area","","","",""
"Min 1x per week","1996","(Married) couple without C. ","Urban Area","","","",""
"Min 1x per week","1996","(Married) couple without C. ","Rural Area","","","",""
"Min 1x per week","1996","Single parent ","Urban Area","","","",""
"Min 1x per week","1996","Single parent ","Rural Area","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","Urban Area","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","Rural Area","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","Urban Area","","","",""
