"pli0082","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","Employed","Female","","","",""
"Never","2015","Not Employed","Male","","","",""
"Never","2015","Not Employed","Female","","","",""
"Never","2015","Employed","Male","","","",""
"Never","2015","Employed","Female","","","",""
"Daily","2016","Not Employed","Male","","","",""
"Daily","2016","Not Employed","Female","","","",""
"Daily","2016","Employed","Male","","","",""
"Daily","2016","Employed","Female","","","",""
"Min 1x per week","2016","Not Employed","Male","","","",""
"Min 1x per week","2016","Not Employed","Female","","","",""
"Min 1x per week","2016","Employed","Male","","","",""
"Min 1x per week","2016","Employed","Female","","","",""
"Min 1x per month","2016","Not Employed","Male","","","",""
"Min 1x per month","2016","Not Employed","Female","","","",""
"Min 1x per month","2016","Employed","Male","","","",""
"Min 1x per month","2016","Employed","Female","","","",""
"Rarely","2016","Not Employed","Male","","","",""
"Rarely","2016","Not Employed","Female","","","",""
"Rarely","2016","Employed","Male","","","",""
"Rarely","2016","Employed","Female","","","",""
"Never","2016","Not Employed","Male","","","",""
"Never","2016","Not Employed","Female","","","",""
"Never","2016","Employed","Male","","","",""
"Never","2016","Employed","Female","","","",""
"Daily","2017","Not Employed","Male","52","0.0198250388698321","0.0149500576314747","0.0247000201081895"
"Daily","2017","Not Employed","Female","16","","",""
"Daily","2017","Employed","Male","1","","",""
"Daily","2017","Employed","Female","","","",""
"Min 1x per week","2017","Not Employed","Male","301","0.10321105963183","0.0925715316014057","0.113850587662254"
"Min 1x per week","2017","Not Employed","Female","150","0.0667687286993975","0.0562344643232514","0.0773029930755436"
"Min 1x per week","2017","Employed","Male","16","","",""
"Min 1x per week","2017","Employed","Female","","","",""
"Min 1x per month","2017","Not Employed","Male","515","0.153439207046746","0.140835120662012","0.16604329343148"
"Min 1x per month","2017","Not Employed","Female","302","0.13318870880309","0.118849704247102","0.147527713359079"
"Min 1x per month","2017","Employed","Male","52","0.217755874818552","0.160122895171796","0.275388854465308"
"Min 1x per month","2017","Employed","Female","7","","",""
"Rarely","2017","Not Employed","Male","1002","0.296611620048717","0.280637909960882","0.312585330136552"
"Rarely","2017","Not Employed","Female","719","0.321045409257218","0.30134266976756","0.340748148746875"
"Rarely","2017","Employed","Male","80","0.424654631623245","0.355631092883132","0.493678170363358"
"Rarely","2017","Employed","Female","19","","",""
"Never","2017","Not Employed","Male","1271","0.426913074402876","0.409615145775398","0.444211003030353"
"Never","2017","Not Employed","Female","970","0.472754773280427","0.451685609067166","0.493823937493689"
"Never","2017","Employed","Male","48","0.255449980309286","0.194550322210512","0.31634963840806"
"Never","2017","Employed","Female","10","","",""
"Daily","2018","Not Employed","Male","65","0.0383071953879549","0.0297463763692152","0.0468680144066946"
"Daily","2018","Not Employed","Female","16","","",""
"Daily","2018","Employed","Male","5","","",""
"Daily","2018","Employed","Female","","","",""
"Min 1x per week","2018","Not Employed","Male","350","0.184517082215472","0.16721562522693","0.201818539204014"
"Min 1x per week","2018","Not Employed","Female","191","0.129092827710227","0.111659188958237","0.146526466462217"
"Min 1x per week","2018","Employed","Male","85","0.20350903936539","0.166836593738898","0.240181484991883"
"Min 1x per week","2018","Employed","Female","7","","",""
"Min 1x per month","2018","Not Employed","Male","481","0.240710654870407","0.221642517845485","0.25977879189533"
"Min 1x per month","2018","Not Employed","Female","322","0.198164634269847","0.177439052468379","0.218890216071315"
"Min 1x per month","2018","Employed","Male","137","0.30316035923424","0.261294479058563","0.345026239409917"
"Min 1x per month","2018","Employed","Female","12","","",""
"Rarely","2018","Not Employed","Male","646","0.307738649927343","0.287152126126002","0.328325173728683"
"Rarely","2018","Not Employed","Female","549","0.383961454325452","0.358674366931845","0.409248541719059"
"Rarely","2018","Employed","Male","155","0.319729951116633","0.277249420654589","0.362210481578677"
"Rarely","2018","Employed","Female","17","","",""
"Never","2018","Not Employed","Male","389","0.228726417598823","0.209992899415539","0.247459935782106"
"Never","2018","Not Employed","Female","343","0.27661598444065","0.253357889322014","0.299874079559286"
"Never","2018","Employed","Male","81","0.1567321897175","0.123617593994937","0.189846785440064"
"Never","2018","Employed","Female","8","","",""
"Daily","2019","Not Employed","Male","64","0.00333062727670669","0.00171972539597245","0.00494152915744093"
"Daily","2019","Not Employed","Female","46","0.00276756919208289","0.00142455457106406","0.00411058381310172"
"Daily","2019","Employed","Male","32","0.000762315323213359","0.000210392279644732","0.00131423836678199"
"Daily","2019","Employed","Female","16","","",""
"Min 1x per week","2019","Not Employed","Male","430","0.0523986926079449","0.04616846997568","0.0586289152402098"
"Min 1x per week","2019","Not Employed","Female","389","0.0422617354578815","0.0371185713343756","0.0474048995813874"
"Min 1x per week","2019","Employed","Male","637","0.0484503975791953","0.0441566037400237","0.0527441914183669"
"Min 1x per week","2019","Employed","Female","453","0.0480367191095604","0.0436184950889475","0.0524549431301733"
"Min 1x per month","2019","Not Employed","Male","1402","0.24955648911476","0.237456807244783","0.261656170984738"
"Min 1x per month","2019","Not Employed","Female","1619","0.243019118483176","0.232054438110367","0.253983798855985"
"Min 1x per month","2019","Employed","Male","3725","0.368420387059362","0.358774044543588","0.378066729575137"
"Min 1x per month","2019","Employed","Female","3255","0.344294443145609","0.334477632730713","0.354111253560505"
"Rarely","2019","Not Employed","Male","2120","0.482804128600691","0.46883261276731","0.496775644434072"
"Rarely","2019","Not Employed","Female","2709","0.498718683955607","0.485936593740045","0.511500774171169"
"Rarely","2019","Employed","Male","4569","0.511861364094527","0.501865402788438","0.521857325400616"
"Rarely","2019","Employed","Female","4735","0.54018052161368","0.529883441129745","0.550477602097614"
"Never","2019","Not Employed","Male","898","0.211910062399897","0.200484063028075","0.223336061771719"
"Never","2019","Not Employed","Female","1115","0.213232892911252","0.202762005326616","0.223703780495888"
"Never","2019","Employed","Male","643","0.0705055359437022","0.0653862214212064","0.075624850466198"
"Never","2019","Employed","Female","540","0.066017287129089","0.060886910825785","0.071147663432393"
