"pli0082","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Never","2018","66 and older","East Germany","1","","","","5"
"Rarely","2018","16-34 y.","West Germany","607","0.3139100031797","0.292253321058473","0.335566685300926","4"
"Rarely","2018","16-34 y.","East Germany","109","0.325441865768592","0.271422986204443","0.379460745332741","4"
"Rarely","2018","35-65 y.","West Germany","544","0.344683039530277","0.320711535780002","0.368654543280552","4"
"Rarely","2018","35-65 y.","East Germany","97","0.434292357939986","0.374614631337425","0.493970084542548","4"
"Rarely","2018","66 and older","West Germany","10","","","","4"
"Rarely","2018","66 and older","East Germany","","","","","4"
"Daily","2019","16-34 y.","West Germany","59","0.00194914555328758","0.000830795900284131","0.00306749520629103","1"
"Daily","2019","16-34 y.","East Germany","6","","","","1"
"Daily","2019","35-65 y.","West Germany","69","0.00153102638994399","0.000868165745301704","0.00219388703458628","1"
"Daily","2019","35-65 y.","East Germany","9","","","","1"
"Daily","2019","66 and older","West Germany","12","","","","1"
"Daily","2019","66 and older","East Germany","3","","","","1"
"Min 1x per month","2019","16-34 y.","West Germany","2133","0.377510509436621","0.365218873988717","0.389802144884525","3"
"Min 1x per month","2019","16-34 y.","East Germany","380","0.339982947707477","0.313247923436981","0.366717971977973","3"
"Min 1x per month","2019","35-65 y.","West Germany","4674","0.324875045793556","0.31693516710952","0.332814924477592","3"
"Min 1x per month","2019","35-65 y.","East Germany","1195","0.309855967756986","0.294596703161405","0.325115232352567","3"
"Min 1x per month","2019","66 and older","East Germany","393","0.220264200925508","0.197873595213274","0.242654806637742","3"
"Min 1x per month","2019","66 and older","West Germany","1196","0.262716044185158","0.248968469955579","0.276463618414737","3"
"Min 1x per week","2019","16-34 y.","West Germany","503","0.056331639435273","0.05048555573876","0.0621777231317859","2"
"Min 1x per week","2019","35-65 y.","West Germany","830","0.0464077981514624","0.0428413128649581","0.0499742834379667","2"
"Min 1x per week","2019","16-34 y.","East Germany","76","0.0521291058436864","0.0395835713504675","0.0646746403369053","2"
"Min 1x per week","2019","66 and older","East Germany","76","0.0408038340907004","0.030115147329687","0.0514925208517139","2"
"Min 1x per week","2019","35-65 y.","East Germany","201","0.0495858770330597","0.0424224763674809","0.0567492776986385","2"
"Min 1x per week","2019","66 and older","West Germany","216","0.0410349215702882","0.0348384625255074","0.0472313806150689","2"
"Never","2019","16-34 y.","West Germany","598","0.0738414099553063","0.0672105202200206","0.0804722996905921","5"
"Never","2019","16-34 y.","East Germany","134","0.0836273211504691","0.0680035957981878","0.0992510465027504","5"
"Never","2019","35-65 y.","West Germany","1248","0.0982237302465738","0.093178032602997","0.103269427890151","5"
"Never","2019","35-65 y.","East Germany","340","0.106265615533948","0.0960964710639748","0.11643476000392","5"
"Never","2019","66 and older","West Germany","645","0.198353042055477","0.185897105405259","0.210808978705696","5"
"Never","2019","66 and older","East Germany","224","0.230301899624244","0.207554638459275","0.253049160789213","5"
"Rarely","2019","16-34 y.","West Germany","2682","0.490367295619512","0.477691695495403","0.503042895743622","4"
"Rarely","2019","16-34 y.","East Germany","610","0.520447502400778","0.492251925817357","0.548643078984199","4"
"Rarely","2019","35-65 y.","West Germany","6544","0.528962399418464","0.520499799714523","0.537424999122404","4"
"Rarely","2019","35-65 y.","East Germany","1783","0.533033666054644","0.516570858244744","0.549496473864544","4"
"Rarely","2019","66 and older","East Germany","620","0.507292159487916","0.480280954544352","0.534303364431481","4"
"Rarely","2019","66 and older","West Germany","1868","0.49578179487599","0.480163992164859","0.51139959758712","4"
