"pli0082","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Never","1990","Single parent ","Female","46","0.146515784500692","0.105095886073328","0.187935682928057"
"Never","1990","Couple + C. LE 16 ","Male","84","0.0549505598558492","0.0410336503259775","0.0688674693857208"
"Never","1990","Couple + C. LE 16 ","Female","115","0.0759115871757571","0.0598838893797697","0.0919392849717444"
"Never","1990","Couple + C. GT 16 ","Male","110","0.0589735128378321","0.0453045774188945","0.0726424482567696"
"Never","1990","Couple + C. GT 16 ","Female","105","0.0743104592830005","0.0572604821636283","0.0913604364023727"
"Never","1990","Couple + C. LE and GT 16","Male","71","0.0959755522462716","0.0690577515799504","0.122893352912593"
"Never","1990","Couple + C. LE and GT 16","Female","77","0.108935113207097","0.0794530376697383","0.138417188744455"
"Daily","1991","1-pers.-HH","Male","","","",""
"Daily","1991","1-pers.-HH","Female","","","",""
"Daily","1991","(Married) couple without C. ","Male","","","",""
"Daily","1991","(Married) couple without C. ","Female","","","",""
"Daily","1991","Single parent ","Male","","","",""
"Daily","1991","Single parent ","Female","","","",""
"Daily","1991","Couple + C. LE 16 ","Male","","","",""
"Daily","1991","Couple + C. LE 16 ","Female","","","",""
"Daily","1991","Couple + C. GT 16 ","Male","","","",""
"Daily","1991","Couple + C. GT 16 ","Female","","","",""
"Daily","1991","Couple + C. LE and GT 16","Male","","","",""
"Daily","1991","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1991","1-pers.-HH","Male","","","",""
"Min 1x per week","1991","1-pers.-HH","Female","","","",""
"Min 1x per week","1991","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1991","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1991","Single parent ","Male","","","",""
"Min 1x per week","1991","Single parent ","Female","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1991","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1991","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1991","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1991","1-pers.-HH","Male","","","",""
"Min 1x per month","1991","1-pers.-HH","Female","","","",""
"Min 1x per month","1991","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1991","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1991","Single parent ","Male","","","",""
"Min 1x per month","1991","Single parent ","Female","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1991","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1991","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1991","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1991","1-pers.-HH","Male","","","",""
"Rarely","1991","1-pers.-HH","Female","","","",""
"Rarely","1991","(Married) couple without C. ","Male","","","",""
"Rarely","1991","(Married) couple without C. ","Female","","","",""
"Rarely","1991","Single parent ","Male","","","",""
"Rarely","1991","Single parent ","Female","","","",""
"Rarely","1991","Couple + C. LE 16 ","Male","","","",""
"Rarely","1991","Couple + C. LE 16 ","Female","","","",""
"Rarely","1991","Couple + C. GT 16 ","Male","","","",""
"Rarely","1991","Couple + C. GT 16 ","Female","","","",""
"Rarely","1991","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1991","Couple + C. LE and GT 16","Female","","","",""
"Never","1991","1-pers.-HH","Male","","","",""
"Never","1991","1-pers.-HH","Female","","","",""
"Never","1991","(Married) couple without C. ","Male","","","",""
"Never","1991","(Married) couple without C. ","Female","","","",""
"Never","1991","Single parent ","Male","","","",""
"Never","1991","Single parent ","Female","","","",""
"Never","1991","Couple + C. LE 16 ","Male","","","",""
"Never","1991","Couple + C. LE 16 ","Female","","","",""
"Never","1991","Couple + C. GT 16 ","Male","","","",""
"Never","1991","Couple + C. GT 16 ","Female","","","",""
"Never","1991","Couple + C. LE and GT 16","Male","","","",""
"Never","1991","Couple + C. LE and GT 16","Female","","","",""
"Daily","1992","1-pers.-HH","Male","","","",""
"Daily","1992","1-pers.-HH","Female","","","",""
"Daily","1992","(Married) couple without C. ","Male","","","",""
"Daily","1992","(Married) couple without C. ","Female","","","",""
"Daily","1992","Single parent ","Male","","","",""
"Daily","1992","Single parent ","Female","","","",""
"Daily","1992","Couple + C. LE 16 ","Male","","","",""
"Daily","1992","Couple + C. LE 16 ","Female","","","",""
"Daily","1992","Couple + C. GT 16 ","Male","","","",""
"Daily","1992","Couple + C. GT 16 ","Female","","","",""
"Daily","1992","Couple + C. LE and GT 16","Male","","","",""
"Daily","1992","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1992","1-pers.-HH","Male","","","",""
"Min 1x per week","1992","1-pers.-HH","Female","","","",""
"Min 1x per week","1992","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1992","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1992","Single parent ","Male","","","",""
"Min 1x per week","1992","Single parent ","Female","","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1992","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1992","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1992","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1992","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1992","1-pers.-HH","Male","","","",""
"Min 1x per month","1992","1-pers.-HH","Female","","","",""
"Min 1x per month","1992","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1992","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1992","Single parent ","Male","","","",""
"Min 1x per month","1992","Single parent ","Female","","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1992","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1992","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1992","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1992","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1992","1-pers.-HH","Male","","","",""
"Rarely","1992","1-pers.-HH","Female","","","",""
"Rarely","1992","(Married) couple without C. ","Male","","","",""
"Rarely","1992","(Married) couple without C. ","Female","","","",""
"Rarely","1992","Single parent ","Male","","","",""
"Rarely","1992","Single parent ","Female","","","",""
"Rarely","1992","Couple + C. LE 16 ","Male","","","",""
"Rarely","1992","Couple + C. LE 16 ","Female","","","",""
"Rarely","1992","Couple + C. GT 16 ","Male","","","",""
"Rarely","1992","Couple + C. GT 16 ","Female","","","",""
"Rarely","1992","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1992","Couple + C. LE and GT 16","Female","","","",""
"Never","1992","1-pers.-HH","Male","","","",""
"Never","1992","1-pers.-HH","Female","","","",""
"Never","1992","(Married) couple without C. ","Male","","","",""
"Never","1992","(Married) couple without C. ","Female","","","",""
"Never","1992","Single parent ","Male","","","",""
"Never","1992","Single parent ","Female","","","",""
"Never","1992","Couple + C. LE 16 ","Male","","","",""
"Never","1992","Couple + C. LE 16 ","Female","","","",""
"Never","1992","Couple + C. GT 16 ","Male","","","",""
"Never","1992","Couple + C. GT 16 ","Female","","","",""
"Never","1992","Couple + C. LE and GT 16","Male","","","",""
"Never","1992","Couple + C. LE and GT 16","Female","","","",""
"Daily","1993","1-pers.-HH","Male","","","",""
"Daily","1993","1-pers.-HH","Female","","","",""
"Daily","1993","(Married) couple without C. ","Male","","","",""
"Daily","1993","(Married) couple without C. ","Female","","","",""
"Daily","1993","Single parent ","Male","","","",""
"Daily","1993","Single parent ","Female","","","",""
"Daily","1993","Couple + C. LE 16 ","Male","","","",""
"Daily","1993","Couple + C. LE 16 ","Female","","","",""
"Daily","1993","Couple + C. GT 16 ","Male","","","",""
"Daily","1993","Couple + C. GT 16 ","Female","","","",""
"Daily","1993","Couple + C. LE and GT 16","Male","","","",""
"Daily","1993","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1993","1-pers.-HH","Male","","","",""
"Min 1x per week","1993","1-pers.-HH","Female","","","",""
"Min 1x per week","1993","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1993","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1993","Single parent ","Male","","","",""
"Min 1x per week","1993","Single parent ","Female","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1993","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1993","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1993","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1993","1-pers.-HH","Male","","","",""
"Min 1x per month","1993","1-pers.-HH","Female","","","",""
"Min 1x per month","1993","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1993","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1993","Single parent ","Male","","","",""
"Min 1x per month","1993","Single parent ","Female","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1993","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1993","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1993","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1993","1-pers.-HH","Male","","","",""
"Rarely","1993","1-pers.-HH","Female","","","",""
"Rarely","1993","(Married) couple without C. ","Male","","","",""
"Rarely","1993","(Married) couple without C. ","Female","","","",""
"Rarely","1993","Single parent ","Male","","","",""
"Rarely","1993","Single parent ","Female","","","",""
"Rarely","1993","Couple + C. LE 16 ","Male","","","",""
"Rarely","1993","Couple + C. LE 16 ","Female","","","",""
"Rarely","1993","Couple + C. GT 16 ","Male","","","",""
"Rarely","1993","Couple + C. GT 16 ","Female","","","",""
"Rarely","1993","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1993","Couple + C. LE and GT 16","Female","","","",""
"Never","1993","1-pers.-HH","Male","","","",""
"Never","1993","1-pers.-HH","Female","","","",""
"Never","1993","(Married) couple without C. ","Male","","","",""
"Never","1993","(Married) couple without C. ","Female","","","",""
"Never","1993","Single parent ","Male","","","",""
"Never","1993","Single parent ","Female","","","",""
"Never","1993","Couple + C. LE 16 ","Male","","","",""
"Never","1993","Couple + C. LE 16 ","Female","","","",""
"Never","1993","Couple + C. GT 16 ","Male","","","",""
"Never","1993","Couple + C. GT 16 ","Female","","","",""
"Never","1993","Couple + C. LE and GT 16","Male","","","",""
"Never","1993","Couple + C. LE and GT 16","Female","","","",""
"Daily","1994","1-pers.-HH","Male","","","",""
"Daily","1994","1-pers.-HH","Female","","","",""
"Daily","1994","(Married) couple without C. ","Male","","","",""
"Daily","1994","(Married) couple without C. ","Female","","","",""
"Daily","1994","Single parent ","Male","","","",""
"Daily","1994","Single parent ","Female","","","",""
"Daily","1994","Couple + C. LE 16 ","Male","","","",""
"Daily","1994","Couple + C. LE 16 ","Female","","","",""
"Daily","1994","Couple + C. GT 16 ","Male","","","",""
"Daily","1994","Couple + C. GT 16 ","Female","","","",""
"Daily","1994","Couple + C. LE and GT 16","Male","","","",""
"Daily","1994","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1994","1-pers.-HH","Male","","","",""
"Min 1x per week","1994","1-pers.-HH","Female","","","",""
"Min 1x per week","1994","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1994","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1994","Single parent ","Male","","","",""
"Min 1x per week","1994","Single parent ","Female","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1994","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1994","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1994","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1994","1-pers.-HH","Male","","","",""
"Min 1x per month","1994","1-pers.-HH","Female","","","",""
"Min 1x per month","1994","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1994","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1994","Single parent ","Male","","","",""
"Min 1x per month","1994","Single parent ","Female","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1994","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1994","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1994","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1994","1-pers.-HH","Male","","","",""
"Rarely","1994","1-pers.-HH","Female","","","",""
"Rarely","1994","(Married) couple without C. ","Male","","","",""
"Rarely","1994","(Married) couple without C. ","Female","","","",""
"Rarely","1994","Single parent ","Male","","","",""
"Rarely","1994","Single parent ","Female","","","",""
"Rarely","1994","Couple + C. LE 16 ","Male","","","",""
"Rarely","1994","Couple + C. LE 16 ","Female","","","",""
"Rarely","1994","Couple + C. GT 16 ","Male","","","",""
"Rarely","1994","Couple + C. GT 16 ","Female","","","",""
"Rarely","1994","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1994","Couple + C. LE and GT 16","Female","","","",""
"Never","1994","1-pers.-HH","Male","","","",""
"Never","1994","1-pers.-HH","Female","","","",""
"Never","1994","(Married) couple without C. ","Male","","","",""
"Never","1994","(Married) couple without C. ","Female","","","",""
"Never","1994","Single parent ","Male","","","",""
"Never","1994","Single parent ","Female","","","",""
"Never","1994","Couple + C. LE 16 ","Male","","","",""
"Never","1994","Couple + C. LE 16 ","Female","","","",""
"Never","1994","Couple + C. GT 16 ","Male","","","",""
"Never","1994","Couple + C. GT 16 ","Female","","","",""
"Never","1994","Couple + C. LE and GT 16","Male","","","",""
"Never","1994","Couple + C. LE and GT 16","Female","","","",""
"Daily","1995","1-pers.-HH","Male","2","","",""
"Daily","1995","1-pers.-HH","Female","2","","",""
"Daily","1995","(Married) couple without C. ","Male","4","","",""
"Daily","1995","(Married) couple without C. ","Female","7","","",""
"Daily","1995","Single parent ","Male","","","",""
"Daily","1995","Single parent ","Female","","","",""
"Daily","1995","Couple + C. LE 16 ","Male","1","","",""
"Daily","1995","Couple + C. LE 16 ","Female","","","",""
"Daily","1995","Couple + C. GT 16 ","Male","1","","",""
"Daily","1995","Couple + C. GT 16 ","Female","","","",""
"Daily","1995","Couple + C. LE and GT 16","Male","","","",""
"Daily","1995","Couple + C. LE and GT 16","Female","1","","",""
"Min 1x per week","1995","1-pers.-HH","Male","46","0.0974073068484359","0.0722819132011479","0.122532700495724"
"Min 1x per week","1995","1-pers.-HH","Female","29","","",""
"Min 1x per week","1995","(Married) couple without C. ","Male","110","0.0740971337858","0.0618005969188369","0.0863936706527631"
"Min 1x per week","1995","(Married) couple without C. ","Female","103","0.062598428532756","0.0512877230760627","0.0739091339894492"
"Min 1x per week","1995","Single parent ","Male","12","","",""
"Min 1x per week","1995","Single parent ","Female","26","","",""
"Min 1x per week","1995","Couple + C. LE 16 ","Male","101","0.0800460164289661","0.0665410003335928","0.0935510325243395"
"Min 1x per week","1995","Couple + C. LE 16 ","Female","100","0.072164239338671","0.0594414389032397","0.0848870397741023"
"Min 1x per week","1995","Couple + C. GT 16 ","Male","55","0.0410994280875924","0.0305602961546939","0.0516385600204909"
"Min 1x per week","1995","Couple + C. GT 16 ","Female","46","0.0422933826426952","0.0305381466925555","0.0540486185928348"
"Min 1x per week","1995","Couple + C. LE and GT 16","Male","30","0.0457753867617532","0.0295325884501438","0.0620181850733627"
"Min 1x per week","1995","Couple + C. LE and GT 16","Female","19","","",""
"Min 1x per month","1995","1-pers.-HH","Male","159","0.3028936160111","0.263956319894209","0.341830912127992"
"Min 1x per month","1995","1-pers.-HH","Female","214","0.242354061125574","0.214619472803659","0.270088649447488"
"Min 1x per month","1995","(Married) couple without C. ","Male","518","0.297736045391186","0.276269345036673","0.319202745745699"
"Min 1x per month","1995","(Married) couple without C. ","Female","493","0.289304387736495","0.268132261913226","0.310476513559764"
"Min 1x per month","1995","Single parent ","Male","58","0.357786455118827","0.28944741616389","0.426125494073764"
"Min 1x per month","1995","Single parent ","Female","98","0.2310547902863","0.190743320594261","0.271366259978338"
"Min 1x per month","1995","Couple + C. LE 16 ","Male","454","0.308334735878246","0.285352017166118","0.331317454590374"
"Min 1x per month","1995","Couple + C. LE 16 ","Female","449","0.290240764930619","0.267924532635487","0.31255699722575"
"Min 1x per month","1995","Couple + C. GT 16 ","Male","400","0.296738652407896","0.272486761979144","0.320990542836647"
"Min 1x per month","1995","Couple + C. GT 16 ","Female","308","0.26952333438675","0.243606601367656","0.295440067405844"
"Min 1x per month","1995","Couple + C. LE and GT 16","Male","149","0.246488197018866","0.212994535508767","0.279981858528965"
"Min 1x per month","1995","Couple + C. LE and GT 16","Female","137","0.234883747522313","0.201103673180194","0.268663821864433"
"Rarely","1995","1-pers.-HH","Male","238","0.414664950600758","0.372918252692969","0.456411648508546"
"Rarely","1995","1-pers.-HH","Female","459","0.45856889094002","0.426318326461008","0.490819455419031"
"Rarely","1995","(Married) couple without C. ","Male","919","0.514206211670384","0.490742644672953","0.537669778667815"
"Rarely","1995","(Married) couple without C. ","Female","964","0.531260548719048","0.507960079014394","0.554561018423702"
"Rarely","1995","Single parent ","Male","90","0.481137569442386","0.409905110445088","0.552370028439684"
"Rarely","1995","Single parent ","Female","215","0.495645916772493","0.447829504999351","0.543462328545636"
"Rarely","1995","Couple + C. LE 16 ","Male","848","0.542769771650903","0.517977433556852","0.567562109744955"
"Rarely","1995","Couple + C. LE 16 ","Female","874","0.550945730398866","0.526489474594016","0.575401986203717"
"Rarely","1995","Couple + C. GT 16 ","Male","766","0.575736281311264","0.549498330750246","0.601974231872281"
"Rarely","1995","Couple + C. GT 16 ","Female","647","0.593632073593696","0.56494427085334","0.622319876334051"
"Rarely","1995","Couple + C. LE and GT 16","Male","386","0.623039836650581","0.585375946920421","0.660703726380742"
"Rarely","1995","Couple + C. LE and GT 16","Female","371","0.633298810749477","0.594898839505207","0.671698781993747"
"Never","1995","1-pers.-HH","Male","90","0.180562490225726","0.14796809796507","0.213156882486381"
"Never","1995","1-pers.-HH","Female","213","0.264779644256398","0.236222519311756","0.293336769201041"
"Never","1995","(Married) couple without C. ","Male","192","0.110837572395302","0.0960997454892821","0.125575399301323"
"Never","1995","(Married) couple without C. ","Female","195","0.111841774623372","0.0971256880236821","0.126557861223063"
"Never","1995","Single parent ","Male","29","","",""
"Never","1995","Single parent ","Female","81","0.212671051763959","0.173536916198659","0.25180518732926"
"Never","1995","Couple + C. LE 16 ","Male","147","0.0685612575778217","0.0559847884618444","0.0811377266937991"
"Never","1995","Couple + C. LE 16 ","Female","166","0.0866492653318438","0.0728171890272465","0.100481341636441"
"Never","1995","Couple + C. GT 16 ","Male","141","0.086133648130422","0.0712390795796359","0.101028216681208"
"Never","1995","Couple + C. GT 16 ","Female","125","0.0945512093768592","0.0774611179396498","0.111641300814069"
"Never","1995","Couple + C. LE and GT 16","Male","71","0.0846965795687998","0.0630576879448543","0.106335471192745"
"Never","1995","Couple + C. LE and GT 16","Female","77","0.0990901194505113","0.0752819363078521","0.12289830259317"
"Daily","1996","1-pers.-HH","Male","","","",""
"Daily","1996","1-pers.-HH","Female","","","",""
"Daily","1996","(Married) couple without C. ","Male","","","",""
"Daily","1996","(Married) couple without C. ","Female","","","",""
"Daily","1996","Single parent ","Male","","","",""
"Daily","1996","Single parent ","Female","","","",""
"Daily","1996","Couple + C. LE 16 ","Male","","","",""
"Daily","1996","Couple + C. LE 16 ","Female","","","",""
"Daily","1996","Couple + C. GT 16 ","Male","","","",""
"Daily","1996","Couple + C. GT 16 ","Female","","","",""
"Daily","1996","Couple + C. LE and GT 16","Male","","","",""
"Daily","1996","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per week","1996","1-pers.-HH","Male","","","",""
"Min 1x per week","1996","1-pers.-HH","Female","","","",""
"Min 1x per week","1996","(Married) couple without C. ","Male","","","",""
"Min 1x per week","1996","(Married) couple without C. ","Female","","","",""
"Min 1x per week","1996","Single parent ","Male","","","",""
"Min 1x per week","1996","Single parent ","Female","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","Male","","","",""
"Min 1x per week","1996","Couple + C. LE 16 ","Female","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","Male","","","",""
"Min 1x per week","1996","Couple + C. GT 16 ","Female","","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per week","1996","Couple + C. LE and GT 16","Female","","","",""
"Min 1x per month","1996","1-pers.-HH","Male","","","",""
"Min 1x per month","1996","1-pers.-HH","Female","","","",""
"Min 1x per month","1996","(Married) couple without C. ","Male","","","",""
"Min 1x per month","1996","(Married) couple without C. ","Female","","","",""
"Min 1x per month","1996","Single parent ","Male","","","",""
"Min 1x per month","1996","Single parent ","Female","","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","Male","","","",""
"Min 1x per month","1996","Couple + C. LE 16 ","Female","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","Male","","","",""
"Min 1x per month","1996","Couple + C. GT 16 ","Female","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","Male","","","",""
"Min 1x per month","1996","Couple + C. LE and GT 16","Female","","","",""
"Rarely","1996","1-pers.-HH","Male","","","",""
"Rarely","1996","1-pers.-HH","Female","","","",""
"Rarely","1996","(Married) couple without C. ","Male","","","",""
"Rarely","1996","(Married) couple without C. ","Female","","","",""
"Rarely","1996","Single parent ","Male","","","",""
"Rarely","1996","Single parent ","Female","","","",""
"Rarely","1996","Couple + C. LE 16 ","Male","","","",""
"Rarely","1996","Couple + C. LE 16 ","Female","","","",""
"Rarely","1996","Couple + C. GT 16 ","Male","","","",""
"Rarely","1996","Couple + C. GT 16 ","Female","","","",""
"Rarely","1996","Couple + C. LE and GT 16","Male","","","",""
"Rarely","1996","Couple + C. LE and GT 16","Female","","","",""
"Never","1996","1-pers.-HH","Male","","","",""
"Never","1996","1-pers.-HH","Female","","","",""
"Never","1996","(Married) couple without C. ","Male","","","",""
"Never","1996","(Married) couple without C. ","Female","","","",""
"Never","1996","Single parent ","Male","","","",""
"Never","1996","Single parent ","Female","","","",""
"Never","1996","Couple + C. LE 16 ","Male","","","",""
"Never","1996","Couple + C. LE 16 ","Female","","","",""
"Never","1996","Couple + C. GT 16 ","Male","","","",""
