"pli0082","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Never","2019","Full Time","no migration background","330","0.049239000630864","0.0445738087752965","0.0539041924864316","5"
"Never","2019","Full Time","direct migration background","185","0.101335054421598","0.0876794657317365","0.11499064311146","5"
"Never","2019","Full Time","indirect migration background","42","0.0691638797214305","0.0506174664515722","0.0877102929912888","5"
"Never","2019","Part Time","no migration background","324","0.0673790852564405","0.0607140353659884","0.0740441351468927","5"
"Never","2019","Part Time","direct migration background","255","0.147494399035851","0.13074134301669","0.164247455055013","5"
"Never","2019","Part Time","indirect migration background","47","0.0847313793297253","0.0623739747510337","0.107088783908417","5"
"Never","2019","Not Working","no migration background","1135","0.204253411572816","0.194509367469202","0.213997455676429","5"
"Never","2019","Not Working","direct migration background","825","0.274353318493646","0.260220684120414","0.288485952866879","5"
"Never","2019","Not Working","indirect migration background","54","0.123012117535073","0.0904977132766402","0.155526521793506","5"
"Rarely","2019","Part Time","indirect migration background","333","0.567019464662126","0.52724007352873","0.606798855795523","4"
"Rarely","2019","Full Time","direct migration background","864","0.498315572194553","0.475690018615893","0.520941125773214","4"
"Rarely","2019","Part Time","direct migration background","778","0.493658772674774","0.470038074490566","0.517279470858982","4"
"Rarely","2019","Full Time","no migration background","4247","0.537133461109796","0.526382477203344","0.547884445016249","4"
"Rarely","2019","Part Time","no migration background","2733","0.514719343512781","0.501431025620993","0.528007661404569","4"
"Rarely","2019","Not Working","direct migration background","1455","0.482841782893044","0.467014019659121","0.498669546126968","4"
"Rarely","2019","Not Working","indirect migration background","221","0.547153570465366","0.497877604084946","0.596429536845786","4"
"Rarely","2019","Full Time","indirect migration background","351","0.549818184106454","0.513452884522173","0.586183483690736","4"
"Rarely","2019","Not Working","no migration background","3154","0.491162164262307","0.479079315507186","0.503245013017428","4"
