"pli0082","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","Employed","(2a) intermediate vocational","76","0.0853299776906386","0.0674228749878179","0.103237080393459"
"Min 1x per week","1990","Employed","(2c_gen) general maturity certificate","15","","",""
"Min 1x per week","1990","Employed","(2c_voc) vocational maturity certificate","30","0.106804117174642","0.0718535025689576","0.141754731780326"
"Min 1x per week","1990","Employed","(3a) lower tertiary education","26","","",""
"Min 1x per week","1990","Employed","(3b) higher tertiary education","37","0.104389225751404","0.0734833067864153","0.135295144716393"
"Min 1x per month","1990","Not Employed","(0) in school","39","0.320521435261941","0.245080711995587","0.395962158528294"
"Min 1x per month","1990","Not Employed","(1a) inadequately completed","37","0.136066501630017","0.0961911351677941","0.175941868092239"
"Min 1x per month","1990","Not Employed","(1b) general elementary school","204","0.199338985243993","0.174326576563438","0.224351393924548"
"Min 1x per month","1990","Not Employed","(1c) basic vocational qualification","318","0.302230634121148","0.274034719322682","0.330426548919614"
"Min 1x per month","1990","Not Employed","(2b) intermediate general qualification","34","0.29163993739686","0.208927726741529","0.37435214805219"
"Min 1x per month","1990","Not Employed","(2a) intermediate vocational","114","0.319794230261845","0.269473540120486","0.370114920403204"
"Min 1x per month","1990","Not Employed","(2c_gen) general maturity certificate","45","0.304957184758372","0.230784765009413","0.37912960450733"
"Min 1x per month","1990","Not Employed","(2c_voc) vocational maturity certificate","41","0.354187474714666","0.265214843765265","0.443160105664067"
"Min 1x per month","1990","Not Employed","(3a) lower tertiary education","25","","",""
"Min 1x per month","1990","Not Employed","(3b) higher tertiary education","33","0.368793386238471","0.265615700999933","0.471971071477009"
"Min 1x per month","1990","Employed","(0) in school","3","","",""
"Min 1x per month","1990","Employed","(1a) inadequately completed","68","0.215235487411487","0.17490919822884","0.255561776594134"
"Min 1x per month","1990","Employed","(1b) general elementary school","295","0.266107255785568","0.240676237416395","0.29153827415474"
"Min 1x per month","1990","Employed","(1c) basic vocational qualification","738","0.35123057630249","0.331269938808998","0.371191213795981"
"Min 1x per month","1990","Employed","(2b) intermediate general qualification","94","0.421787394777447","0.359567254783344","0.48400753477155"
"Min 1x per month","1990","Employed","(2a) intermediate vocational","337","0.356684172106475","0.32598007556609","0.38738826864686"
"Min 1x per month","1990","Employed","(2c_gen) general maturity certificate","63","0.315194631630262","0.249818350850373","0.380570912410151"
"Min 1x per month","1990","Employed","(2c_voc) vocational maturity certificate","129","0.479780836386653","0.42324782948479","0.536313843288517"
"Min 1x per month","1990","Employed","(3a) lower tertiary education","84","0.432354614465093","0.361726795675763","0.502982433254423"
"Min 1x per month","1990","Employed","(3b) higher tertiary education","192","0.503436104198542","0.452898585225875","0.55397362317121"
"Rarely","1990","Not Employed","(0) in school","91","0.62188374081606","0.543494456191872","0.700273025440247"
"Rarely","1990","Not Employed","(1a) inadequately completed","141","0.498865189495046","0.440714106579642","0.557016272410451"
"Rarely","1990","Not Employed","(1b) general elementary school","485","0.496415021820462","0.465111450033624","0.5277185936073"
"Rarely","1990","Not Employed","(1c) basic vocational qualification","471","0.441555412996664","0.411066380132966","0.472044445860362"
"Rarely","1990","Not Employed","(2b) intermediate general qualification","67","0.547111642639253","0.456527400987997","0.637695884290509"
"Rarely","1990","Not Employed","(2a) intermediate vocational","150","0.4380044685334","0.384474520361194","0.491534416705605"
"Rarely","1990","Not Employed","(2c_gen) general maturity certificate","76","0.510461824115562","0.429925435730305","0.590998212500819"
"Rarely","1990","Not Employed","(2c_voc) vocational maturity certificate","43","0.376134475626019","0.286018110544628","0.466250840707409"
"Rarely","1990","Not Employed","(3a) lower tertiary education","12","","",""
"Rarely","1990","Not Employed","(3b) higher tertiary education","37","0.437702884204786","0.331611264436337","0.543794503973234"
"Rarely","1990","Employed","(0) in school","9","","",""
"Rarely","1990","Employed","(1a) inadequately completed","193","0.464914633370073","0.41597510404083","0.513854162699315"
"Rarely","1990","Employed","(1b) general elementary school","572","0.516095591788695","0.487337242089155","0.544853941488234"
"Rarely","1990","Employed","(1c) basic vocational qualification","1113","0.505374415971713","0.484468077523271","0.526280754420156"
"Rarely","1990","Employed","(2b) intermediate general qualification","113","0.443533156109211","0.380940540545402","0.506125771673019"
"Rarely","1990","Employed","(2a) intermediate vocational","505","0.546452527906367","0.514542301864403","0.57836275394833"
"Rarely","1990","Employed","(2c_gen) general maturity certificate","102","0.5575391892818","0.487648016016173","0.627430362547426"
"Rarely","1990","Employed","(2c_voc) vocational maturity certificate","123","0.378786985925394","0.323895465409836","0.433678506440952"
"Rarely","1990","Employed","(3a) lower tertiary education","74","0.396829178793848","0.327079991746951","0.466578365840744"
"Rarely","1990","Employed","(3b) higher tertiary education","138","0.376469766702531","0.327497751115892","0.425441782289171"
"Never","1990","Not Employed","(0) in school","10","","",""
"Never","1990","Not Employed","(1a) inadequately completed","97","0.33855205874365","0.283515726330875","0.393588391156425"
"Never","1990","Not Employed","(1b) general elementary school","238","0.25273758318867","0.225528961803236","0.279946204574104"
"Never","1990","Not Employed","(1c) basic vocational qualification","146","0.170397127250591","0.147312266618305","0.193481987882877"
"Never","1990","Not Employed","(2b) intermediate general qualification","8","","",""
"Never","1990","Not Employed","(2a) intermediate vocational","29","","",""
"Never","1990","Not Employed","(2c_gen) general maturity certificate","15","","",""
"Never","1990","Not Employed","(2c_voc) vocational maturity certificate","14","","",""
"Never","1990","Not Employed","(3a) lower tertiary education","1","","",""
"Never","1990","Not Employed","(3b) higher tertiary education","3","","",""
"Never","1990","Employed","(0) in school","1","","",""
"Never","1990","Employed","(1a) inadequately completed","112","0.250161399766261","0.20766465260817","0.292658146924352"
"Never","1990","Employed","(1b) general elementary school","208","0.144912303163597","0.124655213296521","0.165169393030673"
"Never","1990","Employed","(1c) basic vocational qualification","169","0.0573597044713863","0.0476364978327835","0.0670829111099891"
"Never","1990","Employed","(2b) intermediate general qualification","19","","",""
"Never","1990","Employed","(2a) intermediate vocational","16","","",""
"Never","1990","Employed","(2c_gen) general maturity certificate","14","","",""
"Never","1990","Employed","(2c_voc) vocational maturity certificate","18","","",""
"Never","1990","Employed","(3a) lower tertiary education","4","","",""
"Never","1990","Employed","(3b) higher tertiary education","7","","",""
"Daily","1991","Not Employed","(0) in school","","","",""
"Daily","1991","Not Employed","(1a) inadequately completed","","","",""
"Daily","1991","Not Employed","(1b) general elementary school","","","",""
"Daily","1991","Not Employed","(1c) basic vocational qualification","","","",""
"Daily","1991","Not Employed","(2b) intermediate general qualification","","","",""
"Daily","1991","Not Employed","(2a) intermediate vocational","","","",""
"Daily","1991","Not Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Not Employed","(3a) lower tertiary education","","","",""
"Daily","1991","Not Employed","(3b) higher tertiary education","","","",""
"Daily","1991","Employed","(0) in school","","","",""
"Daily","1991","Employed","(1a) inadequately completed","","","",""
"Daily","1991","Employed","(1b) general elementary school","","","",""
"Daily","1991","Employed","(1c) basic vocational qualification","","","",""
"Daily","1991","Employed","(2b) intermediate general qualification","","","",""
"Daily","1991","Employed","(2a) intermediate vocational","","","",""
"Daily","1991","Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Employed","(3a) lower tertiary education","","","",""
"Daily","1991","Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Not Employed","(0) in school","","","",""
"Min 1x per week","1991","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Not Employed","(1b) general elementary school","","","",""
"Min 1x per week","1991","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Employed","(0) in school","","","",""
"Min 1x per week","1991","Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Employed","(1b) general elementary school","","","",""
"Min 1x per week","1991","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","Not Employed","(0) in school","","","",""
"Min 1x per month","1991","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1991","Not Employed","(1b) general elementary school","","","",""
"Min 1x per month","1991","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","Employed","(0) in school","","","",""
"Min 1x per month","1991","Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1991","Employed","(1b) general elementary school","","","",""
"Min 1x per month","1991","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","Employed","(3b) higher tertiary education","","","",""
"Rarely","1991","Not Employed","(0) in school","","","",""
"Rarely","1991","Not Employed","(1a) inadequately completed","","","",""
"Rarely","1991","Not Employed","(1b) general elementary school","","","",""
"Rarely","1991","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","1991","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","1991","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","1991","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","1991","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","1991","Employed","(0) in school","","","",""
"Rarely","1991","Employed","(1a) inadequately completed","","","",""
"Rarely","1991","Employed","(1b) general elementary school","","","",""
"Rarely","1991","Employed","(1c) basic vocational qualification","","","",""
"Rarely","1991","Employed","(2b) intermediate general qualification","","","",""
"Rarely","1991","Employed","(2a) intermediate vocational","","","",""
"Rarely","1991","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1991","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1991","Employed","(3a) lower tertiary education","","","",""
"Rarely","1991","Employed","(3b) higher tertiary education","","","",""
"Never","1991","Not Employed","(0) in school","","","",""
"Never","1991","Not Employed","(1a) inadequately completed","","","",""
"Never","1991","Not Employed","(1b) general elementary school","","","",""
"Never","1991","Not Employed","(1c) basic vocational qualification","","","",""
"Never","1991","Not Employed","(2b) intermediate general qualification","","","",""
"Never","1991","Not Employed","(2a) intermediate vocational","","","",""
"Never","1991","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","1991","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","Not Employed","(3a) lower tertiary education","","","",""
"Never","1991","Not Employed","(3b) higher tertiary education","","","",""
"Never","1991","Employed","(0) in school","","","",""
"Never","1991","Employed","(1a) inadequately completed","","","",""
"Never","1991","Employed","(1b) general elementary school","","","",""
"Never","1991","Employed","(1c) basic vocational qualification","","","",""
"Never","1991","Employed","(2b) intermediate general qualification","","","",""
"Never","1991","Employed","(2a) intermediate vocational","","","",""
"Never","1991","Employed","(2c_gen) general maturity certificate","","","",""
"Never","1991","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1991","Employed","(3a) lower tertiary education","","","",""
"Never","1991","Employed","(3b) higher tertiary education","","","",""
"Daily","1992","Not Employed","(0) in school","","","",""
"Daily","1992","Not Employed","(1a) inadequately completed","","","",""
"Daily","1992","Not Employed","(1b) general elementary school","","","",""
"Daily","1992","Not Employed","(1c) basic vocational qualification","","","",""
"Daily","1992","Not Employed","(2b) intermediate general qualification","","","",""
"Daily","1992","Not Employed","(2a) intermediate vocational","","","",""
"Daily","1992","Not Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1992","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","Not Employed","(3a) lower tertiary education","","","",""
"Daily","1992","Not Employed","(3b) higher tertiary education","","","",""
"Daily","1992","Employed","(0) in school","","","",""
"Daily","1992","Employed","(1a) inadequately completed","","","",""
"Daily","1992","Employed","(1b) general elementary school","","","",""
"Daily","1992","Employed","(1c) basic vocational qualification","","","",""
"Daily","1992","Employed","(2b) intermediate general qualification","","","",""
"Daily","1992","Employed","(2a) intermediate vocational","","","",""
"Daily","1992","Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1992","Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1992","Employed","(3a) lower tertiary education","","","",""
"Daily","1992","Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","Not Employed","(0) in school","","","",""
"Min 1x per week","1992","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1992","Not Employed","(1b) general elementary school","","","",""
"Min 1x per week","1992","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1992","Employed","(0) in school","","","",""
"Min 1x per week","1992","Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1992","Employed","(1b) general elementary school","","","",""
"Min 1x per week","1992","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1992","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1992","Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1992","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1992","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1992","Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1992","Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","Not Employed","(0) in school","","","",""
"Min 1x per month","1992","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1992","Not Employed","(1b) general elementary school","","","",""
"Min 1x per month","1992","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1992","Employed","(0) in school","","","",""
"Min 1x per month","1992","Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1992","Employed","(1b) general elementary school","","","",""
"Min 1x per month","1992","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1992","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1992","Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1992","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1992","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1992","Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1992","Employed","(3b) higher tertiary education","","","",""
"Rarely","1992","Not Employed","(0) in school","","","",""
"Rarely","1992","Not Employed","(1a) inadequately completed","","","",""
"Rarely","1992","Not Employed","(1b) general elementary school","","","",""
"Rarely","1992","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","1992","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","1992","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","1992","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","1992","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","1992","Employed","(0) in school","","","",""
"Rarely","1992","Employed","(1a) inadequately completed","","","",""
"Rarely","1992","Employed","(1b) general elementary school","","","",""
"Rarely","1992","Employed","(1c) basic vocational qualification","","","",""
"Rarely","1992","Employed","(2b) intermediate general qualification","","","",""
"Rarely","1992","Employed","(2a) intermediate vocational","","","",""
"Rarely","1992","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1992","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1992","Employed","(3a) lower tertiary education","","","",""
"Rarely","1992","Employed","(3b) higher tertiary education","","","",""
"Never","1992","Not Employed","(0) in school","","","",""
"Never","1992","Not Employed","(1a) inadequately completed","","","",""
"Never","1992","Not Employed","(1b) general elementary school","","","",""
"Never","1992","Not Employed","(1c) basic vocational qualification","","","",""
"Never","1992","Not Employed","(2b) intermediate general qualification","","","",""
"Never","1992","Not Employed","(2a) intermediate vocational","","","",""
"Never","1992","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","1992","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","Not Employed","(3a) lower tertiary education","","","",""
"Never","1992","Not Employed","(3b) higher tertiary education","","","",""
"Never","1992","Employed","(0) in school","","","",""
"Never","1992","Employed","(1a) inadequately completed","","","",""
"Never","1992","Employed","(1b) general elementary school","","","",""
"Never","1992","Employed","(1c) basic vocational qualification","","","",""
"Never","1992","Employed","(2b) intermediate general qualification","","","",""
"Never","1992","Employed","(2a) intermediate vocational","","","",""
"Never","1992","Employed","(2c_gen) general maturity certificate","","","",""
"Never","1992","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1992","Employed","(3a) lower tertiary education","","","",""
"Never","1992","Employed","(3b) higher tertiary education","","","",""
"Daily","1993","Not Employed","(0) in school","","","",""
"Daily","1993","Not Employed","(1a) inadequately completed","","","",""
"Daily","1993","Not Employed","(1b) general elementary school","","","",""
"Daily","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Daily","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Daily","1993","Not Employed","(2a) intermediate vocational","","","",""
"Daily","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","Not Employed","(3a) lower tertiary education","","","",""
"Daily","1993","Not Employed","(3b) higher tertiary education","","","",""
"Daily","1993","Employed","(0) in school","","","",""
"Daily","1993","Employed","(1a) inadequately completed","","","",""
"Daily","1993","Employed","(1b) general elementary school","","","",""
"Daily","1993","Employed","(1c) basic vocational qualification","","","",""
"Daily","1993","Employed","(2b) intermediate general qualification","","","",""
"Daily","1993","Employed","(2a) intermediate vocational","","","",""
"Daily","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Daily","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Daily","1993","Employed","(3a) lower tertiary education","","","",""
"Daily","1993","Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","Not Employed","(0) in school","","","",""
"Min 1x per week","1993","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1993","Not Employed","(1b) general elementary school","","","",""
"Min 1x per week","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per week","1993","Employed","(0) in school","","","",""
"Min 1x per week","1993","Employed","(1a) inadequately completed","","","",""
"Min 1x per week","1993","Employed","(1b) general elementary school","","","",""
"Min 1x per week","1993","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per week","1993","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per week","1993","Employed","(2a) intermediate vocational","","","",""
"Min 1x per week","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1993","Employed","(3a) lower tertiary education","","","",""
"Min 1x per week","1993","Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","Not Employed","(0) in school","","","",""
"Min 1x per month","1993","Not Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1993","Not Employed","(1b) general elementary school","","","",""
"Min 1x per month","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","Not Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","Not Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","Not Employed","(3b) higher tertiary education","","","",""
"Min 1x per month","1993","Employed","(0) in school","","","",""
"Min 1x per month","1993","Employed","(1a) inadequately completed","","","",""
"Min 1x per month","1993","Employed","(1b) general elementary school","","","",""
"Min 1x per month","1993","Employed","(1c) basic vocational qualification","","","",""
"Min 1x per month","1993","Employed","(2b) intermediate general qualification","","","",""
"Min 1x per month","1993","Employed","(2a) intermediate vocational","","","",""
"Min 1x per month","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1993","Employed","(3a) lower tertiary education","","","",""
"Min 1x per month","1993","Employed","(3b) higher tertiary education","","","",""
"Rarely","1993","Not Employed","(0) in school","","","",""
"Rarely","1993","Not Employed","(1a) inadequately completed","","","",""
"Rarely","1993","Not Employed","(1b) general elementary school","","","",""
"Rarely","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","1993","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","1993","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","1993","Employed","(0) in school","","","",""
"Rarely","1993","Employed","(1a) inadequately completed","","","",""
"Rarely","1993","Employed","(1b) general elementary school","","","",""
"Rarely","1993","Employed","(1c) basic vocational qualification","","","",""
"Rarely","1993","Employed","(2b) intermediate general qualification","","","",""
"Rarely","1993","Employed","(2a) intermediate vocational","","","",""
"Rarely","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1993","Employed","(3a) lower tertiary education","","","",""
"Rarely","1993","Employed","(3b) higher tertiary education","","","",""
"Never","1993","Not Employed","(0) in school","","","",""
"Never","1993","Not Employed","(1a) inadequately completed","","","",""
"Never","1993","Not Employed","(1b) general elementary school","","","",""
"Never","1993","Not Employed","(1c) basic vocational qualification","","","",""
"Never","1993","Not Employed","(2b) intermediate general qualification","","","",""
"Never","1993","Not Employed","(2a) intermediate vocational","","","",""
"Never","1993","Not Employed","(2c_gen) general maturity certificate","","","",""
"Never","1993","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","Not Employed","(3a) lower tertiary education","","","",""
"Never","1993","Not Employed","(3b) higher tertiary education","","","",""
"Never","1993","Employed","(0) in school","","","",""
"Never","1993","Employed","(1a) inadequately completed","","","",""
"Never","1993","Employed","(1b) general elementary school","","","",""
"Never","1993","Employed","(1c) basic vocational qualification","","","",""
"Never","1993","Employed","(2b) intermediate general qualification","","","",""
"Never","1993","Employed","(2a) intermediate vocational","","","",""
"Never","1993","Employed","(2c_gen) general maturity certificate","","","",""
"Never","1993","Employed","(2c_voc) vocational maturity certificate","","","",""
"Never","1993","Employed","(3a) lower tertiary education","","","",""
"Never","1993","Employed","(3b) higher tertiary education","","","",""
"Daily","1994","Not Employed","(0) in school","","","",""
"Daily","1994","Not Employed","(1a) inadequately completed","","","",""
