"pli0082","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1990","35-65 y.","Rhineland-Palatinate,Saarland","29","","",""
"Min 1x per week","1990","35-65 y.","Baden-Württemberg","62","0.0874421687895929","0.0689044486089206","0.105979888970265"
"Min 1x per week","1990","35-65 y.","Bavaria","77","0.115205239523674","0.092885238781837","0.137525240265511"
"Min 1x per week","1990","35-65 y.","Berlin","19","","",""
"Min 1x per week","1990","35-65 y.","Brandenburg","","","",""
"Min 1x per week","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1990","35-65 y.","Saxony","","","",""
"Min 1x per week","1990","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1990","35-65 y.","Thuringia","","","",""
"Min 1x per week","1990","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","1990","66 and older","Hamburg","2","","",""
"Min 1x per week","1990","66 and older","Lower Saxony","5","","",""
"Min 1x per week","1990","66 and older","Bremen","5","","",""
"Min 1x per week","1990","66 and older","North Rhine-Westphalia","15","","",""
"Min 1x per week","1990","66 and older","Hesse","5","","",""
"Min 1x per week","1990","66 and older","Rhineland-Palatinate,Saarland","7","","",""
"Min 1x per week","1990","66 and older","Baden-Württemberg","12","","",""
"Min 1x per week","1990","66 and older","Bavaria","22","","",""
"Min 1x per week","1990","66 and older","Berlin","2","","",""
"Min 1x per week","1990","66 and older","Brandenburg","","","",""
"Min 1x per week","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1990","66 and older","Saxony","","","",""
"Min 1x per week","1990","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","1990","66 and older","Thuringia","","","",""
"Min 1x per month","1990","16-34 y.","Schleswig-Holstein","26","","",""
"Min 1x per month","1990","16-34 y.","Hamburg","24","","",""
"Min 1x per month","1990","16-34 y.","Lower Saxony","126","0.390072163487715","0.339894956290875","0.440249370684555"
"Min 1x per month","1990","16-34 y.","Bremen","12","","",""
"Min 1x per month","1990","16-34 y.","North Rhine-Westphalia","300","0.315731663681422","0.287037728297064","0.344425599065781"
"Min 1x per month","1990","16-34 y.","Hesse","119","0.379385153468542","0.329399537081258","0.429370769855825"
"Min 1x per month","1990","16-34 y.","Rhineland-Palatinate,Saarland","86","0.332623351921786","0.276003445957294","0.389243257886279"
"Min 1x per month","1990","16-34 y.","Baden-Württemberg","241","0.351866564978372","0.317295137099235","0.386437992857509"
"Min 1x per month","1990","16-34 y.","Bavaria","218","0.35980788797614","0.321721159226212","0.397894616726069"
"Min 1x per month","1990","16-34 y.","Berlin","28","","",""
"Min 1x per month","1990","16-34 y.","Brandenburg","","","",""
"Min 1x per month","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1990","16-34 y.","Saxony","","","",""
"Min 1x per month","1990","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1990","16-34 y.","Thuringia","","","",""
"Min 1x per month","1990","35-65 y.","Schleswig-Holstein","53","0.346045709692084","0.271155909272773","0.420935510111395"
"Min 1x per month","1990","35-65 y.","Hamburg","34","0.356105898112239","0.25490236548935","0.457309430735127"
"Min 1x per month","1990","35-65 y.","Lower Saxony","175","0.366626765122686","0.324089793419737","0.409163736825635"
"Min 1x per month","1990","35-65 y.","Bremen","16","","",""
"Min 1x per month","1990","35-65 y.","North Rhine-Westphalia","367","0.30266358591974","0.277823581596226","0.327503590243253"
"Min 1x per month","1990","35-65 y.","Hesse","146","0.347527502035996","0.30632106131726","0.388733942754732"
"Min 1x per month","1990","35-65 y.","Rhineland-Palatinate,Saarland","91","0.328647220567595","0.276609735444479","0.380684705690711"
"Min 1x per month","1990","35-65 y.","Baden-Württemberg","270","0.337545762789472","0.306513750734169","0.368577774844775"
"Min 1x per month","1990","35-65 y.","Bavaria","275","0.355544679814943","0.322080489853711","0.389008869776175"
"Min 1x per month","1990","35-65 y.","Berlin","58","0.429216575100075","0.35588297843348","0.502550171766671"
"Min 1x per month","1990","35-65 y.","Brandenburg","","","",""
"Min 1x per month","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1990","35-65 y.","Saxony","","","",""
"Min 1x per month","1990","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1990","35-65 y.","Thuringia","","","",""
"Min 1x per month","1990","66 and older","Schleswig-Holstein","6","","",""
"Min 1x per month","1990","66 and older","Hamburg","13","","",""
"Min 1x per month","1990","66 and older","Lower Saxony","31","0.21843388922888","0.1445073565735","0.292360421884259"
"Min 1x per month","1990","66 and older","Bremen","10","","",""
"Min 1x per month","1990","66 and older","North Rhine-Westphalia","57","0.21987634912811","0.168121443816948","0.271631254439273"
"Min 1x per month","1990","66 and older","Hesse","28","","",""
"Min 1x per month","1990","66 and older","Rhineland-Palatinate,Saarland","26","","",""
"Min 1x per month","1990","66 and older","Baden-Württemberg","42","0.245632117724543","0.180149170433554","0.311115065015531"
"Min 1x per month","1990","66 and older","Bavaria","63","0.298145704326578","0.234748391148588","0.361543017504567"
"Min 1x per month","1990","66 and older","Berlin","9","","",""
"Min 1x per month","1990","66 and older","Brandenburg","","","",""
"Min 1x per month","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1990","66 and older","Saxony","","","",""
"Min 1x per month","1990","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","1990","66 and older","Thuringia","","","",""
"Rarely","1990","16-34 y.","Schleswig-Holstein","60","0.586846605409068","0.489851804755052","0.683841406063084"
"Rarely","1990","16-34 y.","Hamburg","15","","",""
"Rarely","1990","16-34 y.","Lower Saxony","182","0.479445435547335","0.428053200902866","0.530837670191804"
"Rarely","1990","16-34 y.","Bremen","13","","",""
"Rarely","1990","16-34 y.","North Rhine-Westphalia","555","0.561862742468024","0.531233374517928","0.592492110418121"
"Rarely","1990","16-34 y.","Hesse","158","0.429113052523449","0.378126608358706","0.480099496688191"
"Rarely","1990","16-34 y.","Rhineland-Palatinate,Saarland","128","0.472703639690902","0.41270669529251","0.532700584089293"
"Rarely","1990","16-34 y.","Baden-Württemberg","382","0.532710594855362","0.496591676337918","0.568829513372806"
"Rarely","1990","16-34 y.","Bavaria","298","0.498590144968822","0.458911991638503","0.53826829829914"
"Rarely","1990","16-34 y.","Berlin","56","0.523547437292725","0.434186992736224","0.612907881849227"
"Rarely","1990","16-34 y.","Brandenburg","","","",""
"Rarely","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1990","16-34 y.","Saxony","","","",""
"Rarely","1990","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","1990","16-34 y.","Thuringia","","","",""
"Rarely","1990","35-65 y.","Schleswig-Holstein","78","0.49134875351114","0.41264648913511","0.570051017887169"
"Rarely","1990","35-65 y.","Hamburg","32","0.419243473072006","0.314956738235777","0.523530207908234"
"Rarely","1990","35-65 y.","Lower Saxony","248","0.495928272822847","0.451793567125359","0.540062978520336"
"Rarely","1990","35-65 y.","Bremen","13","","",""
"Rarely","1990","35-65 y.","North Rhine-Westphalia","691","0.537250327182057","0.510290828451734","0.56420982591238"
"Rarely","1990","35-65 y.","Hesse","228","0.465031422160062","0.421870104470953","0.508192739849171"
"Rarely","1990","35-65 y.","Rhineland-Palatinate,Saarland","150","0.441632282395218","0.386619136713321","0.496645428077114"
"Rarely","1990","35-65 y.","Baden-Württemberg","432","0.474848894363708","0.442078209211037","0.507619579516379"
"Rarely","1990","35-65 y.","Bavaria","381","0.486851003105505","0.451908292233748","0.521793713977263"
"Rarely","1990","35-65 y.","Berlin","68","0.390363016287287","0.318086193688193","0.462639838886381"
"Rarely","1990","35-65 y.","Brandenburg","","","",""
"Rarely","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1990","35-65 y.","Saxony","","","",""
"Rarely","1990","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","1990","35-65 y.","Thuringia","","","",""
"Rarely","1990","66 and older","Schleswig-Holstein","15","","",""
"Rarely","1990","66 and older","Hamburg","13","","",""
"Rarely","1990","66 and older","Lower Saxony","46","0.398183725531764","0.310598433014342","0.485769018049186"
"Rarely","1990","66 and older","Bremen","8","","",""
"Rarely","1990","66 and older","North Rhine-Westphalia","119","0.472457092625547","0.410070593102692","0.534843592148402"
"Rarely","1990","66 and older","Hesse","50","0.441545208934377","0.347893045957861","0.535197371910894"
"Rarely","1990","66 and older","Rhineland-Palatinate,Saarland","37","0.369805440599643","0.270619214165779","0.468991667033507"
"Rarely","1990","66 and older","Baden-Württemberg","69","0.387798418120781","0.313676903144018","0.461919933097543"
"Rarely","1990","66 and older","Bavaria","74","0.378803038760886","0.311574374640557","0.446031702881216"
"Rarely","1990","66 and older","Berlin","12","","",""
"Rarely","1990","66 and older","Brandenburg","","","",""
"Rarely","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","1990","66 and older","Saxony","","","",""
"Rarely","1990","66 and older","Saxony-Anhalt","","","",""
"Rarely","1990","66 and older","Thuringia","","","",""
"Never","1990","16-34 y.","Schleswig-Holstein","7","","",""
"Never","1990","16-34 y.","Hamburg","5","","",""
"Never","1990","16-34 y.","Lower Saxony","35","0.0696003624936405","0.0434224328883269","0.0957782920989541"
"Never","1990","16-34 y.","Bremen","4","","",""
"Never","1990","16-34 y.","North Rhine-Westphalia","93","0.0632608948220672","0.0482331152683846","0.0782886743757498"
"Never","1990","16-34 y.","Hesse","43","0.0874763507004241","0.0583717799423296","0.116580921458519"
"Never","1990","16-34 y.","Rhineland-Palatinate,Saarland","29","","",""
"Never","1990","16-34 y.","Baden-Württemberg","55","0.0372742958541309","0.0235606758469505","0.0509879158613112"
"Never","1990","16-34 y.","Bavaria","36","0.0420786771241206","0.0261463530097232","0.0580110012385181"
"Never","1990","16-34 y.","Berlin","30","0.105177529285969","0.050288267354663","0.160066791217276"
"Never","1990","16-34 y.","Brandenburg","","","",""
"Never","1990","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1990","16-34 y.","Saxony","","","",""
"Never","1990","16-34 y.","Saxony-Anhalt","","","",""
"Never","1990","16-34 y.","Thuringia","","","",""
"Never","1990","35-65 y.","Schleswig-Holstein","9","","",""
"Never","1990","35-65 y.","Hamburg","15","","",""
"Never","1990","35-65 y.","Lower Saxony","33","0.0494851676233394","0.0303407745188555","0.0686295607278232"
"Never","1990","35-65 y.","Bremen","7","","",""
"Never","1990","35-65 y.","North Rhine-Westphalia","161","0.0823632396304104","0.0674986638226921","0.0972278154381286"
"Never","1990","35-65 y.","Hesse","100","0.084707970946541","0.060612723642249","0.108803218250833"
"Never","1990","35-65 y.","Rhineland-Palatinate,Saarland","41","0.118024962453218","0.082281962177902","0.153767962728535"
"Never","1990","35-65 y.","Baden-Württemberg","124","0.0941963280040539","0.075027317783676","0.113365338224432"
"Never","1990","35-65 y.","Bavaria","51","0.0414166017904083","0.0274869903948561","0.0553462131859604"
"Never","1990","35-65 y.","Berlin","30","0.0582681735130974","0.0235618673938398","0.092974479632355"
"Never","1990","35-65 y.","Brandenburg","","","",""
"Never","1990","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Never","1990","35-65 y.","Saxony","","","",""
"Never","1990","35-65 y.","Saxony-Anhalt","","","",""
"Never","1990","35-65 y.","Thuringia","","","",""
"Never","1990","66 and older","Schleswig-Holstein","8","","",""
"Never","1990","66 and older","Hamburg","4","","",""
"Never","1990","66 and older","Lower Saxony","38","0.349959001044762","0.264622186670226","0.435295815419298"
"Never","1990","66 and older","Bremen","7","","",""
"Never","1990","66 and older","North Rhine-Westphalia","54","0.249410799211118","0.195342921817296","0.303478676604939"
"Never","1990","66 and older","Hesse","23","","",""
"Never","1990","66 and older","Rhineland-Palatinate,Saarland","21","","",""
"Never","1990","66 and older","Baden-Württemberg","43","0.291023566596681","0.221924206414493","0.36012292677887"
"Never","1990","66 and older","Bavaria","41","0.208793602810604","0.152464013830027","0.265123191791182"
"Never","1990","66 and older","Berlin","13","","",""
"Never","1990","66 and older","Brandenburg","","","",""
"Never","1990","66 and older","Mecklenburg-Western Pomerania","","","",""
"Never","1990","66 and older","Saxony","","","",""
"Never","1990","66 and older","Saxony-Anhalt","","","",""
"Never","1990","66 and older","Thuringia","","","",""
"Daily","1991","16-34 y.","Schleswig-Holstein","","","",""
"Daily","1991","16-34 y.","Hamburg","","","",""
"Daily","1991","16-34 y.","Lower Saxony","","","",""
"Daily","1991","16-34 y.","Bremen","","","",""
"Daily","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Daily","1991","16-34 y.","Hesse","","","",""
"Daily","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1991","16-34 y.","Baden-Württemberg","","","",""
"Daily","1991","16-34 y.","Bavaria","","","",""
"Daily","1991","16-34 y.","Berlin","","","",""
"Daily","1991","16-34 y.","Brandenburg","","","",""
"Daily","1991","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1991","16-34 y.","Saxony","","","",""
"Daily","1991","16-34 y.","Saxony-Anhalt","","","",""
"Daily","1991","16-34 y.","Thuringia","","","",""
"Daily","1991","35-65 y.","Schleswig-Holstein","","","",""
"Daily","1991","35-65 y.","Hamburg","","","",""
"Daily","1991","35-65 y.","Lower Saxony","","","",""
"Daily","1991","35-65 y.","Bremen","","","",""
"Daily","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Daily","1991","35-65 y.","Hesse","","","",""
"Daily","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Daily","1991","35-65 y.","Baden-Württemberg","","","",""
"Daily","1991","35-65 y.","Bavaria","","","",""
"Daily","1991","35-65 y.","Berlin","","","",""
"Daily","1991","35-65 y.","Brandenburg","","","",""
"Daily","1991","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Daily","1991","35-65 y.","Saxony","","","",""
"Daily","1991","35-65 y.","Saxony-Anhalt","","","",""
"Daily","1991","35-65 y.","Thuringia","","","",""
"Daily","1991","66 and older","Schleswig-Holstein","","","",""
"Daily","1991","66 and older","Hamburg","","","",""
"Daily","1991","66 and older","Lower Saxony","","","",""
"Daily","1991","66 and older","Bremen","","","",""
"Daily","1991","66 and older","North Rhine-Westphalia","","","",""
"Daily","1991","66 and older","Hesse","","","",""
"Daily","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Daily","1991","66 and older","Baden-Württemberg","","","",""
"Daily","1991","66 and older","Bavaria","","","",""
"Daily","1991","66 and older","Berlin","","","",""
"Daily","1991","66 and older","Brandenburg","","","",""
"Daily","1991","66 and older","Mecklenburg-Western Pomerania","","","",""
"Daily","1991","66 and older","Saxony","","","",""
"Daily","1991","66 and older","Saxony-Anhalt","","","",""
"Daily","1991","66 and older","Thuringia","","","",""
"Min 1x per week","1991","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1991","16-34 y.","Hamburg","","","",""
"Min 1x per week","1991","16-34 y.","Lower Saxony","","","",""
"Min 1x per week","1991","16-34 y.","Bremen","","","",""
"Min 1x per week","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","1991","16-34 y.","Hesse","","","",""
"Min 1x per week","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1991","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per week","1991","16-34 y.","Bavaria","","","",""
"Min 1x per week","1991","16-34 y.","Berlin","","","",""
"Min 1x per week","1991","16-34 y.","Brandenburg","","","",""
"Min 1x per week","1991","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1991","16-34 y.","Saxony","","","",""
"Min 1x per week","1991","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1991","16-34 y.","Thuringia","","","",""
"Min 1x per week","1991","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per week","1991","35-65 y.","Hamburg","","","",""
"Min 1x per week","1991","35-65 y.","Lower Saxony","","","",""
"Min 1x per week","1991","35-65 y.","Bremen","","","",""
"Min 1x per week","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per week","1991","35-65 y.","Hesse","","","",""
"Min 1x per week","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1991","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per week","1991","35-65 y.","Bavaria","","","",""
"Min 1x per week","1991","35-65 y.","Berlin","","","",""
"Min 1x per week","1991","35-65 y.","Brandenburg","","","",""
"Min 1x per week","1991","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1991","35-65 y.","Saxony","","","",""
"Min 1x per week","1991","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per week","1991","35-65 y.","Thuringia","","","",""
"Min 1x per week","1991","66 and older","Schleswig-Holstein","","","",""
"Min 1x per week","1991","66 and older","Hamburg","","","",""
"Min 1x per week","1991","66 and older","Lower Saxony","","","",""
"Min 1x per week","1991","66 and older","Bremen","","","",""
"Min 1x per week","1991","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per week","1991","66 and older","Hesse","","","",""
"Min 1x per week","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per week","1991","66 and older","Baden-Württemberg","","","",""
"Min 1x per week","1991","66 and older","Bavaria","","","",""
"Min 1x per week","1991","66 and older","Berlin","","","",""
"Min 1x per week","1991","66 and older","Brandenburg","","","",""
"Min 1x per week","1991","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per week","1991","66 and older","Saxony","","","",""
"Min 1x per week","1991","66 and older","Saxony-Anhalt","","","",""
"Min 1x per week","1991","66 and older","Thuringia","","","",""
"Min 1x per month","1991","16-34 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1991","16-34 y.","Hamburg","","","",""
"Min 1x per month","1991","16-34 y.","Lower Saxony","","","",""
"Min 1x per month","1991","16-34 y.","Bremen","","","",""
"Min 1x per month","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","1991","16-34 y.","Hesse","","","",""
"Min 1x per month","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1991","16-34 y.","Baden-Württemberg","","","",""
"Min 1x per month","1991","16-34 y.","Bavaria","","","",""
"Min 1x per month","1991","16-34 y.","Berlin","","","",""
"Min 1x per month","1991","16-34 y.","Brandenburg","","","",""
"Min 1x per month","1991","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1991","16-34 y.","Saxony","","","",""
"Min 1x per month","1991","16-34 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1991","16-34 y.","Thuringia","","","",""
"Min 1x per month","1991","35-65 y.","Schleswig-Holstein","","","",""
"Min 1x per month","1991","35-65 y.","Hamburg","","","",""
"Min 1x per month","1991","35-65 y.","Lower Saxony","","","",""
"Min 1x per month","1991","35-65 y.","Bremen","","","",""
"Min 1x per month","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Min 1x per month","1991","35-65 y.","Hesse","","","",""
"Min 1x per month","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1991","35-65 y.","Baden-Württemberg","","","",""
"Min 1x per month","1991","35-65 y.","Bavaria","","","",""
"Min 1x per month","1991","35-65 y.","Berlin","","","",""
"Min 1x per month","1991","35-65 y.","Brandenburg","","","",""
"Min 1x per month","1991","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1991","35-65 y.","Saxony","","","",""
"Min 1x per month","1991","35-65 y.","Saxony-Anhalt","","","",""
"Min 1x per month","1991","35-65 y.","Thuringia","","","",""
"Min 1x per month","1991","66 and older","Schleswig-Holstein","","","",""
"Min 1x per month","1991","66 and older","Hamburg","","","",""
"Min 1x per month","1991","66 and older","Lower Saxony","","","",""
"Min 1x per month","1991","66 and older","Bremen","","","",""
"Min 1x per month","1991","66 and older","North Rhine-Westphalia","","","",""
"Min 1x per month","1991","66 and older","Hesse","","","",""
"Min 1x per month","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Min 1x per month","1991","66 and older","Baden-Württemberg","","","",""
"Min 1x per month","1991","66 and older","Bavaria","","","",""
"Min 1x per month","1991","66 and older","Berlin","","","",""
"Min 1x per month","1991","66 and older","Brandenburg","","","",""
"Min 1x per month","1991","66 and older","Mecklenburg-Western Pomerania","","","",""
"Min 1x per month","1991","66 and older","Saxony","","","",""
"Min 1x per month","1991","66 and older","Saxony-Anhalt","","","",""
"Min 1x per month","1991","66 and older","Thuringia","","","",""
"Rarely","1991","16-34 y.","Schleswig-Holstein","","","",""
"Rarely","1991","16-34 y.","Hamburg","","","",""
"Rarely","1991","16-34 y.","Lower Saxony","","","",""
"Rarely","1991","16-34 y.","Bremen","","","",""
"Rarely","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Rarely","1991","16-34 y.","Hesse","","","",""
"Rarely","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1991","16-34 y.","Baden-Württemberg","","","",""
"Rarely","1991","16-34 y.","Bavaria","","","",""
"Rarely","1991","16-34 y.","Berlin","","","",""
"Rarely","1991","16-34 y.","Brandenburg","","","",""
"Rarely","1991","16-34 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1991","16-34 y.","Saxony","","","",""
"Rarely","1991","16-34 y.","Saxony-Anhalt","","","",""
"Rarely","1991","16-34 y.","Thuringia","","","",""
"Rarely","1991","35-65 y.","Schleswig-Holstein","","","",""
"Rarely","1991","35-65 y.","Hamburg","","","",""
"Rarely","1991","35-65 y.","Lower Saxony","","","",""
"Rarely","1991","35-65 y.","Bremen","","","",""
"Rarely","1991","35-65 y.","North Rhine-Westphalia","","","",""
"Rarely","1991","35-65 y.","Hesse","","","",""
"Rarely","1991","35-65 y.","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1991","35-65 y.","Baden-Württemberg","","","",""
"Rarely","1991","35-65 y.","Bavaria","","","",""
"Rarely","1991","35-65 y.","Berlin","","","",""
"Rarely","1991","35-65 y.","Brandenburg","","","",""
"Rarely","1991","35-65 y.","Mecklenburg-Western Pomerania","","","",""
"Rarely","1991","35-65 y.","Saxony","","","",""
"Rarely","1991","35-65 y.","Saxony-Anhalt","","","",""
"Rarely","1991","35-65 y.","Thuringia","","","",""
"Rarely","1991","66 and older","Schleswig-Holstein","","","",""
"Rarely","1991","66 and older","Hamburg","","","",""
"Rarely","1991","66 and older","Lower Saxony","","","",""
"Rarely","1991","66 and older","Bremen","","","",""
"Rarely","1991","66 and older","North Rhine-Westphalia","","","",""
"Rarely","1991","66 and older","Hesse","","","",""
"Rarely","1991","66 and older","Rhineland-Palatinate,Saarland","","","",""
"Rarely","1991","66 and older","Baden-Württemberg","","","",""
"Rarely","1991","66 and older","Bavaria","","","",""
"Rarely","1991","66 and older","Berlin","","","",""
"Rarely","1991","66 and older","Brandenburg","","","",""
"Rarely","1991","66 and older","Mecklenburg-Western Pomerania","","","",""
"Rarely","1991","66 and older","Saxony","","","",""
"Rarely","1991","66 and older","Saxony-Anhalt","","","",""
"Rarely","1991","66 and older","Thuringia","","","",""
"Never","1991","16-34 y.","Schleswig-Holstein","","","",""
"Never","1991","16-34 y.","Hamburg","","","",""
"Never","1991","16-34 y.","Lower Saxony","","","",""
"Never","1991","16-34 y.","Bremen","","","",""
"Never","1991","16-34 y.","North Rhine-Westphalia","","","",""
"Never","1991","16-34 y.","Hesse","","","",""
"Never","1991","16-34 y.","Rhineland-Palatinate,Saarland","","","",""
