"pli0082","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Rarely","1990","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Rarely","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1990","secondary school degree","(3a) lower tertiary education","15","","",""
"Rarely","1990","secondary school degree","(3b) higher tertiary education","6","","",""
"Rarely","1990","college entrance qualification","(0) in school","","","",""
"Rarely","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Rarely","1990","college entrance qualification","(1b) general elementary school","","","",""
"Rarely","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Rarely","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Rarely","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Rarely","1990","college entrance qualification","(2c_gen) general maturity certificate","157","0.547458625707366","0.48926174223156","0.605655509183172"
"Rarely","1990","college entrance qualification","(2c_voc) vocational maturity certificate","135","0.375035987898147","0.322880733157362","0.427191242638931"
"Rarely","1990","college entrance qualification","(3a) lower tertiary education","64","0.371010918920795","0.300044483976734","0.441977353864856"
"Rarely","1990","college entrance qualification","(3b) higher tertiary education","150","0.381402655900818","0.334500223628153","0.428305088173483"
"Rarely","1990","Other degree","(0) in school","","","",""
"Rarely","1990","Other degree","(1a) inadequately completed","","","",""
"Rarely","1990","Other degree","(1b) general elementary school","256","0.440031137537903","0.398508439741611","0.481553835334195"
"Rarely","1990","Other degree","(1c) basic vocational qualification","130","0.374680619759536","0.319907305157547","0.429453934361526"
"Rarely","1990","Other degree","(2b) intermediate general qualification","","","",""
"Rarely","1990","Other degree","(2a) intermediate vocational","","","",""
"Rarely","1990","Other degree","(2c_gen) general maturity certificate","17","","",""
"Rarely","1990","Other degree","(2c_voc) vocational maturity certificate","30","0.458468400086091","0.34416654823728","0.572770251934903"
"Rarely","1990","Other degree","(3a) lower tertiary education","2","","",""
"Rarely","1990","Other degree","(3b) higher tertiary education","15","","",""
"Rarely","1990","no degree/no degree yet","(0) in school","100","0.615792722871134","0.540891199067248","0.69069424667502"
"Rarely","1990","no degree/no degree yet","(1a) inadequately completed","331","0.48505835413467","0.447355675404647","0.522761032864694"
"Rarely","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Rarely","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Rarely","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Rarely","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Rarely","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Rarely","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Rarely","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Never","1990","lower secondary degree","(0) in school","","","",""
"Never","1990","lower secondary degree","(1a) inadequately completed","","","",""
"Never","1990","lower secondary degree","(1b) general elementary school","288","0.20065868370285","0.1809794532582","0.220337914147499"
"Never","1990","lower secondary degree","(1c) basic vocational qualification","241","0.0952913540602772","0.0846343421622742","0.10594836595828"
"Never","1990","lower secondary degree","(2b) intermediate general qualification","","","",""
"Never","1990","lower secondary degree","(2a) intermediate vocational","","","",""
"Never","1990","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"Never","1990","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"Never","1990","lower secondary degree","(3a) lower tertiary education","","","",""
"Never","1990","lower secondary degree","(3b) higher tertiary education","","","",""
"Never","1990","secondary school degree","(0) in school","","","",""
"Never","1990","secondary school degree","(1a) inadequately completed","","","",""
"Never","1990","secondary school degree","(1b) general elementary school","","","",""
"Never","1990","secondary school degree","(1c) basic vocational qualification","","","",""
"Never","1990","secondary school degree","(2b) intermediate general qualification","27","","",""
"Never","1990","secondary school degree","(2a) intermediate vocational","45","0.0421626111266924","0.0310884083758282","0.0532368138775566"
"Never","1990","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"Never","1990","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","secondary school degree","(3a) lower tertiary education","","","",""
"Never","1990","secondary school degree","(3b) higher tertiary education","","","",""
"Never","1990","college entrance qualification","(0) in school","","","",""
"Never","1990","college entrance qualification","(1a) inadequately completed","","","",""
"Never","1990","college entrance qualification","(1b) general elementary school","","","",""
"Never","1990","college entrance qualification","(1c) basic vocational qualification","","","",""
"Never","1990","college entrance qualification","(2b) intermediate general qualification","","","",""
"Never","1990","college entrance qualification","(2a) intermediate vocational","","","",""
"Never","1990","college entrance qualification","(2c_gen) general maturity certificate","9","","",""
"Never","1990","college entrance qualification","(2c_voc) vocational maturity certificate","16","","",""
"Never","1990","college entrance qualification","(3a) lower tertiary education","5","","",""
"Never","1990","college entrance qualification","(3b) higher tertiary education","7","","",""
"Never","1990","Other degree","(0) in school","","","",""
"Never","1990","Other degree","(1a) inadequately completed","","","",""
"Never","1990","Other degree","(1b) general elementary school","158","0.277409674511559","0.239958211174093","0.314861137849025"
"Never","1990","Other degree","(1c) basic vocational qualification","74","0.280497381918191","0.229661769608604","0.331332994227777"
"Never","1990","Other degree","(2b) intermediate general qualification","","","",""
"Never","1990","Other degree","(2a) intermediate vocational","","","",""
"Never","1990","Other degree","(2c_gen) general maturity certificate","16","","",""
"Never","1990","Other degree","(2c_voc) vocational maturity certificate","14","","",""
"Never","1990","Other degree","(3a) lower tertiary education","","","",""
"Never","1990","Other degree","(3b) higher tertiary education","3","","",""
"Never","1990","no degree/no degree yet","(0) in school","11","","",""
"Never","1990","no degree/no degree yet","(1a) inadequately completed","207","0.289498783814817","0.255284930489383","0.32371263714025"
"Never","1990","no degree/no degree yet","(1b) general elementary school","","","",""
"Never","1990","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Never","1990","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Never","1990","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Never","1990","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Never","1990","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Never","1990","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Never","1990","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Daily","1991","lower secondary degree","(0) in school","","","",""
"Daily","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Daily","1991","lower secondary degree","(1b) general elementary school","","","",""
"Daily","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Daily","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Daily","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Daily","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Daily","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Daily","1991","secondary school degree","(0) in school","","","",""
"Daily","1991","secondary school degree","(1a) inadequately completed","","","",""
"Daily","1991","secondary school degree","(1b) general elementary school","","","",""
"Daily","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Daily","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Daily","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Daily","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Daily","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Daily","1991","college entrance qualification","(0) in school","","","",""
"Daily","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Daily","1991","college entrance qualification","(1b) general elementary school","","","",""
"Daily","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Daily","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Daily","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Daily","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Daily","1991","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","college entrance qualification","(3a) lower tertiary education","","","",""
"Daily","1991","college entrance qualification","(3b) higher tertiary education","","","",""
"Daily","1991","Other degree","(0) in school","","","",""
"Daily","1991","Other degree","(1a) inadequately completed","","","",""
"Daily","1991","Other degree","(1b) general elementary school","","","",""
"Daily","1991","Other degree","(1c) basic vocational qualification","","","",""
"Daily","1991","Other degree","(2b) intermediate general qualification","","","",""
"Daily","1991","Other degree","(2a) intermediate vocational","","","",""
"Daily","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Daily","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","Other degree","(3a) lower tertiary education","","","",""
"Daily","1991","Other degree","(3b) higher tertiary education","","","",""
"Daily","1991","no degree/no degree yet","(0) in school","","","",""
"Daily","1991","no degree/no degree yet","(1a) inadequately completed","","","",""
"Daily","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Daily","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Daily","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Daily","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Daily","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Daily","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Daily","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Daily","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","lower secondary degree","(0) in school","","","",""
"Min 1x per week","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","secondary school degree","(0) in school","","","",""
"Min 1x per week","1991","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","college entrance qualification","(0) in school","","","",""
"Min 1x per week","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per week","1991","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per week","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","college entrance qualification","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","college entrance qualification","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","college entrance qualification","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","Other degree","(0) in school","","","",""
"Min 1x per week","1991","Other degree","(1a) inadequately completed","","","",""
"Min 1x per week","1991","Other degree","(1b) general elementary school","","","",""
"Min 1x per week","1991","Other degree","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","Other degree","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","Other degree","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","Other degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","Other degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","Other degree","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","Other degree","(3b) higher tertiary education","","","",""
"Min 1x per week","1991","no degree/no degree yet","(0) in school","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1a) inadequately completed","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1b) general elementary school","","","",""
"Min 1x per week","1991","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1991","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1991","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Min 1x per week","1991","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","lower secondary degree","(0) in school","","","",""
"Min 1x per month","1991","lower secondary degree","(1a) inadequately completed","","","",""
"Min 1x per month","1991","lower secondary degree","(1b) general elementary school","","","",""
"Min 1x per month","1991","lower secondary degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","lower secondary degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","lower secondary degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","lower secondary degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","lower secondary degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","secondary school degree","(0) in school","","","",""
"Min 1x per month","1991","secondary school degree","(1a) inadequately completed","","","",""
"Min 1x per month","1991","secondary school degree","(1b) general elementary school","","","",""
"Min 1x per month","1991","secondary school degree","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","secondary school degree","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","secondary school degree","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1991","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1991","secondary school degree","(3a) lower tertiary education","","","",""
"Min 1x per month","1991","secondary school degree","(3b) higher tertiary education","","","",""
"Min 1x per month","1991","college entrance qualification","(0) in school","","","",""
"Min 1x per month","1991","college entrance qualification","(1a) inadequately completed","","","",""
"Min 1x per month","1991","college entrance qualification","(1b) general elementary school","","","",""
"Min 1x per month","1991","college entrance qualification","(1c) basic vocational qualification","","","",""
"Min 1x per month","1991","college entrance qualification","(2b) intermediate general qualification","","","",""
"Min 1x per month","1991","college entrance qualification","(2a) intermediate vocational","","","",""
"Min 1x per month","1991","college entrance qualification","(2c_gen) general maturity certificate","","","",""
