"plh0186","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2008","1-pers.-HH","Male","212","0.165008742955878","0.144721545851091","0.185295940060664","2"
"Rarely","2008","(Married) couple without C. ","Male","256","0.0902161940378404","0.0807330251082849","0.0996993629673959","2"
"Rarely","2008","(Married) couple without C. ","Female","290","0.081444113392004","0.0724479901340816","0.0904402366499264","2"
"Rarely","2008","1-pers.-HH","Female","304","0.18008819531073","0.162084765110702","0.198091625510759","2"
"Rarely","2008","Couple + C. GT 16 ","Female","119","0.0822797084161431","0.0687601917081031","0.0957992251241832","2"
"Rarely","2008","Couple + C. GT 16 ","Male","155","0.0877337564189931","0.0745763352977614","0.100891177540225","2"
"Rarely","2008","Couple + C. LE 16 ","Female","82","0.0493606426109814","0.0389021815177708","0.059819103704192","2"
"Rarely","2008","Couple + C. LE 16 ","Male","86","0.0611178196379699","0.0492269256321975","0.0730087136437424","2"
"Rarely","2008","Couple + C. LE and GT 16","Female","41","0.0700215345631254","0.0495688765188297","0.0904741926074211","2"
"Rarely","2008","Couple + C. LE and GT 16","Male","28","","","","2"
"Rarely","2008","Single parent ","Female","116","0.155399919381441","0.129844065596138","0.180955773166745","2"
"Rarely","2008","Single parent ","Male","35","0.121074546818818","0.0849353605824574","0.157213733055178","2"
"Sometimes","2008","(Married) couple without C. ","Female","1167","0.325397689842797","0.309987645103662","0.340807734581932","3"
"Sometimes","2008","Couple + C. LE and GT 16","Male","242","0.385913917523894","0.34747088997155","0.424356945076237","3"
"Sometimes","2008","1-pers.-HH","Female","693","0.402557450714577","0.379580569662798","0.425534331766357","3"
"Sometimes","2008","1-pers.-HH","Male","537","0.408063675812039","0.381202249404898","0.43492510221918","3"
"Sometimes","2008","Couple + C. GT 16 ","Female","520","0.327336064403542","0.304249695671216","0.350422433135867","3"
"Sometimes","2008","Couple + C. GT 16 ","Male","682","0.394038701049943","0.371312936983976","0.416764465115909","3"
"Sometimes","2008","Couple + C. LE 16 ","Female","432","0.276098557113306","0.254514092688047","0.297683021538566","3"
"Sometimes","2008","Couple + C. LE and GT 16","Female","196","0.345639939476836","0.307523015041289","0.383756863912384","3"
"Sometimes","2008","Single parent ","Female","284","0.370674405352221","0.336604303017675","0.404744507686767","3"
"Sometimes","2008","(Married) couple without C. ","Male","1215","0.347190753489791","0.331432090826261","0.362949416153322","3"
"Sometimes","2008","Couple + C. LE 16 ","Male","466","0.305252614452458","0.282393037435635","0.328112191469282","3"
"Sometimes","2008","Single parent ","Male","135","0.427057271247964","0.37225802452182","0.481856517974108","3"
"Very often","2008","(Married) couple without C. ","Male","265","0.0733197450239032","0.0646915974834898","0.0819478925643167","5"
"Very often","2008","1-pers.-HH","Male","50","0.0306796077689665","0.0212545030782013","0.0401047124597316","5"
"Very often","2008","1-pers.-HH","Female","107","0.0609898948595024","0.0497776353249733","0.0722021543940315","5"
"Very often","2008","(Married) couple without C. ","Female","313","0.0939774682967807","0.0843800566093078","0.103574879984254","5"
"Very often","2008","Couple + C. GT 16 ","Female","118","0.0826095142559166","0.0690653635422032","0.0961536649696301","5"
"Very often","2008","Couple + C. GT 16 ","Male","124","0.0826999571528017","0.0698903751141234","0.0955095391914801","5"
"Very often","2008","Couple + C. LE 16 ","Female","228","0.139178152121308","0.122466797283004","0.155889506959612","5"
"Very often","2008","Couple + C. LE and GT 16","Female","49","0.0759232378604048","0.0546937809581691","0.0971526947626405","5"
"Very often","2008","Couple + C. LE 16 ","Male","151","0.0948722946696683","0.0803260909632149","0.109418498376122","5"
"Very often","2008","Couple + C. LE and GT 16","Male","51","0.0944946610156222","0.0713949323664699","0.117594389664774","5"
"Very often","2008","Single parent ","Female","64","0.0734321009527142","0.055031964537447","0.0918322373679814","5"
"Very often","2008","Single parent ","Male","14","","","","5"
"Very rare","2008","Couple + C. GT 16 ","Male","30","0.0178162552020326","0.0116640445983391","0.0239684658057261","1"
"Very rare","2008","(Married) couple without C. ","Male","57","0.0162427641997738","0.0120585291333406","0.020426999266207","1"
"Very rare","2008","1-pers.-HH","Female","103","0.0520460193143686","0.0416392374065281","0.062452801222209","1"
"Very rare","2008","Couple + C. GT 16 ","Female","29","","","","1"
"Very rare","2008","(Married) couple without C. ","Female","78","0.0262812366053713","0.021019702106009","0.0315427711047335","1"
"Very rare","2008","1-pers.-HH","Male","72","0.0710489633717791","0.0570078064985697","0.0850901202449885","1"
"Very rare","2008","Couple + C. LE 16 ","Female","23","","","","1"
"Very rare","2008","Couple + C. LE 16 ","Male","18","","","","1"
"Very rare","2008","Couple + C. LE and GT 16","Female","7","","","","1"
"Very rare","2008","Couple + C. LE and GT 16","Male","9","","","","1"
"Very rare","2008","Single parent ","Female","41","0.0541479428034802","0.0381839314500083","0.0701119541569521","1"
"Very rare","2008","Single parent ","Male","11","","","","1"
"Often","2009","(Married) couple without C. ","Female","1573","0.458979227852316","0.44209218850071","0.475866267203923","4"
"Often","2009","Couple + C. GT 16 ","Male","759","0.426267876277936","0.402731963104597","0.449803789451275","4"
"Often","2009","Couple + C. LE 16 ","Female","764","0.497515272970767","0.471955672241019","0.523074873700515","4"
"Often","2009","Couple + C. LE 16 ","Male","719","0.488766670043209","0.462402650606411","0.515130689480006","4"
"Often","2009","Single parent ","Male","112","0.436363326993434","0.378786277683167","0.493940376303702","4"
"Often","2009","(Married) couple without C. ","Male","1554","0.477371433370789","0.460308921629419","0.494433945112159","4"
"Often","2009","1-pers.-HH","Female","528","0.311798484463594","0.289568207160956","0.334028761766233","4"
"Often","2009","1-pers.-HH","Male","396","0.326407426146439","0.30008506163448","0.352729790658398","4"
"Often","2009","Couple + C. GT 16 ","Female","689","0.456572193038911","0.431030561200762","0.482113824877059","4"
"Often","2009","Couple + C. LE and GT 16","Female","312","0.52844518507427","0.487924210873533","0.568966159275006","4"
"Often","2009","Couple + C. LE and GT 16","Male","293","0.504473565926725","0.464232139643563","0.544714992209888","4"
"Often","2009","Single parent ","Female","252","0.358908541224031","0.323475073766232","0.394342008681829","4"
"Rarely","2009","(Married) couple without C. ","Female","308","0.0985040197618736","0.0884054724606087","0.108602567063138","2"
"Rarely","2009","(Married) couple without C. ","Male","317","0.0990768151392363","0.0888709910538792","0.109282639224593","2"
"Rarely","2009","1-pers.-HH","Female","309","0.189106975384345","0.170314429279066","0.207899521489624","2"
"Rarely","2009","1-pers.-HH","Male","219","0.191111307085934","0.169039707337443","0.213182906834424","2"
"Rarely","2009","Couple + C. GT 16 ","Female","122","0.0917018492522094","0.0769030579756006","0.106500640528818","2"
"Rarely","2009","Couple + C. GT 16 ","Male","149","0.0949870188259016","0.081033147941291","0.108940889710512","2"
"Rarely","2009","Couple + C. LE 16 ","Female","77","0.0547667894854472","0.0431357762214032","0.0663978027494911","2"
"Rarely","2009","Couple + C. LE 16 ","Male","89","0.0612729358327142","0.0486239628173538","0.0739219088480745","2"
"Rarely","2009","Couple + C. LE and GT 16","Female","24","","","","2"
"Rarely","2009","Couple + C. LE and GT 16","Male","37","0.0535845786658129","0.0354594307862069","0.0717097265454188","2"
"Rarely","2009","Single parent ","Female","108","0.148740364096791","0.122455411262119","0.175025316931462","2"
"Rarely","2009","Single parent ","Male","29","","","","2"
"Sometimes","2009","(Married) couple without C. ","Female","1130","0.334365203348054","0.318377776291715","0.350352630404393","3"
"Sometimes","2009","1-pers.-HH","Female","628","0.385509984296656","0.36215254125741","0.408867427335902","3"
"Sometimes","2009","Couple + C. GT 16 ","Female","516","0.369491427616293","0.344741686282868","0.394241168949717","3"
"Sometimes","2009","Couple + C. GT 16 ","Male","624","0.379401812088204","0.356308292922639","0.402495331253769","3"
"Sometimes","2009","Couple + C. LE and GT 16","Female","186","0.313976498041788","0.27630335268059","0.351649643402985","3"
"Sometimes","2009","Couple + C. LE and GT 16","Male","211","0.33566423590355","0.297656929128448","0.373671542678653","3"
"Sometimes","2009","Single parent ","Female","253","0.348272857869685","0.313080004471241","0.383465711268128","3"
"Sometimes","2009","(Married) couple without C. ","Male","1157","0.340517328442496","0.324329466914003","0.35670518997099","3"
"Sometimes","2009","1-pers.-HH","Male","449","0.361903224684467","0.334926716171196","0.388879733197739","3"
"Sometimes","2009","Couple + C. LE 16 ","Female","408","0.27277838170504","0.250010229379328","0.295546534030753","3"
"Sometimes","2009","Couple + C. LE 16 ","Male","443","0.358282291651523","0.332993042486337","0.38357154081671","3"
"Sometimes","2009","Single parent ","Male","116","0.373133945679532","0.316984507169474","0.429283384189591","3"
"Very often","2009","(Married) couple without C. ","Male","195","0.0573813933610022","0.0494367990175896","0.0653259877044149","5"
"Very often","2009","1-pers.-HH","Female","84","0.0461189661345253","0.0360534289808702","0.0561845032881804","5"
"Very often","2009","1-pers.-HH","Male","72","0.0605020115066907","0.0471182227770326","0.0738858002363489","5"
"Very often","2009","(Married) couple without C. ","Female","254","0.0808835345444702","0.0716436751225038","0.0901233939664365","5"
"Very often","2009","Couple + C. GT 16 ","Female","115","0.0662386199995496","0.0534860835107264","0.0789911564883728","5"
"Very often","2009","Couple + C. GT 16 ","Male","129","0.0783990463387799","0.0656063522501516","0.0911917404274082","5"
"Very often","2009","Couple + C. LE 16 ","Female","205","0.163738117833678","0.144821849266313","0.182654386401044","5"
"Very often","2009","Couple + C. LE 16 ","Male","113","0.0793421114638779","0.0650876022846969","0.093596620643059","5"
"Very often","2009","Couple + C. LE and GT 16","Female","56","0.101698564540326","0.0771637786715696","0.126233350409083","5"
"Very often","2009","Single parent ","Male","16","","","","5"
"Very often","2009","Couple + C. LE and GT 16","Male","46","0.0909297944219841","0.0677893038823324","0.114070284961636","5"
"Very often","2009","Single parent ","Female","62","0.0907597590909228","0.0695396431297669","0.111979875052079","5"
"Very rare","2009","(Married) couple without C. ","Male","69","0.0256530296864758","0.0202524008728532","0.0310536585000983","1"
"Very rare","2009","Couple + C. GT 16 ","Female","19","","","","1"
"Very rare","2009","Couple + C. GT 16 ","Male","35","0.0209442464691782","0.0141291619063792","0.0277593310319772","1"
"Very rare","2009","Couple + C. LE 16 ","Male","17","","","","1"
"Very rare","2009","(Married) couple without C. ","Female","80","0.0272680144932859","0.0217488493850548","0.032787179601517","1"
"Very rare","2009","1-pers.-HH","Female","119","0.0674655897208792","0.0554284400284945","0.079502739413264","1"
"Very rare","2009","1-pers.-HH","Male","83","0.0600760305764696","0.0467364180316178","0.0734156431213215","1"
"Very rare","2009","Couple + C. LE 16 ","Female","16","","","","1"
"Very rare","2009","Couple + C. LE and GT 16","Female","5","","","","1"
"Very rare","2009","Couple + C. LE and GT 16","Male","6","","","","1"
"Very rare","2009","Single parent ","Female","29","","","","1"
"Very rare","2009","Single parent ","Male","12","","","","1"
"Often","2010","(Married) couple without C. ","Female","1506","0.460804254588505","0.443520259738068","0.478088249438941","4"
"Often","2010","Couple + C. GT 16 ","Male","715","0.435456469329685","0.410571663282743","0.460341275376626","4"
"Often","2010","Couple + C. LE 16 ","Female","684","0.49377096234764","0.46674871193159","0.520793212763691","4"
"Often","2010","Couple + C. GT 16 ","Female","655","0.484601900044092","0.457497458383577","0.511706341704607","4"
"Often","2010","Couple + C. LE 16 ","Male","638","0.477926998376234","0.450079559753308","0.505774436999161","4"
"Often","2010","Couple + C. LE and GT 16","Female","269","0.560385233328546","0.517601143560536","0.603169323096556","4"
"Often","2010","Couple + C. LE and GT 16","Male","270","0.531178972369452","0.488694117925592","0.573663826813311","4"
"Often","2010","Single parent ","Male","109","0.381854790527922","0.322799910350209","0.440909670705635","4"
"Often","2010","(Married) couple without C. ","Male","1535","0.474607030952193","0.457102002687521","0.492112059216866","4"
"Often","2010","1-pers.-HH","Female","511","0.319819093033128","0.296972742433857","0.3426654436324","4"
"Often","2010","1-pers.-HH","Male","401","0.343572665834651","0.315968763028679","0.371176568640624","4"
"Often","2010","Single parent ","Female","252","0.379633175378938","0.3417680174391","0.417498333318775","4"
"Rarely","2010","(Married) couple without C. ","Female","263","0.088820505475728","0.0789560924314745","0.0986849185199815","2"
"Rarely","2010","1-pers.-HH","Female","279","0.173430821656842","0.154884611812531","0.191977031501152","2"
"Rarely","2010","(Married) couple without C. ","Male","234","0.0824187521452732","0.0727784890536351","0.0920590152369113","2"
"Rarely","2010","1-pers.-HH","Male","183","0.168981240751478","0.147199503257644","0.190762978245313","2"
"Rarely","2010","Couple + C. GT 16 ","Female","89","0.0607742393215222","0.0478167378669504","0.073731740776094","2"
"Rarely","2010","Couple + C. GT 16 ","Male","116","0.0869511630154698","0.0728095851018976","0.101092740929042","2"
"Rarely","2010","Couple + C. LE 16 ","Female","74","0.0514989677124103","0.0395534939029673","0.0634444415218534","2"
"Rarely","2010","Couple + C. LE and GT 16","Female","32","0.0562904005052174","0.0364230856182622","0.0761577153921725","2"
"Rarely","2010","Couple + C. LE 16 ","Male","75","0.0702721914012313","0.0560223997434269","0.0845219830590357","2"
"Rarely","2010","Couple + C. LE and GT 16","Male","40","0.0559554528468854","0.0363883013424927","0.0755226043512781","2"
"Rarely","2010","Single parent ","Female","98","0.155222482203067","0.126968354931039","0.183476609475095","2"
"Rarely","2010","Single parent ","Male","22","","","","2"
"Sometimes","2010","(Married) couple without C. ","Female","1092","0.344981275720529","0.328498236989015","0.361464314452042","3"
"Sometimes","2010","Couple + C. GT 16 ","Male","554","0.392744447298079","0.368233847256039","0.41725504734012","3"
"Sometimes","2010","Couple + C. LE and GT 16","Female","164","0.284064438452953","0.245191423872372","0.322937453033533","3"
"Sometimes","2010","Single parent ","Female","207","0.338373411735104","0.301455425689863","0.375291397780345","3"
"Sometimes","2010","(Married) couple without C. ","Male","1082","0.347896609648579","0.331199667921028","0.364593551376129","3"
"Sometimes","2010","1-pers.-HH","Female","621","0.383064832565116","0.359252149581033","0.4068775155492","3"
"Sometimes","2010","1-pers.-HH","Male","426","0.379184037275249","0.350982400197551","0.407385674352947","3"
"Sometimes","2010","Couple + C. GT 16 ","Female","432","0.348867608420104","0.323018743511608","0.374716473328599","3"
"Sometimes","2010","Couple + C. LE 16 ","Male","398","0.357780692099982","0.33105745993933","0.384503924260635","3"
"Sometimes","2010","Couple + C. LE and GT 16","Male","177","0.307292763892223","0.268013694918231","0.346571832866216","3"
"Sometimes","2010","Couple + C. LE 16 ","Female","358","0.324616730741694","0.299309430739507","0.34992403074388","3"
"Sometimes","2010","Single parent ","Male","108","0.439359630808022","0.379032360411271","0.499686901204773","3"
"Very often","2010","(Married) couple without C. ","Female","269","0.0876712657507797","0.077864699315717","0.0974778321858424","5"
"Very often","2010","(Married) couple without C. ","Male","216","0.0722433640137194","0.0631678836962099","0.0813188443312289","5"
"Very often","2010","1-pers.-HH","Female","96","0.071974345309612","0.0593147075882415","0.0846339830309825","5"
"Very often","2010","1-pers.-HH","Male","58","0.050334281007424","0.0376260478581417","0.0630425141567063","5"
"Very often","2010","Couple + C. GT 16 ","Female","107","0.0942435920600082","0.0783980126032844","0.110089171516732","5"
"Very often","2010","Couple + C. GT 16 ","Male","112","0.0725314298644728","0.0595139807297363","0.0855488789992092","5"
"Very often","2010","Couple + C. LE 16 ","Female","183","0.11471560273223","0.0974914501023582","0.131939755362102","5"
"Very often","2010","Couple + C. LE 16 ","Male","115","0.0877687901876453","0.0719940805167835","0.103543499858507","5"
"Very often","2010","Couple + C. LE and GT 16","Female","44","0.0891092918141722","0.0645510398113702","0.113667543816974","5"
"Very often","2010","Couple + C. LE and GT 16","Male","41","0.0946183403962507","0.0697003126142301","0.119536368178271","5"
"Very often","2010","Single parent ","Female","49","0.0787274496424427","0.0577143282954894","0.0997405709893961","5"
"Very often","2010","Single parent ","Male","10","","","","5"
"Very rare","2010","Couple + C. GT 16 ","Female","23","","","","1"
"Very rare","2010","1-pers.-HH","Male","69","0.0579277751311974","0.044349225537947","0.0715063247244479","1"
"Very rare","2010","Couple + C. LE 16 ","Male","10","","","","1"
"Very rare","2010","(Married) couple without C. ","Female","65","0.0177226984644589","0.0131476611746513","0.0222977357542665","1"
"Very rare","2010","(Married) couple without C. ","Male","59","0.0228342432402353","0.0175978646875449","0.0280706217929257","1"
"Very rare","2010","1-pers.-HH","Female","94","0.0517109074353017","0.0408638014861971","0.0625580133844064","1"
"Very rare","2010","Couple + C. GT 16 ","Male","28","","","","1"
"Very rare","2010","Couple + C. LE 16 ","Female","16","","","","1"
"Very rare","2010","Couple + C. LE and GT 16","Female","8","","","","1"
"Very rare","2010","Couple + C. LE and GT 16","Male","2","","","","1"
"Very rare","2010","Single parent ","Female","25","","","","1"
"Very rare","2010","Single parent ","Male","11","","","","1"
"Often","2011","(Married) couple without C. ","Female","1967","0.487637400423821","0.472281046944644","0.502993753902998","4"
"Often","2011","Couple + C. GT 16 ","Male","805","0.47653647787042","0.452646594489243","0.500426361251598","4"
"Often","2011","Couple + C. LE 16 ","Female","936","0.556734981019396","0.532544385019268","0.580925577019524","4"
"Often","2011","Single parent ","Male","131","0.393626301306493","0.341074055323872","0.446178547289114","4"
"Often","2011","(Married) couple without C. ","Male","1893","0.469020226724001","0.453601309391692","0.48443914405631","4"
"Often","2011","1-pers.-HH","Female","687","0.320797261970503","0.300722755213888","0.340871768727118","4"
"Often","2011","Couple + C. GT 16 ","Female","752","0.470709870606573","0.445542409330742","0.495877331882405","4"
"Often","2011","Couple + C. LE 16 ","Male","816","0.555713637161307","0.53045850616638","0.580968768156234","4"
"Often","2011","Couple + C. LE and GT 16","Female","329","0.570295846765257","0.530816996004072","0.609774697526441","4"
"Often","2011","Couple + C. LE and GT 16","Male","318","0.542029084693579","0.503030884443905","0.581027284943252","4"
"Often","2011","Single parent ","Female","343","0.386441054751268","0.353413636310144","0.419468473192392","4"
"Often","2011","1-pers.-HH","Male","478","0.328468306220097","0.304467725644952","0.352468886795242","4"
"Rarely","2011","1-pers.-HH","Female","337","0.160426225461893","0.144642956491884","0.176209494431902","2"
"Rarely","2011","(Married) couple without C. ","Female","316","0.0836238932125134","0.0751193115371868","0.09212847488784","2"
"Rarely","2011","(Married) couple without C. ","Male","324","0.078654972331418","0.070337462086091","0.086972482576745","2"
"Rarely","2011","1-pers.-HH","Male","255","0.174092121169272","0.154714649186079","0.193469593152466","2"
"Rarely","2011","Couple + C. GT 16 ","Female","93","0.0635562550937306","0.0512553843463822","0.0758571258410791","2"
"Rarely","2011","Couple + C. GT 16 ","Male","125","0.0750768015865014","0.0624722192249462","0.0876813839480566","2"
"Rarely","2011","Couple + C. LE 16 ","Female","80","0.0574494438733107","0.046117985043205","0.0687809027034163","2"
"Rarely","2011","Couple + C. LE 16 ","Male","83","0.0582126083300671","0.0463117695381129","0.0701134471220213","2"
"Rarely","2011","Couple + C. LE and GT 16","Female","28","","","","2"
"Rarely","2011","Couple + C. LE and GT 16","Male","48","0.0880645797539067","0.065882768973466","0.110246390534347","2"
"Rarely","2011","Single parent ","Female","143","0.158705818076214","0.13392160009826","0.183490036054167","2"
"Rarely","2011","Single parent ","Male","36","0.109386697846869","0.0758124807800374","0.1429609149137","2"
"Sometimes","2011","(Married) couple without C. ","Female","1278","0.306381344174854","0.292218762488238","0.320543925861469","3"
"Sometimes","2011","(Married) couple without C. ","Male","1344","0.338959300352713","0.324333926308619","0.353584674396807","3"
"Sometimes","2011","1-pers.-HH","Male","592","0.398924619242503","0.373900912354266","0.42394832613074","3"
"Sometimes","2011","Couple + C. GT 16 ","Female","482","0.328316904530596","0.304638922302288","0.351994886758904","3"
"Sometimes","2011","Couple + C. GT 16 ","Male","589","0.362892606239616","0.339893120501823","0.385892091977409","3"
"Sometimes","2011","Couple + C. LE 16 ","Male","419","0.275159056536628","0.252460101160086","0.29785801191317","3"
"Sometimes","2011","Couple + C. LE and GT 16","Female","182","0.27044216510929","0.235018239539336","0.305866090679244","3"
"Sometimes","2011","Couple + C. LE and GT 16","Male","206","0.282289674223383","0.247057745869587","0.31752160257718","3"
"Sometimes","2011","Single parent ","Female","252","0.352594264836749","0.320187867960555","0.385000661712942","3"
"Sometimes","2011","1-pers.-HH","Female","772","0.384767668171474","0.363843475822311","0.405691860520637","3"
"Sometimes","2011","Couple + C. LE 16 ","Female","357","0.231518168893377","0.210978193203317","0.252058144583437","3"
"Sometimes","2011","Single parent ","Male","132","0.358049976884","0.306479460083643","0.409620493684358","3"
"Very often","2011","(Married) couple without C. ","Female","438","0.105565378783675","0.0961250756012137","0.115005681966137","5"
"Very often","2011","(Married) couple without C. ","Male","388","0.0937250128562536","0.084720155115022","0.102729870597485","5"
"Very often","2011","1-pers.-HH","Female","150","0.0740065005992916","0.0627483061295301","0.0852646950690531","5"
