"plh0186","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Sometimes","2007","(1c) basic vocational qualification","Male","1196","0.387827068298521","0.370548864045922","0.405105272551119"
"Sometimes","2007","(1c) basic vocational qualification","Female","956","0.376450629259471","0.357733757872943","0.395167500645998"
"Sometimes","2007","(2b) intermediate general qualification","Male","61","0.330749156680519","0.265707154949124","0.395791158411914"
"Sometimes","2007","(2b) intermediate general qualification","Female","110","0.338535615757276","0.286929372504136","0.390141859010416"
"Sometimes","2007","(2a) intermediate vocational","Male","726","0.348162530546162","0.327665086181909","0.368659974910415"
"Sometimes","2007","(2a) intermediate vocational","Female","866","0.31970728019096","0.302448669478621","0.336965890903299"
"Sometimes","2007","(2c_gen) general maturity certificate","Male","116","0.306129177719442","0.259231340871381","0.353027014567503"
"Sometimes","2007","(2c_gen) general maturity certificate","Female","101","0.282295379126699","0.240285294913495","0.324305463339904"
"Sometimes","2007","(2c_voc) vocational maturity certificate","Male","245","0.351552214836621","0.315745031162573","0.387359398510668"
"Sometimes","2007","(2c_voc) vocational maturity certificate","Female","238","0.263327396539461","0.234161097780121","0.292493695298801"
"Sometimes","2007","(3a) lower tertiary education","Male","310","0.324334662484571","0.294101694900698","0.354567630068443"
"Sometimes","2007","(3a) lower tertiary education","Female","247","0.29150461470127","0.259794280475386","0.323214948927153"
"Sometimes","2007","(3b) higher tertiary education","Male","531","0.382019218731093","0.357356590299867","0.406681847162319"
"Sometimes","2007","(3b) higher tertiary education","Female","384","0.337418187284463","0.31058749561541","0.364248878953516"
"Often","2007","(0) in school","Male","94","0.566181948824707","0.489628110256635","0.642735787392779"
"Often","2007","(0) in school","Female","104","0.524757905998524","0.451803960557602","0.597711851439446"
"Often","2007","(1a) inadequately completed","Male","23","","",""
"Often","2007","(1a) inadequately completed","Female","37","0.241436701147771","0.168705656054146","0.314167746241396"
"Often","2007","(1b) general elementary school","Male","177","0.362431878115008","0.320671377924204","0.404192378305812"
"Often","2007","(1b) general elementary school","Female","376","0.302118508563153","0.276405105769746","0.327831911356559"
"Often","2007","(1c) basic vocational qualification","Male","1220","0.388419541681703","0.371136514240727","0.405702569122679"
"Often","2007","(1c) basic vocational qualification","Female","1040","0.380560399527746","0.361803757066271","0.399317041989221"
"Often","2007","(2b) intermediate general qualification","Male","106","0.499468519902343","0.430345958765823","0.568591081038862"
"Often","2007","(2b) intermediate general qualification","Female","132","0.429529498374315","0.375546136965803","0.483512859782827"
"Often","2007","(2a) intermediate vocational","Male","971","0.473177607398937","0.451695185297064","0.49466002950081"
"Often","2007","(2a) intermediate vocational","Female","1407","0.45885448271573","0.440413834619828","0.477295130811631"
"Often","2007","(2c_gen) general maturity certificate","Male","189","0.476489524702687","0.425667670843357","0.527311378562018"
"Often","2007","(2c_gen) general maturity certificate","Female","250","0.509724199260312","0.4630672163819","0.556381182138724"
"Often","2007","(2c_voc) vocational maturity certificate","Male","331","0.47627029170473","0.438814576841726","0.513726006567734"
"Often","2007","(2c_voc) vocational maturity certificate","Female","441","0.504149666092149","0.471040283303471","0.537259048880826"
"Often","2007","(3a) lower tertiary education","Male","466","0.470901618658004","0.438664843957151","0.503138393358857"
"Often","2007","(3a) lower tertiary education","Female","391","0.499516250882126","0.464627984431995","0.534404517332257"
"Often","2007","(3b) higher tertiary education","Male","726","0.431789407575799","0.406647401665333","0.456931413486266"
"Often","2007","(3b) higher tertiary education","Female","600","0.475764121444926","0.447424954257017","0.504103288632835"
"Very often","2007","(0) in school","Male","21","","",""
"Very often","2007","(0) in school","Female","33","0.161196134198156","0.107478192773372","0.214914075622941"
"Very often","2007","(1a) inadequately completed","Male","8","","",""
"Very often","2007","(1a) inadequately completed","Female","7","","",""
"Very often","2007","(1b) general elementary school","Male","33","0.0501329337230914","0.0311753852640866","0.0690904821820961"
"Very often","2007","(1b) general elementary school","Female","67","0.058884791145626","0.0457021323299616","0.0720674499612904"
"Very often","2007","(1c) basic vocational qualification","Male","195","0.0667631945243018","0.0579118964261747","0.075614492622429"
"Very often","2007","(1c) basic vocational qualification","Female","178","0.0810822816368689","0.0705373173533694","0.0916272459203684"
"Very often","2007","(2b) intermediate general qualification","Male","25","","",""
"Very often","2007","(2b) intermediate general qualification","Female","51","0.168723616911968","0.127881570987332","0.209565662836605"
"Very often","2007","(2a) intermediate vocational","Male","145","0.0626579883786645","0.052230581846215","0.073085394911114"
"Very often","2007","(2a) intermediate vocational","Female","256","0.104129782196528","0.092826835283903","0.115432729109152"
"Very often","2007","(2c_gen) general maturity certificate","Male","42","0.123244819436279","0.0897957035612897","0.156693935311268"
"Very often","2007","(2c_gen) general maturity certificate","Female","66","0.128902182012815","0.0976275366504527","0.160176827375176"
"Very often","2007","(2c_voc) vocational maturity certificate","Male","48","0.0621853985528036","0.0440744813397764","0.0802963157658308"
"Very often","2007","(2c_voc) vocational maturity certificate","Female","93","0.107093160087191","0.0866155165042237","0.127570803670159"
"Very often","2007","(3a) lower tertiary education","Male","60","0.0821419725850084","0.0644087120322684","0.0998752331377484"
"Very often","2007","(3a) lower tertiary education","Female","75","0.0875546755352261","0.0678325969058619","0.10727675416459"
"Very often","2007","(3b) higher tertiary education","Male","106","0.0736875764277108","0.0604263054283453","0.0869488474270763"
"Very often","2007","(3b) higher tertiary education","Female","111","0.0957821528457456","0.0790825284319634","0.112481777259528"
"Very rare","2008","(0) in school","Male","1","","",""
"Very rare","2008","(0) in school","Female","2","","",""
"Very rare","2008","(1a) inadequately completed","Male","1","","",""
"Very rare","2008","(1a) inadequately completed","Female","8","","",""
"Very rare","2008","(1b) general elementary school","Male","13","","",""
"Very rare","2008","(1b) general elementary school","Female","55","0.0475175090132181","0.0350803762943496","0.0599546417320867"
"Very rare","2008","(1c) basic vocational qualification","Male","83","0.038220995155205","0.0311620987304241","0.0452798915799859"
"Very rare","2008","(1c) basic vocational qualification","Female","97","0.0368246076652765","0.0293133739236516","0.0443358414069014"
"Very rare","2008","(2b) intermediate general qualification","Male","5","","",""
"Very rare","2008","(2b) intermediate general qualification","Female","1","","",""
"Very rare","2008","(2a) intermediate vocational","Male","39","0.0267349027558282","0.0196154024224169","0.0338544030892394"
"Very rare","2008","(2a) intermediate vocational","Female","59","0.0387414010938142","0.0314174680783902","0.0460653341092382"
"Very rare","2008","(2c_gen) general maturity certificate","Male","4","","",""
"Very rare","2008","(2c_gen) general maturity certificate","Female","8","","",""
"Very rare","2008","(2c_voc) vocational maturity certificate","Male","7","","",""
"Very rare","2008","(2c_voc) vocational maturity certificate","Female","26","","",""
"Very rare","2008","(3a) lower tertiary education","Male","21","","",""
"Very rare","2008","(3a) lower tertiary education","Female","14","","",""
"Very rare","2008","(3b) higher tertiary education","Male","21","","",""
"Very rare","2008","(3b) higher tertiary education","Female","14","","",""
"Rarely","2008","(0) in school","Male","5","","",""
"Rarely","2008","(0) in school","Female","8","","",""
"Rarely","2008","(1a) inadequately completed","Male","12","","",""
"Rarely","2008","(1a) inadequately completed","Female","15","","",""
"Rarely","2008","(1b) general elementary school","Male","61","0.169981380893439","0.135581261819382","0.204381499967497"
"Rarely","2008","(1b) general elementary school","Female","196","0.177907895523059","0.155550418906078","0.20026537214004"
"Rarely","2008","(1c) basic vocational qualification","Male","283","0.117187773335976","0.105345816085564","0.129029730586388"
"Rarely","2008","(1c) basic vocational qualification","Female","284","0.123069456716505","0.109967165030802","0.136171748402208"
"Rarely","2008","(2b) intermediate general qualification","Male","10","","",""
"Rarely","2008","(2b) intermediate general qualification","Female","18","","",""
"Rarely","2008","(2a) intermediate vocational","Male","178","0.088917610460805","0.0763553627356085","0.101479858186002"
"Rarely","2008","(2a) intermediate vocational","Female","224","0.096582527581599","0.0853718952521876","0.107793159911011"
"Rarely","2008","(2c_gen) general maturity certificate","Male","21","","",""
"Rarely","2008","(2c_gen) general maturity certificate","Female","26","","",""
"Rarely","2008","(2c_voc) vocational maturity certificate","Male","44","0.0974857456893029","0.0743604579162683","0.120611033462338"
"Rarely","2008","(2c_voc) vocational maturity certificate","Female","58","0.072670345286476","0.0548479951071865","0.0904926954657655"
"Rarely","2008","(3a) lower tertiary education","Male","56","0.0717758008773379","0.054779801878679","0.0887717998759968"
"Rarely","2008","(3a) lower tertiary education","Female","60","0.0980196451195833","0.0768939569548623","0.119145333284304"
"Rarely","2008","(3b) higher tertiary education","Male","106","0.0812842191333291","0.0670306229783855","0.0955378152882727"
"Rarely","2008","(3b) higher tertiary education","Female","74","0.0741131023325735","0.0589068521660454","0.0893193524991016"
"Sometimes","2008","(0) in school","Male","45","0.273836982065836","0.207195141818724","0.340478822312948"
"Sometimes","2008","(0) in school","Female","43","0.274456206032742","0.209802877309195","0.339109534756289"
"Sometimes","2008","(1a) inadequately completed","Male","29","","",""
"Sometimes","2008","(1a) inadequately completed","Female","52","0.526962725495024","0.433234051662125","0.620691399327924"
"Sometimes","2008","(1b) general elementary school","Male","168","0.353425018936304","0.309645252038271","0.397204785834337"
"Sometimes","2008","(1b) general elementary school","Female","438","0.383564698940971","0.355137897157336","0.411991500724605"
"Sometimes","2008","(1c) basic vocational qualification","Male","1092","0.380851510362464","0.362973325727186","0.398729694997742"
"Sometimes","2008","(1c) basic vocational qualification","Female","895","0.369937257348007","0.350682171494401","0.389192343201612"
"Sometimes","2008","(2b) intermediate general qualification","Male","56","0.273525088667106","0.210471999230937","0.336578178103275"
"Sometimes","2008","(2b) intermediate general qualification","Female","97","0.325148930684547","0.271235840262537","0.379062021106556"
"Sometimes","2008","(2a) intermediate vocational","Male","706","0.366075874569438","0.344814133245993","0.387337615892882"
"Sometimes","2008","(2a) intermediate vocational","Female","852","0.328276548094681","0.310454739799428","0.346098356389933"
"Sometimes","2008","(2c_gen) general maturity certificate","Male","118","0.343573964871933","0.293020460752759","0.394127468991107"
"Sometimes","2008","(2c_gen) general maturity certificate","Female","109","0.308611310909659","0.26323035811925","0.353992263700068"
"Sometimes","2008","(2c_voc) vocational maturity certificate","Male","215","0.334266722573842","0.297488879399627","0.371044565748057"
"Sometimes","2008","(2c_voc) vocational maturity certificate","Female","237","0.306159349323526","0.274516694036517","0.337802004610535"
"Sometimes","2008","(3a) lower tertiary education","Male","325","0.404472644520816","0.372155969935076","0.436789319106555"
"Sometimes","2008","(3a) lower tertiary education","Female","256","0.31712040176786","0.284057579456892","0.350183224078828"
"Sometimes","2008","(3b) higher tertiary education","Male","497","0.371675575500832","0.346469529471005","0.396881621530658"
"Sometimes","2008","(3b) higher tertiary education","Female","358","0.347016196692903","0.319383597180536","0.37464879620527"
"Often","2008","(0) in school","Male","95","0.509063488410549","0.434352839534644","0.583774137286455"
"Often","2008","(0) in school","Female","98","0.53990465166901","0.467693378527645","0.612115924810375"
"Often","2008","(1a) inadequately completed","Male","27","","",""
"Often","2008","(1a) inadequately completed","Female","28","","",""
"Often","2008","(1b) general elementary school","Male","186","0.384916225150229","0.34035413051986","0.429478319780597"
"Often","2008","(1b) general elementary school","Female","358","0.319596134624308","0.292334676534748","0.346857592713868"
"Often","2008","(1c) basic vocational qualification","Male","1176","0.402071747955543","0.384019782898887","0.4201237130122"
"Often","2008","(1c) basic vocational qualification","Female","990","0.396657461787752","0.377146471590198","0.416168451985307"
"Often","2008","(2b) intermediate general qualification","Male","104","0.491107979140777","0.420395055678003","0.56182090260355"
"Often","2008","(2b) intermediate general qualification","Female","133","0.463072169090856","0.405682807965778","0.520461530215934"
"Often","2008","(2a) intermediate vocational","Male","904","0.45385892313806","0.431885005313819","0.475832840962301"
"Often","2008","(2a) intermediate vocational","Female","1285","0.442910263262757","0.424058280501965","0.461762246023549"
"Often","2008","(2c_gen) general maturity certificate","Male","165","0.429082229139718","0.37639500880595","0.481769449473486"
"Often","2008","(2c_gen) general maturity certificate","Female","193","0.422524769647411","0.3739959953703","0.471053543924522"
"Often","2008","(2c_voc) vocational maturity certificate","Male","317","0.489324815744754","0.450352110791645","0.528297520697864"
"Often","2008","(2c_voc) vocational maturity certificate","Female","414","0.51039749978611","0.476077650716404","0.544717348855815"
"Often","2008","(3a) lower tertiary education","Male","431","0.43032659732192","0.397724668384287","0.462928526259553"
"Often","2008","(3a) lower tertiary education","Female","366","0.475009924297614","0.439530002726123","0.510489845869105"
"Often","2008","(3b) higher tertiary education","Male","704","0.463253490883619","0.437244427844835","0.489262553922403"
"Often","2008","(3b) higher tertiary education","Female","596","0.489417461933219","0.460399401921979","0.51843552194446"
"Very often","2008","(0) in school","Male","26","","",""
"Very often","2008","(0) in school","Female","32","0.151096737921528","0.0992072730940608","0.202986202748994"
"Very often","2008","(1a) inadequately completed","Male","10","","",""
"Very often","2008","(1a) inadequately completed","Female","6","","",""
"Very often","2008","(1b) general elementary school","Male","30","0.0637218973168153","0.0413520956080827","0.0860916990255479"
"Very often","2008","(1b) general elementary school","Female","77","0.0714137618984441","0.0563592384476575","0.0864682853492307"
"Very often","2008","(1c) basic vocational qualification","Male","200","0.0616679731908121","0.0528115925198914","0.0705243538617329"
"Very often","2008","(1c) basic vocational qualification","Female","149","0.0735112164824595","0.0631027580712225","0.0839196748936965"
"Very often","2008","(2b) intermediate general qualification","Male","17","","",""
"Very often","2008","(2b) intermediate general qualification","Female","41","0.159546702669357","0.11740133942358","0.201692065915134"
"Very often","2008","(2a) intermediate vocational","Male","145","0.0644126890758692","0.0535778488275744","0.075247529324164"
"Very often","2008","(2a) intermediate vocational","Female","247","0.0934892599671492","0.0824407446750625","0.104537775259236"
"Very often","2008","(2c_gen) general maturity certificate","Male","31","0.122011414259821","0.0871702300725684","0.156852598447073"
"Very often","2008","(2c_gen) general maturity certificate","Female","62","0.135770558423496","0.102117550656173","0.169423566190818"
"Very often","2008","(2c_voc) vocational maturity certificate","Male","49","0.0647361136488745","0.0455525208980474","0.0839197063997016"
"Very often","2008","(2c_voc) vocational maturity certificate","Female","80","0.0853841379213136","0.0661984555542094","0.104569820288418"
"Very often","2008","(3a) lower tertiary education","Male","53","0.0513151708426293","0.0367868608639616","0.0658434808212971"
"Very often","2008","(3a) lower tertiary education","Female","65","0.0872610143189167","0.0672098686760954","0.107312159961738"
"Very often","2008","(3b) higher tertiary education","Male","84","0.0649749235747137","0.052118645408423","0.0778312017410044"
"Very often","2008","(3b) higher tertiary education","Female","98","0.0785130106668003","0.0628991217683879","0.0941268995652127"
"Very rare","2009","(0) in school","Male","","","",""
"Very rare","2009","(0) in school","Female","1","","",""
"Very rare","2009","(1a) inadequately completed","Male","5","","",""
"Very rare","2009","(1a) inadequately completed","Female","2","","",""
"Very rare","2009","(1b) general elementary school","Male","16","","",""
"Very rare","2009","(1b) general elementary school","Female","52","0.0558475875207712","0.0415868599283118","0.0701083151132306"
"Very rare","2009","(1c) basic vocational qualification","Male","87","0.040147100205875","0.0326059005576943","0.0476882998540557"
"Very rare","2009","(1c) basic vocational qualification","Female","100","0.0472283127013661","0.0383843359803458","0.0560722894223864"
"Very rare","2009","(2b) intermediate general qualification","Male","2","","",""
"Very rare","2009","(2b) intermediate general qualification","Female","7","","",""
"Very rare","2009","(2a) intermediate vocational","Male","55","0.0278997695633118","0.020393304517843","0.0354062346087807"
"Very rare","2009","(2a) intermediate vocational","Female","57","0.0314598343444111","0.0246458881201299","0.0382737805686923"
"Very rare","2009","(2c_gen) general maturity certificate","Male","7","","",""
"Very rare","2009","(2c_gen) general maturity certificate","Female","2","","",""
"Very rare","2009","(2c_voc) vocational maturity certificate","Male","13","","",""
"Very rare","2009","(2c_voc) vocational maturity certificate","Female","21","","",""
"Very rare","2009","(3a) lower tertiary education","Male","13","","",""
"Very rare","2009","(3a) lower tertiary education","Female","13","","",""
"Very rare","2009","(3b) higher tertiary education","Male","28","","",""
"Very rare","2009","(3b) higher tertiary education","Female","15","","",""
"Rarely","2009","(0) in school","Male","8","","",""
"Rarely","2009","(0) in school","Female","3","","",""
"Rarely","2009","(1a) inadequately completed","Male","10","","",""
"Rarely","2009","(1a) inadequately completed","Female","19","","",""
"Rarely","2009","(1b) general elementary school","Male","67","0.15763546261327","0.122013973971726","0.193256951254813"
"Rarely","2009","(1b) general elementary school","Female","198","0.196053721490134","0.171397899739785","0.220709543240483"
"Rarely","2009","(1c) basic vocational qualification","Male","321","0.141362540602125","0.127978627952297","0.154746453251954"
"Rarely","2009","(1c) basic vocational qualification","Female","285","0.125806909520607","0.1119805487119","0.139633270329314"
"Rarely","2009","(2b) intermediate general qualification","Male","15","","",""
"Rarely","2009","(2b) intermediate general qualification","Female","22","","",""
"Rarely","2009","(2a) intermediate vocational","Male","157","0.0892715094642214","0.0762748860246415","0.102268132903801"
"Rarely","2009","(2a) intermediate vocational","Female","215","0.110185513524286","0.0979626305369986","0.122408396511573"
"Rarely","2009","(2c_gen) general maturity certificate","Male","20","","",""
"Rarely","2009","(2c_gen) general maturity certificate","Female","19","","",""
"Rarely","2009","(2c_voc) vocational maturity certificate","Male","47","0.0870158492743924","0.0638770156185819","0.110154682930203"
"Rarely","2009","(2c_voc) vocational maturity certificate","Female","57","0.0791044610807878","0.0598395020079089","0.0983694201536666"
"Rarely","2009","(3a) lower tertiary education","Male","70","0.0948224555932122","0.0751503531047605","0.114494558081664"
"Rarely","2009","(3a) lower tertiary education","Female","49","0.0676181308549006","0.0494037190330189","0.0858325426767823"
"Rarely","2009","(3b) higher tertiary education","Male","124","0.113908423008819","0.0968662612968428","0.130950584720795"
"Rarely","2009","(3b) higher tertiary education","Female","90","0.0784048139137734","0.0626550332250695","0.0941545946024773"
"Sometimes","2009","(0) in school","Male","37","0.233535963419017","0.169749648249569","0.297322278588465"
"Sometimes","2009","(0) in school","Female","26","","",""
"Sometimes","2009","(1a) inadequately completed","Male","35","0.48175496857755","0.371571809450586","0.591938127704513"
"Sometimes","2009","(1a) inadequately completed","Female","41","0.4191197691034","0.319373528678576","0.518866009528225"
"Sometimes","2009","(1b) general elementary school","Male","163","0.399889066574797","0.352001739226773","0.447776393922821"
"Sometimes","2009","(1b) general elementary school","Female","409","0.398469147774162","0.368064167514075","0.428874128034249"
"Sometimes","2009","(1c) basic vocational qualification","Male","1027","0.38324576893031","0.36456882735756","0.401922710503061"
"Sometimes","2009","(1c) basic vocational qualification","Female","848","0.378300941375688","0.358081890266575","0.398519992484802"
"Sometimes","2009","(2b) intermediate general qualification","Male","54","0.325101918898413","0.254895164090827","0.395308673705998"
"Sometimes","2009","(2b) intermediate general qualification","Female","87","0.287332560984264","0.232642790970369","0.342022330998159"
"Sometimes","2009","(2a) intermediate vocational","Male","665","0.358942360499005","0.337077811038627","0.380806909959384"
"Sometimes","2009","(2a) intermediate vocational","Female","815","0.33611647275443","0.317676829559938","0.354556115948922"
"Sometimes","2009","(2c_gen) general maturity certificate","Male","84","0.215428808797278","0.17080081545818","0.260056802136375"
"Sometimes","2009","(2c_gen) general maturity certificate","Female","96","0.295191512028306","0.248714871908515","0.341668152148097"
"Sometimes","2009","(2c_voc) vocational maturity certificate","Male","198","0.386386786981809","0.346413565681739","0.426360008281879"
"Sometimes","2009","(2c_voc) vocational maturity certificate","Female","239","0.311383340903231","0.278331255399956","0.344435426406507"
"Sometimes","2009","(3a) lower tertiary education","Male","297","0.343037027622075","0.31116062965361","0.374913425590541"
"Sometimes","2009","(3a) lower tertiary education","Female","257","0.319404346921784","0.285582162162393","0.353226531681175"
"Sometimes","2009","(3b) higher tertiary education","Male","423","0.336975471319929","0.311620016768472","0.362330925871386"
"Sometimes","2009","(3b) higher tertiary education","Female","329","0.313652518187237","0.286467510547294","0.34083752582718"
"Often","2009","(0) in school","Male","87","0.534917580456014","0.459718395060817","0.610116765851212"
"Often","2009","(0) in school","Female","85","0.61870986294064","0.539102840978241","0.698316884903039"
"Often","2009","(1a) inadequately completed","Male","22","","",""
"Often","2009","(1a) inadequately completed","Female","29","","",""
"Often","2009","(1b) general elementary school","Male","134","0.356175570682481","0.309364254239402","0.40298688712556"
"Often","2009","(1b) general elementary school","Female","290","0.29433773136976","0.266034251204174","0.322641211535346"
"Often","2009","(1c) basic vocational qualification","Male","1022","0.380464243581252","0.361813286655116","0.399115200507388"
"Often","2009","(1c) basic vocational qualification","Female","859","0.386164024020941","0.365865520143471","0.406462527898411"
"Often","2009","(2b) intermediate general qualification","Male","82","0.510779483773621","0.435855805720508","0.585703161826734"
"Often","2009","(2b) intermediate general qualification","Female","109","0.429178080886354","0.369359059461536","0.488997102311172"
"Often","2009","(2a) intermediate vocational","Male","868","0.475424755237345","0.452662021035904","0.498187489438786"
"Often","2009","(2a) intermediate vocational","Female","1237","0.448334628603626","0.428921270210479","0.467747986996774"
"Often","2009","(2c_gen) general maturity certificate","Male","180","0.544019233150011","0.489953800804896","0.598084665495126"
"Often","2009","(2c_gen) general maturity certificate","Female","185","0.467822111723523","0.416980885757755","0.51866333768929"
"Often","2009","(2c_voc) vocational maturity certificate","Male","279","0.458027224978003","0.417125177802547","0.498929272153458"
"Often","2009","(2c_voc) vocational maturity certificate","Female","368","0.486283491638302","0.450608084155078","0.521958899121526"
"Often","2009","(3a) lower tertiary education","Male","427","0.478289111796002","0.444747147593546","0.511831075998459"
"Often","2009","(3a) lower tertiary education","Female","343","0.48317906430952","0.446928834495991","0.519429294123048"
"Often","2009","(3b) higher tertiary education","Male","666","0.449989132065262","0.423302479216012","0.476675784914513"
"Often","2009","(3b) higher tertiary education","Female","568","0.470757878681007","0.441512378926192","0.500003378435823"
"Very often","2009","(0) in school","Male","37","0.177159651002215","0.119596449971862","0.234722852032567"
"Very often","2009","(0) in school","Female","28","","",""
"Very often","2009","(1a) inadequately completed","Male","7","","",""
"Very often","2009","(1a) inadequately completed","Female","3","","",""
"Very often","2009","(1b) general elementary school","Male","22","","",""
"Very often","2009","(1b) general elementary school","Female","47","0.055291811845173","0.0410980448253027","0.0694855788650432"
"Very often","2009","(1c) basic vocational qualification","Male","146","0.0547803466804376","0.0460387700973867","0.0635219232634885"
"Very often","2009","(1c) basic vocational qualification","Female","118","0.0624998123813977","0.0524078181720861","0.0725918065907092"
"Very often","2009","(2b) intermediate general qualification","Male","18","","",""
"Very often","2009","(2b) intermediate general qualification","Female","38","0.129624034581892","0.0890296063163015","0.170218462847483"
"Very often","2009","(2a) intermediate vocational","Male","104","0.0484616052361165","0.0386736563749025","0.0582495540973304"
"Very often","2009","(2a) intermediate vocational","Female","197","0.0739035507732473","0.0636912774406179","0.0841158241058766"
"Very often","2009","(2c_gen) general maturity certificate","Male","35","0.14679303947987","0.108376413675817","0.185209665283922"
"Very often","2009","(2c_gen) general maturity certificate","Female","68","0.162534015140768","0.124941364454695","0.20012666582684"
"Very often","2009","(2c_voc) vocational maturity certificate","Male","33","0.0466686068253469","0.0293527084387317","0.0639845052119621"
"Very often","2009","(2c_voc) vocational maturity certificate","Female","69","0.0971814862979582","0.0760390799888986","0.118323892607018"
"Very often","2009","(3a) lower tertiary education","Male","45","0.0527308619817502","0.0377237396368687","0.0677379843266318"
"Very often","2009","(3a) lower tertiary education","Female","68","0.102715402052826","0.0806927532705728","0.124738050835079"
"Very often","2009","(3b) higher tertiary education","Male","94","0.0788189973337443","0.0643647528046687","0.0932732418628199"
"Very often","2009","(3b) higher tertiary education","Female","117","0.116799602977577","0.0979811742377724","0.135618031717382"
"Very rare","2010","(0) in school","Male","3","","",""
"Very rare","2010","(0) in school","Female","","","",""
"Very rare","2010","(1a) inadequately completed","Male","6","","",""
"Very rare","2010","(1a) inadequately completed","Female","4","","",""
"Very rare","2010","(1b) general elementary school","Male","14","","",""
"Very rare","2010","(1b) general elementary school","Female","51","0.0554983501862399","0.0405736617844225","0.0704230385880573"
"Very rare","2010","(1c) basic vocational qualification","Male","64","0.0304903461865697","0.0235389601607843","0.0374417322123551"
"Very rare","2010","(1c) basic vocational qualification","Female","70","0.032661308193614","0.0248945430974253","0.0404280732898026"
"Very rare","2010","(2b) intermediate general qualification","Male","2","","",""
"Very rare","2010","(2b) intermediate general qualification","Female","3","","",""
