"pgoeffd","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"No","1988","Urban Area","Male","2280","0.759720179439542","0.7439844475597","0.775455911319384","2"
"No","1988","Rural Area","Female","353","0.762160866764729","0.722953834524035","0.801367899005424","2"
"Yes","1988","Rural Area","Male","138","0.23140072844328","0.199865058059782","0.262936398826778","1"
"Yes","1988","Urban Area","Male","552","0.240279820560458","0.224544088680616","0.2560155524403","1"
"Yes","1988","Rural Area","Female","100","0.237839133235271","0.198632100994576","0.277046165475965","1"
"Yes","1988","Urban Area","Female","466","0.298159637245667","0.276782046069866","0.319537228421469","1"
"No","1989","Rural Area","Male","543","0.762027535229043","0.730184210247075","0.79387086021101","2"
"No","1989","Rural Area","Female","354","0.750253612529771","0.710739586332981","0.789767638726562","2"
"No","1989","Urban Area","Female","1389","0.711646505570681","0.691087436626613","0.732205574514748","2"
"No","1989","Urban Area","Male","2297","0.772128696037948","0.756669103121687","0.787588288954209","2"
"Yes","1989","Rural Area","Female","107","0.249746387470229","0.210232361273438","0.289260413667019","1"
"Yes","1989","Rural Area","Male","144","0.237972464770957","0.20612913978899","0.269815789752925","1"
"Yes","1989","Urban Area","Male","531","0.227871303962052","0.212411711045791","0.243330896878314","1"
"Yes","1989","Urban Area","Female","476","0.28835349442932","0.267794425485252","0.308912563373387","1"
"No","1990","Rural Area","Male","1419","0.775522346959363","0.756225842696881","0.794818851221845","2"
"No","1990","Urban Area","Male","2598","0.760781438426716","0.746228432030154","0.775334444823277","2"
"No","1990","Rural Area","Female","920","0.65891518278249","0.634488765228402","0.683341600336577","2"
"No","1990","Urban Area","Female","1646","0.686495840465543","0.667763111191679","0.705228569739406","2"
"Yes","1990","Urban Area","Male","703","0.239218561573284","0.224665555176723","0.253771567969846","1"
"Yes","1990","Rural Area","Female","527","0.34108481721751","0.316658399663423","0.365511234771598","1"
"Yes","1990","Rural Area","Male","377","0.224477653040637","0.205181148778155","0.243774157303119","1"
"Yes","1990","Urban Area","Female","710","0.313504159534457","0.294771430260594","0.332236888808321","1"
"No","1991","Rural Area","Male","1354","0.771605724312809","0.751614853349481","0.791596595276137","2"
"No","1991","Urban Area","Male","2596","0.768576220706193","0.75409450512999","0.783057936282397","2"
"No","1991","Rural Area","Female","824","0.664487113598474","0.638810283959339","0.69016394323761","2"
"No","1991","Urban Area","Female","1668","0.686539840598653","0.667863234235317","0.705216446961989","2"
"Yes","1991","Urban Area","Male","662","0.231423779293807","0.216942063717603","0.24590549487001","1"
"Yes","1991","Rural Area","Female","475","0.335512886401525","0.30983605676239","0.361189716040661","1"
"Yes","1991","Rural Area","Male","340","0.228394275687191","0.208403404723863","0.248385146650519","1"
"Yes","1991","Urban Area","Female","702","0.313460159401347","0.294783553038011","0.332136765764683","1"
"No","1992","Rural Area","Male","1166","0.748897687233799","0.727075820374259","0.770719554093338","2"
"No","1992","Urban Area","Male","2461","0.769914221992106","0.75506457298148","0.784763871002733","2"
"No","1992","Rural Area","Female","674","0.631492064325527","0.603328118257875","0.659656010393179","2"
"No","1992","Urban Area","Female","1510","0.661011071915337","0.641293365017335","0.68072877881334","2"
"Yes","1992","Rural Area","Female","453","0.368507935674473","0.340343989606821","0.396671881742125","1"
"Yes","1992","Rural Area","Male","351","0.251102312766201","0.229280445906662","0.272924179625741","1"
"Yes","1992","Urban Area","Female","704","0.338988928084663","0.31927122118666","0.358706634982665","1"
"Yes","1992","Urban Area","Male","625","0.230085778007894","0.215236128997267","0.24493542701852","1"
"No","1993","Rural Area","Male","1148","0.765255307850329","0.743625475827641","0.786885139873017","2"
"No","1993","Urban Area","Male","2424","0.771911548547755","0.756993289006423","0.786829808089088","2"
"No","1993","Rural Area","Female","683","0.63877107306506","0.610537907282762","0.667004238847358","2"
"No","1993","Urban Area","Female","1555","0.680960909045882","0.661693071408915","0.700228746682849","2"
"Yes","1993","Rural Area","Female","429","0.36122892693494","0.332995761152642","0.389462092717238","1"
"Yes","1993","Rural Area","Male","327","0.234744692149671","0.213114860126983","0.256374524172359","1"
"Yes","1993","Urban Area","Female","693","0.319039090954118","0.299771253317151","0.338306928591085","1"
"Yes","1993","Urban Area","Male","615","0.228088451452245","0.213170191910912","0.243006710993577","1"
"No","1994","Rural Area","Female","652","0.636814274869942","0.607835765805941","0.665792783933944","2"
"No","1994","Rural Area","Male","1088","0.755192289380434","0.732669333143146","0.777715245617722","2"
"No","1994","Urban Area","Male","2262","0.771674753066739","0.756234318879951","0.787115187253528","2"
"No","1994","Urban Area","Female","1437","0.672536420387931","0.65245065977995","0.692622180995911","2"
"Yes","1994","Rural Area","Female","406","0.363185725130058","0.334207216066056","0.392164234194059","1"
"Yes","1994","Rural Area","Male","312","0.244807710619566","0.222284754382278","0.267330666856854","1"
"Yes","1994","Urban Area","Female","660","0.327463579612069","0.307377819004089","0.34754934022005","1"
"Yes","1994","Urban Area","Male","577","0.22832524693326","0.212884812746471","0.24376568112005","1"
"No","1995","Urban Area","Male","2419","0.781342615773207","0.766504801411215","0.796180430135199","2"
"No","1995","Rural Area","Female","712","0.632992004611867","0.60523128713147","0.660752722092263","2"
"No","1995","Rural Area","Male","1194","0.7659469886715","0.744534379126489","0.787359598216511","2"
"No","1995","Urban Area","Female","1521","0.667073621723119","0.647452483376561","0.686694760069678","2"
"Yes","1995","Rural Area","Male","308","0.2340530113285","0.212640401783489","0.255465620873511","1"
"Yes","1995","Urban Area","Female","695","0.332926378276881","0.313305239930322","0.352547516623439","1"
"Yes","1995","Urban Area","Male","562","0.218657384226793","0.203819569864801","0.233495198588785","1"
"Yes","1995","Rural Area","Female","446","0.367007995388133","0.339247277907737","0.39476871286853","1"
"No","1996","Urban Area","Male","2292","0.775226478335623","0.759838836795917","0.790614119875329","2"
"No","1996","Rural Area","Female","685","0.64845886756945","0.620088632530765","0.676829102608135","2"
"No","1996","Rural Area","Male","1141","0.783034596454782","0.761641480365978","0.804427712543585","2"
"No","1996","Urban Area","Female","1433","0.656777928200464","0.636591220118459","0.676964636282469","2"
"Yes","1996","Rural Area","Male","285","0.216965403545218","0.195572287456415","0.238358519634022","1"
"Yes","1996","Urban Area","Female","692","0.343222071799536","0.323035363717531","0.363408779881541","1"
"Yes","1996","Urban Area","Male","535","0.224773521664377","0.209385880124671","0.240161163204083","1"
"Yes","1996","Rural Area","Female","403","0.35154113243055","0.323170897391865","0.379911367469235","1"
"No","1997","Rural Area","Female","677","0.657147425255838","0.628825518955889","0.685469331555787","2"
"No","1997","Rural Area","Male","1140","0.783885174597574","0.762522440548823","0.805247908646325","2"
"No","1997","Urban Area","Female","1448","0.674791561841449","0.654817606850142","0.694765516832756","2"
"No","1997","Urban Area","Male","2228","0.772766731380291","0.757150286618265","0.788383176142317","2"
"Yes","1997","Rural Area","Male","286","0.216114825402426","0.194752091353675","0.237477559451177","1"
"Yes","1997","Rural Area","Female","402","0.342852574744162","0.314530668444213","0.371174481044111","1"
"Yes","1997","Urban Area","Female","665","0.325208438158551","0.305234483167244","0.345182393149858","1"
"Yes","1997","Urban Area","Male","538","0.227233268619709","0.211616823857683","0.242849713381735","1"
"No","1998","Rural Area","Female","746","0.62982849167536","0.602474943965371","0.657182039385348","2"
"No","1998","Rural Area","Male","1246","0.783488069089251","0.763023603637505","0.803952534540997","2"
"No","1998","Urban Area","Female","1562","0.665142281786491","0.645892599793343","0.684391963779639","2"
"No","1998","Urban Area","Male","2490","0.789467503159932","0.775006068211852","0.803928938108011","2"
"Yes","1998","Rural Area","Male","310","0.216511930910749","0.196047465459003","0.236976396362495","1"
"Yes","1998","Urban Area","Male","563","0.210532496840068","0.196071061891989","0.224993931788147","1"
"Yes","1998","Rural Area","Female","451","0.37017150832464","0.342817960614652","0.397525056034629","1"
"Yes","1998","Urban Area","Female","747","0.334857718213509","0.315608036220361","0.354107400206657","1"
"No","1999","Rural Area","Female","725","0.641477686786468","0.613578018972053","0.669377354600884","2"
"No","1999","Rural Area","Male","1133","0.786570749557546","0.765259948027126","0.807881551087965","2"
"No","1999","Urban Area","Female","1455","0.674885278594652","0.654964599940792","0.694805957248511","2"
"No","1999","Urban Area","Male","2294","0.792826157351133","0.777827993148832","0.807824321553434","2"
"Yes","1999","Rural Area","Male","287","0.213429250442454","0.192118448912035","0.234740051972874","1"
"Yes","1999","Urban Area","Male","511","0.207173842648867","0.192175678446566","0.222172006851167","1"
"Yes","1999","Rural Area","Female","410","0.358522313213532","0.330622645399116","0.386421981027947","1"
"Yes","1999","Urban Area","Female","669","0.325114721405348","0.305194042751489","0.345035400059208","1"
"No","2000","Rural Area","Male","2095","0.805360652850518","0.790174240827675","0.820547064873361","2"
"No","2000","Urban Area","Female","2865","0.716346437781063","0.702424074877682","0.730268800684443","2"
"No","2000","Urban Area","Male","4103","0.804170280392588","0.793256573267227","0.815083987517948","2"
"No","2000","Rural Area","Female","1418","0.693998759621009","0.67425615639571","0.713741362846308","2"
"Yes","2000","Rural Area","Male","516","0.194639347149482","0.179452935126639","0.209825759172325","1"
"Yes","2000","Urban Area","Male","976","0.195829719607413","0.184916012482052","0.206743426732773","1"
"Yes","2000","Rural Area","Female","675","0.306001240378991","0.286258637153692","0.32574384360429","1"
"Yes","2000","Urban Area","Female","1162","0.283653562218937","0.269731199315557","0.297575925122318","1"
"No","2001","Rural Area","Male","1765","0.808620827106651","0.792156326087275","0.825085328126027","2"
"No","2001","Urban Area","Female","2501","0.719038711582313","0.704181988210356","0.733895434954271","2"
"No","2001","Urban Area","Male","3494","0.797017491729922","0.785064773097312","0.808970210362533","2"
"No","2001","Rural Area","Female","1213","0.693192455714285","0.671899760936179","0.714485150492391","2"
"Yes","2001","Rural Area","Male","428","0.191379172893349","0.174914671873973","0.207843673912725","1"
"Yes","2001","Urban Area","Male","856","0.202982508270078","0.191029789637467","0.214935226902688","1"
"Yes","2001","Rural Area","Female","589","0.306807544285715","0.285514849507609","0.328100239063821","1"
"Yes","2001","Urban Area","Female","1015","0.280961288417686","0.266104565045729","0.295818011789644","1"
"No","2002","Rural Area","Male","1832","0.801316156468358","0.785118201759687","0.817514111177028","2"
"No","2002","Rural Area","Female","1309","0.707601414134252","0.687530528863358","0.727672299405146","2"
"No","2002","Urban Area","Female","2892","0.721878208415304","0.708209492362507","0.7355469244681","2"
"No","2002","Urban Area","Male","3913","0.802521458539644","0.791408929375819","0.81363398770347","2"
"Yes","2002","Rural Area","Female","664","0.292398585865748","0.272327700594854","0.312469471136642","1"
"Yes","2002","Rural Area","Male","499","0.198683843531642","0.182485888822972","0.214881798240313","1"
"Yes","2002","Urban Area","Male","1017","0.197478541460356","0.18636601229653","0.208591070624181","1"
"Yes","2002","Urban Area","Female","1236","0.278121791584696","0.2644530755319","0.291790507637493","1"
"No","2003","Rural Area","Male","1586","0.7937602997446","0.776163894687798","0.811356704801401","2"
"No","2003","Urban Area","Male","3435","0.791241144695471","0.779171873660929","0.803310415730013","2"
"No","2003","Rural Area","Female","1147","0.689367495807815","0.66766795775442","0.71106703386121","2"
"No","2003","Urban Area","Female","2549","0.704988423573109","0.690279904122559","0.719696943023658","2"
"Yes","2003","Urban Area","Male","921","0.208758855304529","0.196689584269987","0.220828126339071","1"
"Yes","2003","Rural Area","Female","600","0.310632504192185","0.28893296613879","0.33233204224558","1"
"Yes","2003","Rural Area","Male","445","0.2062397002554","0.188643295198599","0.223836105312202","1"
"Yes","2003","Urban Area","Female","1144","0.295011576426891","0.280303056976342","0.309720095877441","1"
"No","2004","Rural Area","Male","1663","0.812058461886439","0.795353707237897","0.828763216534982","2"
"No","2004","Urban Area","Male","3488","0.787668839838054","0.775597464867551","0.799740214808558","2"
"No","2004","Rural Area","Female","1259","0.715479765163265","0.694853025149746","0.736106505176784","2"
"No","2004","Urban Area","Female","2645","0.715347942567161","0.701041930749664","0.729653954384658","2"
"Yes","2004","Urban Area","Male","921","0.212331160161946","0.200259785191442","0.224402535132449","1"
"Yes","2004","Rural Area","Female","579","0.284520234836735","0.263893494823216","0.305146974850254","1"
"Yes","2004","Rural Area","Male","438","0.187941538113561","0.171236783465018","0.204646292762103","1"
"Yes","2004","Urban Area","Female","1177","0.284652057432839","0.270346045615342","0.298958069250336","1"
"No","2005","Rural Area","Male","1479","0.814618390579625","0.796919826640715","0.832316954518535","2"
"No","2005","Urban Area","Male","3093","0.789137116008932","0.776383653140885","0.801890578876978","2"
"No","2005","Rural Area","Female","1115","0.692746704759698","0.670546324825126","0.71494708469427","2"
"No","2005","Urban Area","Female","2357","0.713943433526102","0.698817499180878","0.729069367871325","2"
"Yes","2005","Rural Area","Female","544","0.307253295240302","0.28505291530573","0.329453675174874","1"
"Yes","2005","Rural Area","Male","373","0.185381609420375","0.167683045481465","0.203080173359285","1"
"Yes","2005","Urban Area","Female","1072","0.286056566473898","0.270930632128675","0.301182500819122","1"
"Yes","2005","Urban Area","Male","837","0.210862883991068","0.198109421123022","0.223616346859115","1"
"No","2006","Rural Area","Male","1531","0.806751069119293","0.789098833157942","0.824403305080645","2"
"No","2006","Urban Area","Male","3114","0.792251259393902","0.7796393688335","0.804863149954303","2"
"No","2006","Rural Area","Female","1184","0.70514558708209","0.683830757345854","0.726460416818326","2"
"No","2006","Urban Area","Female","2395","0.705476394911834","0.690405171429068","0.720547618394599","2"
"Yes","2006","Rural Area","Female","574","0.29485441291791","0.273539583181674","0.316169242654146","1"
"Yes","2006","Rural Area","Male","391","0.193248930880707","0.175596694919355","0.210901166842058","1"
"Yes","2006","Urban Area","Female","1119","0.294523605088166","0.279452381605401","0.309594828570932","1"
"Yes","2006","Urban Area","Male","861","0.207748740606099","0.195136850045697","0.2203606311665","1"
"No","2007","Rural Area","Female","1304","0.745086103878883","0.725074868884485","0.76509733887328","2"
"No","2007","Rural Area","Male","1629","0.814629654112828","0.797708553481676","0.831550754743981","2"
"No","2007","Urban Area","Male","3165","0.795368706615026","0.782911526842759","0.807825886387294","2"
"No","2007","Urban Area","Female","2522","0.716735949186535","0.702082141226534","0.731389757146535","2"
"Yes","2007","Rural Area","Female","518","0.254913896121117","0.23490266112672","0.274925131115514","1"
"Yes","2007","Rural Area","Male","397","0.185370345887172","0.168449245256019","0.202291446518324","1"
"Yes","2007","Urban Area","Female","1110","0.283264050813465","0.268610242853465","0.297917858773466","1"
"Yes","2007","Urban Area","Male","864","0.204631293384974","0.192174113612706","0.217088473157241","1"
"No","2008","Urban Area","Male","2877","0.800840856160394","0.787900681978401","0.813781030342388","2"
"No","2008","Rural Area","Female","1177","0.750865809515204","0.730065916271391","0.771665702759018","2"
"No","2008","Rural Area","Male","1448","0.798839730967807","0.780356838067117","0.817322623868498","2"
"No","2008","Urban Area","Female","2316","0.726021329827866","0.710852687185013","0.741189972470718","2"
"Yes","2008","Rural Area","Male","359","0.201160269032193","0.182677376131502","0.219643161932883","1"
"Yes","2008","Urban Area","Female","1005","0.273978670172134","0.258810027529282","0.289147312814987","1"
"Yes","2008","Urban Area","Male","782","0.199159143839606","0.186218969657612","0.212099318021599","1"
"Yes","2008","Rural Area","Female","484","0.249134190484796","0.228334297240982","0.269934083728609","1"
"No","2009","Urban Area","Male","2745","0.819755104528248","0.806939627510687","0.832570581545809","2"
"No","2009","Rural Area","Female","1175","0.736673761754439","0.715575094031141","0.757772429477738","2"
"No","2009","Rural Area","Male","1447","0.798674520897731","0.780150036704803","0.817199005090659","2"
"No","2009","Urban Area","Female","2305","0.723401492219507","0.708130434942765","0.738672549496249","2"
"Yes","2009","Rural Area","Male","353","0.201325479102269","0.182800994909341","0.219849963295197","1"
"Yes","2009","Urban Area","Female","991","0.276598507780493","0.261327450503751","0.291869565057235","1"
"Yes","2009","Urban Area","Male","711","0.180244895471752","0.167429418454191","0.193060372489313","1"
"Yes","2009","Rural Area","Female","499","0.263326238245561","0.242227570522262","0.28442490596886","1"
"No","2010","Rural Area","Female","1644","0.75528611961909","0.737390353389056","0.773181885849125","2"
"No","2010","Rural Area","Male","1994","0.788417469088727","0.772257935004326","0.804577003173127","2"
"No","2010","Urban Area","Female","2932","0.709322939982308","0.695570741343719","0.723075138620897","2"
"No","2010","Urban Area","Male","3725","0.807953082100971","0.796616569875371","0.81928959432657","2"
"Yes","2010","Rural Area","Male","460","0.211582530911273","0.195422996826873","0.227742064995674","1"
"Yes","2010","Rural Area","Female","573","0.24471388038091","0.226818114150875","0.262609646610944","1"
"Yes","2010","Urban Area","Female","1256","0.290677060017692","0.276924861379103","0.304429258656281","1"
"Yes","2010","Urban Area","Male","913","0.192046917899029","0.18071040567343","0.203383430124629","1"
"No","2011","Rural Area","Female","2072","0.743664682806996","0.727595722447754","0.759733643166239","2"
"No","2011","Rural Area","Male","2331","0.808260060088119","0.793895013621437","0.822625106554802","2"
"No","2011","Urban Area","Female","3643","0.706225161484898","0.693839072194478","0.718611250775317","2"
"No","2011","Urban Area","Male","4138","0.794373242160547","0.783403038380267","0.805343445940827","2"
"Yes","2011","Rural Area","Male","554","0.191739939911881","0.177374893445198","0.206104986378563","1"
"Yes","2011","Urban Area","Male","1076","0.205626757839453","0.194656554059174","0.216596961619733","1"
"Yes","2011","Rural Area","Female","764","0.256335317193004","0.240266356833761","0.272404277552246","1"
"Yes","2011","Urban Area","Female","1552","0.293774838515102","0.281388749224683","0.306160927805522","1"
"No","2012","Rural Area","Female","2096","0.732305957148647","0.716059343905078","0.748552570392215","2"
"No","2012","Rural Area","Male","2255","0.806580954960369","0.791945782823508","0.821216127097229","2"
"No","2012","Urban Area","Female","3581","0.702945539162244","0.690429999466962","0.715461078857526","2"
"No","2012","Urban Area","Male","3977","0.795995279709314","0.784822306159835","0.807168253258793","2"
"Yes","2012","Rural Area","Male","543","0.193419045039631","0.178783872902771","0.208054217176492","1"
"Yes","2012","Urban Area","Male","1020","0.204004720290686","0.192831746741207","0.215177693840165","1"
"Yes","2012","Rural Area","Female","757","0.267694042851353","0.251447429607785","0.283940656094922","1"
"Yes","2012","Urban Area","Female","1540","0.297054460837756","0.284538921142474","0.309570000533038","1"
"No","2013","Rural Area","Male","2321","0.807804285835996","0.793338215012493","0.8222703566595","2"
"No","2013","Urban Area","Female","4225","0.694829020905238","0.68309902588219","0.706559015928287","2"
"No","2013","Urban Area","Male","4579","0.795870233189815","0.78532200122864","0.80641846515099","2"
"No","2013","Rural Area","Female","2139","0.705729611382681","0.689403333503224","0.722055889262138","2"
"Yes","2013","Rural Area","Male","529","0.192195714164004","0.177729643340501","0.206661784987507","1"
"Yes","2013","Urban Area","Male","1030","0.204129766810185","0.19358153484901","0.21467799877136","1"
"Yes","2013","Rural Area","Female","854","0.294270388617319","0.277944110737862","0.310596666496776","1"
"Yes","2013","Urban Area","Female","1695","0.305170979094762","0.293440984071713","0.31690097411781","1"
"No","2014","Rural Area","Male","2104","0.800399322112134","0.784985148366499","0.815813495857768","2"
"No","2014","Urban Area","Female","3707","0.692582615678553","0.680092738525404","0.705072492831703","2"
"No","2014","Urban Area","Male","3924","0.785682643162377","0.774169592074254","0.797195694250501","2"
"No","2014","Rural Area","Female","1920","0.694708752993148","0.67734739749381","0.712070108492485","2"
"Yes","2014","Rural Area","Male","479","0.199600677887866","0.184186504142232","0.215014851633501","1"
"Yes","2014","Urban Area","Male","956","0.214317356837623","0.202804305749499","0.225830407925746","1"
"Yes","2014","Rural Area","Female","783","0.305291247006852","0.287929891507515","0.32265260250619","1"
"Yes","2014","Urban Area","Female","1536","0.307417384321447","0.294927507168297","0.319907261474596","1"
"No","2015","Rural Area","Male","2092","0.830023117745732","0.815472945580811","0.844573289910654","2"
"No","2015","Rural Area","Female","1916","0.696249157911917","0.67882848236825","0.713669833455585","2"
"No","2015","Urban Area","Female","3667","0.692621907735621","0.680040957984085","0.705202857487157","2"
"No","2015","Urban Area","Male","3964","0.791154073905507","0.779757601064165","0.802550546746848","2"
"Yes","2015","Rural Area","Female","761","0.303750842088083","0.286330166544415","0.32117151763175","1"
"Yes","2015","Rural Area","Male","468","0.169976882254268","0.155426710089346","0.184527054419189","1"
"Yes","2015","Urban Area","Male","923","0.208845926094493","0.197449453253151","0.220242398935835","1"
"Yes","2015","Urban Area","Female","1500","0.307378092264379","0.294797142512843","0.319959042015915","1"
"No","2016","Rural Area","Male","1983","0.811546747008914","0.796004103157483","0.827089390860346","2"
"No","2016","Urban Area","Male","3696","0.783781061125255","0.771893760846566","0.795668361403944","2"
"No","2016","Rural Area","Female","1778","0.698018501300456","0.680071615910354","0.715965386690558","2"
"No","2016","Urban Area","Female","3447","0.702099284035925","0.689229611627441","0.714968956444408","2"
"Yes","2016","Urban Area","Male","911","0.216218938874745","0.204331638596056","0.228106239153434","1"
"Yes","2016","Rural Area","Female","736","0.301981498699544","0.284034613309442","0.319928384089646","1"
"Yes","2016","Rural Area","Male","449","0.188453252991085","0.172910609139654","0.203995896842517","1"
"Yes","2016","Urban Area","Female","1404","0.297900715964075","0.285031043555592","0.310770388372559","1"
"No","2017","Rural Area","Male","2381","0.823793529339739","0.809931733395364","0.837655325284115","2"
"No","2017","Urban Area","Male","4276","0.783978412107582","0.772912714142705","0.795044110072459","2"
"No","2017","Rural Area","Female","2088","0.709254714924538","0.692789574411758","0.725719855437319","2"
"No","2017","Urban Area","Female","3751","0.694168733203423","0.681861256245537","0.706476210161308","2"
"Yes","2017","Urban Area","Male","1037","0.216021587892418","0.204955889927541","0.227087285857295","1"
"Yes","2017","Rural Area","Female","834","0.290745285075462","0.274280144562681","0.307210425588242","1"
"Yes","2017","Rural Area","Male","521","0.176206470660261","0.162344674715885","0.190068266604636","1"
"Yes","2017","Urban Area","Female","1633","0.305831266796577","0.293523789838692","0.318138743754463","1"
"No","2018","Rural Area","Male","2248","0.808165270315376","0.793416864536203","0.822913676094548","2"
"No","2018","Urban Area","Male","4144","0.773838879737253","0.762443120768698","0.785234638705808","2"
"No","2018","Rural Area","Female","1946","0.701066521408598","0.683978310322124","0.718154732495071","2"
"No","2018","Urban Area","Female","3581","0.69145856014482","0.678806742017099","0.70411037827254","2"
"Yes","2018","Rural Area","Female","811","0.298933478591402","0.281845267504929","0.316021689677876","1"
"Yes","2018","Rural Area","Male","490","0.191834729684624","0.177086323905452","0.206583135463797","1"
"Yes","2018","Urban Area","Female","1539","0.308541439855181","0.29588962172746","0.321193257982901","1"
"Yes","2018","Urban Area","Male","1033","0.226161120262747","0.214765361294192","0.237556879231302","1"
"No","2019","Rural Area","Male","2123","0.79392935583734","0.778363890821068","0.809494820853612","2"
"No","2019","Urban Area","Male","3707","0.787443703229054","0.775577087413031","0.799310319045076","2"
"No","2019","Rural Area","Female","1854","0.70544427601604","0.687969549418218","0.722919002613861","2"
"No","2019","Urban Area","Female","3248","0.682917954596153","0.669540141553969","0.696295767638337","2"
"Yes","2019","Rural Area","Female","760","0.29455572398396","0.277080997386139","0.312030450581782","1"
"Yes","2019","Rural Area","Male","471","0.20607064416266","0.190505179146388","0.221636109178932","1"
"Yes","2019","Urban Area","Female","1400","0.317082045403847","0.303704232361663","0.330459858446031","1"
"Yes","2019","Urban Area","Male","859","0.212556296770946","0.200689680954924","0.224422912586969","1"
