"pgoeffd","year","e11103","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","1989","Part Time","(2c_gen) general maturity certificate","40","0.688357980781972","0.56915989665883","0.807556064905115"
"No","1989","Part Time","(2c_voc) vocational maturity certificate","34","0.734739352813573","0.607162396023344","0.862316309603802"
"No","1989","Part Time","(3a) lower tertiary education","22","","",""
"No","1989","Part Time","(3b) higher tertiary education","32","0.360701471606798","0.258010028389055","0.463392914824542"
"No","1989","Not Working","(0) in school","2","","",""
"No","1989","Not Working","(1a) inadequately completed","6","","",""
"No","1989","Not Working","(1b) general elementary school","23","","",""
"No","1989","Not Working","(1c) basic vocational qualification","16","","",""
"No","1989","Not Working","(2b) intermediate general qualification","11","","",""
"No","1989","Not Working","(2a) intermediate vocational","10","","",""
"No","1989","Not Working","(2c_gen) general maturity certificate","12","","",""
"No","1989","Not Working","(2c_voc) vocational maturity certificate","4","","",""
"No","1989","Not Working","(3a) lower tertiary education","4","","",""
"No","1989","Not Working","(3b) higher tertiary education","3","","",""
"Yes","1990","Full Time","(0) in school","","","",""
"Yes","1990","Full Time","(1a) inadequately completed","23","","",""
"Yes","1990","Full Time","(1b) general elementary school","71","0.125823865159742","0.101976814836591","0.149670915482893"
"Yes","1990","Full Time","(1c) basic vocational qualification","294","0.208058187474419","0.18843053538431","0.227685839564527"
"Yes","1990","Full Time","(2b) intermediate general qualification","34","0.262047620546347","0.188678582194858","0.335416658897836"
"Yes","1990","Full Time","(2a) intermediate vocational","213","0.326713027452495","0.291199482848728","0.362226572056262"
"Yes","1990","Full Time","(2c_gen) general maturity certificate","21","","",""
"Yes","1990","Full Time","(2c_voc) vocational maturity certificate","52","0.275149593997105","0.215033771705324","0.335265416288885"
"Yes","1990","Full Time","(3a) lower tertiary education","37","0.281015293066584","0.207599135800945","0.354431450332224"
"Yes","1990","Full Time","(3b) higher tertiary education","131","0.486908794285777","0.428468011310764","0.54534957726079"
"Yes","1990","Part Time","(0) in school","1","","",""
"Yes","1990","Part Time","(1a) inadequately completed","12","","",""
"Yes","1990","Part Time","(1b) general elementary school","61","0.237248595680726","0.188705170534254","0.285792020827199"
"Yes","1990","Part Time","(1c) basic vocational qualification","69","0.188403011916443","0.149241194520062","0.227564829312824"
"Yes","1990","Part Time","(2b) intermediate general qualification","27","","",""
"Yes","1990","Part Time","(2a) intermediate vocational","48","0.235571724872196","0.173578848026077","0.297564601718316"
"Yes","1990","Part Time","(2c_gen) general maturity certificate","21","","",""
"Yes","1990","Part Time","(2c_voc) vocational maturity certificate","15","","",""
"Yes","1990","Part Time","(3a) lower tertiary education","11","","",""
"Yes","1990","Part Time","(3b) higher tertiary education","49","0.644658361449073","0.534105572504372","0.755211150393773"
"Yes","1990","Not Working","(0) in school","","","",""
"Yes","1990","Not Working","(1a) inadequately completed","3","","",""
"Yes","1990","Not Working","(1b) general elementary school","6","","",""
"Yes","1990","Not Working","(1c) basic vocational qualification","2","","",""
"Yes","1990","Not Working","(2b) intermediate general qualification","","","",""
"Yes","1990","Not Working","(2a) intermediate vocational","3","","",""
"Yes","1990","Not Working","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Not Working","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Not Working","(3a) lower tertiary education","","","",""
"Yes","1990","Not Working","(3b) higher tertiary education","3","","",""
"No","1990","Full Time","(0) in school","","","",""
"No","1990","Full Time","(1a) inadequately completed","265","0.903751436814258","0.869689175606554","0.937813698021962"
"No","1990","Full Time","(1b) general elementary school","672","0.874176134840258","0.850329084517107","0.898023185163409"
"No","1990","Full Time","(1c) basic vocational qualification","1349","0.791941812525581","0.772314160435473","0.81156946461569"
"No","1990","Full Time","(2b) intermediate general qualification","104","0.737952379453653","0.664583341102164","0.811321417805142"
"No","1990","Full Time","(2a) intermediate vocational","457","0.673286972547505","0.637773427943738","0.708800517151272"
"No","1990","Full Time","(2c_gen) general maturity certificate","57","0.69415323508573","0.591899210273513","0.796407259897947"
"No","1990","Full Time","(2c_voc) vocational maturity certificate","160","0.724850406002895","0.664734583711115","0.784966228294676"
"No","1990","Full Time","(3a) lower tertiary education","107","0.718984706933416","0.645568549667776","0.792400864199055"
"No","1990","Full Time","(3b) higher tertiary education","150","0.513091205714223","0.45465042273921","0.571531988689236"
"No","1990","Part Time","(0) in school","2","","",""
"No","1990","Part Time","(1a) inadequately completed","65","0.882492508075325","0.810565661488732","0.954419354661918"
"No","1990","Part Time","(1b) general elementary school","234","0.762751404319274","0.714207979172801","0.811294829465746"
"No","1990","Part Time","(1c) basic vocational qualification","314","0.811596988083557","0.772435170687176","0.850758805479938"
"No","1990","Part Time","(2b) intermediate general qualification","49","0.644224249860031","0.536590616563244","0.751857883156819"
"No","1990","Part Time","(2a) intermediate vocational","132","0.764428275127803","0.702435398281684","0.826421151973923"
"No","1990","Part Time","(2c_gen) general maturity certificate","43","0.63111776645788","0.51290696100945","0.74932857190631"
"No","1990","Part Time","(2c_voc) vocational maturity certificate","36","0.722863001215067","0.600023440132466","0.845702562297668"
"No","1990","Part Time","(3a) lower tertiary education","26","","",""
"No","1990","Part Time","(3b) higher tertiary education","23","","",""
"No","1990","Not Working","(0) in school","2","","",""
"No","1990","Not Working","(1a) inadequately completed","4","","",""
"No","1990","Not Working","(1b) general elementary school","18","","",""
"No","1990","Not Working","(1c) basic vocational qualification","20","","",""
"No","1990","Not Working","(2b) intermediate general qualification","3","","",""
"No","1990","Not Working","(2a) intermediate vocational","7","","",""
"No","1990","Not Working","(2c_gen) general maturity certificate","2","","",""
"No","1990","Not Working","(2c_voc) vocational maturity certificate","","","",""
"No","1990","Not Working","(3a) lower tertiary education","3","","",""
"No","1990","Not Working","(3b) higher tertiary education","2","","",""
"Yes","1991","Full Time","(0) in school","","","",""
"Yes","1991","Full Time","(1a) inadequately completed","31","0.124632190565884","0.0861495137587727","0.163114867372995"
"Yes","1991","Full Time","(1b) general elementary school","89","0.137453468627332","0.113037692728253","0.161869244526412"
"Yes","1991","Full Time","(1c) basic vocational qualification","290","0.202165123793292","0.18278682065267","0.221543426933914"
"Yes","1991","Full Time","(2b) intermediate general qualification","41","0.306715171771051","0.231135752617884","0.382294590924217"
"Yes","1991","Full Time","(2a) intermediate vocational","218","0.319896219563099","0.284551285120134","0.355241154006065"
"Yes","1991","Full Time","(2c_gen) general maturity certificate","25","","",""
"Yes","1991","Full Time","(2c_voc) vocational maturity certificate","62","0.305159502403617","0.243892838260912","0.366426166546323"
"Yes","1991","Full Time","(3a) lower tertiary education","37","0.265824778976974","0.195362415005094","0.336287142948854"
"Yes","1991","Full Time","(3b) higher tertiary education","131","0.489350136640513","0.430588056648985","0.54811221663204"
"Yes","1991","Part Time","(0) in school","1","","",""
"Yes","1991","Part Time","(1a) inadequately completed","14","","",""
"Yes","1991","Part Time","(1b) general elementary school","62","0.272804003221772","0.221977738715488","0.323630267728055"
"Yes","1991","Part Time","(1c) basic vocational qualification","73","0.199016292221546","0.160131772776511","0.23790081166658"
"Yes","1991","Part Time","(2b) intermediate general qualification","18","","",""
"Yes","1991","Part Time","(2a) intermediate vocational","57","0.237622443081858","0.179640642474433","0.295604243689282"
"Yes","1991","Part Time","(2c_gen) general maturity certificate","13","","",""
"Yes","1991","Part Time","(2c_voc) vocational maturity certificate","17","","",""
"Yes","1991","Part Time","(3a) lower tertiary education","12","","",""
"Yes","1991","Part Time","(3b) higher tertiary education","57","0.624249477179055","0.524190576586919","0.724308377771191"
"Yes","1991","Not Working","(0) in school","","","",""
"Yes","1991","Not Working","(1a) inadequately completed","1","","",""
"Yes","1991","Not Working","(1b) general elementary school","6","","",""
"Yes","1991","Not Working","(1c) basic vocational qualification","3","","",""
"Yes","1991","Not Working","(2b) intermediate general qualification","1","","",""
"Yes","1991","Not Working","(2a) intermediate vocational","3","","",""
"Yes","1991","Not Working","(2c_gen) general maturity certificate","4","","",""
"Yes","1991","Not Working","(2c_voc) vocational maturity certificate","1","","",""
"Yes","1991","Not Working","(3a) lower tertiary education","","","",""
"Yes","1991","Not Working","(3b) higher tertiary education","3","","",""
"No","1991","Full Time","(0) in school","","","",""
"No","1991","Full Time","(1a) inadequately completed","252","0.875367809434116","0.836885132627004","0.913850486241227"
"No","1991","Full Time","(1b) general elementary school","675","0.862546531372668","0.838130755473588","0.886962307271747"
"No","1991","Full Time","(1c) basic vocational qualification","1360","0.797834876206708","0.778456573066086","0.81721317934733"
"No","1991","Full Time","(2b) intermediate general qualification","102","0.693284828228949","0.617705409075783","0.768864247382115"
"No","1991","Full Time","(2a) intermediate vocational","451","0.680103780436901","0.644758845993935","0.715448714879866"
"No","1991","Full Time","(2c_gen) general maturity certificate","59","0.676649215080985","0.57661992215535","0.776678508006621"
"No","1991","Full Time","(2c_voc) vocational maturity certificate","155","0.694840497596383","0.633573833453678","0.756107161739088"
"No","1991","Full Time","(3a) lower tertiary education","114","0.734175221023026","0.663712857051146","0.804637584994906"
"No","1991","Full Time","(3b) higher tertiary education","147","0.510649863359487","0.45188778336796","0.569411943351015"
"No","1991","Part Time","(0) in school","6","","",""
"No","1991","Part Time","(1a) inadequately completed","75","0.813455714777469","0.732525439154047","0.89438599040089"
"No","1991","Part Time","(1b) general elementary school","233","0.727195996778228","0.676369732271945","0.778022261284512"
"No","1991","Part Time","(1c) basic vocational qualification","332","0.800983707778454","0.76209918833342","0.839868227223489"
