"pgoeffd","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","Not Working","Rural Area","25","","","","1"
"Yes","2011","Not Working","Urban Area","38","0.202912704031818","0.151711345905721","0.254114062157914","1"
"Yes","2011","Part Time","Rural Area","438","0.197740011899845","0.180460501497636","0.215019522302053","1"
"Yes","2011","Part Time","Urban Area","923","0.228036300617445","0.214641524624662","0.241431076610228","1"
"No","2012","Full Time","Rural Area","2700","0.770764794604506","0.7569375543977","0.784592034811312","2"
"No","2012","Full Time","Urban Area","4545","0.742939068349423","0.73200275759398","0.753875379104866","2"
"No","2012","Not Working","Rural Area","139","0.785137837719064","0.722844330898602","0.847431344539526","2"
"No","2012","Not Working","Urban Area","211","0.821548514602532","0.774917496239332","0.868179532965732","2"
"No","2012","Part Time","Rural Area","1512","0.773504344851412","0.754849949677565","0.792158740025259","2"
"No","2012","Part Time","Urban Area","2802","0.769068234419194","0.755534762465186","0.782601706373201","2"
"Yes","2012","Full Time","Rural Area","850","0.229235205395494","0.215407965188688","0.2430624456023","1"
"Yes","2012","Part Time","Rural Area","422","0.226495655148588","0.20784125997474","0.245150050322435","1"
"Yes","2012","Full Time","Urban Area","1589","0.257060931650577","0.246124620895134","0.26799724240602","1"
"Yes","2012","Not Working","Rural Area","28","","","","1"
"Yes","2012","Not Working","Urban Area","48","0.178451485397468","0.131820467034268","0.225082503760668","1"
"Yes","2012","Part Time","Urban Area","923","0.230931765580806","0.217398293626799","0.244465237534814","1"
"No","2013","Full Time","Rural Area","2319","0.74966350654275","0.734465155407881","0.764861857677619","2"
"No","2013","Full Time","Urban Area","4046","0.725573488723359","0.713790229279698","0.737356748167019","2"
"No","2013","Not Working","Rural Area","696","0.885839696686964","0.863775822548585","0.907903570825343","2"
"No","2013","Not Working","Urban Area","2169","0.836354375801605","0.822031799216937","0.850676952386273","2"
"No","2013","Part Time","Rural Area","1445","0.751322346638408","0.732008130347088","0.770636562929729","2"
"No","2013","Part Time","Urban Area","2589","0.753395919523765","0.739027461541247","0.767764377506282","2"
"Yes","2013","Full Time","Rural Area","802","0.25033649345725","0.235138142322381","0.265534844592119","1"
"Yes","2013","Full Time","Urban Area","1463","0.274426511276642","0.262643251832981","0.286209770720302","1"
"Yes","2013","Not Working","Rural Area","102","0.114160303313036","0.0920964291746571","0.136224177451415","1"
"Yes","2013","Not Working","Urban Area","394","0.163645624198395","0.149323047613727","0.177968200783063","1"
"Yes","2013","Part Time","Rural Area","479","0.248677653361592","0.229363437070271","0.267991869652912","1"
"Yes","2013","Part Time","Urban Area","868","0.246604080476235","0.232235622493718","0.260972538458753","1"
"No","2014","Full Time","Rural Area","2404","0.749059802752343","0.733878422544129","0.764241182960557","2"
"No","2014","Full Time","Urban Area","4477","0.741924504690649","0.730819147897996","0.753029861483301","2"
"No","2014","Not Working","Rural Area","164","0.856836577325415","0.80853765489959","0.905135499751239","2"
"No","2014","Not Working","Urban Area","304","0.743471430544534","0.699504262032466","0.787438599056602","2"
"No","2014","Part Time","Rural Area","1456","0.745538180956115","0.726211124516293","0.764865237395937","2"
"No","2014","Part Time","Urban Area","2850","0.739238591800755","0.725242197605227","0.753234985996282","2"
"Yes","2014","Full Time","Rural Area","729","0.250940197247657","0.235758817039443","0.266121577455871","1"
"Yes","2014","Full Time","Urban Area","1487","0.258075495309352","0.246970138516699","0.269180852102004","1"
"Yes","2014","Not Working","Rural Area","38","0.143163422674585","0.0948645002487606","0.19146234510041","1"
"Yes","2014","Not Working","Urban Area","75","0.256528569455466","0.212561400943398","0.300495737967534","1"
"Yes","2014","Part Time","Rural Area","495","0.254461819043885","0.235134762604063","0.273788875483707","1"
"Yes","2014","Part Time","Urban Area","930","0.260761408199245","0.246765014003718","0.274757802394773","1"
"No","2015","Full Time","Rural Area","2234","0.756452293475016","0.740971288093438","0.771933298856594","2"
"No","2015","Full Time","Urban Area","4135","0.73829738375409","0.726703749733746","0.749891017774433","2"
"No","2015","Not Working","Rural Area","369","0.839196459410253","0.803980495916062","0.874412422904444","2"
"No","2015","Not Working","Urban Area","877","0.794886908815551","0.770107133323655","0.819666684307448","2"
"No","2015","Part Time","Rural Area","1405","0.7767933135727","0.757900414229214","0.795686212916185","2"
"No","2015","Part Time","Urban Area","2619","0.74595104268906","0.731553621547423","0.760348463830697","2"
"Yes","2015","Full Time","Rural Area","719","0.243547706524984","0.228066701143406","0.259028711906562","1"
"Yes","2015","Full Time","Urban Area","1387","0.26170261624591","0.250108982225567","0.273296250266254","1"
"Yes","2015","Not Working","Rural Area","49","0.160803540589747","0.125587577095556","0.196019504083938","1"
"Yes","2015","Not Working","Urban Area","143","0.205113091184449","0.180333315692552","0.229892866676345","1"
"Yes","2015","Part Time","Rural Area","461","0.2232066864273","0.204313787083815","0.242099585770786","1"
"Yes","2015","Part Time","Urban Area","893","0.25404895731094","0.239651536169303","0.268446378452577","1"
"No","2016","Full Time","Rural Area","2156","0.753525956248195","0.737687312206713","0.769364600289677","2"
"No","2016","Full Time","Urban Area","3997","0.734629773958015","0.722833723964835","0.746425823951195","2"
"No","2016","Not Working","Rural Area","225","0.83826821813122","0.794185346231376","0.882351090031064","2"
"No","2016","Not Working","Urban Area","508","0.777784587286369","0.744267126803852","0.811302047768886","2"
"No","2016","Part Time","Rural Area","1379","0.758983932693885","0.739404227543487","0.778563637844283","2"
"No","2016","Part Time","Urban Area","2637","0.7600152762207","0.745834109022091","0.774196443419309","2"
"Yes","2016","Full Time","Rural Area","688","0.246474043751805","0.230635399710323","0.262312687793287","1"
"Yes","2016","Full Time","Urban Area","1385","0.265370226041985","0.253574176048805","0.277166276035165","1"
"Yes","2016","Not Working","Rural Area","43","0.16173178186878","0.117648909968936","0.205814653768624","1"
"Yes","2016","Not Working","Urban Area","83","0.222215412713631","0.188697952231114","0.255732873196148","1"
"Yes","2016","Part Time","Rural Area","454","0.241016067306115","0.221436362155717","0.260595772456513","1"
"Yes","2016","Part Time","Urban Area","847","0.2399847237793","0.225803556580691","0.254165890977909","1"
"No","2017","Full Time","Rural Area","2608","0.769684071668099","0.755569090648891","0.783799052687306","2"
"No","2017","Full Time","Urban Area","4447","0.737359221273949","0.726218575689065","0.748499866858833","2"
"No","2017","Not Working","Urban Area","655","0.810163949593978","0.782245628995785","0.838082270192172","2"
"No","2017","Not Working","Rural Area","307","0.748877922025749","0.704081347862875","0.793674496188624","2"
"No","2017","Part Time","Rural Area","1554","0.769266630632445","0.75101133260886","0.787521928656031","2"
"No","2017","Part Time","Urban Area","2925","0.740440717602724","0.726760657162181","0.754120778043268","2"
"Yes","2017","Full Time","Rural Area","810","0.230315928331901","0.216200947312694","0.244430909351109","1"
"Yes","2017","Full Time","Urban Area","1547","0.262640778726051","0.251500133141167","0.273781424310935","1"
"Yes","2017","Not Working","Rural Area","53","0.251122077974251","0.206325503811376","0.295918652137125","1"
"Yes","2017","Not Working","Urban Area","103","0.189836050406022","0.161917729807828","0.217754371004215","1"
"Yes","2017","Part Time","Rural Area","492","0.230733369367554","0.212478071343969","0.24898866739114","1"
"Yes","2017","Part Time","Urban Area","1020","0.259559282397276","0.245879221956732","0.273239342837819","1"
"No","2018","Full Time","Rural Area","2362","0.753768465052224","0.73873092060799","0.768806009496458","2"
"No","2018","Full Time","Urban Area","4199","0.734613152335504","0.723148631279766","0.746077673391242","2"
"No","2018","Not Working","Urban Area","616","0.838126200515336","0.81131464094756","0.864937760083113","2"
"No","2018","Not Working","Rural Area","285","0.805924429109805","0.762524867181452","0.849323991038159","2"
"No","2018","Part Time","Urban Area","2910","0.726604934228554","0.7125699221643","0.740639946292808","2"
"No","2018","Part Time","Rural Area","1547","0.761657747257395","0.743091223334354","0.780224271180436","2"
"Yes","2018","Full Time","Rural Area","791","0.246231534947776","0.231193990503542","0.26126907939201","1"
"Yes","2018","Full Time","Urban Area","1499","0.265386847664496","0.253922326608758","0.276851368720234","1"
"Yes","2018","Not Working","Rural Area","34","0.194075570890195","0.150676008961841","0.237475132818549","1"
"Yes","2018","Not Working","Urban Area","109","0.161873799484664","0.135062239916887","0.18868535905244","1"
"Yes","2018","Part Time","Rural Area","476","0.238342252742605","0.219775728819564","0.256908776665646","1"
"Yes","2018","Part Time","Urban Area","964","0.273395065771446","0.259360053707192","0.2874300778357","1"
"No","2019","Full Time","Rural Area","2295","0.762229026402013","0.747005323971387","0.777452728832638","2"
"No","2019","Full Time","Urban Area","3767","0.72549776916689","0.713212690969537","0.737782847364243","2"
"No","2019","Not Working","Rural Area","280","0.776748642284343","0.732222429428601","0.821274855140086","2"
"No","2019","Not Working","Urban Area","549","0.763169140794396","0.730257569134814","0.796080712453978","2"
"No","2019","Part Time","Rural Area","1402","0.727456124119672","0.707264034220074","0.747648214019271","2"
"No","2019","Part Time","Urban Area","2639","0.755342710704482","0.741109032491231","0.769576388917733","2"
"Yes","2019","Full Time","Rural Area","709","0.237770973597987","0.222547271167362","0.252994676028613","1"
"Yes","2019","Full Time","Urban Area","1302","0.27450223083311","0.262217152635756","0.286787309030463","1"
"Yes","2019","Not Working","Rural Area","56","0.223251357715657","0.178725144859914","0.267777570571399","1"
"Yes","2019","Not Working","Urban Area","92","0.236830859205604","0.203919287546022","0.269742430865187","1"
"Yes","2019","Part Time","Rural Area","466","0.272543875880328","0.252351785980729","0.292735965779926","1"
"Yes","2019","Part Time","Urban Area","865","0.244657289295518","0.230423611082267","0.258890967508769","1"
