"pgoeffd","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","1984","Berlin","secondary school degree","","","",""
"Yes","1984","Berlin","college entrance qualification","","","",""
"Yes","1984","Berlin","Other degree","","","",""
"Yes","1984","Berlin","no degree/no degree yet","","","",""
"Yes","1984","Brandenburg","lower secondary degree","","","",""
"Yes","1984","Brandenburg","secondary school degree","","","",""
"Yes","1984","Brandenburg","college entrance qualification","","","",""
"Yes","1984","Brandenburg","Other degree","","","",""
"Yes","1984","Brandenburg","no degree/no degree yet","","","",""
"Yes","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1984","Saxony","lower secondary degree","","","",""
"Yes","1984","Saxony","secondary school degree","","","",""
"Yes","1984","Saxony","college entrance qualification","","","",""
"Yes","1984","Saxony","Other degree","","","",""
"Yes","1984","Saxony","no degree/no degree yet","","","",""
"Yes","1984","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1984","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1984","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1984","Saxony-Anhalt","Other degree","","","",""
"Yes","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1984","Thuringia","lower secondary degree","","","",""
"Yes","1984","Thuringia","secondary school degree","","","",""
"Yes","1984","Thuringia","college entrance qualification","","","",""
"Yes","1984","Thuringia","Other degree","","","",""
"Yes","1984","Thuringia","no degree/no degree yet","","","",""
"No","1984","Schleswig-Holstein","lower secondary degree","89","0.82766757716745","0.756440080432352","0.898895073902548"
"No","1984","Schleswig-Holstein","secondary school degree","45","0.635868530971555","0.522331817547305","0.749405244395805"
"No","1984","Schleswig-Holstein","college entrance qualification","","","",""
"No","1984","Schleswig-Holstein","Other degree","","","",""
"No","1984","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","1984","Hamburg","lower secondary degree","48","0.756277444800654","0.6485387750681","0.864016114533209"
"No","1984","Hamburg","secondary school degree","30","0.80765153992557","0.68065157571014","0.934651504140999"
"No","1984","Hamburg","college entrance qualification","","","",""
"No","1984","Hamburg","Other degree","","","",""
"No","1984","Hamburg","no degree/no degree yet","","","",""
"No","1984","Lower Saxony","lower secondary degree","287","0.794101140530166","0.752214892694683","0.835987388365649"
"No","1984","Lower Saxony","secondary school degree","101","0.713083406913336","0.638423656678904","0.787743157147768"
"No","1984","Lower Saxony","college entrance qualification","34","0.425237275732619","0.316220205545802","0.534254345919435"
"No","1984","Lower Saxony","Other degree","53","0.883909646400238","0.801470004238434","0.966349288562041"
"No","1984","Lower Saxony","no degree/no degree yet","30","0.98956402576962","0.953790998591959","1.02533705294728"
"No","1984","Bremen","lower secondary degree","","","",""
"No","1984","Bremen","secondary school degree","","","",""
"No","1984","Bremen","college entrance qualification","","","",""
"No","1984","Bremen","Other degree","","","",""
"No","1984","Bremen","no degree/no degree yet","","","",""
"No","1984","North Rhine-Westphalia","lower secondary degree","661","0.812021506236524","0.785015652255461","0.839027360217588"
"No","1984","North Rhine-Westphalia","secondary school degree","211","0.695023727786333","0.64292581729972","0.747121638272947"
"No","1984","North Rhine-Westphalia","college entrance qualification","124","0.524929271251877","0.460808363489067","0.589050179014687"
"No","1984","North Rhine-Westphalia","Other degree","250","0.858647035495397","0.818057444864715","0.899236626126078"
"No","1984","North Rhine-Westphalia","no degree/no degree yet","170","0.911888677629467","0.870820132560516","0.952957222698418"
"No","1984","Hesse","lower secondary degree","235","0.768314123247856","0.720411516478098","0.816216730017614"
"No","1984","Hesse","secondary school degree","89","0.700105425613157","0.620725784292702","0.779485066933612"
"No","1984","Hesse","college entrance qualification","53","0.603741039259008","0.502123661251993","0.705358417266024"
"No","1984","Hesse","Other degree","123","0.885792340281494","0.833661629226276","0.937923051336712"
"No","1984","Hesse","no degree/no degree yet","77","0.921827274711578","0.8650922473495","0.978562302073656"
"No","1984","Rhineland-Palatinate,Saarland","lower secondary degree","211","0.807731926220016","0.759922332892606","0.855541519547427"
"No","1984","Rhineland-Palatinate,Saarland","secondary school degree","42","0.634894936012035","0.519610534438831","0.750179337585239"
"No","1984","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","1984","Rhineland-Palatinate,Saarland","Other degree","42","0.928761249696234","0.851879359364612","1.00564314002785"
"No","1984","Rhineland-Palatinate,Saarland","no degree/no degree yet","40","0.790225465748728","0.673825981671894","0.906624949825563"
"No","1984","Baden-Württemberg","lower secondary degree","530","0.81617511745189","0.786142617453651","0.846207617450129"
"No","1984","Baden-Württemberg","secondary school degree","134","0.766126315887032","0.703050059747184","0.829202572026879"
"No","1984","Baden-Württemberg","college entrance qualification","80","0.609858090996985","0.526008275330324","0.693707906663647"
"No","1984","Baden-Württemberg","Other degree","264","0.960000279987541","0.937169590425883","0.982830969549198"
"No","1984","Baden-Württemberg","no degree/no degree yet","188","0.904695664641542","0.864401645317618","0.944989683965465"
"No","1984","Bavaria","lower secondary degree","533","0.844728015644224","0.816447793479244","0.873008237809204"
"No","1984","Bavaria","secondary school degree","171","0.707327858734548","0.650238619971913","0.764417097497184"
"No","1984","Bavaria","college entrance qualification","79","0.550051227454256","0.467643644185601","0.632458810722911"
"No","1984","Bavaria","Other degree","155","0.861174789220216","0.809350916945344","0.912998661495088"
"No","1984","Bavaria","no degree/no degree yet","74","0.946167595655771","0.896082706901187","0.996252484410355"
"No","1984","Berlin","lower secondary degree","72","0.637697680535146","0.546622680924828","0.728772680145464"
"No","1984","Berlin","secondary school degree","33","0.622264499013518","0.492954346151396","0.751574651875641"
"No","1984","Berlin","college entrance qualification","","","",""
"No","1984","Berlin","Other degree","35","0.867106668572438","0.761909039277059","0.972304297867818"
"No","1984","Berlin","no degree/no degree yet","","","",""
"No","1984","Brandenburg","lower secondary degree","","","",""
"No","1984","Brandenburg","secondary school degree","","","",""
"No","1984","Brandenburg","college entrance qualification","","","",""
"No","1984","Brandenburg","Other degree","","","",""
"No","1984","Brandenburg","no degree/no degree yet","","","",""
"No","1984","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","1984","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","1984","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","1984","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","1984","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","1984","Saxony","lower secondary degree","","","",""
"No","1984","Saxony","secondary school degree","","","",""
"No","1984","Saxony","college entrance qualification","","","",""
"No","1984","Saxony","Other degree","","","",""
"No","1984","Saxony","no degree/no degree yet","","","",""
"No","1984","Saxony-Anhalt","lower secondary degree","","","",""
"No","1984","Saxony-Anhalt","secondary school degree","","","",""
"No","1984","Saxony-Anhalt","college entrance qualification","","","",""
"No","1984","Saxony-Anhalt","Other degree","","","",""
"No","1984","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","1984","Thuringia","lower secondary degree","","","",""
"No","1984","Thuringia","secondary school degree","","","",""
"No","1984","Thuringia","college entrance qualification","","","",""
"No","1984","Thuringia","Other degree","","","",""
"No","1984","Thuringia","no degree/no degree yet","","","",""
"Yes","1985","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1985","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1985","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1985","Schleswig-Holstein","Other degree","","","",""
"Yes","1985","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1985","Hamburg","lower secondary degree","","","",""
"Yes","1985","Hamburg","secondary school degree","","","",""
"Yes","1985","Hamburg","college entrance qualification","","","",""
"Yes","1985","Hamburg","Other degree","","","",""
"Yes","1985","Hamburg","no degree/no degree yet","","","",""
"Yes","1985","Lower Saxony","lower secondary degree","64","0.229099908713912","0.180897563144085","0.277302254283739"
"Yes","1985","Lower Saxony","secondary school degree","36","0.272321119360261","0.196380930566276","0.348261308154246"
"Yes","1985","Lower Saxony","college entrance qualification","40","0.584253579368033","0.468798240232089","0.699708918503977"
"Yes","1985","Lower Saxony","Other degree","","","",""
"Yes","1985","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1985","Bremen","lower secondary degree","","","",""
"Yes","1985","Bremen","secondary school degree","","","",""
"Yes","1985","Bremen","college entrance qualification","","","",""
"Yes","1985","Bremen","Other degree","","","",""
"Yes","1985","Bremen","no degree/no degree yet","","","",""
"Yes","1985","North Rhine-Westphalia","lower secondary degree","126","0.196621673203014","0.166727334325177","0.22651601208085"
"Yes","1985","North Rhine-Westphalia","secondary school degree","87","0.299156541996699","0.245714468372588","0.352598615620811"
"Yes","1985","North Rhine-Westphalia","college entrance qualification","109","0.490535399423123","0.425214972384162","0.555855826462084"
"Yes","1985","North Rhine-Westphalia","Other degree","","","",""
"Yes","1985","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1985","Hesse","lower secondary degree","54","0.234829469035161","0.182903629816662","0.286755308253661"
"Yes","1985","Hesse","secondary school degree","35","0.312662841802952","0.226422662943235","0.398903020662669"
"Yes","1985","Hesse","college entrance qualification","33","0.393105521428836","0.285398079741392","0.50081296311628"
"Yes","1985","Hesse","Other degree","","","",""
"Yes","1985","Hesse","no degree/no degree yet","","","",""
"Yes","1985","Rhineland-Palatinate,Saarland","lower secondary degree","48","0.224753048521802","0.170807327495408","0.278698769548196"
"Yes","1985","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1985","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1985","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1985","Baden-Württemberg","lower secondary degree","102","0.189987522107231","0.158006483357069","0.221968560857393"
"Yes","1985","Baden-Württemberg","secondary school degree","37","0.237244536980293","0.172139147581908","0.302349926378677"
"Yes","1985","Baden-Württemberg","college entrance qualification","42","0.351909295756175","0.265002775311068","0.438815816201281"
"Yes","1985","Baden-Württemberg","Other degree","","","",""
"Yes","1985","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1985","Bavaria","lower secondary degree","86","0.158959376800739","0.128005342571213","0.189913411030266"
"Yes","1985","Bavaria","secondary school degree","73","0.320028633135055","0.259741601083778","0.380315665186333"
"Yes","1985","Bavaria","college entrance qualification","48","0.43313179063984","0.340951582793678","0.525311998486002"
"Yes","1985","Bavaria","Other degree","","","",""
"Yes","1985","Bavaria","no degree/no degree yet","","","",""
"Yes","1985","Berlin","lower secondary degree","32","0.425121872424396","0.317462907705304","0.532780837143488"
"Yes","1985","Berlin","secondary school degree","","","",""
"Yes","1985","Berlin","college entrance qualification","","","",""
"Yes","1985","Berlin","Other degree","","","",""
"Yes","1985","Berlin","no degree/no degree yet","","","",""
"Yes","1985","Brandenburg","lower secondary degree","","","",""
"Yes","1985","Brandenburg","secondary school degree","","","",""
"Yes","1985","Brandenburg","college entrance qualification","","","",""
"Yes","1985","Brandenburg","Other degree","","","",""
"Yes","1985","Brandenburg","no degree/no degree yet","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1985","Saxony","lower secondary degree","","","",""
"Yes","1985","Saxony","secondary school degree","","","",""
"Yes","1985","Saxony","college entrance qualification","","","",""
"Yes","1985","Saxony","Other degree","","","",""
"Yes","1985","Saxony","no degree/no degree yet","","","",""
"Yes","1985","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1985","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1985","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1985","Saxony-Anhalt","Other degree","","","",""
"Yes","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1985","Thuringia","lower secondary degree","","","",""
"Yes","1985","Thuringia","secondary school degree","","","",""
"Yes","1985","Thuringia","college entrance qualification","","","",""
"Yes","1985","Thuringia","Other degree","","","",""
"Yes","1985","Thuringia","no degree/no degree yet","","","",""
"No","1985","Schleswig-Holstein","lower secondary degree","80","0.79663915616888","0.717750858754138","0.875527453583622"
"No","1985","Schleswig-Holstein","secondary school degree","35","0.631915590496506","0.505599893106545","0.758231287886467"
"No","1985","Schleswig-Holstein","college entrance qualification","","","",""
"No","1985","Schleswig-Holstein","Other degree","","","",""
"No","1985","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","1985","Hamburg","lower secondary degree","42","0.769971539672275","0.658748472101742","0.881194607242807"
"No","1985","Hamburg","secondary school degree","","","",""
"No","1985","Hamburg","college entrance qualification","","","",""
"No","1985","Hamburg","Other degree","","","",""
"No","1985","Hamburg","no degree/no degree yet","","","",""
"No","1985","Lower Saxony","lower secondary degree","228","0.770900091286088","0.722697745716261","0.819102436855915"
"No","1985","Lower Saxony","secondary school degree","96","0.727678880639739","0.651738691845754","0.803619069433724"
"No","1985","Lower Saxony","college entrance qualification","30","0.415746420631967","0.300291081496023","0.531201759767911"
"No","1985","Lower Saxony","Other degree","31","0.856713125831397","0.738944516371098","0.974481735291696"
"No","1985","Lower Saxony","no degree/no degree yet","","","",""
"No","1985","Bremen","lower secondary degree","","","",""
"No","1985","Bremen","secondary school degree","","","",""
"No","1985","Bremen","college entrance qualification","","","",""
"No","1985","Bremen","Other degree","","","",""
"No","1985","Bremen","no degree/no degree yet","","","",""
"No","1985","North Rhine-Westphalia","lower secondary degree","553","0.803378326796986","0.77348398791915","0.833272665674823"
"No","1985","North Rhine-Westphalia","secondary school degree","195","0.700843458003301","0.647401384379189","0.754285531627412"
"No","1985","North Rhine-Westphalia","college entrance qualification","116","0.509464600576877","0.444144173537916","0.574785027615839"
"No","1985","North Rhine-Westphalia","Other degree","210","0.857491974242521","0.812986994081485","0.901996954403557"
"No","1985","North Rhine-Westphalia","no degree/no degree yet","130","0.905399694460178","0.857093260776474","0.953706128143883"
"No","1985","Hesse","lower secondary degree","202","0.765170530964839","0.713244691746339","0.817096370183338"
"No","1985","Hesse","secondary school degree","76","0.687337158197048","0.601096979337331","0.773577337056765"
"No","1985","Hesse","college entrance qualification","46","0.606894478571164","0.49918703688372","0.714601920258608"
"No","1985","Hesse","Other degree","96","0.838131318993498","0.771673736955522","0.904588901031474"
"No","1985","Hesse","no degree/no degree yet","55","0.880008332327205","0.800396606108561","0.95962005854585"
"No","1985","Rhineland-Palatinate,Saarland","lower secondary degree","182","0.775246951478198","0.721301230451804","0.829192672504592"
"No","1985","Rhineland-Palatinate,Saarland","secondary school degree","43","0.636504970967057","0.523010766887064","0.749999175047049"
"No","1985","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"No","1985","Rhineland-Palatinate,Saarland","Other degree","34","0.917360829189725","0.826143544484041","1.00857811389541"
"No","1985","Rhineland-Palatinate,Saarland","no degree/no degree yet","32","0.862315659902958","0.749758726867618","0.974872592938297"
"No","1985","Baden-Württemberg","lower secondary degree","476","0.810012477892769","0.778031439142607","0.841993516642931"
"No","1985","Baden-Württemberg","secondary school degree","127","0.762755463019707","0.697650073621323","0.827860852418092"
"No","1985","Baden-Württemberg","college entrance qualification","74","0.648090704243825","0.561184183798719","0.734997224688932"
"No","1985","Baden-Württemberg","Other degree","214","0.960630670912638","0.935387849268648","0.985873492556627"
"No","1985","Baden-Württemberg","no degree/no degree yet","149","0.889741463747911","0.841510203474527","0.937972724021296"
"No","1985","Bavaria","lower secondary degree","450","0.841040623199261","0.810086588969734","0.871994657428787"
"No","1985","Bavaria","secondary school degree","157","0.679971366864944","0.619684334813666","0.740258398916222"
"No","1985","Bavaria","college entrance qualification","63","0.56686820936016","0.474688001513998","0.659048417206322"
"No","1985","Bavaria","Other degree","141","0.902262975880809","0.855361786670724","0.949164165090894"
"No","1985","Bavaria","no degree/no degree yet","57","0.953061841748718","0.899544315695213","1.00657936780222"
"No","1985","Berlin","lower secondary degree","49","0.574878127575604","0.467219162856512","0.682537092294696"
"No","1985","Berlin","secondary school degree","","","",""
"No","1985","Berlin","college entrance qualification","","","",""
"No","1985","Berlin","Other degree","","","",""
"No","1985","Berlin","no degree/no degree yet","","","",""
"No","1985","Brandenburg","lower secondary degree","","","",""
"No","1985","Brandenburg","secondary school degree","","","",""
"No","1985","Brandenburg","college entrance qualification","","","",""
"No","1985","Brandenburg","Other degree","","","",""
"No","1985","Brandenburg","no degree/no degree yet","","","",""
"No","1985","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"No","1985","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"No","1985","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"No","1985","Mecklenburg-Western Pomerania","Other degree","","","",""
"No","1985","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","1985","Saxony","lower secondary degree","","","",""
"No","1985","Saxony","secondary school degree","","","",""
"No","1985","Saxony","college entrance qualification","","","",""
"No","1985","Saxony","Other degree","","","",""
"No","1985","Saxony","no degree/no degree yet","","","",""
"No","1985","Saxony-Anhalt","lower secondary degree","","","",""
"No","1985","Saxony-Anhalt","secondary school degree","","","",""
"No","1985","Saxony-Anhalt","college entrance qualification","","","",""
"No","1985","Saxony-Anhalt","Other degree","","","",""
"No","1985","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","1985","Thuringia","lower secondary degree","","","",""
"No","1985","Thuringia","secondary school degree","","","",""
"No","1985","Thuringia","college entrance qualification","","","",""
"No","1985","Thuringia","Other degree","","","",""
"No","1985","Thuringia","no degree/no degree yet","","","",""
"Yes","1986","Schleswig-Holstein","lower secondary degree","","","",""
"Yes","1986","Schleswig-Holstein","secondary school degree","","","",""
"Yes","1986","Schleswig-Holstein","college entrance qualification","","","",""
"Yes","1986","Schleswig-Holstein","Other degree","","","",""
"Yes","1986","Schleswig-Holstein","no degree/no degree yet","","","",""
"Yes","1986","Hamburg","lower secondary degree","","","",""
"Yes","1986","Hamburg","secondary school degree","","","",""
"Yes","1986","Hamburg","college entrance qualification","","","",""
"Yes","1986","Hamburg","Other degree","","","",""
"Yes","1986","Hamburg","no degree/no degree yet","","","",""
"Yes","1986","Lower Saxony","lower secondary degree","60","0.218767408974137","0.170938703049843","0.266596114898432"
"Yes","1986","Lower Saxony","secondary school degree","36","0.28727802803093","0.209791942348174","0.364764113713686"
"Yes","1986","Lower Saxony","college entrance qualification","39","0.53626808857294","0.424152561386211","0.648383615759669"
"Yes","1986","Lower Saxony","Other degree","","","",""
"Yes","1986","Lower Saxony","no degree/no degree yet","","","",""
"Yes","1986","Bremen","lower secondary degree","","","",""
"Yes","1986","Bremen","secondary school degree","","","",""
"Yes","1986","Bremen","college entrance qualification","","","",""
"Yes","1986","Bremen","Other degree","","","",""
"Yes","1986","Bremen","no degree/no degree yet","","","",""
"Yes","1986","North Rhine-Westphalia","lower secondary degree","119","0.205934272919014","0.174154891469067","0.23771365436896"
"Yes","1986","North Rhine-Westphalia","secondary school degree","87","0.303755039223503","0.24920318138144","0.358306897065567"
"Yes","1986","North Rhine-Westphalia","college entrance qualification","105","0.475173682724276","0.409184804967145","0.541162560481406"
"Yes","1986","North Rhine-Westphalia","Other degree","","","",""
"Yes","1986","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Yes","1986","Hesse","lower secondary degree","47","0.229791117425882","0.174325629967464","0.285256604884299"
"Yes","1986","Hesse","secondary school degree","33","0.334060483293075","0.242075411856197","0.426045554729953"
"Yes","1986","Hesse","college entrance qualification","37","0.452170498203915","0.345096784786394","0.559244211621437"
"Yes","1986","Hesse","Other degree","","","",""
"Yes","1986","Hesse","no degree/no degree yet","","","",""
"Yes","1986","Rhineland-Palatinate,Saarland","lower secondary degree","42","0.204012261924964","0.15181933237568","0.256205191474248"
"Yes","1986","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Yes","1986","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Yes","1986","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Yes","1986","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Yes","1986","Baden-Württemberg","lower secondary degree","104","0.20994557796992","0.176183897365271","0.243707258574569"
"Yes","1986","Baden-Württemberg","secondary school degree","37","0.224862451034383","0.161352481444114","0.288372420624651"
"Yes","1986","Baden-Württemberg","college entrance qualification","43","0.387878240734242","0.295980924017185","0.4797755574513"
"Yes","1986","Baden-Württemberg","Other degree","","","",""
"Yes","1986","Baden-Württemberg","no degree/no degree yet","","","",""
"Yes","1986","Bavaria","lower secondary degree","83","0.172479870739569","0.139028914021301","0.205930827457837"
"Yes","1986","Bavaria","secondary school degree","70","0.317223193960107","0.255158722393876","0.379287665526338"
"Yes","1986","Bavaria","college entrance qualification","48","0.451333035915265","0.359173124805478","0.543492947025052"
"Yes","1986","Bavaria","Other degree","","","",""
"Yes","1986","Bavaria","no degree/no degree yet","","","",""
"Yes","1986","Berlin","lower secondary degree","33","0.429635104542211","0.324398966534038","0.534871242550385"
"Yes","1986","Berlin","secondary school degree","","","",""
"Yes","1986","Berlin","college entrance qualification","","","",""
"Yes","1986","Berlin","Other degree","","","",""
"Yes","1986","Berlin","no degree/no degree yet","","","",""
"Yes","1986","Brandenburg","lower secondary degree","","","",""
"Yes","1986","Brandenburg","secondary school degree","","","",""
"Yes","1986","Brandenburg","college entrance qualification","","","",""
"Yes","1986","Brandenburg","Other degree","","","",""
"Yes","1986","Brandenburg","no degree/no degree yet","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","1986","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","1986","Saxony","lower secondary degree","","","",""
"Yes","1986","Saxony","secondary school degree","","","",""
"Yes","1986","Saxony","college entrance qualification","","","",""
"Yes","1986","Saxony","Other degree","","","",""
"Yes","1986","Saxony","no degree/no degree yet","","","",""
"Yes","1986","Saxony-Anhalt","lower secondary degree","","","",""
"Yes","1986","Saxony-Anhalt","secondary school degree","","","",""
"Yes","1986","Saxony-Anhalt","college entrance qualification","","","",""
"Yes","1986","Saxony-Anhalt","Other degree","","","",""
"Yes","1986","Saxony-Anhalt","no degree/no degree yet","","","",""
"Yes","1986","Thuringia","lower secondary degree","","","",""
"Yes","1986","Thuringia","secondary school degree","","","",""
"Yes","1986","Thuringia","college entrance qualification","","","",""
"Yes","1986","Thuringia","Other degree","","","",""
"Yes","1986","Thuringia","no degree/no degree yet","","","",""
"No","1986","Schleswig-Holstein","lower secondary degree","77","0.814315153077651","0.735706807797984","0.892923498357319"
"No","1986","Schleswig-Holstein","secondary school degree","","","",""
"No","1986","Schleswig-Holstein","college entrance qualification","","","",""
"No","1986","Schleswig-Holstein","Other degree","","","",""
"No","1986","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","1986","Hamburg","lower secondary degree","31","0.755418999514333","0.623847606433618","0.886990392595048"
"No","1986","Hamburg","secondary school degree","","","",""
"No","1986","Hamburg","college entrance qualification","","","",""
"No","1986","Hamburg","Other degree","","","",""
"No","1986","Hamburg","no degree/no degree yet","","","",""
"No","1986","Lower Saxony","lower secondary degree","227","0.781232591025863","0.733403885101568","0.829061296950157"
"No","1986","Lower Saxony","secondary school degree","95","0.71272197196907","0.635235886286315","0.790208057651826"
"No","1986","Lower Saxony","college entrance qualification","37","0.46373191142706","0.351616384240331","0.575847438613789"
"No","1986","Lower Saxony","Other degree","35","0.88478615557953","0.783271724248631","0.986300586910428"
"No","1986","Lower Saxony","no degree/no degree yet","","","",""
"No","1986","Bremen","lower secondary degree","","","",""
"No","1986","Bremen","secondary school degree","","","",""
"No","1986","Bremen","college entrance qualification","","","",""
