"pgoeffd","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1985","Baden-Württemberg","(2a) intermediate vocational","","","",""
"Yes","1985","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Baden-Württemberg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Baden-Württemberg","(3a) lower tertiary education","","","",""
"Yes","1985","Baden-Württemberg","(3b) higher tertiary education","32","0.564047432786166","0.434170653396386","0.693924212175946"
"Yes","1985","Bavaria","(0) in school","","","",""
"Yes","1985","Bavaria","(1a) inadequately completed","","","",""
"Yes","1985","Bavaria","(1b) general elementary school","","","",""
"Yes","1985","Bavaria","(1c) basic vocational qualification","75","0.178489681749226","0.142991394583277","0.213987968915176"
"Yes","1985","Bavaria","(2b) intermediate general qualification","","","",""
"Yes","1985","Bavaria","(2a) intermediate vocational","53","0.300172573891868","0.231874882593789","0.368470265189948"
"Yes","1985","Bavaria","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Bavaria","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Bavaria","(3a) lower tertiary education","","","",""
"Yes","1985","Bavaria","(3b) higher tertiary education","33","0.493345309305128","0.375379790729637","0.611310827880619"
"Yes","1985","Berlin","(0) in school","","","",""
"Yes","1985","Berlin","(1a) inadequately completed","","","",""
"Yes","1985","Berlin","(1b) general elementary school","","","",""
"Yes","1985","Berlin","(1c) basic vocational qualification","","","",""
"Yes","1985","Berlin","(2b) intermediate general qualification","","","",""
"Yes","1985","Berlin","(2a) intermediate vocational","","","",""
"Yes","1985","Berlin","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Berlin","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Berlin","(3a) lower tertiary education","","","",""
"Yes","1985","Berlin","(3b) higher tertiary education","","","",""
"Yes","1985","Brandenburg","(0) in school","","","",""
"Yes","1985","Brandenburg","(1a) inadequately completed","","","",""
"Yes","1985","Brandenburg","(1b) general elementary school","","","",""
"Yes","1985","Brandenburg","(1c) basic vocational qualification","","","",""
"Yes","1985","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes","1985","Brandenburg","(2a) intermediate vocational","","","",""
"Yes","1985","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Brandenburg","(3a) lower tertiary education","","","",""
"Yes","1985","Brandenburg","(3b) higher tertiary education","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Yes","1985","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Yes","1985","Saxony","(0) in school","","","",""
"Yes","1985","Saxony","(1a) inadequately completed","","","",""
"Yes","1985","Saxony","(1b) general elementary school","","","",""
"Yes","1985","Saxony","(1c) basic vocational qualification","","","",""
"Yes","1985","Saxony","(2b) intermediate general qualification","","","",""
"Yes","1985","Saxony","(2a) intermediate vocational","","","",""
"Yes","1985","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Saxony","(3a) lower tertiary education","","","",""
"Yes","1985","Saxony","(3b) higher tertiary education","","","",""
"Yes","1985","Saxony-Anhalt","(0) in school","","","",""
"Yes","1985","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes","1985","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes","1985","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Yes","1985","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes","1985","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Yes","1985","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Yes","1985","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Yes","1985","Thuringia","(0) in school","","","",""
"Yes","1985","Thuringia","(1a) inadequately completed","","","",""
"Yes","1985","Thuringia","(1b) general elementary school","","","",""
"Yes","1985","Thuringia","(1c) basic vocational qualification","","","",""
"Yes","1985","Thuringia","(2b) intermediate general qualification","","","",""
"Yes","1985","Thuringia","(2a) intermediate vocational","","","",""
"Yes","1985","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes","1985","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes","1985","Thuringia","(3a) lower tertiary education","","","",""
"Yes","1985","Thuringia","(3b) higher tertiary education","","","",""
"No","1985","Schleswig-Holstein","(0) in school","","","",""
"No","1985","Schleswig-Holstein","(1a) inadequately completed","","","",""
"No","1985","Schleswig-Holstein","(1b) general elementary school","","","",""
"No","1985","Schleswig-Holstein","(1c) basic vocational qualification","68","0.780145989536757","0.692616579423286","0.867675399650227"
"No","1985","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"No","1985","Schleswig-Holstein","(2a) intermediate vocational","","","",""
"No","1985","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"No","1985","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"No","1985","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"No","1985","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"No","1985","Hamburg","(0) in school","","","",""
"No","1985","Hamburg","(1a) inadequately completed","","","",""
"No","1985","Hamburg","(1b) general elementary school","","","",""
"No","1985","Hamburg","(1c) basic vocational qualification","41","0.771284334969243","0.659261535384126","0.883307134554361"
"No","1985","Hamburg","(2b) intermediate general qualification","","","",""
"No","1985","Hamburg","(2a) intermediate vocational","","","",""
"No","1985","Hamburg","(2c_gen) general maturity certificate","","","",""
"No","1985","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"No","1985","Hamburg","(3a) lower tertiary education","","","",""
"No","1985","Hamburg","(3b) higher tertiary education","","","",""
"No","1985","Lower Saxony","(0) in school","","","",""
"No","1985","Lower Saxony","(1a) inadequately completed","","","",""
"No","1985","Lower Saxony","(1b) general elementary school","72","0.788308960024622","0.701971685453994","0.874646234595251"
"No","1985","Lower Saxony","(1c) basic vocational qualification","181","0.76669954727056","0.712277547926112","0.821121546615008"
"No","1985","Lower Saxony","(2b) intermediate general qualification","","","",""
"No","1985","Lower Saxony","(2a) intermediate vocational","74","0.70693083521138","0.619451606084629","0.794410064338132"
"No","1985","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"No","1985","Lower Saxony","(2c_voc) vocational maturity certificate","","","",""
"No","1985","Lower Saxony","(3a) lower tertiary education","","","",""
"No","1985","Lower Saxony","(3b) higher tertiary education","","","",""
"No","1985","Bremen","(0) in school","","","",""
"No","1985","Bremen","(1a) inadequately completed","","","",""
"No","1985","Bremen","(1b) general elementary school","","","",""
"No","1985","Bremen","(1c) basic vocational qualification","","","",""
"No","1985","Bremen","(2b) intermediate general qualification","","","",""
"No","1985","Bremen","(2a) intermediate vocational","","","",""
"No","1985","Bremen","(2c_gen) general maturity certificate","","","",""
"No","1985","Bremen","(2c_voc) vocational maturity certificate","","","",""
"No","1985","Bremen","(3a) lower tertiary education","","","",""
"No","1985","Bremen","(3b) higher tertiary education","","","",""
"No","1985","North Rhine-Westphalia","(0) in school","","","",""
"No","1985","North Rhine-Westphalia","(1a) inadequately completed","130","0.905399694460178","0.857093260776474","0.953706128143883"
"No","1985","North Rhine-Westphalia","(1b) general elementary school","237","0.80065330666152","0.75369067107138","0.847615942251659"
"No","1985","North Rhine-Westphalia","(1c) basic vocational qualification","486","0.814681735767991","0.783249002855949","0.846114468680032"
"No","1985","North Rhine-Westphalia","(2b) intermediate general qualification","41","0.824491858291598","0.719051976948392","0.929931739634804"
"No","1985","North Rhine-Westphalia","(2a) intermediate vocational","140","0.670637399638917","0.607521421756779","0.733753377521055"
"No","1985","North Rhine-Westphalia","(2c_gen) general maturity certificate","31","0.816075396478418","0.691241569243554","0.940909223713282"
"No","1985","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","58","0.652721762648578","0.549672711903742","0.755770813393414"
"No","1985","North Rhine-Westphalia","(3a) lower tertiary education","37","0.755662322584925","0.635350264483693","0.875974380686157"
"No","1985","North Rhine-Westphalia","(3b) higher tertiary education","44","0.321390800236795","0.24016896046925","0.40261264000434"
"No","1985","Hesse","(0) in school","","","",""
"No","1985","Hesse","(1a) inadequately completed","54","0.86233171800848","0.777250843945045","0.947412592071915"
"No","1985","Hesse","(1b) general elementary school","108","0.799521577987311","0.730699888923634","0.868343267050989"
"No","1985","Hesse","(1c) basic vocational qualification","172","0.76762316226371","0.711558359551631","0.823687964975789"
"No","1985","Hesse","(2b) intermediate general qualification","","","",""
"No","1985","Hesse","(2a) intermediate vocational","61","0.65572183481219","0.55967153455722","0.75177213506716"
"No","1985","Hesse","(2c_gen) general maturity certificate","","","",""
"No","1985","Hesse","(2c_voc) vocational maturity certificate","","","",""
"No","1985","Hesse","(3a) lower tertiary education","","","",""
"No","1985","Hesse","(3b) higher tertiary education","","","",""
"No","1985","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"No","1985","Rhineland-Palatinate,Saarland","(1a) inadequately completed","32","0.862315659902958","0.749758726867618","0.974872592938297"
"No","1985","Rhineland-Palatinate,Saarland","(1b) general elementary school","71","0.870182844430154","0.796067889579022","0.944297799281286"
"No","1985","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","142","0.759575848974352","0.697319532233279","0.821832165715424"
"No","1985","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","","","",""
"No","1985","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","33","0.642600796553697","0.51234596574775","0.772855627359644"
"No","1985","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","","","",""
"No","1985","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","","","",""
"No","1985","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","","","",""
"No","1985","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","","","",""
"No","1985","Baden-Württemberg","(0) in school","","","",""
"No","1985","Baden-Württemberg","(1a) inadequately completed","148","0.888672442633531","0.839935273889385","0.937409611377677"
"No","1985","Baden-Württemberg","(1b) general elementary school","250","0.83981132461282","0.79737733056935","0.88224531865629"
"No","1985","Baden-Württemberg","(1c) basic vocational qualification","407","0.811891957839786","0.776967606044452","0.84681630963512"
"No","1985","Baden-Württemberg","(2b) intermediate general qualification","","","",""
"No","1985","Baden-Württemberg","(2a) intermediate vocational","94","0.764644673111365","0.68936806785372","0.83992127836901"
"No","1985","Baden-Württemberg","(2c_gen) general maturity certificate","","","",""
"No","1985","Baden-Württemberg","(2c_voc) vocational maturity certificate","37","0.717378517991414","0.587257952011465","0.847499083971362"
"No","1985","Baden-Württemberg","(3a) lower tertiary education","","","",""
"No","1985","Baden-Württemberg","(3b) higher tertiary education","","","",""
"No","1985","Bavaria","(0) in school","","","",""
"No","1985","Bavaria","(1a) inadequately completed","57","0.953061841748718","0.899544315695213","1.00657936780222"
