"pgoeffd","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1993","no degree/no degree yet","(1a) inadequately completed","46","0.196086785366096","0.153314462017568","0.238859108714625"
"Yes","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"Yes","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Yes","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Yes","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Yes","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Yes","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Yes","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Yes","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No","1993","lower secondary degree","(0) in school","","","",""
"No","1993","lower secondary degree","(1a) inadequately completed","","","",""
"No","1993","lower secondary degree","(1b) general elementary school","572","0.813783127623688","0.784567194724925","0.84299906052245"
"No","1993","lower secondary degree","(1c) basic vocational qualification","1744","0.794151928435922","0.777222117776737","0.811081739095108"
"No","1993","lower secondary degree","(2b) intermediate general qualification","","","",""
"No","1993","lower secondary degree","(2a) intermediate vocational","","","",""
"No","1993","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"No","1993","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"No","1993","lower secondary degree","(3a) lower tertiary education","","","",""
"No","1993","lower secondary degree","(3b) higher tertiary education","","","",""
"No","1993","secondary school degree","(0) in school","","","",""
"No","1993","secondary school degree","(1a) inadequately completed","","","",""
"No","1993","secondary school degree","(1b) general elementary school","","","",""
"No","1993","secondary school degree","(1c) basic vocational qualification","","","",""
"No","1993","secondary school degree","(2b) intermediate general qualification","203","0.689529784365868","0.637085400965996","0.74197416776574"
"No","1993","secondary school degree","(2a) intermediate vocational","1309","0.710990310876352","0.690350846432547","0.731629775320157"
"No","1993","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No","1993","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No","1993","secondary school degree","(3a) lower tertiary education","184","0.542668555966212","0.491207380647384","0.59412973128504"
"No","1993","secondary school degree","(3b) higher tertiary education","","","",""
"No","1993","college entrance qualification","(0) in school","","","",""
"No","1993","college entrance qualification","(1a) inadequately completed","","","",""
"No","1993","college entrance qualification","(1b) general elementary school","","","",""
"No","1993","college entrance qualification","(1c) basic vocational qualification","","","",""
"No","1993","college entrance qualification","(2b) intermediate general qualification","","","",""
"No","1993","college entrance qualification","(2a) intermediate vocational","","","",""
"No","1993","college entrance qualification","(2c_gen) general maturity certificate","100","0.663537714637327","0.588174291102384","0.73890113817227"
"No","1993","college entrance qualification","(2c_voc) vocational maturity certificate","203","0.664269741325818","0.610919999663631","0.717619482988005"
"No","1993","college entrance qualification","(3a) lower tertiary education","156","0.687789850978746","0.627374784002905","0.748204917954586"
"No","1993","college entrance qualification","(3b) higher tertiary education","263","0.491925994468498","0.449876425321402","0.533975563615593"
"No","1993","Other degree","(0) in school","","","",""
"No","1993","Other degree","(1a) inadequately completed","","","",""
"No","1993","Other degree","(1b) general elementary school","308","0.925502305451002","0.897591729309109","0.953412881592895"
"No","1993","Other degree","(1c) basic vocational qualification","202","0.900092942881178","0.860194128946996","0.93999175681536"
"No","1993","Other degree","(2b) intermediate general qualification","","","",""
"No","1993","Other degree","(2a) intermediate vocational","","","",""
"No","1993","Other degree","(2c_gen) general maturity certificate","","","",""
"No","1993","Other degree","(2c_voc) vocational maturity certificate","35","0.759923327078873","0.63225777336995","0.887588880787796"
"No","1993","Other degree","(3a) lower tertiary education","","","",""
"No","1993","Other degree","(3b) higher tertiary education","","","",""
"No","1993","no degree/no degree yet","(0) in school","","","",""
"No","1993","no degree/no degree yet","(1a) inadequately completed","285","0.803913214633904","0.761140891285375","0.846685537982432"
"No","1993","no degree/no degree yet","(1b) general elementary school","","","",""
"No","1993","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No","1993","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No","1993","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No","1993","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No","1993","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No","1993","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No","1993","no degree/no degree yet","(3b) higher tertiary education","","","",""
"Yes","1994","lower secondary degree","(0) in school","","","",""
"Yes","1994","lower secondary degree","(1a) inadequately completed","","","",""
"Yes","1994","lower secondary degree","(1b) general elementary school","83","0.172954349819506","0.141741097401849","0.204167602237164"
"Yes","1994","lower secondary degree","(1c) basic vocational qualification","414","0.208250079339715","0.190538122976069","0.225962035703362"
"Yes","1994","lower secondary degree","(2b) intermediate general qualification","","","",""
"Yes","1994","lower secondary degree","(2a) intermediate vocational","","","",""
"Yes","1994","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"Yes","1994","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","lower secondary degree","(3a) lower tertiary education","","","",""
"Yes","1994","lower secondary degree","(3b) higher tertiary education","","","",""
"Yes","1994","secondary school degree","(0) in school","","","",""
"Yes","1994","secondary school degree","(1a) inadequately completed","","","",""
"Yes","1994","secondary school degree","(1b) general elementary school","","","",""
"Yes","1994","secondary school degree","(1c) basic vocational qualification","","","",""
"Yes","1994","secondary school degree","(2b) intermediate general qualification","78","0.323437701420379","0.265451146921417","0.381424255919341"
"Yes","1994","secondary school degree","(2a) intermediate vocational","529","0.295301879676873","0.274286198763741","0.316317560590005"
"Yes","1994","secondary school degree","(2c_gen) general maturity certificate","","","",""
"Yes","1994","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"Yes","1994","secondary school degree","(3a) lower tertiary education","166","0.475886762267811","0.422406926599923","0.529366597935698"
"Yes","1994","secondary school degree","(3b) higher tertiary education","","","",""
"Yes","1994","college entrance qualification","(0) in school","","","",""
"Yes","1994","college entrance qualification","(1a) inadequately completed","","","",""
"Yes","1994","college entrance qualification","(1b) general elementary school","","","",""
"Yes","1994","college entrance qualification","(1c) basic vocational qualification","","","",""
"Yes","1994","college entrance qualification","(2b) intermediate general qualification","","","",""
"Yes","1994","college entrance qualification","(2a) intermediate vocational","","","",""
"Yes","1994","college entrance qualification","(2c_gen) general maturity certificate","50","0.302761630856391","0.230663027988341","0.374860233724442"
"Yes","1994","college entrance qualification","(2c_voc) vocational maturity certificate","97","0.355044993227912","0.300622770927782","0.409467215528042"
"Yes","1994","college entrance qualification","(3a) lower tertiary education","72","0.299869572439752","0.24177911224611","0.357960032633393"
"Yes","1994","college entrance qualification","(3b) higher tertiary education","284","0.507944176225922","0.466351508149035","0.54953684430281"
"Yes","1994","Other degree","(0) in school","","","",""
"Yes","1994","Other degree","(1a) inadequately completed","","","",""
