"pgoeffd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2013","Employed","general elemantary","884","0.824997369006903","0.801859850238183","0.848134887775623"
"No","2013","Employed","middle vocational","5383","0.791895178393205","0.782215115228536","0.801575241557873"
"No","2013","Employed","vocational + Abi","959","0.753329497971943","0.729345957425169","0.777313038518717"
"No","2013","Employed","higher vocational","719","0.715929941579321","0.687951030142034","0.743908853016607"
"No","2013","Employed","higher education","2100","0.593295306080604","0.577168279865302","0.609422332295906"
"Yes","2014","Not Employed","in school","","","",""
"Yes","2014","Not Employed","inadequately","1","","",""
"Yes","2014","Not Employed","general elemantary","10","","",""
"Yes","2014","Not Employed","middle vocational","50","0.204157271616232","0.154290955814286","0.254023587418178"
"Yes","2014","Not Employed","vocational + Abi","7","","",""
"Yes","2014","Not Employed","higher vocational","3","","",""
"Yes","2014","Not Employed","higher education","33","0.482778925963518","0.377776164016457","0.587781687910579"
"Yes","2014","Employed","in school","6","","",""
"Yes","2014","Employed","inadequately","15","","",""
"Yes","2014","Employed","general elemantary","169","0.136641487306318","0.118133676686702","0.155149297925934"
"Yes","2014","Employed","middle vocational","1363","0.209454108799761","0.199819204642763","0.219089012956758"
"Yes","2014","Employed","vocational + Abi","313","0.222850157578273","0.201310818666018","0.244389496490529"
"Yes","2014","Employed","higher vocational","262","0.27623997131667","0.247487128419639","0.304992814213701"
"Yes","2014","Employed","higher education","1465","0.406325760985362","0.390693377243993","0.42195814472673"
"No","2014","Not Employed","in school","16","","",""
"No","2014","Not Employed","inadequately","13","","",""
"No","2014","Not Employed","general elemantary","90","0.888913184611372","0.827323352069257","0.950503017153488"
"No","2014","Not Employed","middle vocational","201","0.795842728383768","0.745976412581822","0.845709044185714"
"No","2014","Not Employed","vocational + Abi","50","0.894237552757569","0.814400800658492","0.974074304856645"
"No","2014","Not Employed","higher vocational","19","","",""
"No","2014","Not Employed","higher education","54","0.517221074036482","0.412218312089421","0.622223835983543"
"No","2014","Employed","in school","40","0.880134440547346","0.786272205505346","0.973996675589346"
"No","2014","Employed","inadequately","150","0.909011895186032","0.865130218659125","0.952893571712939"
"No","2014","Employed","general elemantary","1154","0.863358512693682","0.844850702074066","0.881866323313298"
"No","2014","Employed","middle vocational","5489","0.790545891200239","0.780910987043242","0.800180795357237"
"No","2014","Employed","vocational + Abi","1121","0.777149842421726","0.755610503509471","0.798689181333982"
"No","2014","Employed","higher vocational","667","0.72376002868333","0.695007185786299","0.752512871580361"
"No","2014","Employed","higher education","2327","0.593674239014638","0.57804185527327","0.609306622756007"
"Yes","2015","Not Employed","in school","4","","",""
"Yes","2015","Not Employed","inadequately","3","","",""
"Yes","2015","Not Employed","general elemantary","9","","",""
"Yes","2015","Not Employed","middle vocational","54","0.163641113179389","0.129648469395866","0.197633756962912"
"Yes","2015","Not Employed","vocational + Abi","19","","",""
"Yes","2015","Not Employed","higher vocational","5","","",""
"Yes","2015","Not Employed","higher education","93","0.240287925608464","0.200679751901571","0.279896099315358"
"Yes","2015","Employed","in school","4","","",""
"Yes","2015","Employed","inadequately","18","","",""
"Yes","2015","Employed","general elemantary","145","0.130666529275601","0.111067511642146","0.150265546909056"
"Yes","2015","Employed","middle vocational","1269","0.202304046622979","0.192464449439119","0.212143643806838"
"Yes","2015","Employed","vocational + Abi","319","0.225844809053698","0.203791674700558","0.247897943406837"
"Yes","2015","Employed","higher vocational","252","0.285904700323867","0.256368339826305","0.315441060821429"
"Yes","2015","Employed","higher education","1403","0.400790777505096","0.384713114503708","0.416868440506485"
"No","2015","Not Employed","in school","19","","",""
"No","2015","Not Employed","inadequately","63","0.766847591542334","0.664835745862897","0.868859437221771"
"No","2015","Not Employed","general elemantary","213","0.89181602862067","0.850956749445805","0.932675307795535"
"No","2015","Not Employed","middle vocational","401","0.836358886820611","0.802366243037088","0.870351530604134"
"No","2015","Not Employed","vocational + Abi","143","0.843117026980795","0.787112592109062","0.899121461852527"
"No","2015","Not Employed","higher vocational","9","","",""
"No","2015","Not Employed","higher education","354","0.759712074391536","0.720103900684642","0.799320248098429"
"No","2015","Employed","in school","27","","",""
"No","2015","Employed","inadequately","115","0.818186774537283","0.7526385045519","0.883735044522666"
"No","2015","Employed","general elemantary","991","0.869333470724399","0.849734453090944","0.888932488357855"
"No","2015","Employed","middle vocational","5134","0.797695953377021","0.787856356193162","0.807535550560881"
"No","2015","Employed","vocational + Abi","1062","0.774155190946302","0.752102056593163","0.796208325299442"
"No","2015","Employed","higher vocational","647","0.714095299676133","0.684558939178571","0.743631660173695"
"No","2015","Employed","higher education","2166","0.599209222494904","0.583131559493515","0.615286885496292"
"Yes","2016","Not Employed","in school","2","","",""
"Yes","2016","Not Employed","inadequately","11","","",""
"Yes","2016","Not Employed","general elemantary","11","","",""
"Yes","2016","Not Employed","middle vocational","47","0.160902388964269","0.117474448623745","0.204330329304794"
"Yes","2016","Not Employed","vocational + Abi","5","","",""
"Yes","2016","Not Employed","higher vocational","3","","",""
"Yes","2016","Not Employed","higher education","41","0.430989230152801","0.355427904067695","0.506550556237907"
"Yes","2016","Employed","in school","5","","",""
"Yes","2016","Employed","inadequately","13","","",""
"Yes","2016","Employed","general elemantary","157","0.138849638655223","0.118507412764277","0.159191864546168"
"Yes","2016","Employed","middle vocational","1187","0.204156759000948","0.194032325051867","0.214281192950029"
"Yes","2016","Employed","vocational + Abi","325","0.212292867273598","0.191208321088701","0.233377413458496"
"Yes","2016","Employed","higher vocational","250","0.318644555239196","0.286964371227259","0.350324739251133"
"Yes","2016","Employed","higher education","1391","0.391554881381379","0.375621700614279","0.407488062148478"
"No","2016","Not Employed","in school","12","","",""
"No","2016","Not Employed","inadequately","130","0.666899208754268","0.589103352010842","0.744695065497695"
"No","2016","Not Employed","general elemantary","144","0.915427430007112","0.871623914497968","0.959230945516256"
"No","2016","Not Employed","middle vocational","228","0.839097611035731","0.795669670695206","0.882525551376255"
"No","2016","Not Employed","vocational + Abi","45","0.84151372722201","0.740288323576404","0.942739130867617"
"No","2016","Not Employed","higher vocational","8","","",""
"No","2016","Not Employed","higher education","124","0.569010769847199","0.493449443762093","0.644572095932305"
"No","2016","Employed","in school","36","0.96524476262097","0.909180641406467","1.02130888383547"
"No","2016","Employed","inadequately","131","0.861251190457117","0.804790472627451","0.917711908286784"
"No","2016","Employed","general elemantary","953","0.861150361344777","0.840808135453832","0.881492587235723"
"No","2016","Employed","middle vocational","4902","0.795843240999052","0.785718807049971","0.805967674948134"
"No","2016","Employed","vocational + Abi","1120","0.787707132726402","0.766622586541504","0.808791678911299"
"No","2016","Employed","higher vocational","581","0.681355444760804","0.649675260748867","0.713035628772741"
"No","2016","Employed","higher education","2214","0.608445118618621","0.592511937851522","0.624378299385721"
"Yes","2017","Not Employed","in school","3","","",""
"Yes","2017","Not Employed","inadequately","17","","",""
"Yes","2017","Not Employed","general elemantary","19","","",""
"Yes","2017","Not Employed","middle vocational","53","0.177728095984472","0.136166503448168","0.219289688520776"
"Yes","2017","Not Employed","vocational + Abi","5","","",""
"Yes","2017","Not Employed","higher vocational","4","","",""
"Yes","2017","Not Employed","higher education","49","0.384113714587416","0.318486036843942","0.44974139233089"
"Yes","2017","Employed","in school","2","","",""
"Yes","2017","Employed","inadequately","16","","",""
"Yes","2017","Employed","general elemantary","185","0.161077850976405","0.14081253881878","0.181343163134029"
"Yes","2017","Employed","middle vocational","1393","0.195443347595352","0.186109165859019","0.204777529331685"
"Yes","2017","Employed","vocational + Abi","369","0.2207997742846","0.200576509870557","0.241023038698643"
"Yes","2017","Employed","higher vocational","282","0.323461667986336","0.293412609737451","0.353510726235221"
"Yes","2017","Employed","higher education","1580","0.394992570793333","0.38005644410318","0.409928697483485"
"No","2017","Not Employed","in school","21","","",""
"No","2017","Not Employed","inadequately","190","0.948652774069415","0.918586815715644","0.978718732423185"
"No","2017","Not Employed","general elemantary","218","0.836200599811053","0.789082766771242","0.883318432850865"
"No","2017","Not Employed","middle vocational","272","0.822271904015528","0.780710311479224","0.863833496551832"
"No","2017","Not Employed","vocational + Abi","45","0.896532556413122","0.812112044596292","0.980953068229952"
"No","2017","Not Employed","higher vocational","2","","",""
"No","2017","Not Employed","higher education","162","0.615886285412584","0.55025860766911","0.681513963156058"
"No","2017","Employed","in school","45","0.976241338885165","0.932701307227875","1.01978137054246"
"No","2017","Employed","inadequately","174","0.907160351310267","0.865895520860754","0.94842518175978"
"No","2017","Employed","general elemantary","1079","0.838922149023595","0.818656836865971","0.85918746118122"
"No","2017","Employed","middle vocational","5540","0.804556652404648","0.795222470668315","0.813890834140981"
"No","2017","Employed","vocational + Abi","1247","0.7792002257154","0.758976961301357","0.799423490129443"
"No","2017","Employed","higher vocational","649","0.676538332013664","0.646489273764779","0.706587390262549"
"No","2017","Employed","higher education","2535","0.605007429206667","0.590071302516515","0.61994355589682"
"Yes","2018","Not Employed","in school","","","",""
"Yes","2018","Not Employed","inadequately","15","","",""
"Yes","2018","Not Employed","general elemantary","17","","",""
"Yes","2018","Not Employed","middle vocational","44","0.164786333374167","0.119864565783438","0.209708100964895"
"Yes","2018","Not Employed","vocational + Abi","13","","",""
"Yes","2018","Not Employed","higher vocational","2","","",""
"Yes","2018","Not Employed","higher education","46","0.239013897652984","0.181055500925342","0.296972294380625"
"Yes","2018","Employed","in school","","","",""
"Yes","2018","Employed","inadequately","26","","",""
"Yes","2018","Employed","general elemantary","165","0.149038950010449","0.129437274459404","0.168640625561493"
"Yes","2018","Employed","middle vocational","1303","0.204823735837231","0.195002910491296","0.214644561183166"
"Yes","2018","Employed","vocational + Abi","354","0.220152109607157","0.199176545414399","0.241127673799916"
"Yes","2018","Employed","higher vocational","252","0.308343488182618","0.277094947805197","0.33959202856004"
"Yes","2018","Employed","higher education","1559","0.413110626751134","0.397678865721423","0.428542387780844"
"No","2018","Not Employed","in school","12","","",""
"No","2018","Not Employed","inadequately","197","0.967672055251228","0.943863485443086","0.99148062505937"
"No","2018","Not Employed","general elemantary","206","0.828598274931331","0.779135865714246","0.878060684148417"
"No","2018","Not Employed","middle vocational","218","0.835213666625833","0.790291899035105","0.880135434216562"
"No","2018","Not Employed","vocational + Abi","47","0.780566938898092","0.67584719463201","0.885286683164175"
"No","2018","Not Employed","higher vocational","4","","",""
"No","2018","Not Employed","higher education","162","0.760986102347016","0.703027705619375","0.818944499074658"
"No","2018","Employed","in school","33","1","1","1"
"No","2018","Employed","inadequately","230","0.88195691497246","0.842431897665285","0.921481932279636"
"No","2018","Employed","general elemantary","1103","0.850961049989551","0.831359374438507","0.870562725540596"
"No","2018","Employed","middle vocational","5184","0.795176264162769","0.785355438816834","0.804997089508704"
"No","2018","Employed","vocational + Abi","1145","0.779847890392843","0.758872326200084","0.800823454585601"
"No","2018","Employed","higher vocational","587","0.691656511817382","0.66040797143996","0.722905052194803"
"No","2018","Employed","higher education","2352","0.586889373248866","0.571457612219156","0.602321134278577"
"Yes","2019","Not Employed","in school","1","","",""
"Yes","2019","Not Employed","inadequately","12","","",""
"Yes","2019","Not Employed","general elemantary","15","","",""
"Yes","2019","Not Employed","middle vocational","47","0.128601675616507","0.0907208760263894","0.166482475206625"
"Yes","2019","Not Employed","vocational + Abi","8","","",""
"Yes","2019","Not Employed","higher vocational","5","","",""
"Yes","2019","Not Employed","higher education","62","0.498843230420873","0.427560220250681","0.570126240591064"
"Yes","2019","Employed","in school","1","","",""
"Yes","2019","Employed","inadequately","18","","",""
"Yes","2019","Employed","general elemantary","149","0.167468010897054","0.146324063099719","0.188611958694388"
"Yes","2019","Employed","middle vocational","1238","0.208075341061516","0.197842359793696","0.218308322329335"
"Yes","2019","Employed","vocational + Abi","373","0.27011148765052","0.247382457880681","0.29284051742036"
"Yes","2019","Employed","higher vocational","257","0.324182744734671","0.292491764887116","0.355873724582225"
"Yes","2019","Employed","higher education","1477","0.382810138371782","0.367672895568905","0.397947381174658"
"No","2019","Not Employed","in school","21","","",""
"No","2019","Not Employed","inadequately","178","0.751980910519467","0.690573999290192","0.813387821748742"
"No","2019","Not Employed","general elemantary","164","0.92988204486035","0.892475281899877","0.967288807820823"
"No","2019","Not Employed","middle vocational","253","0.871398324383493","0.833517524793375","0.909279123973611"
"No","2019","Not Employed","vocational + Abi","47","0.773152197242559","0.66247286455013","0.883831529934987"
"No","2019","Not Employed","higher vocational","16","","",""
"No","2019","Not Employed","higher education","127","0.501156769579127","0.429873759408936","0.572439779749319"
"No","2019","Employed","in school","43","0.96942121646316","0.918548126692023","1.0202943062343"
"No","2019","Employed","inadequately","312","0.88751140043621","0.853420980870178","0.921601820002242"
"No","2019","Employed","general elemantary","1049","0.832531989102946","0.811388041305612","0.853675936900281"
"No","2019","Employed","middle vocational","4807","0.791924658938484","0.781691677670665","0.802157640206304"
"No","2019","Employed","vocational + Abi","1093","0.72988851234948","0.70715948257964","0.75261754211932"
"No","2019","Employed","higher vocational","581","0.675817255265329","0.644126275417775","0.707508235112884"
"No","2019","Employed","higher education","2484","0.617189861628218","0.602052618825342","0.632327104431095"
