"pgoeffd","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes","1990","Employed","vocational + Abi","24","","",""
"Yes","1990","Employed","higher vocational","125","0.352573132054128","0.302158278548612","0.402987985559643"
"Yes","1990","Employed","higher education","228","0.437259543599561","0.395186766417378","0.479332320781744"
"No","1990","Not Employed","in school","2","","",""
"No","1990","Not Employed","inadequately","4","","",""
"No","1990","Not Employed","general elemantary","21","","",""
"No","1990","Not Employed","middle vocational","27","","",""
"No","1990","Not Employed","vocational + Abi","","","",""
"No","1990","Not Employed","higher vocational","2","","",""
"No","1990","Not Employed","higher education","5","","",""
"No","1990","Employed","in school","2","","",""
"No","1990","Employed","inadequately","298","0.908517915744818","0.877365988826511","0.939669842663125"
"No","1990","Employed","general elemantary","1047","0.803689491229225","0.781572382296028","0.825806600162421"
"No","1990","Employed","middle vocational","2238","0.76659783413611","0.751016150183877","0.782179518088343"
"No","1990","Employed","vocational + Abi","158","0.852967677739946","0.801517711689387","0.904417643790504"
"No","1990","Employed","higher vocational","220","0.647426867945872","0.597012014440357","0.697841721451388"
"No","1990","Employed","higher education","306","0.562740456400439","0.520667679218256","0.604813233582622"
"Yes","1991","Not Employed","in school","","","",""
"Yes","1991","Not Employed","inadequately","2","","",""
"Yes","1991","Not Employed","general elemantary","6","","",""
"Yes","1991","Not Employed","middle vocational","10","","",""
"Yes","1991","Not Employed","vocational + Abi","1","","",""
"Yes","1991","Not Employed","higher vocational","","","",""
"Yes","1991","Not Employed","higher education","3","","",""
"Yes","1991","Employed","in school","1","","",""
"Yes","1991","Employed","inadequately","41","0.134592983636801","0.0981007985762987","0.171085168697303"
"Yes","1991","Employed","general elemantary","207","0.209293056980169","0.186732383570922","0.231853730389417"
"Yes","1991","Employed","middle vocational","603","0.227582137519448","0.212272260498375","0.24289201454052"
"Yes","1991","Employed","vocational + Abi","33","0.183940785798436","0.1311615894069","0.236719982189972"
"Yes","1991","Employed","higher vocational","132","0.35604467671654","0.306718901091538","0.405370452341541"
"Yes","1991","Employed","higher education","237","0.438234885582791","0.396880994303529","0.479588776862054"
"No","1991","Not Employed","in school","2","","",""
"No","1991","Not Employed","inadequately","11","","",""
"No","1991","Not Employed","general elemantary","35","0.799781375538214","0.677293234766072","0.922269516310357"
"No","1991","Not Employed","middle vocational","44","0.851636127155494","0.756828706772193","0.946443547538796"
"No","1991","Not Employed","vocational + Abi","6","","",""
"No","1991","Not Employed","higher vocational","","","",""
"No","1991","Not Employed","higher education","9","","",""
"No","1991","Employed","in school","6","","",""
"No","1991","Employed","inadequately","295","0.865407016363199","0.828914831302697","0.901899201423701"
"No","1991","Employed","general elemantary","1042","0.790706943019831","0.768146269610583","0.813267616429078"
"No","1991","Employed","middle vocational","2278","0.772417862480552","0.75710798545948","0.787727739501625"
"No","1991","Employed","vocational + Abi","174","0.816059214201564","0.763280017810028","0.868838410593101"
"No","1991","Employed","higher vocational","230","0.643955323283461","0.594629547658459","0.693281098908462"
"No","1991","Employed","higher education","316","0.561765114417209","0.520411223137946","0.603119005696471"
"Yes","1992","Not Employed","in school","","","",""
"Yes","1992","Not Employed","inadequately","1","","",""
"Yes","1992","Not Employed","general elemantary","8","","",""
"Yes","1992","Not Employed","middle vocational","15","","",""
"Yes","1992","Not Employed","vocational + Abi","","","",""
"Yes","1992","Not Employed","higher vocational","1","","",""
"Yes","1992","Not Employed","higher education","8","","",""
"Yes","1992","Employed","in school","3","","",""
"Yes","1992","Employed","inadequately","41","0.162058699295736","0.120497545825325","0.203619852766147"
"Yes","1992","Employed","general elemantary","239","0.196533540593497","0.175169282514959","0.217897798672035"
"Yes","1992","Employed","middle vocational","1018","0.248741670853076","0.235554635504125","0.261928706202028"
"Yes","1992","Employed","vocational + Abi","48","0.240169612203187","0.186347868283323","0.293991356123052"
"Yes","1992","Employed","higher vocational","180","0.36003203407646","0.319732545963749","0.400331522189171"
"Yes","1992","Employed","higher education","575","0.461321657434398","0.433440192593558","0.489203122275238"
"No","1992","Not Employed","in school","","","",""
"No","1992","Not Employed","inadequately","2","","",""
"No","1992","Not Employed","general elemantary","25","","",""
"No","1992","Not Employed","middle vocational","45","0.693780400016368","0.577153167172225","0.810407632860511"
"No","1992","Not Employed","vocational + Abi","3","","",""
"No","1992","Not Employed","higher vocational","1","","",""
"No","1992","Not Employed","higher education","9","","",""
"No","1992","Employed","in school","12","","",""
"No","1992","Employed","inadequately","261","0.837941300704264","0.796380147233853","0.879502454174675"
"No","1992","Employed","general elemantary","1090","0.803466459406503","0.782102201327965","0.824830717485041"
"No","1992","Employed","middle vocational","3110","0.751258329146924","0.738071293797972","0.764445364495875"
"No","1992","Employed","vocational + Abi","194","0.759830387796813","0.706008643876948","0.813652131716677"
"No","1992","Employed","higher vocational","365","0.63996796592354","0.599668477810829","0.680267454036251"
"No","1992","Employed","higher education","653","0.538678342565602","0.510796877724762","0.566559807406442"
"Yes","1993","Not Employed","in school","1","","",""
"Yes","1993","Not Employed","inadequately","2","","",""
"Yes","1993","Not Employed","general elemantary","16","","",""
"Yes","1993","Not Employed","middle vocational","16","","",""
"Yes","1993","Not Employed","vocational + Abi","4","","",""
"Yes","1993","Not Employed","higher vocational","2","","",""
"Yes","1993","Not Employed","higher education","5","","",""
"Yes","1993","Employed","in school","3","","",""
"Yes","1993","Employed","inadequately","39","0.168569757903582","0.125776321168926","0.211363194638239"
"Yes","1993","Employed","general elemantary","222","0.194154074440867","0.172467950987306","0.215840197894428"
"Yes","1993","Employed","middle vocational","953","0.236040236218077","0.222926343597219","0.249154128838936"
"Yes","1993","Employed","vocational + Abi","49","0.213801971520004","0.162980186506392","0.264623756533616"
"Yes","1993","Employed","higher vocational","159","0.338720349012087","0.297564699663331","0.379875998360843"
"Yes","1993","Employed","higher education","567","0.458089096721013","0.430038913449229","0.486139279992798"
"No","1993","Not Employed","in school","","","",""
"No","1993","Not Employed","inadequately","8","","",""
"No","1993","Not Employed","general elemantary","22","","",""
"No","1993","Not Employed","middle vocational","65","0.836409994082129","0.755854795541592","0.916965192622666"
"No","1993","Not Employed","vocational + Abi","3","","",""
"No","1993","Not Employed","higher vocational","8","","",""
"No","1993","Not Employed","higher education","16","","",""
"No","1993","Employed","in school","7","","",""
"No","1993","Employed","inadequately","255","0.831430242096418","0.788636805361761","0.874223678831074"
"No","1993","Employed","general elemantary","1056","0.805845925559133","0.784159802105572","0.827532049012694"
"No","1993","Employed","middle vocational","3075","0.763959763781923","0.750845871161064","0.777073656402781"
"No","1993","Employed","vocational + Abi","201","0.786198028479996","0.735376243466384","0.837019813493608"
"No","1993","Employed","higher vocational","349","0.661279650987913","0.620124001639157","0.702435300336669"
"No","1993","Employed","higher education","645","0.541910903278987","0.513860720007202","0.569961086550771"
"Yes","1994","Not Employed","in school","","","",""
"Yes","1994","Not Employed","inadequately","2","","",""
"Yes","1994","Not Employed","general elemantary","5","","",""
"Yes","1994","Not Employed","middle vocational","6","","",""
"Yes","1994","Not Employed","vocational + Abi","1","","",""
"Yes","1994","Not Employed","higher vocational","3","","",""
"Yes","1994","Not Employed","higher education","8","","",""
"Yes","1994","Employed","in school","3","","",""
"Yes","1994","Employed","inadequately","32","0.143656741626887","0.100775388933714","0.186538094320059"
"Yes","1994","Employed","general elemantary","184","0.194609159434849","0.170953942407881","0.218264376461816"
"Yes","1994","Employed","middle vocational","909","0.24182547542614","0.228246968176401","0.255403982675879"
"Yes","1994","Employed","vocational + Abi","49","0.226839314537109","0.174612485454312","0.279066143619905"
"Yes","1994","Employed","higher vocational","165","0.343134085912878","0.301768124115406","0.38450004771035"
"Yes","1994","Employed","higher education","558","0.44961142493366","0.421651585187341","0.47757126467998"
"No","1994","Not Employed","in school","1","","",""
"No","1994","Not Employed","inadequately","4","","",""
"No","1994","Not Employed","general elemantary","14","","",""
"No","1994","Not Employed","middle vocational","59","0.918719476674505","0.852287661380295","0.985151291968715"
"No","1994","Not Employed","vocational + Abi","4","","",""
"No","1994","Not Employed","higher vocational","5","","",""
"No","1994","Not Employed","higher education","13","","",""
"No","1994","Employed","in school","7","","",""
"No","1994","Employed","inadequately","225","0.856343258373113","0.813461905679941","0.899224611066286"
"No","1994","Employed","general elemantary","892","0.805390840565151","0.781735623538184","0.829046057592119"
"No","1994","Employed","middle vocational","2911","0.75817452457386","0.744596017324121","0.771753031823599"
"No","1994","Employed","vocational + Abi","198","0.773160685462891","0.720933856380095","0.825387514545688"
"No","1994","Employed","higher vocational","341","0.656865914087122","0.61549995228965","0.698231875884594"
"No","1994","Employed","higher education","658","0.55038857506634","0.52242873532002","0.578348414812659"
"Yes","1995","Not Employed","in school","","","",""
"Yes","1995","Not Employed","inadequately","","","",""
"Yes","1995","Not Employed","general elemantary","6","","",""
"Yes","1995","Not Employed","middle vocational","18","","",""
"Yes","1995","Not Employed","vocational + Abi","1","","",""
"Yes","1995","Not Employed","higher vocational","4","","",""
"Yes","1995","Not Employed","higher education","4","","",""
"Yes","1995","Employed","in school","3","","",""
"Yes","1995","Employed","inadequately","39","0.182227495381316","0.132976467947708","0.231478522814924"
"Yes","1995","Employed","general elemantary","165","0.17004940192107","0.147948994643859","0.192149809198282"
"Yes","1995","Employed","middle vocational","928","0.242775882245026","0.22949864828786","0.256053116202193"
"Yes","1995","Employed","vocational + Abi","66","0.239120045324154","0.191249956324431","0.286990134323877"
"Yes","1995","Employed","higher vocational","181","0.355896229420138","0.315325686998105","0.396466771842171"
"Yes","1995","Employed","higher education","566","0.423816604293151","0.397198724981394","0.450434483604908"
"No","1995","Not Employed","in school","5","","",""
"No","1995","Not Employed","inadequately","1","","",""
"No","1995","Not Employed","general elemantary","35","0.862671231603426","0.757315156559175","0.968027306647677"
"No","1995","Not Employed","middle vocational","81","0.799728241742634","0.720894604322346","0.878561879162923"
"No","1995","Not Employed","vocational + Abi","5","","",""
"No","1995","Not Employed","higher vocational","6","","",""
"No","1995","Not Employed","higher education","17","","",""
"No","1995","Employed","in school","5","","",""
"No","1995","Employed","inadequately","197","0.817772504618684","0.768521477185076","0.867023532052292"
"No","1995","Employed","general elemantary","945","0.82995059807893","0.807850190801719","0.852051005356141"
"No","1995","Employed","middle vocational","3078","0.757224117754974","0.743946883797807","0.77050135171214"
"No","1995","Employed","vocational + Abi","239","0.760879954675846","0.713009865676123","0.808750043675569"
"No","1995","Employed","higher vocational","354","0.644103770579862","0.603533228157829","0.684674313001895"
"No","1995","Employed","higher education","758","0.576183395706849","0.549565516395092","0.602801275018606"
"Yes","1996","Not Employed","in school","","","",""
"Yes","1996","Not Employed","inadequately","1","","",""
"Yes","1996","Not Employed","general elemantary","5","","",""
"Yes","1996","Not Employed","middle vocational","12","","",""
"Yes","1996","Not Employed","vocational + Abi","","","",""
"Yes","1996","Not Employed","higher vocational","2","","",""
"Yes","1996","Not Employed","higher education","5","","",""
"Yes","1996","Employed","in school","2","","",""
"Yes","1996","Employed","inadequately","38","0.212125430210863","0.156701176055775","0.267549684365951"
"Yes","1996","Employed","general elemantary","140","0.154486996359125","0.132263757847052","0.176710234871197"
"Yes","1996","Employed","middle vocational","885","0.243416895376624","0.229834727760363","0.256999062992885"
"Yes","1996","Employed","vocational + Abi","66","0.229347948984316","0.182166120125122","0.276529777843509"
"Yes","1996","Employed","higher vocational","189","0.366264648839157","0.325516074692239","0.407013222986075"
"Yes","1996","Employed","higher education","546","0.420964071451829","0.394084591508473","0.447843551395185"
"No","1996","Not Employed","in school","2","","",""
"No","1996","Not Employed","inadequately","2","","",""
"No","1996","Not Employed","general elemantary","25","","",""
"No","1996","Not Employed","middle vocational","51","0.802857479036408","0.704617740507372","0.901097217565444"
"No","1996","Not Employed","vocational + Abi","5","","",""
"No","1996","Not Employed","higher vocational","6","","",""
"No","1996","Not Employed","higher education","7","","",""
"No","1996","Employed","in school","6","","",""
"No","1996","Employed","inadequately","171","0.787874569789137","0.732450315634049","0.843298823944225"
"No","1996","Employed","general elemantary","876","0.845513003640875","0.823289765128803","0.867736242152948"
"No","1996","Employed","middle vocational","2950","0.756583104623376","0.743000937007115","0.770165272239636"
"No","1996","Employed","vocational + Abi","239","0.770652051015684","0.723470222156491","0.817833879874878"
"No","1996","Employed","higher vocational","348","0.633735351160843","0.592986777013925","0.674483925307761"
"No","1996","Employed","higher education","750","0.579035928548171","0.552156448604815","0.605915408491527"
"Yes","1997","Not Employed","in school","","","",""
"Yes","1997","Not Employed","inadequately","1","","",""
"Yes","1997","Not Employed","general elemantary","2","","",""
"Yes","1997","Not Employed","middle vocational","13","","",""
"Yes","1997","Not Employed","vocational + Abi","1","","",""
"Yes","1997","Not Employed","higher vocational","","","",""
"Yes","1997","Not Employed","higher education","6","","",""
"Yes","1997","Employed","in school","2","","",""
"Yes","1997","Employed","inadequately","32","0.169843853231706","0.115735160957671","0.223952545505742"
"Yes","1997","Employed","general elemantary","142","0.175192771170862","0.15162059559069","0.198764946751034"
"Yes","1997","Employed","middle vocational","852","0.236616153019181","0.223009792388137","0.250222513650225"
"Yes","1997","Employed","vocational + Abi","65","0.221009399329015","0.174595251180154","0.267423547477876"
"Yes","1997","Employed","higher vocational","187","0.366990141279403","0.326224583972079","0.407755698586727"
"Yes","1997","Employed","higher education","565","0.411770161668057","0.385320310520919","0.438220012815196"
"No","1997","Not Employed","in school","2","","",""
"No","1997","Not Employed","inadequately","4","","",""
"No","1997","Not Employed","general elemantary","23","","",""
"No","1997","Not Employed","middle vocational","49","0.84339488085335","0.752931939656499","0.933857822050201"
"No","1997","Not Employed","vocational + Abi","4","","",""
"No","1997","Not Employed","higher vocational","2","","",""
"No","1997","Not Employed","higher education","8","","",""
"No","1997","Employed","in school","8","","",""
"No","1997","Employed","inadequately","153","0.830156146768294","0.776047454494258","0.884264839042329"
"No","1997","Employed","general elemantary","857","0.824807228829138","0.801235053248966","0.84837940440931"
"No","1997","Employed","middle vocational","2896","0.763383846980819","0.749777486349775","0.776990207611863"
"No","1997","Employed","vocational + Abi","242","0.778990600670985","0.732576452522124","0.825404748819846"
"No","1997","Employed","higher vocational","350","0.633009858720597","0.592244301413273","0.673775416027921"
"No","1997","Employed","higher education","765","0.588229838331943","0.561779987184804","0.614679689479081"
"Yes","1998","Not Employed","in school","","","",""
"Yes","1998","Not Employed","inadequately","","","",""
"Yes","1998","Not Employed","general elemantary","7","","",""
"Yes","1998","Not Employed","middle vocational","14","","",""
"Yes","1998","Not Employed","vocational + Abi","3","","",""
"Yes","1998","Not Employed","higher vocational","1","","",""
"Yes","1998","Not Employed","higher education","10","","",""
"Yes","1998","Employed","in school","1","","",""
"Yes","1998","Employed","inadequately","29","","",""
"Yes","1998","Employed","general elemantary","155","0.169629876668567","0.146754152447762","0.192505600889372"
"Yes","1998","Employed","middle vocational","898","0.23049279812835","0.21755105893926","0.243434537317439"
"Yes","1998","Employed","vocational + Abi","78","0.229004809403246","0.185171034367811","0.272838584438682"
"Yes","1998","Employed","higher vocational","193","0.350812502593578","0.311974516737541","0.389650488449615"
"Yes","1998","Employed","higher education","612","0.419076662213021","0.393618850177436","0.444534474248606"
"No","1998","Not Employed","in school","1","","",""
"No","1998","Not Employed","inadequately","3","","",""
"No","1998","Not Employed","general elemantary","24","","",""
"No","1998","Not Employed","middle vocational","39","0.705189258526316","0.58243554138512","0.827942975667512"
"No","1998","Not Employed","vocational + Abi","5","","",""
"No","1998","Not Employed","higher vocational","6","","",""
"No","1998","Not Employed","higher education","14","","",""
"No","1998","Employed","in school","12","","",""
"No","1998","Employed","inadequately","145","0.820466404397568","0.763439902422536","0.8774929063726"
"No","1998","Employed","general elemantary","879","0.830370123331433","0.807494399110628","0.853245847552238"
"No","1998","Employed","middle vocational","3170","0.76950720187165","0.756565462682561","0.78244894106074"
"No","1998","Employed","vocational + Abi","275","0.770995190596754","0.727161415561319","0.814828965632189"
"No","1998","Employed","higher vocational","387","0.649187497406422","0.610349511550385","0.688025483262459"
"No","1998","Employed","higher education","831","0.580923337786979","0.555465525751394","0.606381149822564"
"Yes","1999","Not Employed","in school","","","",""
"Yes","1999","Not Employed","inadequately","1","","",""
"Yes","1999","Not Employed","general elemantary","1","","",""
