"pgoeffd","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","2010","Not Working","Couple + C. LE 16 ","133","0.733116742665701","0.667952599136139","0.798280886195262"
"No","2010","Not Working","Couple + C. GT 16 ","23","","",""
"No","2010","Not Working","Couple + C. LE and GT 16","20","","",""
"Yes","2011","Full Time","1-pers.-HH","324","0.289078339735968","0.261991358651327","0.316165320820609"
"Yes","2011","Full Time","(Married) couple without C. ","706","0.271923483697103","0.254129488913753","0.289717478480453"
"Yes","2011","Full Time","Single parent ","238","0.245571866954678","0.216183007720671","0.274960726188686"
"Yes","2011","Full Time","Couple + C. LE 16 ","696","0.209626086458644","0.195860901499572","0.223391271417716"
"Yes","2011","Full Time","Couple + C. GT 16 ","363","0.221998993548237","0.200229433344661","0.243768553751814"
"Yes","2011","Full Time","Couple + C. LE and GT 16","153","0.1677327742964","0.140903414100601","0.194562134492199"
"Yes","2011","Part Time","1-pers.-HH","97","0.223553935777976","0.182622840931286","0.264485030624665"
"Yes","2011","Part Time","(Married) couple without C. ","238","0.198176994549919","0.173749656120602","0.222604332979235"
"Yes","2011","Part Time","Single parent ","223","0.196896867666692","0.171408187423449","0.222385547909935"
"Yes","2011","Part Time","Couple + C. LE 16 ","508","0.237002483739902","0.218832136198539","0.255172831281265"
"Yes","2011","Part Time","Couple + C. GT 16 ","164","0.223509372702043","0.192994781325754","0.254023964078332"
"Yes","2011","Part Time","Couple + C. LE and GT 16","114","0.221968643638485","0.187332471476671","0.2566048158003"
"Yes","2011","Not Working","1-pers.-HH","10","","",""
"Yes","2011","Not Working","(Married) couple without C. ","3","","",""
"Yes","2011","Not Working","Single parent ","4","","",""
"Yes","2011","Not Working","Couple + C. LE 16 ","34","0.187041608542881","0.131152065185805","0.242931151899958"
"Yes","2011","Not Working","Couple + C. GT 16 ","5","","",""
"Yes","2011","Not Working","Couple + C. LE and GT 16","5","","",""
"No","2011","Full Time","1-pers.-HH","752","0.710921660264032","0.683834679179391","0.738008641348673"
"No","2011","Full Time","(Married) couple without C. ","1696","0.728076516302897","0.710282521519547","0.745870511086247"
"No","2011","Full Time","Single parent ","586","0.754428133045322","0.725039273811314","0.783816992279329"
"No","2011","Full Time","Couple + C. LE 16 ","2663","0.790373913541356","0.776608728582284","0.804139098500428"
"No","2011","Full Time","Couple + C. GT 16 ","1037","0.778001006451763","0.756231446248186","0.79977056665534"
"No","2011","Full Time","Couple + C. LE and GT 16","592","0.8322672257036","0.805437865507801","0.859096585899399"
"No","2011","Part Time","1-pers.-HH","301","0.776446064222025","0.735514969375335","0.817377159068714"
"No","2011","Part Time","(Married) couple without C. ","785","0.801823005450081","0.777395667020765","0.826250343879398"
"No","2011","Part Time","Single parent ","712","0.803103132333308","0.777614452090065","0.828591812576551"
"No","2011","Part Time","Couple + C. LE 16 ","1596","0.762997516260098","0.744827168718735","0.781167863801461"
"No","2011","Part Time","Couple + C. GT 16 ","552","0.776490627297957","0.745976035921668","0.807005218674246"
"No","2011","Part Time","Couple + C. LE and GT 16","439","0.778031356361515","0.7433951841997","0.812667528523329"
"No","2011","Not Working","1-pers.-HH","20","","",""
"No","2011","Not Working","(Married) couple without C. ","24","","",""
"No","2011","Not Working","Single parent ","59","0.919434969054783","0.852228417150286","0.986641520959279"
"No","2011","Not Working","Couple + C. LE 16 ","153","0.812958391457119","0.757068848100042","0.868847934814195"
"No","2011","Not Working","Couple + C. GT 16 ","23","","",""
"No","2011","Not Working","Couple + C. LE and GT 16","23","","",""
"Yes","2012","Full Time","1-pers.-HH","351","0.296535598406153","0.269941050185041","0.323130146627266"
"Yes","2012","Full Time","(Married) couple without C. ","693","0.273281307089891","0.255151271793211","0.291411342386572"
"Yes","2012","Full Time","Single parent ","212","0.214174928910501","0.18558539302302","0.242764464797982"
"Yes","2012","Full Time","Couple + C. LE 16 ","666","0.202778091568295","0.188882078969291","0.2166741041673"
"Yes","2012","Full Time","Couple + C. GT 16 ","325","0.21792498850772","0.195517818148475","0.240332158866965"
"Yes","2012","Full Time","Couple + C. LE and GT 16","163","0.187790428752314","0.160470218272942","0.215110639231685"
"Yes","2012","Part Time","1-pers.-HH","104","0.231948848376352","0.191582949447214","0.272314747305491"
"Yes","2012","Part Time","(Married) couple without C. ","231","0.209247099301516","0.183394277508788","0.235099921094244"
"Yes","2012","Part Time","Single parent ","221","0.215673040602053","0.189450263167797","0.241895818036308"
"Yes","2012","Part Time","Couple + C. LE 16 ","499","0.234726361413444","0.216379555337615","0.253073167489274"
"Yes","2012","Part Time","Couple + C. GT 16 ","164","0.248223494902009","0.215141380554361","0.281305609249657"
"Yes","2012","Part Time","Couple + C. LE and GT 16","101","0.222271237831355","0.187428670968459","0.25711380469425"
"Yes","2012","Not Working","1-pers.-HH","12","","",""
"Yes","2012","Not Working","(Married) couple without C. ","7","","",""
"Yes","2012","Not Working","Single parent ","14","","",""
"Yes","2012","Not Working","Couple + C. LE 16 ","36","0.183615769173507","0.131250814076399","0.235980724270616"
"Yes","2012","Not Working","Couple + C. GT 16 ","4","","",""
"Yes","2012","Not Working","Couple + C. LE and GT 16","2","","",""
"No","2012","Full Time","1-pers.-HH","782","0.703464401593847","0.676869853372735","0.730058949814959"
"No","2012","Full Time","(Married) couple without C. ","1628","0.726718692910108","0.708588657613428","0.744848728206789"
"No","2012","Full Time","Single parent ","579","0.785825071089499","0.757235535202018","0.81441460697698"
"No","2012","Full Time","Couple + C. LE 16 ","2550","0.797221908431705","0.7833258958327","0.811117921030709"
"No","2012","Full Time","Couple + C. GT 16 ","979","0.78207501149228","0.759667841133035","0.804482181851525"
"No","2012","Full Time","Couple + C. LE and GT 16","622","0.812209571247686","0.784889360768315","0.839529781727058"
"No","2012","Part Time","1-pers.-HH","316","0.768051151623647","0.727685252694509","0.808417050552786"
"No","2012","Part Time","(Married) couple without C. ","720","0.790752900698484","0.764900078905756","0.816605722491212"
"No","2012","Part Time","Single parent ","724","0.784326959397947","0.758104181963692","0.810549736832203"
"No","2012","Part Time","Couple + C. LE 16 ","1551","0.765273638586555","0.746926832510726","0.783620444662385"
"No","2012","Part Time","Couple + C. GT 16 ","491","0.751776505097991","0.718694390750343","0.784858619445639"
"No","2012","Part Time","Couple + C. LE and GT 16","446","0.777728762168645","0.74288619530575","0.812571329031541"
"No","2012","Not Working","1-pers.-HH","25","","",""
"No","2012","Not Working","(Married) couple without C. ","26","","",""
"No","2012","Not Working","Single parent ","47","0.777512901255091","0.673139606776218","0.881886195733963"
"No","2012","Not Working","Couple + C. LE 16 ","174","0.816384230826493","0.764019275729385","0.868749185923601"
"No","2012","Not Working","Couple + C. GT 16 ","30","0.922925965160881","0.833276828374795","1.01257510194697"
"No","2012","Not Working","Couple + C. LE and GT 16","40","0.964096401920086","0.90782954401539","1.02036325982478"
"Yes","2013","Full Time","1-pers.-HH","316","0.30401955473008","0.275845627354489","0.332193482105671"
"Yes","2013","Full Time","(Married) couple without C. ","640","0.287879218979925","0.268378975715296","0.307379462244553"
"Yes","2013","Full Time","Single parent ","228","0.264694357364925","0.233492979575184","0.295895735154665"
"Yes","2013","Full Time","Couple + C. LE 16 ","592","0.210753244238602","0.195695111066564","0.22581137741064"
"Yes","2013","Full Time","Couple + C. GT 16 ","292","0.247154892461525","0.221428811302567","0.272880973620482"
"Yes","2013","Full Time","Couple + C. LE and GT 16","166","0.21733280196094","0.187414436224219","0.247251167697661"
"Yes","2013","Part Time","1-pers.-HH","93","0.218287435300928","0.177447059351861","0.259127811249996"
"Yes","2013","Part Time","(Married) couple without C. ","247","0.278042072450501","0.247922428656206","0.308161716244796"
"Yes","2013","Part Time","Single parent ","213","0.230003200126418","0.202509180667458","0.257497219585377"
"Yes","2013","Part Time","Couple + C. LE 16 ","486","0.249576014397806","0.230162690400698","0.268989338394914"
"Yes","2013","Part Time","Couple + C. GT 16 ","168","0.25433406719535","0.221383624780839","0.28728450960986"
"Yes","2013","Part Time","Couple + C. LE and GT 16","122","0.186933601982732","0.155178354413797","0.218688849551668"
"Yes","2013","Not Working","1-pers.-HH","54","0.20511397720506","0.15730352320302","0.252924431207099"
"Yes","2013","Not Working","(Married) couple without C. ","77","0.133160967445672","0.105046856091701","0.161275078799643"
"Yes","2013","Not Working","Single parent ","37","0.191915608332706","0.139995515317001","0.243835701348411"
"Yes","2013","Not Working","Couple + C. LE 16 ","180","0.146369944266773","0.126098370209604","0.166641518323943"
"Yes","2013","Not Working","Couple + C. GT 16 ","68","0.16044508895312","0.125795568903612","0.195094609002629"
"Yes","2013","Not Working","Couple + C. LE and GT 16","41","0.11359436320466","0.0805856526322005","0.146603073777119"
"No","2013","Full Time","1-pers.-HH","708","0.69598044526992","0.667806517894329","0.724154372645511"
"No","2013","Full Time","(Married) couple without C. ","1431","0.712120781020075","0.692620537755447","0.731621024284704"
"No","2013","Full Time","Single parent ","540","0.735305642635075","0.704104264845335","0.766507020424816"
"No","2013","Full Time","Couple + C. LE 16 ","2226","0.789246755761398","0.774188622589359","0.804304888933436"
"No","2013","Full Time","Couple + C. GT 16 ","788","0.752845107538475","0.727119026379518","0.778571188697433"
"No","2013","Full Time","Couple + C. LE and GT 16","564","0.78266719803906","0.752748832302339","0.812585563775781"
"No","2013","Part Time","1-pers.-HH","300","0.781712564699072","0.740872188750004","0.822552940648139"
"No","2013","Part Time","(Married) couple without C. ","603","0.721957927549499","0.691838283755204","0.752077571343794"
"No","2013","Part Time","Single parent ","687","0.769996799873582","0.742502780414623","0.797490819332542"
"No","2013","Part Time","Couple + C. LE 16 ","1423","0.750423985602194","0.731010661605086","0.769837309599302"
"No","2013","Part Time","Couple + C. GT 16 ","503","0.74566593280465","0.71271549039014","0.778616375219161"
"No","2013","Part Time","Couple + C. LE and GT 16","457","0.813066398017268","0.781311150448332","0.844821645586203"
"No","2013","Not Working","1-pers.-HH","220","0.79488602279494","0.747075568792901","0.84269647679698"
"No","2013","Not Working","(Married) couple without C. ","484","0.866839032554328","0.838724921200357","0.894953143908299"
"No","2013","Not Working","Single parent ","184","0.808084391667294","0.756164298651589","0.860004484682999"
"No","2013","Not Working","Couple + C. LE 16 ","988","0.853630055733227","0.833358481676057","0.873901629790396"
"No","2013","Not Working","Couple + C. GT 16 ","363","0.83955491104688","0.804905390997371","0.874204431096388"
"No","2013","Not Working","Couple + C. LE and GT 16","314","0.88640563679534","0.853396926222881","0.919414347367799"
"Yes","2014","Full Time","1-pers.-HH","309","0.288887689049589","0.261167481013467","0.31660789708571"
"Yes","2014","Full Time","(Married) couple without C. ","661","0.288180485021491","0.269399267798399","0.306961702244584"
"Yes","2014","Full Time","Single parent ","189","0.248786465563423","0.217076624722139","0.280496306404707"
"Yes","2014","Full Time","Couple + C. LE 16 ","585","0.22593174422625","0.210615938793497","0.241247549659003"
"Yes","2014","Full Time","Couple + C. GT 16 ","253","0.210750599298563","0.187450841897947","0.234050356699179"
"Yes","2014","Full Time","Couple + C. LE and GT 16","174","0.202828977253726","0.17548961803434","0.230168336473112"
"Yes","2014","Part Time","1-pers.-HH","141","0.291399840501512","0.250578252764232","0.332221428238791"
"Yes","2014","Part Time","(Married) couple without C. ","266","0.259479915932114","0.232696824815195","0.286263007049034"
"Yes","2014","Part Time","Single parent ","187","0.225875147628954","0.196146098090325","0.255604197167582"
"Yes","2014","Part Time","Couple + C. LE 16 ","482","0.260500853100219","0.241099601493973","0.279902104706466"
"Yes","2014","Part Time","Couple + C. GT 16 ","171","0.244071145692353","0.21269637761621","0.275445913768496"
"Yes","2014","Part Time","Couple + C. LE and GT 16","148","0.252085633638009","0.217543136427673","0.286628130848346"
"Yes","2014","Not Working","1-pers.-HH","3","","",""
"Yes","2014","Not Working","(Married) couple without C. ","25","","",""
"Yes","2014","Not Working","Single parent ","15","","",""
"Yes","2014","Not Working","Couple + C. LE 16 ","41","0.187676825383633","0.133427880126214","0.241925770641052"
"Yes","2014","Not Working","Couple + C. GT 16 ","12","","",""
"Yes","2014","Not Working","Couple + C. LE and GT 16","12","","",""
"No","2014","Full Time","1-pers.-HH","718","0.711112310950411","0.68339210291429","0.738832518986533"
"No","2014","Full Time","(Married) couple without C. ","1573","0.711819514978509","0.693038297755416","0.730600732201601"
"No","2014","Full Time","Single parent ","525","0.751213534436577","0.719503693595293","0.782923375277861"
"No","2014","Full Time","Couple + C. LE 16 ","2279","0.77406825577375","0.758752450340997","0.789384061206503"
"No","2014","Full Time","Couple + C. GT 16 ","924","0.789249400701437","0.765949643300821","0.812549158102053"
"No","2014","Full Time","Couple + C. LE and GT 16","657","0.797171022746274","0.769831663526887","0.82451038196566"
"No","2014","Part Time","1-pers.-HH","335","0.708600159498488","0.667778571761209","0.749421747235768"
"No","2014","Part Time","(Married) couple without C. ","763","0.740520084067886","0.713736992950966","0.767303175184806"
"No","2014","Part Time","Single parent ","573","0.774124852371046","0.744395802832418","0.803853901909675"
"No","2014","Part Time","Couple + C. LE 16 ","1484","0.739499146899781","0.720097895293534","0.758900398506027"
"No","2014","Part Time","Couple + C. GT 16 ","549","0.755928854307647","0.724554086231505","0.78730362238379"
"No","2014","Part Time","Couple + C. LE and GT 16","459","0.747914366361991","0.713371869151655","0.782456863572327"
"No","2014","Not Working","1-pers.-HH","32","0.920199871717138","0.830424554618393","1.00997518881588"
"No","2014","Not Working","(Married) couple without C. ","64","0.631530073361121","0.531310827627051","0.731749319095192"
"No","2014","Not Working","Single parent ","62","0.664600853124796","0.559146587304322","0.77005511894527"
"No","2014","Not Working","Couple + C. LE 16 ","158","0.812323174616367","0.758074229358948","0.866572119873786"
"No","2014","Not Working","Couple + C. GT 16 ","58","0.825306659337168","0.73635687065221","0.914256448022126"
"No","2014","Not Working","Couple + C. LE and GT 16","58","0.831247158193574","0.743508759199381","0.918985557187768"
"Yes","2015","Full Time","1-pers.-HH","274","0.284596337838299","0.256601816024649","0.312590859651949"
"Yes","2015","Full Time","(Married) couple without C. ","606","0.287738697426276","0.268255397037709","0.307221997814844"
"Yes","2015","Full Time","Single parent ","194","0.264083496292241","0.230777267522838","0.297389725061643"
"Yes","2015","Full Time","Couple + C. LE 16 ","576","0.233880404156746","0.217721176803429","0.250039631510064"
"Yes","2015","Full Time","Couple + C. GT 16 ","249","0.199321935876007","0.175670945713832","0.222972926038181"
"Yes","2015","Full Time","Couple + C. LE and GT 16","171","0.208167512309648","0.179784404146146","0.23655062047315"
"Yes","2015","Part Time","1-pers.-HH","118","0.226599928760335","0.18787800648507","0.2653218510356"
"Yes","2015","Part Time","(Married) couple without C. ","257","0.259808954730196","0.232197761600515","0.287420147859877"
"Yes","2015","Part Time","Single parent ","164","0.194448242655392","0.165599447606178","0.223297037704606"
"Yes","2015","Part Time","Couple + C. LE 16 ","482","0.274531155089746","0.253920279751252","0.29514203042824"
"Yes","2015","Part Time","Couple + C. GT 16 ","170","0.249488658589613","0.217524314641307","0.281453002537919"
"Yes","2015","Part Time","Couple + C. LE and GT 16","139","0.206414206562923","0.174110216388334","0.238718196737511"
"Yes","2015","Not Working","1-pers.-HH","32","0.241865660814078","0.181608673164982","0.302122648463174"
"Yes","2015","Not Working","(Married) couple without C. ","60","0.179329975468515","0.141640743720473","0.217019207216556"
"Yes","2015","Not Working","Single parent ","16","","",""
"Yes","2015","Not Working","Couple + C. LE 16 ","51","0.175389227069556","0.140711305306391","0.210067148832721"
"Yes","2015","Not Working","Couple + C. GT 16 ","15","","",""
"Yes","2015","Not Working","Couple + C. LE and GT 16","10","","",""
"No","2015","Full Time","1-pers.-HH","724","0.715403662161701","0.687409140348051","0.743398183975351"
"No","2015","Full Time","(Married) couple without C. ","1468","0.712261302573724","0.692778002185156","0.731744602962291"
"No","2015","Full Time","Single parent ","479","0.735916503707759","0.702610274938357","0.769222732477162"
"No","2015","Full Time","Couple + C. LE 16 ","2060","0.766119595843254","0.749960368489936","0.782278823196571"
"No","2015","Full Time","Couple + C. GT 16 ","847","0.800678064123993","0.777027073961818","0.824329054286168"
"No","2015","Full Time","Couple + C. LE and GT 16","615","0.791832487690352","0.76344937952685","0.820215595853854"
"No","2015","Part Time","1-pers.-HH","331","0.773400071239665","0.7346781489644","0.81212199351493"
"No","2015","Part Time","(Married) couple without C. ","712","0.740191045269804","0.712579852140123","0.767802238399485"
"No","2015","Part Time","Single parent ","559","0.805551757344608","0.776702962295394","0.834400552393822"
"No","2015","Part Time","Couple + C. LE 16 ","1319","0.725468844910254","0.70485796957176","0.746079720248748"
"No","2015","Part Time","Couple + C. GT 16 ","534","0.750511341410386","0.71854699746208","0.782475685358692"
"No","2015","Part Time","Couple + C. LE and GT 16","464","0.793585793437077","0.761281803262489","0.825889783611666"
"No","2015","Not Working","1-pers.-HH","162","0.758134339185922","0.697877351536826","0.818391326835018"
"No","2015","Not Working","(Married) couple without C. ","338","0.820670024531485","0.782980792783444","0.858359256279527"
"No","2015","Not Working","Single parent ","72","0.680002215587147","0.582540196447933","0.777464234726361"
"No","2015","Not Working","Couple + C. LE 16 ","411","0.824610772930444","0.789932851167279","0.859288694693609"
"No","2015","Not Working","Couple + C. GT 16 ","73","0.753754569335805","0.663741447508791","0.843767691162819"
"No","2015","Not Working","Couple + C. LE and GT 16","92","0.898080959462825","0.839368075566147","0.956793843359503"
"Yes","2016","Full Time","1-pers.-HH","291","0.284937320760771","0.257140822213159","0.312733819308383"
"Yes","2016","Full Time","(Married) couple without C. ","604","0.284568449646224","0.265522565820964","0.303614333471484"
"Yes","2016","Full Time","Single parent ","176","0.268207339354578","0.233419022147589","0.302995656561567"
"Yes","2016","Full Time","Couple + C. LE 16 ","543","0.227058816443194","0.210460137868005","0.243657495018383"
"Yes","2016","Full Time","Couple + C. GT 16 ","240","0.211604332788544","0.186648343182365","0.236560322394723"
"Yes","2016","Full Time","Couple + C. LE and GT 16","180","0.239525249364748","0.209222037974523","0.269828460754973"
"Yes","2016","Part Time","1-pers.-HH","108","0.225014766398845","0.186517393212308","0.263512139585383"
"Yes","2016","Part Time","(Married) couple without C. ","270","0.258080593076422","0.231067528008851","0.285093658143993"
"Yes","2016","Part Time","Single parent ","156","0.21623555615868","0.185132942096388","0.247338170220971"
"Yes","2016","Part Time","Couple + C. LE 16 ","434","0.27129700010092","0.250530362336375","0.292063637865464"
"Yes","2016","Part Time","Couple + C. GT 16 ","149","0.201956947767152","0.172067077267127","0.231846818267177"
"Yes","2016","Part Time","Couple + C. LE and GT 16","165","0.252360249983524","0.217946733997146","0.286773765969902"
"Yes","2016","Not Working","1-pers.-HH","20","","",""
"Yes","2016","Not Working","(Married) couple without C. ","22","","",""
"Yes","2016","Not Working","Single parent ","12","","",""
"Yes","2016","Not Working","Couple + C. LE 16 ","42","0.212128831923429","0.163810804237646","0.260446859609212"
"Yes","2016","Not Working","Couple + C. GT 16 ","8","","",""
"Yes","2016","Not Working","Couple + C. LE and GT 16","14","","",""
"No","2016","Full Time","1-pers.-HH","722","0.715062679239229","0.687266180691617","0.742859177786841"
"No","2016","Full Time","(Married) couple without C. ","1552","0.715431550353776","0.696385666528516","0.734477434179036"
"No","2016","Full Time","Single parent ","447","0.731792660645422","0.697004343438433","0.766580977852411"
"No","2016","Full Time","Couple + C. LE 16 ","1904","0.772941183556806","0.756342504981617","0.789539862131995"
"No","2016","Full Time","Couple + C. GT 16 ","789","0.788395667211456","0.763439677605277","0.813351656817635"
"No","2016","Full Time","Couple + C. LE and GT 16","582","0.760474750635252","0.730171539245027","0.790777962025477"
"No","2016","Part Time","1-pers.-HH","344","0.774985233601154","0.736487860414617","0.813482606787692"
"No","2016","Part Time","(Married) couple without C. ","738","0.741919406923578","0.714906341856007","0.768932471991149"
"No","2016","Part Time","Single parent ","517","0.78376444384132","0.752661829779029","0.814867057903612"
"No","2016","Part Time","Couple + C. LE 16 ","1327","0.72870299989908","0.707936362134536","0.749469637663625"
"No","2016","Part Time","Couple + C. GT 16 ","544","0.798043052232848","0.768153181732823","0.827932922732873"
"No","2016","Part Time","Couple + C. LE and GT 16","447","0.747639750016476","0.713226234030098","0.782053266002854"
"No","2016","Not Working","1-pers.-HH","182","0.683264366462311","0.619111619829969","0.747417113094653"
"No","2016","Not Working","(Married) couple without C. ","58","0.822134294001529","0.738338814583797","0.905929773419262"
"No","2016","Not Working","Single parent ","82","0.772864550249434","0.68816554327812","0.857563557220748"
"No","2016","Not Working","Couple + C. LE 16 ","233","0.787871168076571","0.739553140390788","0.836189195762354"
"No","2016","Not Working","Couple + C. GT 16 ","42","0.835575632331224","0.732835750430052","0.938315514232397"
"No","2016","Not Working","Couple + C. LE and GT 16","77","0.877375771947869","0.809983770138383","0.944767773757355"
"Yes","2017","Full Time","1-pers.-HH","357","0.280929339072671","0.256023351357373","0.305835326787969"
"Yes","2017","Full Time","(Married) couple without C. ","703","0.27238386550197","0.254984999391049","0.289782731612891"
"Yes","2017","Full Time","Single parent ","165","0.219765250091102","0.188221650476084","0.25130884970612"
"Yes","2017","Full Time","Couple + C. LE 16 ","568","0.230892284171601","0.214753209311971","0.247031359031231"
"Yes","2017","Full Time","Couple + C. GT 16 ","326","0.229646071984331","0.206422047546029","0.252870096422633"
"Yes","2017","Full Time","Couple + C. LE and GT 16","197","0.224143538751959","0.195942685364197","0.252344392139722"
"Yes","2017","Part Time","1-pers.-HH","157","0.25485475809582","0.220552786285763","0.289156729905878"
"Yes","2017","Part Time","(Married) couple without C. ","291","0.248658979846562","0.224193196625395","0.273124763067729"
"Yes","2017","Part Time","Single parent ","169","0.252490539679568","0.219933047707178","0.285048031651958"
"Yes","2017","Part Time","Couple + C. LE 16 ","472","0.262634060759545","0.242553910126191","0.2827142113929"
"Yes","2017","Part Time","Couple + C. GT 16 ","222","0.235792572886701","0.207086146205995","0.264498999567407"
"Yes","2017","Part Time","Couple + C. LE and GT 16","169","0.250942752763546","0.217587013020099","0.284298492506994"
"Yes","2017","Not Working","1-pers.-HH","27","","",""
"Yes","2017","Not Working","(Married) couple without C. ","30","0.351379160717144","0.268996334758885","0.433761986675403"
"Yes","2017","Not Working","Single parent ","11","","",""
"Yes","2017","Not Working","Couple + C. LE 16 ","44","0.202178814064475","0.158581483782204","0.245776144346745"
"Yes","2017","Not Working","Couple + C. GT 16 ","14","","",""
"Yes","2017","Not Working","Couple + C. LE and GT 16","22","","",""
"No","2017","Full Time","1-pers.-HH","894","0.719070660927329","0.694164673212031","0.743976648642627"
"No","2017","Full Time","(Married) couple without C. ","1812","0.72761613449803","0.710217268387109","0.745015000608952"
"No","2017","Full Time","Single parent ","497","0.780234749908898","0.74869115029388","0.811778349523916"
"No","2017","Full Time","Couple + C. LE 16 ","2051","0.769107715828399","0.752968640968769","0.785246790688029"
"No","2017","Full Time","Couple + C. GT 16 ","934","0.770353928015669","0.747129903577367","0.793577952453971"
"No","2017","Full Time","Couple + C. LE and GT 16","643","0.775856461248041","0.747655607860278","0.804057314635803"
"No","2017","Part Time","1-pers.-HH","463","0.74514524190418","0.710843270094122","0.779447213714237"
"No","2017","Part Time","(Married) couple without C. ","908","0.751341020153438","0.726875236932271","0.775806803374605"
"No","2017","Part Time","Single parent ","515","0.747509460320432","0.714951968348042","0.780066952292822"
"No","2017","Part Time","Couple + C. LE 16 ","1373","0.737365939240455","0.7172857886071","0.757446089873809"
"No","2017","Part Time","Couple + C. GT 16 ","618","0.764207427113299","0.735501000432593","0.792913853794005"
"No","2017","Part Time","Couple + C. LE and GT 16","480","0.749057247236454","0.715701507493006","0.782412986979901"
"No","2017","Not Working","1-pers.-HH","262","0.85545311373612","0.814911442663155","0.895994784809085"
"No","2017","Not Working","(Married) couple without C. ","99","0.648620839282856","0.566238013324597","0.731003665241114"
"No","2017","Not Working","Single parent ","89","0.914606337342694","0.859831888669617","0.969380786015771"
"No","2017","Not Working","Couple + C. LE 16 ","282","0.797821185935525","0.754223855653255","0.841418516217796"
"No","2017","Not Working","Couple + C. GT 16 ","51","0.812346560115094","0.717430358418166","0.907262761812021"
"No","2017","Not Working","Couple + C. LE and GT 16","86","0.83923978318819","0.769966058967401","0.908513507408979"
"Yes","2018","Full Time","1-pers.-HH","346","0.269788549181495","0.245501718857502","0.294075379505487"
"Yes","2018","Full Time","(Married) couple without C. ","681","0.288906472431087","0.2706815003592","0.307131444502975"
"Yes","2018","Full Time","Single parent ","189","0.278819829049284","0.2444527253193","0.313186932779267"
"Yes","2018","Full Time","Couple + C. LE 16 ","558","0.242212372567347","0.2249349059962","0.259489839138494"
"Yes","2018","Full Time","Couple + C. GT 16 ","289","0.207848592521063","0.184607995166576","0.23108918987555"
"Yes","2018","Full Time","Couple + C. LE and GT 16","186","0.263960823921602","0.232908235036894","0.295013412806309"
"Yes","2018","Part Time","1-pers.-HH","168","0.288792981101345","0.255433728849594","0.322152233353096"
"Yes","2018","Part Time","(Married) couple without C. ","313","0.27568883455204","0.249973553506436","0.301404115597644"
"Yes","2018","Part Time","Single parent ","149","0.221879397986383","0.190058723016989","0.253700072955777"
"Yes","2018","Part Time","Couple + C. LE 16 ","439","0.271206595209463","0.250535822229809","0.291877368189117"
"Yes","2018","Part Time","Couple + C. GT 16 ","196","0.248090277021482","0.217857518023698","0.278323036019266"
"Yes","2018","Part Time","Couple + C. LE and GT 16","142","0.19313491983118","0.162995405784696","0.223274433877665"
"Yes","2018","Not Working","1-pers.-HH","36","0.256208678794323","0.20304430770659","0.309373049882055"
"Yes","2018","Not Working","(Married) couple without C. ","12","","",""
"Yes","2018","Not Working","Single parent ","15","","",""
"Yes","2018","Not Working","Couple + C. LE 16 ","44","0.139751441623895","0.102841924204474","0.176660959043317"
"Yes","2018","Not Working","Couple + C. GT 16 ","6","","",""
"Yes","2018","Not Working","Couple + C. LE and GT 16","20","","",""
"No","2018","Full Time","1-pers.-HH","937","0.730211450818505","0.705924620494513","0.754498281142498"
"No","2018","Full Time","(Married) couple without C. ","1695","0.711093527568913","0.692868555497025","0.7293184996408"
"No","2018","Full Time","Single parent ","465","0.721180170950716","0.686813067220733","0.7555472746807"
"No","2018","Full Time","Couple + C. LE 16 ","1804","0.757787627432653","0.740510160861506","0.7750650940038"
"No","2018","Full Time","Couple + C. GT 16 ","882","0.792151407478937","0.76891081012445","0.815392004833424"
"No","2018","Full Time","Couple + C. LE and GT 16","588","0.736039176078399","0.704986587193691","0.767091764963106"
"No","2018","Part Time","1-pers.-HH","541","0.711207018898655","0.677847766646904","0.744566271150406"
"No","2018","Part Time","(Married) couple without C. ","847","0.72431116544796","0.698595884402356","0.750026446493564"
"No","2018","Part Time","Single parent ","506","0.778120602013617","0.746299927044223","0.809941276983011"
"No","2018","Part Time","Couple + C. LE 16 ","1338","0.728793404790537","0.708122631810883","0.749464177770191"
"No","2018","Part Time","Couple + C. GT 16 ","588","0.751909722978518","0.721676963980734","0.782142481976302"
"No","2018","Part Time","Couple + C. LE and GT 16","517","0.80686508016882","0.776725566122336","0.837004594215304"
"No","2018","Not Working","1-pers.-HH","223","0.743791321205677","0.690626950117945","0.79695569229341"
"No","2018","Not Working","(Married) couple without C. ","58","0.823579180824453","0.734284278209497","0.912874083439408"
"No","2018","Not Working","Single parent ","88","0.864764800941165","0.798722324042424","0.930807277839907"
"No","2018","Not Working","Couple + C. LE 16 ","295","0.860248558376105","0.823339040956683","0.897158075795526"
"No","2018","Not Working","Couple + C. GT 16 ","44","0.919016683672825","0.843399140078194","0.994634227267455"
"No","2018","Not Working","Couple + C. LE and GT 16","105","0.783345433310552","0.711126068178594","0.85556479844251"
"Yes","2019","Full Time","1-pers.-HH","375","0.290480925992852","0.266432469085633","0.31452938290007"
"Yes","2019","Full Time","(Married) couple without C. ","663","0.29945702593345","0.280930939362232","0.317983112504668"
"Yes","2019","Full Time","Single parent ","176","0.269447290219338","0.234966102143749","0.303928478294927"
