"pgoeffd","year","education","n","percent","lower_confidence","upper_confidence"
"Yes","2017","secondary school degree","1186","0.230459109505241","0.218734585162628","0.242183633847854"
"No","2018","college entrance qualification","3137","0.639257721840467","0.625874596414006","0.652640847266929"
"No","2018","lower secondary degree","2030","0.818055465905064","0.80273191236003","0.833379019450099"
"No","2018","no degree/no degree yet","496","0.914810868230112","0.891155541345914","0.93846619511431"
"No","2018","Other degree","2075","0.81376398165834","0.798307829049802","0.829220134266879"
"No","2018","secondary school degree","3504","0.771750901389728","0.759613017560625","0.783888785218831"
"Yes","2018","college entrance qualification","1809","0.360742278159532","0.34735915273307","0.374125403585994"
"Yes","2018","lower secondary degree","405","0.181944534094936","0.166620980549902","0.19726808763997"
"Yes","2018","no degree/no degree yet","39","0.0851891317698877","0.0615338048856898","0.108844458654086"
"Yes","2018","Other degree","362","0.18623601834166","0.170779865733121","0.201692170950198"
"Yes","2018","secondary school degree","1089","0.228249098610272","0.216111214781169","0.240386982439374"
"No","2019","college entrance qualification","3283","0.637591177240046","0.624360812531593","0.650821541948499"
"No","2019","lower secondary degree","1841","0.827682818446577","0.811909041510523","0.84345659538263"
"No","2019","no degree/no degree yet","566","0.854722411161352","0.826620136176977","0.882824686145726"
"No","2019","Other degree","1847","0.825398727260599","0.809378133114273","0.841419321406926"
"No","2019","secondary school degree","3386","0.761573477437775","0.749049343194314","0.774097611681235"
"Yes","2019","college entrance qualification","1788","0.362408822759954","0.349178458051501","0.375639187468407"
"Yes","2019","lower secondary degree","361","0.172317181553423","0.15654340461737","0.188090958489477"
"Yes","2019","no degree/no degree yet","38","0.145277588838649","0.117175313854274","0.173379863823023"
"Yes","2019","Other degree","310","0.174601272739401","0.158580678593074","0.190621866885727"
"Yes","2019","secondary school degree","1061","0.238426522562225","0.225902388318765","0.250950656805686"
