"pgoeffd","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"No","1992","(1a) inadequately completed","West Germany","288","0.833315154487287","0.793225552224822","0.873404756749752"
"No","1992","(1a) inadequately completed","East Germany","","","",""
"No","1992","(1b) general elementary school","West Germany","857","0.828765449566864","0.805440229604924","0.852090669528805"
"No","1992","(1b) general elementary school","East Germany","40","0.729886222386943","0.613592832868632","0.846179611905254"
"No","1992","(1c) basic vocational qualification","West Germany","1647","0.801549017278683","0.784069688025932","0.819028346531433"
"No","1992","(1c) basic vocational qualification","East Germany","383","0.687358612140281","0.648439335117167","0.726277889163395"
"No","1992","(2b) intermediate general qualification","West Germany","151","0.734690119134541","0.674977343984915","0.794402894284167"
"No","1992","(2b) intermediate general qualification","East Germany","77","0.739642841913616","0.656103519404675","0.823182164422557"
"No","1992","(2a) intermediate vocational","West Germany","603","0.679315215244857","0.648702827189584","0.709927603300129"
"No","1992","(2a) intermediate vocational","East Germany","657","0.692826410991656","0.663429162984251","0.722223658999061"
"No","1992","(2c_gen) general maturity certificate","West Germany","110","0.677403470514292","0.603087894014507","0.751719047014076"
"No","1992","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1992","(2c_voc) vocational maturity certificate","West Germany","206","0.64769509980916","0.593368251108337","0.702021948509982"
"No","1992","(2c_voc) vocational maturity certificate","East Germany","33","0.703087529571873","0.56959383556728","0.836581223576466"
"No","1992","(3a) lower tertiary education","West Germany","144","0.71269473550947","0.64901946576521","0.77637000525373"
"No","1992","(3a) lower tertiary education","East Germany","221","0.513870467165205","0.46690200997155","0.56083892435886"
"No","1992","(3b) higher tertiary education","West Germany","186","0.488014284086781","0.437219185177253","0.53880938299631"
"No","1992","(3b) higher tertiary education","East Germany","111","0.448375370986085","0.385973749253167","0.510776992719003"
"Yes","1993","(0) in school","West Germany","","","",""
"Yes","1993","(0) in school","East Germany","","","",""
"Yes","1993","(1a) inadequately completed","West Germany","44","0.191146273141513","0.148658100322178","0.233634445960848"
"Yes","1993","(1a) inadequately completed","East Germany","","","",""
"Yes","1993","(1b) general elementary school","West Germany","133","0.163597408186864","0.140484934151598","0.18670988222213"
"Yes","1993","(1b) general elementary school","East Germany","","","",""
"Yes","1993","(1c) basic vocational qualification","West Germany","330","0.190041349446039","0.172672320768751","0.207410378123327"
"Yes","1993","(1c) basic vocational qualification","East Germany","132","0.295464914672974","0.25321621415266","0.337713615193287"
"Yes","1993","(2b) intermediate general qualification","West Germany","66","0.31411873237013","0.250267179896894","0.377970284843367"
"Yes","1993","(2b) intermediate general qualification","East Germany","31","0.280616199644034","0.193846883443765","0.367385515844302"
"Yes","1993","(2a) intermediate vocational","West Germany","288","0.300978427485268","0.271718377234554","0.330238477735983"
"Yes","1993","(2a) intermediate vocational","East Germany","256","0.26363250223058","0.235021327874926","0.292243676586235"
"Yes","1993","(2c_gen) general maturity certificate","West Germany","41","0.296964300235927","0.226603398791697","0.367325201680157"
"Yes","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1993","(2c_voc) vocational maturity certificate","West Germany","93","0.335307628444318","0.282062891736396","0.388552365152241"
"Yes","1993","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1993","(3a) lower tertiary education","West Germany","58","0.298934251088237","0.236113919948703","0.36175458222777"
"Yes","1993","(3a) lower tertiary education","East Germany","205","0.473650889852708","0.42601239945019","0.521289380255225"
"Yes","1993","(3b) higher tertiary education","West Germany","185","0.492348446869958","0.442279569973249","0.542417323766668"
"Yes","1993","(3b) higher tertiary education","East Germany","124","0.56782062870402","0.502947972317639","0.632693285090402"
"No","1993","(0) in school","West Germany","","","",""
"No","1993","(0) in school","East Germany","","","",""
"No","1993","(1a) inadequately completed","West Germany","285","0.808853726858487","0.766365554039153","0.851341899677822"
"No","1993","(1a) inadequately completed","East Germany","","","",""
"No","1993","(1b) general elementary school","West Germany","851","0.836402591813136","0.81329011777787","0.859515065848402"
"No","1993","(1b) general elementary school","East Germany","","","",""
"No","1993","(1c) basic vocational qualification","West Germany","1630","0.809958650553961","0.792589621876673","0.827327679231249"
"No","1993","(1c) basic vocational qualification","East Germany","316","0.704535085327026","0.662286384806713","0.74678378584734"
"No","1993","(2b) intermediate general qualification","West Germany","137","0.68588126762987","0.622029715156633","0.749732820103106"
"No","1993","(2b) intermediate general qualification","East Germany","72","0.719383800355966","0.632614484155698","0.806153116556235"
"No","1993","(2a) intermediate vocational","West Germany","656","0.699021572514732","0.669761522264017","0.728281622765446"
"No","1993","(2a) intermediate vocational","East Germany","655","0.73636749776942","0.707756323413765","0.764978672125074"
"No","1993","(2c_gen) general maturity certificate","West Germany","121","0.703035699764073","0.632674798319843","0.773396601208303"
"No","1993","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1993","(2c_voc) vocational maturity certificate","West Germany","209","0.664692371555682","0.611447634847759","0.717937108263604"
"No","1993","(2c_voc) vocational maturity certificate","East Germany","33","0.744139221184906","0.619392793282912","0.868885649086901"
"No","1993","(3a) lower tertiary education","West Germany","146","0.701065748911763","0.63824541777223","0.763886080051297"
"No","1993","(3a) lower tertiary education","East Germany","217","0.526349110147292","0.478710619744775","0.57398760054981"
"No","1993","(3b) higher tertiary education","West Germany","198","0.507651553130042","0.457582676233333","0.557720430026751"
"No","1993","(3b) higher tertiary education","East Germany","100","0.43217937129598","0.367306714909598","0.497052027682361"
"Yes","1994","(0) in school","West Germany","","","",""
"Yes","1994","(0) in school","East Germany","","","",""
"Yes","1994","(1a) inadequately completed","West Germany","38","0.171127646252515","0.127555288744435","0.214700003760595"
"Yes","1994","(1a) inadequately completed","East Germany","","","",""
"Yes","1994","(1b) general elementary school","West Germany","104","0.152889678482099","0.128106063595293","0.177673293368905"
"Yes","1994","(1b) general elementary school","East Germany","","","",""
"Yes","1994","(1c) basic vocational qualification","West Germany","325","0.196827915955294","0.178465116792479","0.21519071511811"
"Yes","1994","(1c) basic vocational qualification","East Germany","107","0.263510400259608","0.220920230648886","0.30610056987033"
"Yes","1994","(2b) intermediate general qualification","West Germany","55","0.342220459148189","0.269159772549845","0.415281145746534"
"Yes","1994","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1994","(2a) intermediate vocational","West Germany","297","0.31350640023672","0.28388100918929","0.34313179128415"
"Yes","1994","(2a) intermediate vocational","East Germany","232","0.2540269286168","0.225117436148284","0.282936421085316"
"Yes","1994","(2c_gen) general maturity certificate","West Germany","35","0.265247458408724","0.196411444819129","0.334083471998318"
"Yes","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1994","(2c_voc) vocational maturity certificate","West Germany","90","0.35045112018234","0.295727312166511","0.405174928198168"
"Yes","1994","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1994","(3a) lower tertiary education","West Germany","67","0.301689829741259","0.24131219130594","0.362067468176577"
"Yes","1994","(3a) lower tertiary education","East Germany","187","0.463614938907457","0.41437505415104","0.512854823663875"
"Yes","1994","(3b) higher tertiary education","West Germany","181","0.492767759247233","0.44282847724403","0.542707041250436"
"Yes","1994","(3b) higher tertiary education","East Germany","131","0.553359192503784","0.4899320926687","0.616786292338868"
"No","1994","(0) in school","West Germany","","","",""
"No","1994","(0) in school","East Germany","","","",""
"No","1994","(1a) inadequately completed","West Germany","249","0.828872353747485","0.785299996239405","0.872444711255565"
"No","1994","(1a) inadequately completed","East Germany","","","",""
"No","1994","(1b) general elementary school","West Germany","706","0.847110321517901","0.822326706631096","0.871893936404707"
"No","1994","(1b) general elementary school","East Germany","31","0.766050063222774","0.631449667976394","0.900650458469155"
"No","1994","(1c) basic vocational qualification","West Germany","1476","0.803172084044706","0.78480928488189","0.821534883207521"
"No","1994","(1c) basic vocational qualification","East Germany","304","0.736489599740392","0.69389943012967","0.779079769351114"
"No","1994","(2b) intermediate general qualification","West Germany","107","0.65777954085181","0.584718854253466","0.730840227450155"
"No","1994","(2b) intermediate general qualification","East Germany","71","0.754192025433397","0.667610498529939","0.840773552336855"
"No","1994","(2a) intermediate vocational","West Germany","645","0.68649359976328","0.65686820871585","0.71611899081071"
"No","1994","(2a) intermediate vocational","East Germany","639","0.7459730713832","0.717063578914684","0.774882563851716"
"No","1994","(2c_gen) general maturity certificate","West Germany","123","0.734752541591276","0.665916528001682","0.803588555180871"
"No","1994","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1994","(2c_voc) vocational maturity certificate","West Germany","202","0.64954887981766","0.594825071801832","0.704272687833489"
"No","1994","(2c_voc) vocational maturity certificate","East Germany","34","0.700761612080643","0.571216426630566","0.830306797530719"
"No","1994","(3a) lower tertiary education","West Germany","155","0.698310170258741","0.637932531823423","0.75868780869406"
"No","1994","(3a) lower tertiary education","East Germany","207","0.536385061092543","0.487145176336125","0.58562494584896"
"No","1994","(3b) higher tertiary education","West Germany","204","0.507232240752767","0.457292958749564","0.557171522755971"
"No","1994","(3b) higher tertiary education","East Germany","105","0.446640807496216","0.383213707661132","0.5100679073313"
"Yes","1995","(0) in school","West Germany","","","",""
"Yes","1995","(0) in school","East Germany","","","",""
"Yes","1995","(1a) inadequately completed","West Germany","40","0.176825024997919","0.130715764140914","0.222934285854925"
"Yes","1995","(1a) inadequately completed","East Germany","","","",""
"Yes","1995","(1b) general elementary school","West Germany","106","0.151575513002985","0.127222835868889","0.175928190137082"
"Yes","1995","(1b) general elementary school","East Germany","","","",""
"Yes","1995","(1c) basic vocational qualification","West Germany","340","0.200517296599999","0.18244731528977","0.218587277910228"
"Yes","1995","(1c) basic vocational qualification","East Germany","97","0.262874728876562","0.219790237152372","0.305959220600753"
"Yes","1995","(2b) intermediate general qualification","West Germany","43","0.220989716257244","0.161679870587508","0.280299561926979"
"Yes","1995","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1995","(2a) intermediate vocational","West Germany","322","0.31626584394226","0.287825643504564","0.344706044379957"
"Yes","1995","(2a) intermediate vocational","East Germany","241","0.262784009805632","0.234186762197395","0.29138125741387"
"Yes","1995","(2c_gen) general maturity certificate","West Germany","34","0.235985774653606","0.17545017852703","0.296521370780182"
"Yes","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1995","(2c_voc) vocational maturity certificate","West Germany","106","0.348666732235275","0.298526049886677","0.398807414583873"
"Yes","1995","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1995","(3a) lower tertiary education","West Germany","72","0.276449522654592","0.221556096220761","0.331342949088424"
"Yes","1995","(3a) lower tertiary education","East Germany","176","0.431222332610033","0.382320867581214","0.480123797638851"
"Yes","1995","(3b) higher tertiary education","West Germany","208","0.469021855096211","0.423663585547521","0.514380124644901"
"Yes","1995","(3b) higher tertiary education","East Germany","114","0.485532428753943","0.421081345015639","0.549983512492247"
"No","1995","(0) in school","West Germany","","","",""
"No","1995","(0) in school","East Germany","","","",""
"No","1995","(1a) inadequately completed","West Germany","223","0.82317497500208","0.777065714145075","0.869284235859086"
"No","1995","(1a) inadequately completed","East Germany","","","",""
"No","1995","(1b) general elementary school","West Germany","727","0.848424486997015","0.824071809862918","0.872777164131111"
"No","1995","(1b) general elementary school","East Germany","30","0.794498222696728","0.664301070463322","0.924695374930134"
"No","1995","(1c) basic vocational qualification","West Germany","1546","0.799482703400001","0.781412722089772","0.817552684710229"
"No","1995","(1c) basic vocational qualification","East Germany","304","0.737125271123438","0.694040779399247","0.780209762847628"
"No","1995","(2b) intermediate general qualification","West Germany","145","0.779010283742756","0.719700438073021","0.838320129412492"
"No","1995","(2b) intermediate general qualification","East Germany","89","0.845271278147378","0.776747748202987","0.913794808091769"
"No","1995","(2a) intermediate vocational","West Germany","705","0.68373415605774","0.655293955620043","0.712174356495436"
"No","1995","(2a) intermediate vocational","East Germany","669","0.737215990194368","0.70861874258613","0.765813237802605"
"No","1995","(2c_gen) general maturity certificate","West Germany","155","0.764014225346394","0.703478629219819","0.82454982147297"
"No","1995","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1995","(2c_voc) vocational maturity certificate","West Germany","241","0.651333267764725","0.601192585416127","0.701473950113323"
"No","1995","(2c_voc) vocational maturity certificate","East Germany","37","0.626246568195727","0.499534099700853","0.752959036690601"
"No","1995","(3a) lower tertiary education","West Germany","183","0.723550477345407","0.668657050911576","0.778443903779239"
"No","1995","(3a) lower tertiary education","East Germany","218","0.568777667389967","0.519876202361149","0.617679132418786"
"No","1995","(3b) higher tertiary education","West Germany","257","0.530978144903789","0.485619875355099","0.576336414452479"
"No","1995","(3b) higher tertiary education","East Germany","117","0.514467571246057","0.450016487507753","0.578918654984361"
"Yes","1996","(0) in school","West Germany","","","",""
"Yes","1996","(0) in school","East Germany","","","",""
"Yes","1996","(1a) inadequately completed","West Germany","40","0.212850732318089","0.160628165797806","0.265073298838373"
"Yes","1996","(1a) inadequately completed","East Germany","","","",""
"Yes","1996","(1b) general elementary school","West Germany","94","0.146897287965657","0.121408655368234","0.172385920563081"
"Yes","1996","(1b) general elementary school","East Germany","","","",""
"Yes","1996","(1c) basic vocational qualification","West Germany","329","0.200357126218733","0.181952751801943","0.218761500635523"
"Yes","1996","(1c) basic vocational qualification","East Germany","87","0.272511187532159","0.22599735906886","0.319025015995458"
"Yes","1996","(2b) intermediate general qualification","West Germany","31","0.169648007194388","0.11451094945813","0.224785064930647"
"Yes","1996","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1996","(2a) intermediate vocational","West Germany","324","0.333499626369952","0.304219948372992","0.362779304366913"
"Yes","1996","(2a) intermediate vocational","East Germany","217","0.252634245761441","0.223660547892162","0.28160794363072"
"Yes","1996","(2c_gen) general maturity certificate","West Germany","37","0.257634321578311","0.193023902367101","0.322244740789522"
"Yes","1996","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1996","(2c_voc) vocational maturity certificate","West Germany","105","0.325264672661975","0.275614563126765","0.374914782197185"
"Yes","1996","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1996","(3a) lower tertiary education","West Germany","76","0.286388418319346","0.232061390842128","0.340715445796565"
"Yes","1996","(3a) lower tertiary education","East Germany","175","0.460385733977861","0.409871365238355","0.510900102717367"
"Yes","1996","(3b) higher tertiary education","West Germany","193","0.471544265418805","0.425215982615773","0.517872548221836"
"Yes","1996","(3b) higher tertiary education","East Germany","107","0.459351563567947","0.393797188898783","0.524905938237111"
"No","1996","(0) in school","West Germany","","","",""
"No","1996","(0) in school","East Germany","","","",""
"No","1996","(1a) inadequately completed","West Germany","196","0.787149267681911","0.734926701161627","0.839371834202194"
"No","1996","(1a) inadequately completed","East Germany","","","",""
"No","1996","(1b) general elementary school","West Germany","647","0.853102712034343","0.827614079436919","0.878591344631766"
"No","1996","(1b) general elementary school","East Germany","35","0.889850223648855","0.792828639333152","0.986871807964559"
"No","1996","(1c) basic vocational qualification","West Germany","1488","0.799642873781267","0.781238499364477","0.818047248198057"
"No","1996","(1c) basic vocational qualification","East Germany","265","0.727488812467841","0.680974984004542","0.774002640931139"
"No","1996","(2b) intermediate general qualification","West Germany","147","0.830351992805612","0.775214935069353","0.88548905054187"
"No","1996","(2b) intermediate general qualification","East Germany","82","0.829939250891661","0.755935166479814","0.903943335303508"
"No","1996","(2a) intermediate vocational","West Germany","672","0.666500373630048","0.637220695633087","0.695780051627009"
"No","1996","(2a) intermediate vocational","East Germany","647","0.747365754238559","0.71839205636928","0.776339452107838"
"No","1996","(2c_gen) general maturity certificate","West Germany","139","0.742365678421689","0.677755259210478","0.806976097632899"
"No","1996","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1996","(2c_voc) vocational maturity certificate","West Germany","237","0.674735327338025","0.625085217802815","0.724385436873235"
"No","1996","(2c_voc) vocational maturity certificate","East Germany","45","0.72158173614428","0.611769754026011","0.83139371826255"
"No","1996","(3a) lower tertiary education","West Germany","190","0.713611581680654","0.659284554203435","0.767938609157872"
"No","1996","(3a) lower tertiary education","East Germany","199","0.539614266022139","0.489099897282633","0.590128634761645"
"No","1996","(3b) higher tertiary education","West Germany","253","0.528455734581195","0.482127451778164","0.574784017384227"
"No","1996","(3b) higher tertiary education","East Germany","115","0.540648436432053","0.47509406176289","0.606202811101217"
"Yes","1997","(0) in school","West Germany","","","",""
"Yes","1997","(0) in school","East Germany","","","",""
"Yes","1997","(1a) inadequately completed","West Germany","38","0.190642096942913","0.137765941624166","0.24351825226166"
"Yes","1997","(1a) inadequately completed","East Germany","","","",""
"Yes","1997","(1b) general elementary school","West Germany","87","0.155629977618822","0.128814066002562","0.182445889235083"
"Yes","1997","(1b) general elementary school","East Germany","","","",""
"Yes","1997","(1c) basic vocational qualification","West Germany","294","0.185326847061361","0.167147829819755","0.203505864302966"
"Yes","1997","(1c) basic vocational qualification","East Germany","79","0.26602685005329","0.217762887238625","0.314290812867954"
"Yes","1997","(2b) intermediate general qualification","West Germany","36","0.215956634095122","0.158928861337829","0.272984406852415"
"Yes","1997","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1997","(2a) intermediate vocational","West Germany","314","0.314976914999507","0.286085724829404","0.34386810516961"
"Yes","1997","(2a) intermediate vocational","East Germany","212","0.252289654174355","0.223177023606583","0.281402284742127"
"Yes","1997","(2c_gen) general maturity certificate","West Germany","47","0.276798877706542","0.210698572421271","0.342899182991814"
"Yes","1997","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1997","(2c_voc) vocational maturity certificate","West Germany","111","0.331766091874272","0.282717480884562","0.380814702863982"
"Yes","1997","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1997","(3a) lower tertiary education","West Germany","83","0.280161892988414","0.227277179608167","0.333046606368661"
"Yes","1997","(3a) lower tertiary education","East Germany","171","0.440392621366218","0.390012940956863","0.490772301775574"
"Yes","1997","(3b) higher tertiary education","West Germany","207","0.467303299474214","0.421857157316001","0.512749441632428"
"Yes","1997","(3b) higher tertiary education","East Germany","110","0.447065091717359","0.382949377329508","0.51118080610521"
"No","1997","(0) in school","West Germany","","","",""
"No","1997","(0) in school","East Germany","","","",""
"No","1997","(1a) inadequately completed","West Germany","174","0.809357903057087","0.756481747738341","0.862234058375834"
"No","1997","(1a) inadequately completed","East Germany","","","",""
"No","1997","(1b) general elementary school","West Germany","615","0.844370022381178","0.817554110764917","0.871185933997438"
"No","1997","(1b) general elementary school","East Germany","37","0.865126208859025","0.761819871811107","0.968432545906942"
"No","1997","(1c) basic vocational qualification","West Germany","1461","0.814673152938639","0.796494135697034","0.832852170180245"
"No","1997","(1c) basic vocational qualification","East Germany","243","0.73397314994671","0.685709187132046","0.782237112761375"
"No","1997","(2b) intermediate general qualification","West Germany","164","0.784043365904878","0.727015593147585","0.841071138662171"
"No","1997","(2b) intermediate general qualification","East Germany","76","0.828013111773986","0.751317080199214","0.904709143348759"
"No","1997","(2a) intermediate vocational","West Germany","679","0.685023085000493","0.65613189483039","0.713914275170596"
"No","1997","(2a) intermediate vocational","East Germany","643","0.747710345825645","0.718597715257873","0.776822976393417"
"No","1997","(2c_gen) general maturity certificate","West Germany","129","0.723201122293458","0.657100817008186","0.789301427578729"
"No","1997","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1997","(2c_voc) vocational maturity certificate","West Germany","243","0.668233908125728","0.619185297136018","0.717282519115438"
"No","1997","(2c_voc) vocational maturity certificate","East Germany","45","0.730206658141749","0.623125112474914","0.837288203808583"
"No","1997","(3a) lower tertiary education","West Germany","194","0.719838107011586","0.666953393631339","0.772722820391833"
"No","1997","(3a) lower tertiary education","East Germany","202","0.559607378633782","0.509227698224426","0.609987059043137"
"No","1997","(3b) higher tertiary education","West Germany","256","0.532696700525786","0.487250558367572","0.578142842683999"
"No","1997","(3b) higher tertiary education","East Germany","121","0.552934908282641","0.48881919389479","0.617050622670492"
"Yes","1998","(0) in school","West Germany","","","",""
"Yes","1998","(0) in school","East Germany","","","",""
"Yes","1998","(1a) inadequately completed","West Germany","","","",""
"Yes","1998","(1a) inadequately completed","East Germany","","","",""
"Yes","1998","(1b) general elementary school","West Germany","92","0.159859804990563","0.133072491090578","0.186647118890548"
"Yes","1998","(1b) general elementary school","East Germany","","","",""
"Yes","1998","(1c) basic vocational qualification","West Germany","324","0.192940455704001","0.175093475745298","0.210787435662704"
"Yes","1998","(1c) basic vocational qualification","East Germany","69","0.244904823176603","0.197111479674164","0.292698166679041"
"Yes","1998","(2b) intermediate general qualification","West Germany","48","0.226097373711379","0.168975111306668","0.28321963611609"
"Yes","1998","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1998","(2a) intermediate vocational","West Germany","335","0.293597783442583","0.26715003887204","0.320045528013125"
"Yes","1998","(2a) intermediate vocational","East Germany","232","0.269921748326176","0.24115828421793","0.298685212434422"
"Yes","1998","(2c_gen) general maturity certificate","West Germany","48","0.232502289020824","0.172905673433518","0.29209890460813"
"Yes","1998","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1998","(2c_voc) vocational maturity certificate","West Germany","124","0.32376668734751","0.278474788977013","0.369058585718006"
"Yes","1998","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1998","(3a) lower tertiary education","West Germany","101","0.298798472788039","0.249412713595636","0.348184231980441"
"Yes","1998","(3a) lower tertiary education","East Germany","178","0.455810461418088","0.405267473326144","0.506353449510033"
"Yes","1998","(3b) higher tertiary education","West Germany","241","0.474881986193586","0.432802467406085","0.516961504981087"
"Yes","1998","(3b) higher tertiary education","East Germany","102","0.465146349089417","0.399681533310025","0.530611164868809"
"No","1998","(0) in school","West Germany","","","",""
"No","1998","(0) in school","East Germany","","","",""
"No","1998","(1a) inadequately completed","West Germany","169","0.843239734649588","0.792597947642054","0.893881521657122"
"No","1998","(1a) inadequately completed","East Germany","","","",""
"No","1998","(1b) general elementary school","West Germany","627","0.840140195009437","0.813352881109452","0.866927508909422"
"No","1998","(1b) general elementary school","East Germany","42","0.794384559574124","0.683465478680011","0.905303640468237"
"No","1998","(1c) basic vocational qualification","West Germany","1554","0.807059544295999","0.789212564337296","0.824906524254702"
"No","1998","(1c) basic vocational qualification","East Germany","242","0.755095176823397","0.707301833320959","0.802888520325836"
"No","1998","(2b) intermediate general qualification","West Germany","158","0.773902626288621","0.71678036388391","0.831024888693332"
"No","1998","(2b) intermediate general qualification","East Germany","87","0.81670937263731","0.742350067969811","0.891068677304809"
"No","1998","(2a) intermediate vocational","West Germany","804","0.706402216557417","0.679954471986875","0.73284996112796"
"No","1998","(2a) intermediate vocational","East Germany","683","0.730078251673824","0.701314787565578","0.758841715782069"
"No","1998","(2c_gen) general maturity certificate","West Germany","145","0.767497710979176","0.70790109539187","0.827094326566482"
"No","1998","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1998","(2c_voc) vocational maturity certificate","West Germany","286","0.67623331265249","0.630941414281994","0.721525211022987"
"No","1998","(2c_voc) vocational maturity certificate","East Germany","44","0.710241749154171","0.599957772668347","0.820525725639996"
"No","1998","(3a) lower tertiary education","West Germany","229","0.701201527211961","0.651815768019559","0.750587286404364"
"No","1998","(3a) lower tertiary education","East Germany","195","0.544189538581912","0.493646550489967","0.594732526673856"
"No","1998","(3b) higher tertiary education","West Germany","300","0.525118013806414","0.483038495018913","0.567197532593915"
"No","1998","(3b) higher tertiary education","East Germany","121","0.534853650910584","0.469388835131192","0.600318466689976"
"Yes","1999","(0) in school","West Germany","","","",""
"Yes","1999","(0) in school","East Germany","","","",""
"Yes","1999","(1a) inadequately completed","West Germany","","","",""
"Yes","1999","(1a) inadequately completed","East Germany","","","",""
"Yes","1999","(1b) general elementary school","West Germany","76","0.143484991190443","0.116153691872168","0.170816290508719"
"Yes","1999","(1b) general elementary school","East Germany","","","",""
"Yes","1999","(1c) basic vocational qualification","West Germany","293","0.187947646322811","0.16965958819661","0.206235704449013"
"Yes","1999","(1c) basic vocational qualification","East Germany","69","0.252132201235074","0.201450625199471","0.302813777270677"
"Yes","1999","(2b) intermediate general qualification","West Germany","36","0.197506752135735","0.141771275107792","0.253242229163677"
"Yes","1999","(2b) intermediate general qualification","East Germany","","","",""
"Yes","1999","(2a) intermediate vocational","West Germany","309","0.293225046928301","0.266011511511325","0.320438582345278"
"Yes","1999","(2a) intermediate vocational","East Germany","213","0.263578281424735","0.234386394398319","0.292770168451151"
"Yes","1999","(2c_gen) general maturity certificate","West Germany","45","0.208106040397803","0.149449689997223","0.266762390798383"
"Yes","1999","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes","1999","(2c_voc) vocational maturity certificate","West Germany","106","0.321938694500681","0.274523804741037","0.369353584260325"
"Yes","1999","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes","1999","(3a) lower tertiary education","West Germany","98","0.292621594353896","0.242379018233094","0.342864170474699"
"Yes","1999","(3a) lower tertiary education","East Germany","166","0.452768945437202","0.401062250903493","0.50447563997091"
"Yes","1999","(3b) higher tertiary education","West Germany","237","0.46282575460107","0.420574700330469","0.505076808871672"
"Yes","1999","(3b) higher tertiary education","East Germany","101","0.446933349881174","0.382114101855227","0.51175259790712"
"No","1999","(0) in school","West Germany","","","",""
"No","1999","(0) in school","East Germany","","","",""
"No","1999","(1a) inadequately completed","West Germany","159","0.841995263981781","0.789149227184624","0.894841300778938"
"No","1999","(1a) inadequately completed","East Germany","","","",""
"No","1999","(1b) general elementary school","West Germany","556","0.856515008809557","0.829183709491281","0.883846308127832"
"No","1999","(1b) general elementary school","East Germany","38","0.768436415112412","0.649101762514426","0.887771067710398"
"No","1999","(1c) basic vocational qualification","West Germany","1460","0.812052353677189","0.793764295550987","0.83034041180339"
"No","1999","(1c) basic vocational qualification","East Germany","213","0.747867798764926","0.697186222729323","0.798549374800529"
"No","1999","(2b) intermediate general qualification","West Germany","160","0.802493247864265","0.746757770836323","0.858228724892208"
"No","1999","(2b) intermediate general qualification","East Germany","79","0.813776085768163","0.735079779015497","0.89247239252083"
"No","1999","(2a) intermediate vocational","West Germany","766","0.706774953071699","0.679561417654722","0.733988488488675"
"No","1999","(2a) intermediate vocational","East Germany","662","0.736421718575265","0.707229831548849","0.765613605601681"
"No","1999","(2c_gen) general maturity certificate","West Germany","139","0.791893959602197","0.733237609201617","0.850550310002777"
"No","1999","(2c_gen) general maturity certificate","East Germany","","","",""
"No","1999","(2c_voc) vocational maturity certificate","West Germany","267","0.678061305499319","0.630646415739675","0.725476195258963"
"No","1999","(2c_voc) vocational maturity certificate","East Germany","47","0.688664256374577","0.580958930330048","0.796369582419107"
"No","1999","(3a) lower tertiary education","West Germany","217","0.707378405646104","0.657135829525301","0.757620981766906"
"No","1999","(3a) lower tertiary education","East Germany","190","0.547231054562798","0.49552436002909","0.598937749096507"
"No","1999","(3b) higher tertiary education","West Germany","298","0.53717424539893","0.494923191128328","0.579425299669531"
"No","1999","(3b) higher tertiary education","East Germany","125","0.553066650118826","0.48824740209288","0.617885898144773"
"Yes","2000","(0) in school","West Germany","","","",""
"Yes","2000","(0) in school","East Germany","","","",""
"Yes","2000","(1a) inadequately completed","West Germany","","","",""
"Yes","2000","(1a) inadequately completed","East Germany","","","",""
"Yes","2000","(1b) general elementary school","West Germany","135","0.149646687384641","0.127128012446701","0.172165362322582"
"Yes","2000","(1b) general elementary school","East Germany","","","",""
"Yes","2000","(1c) basic vocational qualification","West Germany","580","0.163984855186363","0.151747971002543","0.176221739370183"
"Yes","2000","(1c) basic vocational qualification","East Germany","88","0.241371356432847","0.198347060071918","0.284395652793776"
"Yes","2000","(2b) intermediate general qualification","West Germany","41","0.121218859169994","0.0845297844265291","0.157907933913458"
"Yes","2000","(2b) intermediate general qualification","East Germany","","","",""
"Yes","2000","(2a) intermediate vocational","West Germany","652","0.264823983845893","0.247398284863155","0.282249682828632"
"Yes","2000","(2a) intermediate vocational","East Germany","339","0.219976692972155","0.199159335104092","0.240794050840218"
