"pgoeffd","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"No","1990","no migration background","Male","2965","0.749585898106674","0.736079959265952","0.763091836947396"
"Yes","1990","direct migration background","Female","120","0.271227982527298","0.236344576150309","0.306111388904286"
"Yes","1990","direct migration background","Male","91","0.110626405028875","0.0919967133841148","0.129256096673634"
"Yes","1990","indirect migration background","Female","","","",""
"Yes","1990","indirect migration background","Male","","","",""
"Yes","1990","no migration background","Female","1118","0.329258201541707","0.312828794599158","0.345687608484256"
"Yes","1990","no migration background","Male","988","0.250414101893326","0.236908163052604","0.263920040734048"
"No","1991","direct migration background","Female","520","0.75958610900028","0.726607182152243","0.792565035848316"
"No","1991","direct migration background","Male","988","0.881720410042162","0.862513675654453","0.900927144429871"
"No","1991","indirect migration background","Female","82","0.851365165520129","0.780935878258471","0.921794452781787"
"No","1991","indirect migration background","Male","102","0.912648758414189","0.860589827629187","0.964707689199191"
"No","1991","no migration background","Female","1908","0.668562612736438","0.651590295530168","0.685534929942708"
"No","1991","no migration background","Male","2886","0.753261347425527","0.739528859622227","0.766993835228826"
"Yes","1991","direct migration background","Female","125","0.24041389099972","0.207434964151684","0.273392817847757"
"Yes","1991","direct migration background","Male","98","0.118279589957838","0.0990728555701286","0.137486324345547"
"Yes","1991","indirect migration background","Female","","","",""
"Yes","1991","indirect migration background","Male","","","",""
"Yes","1991","no migration background","Female","1047","0.331437387263562","0.314465070057292","0.348409704469832"
"Yes","1991","no migration background","Male","900","0.246738652574473","0.233006164771174","0.260471140377773"
"No","1992","direct migration background","Female","451","0.721206687901529","0.684491831967815","0.757921543835242"
"No","1992","direct migration background","Male","924","0.882359187677928","0.862538588306282","0.902179787049573"
"No","1992","indirect migration background","Female","84","0.791175198287693","0.713796302222252","0.868554094353133"
"No","1992","indirect migration background","Male","106","0.868431968220374","0.807953531334921","0.928910405105827"
"No","1992","no migration background","Female","1669","0.641752672476875","0.623656657776023","0.659848687177728"
"No","1992","no migration background","Male","2635","0.746265834629037","0.731876348983498","0.760655320274576"
"Yes","1992","direct migration background","Female","122","0.278793312098471","0.242078456164758","0.315508168032185"
"Yes","1992","direct migration background","Male","91","0.117640812322072","0.0978202129504267","0.137461411693718"
"Yes","1992","indirect migration background","Female","","","",""
"Yes","1992","indirect migration background","Male","","","",""
"Yes","1992","no migration background","Female","1028","0.358247327523125","0.340151312822272","0.376343342223977"
"Yes","1992","no migration background","Male","878","0.253734165370963","0.239344679725425","0.268123651016502"
"No","1993","direct migration background","Female","451","0.731244343963385","0.695009680250502","0.767479007676268"
"No","1993","direct migration background","Male","876","0.884559576539321","0.864217915076041","0.904901238002601"
"No","1993","indirect migration background","Female","104","0.782138619613268","0.711179469434335","0.853097769792201"
"No","1993","indirect migration background","Male","143","0.899730273914161","0.852896341087811","0.946564206740512"
"No","1993","no migration background","Female","1683","0.658518693490016","0.640480902536239","0.676556484443793"
"No","1993","no migration background","Male","2553","0.750261630811509","0.735728897563363","0.764794364059656"
"Yes","1993","direct migration background","Female","124","0.268755656036615","0.232520992323732","0.304990319749498"
"Yes","1993","direct migration background","Male","72","0.115440423460679","0.095098761997399","0.135782084923959"
"Yes","1993","indirect migration background","Female","","","",""
"Yes","1993","indirect migration background","Male","","","",""
"Yes","1993","no migration background","Female","972","0.341481306509984","0.323443515556207","0.359519097463761"
"Yes","1993","no migration background","Male","855","0.249738369188491","0.235205635940344","0.264271102436637"
"No","1994","direct migration background","Female","404","0.73225798042106","0.693904618847492","0.770611341994627"
"No","1994","direct migration background","Male","760","0.896995551508257","0.876228668866778","0.917762434149737"
"No","1994","indirect migration background","Female","99","0.737035664593125","0.661357761108354","0.812713568077897"
"No","1994","indirect migration background","Male","137","0.798354707553593","0.735190037639021","0.861519377468164"
"No","1994","no migration background","Female","1586","0.651280218232128","0.632647591558131","0.669912844906125"
"No","1994","no migration background","Male","2453","0.747829122728087","0.732924487791162","0.762733757665011"
"Yes","1994","direct migration background","Female","108","0.26774201957894","0.229388658005373","0.306095381152508"
"Yes","1994","direct migration background","Male","63","0.103004448491743","0.0822375658502632","0.123771331133222"
"Yes","1994","indirect migration background","Female","31","0.262964335406875","0.187286431922103","0.338642238891646"
"Yes","1994","indirect migration background","Male","","","",""
"Yes","1994","no migration background","Female","927","0.348719781767872","0.330087155093875","0.36735240844187"
"Yes","1994","no migration background","Male","808","0.252170877271913","0.237266242334989","0.267075512208838"
"No","1995","direct migration background","Female","456","0.706621077734122","0.670097890154034","0.743144265314209"
"No","1995","direct migration background","Male","874","0.878609719559558","0.857951045981766","0.89926839313735"
"No","1995","indirect migration background","Female","109","0.714628262891745","0.640612256975674","0.788644268807815"
"No","1995","indirect migration background","Male","156","0.90394636509197","0.859255569205915","0.948637160978024"
"No","1995","no migration background","Female","1668","0.648083574234944","0.629845646862376","0.666321501607511"
"No","1995","no migration background","Male","2583","0.75710051362885","0.742591857633267","0.771609169624434"
"Yes","1995","direct migration background","Female","141","0.293378922265878","0.256855734685791","0.329902109845966"
"Yes","1995","direct migration background","Male","86","0.121390280440442","0.10073160686265","0.142048954018234"
"Yes","1995","indirect migration background","Female","34","0.285371737108255","0.211355731192185","0.359387743024326"
"Yes","1995","indirect migration background","Male","","","",""
"Yes","1995","no migration background","Female","966","0.351916425765056","0.333678498392489","0.370154353137624"
"Yes","1995","no migration background","Male","773","0.242899486371149","0.228390830375566","0.257408142366733"
"No","1996","direct migration background","Female","414","0.715060110181965","0.677370626033626","0.752749594330304"
"No","1996","direct migration background","Male","777","0.885137105676713","0.863714195726651","0.906560015626775"
"No","1996","indirect migration background","Female","109","0.804110283300565","0.737407759887555","0.870812806713574"
"No","1996","indirect migration background","Male","162","0.937811883069182","0.901509494645807","0.974114271492557"
"No","1996","no migration background","Female","1595","0.64192241436788","0.623225873789995","0.660618954945765"
"No","1996","no migration background","Male","2494","0.756849358558785","0.742059812359464","0.771638904758106"
"Yes","1996","direct migration background","Female","137","0.284939889818035","0.247250405669696","0.322629373966374"
"Yes","1996","direct migration background","Male","74","0.114862894323287","0.0934399843732253","0.136285804273349"
"Yes","1996","indirect migration background","Female","","","",""
"Yes","1996","indirect migration background","Male","","","",""
"Yes","1996","no migration background","Female","931","0.35807758563212","0.339381045054235","0.376774126210005"
"Yes","1996","no migration background","Male","738","0.243150641441215","0.228361095241894","0.257940187640536"
"No","1997","direct migration background","Female","376","0.721288092851721","0.682144114213145","0.760432071490297"
"No","1997","direct migration background","Male","740","0.856310801604149","0.832258046200603","0.880363557007696"
"No","1997","indirect migration background","Female","126","0.805940599283954","0.744275645911869","0.867605552656039"
"No","1997","indirect migration background","Male","174","0.804549006419491","0.748458072728","0.860639940110981"
"No","1997","no migration background","Female","1623","0.65772201471454","0.639233649855746","0.676210379573335"
"No","1997","no migration background","Male","2454","0.761831545764757","0.747033602202029","0.776629489327484"
"Yes","1997","direct migration background","Female","128","0.278711907148279","0.239567928509703","0.317855885786855"
"Yes","1997","direct migration background","Male","77","0.143689198395851","0.119636442992304","0.167741953799397"
"Yes","1997","indirect migration background","Female","32","0.194059400716046","0.132394447343961","0.255724354088131"
"Yes","1997","indirect migration background","Male","","","",""
"Yes","1997","no migration background","Female","907","0.34227798528546","0.323789620426665","0.360766350144254"
"Yes","1997","no migration background","Male","729","0.238168454235243","0.223370510672516","0.252966397797971"
"No","1998","direct migration background","Female","355","0.691517365419427","0.650496906347951","0.732537824490904"
"No","1998","direct migration background","Male","723","0.889535115469097","0.86760671607561","0.911463514862584"
"No","1998","indirect migration background","Female","121","0.650507681765851","0.577754640799393","0.723260722732309"
"No","1998","indirect migration background","Male","177","0.904477116105686","0.862791721991233","0.946162510220139"
"No","1998","no migration background","Female","1832","0.649575735483613","0.632071905402747","0.667079565564479"
"No","1998","no migration background","Male","2836","0.767739297396271","0.754008045150893","0.781470549641648"
"Yes","1998","direct migration background","Female","132","0.308482634580572","0.267462175509096","0.349503093652049"
"Yes","1998","direct migration background","Male","62","0.110464884530903","0.0885364851374157","0.13239328392439"
"Yes","1998","indirect migration background","Female","44","0.349492318234149","0.276739277267691","0.422245359200607"
"Yes","1998","indirect migration background","Male","","","",""
"Yes","1998","no migration background","Female","1022","0.350424264516387","0.332920434435521","0.367928094597253"
"Yes","1998","no migration background","Male","797","0.232260702603729","0.218529450358352","0.245991954849107"
"No","1999","direct migration background","Female","311","0.699778151766534","0.656201389161748","0.74335491437132"
"No","1999","direct migration background","Male","626","0.881200547574343","0.856899828005869","0.905501267142816"
"No","1999","indirect migration background","Female","114","0.694468637490911","0.620257096368058","0.768680178613765"
"No","1999","indirect migration background","Male","177","0.899916395101491","0.857243329589799","0.942589460613183"
"No","1999","no migration background","Female","1755","0.659176810362438","0.641251750470466","0.677101870254409"
"No","1999","no migration background","Male","2624","0.772794677489218","0.758613644298403","0.786975710680032"
"Yes","1999","direct migration background","Female","114","0.300221848233466","0.25664508562868","0.343798610838252"
"Yes","1999","direct migration background","Male","55","0.118799452425657","0.0944987328571837","0.143100171994131"
"Yes","1999","indirect migration background","Female","34","0.305531362509089","0.231319821386235","0.379742903631942"
"Yes","1999","indirect migration background","Male","","","",""
"Yes","1999","no migration background","Female","931","0.340823189637562","0.322898129745591","0.358748249529534"
"Yes","1999","no migration background","Male","730","0.227205322510782","0.213024289319968","0.241386355701597"
"No","2000","direct migration background","Female","552","0.732687000697149","0.700950643707469","0.764423357686828"
"No","2000","direct migration background","Male","964","0.897408475291158","0.879116465595164","0.915700484987152"
"No","2000","indirect migration background","Female","171","0.807370705859182","0.755020607176973","0.859720804541392"
"No","2000","indirect migration background","Male","257","0.907735482302121","0.873838105640212","0.94163285896403"
"No","2000","no migration background","Female","3560","0.702645448961281","0.690167615929698","0.715123281992864"
"No","2000","no migration background","Male","4977","0.786751638464087","0.776679531184212","0.796823745743962"
"Yes","2000","direct migration background","Female","195","0.267312999302851","0.235576642313172","0.299049356292531"
"Yes","2000","direct migration background","Male","93","0.102591524708842","0.0842995150128486","0.120883534404836"
"Yes","2000","indirect migration background","Female","47","0.192629294140818","0.140279195458608","0.244979392823028"
"Yes","2000","indirect migration background","Male","","","",""
"Yes","2000","no migration background","Female","1595","0.297354551038718","0.284876718007135","0.309832384070302"
"Yes","2000","no migration background","Male","1376","0.213248361535913","0.203176254256038","0.223320468815788"
"No","2001","direct migration background","Female","476","0.744091783879312","0.710257808319953","0.777925759438671"
"No","2001","direct migration background","Male","808","0.904703361320376","0.885325506778187","0.924081215862564"
"No","2001","indirect migration background","Female","151","0.796195442435771","0.739216515490703","0.853174369380838"
"No","2001","indirect migration background","Male","217","0.853017629243289","0.808126475431087","0.897908783055491"
"No","2001","no migration background","Female","3087","0.703331913055746","0.689966400027253","0.71669742608424"
"No","2001","no migration background","Male","4234","0.78353047172406","0.772568348862629","0.794492594585491"
"Yes","2001","direct migration background","Female","163","0.255908216120688","0.222074240561329","0.289742191680047"
"Yes","2001","direct migration background","Male","74","0.0952966386796243","0.0759187841374357","0.114674493221813"
"Yes","2001","indirect migration background","Female","41","0.203804557564229","0.146825630619162","0.260783484509297"
"Yes","2001","indirect migration background","Male","","","",""
"Yes","2001","no migration background","Female","1400","0.296668086944254","0.28330257391576","0.310033599972747"
"Yes","2001","no migration background","Male","1188","0.21646952827594","0.205507405414509","0.227431651137371"
"No","2002","direct migration background","Female","495","0.767699876317716","0.735383948666273","0.800015803969159"
"No","2002","direct migration background","Male","790","0.917097830901469","0.898786083303582","0.935409578499356"
"No","2002","indirect migration background","Female","164","0.746687646057925","0.688822654722656","0.804552637393194"
"No","2002","indirect migration background","Male","236","0.866939659210716","0.825496105423495","0.908383212997937"
"No","2002","no migration background","Female","3542","0.708692813389059","0.696376381333095","0.721009245445023"
"No","2002","no migration background","Male","4719","0.782195291865093","0.771864389708458","0.792526194021728"
"Yes","2002","direct migration background","Female","161","0.232300123682284","0.199984196030841","0.264616051333727"
"Yes","2002","direct migration background","Male","81","0.0829021690985307","0.0645904215006435","0.101213916696418"
"Yes","2002","indirect migration background","Female","53","0.253312353942075","0.195447362606806","0.311177345277344"
"Yes","2002","indirect migration background","Male","","","",""
"Yes","2002","no migration background","Female","1686","0.291307186610941","0.278990754554977","0.303623618666905"
"Yes","2002","no migration background","Male","1413","0.217804708134907","0.207473805978272","0.228135610291542"
"No","2003","direct migration background","Female","440","0.763787865572834","0.729100259503708","0.79847547164196"
"No","2003","direct migration background","Male","653","0.900693973678078","0.878939117763023","0.922448829593133"
"No","2003","indirect migration background","Female","152","0.677482146160265","0.613337736107022","0.741626556213508"
"No","2003","indirect migration background","Male","206","0.853780390646422","0.807817105667378","0.899743675625466"
"No","2003","no migration background","Female","3104","0.691705873742131","0.678447248672923","0.70496449881134"
"No","2003","no migration background","Male","4162","0.773634394292319","0.762507822389432","0.784760966195205"
"Yes","2003","direct migration background","Female","136","0.236212134427166","0.20152452835804","0.270899740496291"
"Yes","2003","direct migration background","Male","73","0.0993060263219217","0.0775511704068667","0.121060882236977"
"Yes","2003","indirect migration background","Female","52","0.322517853839735","0.258373443786492","0.386662263892978"
"Yes","2003","indirect migration background","Male","","","",""
"Yes","2003","no migration background","Female","1556","0.308294126257869","0.29503550118866","0.321552751327077"
"Yes","2003","no migration background","Male","1272","0.226365605707682","0.215239033804795","0.237492177610568"
"No","2004","direct migration background","Female","430","0.758805639928317","0.723716002066631","0.793895277790003"
"No","2004","direct migration background","Male","654","0.883890033302369","0.860538639332383","0.907241427272356"
"No","2004","indirect migration background","Female","163","0.720760634665011","0.660932554612783","0.780588714717239"
"No","2004","indirect migration background","Male","229","0.854447722555393","0.810819905719697","0.898075539391088"
"No","2004","no migration background","Female","3311","0.708638627263352","0.695880754002781","0.721396500523924"
"No","2004","no migration background","Male","4268","0.779400906358827","0.768478147008119","0.790323665709535"
"Yes","2004","direct migration background","Female","141","0.241194360071683","0.206104722209997","0.27628399793337"
"Yes","2004","direct migration background","Male","69","0.116109966697631","0.0927585727276441","0.139461360667617"
"Yes","2004","indirect migration background","Female","53","0.279239365334989","0.219411285282761","0.339067445387217"
"Yes","2004","indirect migration background","Male","","","",""
"Yes","2004","no migration background","Female","1562","0.291361372736648","0.278603499476076","0.304119245997219"
"Yes","2004","no migration background","Male","1268","0.220599093641173","0.209676334290465","0.231521852991881"
"No","2005","direct migration background","Female","388","0.74534535820768","0.70797154475739","0.78271917165797"
"No","2005","direct migration background","Male","552","0.901235627059337","0.877521036404018","0.924950217714656"
"No","2005","indirect migration background","Female","153","0.794073938979543","0.737748884100002","0.850398993859085"
"No","2005","indirect migration background","Male","206","0.887715952045467","0.84664533715268","0.928786566938255"
"No","2005","no migration background","Female","2931","0.697345787657893","0.683721800408202","0.710969774907584"
"No","2005","no migration background","Male","3814","0.778154029051504","0.766575971769128","0.789732086333879"
"Yes","2005","direct migration background","Female","134","0.25465464179232","0.21728082834203","0.29202845524261"
"Yes","2005","direct migration background","Male","56","0.098764372940663","0.0750497822853441","0.122478963595982"
"Yes","2005","indirect migration background","Female","45","0.205926061020457","0.149601006140915","0.262251115899998"
"Yes","2005","indirect migration background","Male","","","",""
"Yes","2005","no migration background","Female","1437","0.302654212342107","0.289030225092416","0.316278199591798"
"Yes","2005","no migration background","Male","1133","0.221845970948496","0.210267913666121","0.233424028230872"
"No","2006","direct migration background","Female","390","0.765190397178175","0.728687621150937","0.801693173205414"
"No","2006","direct migration background","Male","545","0.897832205747495","0.87365845535475","0.92200595614024"
"No","2006","indirect migration background","Female","155","0.748476440328266","0.688936086660957","0.808016793995575"
"No","2006","indirect migration background","Male","195","0.908971404136285","0.870521709655928","0.947421098616643"
"No","2006","no migration background","Female","3034","0.693880079500603","0.680488543338261","0.707271615662945"
"No","2006","no migration background","Male","3905","0.776739771514563","0.765287215132702","0.788192327896424"
"Yes","2006","direct migration background","Female","128","0.234809602821825","0.198306826794586","0.271312378849063"
"Yes","2006","direct migration background","Male","58","0.102167794252505","0.0779940438597599","0.12634154464525"
"Yes","2006","indirect migration background","Female","49","0.251523559671734","0.191983206004425","0.311063913339043"
"Yes","2006","indirect migration background","Male","","","",""
"Yes","2006","no migration background","Female","1516","0.306119920499397","0.292728384337055","0.319511456661739"
"Yes","2006","no migration background","Male","1174","0.223260228485437","0.211807672103576","0.234712784867298"
"No","2007","direct migration background","Female","373","0.762145524525473","0.72493731996779","0.799353729083156"
"No","2007","direct migration background","Male","521","0.922901143372094","0.901098169745417","0.94470411699877"
"No","2007","indirect migration background","Female","181","0.787860252476585","0.73624534074216","0.83947516421101"
"No","2007","indirect migration background","Male","230","0.883264396170937","0.844456754986448","0.922072037355426"
"No","2007","no migration background","Female","3272","0.716516638933546","0.703645571546152","0.72938770632094"
"No","2007","no migration background","Male","4043","0.780331138640919","0.769096440945477","0.791565836336361"
"Yes","2007","direct migration background","Female","130","0.237854475474527","0.200646270916844","0.27506268003221"
"Yes","2007","direct migration background","Male","54","0.0770988566279066","0.0552958830012301","0.0989018302545831"
"Yes","2007","indirect migration background","Female","60","0.212139747523415","0.16052483578899","0.26375465925784"
"Yes","2007","indirect migration background","Male","33","0.116735603829063","0.0779279626445738","0.155543245013552"
"Yes","2007","no migration background","Female","1438","0.283483361066454","0.27061229367906","0.296354428453848"
"Yes","2007","no migration background","Male","1174","0.219668861359081","0.208434163663638","0.230903559054523"
"No","2008","direct migration background","Female","346","0.788373987297415","0.751208505387976","0.825539469206855"
"No","2008","direct migration background","Male","457","0.907512191341074","0.882244190609397","0.932780192072752"
"No","2008","indirect migration background","Female","165","0.820380454677689","0.76906912018144","0.871691789173938"
"No","2008","indirect migration background","Male","219","0.900867449460096","0.863523596438999","0.938211302481192"
"No","2008","no migration background","Female","2982","0.720055103602724","0.706640385166077","0.733469822039371"
"No","2008","no migration background","Male","3649","0.778581533180107","0.766730227188006","0.790432839172208"
"Yes","2008","direct migration background","Female","118","0.211626012702585","0.174460530793145","0.248791494612024"
"Yes","2008","direct migration background","Male","48","0.0924878086589259","0.0672198079272484","0.117755809390603"
"Yes","2008","indirect migration background","Female","50","0.179619545322311","0.128308210826062","0.23093087981856"
"Yes","2008","indirect migration background","Male","","","",""
"Yes","2008","no migration background","Female","1321","0.279944896397276","0.266530177960629","0.293359614833923"
"Yes","2008","no migration background","Male","1066","0.221418466819893","0.209567160827792","0.233269772811994"
"No","2009","direct migration background","Female","320","0.779411897432318","0.740668624080319","0.818155170784317"
"No","2009","direct migration background","Male","389","0.875984960271023","0.845117809798451","0.906852110743595"
"No","2009","indirect migration background","Female","169","0.779653297101424","0.72450625006035","0.834800344142498"
"No","2009","indirect migration background","Male","208","0.917701914799001","0.882860576787617","0.952543252810384"
"No","2009","no migration background","Female","2991","0.715687747285007","0.702225488299803","0.729150006270211"
"No","2009","no migration background","Male","3595","0.797193256234285","0.78554701522","0.80883949724857"
"Yes","2009","direct migration background","Female","120","0.220588102567682","0.181844829215683","0.25933137591968"
"Yes","2009","direct migration background","Male","49","0.124015039728977","0.0931478892564053","0.154882190201549"
"Yes","2009","indirect migration background","Female","48","0.220346702898576","0.165199655857502","0.27549374993965"
"Yes","2009","indirect migration background","Male","31","0.0822980852009994","0.0474567471896158","0.117139423212383"
"Yes","2009","no migration background","Female","1322","0.284312252714993","0.270849993729789","0.297774511700197"
"Yes","2009","no migration background","Male","984","0.202806743765715","0.19116050275143","0.21445298478"
"No","2010","direct migration background","Female","452","0.78607891845088","0.753045987837678","0.819111849064083"
"No","2010","direct migration background","Male","773","0.898816213590705","0.87855459090804","0.919077836273369"
"No","2010","indirect migration background","Female","217","0.736579653475089","0.684799872327778","0.788359434622399"
"No","2010","indirect migration background","Male","297","0.88784040792684","0.854733315475235","0.920947500378445"
"No","2010","no migration background","Female","3907","0.713492644187084","0.701581542927147","0.725403745447021"
"No","2010","no migration background","Male","4649","0.783491746864251","0.772975248394778","0.794008245333725"
"Yes","2010","direct migration background","Female","140","0.21392108154912","0.180888150935917","0.246954012162322"
"Yes","2010","direct migration background","Male","78","0.101183786409295","0.0809221637266313","0.12144540909196"
"Yes","2010","indirect migration background","Female","61","0.263420346524911","0.211640565377601","0.315200127672222"
"Yes","2010","indirect migration background","Male","52","0.11215959207316","0.0790524996215547","0.145266684524764"
"Yes","2010","no migration background","Female","1628","0.286507355812916","0.274596254552979","0.298418457072853"
"Yes","2010","no migration background","Male","1243","0.216508253135748","0.205991754666275","0.227024751605222"
"No","2011","direct migration background","Female","607","0.777344155336309","0.748110574795777","0.806577735876841"
"No","2011","direct migration background","Male","815","0.896597950238841","0.876649919986761","0.916545980490921"
"No","2011","indirect migration background","Female","287","0.705477955812046","0.659945785333133","0.751010126290959"
"No","2011","indirect migration background","Male","351","0.879732039377504","0.847935105601902","0.911528973153106"
"No","2011","no migration background","Female","4821","0.709916128792611","0.699183693948074","0.720648563637147"
"No","2011","no migration background","Male","5303","0.779650473730903","0.769800483237246","0.789500464224559"
"Yes","2011","direct migration background","Female","171","0.222655844663691","0.193422264123159","0.251889425204223"
"Yes","2011","direct migration background","Male","80","0.103402049761159","0.0834540195090791","0.123350080013239"
"Yes","2011","indirect migration background","Female","98","0.294522044187954","0.248989873709041","0.340054214666867"
"Yes","2011","indirect migration background","Male","51","0.120267960622496","0.0884710268468936","0.152064894398097"
"Yes","2011","no migration background","Female","2047","0.290083871207389","0.279351436362853","0.300816306051926"
"Yes","2011","no migration background","Male","1499","0.220349526269097","0.210499535775441","0.230199516762754"
"No","2012","direct migration background","Female","619","0.756668239755264","0.727044988530449","0.786291490980079"
"No","2012","direct migration background","Male","823","0.913698707147478","0.895332474605634","0.932064939689322"
"No","2012","indirect migration background","Female","294","0.774189096852265","0.732315074236147","0.816063119468383"
"No","2012","indirect migration background","Male","361","0.872689299873874","0.840773674526381","0.904604925221367"
