"pgoeffd","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"No","1987","Employed","no migration background","2891","0.72359258461306","0.709729860033057","0.737455309193063","2"
"No","1987","Not Employed","indirect migration background","","","","","2"
"No","1987","Employed","direct migration background","1517","0.864047951149556","0.847731524963422","0.880364377335689","2"
"No","1987","Employed","indirect migration background","66","0.726943245948509","0.628698064306088","0.825188427590931","2"
"Yes","1987","Not Employed","no migration background","14","","","","1"
"Yes","1987","Not Employed","direct migration background","8","","","","1"
"Yes","1987","Not Employed","indirect migration background","1","","","","1"
"Yes","1987","Employed","no migration background","1107","0.27640741538694","0.262544690806937","0.290270139966943","1"
"Yes","1987","Employed","direct migration background","178","0.135952048850444","0.119635622664311","0.152268475036578","1"
"Yes","1987","Employed","indirect migration background","13","","","","1"
"No","1988","Not Employed","no migration background","51","0.750594343209835","0.646210828356611","0.854977858063059","2"
"No","1988","Not Employed","direct migration background","20","","","","2"
"No","1988","Not Employed","indirect migration background","4","","","","2"
"No","1988","Employed","no migration background","2836","0.727599224323509","0.713601837117275","0.741596611529744","2"
"No","1988","Employed","direct migration background","1470","0.863416694218917","0.846786390797969","0.880046997639865","2"
"No","1988","Employed","indirect migration background","94","0.836899924245031","0.767221221114275","0.906578627375788","2"
"Yes","1988","Not Employed","no migration background","15","","","","1"
"Yes","1988","Not Employed","direct migration background","8","","","","1"
"Yes","1988","Not Employed","indirect migration background","1","","","","1"
"Yes","1988","Employed","no migration background","1050","0.272400775676491","0.258403388470256","0.286398162882725","1"
"Yes","1988","Employed","direct migration background","168","0.136583305781083","0.119953002360135","0.153213609202031","1"
"Yes","1988","Employed","indirect migration background","14","","","","1"
"No","1989","Not Employed","no migration background","62","0.767465298732401","0.673107893763704","0.861822703701098","2"
"No","1989","Not Employed","direct migration background","31","0.673055065661485","0.525831140431415","0.820278990891556","2"
"No","1989","Not Employed","indirect migration background","3","","","","2"
"No","1989","Employed","no migration background","2911","0.737367875904137","0.723642616734295","0.75109313507398","2"
"No","1989","Employed","direct migration background","1461","0.83849946769114","0.820694869578891","0.856304065803388","2"
"No","1989","Employed","indirect migration background","115","0.846357471951869","0.784606317425943","0.908108626477795","2"
"Yes","1989","Not Employed","no migration background","15","","","","1"
"Yes","1989","Not Employed","direct migration background","8","","","","1"
"Yes","1989","Not Employed","indirect migration background","1","","","","1"
"Yes","1989","Employed","no migration background","1038","0.262632124095863","0.24890686492602","0.276357383265705","1"
"Yes","1989","Employed","direct migration background","180","0.16150053230886","0.143695934196612","0.179305130421109","1"
"Yes","1989","Employed","indirect migration background","16","","","","1"
"No","1990","Not Employed","no migration background","37","0.784547029559423","0.668238060409949","0.900855998708898","2"
"No","1990","Not Employed","direct migration background","25","","","","2"
"No","1990","Not Employed","indirect migration background","1","","","","2"
"No","1990","Employed","no migration background","2794","0.733080775378557","0.719032971117222","0.747128579639892","2"
"No","1990","Employed","direct migration background","1414","0.840740408830562","0.822737470794577","0.858743346866547","2"
"No","1990","Employed","indirect migration background","137","0.881983124818155","0.83135544960108","0.93261080003523","2"
"Yes","1990","Not Employed","no migration background","11","","","","1"
"Yes","1990","Not Employed","direct migration background","7","","","","1"
"Yes","1990","Not Employed","indirect migration background","","","","","1"
"Yes","1990","Employed","no migration background","1015","0.266919224621443","0.252871420360108","0.280967028882778","1"
"Yes","1990","Employed","direct migration background","173","0.159259591169438","0.141256653133453","0.177262529205423","1"
"Yes","1990","Employed","indirect migration background","19","","","","1"
"No","1991","Not Employed","no migration background","59","0.822375821814481","0.734701408493064","0.910050235135899","2"
"No","1991","Not Employed","direct migration background","38","0.85288398967211","0.74938960556174","0.956378373782481","2"
"No","1991","Not Employed","indirect migration background","12","","","","2"
"No","1991","Employed","no migration background","2834","0.725950230919446","0.711937272952133","0.73996318888676","2"
"No","1991","Employed","direct migration background","1421","0.847232243880287","0.829658987677335","0.864805500083238","2"
"No","1991","Employed","indirect migration background","171","0.890293292036733","0.846428716874418","0.934157867199048","2"
"Yes","1991","Not Employed","no migration background","14","","","","1"
"Yes","1991","Not Employed","indirect migration background","2","","","","1"
"Yes","1991","Employed","no migration background","1058","0.274049769080554","0.260036811113241","0.288062727047867","1"
"Yes","1991","Employed","direct migration background","189","0.152767756119713","0.135194499916762","0.170341012322664","1"
"Yes","1991","Not Employed","direct migration background","7","","","","1"
"Yes","1991","Employed","indirect migration background","24","","","","1"
"No","1992","Not Employed","no migration background","68","0.651867915034891","0.55657419022605","0.747161639843733","2"
"No","1992","Not Employed","direct migration background","17","","","","2"
"No","1992","Not Employed","indirect migration background","4","","","","2"
"No","1992","Employed","no migration background","4236","0.703328151905324","0.691878229516393","0.714778074294255","2"
"No","1992","Employed","direct migration background","1358","0.822334886892463","0.803415785799924","0.841253987985002","2"
"No","1992","Employed","indirect migration background","186","0.83224931333334","0.782875618704641","0.881623007962038","2"
"Yes","1992","Not Employed","no migration background","28","","","","1"
"Yes","1992","Not Employed","indirect migration background","2","","","","1"
"Yes","1992","Employed","no migration background","1878","0.296671848094676","0.285221925705745","0.308121770483607","1"
"Yes","1992","Employed","direct migration background","210","0.177665113107537","0.158746012014998","0.196584214200076","1"
"Yes","1992","Not Employed","direct migration background","3","","","","1"
"Yes","1992","Employed","indirect migration background","34","0.16775068666666","0.118376992037962","0.217124381295359","1"
"No","1993","Not Employed","no migration background","88","0.654850568267892","0.573126288741254","0.736574847794531","2"
"No","1993","Not Employed","direct migration background","29","","","","2"
"No","1993","Not Employed","indirect migration background","11","","","","2"
"No","1993","Employed","no migration background","4148","0.712630009217801","0.7011150162452","0.724145002190403","2"
"No","1993","Employed","direct migration background","1298","0.822753849170548","0.803370329604396","0.842137368736699","2"
"No","1993","Employed","indirect migration background","236","0.848206898122376","0.80579783659316","0.890615959651593","2"
"Yes","1993","Not Employed","no migration background","42","0.345149431732108","0.263425152205469","0.426873711258746","1"
"Yes","1993","Not Employed","direct migration background","3","","","","1"
"Yes","1993","Not Employed","indirect migration background","2","","","","1"
"Yes","1993","Employed","no migration background","1785","0.287369990782199","0.275854997809597","0.2988849837548","1"
"Yes","1993","Employed","direct migration background","193","0.177246150829452","0.157862631263301","0.196629670395604","1"
"Yes","1993","Employed","indirect migration background","39","0.151793101877624","0.109384040348407","0.19420216340684","1"
"No","1994","Not Employed","no migration background","75","0.809159200658367","0.72929369998745","0.889024701329284","2"
"No","1994","Not Employed","direct migration background","21","","","","2"
"No","1994","Not Employed","indirect migration background","10","","","","2"
"No","1994","Employed","no migration background","3964","0.705929840435691","0.694081925015687","0.717777755855694","2"
"No","1994","Employed","direct migration background","1143","0.829718284709288","0.80937148622912","0.850065083189456","2"
"No","1994","Employed","indirect migration background","226","0.795442279649249","0.747327502123134","0.843557057175363","2"
"Yes","1994","Not Employed","no migration background","18","","","","1"
"Yes","1994","Not Employed","direct migration background","3","","","","1"
"Yes","1994","Not Employed","indirect migration background","5","","","","1"
"Yes","1994","Employed","no migration background","1717","0.294070159564309","0.282222244144306","0.305918074984313","1"
"Yes","1994","Employed","direct migration background","168","0.170281715290712","0.149934916810544","0.19062851377088","1"
"Yes","1994","Employed","indirect migration background","44","0.204557720350751","0.156442942824637","0.252672497876866","1"
"No","1995","Not Employed","no migration background","114","0.802951788871209","0.737296530012864","0.868607047729554","2"
"No","1995","Not Employed","direct migration background","28","","","","2"
"No","1995","Not Employed","indirect migration background","12","","","","2"
"No","1995","Employed","no migration background","4137","0.709423289390826","0.697787645994062","0.721058932787591","2"
"No","1995","Employed","direct migration background","1302","0.809809393430364","0.790105976632662","0.829512810228065","2"
"No","1995","Employed","indirect migration background","253","0.818441442068986","0.774601291746543","0.862281592391429","2"
"Yes","1995","Not Employed","no migration background","27","","","","1"
"Yes","1995","Not Employed","direct migration background","5","","","","1"
"Yes","1995","Not Employed","indirect migration background","1","","","","1"
"Yes","1995","Employed","no migration background","1712","0.290576710609174","0.27894106721241","0.302212354005938","1"
"Yes","1995","Employed","direct migration background","222","0.190190606569637","0.170487189771935","0.209894023367338","1"
"Yes","1995","Employed","indirect migration background","44","0.181558557931014","0.137718407608571","0.225398708253457","1"
"No","1996","Not Employed","no migration background","68","0.757182299563456","0.667081454938774","0.847283144188138","2"
"No","1996","Not Employed","direct migration background","19","","","","2"
"No","1996","Not Employed","indirect migration background","13","","","","2"
"No","1996","Employed","no migration background","4021","0.708040653922658","0.696207280878425","0.719874026966892","2"
"No","1996","Employed","direct migration background","1172","0.819478421508844","0.799163533000577","0.839793310017112","2"
"No","1996","Employed","indirect migration background","258","0.873504873774199","0.835443553989568","0.91156619355883","2"
"Yes","1996","Not Employed","no migration background","19","","","","1"
"Yes","1996","Not Employed","direct migration background","6","","","","1"
"Yes","1996","Not Employed","indirect migration background","","","","","1"
"Yes","1996","Employed","no migration background","1650","0.291959346077342","0.280125973033108","0.303792719121575","1"
"Yes","1996","Employed","direct migration background","205","0.180521578491156","0.160206689982888","0.200836466999423","1"
"Yes","1996","Employed","indirect migration background","35","0.126495126225801","0.0884338064411697","0.164556446010432","1"
"No","1997","Not Employed","no migration background","61","0.821625608693121","0.738255797653495","0.904995419732747","2"
"No","1997","Not Employed","direct migration background","18","","","","2"
"No","1997","Not Employed","indirect migration background","17","","","","2"
"No","1997","Employed","no migration background","4016","0.716777388014349","0.705010194977984","0.728544581050713","2"
"No","1997","Employed","direct migration background","1098","0.798732657388425","0.776954056510076","0.820511258266775","2"
"No","1997","Employed","indirect migration background","283","0.805368003460035","0.7627161018488","0.84801990507127","2"
"Yes","1997","Not Employed","no migration background","20","","","","1"
"Yes","1997","Not Employed","direct migration background","1","","","","1"
"Yes","1997","Not Employed","indirect migration background","2","","","","1"
"Yes","1997","Employed","no migration background","1616","0.283222611985652","0.271455418949287","0.294989805022016","1"
"Yes","1997","Employed","direct migration background","204","0.201267342611575","0.179488741733225","0.223045943489924","1"
"Yes","1997","Employed","indirect migration background","48","0.194631996539965","0.15198009492873","0.2372838981512","1"
"No","1998","Not Employed","no migration background","65","0.642238457251171","0.54481767827784","0.739659236224502","2"
"No","1998","Not Employed","direct migration background","17","","","","2"
"No","1998","Not Employed","indirect migration background","13","","","","2"
"No","1998","Employed","no migration background","4603","0.719914436381573","0.708907978433233","0.730920894329912","2"
"No","1998","Employed","direct migration background","1061","0.817884108499951","0.796463358564219","0.839304858435682","2"
"No","1998","Employed","indirect migration background","285","0.797636638879815","0.75499445967337","0.840278818086259","2"
"Yes","1998","Not Employed","no migration background","28","","","","1"
"Yes","1998","Not Employed","indirect migration background","2","","","","1"
"Yes","1998","Not Employed","direct migration background","8","","","","1"
"Yes","1998","Employed","no migration background","1791","0.280085563618427","0.269079105670087","0.291092021566767","1"
"Yes","1998","Employed","direct migration background","186","0.182115891500049","0.160695141564318","0.203536641435781","1"
"Yes","1998","Employed","indirect migration background","56","0.202363361120185","0.159721181913741","0.24500554032663","1"
"No","1999","Not Employed","no migration background","58","0.713911414075246","0.610942849275947","0.816879978874544","2"
"No","1999","Not Employed","direct migration background","15","","","","2"
"No","1999","Employed","direct migration background","922","0.809468359541966","0.786122126775973","0.832814592307958","2"
"No","1999","Not Employed","indirect migration background","9","","","","2"
"No","1999","Employed","no migration background","4321","0.725056863051893","0.713727279616329","0.736386446487456","2"
"No","1999","Employed","indirect migration background","282","0.810283085511635","0.767852152441578","0.852714018581691","2"
"Yes","1999","Not Employed","no migration background","16","","","","1"
"Yes","1999","Not Employed","indirect migration background","1","","","","1"
"Yes","1999","Not Employed","direct migration background","4","","","","1"
"Yes","1999","Employed","no migration background","1645","0.274943136948107","0.263613553512544","0.286272720383671","1"
"Yes","1999","Employed","direct migration background","165","0.190531640458034","0.167185407692042","0.213877873224027","1"
"Yes","1999","Employed","indirect migration background","46","0.189716914488365","0.147285981418309","0.232147847558422","1"
"No","2000","Not Employed","no migration background","155","0.7996526118722","0.744180383052629","0.855124840691771","2"
"No","2000","Not Employed","direct migration background","44","0.898000776810142","0.814112769704599","0.981888783915685","2"
"No","2000","Employed","direct migration background","1472","0.824710661332621","0.806917142094912","0.84250418057033","2"
"No","2000","Not Employed","indirect migration background","10","","","","2"
"No","2000","Employed","no migration background","8381","0.749817394162542","0.741833773164235","0.75780101516085","2"
"No","2000","Employed","indirect migration background","418","0.86817516337193","0.838036241700171","0.898314085043688","2"
"Yes","2000","Not Employed","no migration background","45","0.2003473881278","0.144875159308229","0.255819616947371","1"
"Yes","2000","Not Employed","indirect migration background","4","","","","1"
"Yes","2000","Not Employed","direct migration background","6","","","","1"
"Yes","2000","Employed","no migration background","2925","0.250182605837458","0.24219898483915","0.258166226835765","1"
"Yes","2000","Employed","direct migration background","282","0.175289338667379","0.15749581942967","0.193082857905088","1"
"Yes","2000","Employed","indirect migration background","66","0.13182483662807","0.101685914956312","0.161963758299829","1"
"No","2001","Not Employed","no migration background","121","0.812309991033602","0.749823816654099","0.874796165413106","2"
"No","2001","Employed","direct migration background","1262","0.833336220464788","0.814438756113263","0.852233684816312","2"
"No","2001","Not Employed","direct migration background","22","","","","2"
"No","2001","Not Employed","indirect migration background","11","","","","2"
"No","2001","Employed","no migration background","7200","0.748149215043291","0.739537072711962","0.756761357374619","2"
"No","2001","Employed","indirect migration background","357","0.821767755519746","0.785123258425029","0.858412252614463","2"
"Yes","2001","Not Employed","no migration background","29","","","","1"
"Yes","2001","Not Employed","indirect migration background","1","","","","1"
"Yes","2001","Employed","no migration background","2559","0.251850784956709","0.243238642625381","0.260462927288038","1"
"Yes","2001","Employed","direct migration background","232","0.166663779535212","0.147766315183688","0.185561243886737","1"
"Yes","2001","Not Employed","direct migration background","5","","","","1"
"Yes","2001","Employed","indirect migration background","62","0.178232244480254","0.141587747385537","0.214876741574971","1"
"No","2002","Not Employed","no migration background","134","0.861213281946569","0.808461706879886","0.913964857013252","2"
"No","2002","Employed","direct migration background","1263","0.850487234523305","0.832447473424458","0.868526995622153","2"
"No","2002","Not Employed","direct migration background","22","","","","2"
"No","2002","Not Employed","indirect migration background","14","","","","2"
"No","2002","Employed","no migration background","8127","0.74808575491659","0.740044235817761","0.756127274015419","2"
"No","2002","Employed","indirect migration background","386","0.815007860015282","0.7794469481516","0.850568771878964","2"
"Yes","2002","Not Employed","no migration background","31","0.138786718053431","0.0860351429867481","0.191538293120114","1"
"Yes","2002","Not Employed","indirect migration background","3","","","","1"
"Yes","2002","Employed","no migration background","3068","0.25191424508341","0.243872725984582","0.259955764182239","1"
"Yes","2002","Employed","direct migration background","238","0.149512765476695","0.131473004377847","0.167552526575542","1"
"Yes","2002","Not Employed","direct migration background","4","","","","1"
"Yes","2002","Employed","indirect migration background","72","0.184992139984718","0.149431228121036","0.220553051848399","1"
"No","2003","Not Employed","no migration background","97","0.788208506753264","0.715105997735626","0.861311015770902","2"
"No","2003","Not Employed","direct migration background","14","","","","2"
"No","2003","Not Employed","indirect migration background","10","","","","2"
"No","2003","Employed","direct migration background","1079","0.838814085029604","0.818725228405992","0.858902941653217","2"
"No","2003","Employed","no migration background","7169","0.736997622939267","0.7283573733209","0.745637872557635","2"
"No","2003","Employed","indirect migration background","348","0.768958465301034","0.728599729764658","0.809317200837411","2"
"Yes","2003","Not Employed","no migration background","23","","","","1"
"Yes","2003","Not Employed","indirect migration background","2","","","","1"
"Yes","2003","Employed","no migration background","2805","0.263002377060733","0.254362127442365","0.2716426266791","1"
"Yes","2003","Not Employed","direct migration background","1","","","","1"
"Yes","2003","Employed","direct migration background","208","0.161185914970396","0.141097058346783","0.181274771594008","1"
"Yes","2003","Employed","indirect migration background","71","0.231041534698966","0.190682799162589","0.271400270235342","1"
"No","2004","Not Employed","no migration background","118","0.781674980202647","0.714893770249753","0.848456190155542","2"
"No","2004","Not Employed","direct migration background","19","","","","2"
"No","2004","Not Employed","indirect migration background","6","","","","2"
"No","2004","Employed","direct migration background","1065","0.826783127730352","0.80597819985241","0.847588055608295","2"
"No","2004","Employed","no migration background","7461","0.74747739175437","0.739071549226753","0.755883234281987","2"
"No","2004","Employed","indirect migration background","386","0.794977488086801","0.758044032891205","0.831910943282397","2"
"Yes","2004","Not Employed","no migration background","29","","","","1"
"Yes","2004","Not Employed","indirect migration background","2","","","","1"
"Yes","2004","Employed","no migration background","2801","0.25252260824563","0.244116765718013","0.260928450773248","1"
"Yes","2004","Not Employed","direct migration background","4","","","","1"
"Yes","2004","Employed","direct migration background","206","0.173216872269648","0.152411944391705","0.19402180014759","1"
"Yes","2004","Employed","indirect migration background","73","0.205022511913199","0.168089056717603","0.241955967108795","1"
"No","2005","Not Employed","no migration background","93","0.842964464469469","0.775582652846863","0.910346276092074","2"
"No","2005","Not Employed","direct migration background","16","","","","2"
"No","2005","Not Employed","indirect migration background","14","","","","2"
"No","2005","Employed","direct migration background","924","0.824777718399122","0.802433826433526","0.847121610364718","2"
"No","2005","Employed","no migration background","6652","0.741367245215177","0.732420978534506","0.750313511895847","2"
"No","2005","Employed","indirect migration background","345","0.840478298250674","0.804992091700358","0.87596450480099","2"
"Yes","2005","Not Employed","no migration background","19","","","","1"
"Yes","2005","Not Employed","direct migration background","2","","","","1"
"Yes","2005","Not Employed","indirect migration background","2","","","","1"
"Yes","2005","Employed","no migration background","2551","0.258632754784823","0.249686488104153","0.267579021465494","1"
"Yes","2005","Employed","direct migration background","188","0.175222281600878","0.152878389635282","0.197566173566474","1"
"Yes","2005","Employed","indirect migration background","64","0.159521701749326","0.12403549519901","0.195007908299642","1"
"No","2006","Not Employed","no migration background","122","0.812016315394414","0.751287894915628","0.8727447358732","2"
"No","2006","Not Employed","direct migration background","29","","","","2"
"No","2006","Not Employed","indirect migration background","5","","","","2"
"No","2006","Employed","no migration background","6817","0.738797054650973","0.729949470253234","0.747644639048712","2"
"No","2006","Employed","direct migration background","906","0.844619810838965","0.823044238880544","0.866195382797386","2"
"No","2006","Employed","indirect migration background","345","0.830480350357472","0.794249862110211","0.866710838604734","2"
"Yes","2006","Not Employed","no migration background","37","0.187983684605586","0.1272552641268","0.248712105084372","1"
"Yes","2006","Not Employed","direct migration background","9","","","","1"
"Yes","2006","Not Employed","indirect migration background","2","","","","1"
"Yes","2006","Employed","no migration background","2653","0.261202945349027","0.252355360951288","0.270050529746766","1"
"Yes","2006","Employed","direct migration background","177","0.155380189161035","0.133804617202614","0.176955761119455","1"
"Yes","2006","Employed","indirect migration background","67","0.169519649642528","0.133289161395266","0.205750137889789","1"
"No","2007","Not Employed","no migration background","140","0.842710738702148","0.788923337966255","0.896498139438042","2"
"No","2007","Not Employed","direct migration background","13","","","","2"
"No","2007","Not Employed","indirect migration background","15","","","","2"
"No","2007","Employed","no migration background","7175","0.750153223999511","0.741560410661172","0.758746037337851","2"
"No","2007","Employed","direct migration background","881","0.850521623124541","0.829077035512738","0.871966210736343","2"
"No","2007","Employed","indirect migration background","396","0.840945444970855","0.80839670442279","0.873494185518919","2"
"Yes","2007","Not Employed","no migration background","36","0.157289261297852","0.103501860561958","0.211076662033745","1"
"Yes","2007","Not Employed","direct migration background","3","","","","1"
"Yes","2007","Not Employed","indirect migration background","4","","","","1"
"Yes","2007","Employed","no migration background","2576","0.249846776000488","0.241253962662149","0.258439589338828","1"
"Yes","2007","Employed","direct migration background","181","0.149478376875459","0.128033789263657","0.170922964487261","1"
"Yes","2007","Employed","indirect migration background","89","0.159054555029145","0.126505814481081","0.19160329557721","1"
"No","2008","Not Employed","no migration background","118","0.863741978005252","0.80828419844069","0.919199757569814","2"
"No","2008","Not Employed","direct migration background","14","","","","2"
"No","2008","Not Employed","indirect migration background","10","","","","2"
"No","2008","Employed","no migration background","6513","0.750224010301051","0.741215922194852","0.75923209840725","2"
"No","2008","Employed","direct migration background","789","0.853557340676396","0.831110677233525","0.876004004119267","2"
"No","2008","Employed","indirect migration background","374","0.860931432671635","0.828997045048301","0.892865820294968","2"
"Yes","2008","Not Employed","no migration background","29","","","","1"
"Yes","2008","Not Employed","direct migration background","2","","","","1"
"Yes","2008","Not Employed","indirect migration background","","","","","1"
"Yes","2008","Employed","no migration background","2358","0.249775989698949","0.24076790159275","0.258784077805148","1"
"Yes","2008","Employed","direct migration background","164","0.146442659323604","0.123995995880733","0.168889322766475","1"
"Yes","2008","Employed","indirect migration background","77","0.139068567328366","0.107134179705032","0.171002954951699","1"
"No","2009","Not Employed","no migration background","92","0.774754523716469","0.698070346087348","0.851438701345591","2"
"No","2009","Not Employed","direct migration background","11","","","","2"
"No","2009","Not Employed","indirect migration background","9","","","","2"
"No","2009","Employed","no migration background","6494","0.759902129972407","0.750966538863104","0.768837721081711","2"
"No","2009","Employed","direct migration background","698","0.830175644024657","0.805095415040503","0.85525587300881","2"
"No","2009","Employed","indirect migration background","368","0.854113615789103","0.821390132060266","0.886837099517941","2"
"Yes","2009","Not Employed","no migration background","22","","","","1"
"Yes","2009","Not Employed","direct migration background","6","","","","1"
"Yes","2009","Not Employed","indirect migration background","","","","","1"
"Yes","2009","Employed","no migration background","2284","0.240097870027593","0.231162278918289","0.249033461136896","1"
"Yes","2009","Employed","direct migration background","163","0.169824355975343","0.144744126991189","0.194904584959496","1"
"Yes","2009","Employed","indirect migration background","79","0.145886384210897","0.113162900482059","0.178609867939734","1"
"No","2010","Not Employed","no migration background","190","0.767273609901275","0.714996788002754","0.819550431799797","2"
"No","2010","Not Employed","direct migration background","40","0.846278602659401","0.743163327742259","0.949393877576543","2"
"No","2010","Not Employed","indirect migration background","23","","","","2"
"No","2010","Employed","no migration background","8366","0.75088023406423","0.742861712081103","0.758898756047357","2"
"No","2010","Employed","direct migration background","1185","0.843615032040185","0.824561519970155","0.862668544110215","2"
"No","2010","Employed","indirect migration background","491","0.810775961483349","0.77953904134471","0.842012881621988","2"
"Yes","2010","Not Employed","no migration background","61","0.232726390098725","0.180449568200203","0.285003211997246","1"
"Yes","2010","Not Employed","direct migration background","7","","","","1"
"Yes","2010","Not Employed","indirect migration background","","","","","1"
"Yes","2010","Employed","no migration background","2810","0.24911976593577","0.241101243952643","0.257138287918897","1"
"Yes","2010","Employed","direct migration background","211","0.156384967959815","0.137331455889785","0.175438480029845","1"
"Yes","2010","Employed","indirect migration background","113","0.189224038516651","0.157987118378012","0.22046095865529","1"
"No","2011","Not Employed","no migration background","227","0.770941054828063","0.7219813164619","0.819900793194226","2"
"No","2011","Employed","direct migration background","1367","0.838931258706026","0.820997755014482","0.856864762397571","2"
"No","2011","Not Employed","direct migration background","55","0.847958859415792","0.756338912528242","0.939578806303341","2"
"No","2011","Not Employed","indirect migration background","26","","","","2"
"No","2011","Employed","no migration background","9897","0.746928345983543","0.739563431953574","0.754293260013511","2"
"No","2011","Employed","indirect migration background","612","0.804476835459275","0.776243033202126","0.832710637716423","2"
"Yes","2011","Not Employed","no migration background","56","0.229058945171937","0.180099206805774","0.278018683538099","1"
"Yes","2011","Not Employed","direct migration background","4","","","","1"
"Yes","2011","Not Employed","indirect migration background","3","","","","1"
"Yes","2011","Employed","no migration background","3490","0.253071654016457","0.245706739986488","0.260436568046426","1"
"Yes","2011","Employed","direct migration background","247","0.161068741293974","0.143135237602429","0.179002244985518","1"
"Yes","2011","Employed","indirect migration background","146","0.195523164540725","0.167289362283577","0.223756966797874","1"
"No","2012","Not Employed","no migration background","280","0.823719062291546","0.783333394153215","0.864104730429876","2"
"No","2012","Employed","direct migration background","1393","0.842758085617481","0.825172015481665","0.860344155753296","2"
"No","2012","Not Employed","direct migration background","49","0.752916860517558","0.641915280404747","0.863918440630369","2"
"No","2012","Not Employed","indirect migration background","21","","","","2"
"No","2012","Employed","no migration background","9532","0.73926458195612","0.731694510267425","0.746834653644814","2"
"No","2012","Employed","indirect migration background","634","0.830757602190122","0.804375525567641","0.857139678812604","2"
"Yes","2012","Not Employed","no migration background","62","0.176280937708454","0.135895269570124","0.216666605846785","1"
"Yes","2012","Not Employed","direct migration background","9","","","","1"
"Yes","2012","Not Employed","indirect migration background","5","","","","1"
"Yes","2012","Employed","no migration background","3389","0.260735418043881","0.253165346355186","0.268305489732575","1"
"Yes","2012","Employed","direct migration background","253","0.157241914382519","0.139655844246704","0.174827984518335","1"
"Yes","2012","Employed","indirect migration background","142","0.169242397809878","0.142860321187396","0.195624474432359","1"
"No","2013","Not Employed","no migration background","382","0.807464418508526","0.772588589284098","0.842340247732954","2"
"No","2013","Not Employed","direct migration background","2002","0.858486705978326","0.844272994080749","0.872700417875902","2"
"No","2013","Not Employed","indirect migration background","481","0.843014818467797","0.81288468804207","0.873144948893524","2"
"No","2013","Employed","no migration background","8594","0.727168159416939","0.719147184090965","0.735189134742913","2"
"No","2013","Employed","direct migration background","1205","0.834145926933781","0.814834038387965","0.853457815479596","2"
"No","2013","Employed","indirect migration background","600","0.802097154974248","0.773391217278268","0.830803092670228","2"
"Yes","2013","Not Employed","no migration background","109","0.192535581491474","0.157659752267046","0.227411410715902","1"
"Yes","2013","Not Employed","direct migration background","308","0.141513294021674","0.127299582124098","0.155727005919251","1"
