"pgoeffd","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","1987","Couple + C. LE 16 ","Rural Area","65","0.223110303529386","0.176987529842876","0.269233077215895","1"
"Yes","1987","Couple + C. LE and GT 16","Rural Area","43","0.284052461992224","0.217046515563949","0.351058408420499","1"
"Yes","1987","Couple + C. LE and GT 16","Urban Area","98","0.20661298023419","0.17325795896375","0.23996800150463","1"
"Yes","1987","Single parent ","Rural Area","9","","","","1"
"Yes","1987","Single parent ","Urban Area","48","0.268227490398189","0.207131586479312","0.329323394317066","1"
"No","1988","Couple + C. GT 16 ","Rural Area","207","0.752503466805278","0.700641846026485","0.80436508758407","2"
"No","1988","Couple + C. GT 16 ","Urban Area","825","0.747126157992423","0.721021247309828","0.773231068675018","2"
"No","1988","Couple + C. LE 16 ","Rural Area","253","0.779923014851505","0.734243894527162","0.825602135175847","2"
"No","1988","Couple + C. LE 16 ","Urban Area","907","0.751539604458912","0.726488348872285","0.776590860045538","2"
"No","1988","Couple + C. LE and GT 16","Rural Area","114","0.773327912127592","0.704706296703015","0.841949527552169","2"
"No","1988","Couple + C. LE and GT 16","Urban Area","422","0.800312350832345","0.765341870771037","0.835282830893653","2"
"No","1988","(Married) couple without C. ","Rural Area","154","0.750700874884906","0.690290877609402","0.81111087216041","2"
"No","1988","(Married) couple without C. ","Urban Area","763","0.72935979146918","0.701986633526981","0.75673294941138","2"
"No","1988","1-pers.-HH","Rural Area","42","0.662394539624303","0.542738239816987","0.782050839431618","2"
"No","1988","1-pers.-HH","Urban Area","298","0.674006376984103","0.628853598948512","0.719159155019694","2"
"No","1988","Single parent ","Rural Area","68","0.848639425962729","0.77010300918103","0.927175842744428","2"
"No","1988","Single parent ","Urban Area","171","0.752580122352198","0.695429666460721","0.809730578243674","2"
"Yes","1988","(Married) couple without C. ","Rural Area","43","0.249299125115094","0.18888912783959","0.309709122390598","1"
"Yes","1988","(Married) couple without C. ","Urban Area","249","0.27064020853082","0.24326705058862","0.298013366473019","1"
"Yes","1988","1-pers.-HH","Urban Area","116","0.325993623015897","0.280840844980306","0.371146401051488","1"
"Yes","1988","1-pers.-HH","Rural Area","18","","","","1"
"Yes","1988","Couple + C. GT 16 ","Rural Area","59","0.247496533194722","0.19563491241593","0.299358153973515","1"
"Yes","1988","Couple + C. GT 16 ","Urban Area","240","0.252873842007577","0.226768931324982","0.278978752690172","1"
"Yes","1988","Couple + C. LE 16 ","Urban Area","236","0.248460395541088","0.223409139954461","0.273511651127715","1"
"Yes","1988","Couple + C. LE 16 ","Rural Area","63","0.220076985148495","0.174397864824153","0.265756105472838","1"
"Yes","1988","Couple + C. LE and GT 16","Rural Area","29","","","","1"
"Yes","1988","Couple + C. LE and GT 16","Urban Area","80","0.199687649167655","0.164717169106347","0.234658129228963","1"
"Yes","1988","Single parent ","Rural Area","12","","","","1"
"Yes","1988","Single parent ","Urban Area","48","0.247419877647802","0.190269421756326","0.304570333539279","1"
"No","1989","(Married) couple without C. ","Rural Area","154","0.739823477522344","0.680056536955433","0.799590418089254","2"
"No","1989","(Married) couple without C. ","Urban Area","805","0.749064469782665","0.722828264234294","0.775300675331036","2"
"No","1989","Couple + C. GT 16 ","Rural Area","207","0.72736191081331","0.674440406444076","0.780283415182545","2"
"No","1989","Couple + C. GT 16 ","Urban Area","844","0.757457091991061","0.731810979770526","0.783103204211596","2"
"No","1989","Couple + C. LE 16 ","Rural Area","245","0.758136842327697","0.710773545227599","0.805500139427794","2"
"No","1989","Couple + C. LE 16 ","Urban Area","925","0.761097624324368","0.736537858092792","0.785657390555944","2"
"No","1989","Couple + C. LE and GT 16","Rural Area","112","0.790699881673683","0.722329310087337","0.859070453260029","2"
"No","1989","Couple + C. LE and GT 16","Urban Area","418","0.819091197811756","0.785076899349281","0.853105496274231","2"
"No","1989","1-pers.-HH","Rural Area","46","0.662692078351377","0.548628948793971","0.776755207908784","2"
"No","1989","1-pers.-HH","Urban Area","329","0.689291537085905","0.647092249647455","0.731490824524356","2"
"No","1989","Single parent ","Rural Area","62","0.864392284523365","0.785853477235","0.94293109181173","2"
"No","1989","Single parent ","Urban Area","166","0.741004054785491","0.682309477524261","0.799698632046721","2"
"Yes","1989","(Married) couple without C. ","Urban Area","244","0.250935530217335","0.224699324668964","0.277171735765706","1"
"Yes","1989","(Married) couple without C. ","Rural Area","53","0.260176522477656","0.200409581910746","0.319943463044567","1"
"Yes","1989","Couple + C. LE 16 ","Urban Area","233","0.238902375675632","0.214342609444056","0.263462141907208","1"
"Yes","1989","1-pers.-HH","Urban Area","133","0.310708462914095","0.268509175475644","0.352907750352545","1"
"Yes","1989","1-pers.-HH","Rural Area","20","","","","1"
"Yes","1989","Couple + C. GT 16 ","Rural Area","65","0.27263808918669","0.219716584817455","0.325559593555924","1"
"Yes","1989","Couple + C. GT 16 ","Urban Area","229","0.242542908008939","0.216896795788405","0.268189020229474","1"
"Yes","1989","Couple + C. LE 16 ","Rural Area","69","0.241863157672303","0.194499860572206","0.289226454772401","1"
"Yes","1989","Couple + C. LE and GT 16","Rural Area","24","","","","1"
"Yes","1989","Couple + C. LE and GT 16","Urban Area","74","0.180908802188244","0.146894503725769","0.214923100650719","1"
"Yes","1989","Single parent ","Rural Area","11","","","","1"
"Yes","1989","Single parent ","Urban Area","48","0.258995945214509","0.200301367953279","0.317690522475739","1"
"No","1990","(Married) couple without C. ","Rural Area","441","0.711449323280538","0.675899386719216","0.746999259841861","2"
"No","1990","(Married) couple without C. ","Urban Area","916","0.72191758734474","0.69696916943348","0.746866005256","2"
"No","1990","Couple + C. GT 16 ","Rural Area","520","0.718526435920131","0.685562789135812","0.751490082704449","2"
"No","1990","Couple + C. GT 16 ","Urban Area","904","0.743279737671442","0.718419116984043","0.76814035835884","2"
"No","1990","Couple + C. LE 16 ","Rural Area","775","0.711005917594291","0.684387233737864","0.737624601450717","2"
"No","1990","Couple + C. LE 16 ","Urban Area","1189","0.734224285985723","0.712619630757856","0.75582894121359","2"
"No","1990","Couple + C. LE and GT 16","Rural Area","223","0.761113135889149","0.712372053505796","0.809854218272502","2"
"No","1990","Couple + C. LE and GT 16","Urban Area","407","0.74383431508823","0.706387798807072","0.781280831369389","2"
"No","1990","1-pers.-HH","Rural Area","100","0.686827689711519","0.609448509612179","0.76420686981086","2"
"No","1990","1-pers.-HH","Urban Area","345","0.716195409282315","0.676112851166286","0.756277967398345","2"
"No","1990","Single parent ","Rural Area","95","0.765878537849308","0.693641207249554","0.838115868449063","2"
"No","1990","Single parent ","Urban Area","211","0.695901323171096","0.642955684869444","0.748846961472749","2"
"Yes","1990","(Married) couple without C. ","Rural Area","183","0.288550676719462","0.253000740158139","0.324100613280784","1"
"Yes","1990","(Married) couple without C. ","Urban Area","323","0.27808241265526","0.253133994744","0.30303083056652","1"
"Yes","1990","Couple + C. LE 16 ","Urban Area","417","0.265775714014277","0.24417105878641","0.287380369242144","1"
"Yes","1990","1-pers.-HH","Urban Area","141","0.283804590717685","0.243722032601655","0.323887148833714","1"
"Yes","1990","1-pers.-HH","Rural Area","38","0.313172310288481","0.23579313018914","0.390551490387821","1"
"Yes","1990","Couple + C. GT 16 ","Rural Area","195","0.281473564079869","0.248509917295551","0.314437210864188","1"
"Yes","1990","Couple + C. GT 16 ","Urban Area","282","0.256720262328558","0.23185964164116","0.281580883015957","1"
"Yes","1990","Couple + C. LE 16 ","Rural Area","339","0.288994082405709","0.262375398549283","0.315612766262135","1"
"Yes","1990","Couple + C. LE and GT 16","Rural Area","71","0.238886864110851","0.190145781727498","0.287627946494204","1"
"Yes","1990","Couple + C. LE and GT 16","Urban Area","115","0.25616568491177","0.218719168630612","0.293612201192928","1"
"Yes","1990","Single parent ","Rural Area","37","0.234121462150692","0.161884131550937","0.306358792750446","1"
"Yes","1990","Single parent ","Urban Area","79","0.304098676828904","0.251153038527251","0.357044315130556","1"
"No","1991","(Married) couple without C. ","Rural Area","355","0.696720152751368","0.656628554967355","0.736811750535382","2"
"No","1991","(Married) couple without C. ","Urban Area","884","0.702472893260774","0.67681941661656","0.728126369904987","2"
"No","1991","Couple + C. GT 16 ","Rural Area","508","0.735556670747002","0.702814604772167","0.768298736721837","2"
"No","1991","Couple + C. GT 16 ","Urban Area","902","0.769622296544179","0.745285791265614","0.793958801822743","2"
"No","1991","Couple + C. LE 16 ","Rural Area","720","0.705204434937451","0.677195783926071","0.733213085948831","2"
"No","1991","Couple + C. LE 16 ","Urban Area","1205","0.734814970077922","0.713212201725945","0.756417738429899","2"
"No","1991","Couple + C. LE and GT 16","Rural Area","231","0.780072700162932","0.733124428639733","0.82702097168613","2"
"No","1991","Couple + C. LE and GT 16","Urban Area","439","0.774713098951956","0.739924925340392","0.80950127256352","2"
"No","1991","Single parent ","Rural Area","101","0.75427379528081","0.682959873623894","0.825587716937726","2"
"No","1991","1-pers.-HH","Rural Area","82","0.672481410967565","0.588160997113064","0.756801824822066","2"
"No","1991","1-pers.-HH","Urban Area","363","0.717605312061639","0.678147393435958","0.75706323068732","2"
"No","1991","Single parent ","Urban Area","213","0.721090831600807","0.66911619557343","0.773065467628184","2"
"Yes","1991","(Married) couple without C. ","Urban Area","336","0.297527106739226","0.271873630095013","0.32318058338344","1"
"Yes","1991","(Married) couple without C. ","Rural Area","150","0.303279847248632","0.263188249464618","0.343371445032645","1"
"Yes","1991","Couple + C. LE 16 ","Urban Area","399","0.265185029922078","0.243582261570101","0.286787798274055","1"
"Yes","1991","1-pers.-HH","Rural Area","37","0.327518589032435","0.243198175177934","0.411839002886936","1"
"Yes","1991","1-pers.-HH","Urban Area","137","0.282394687938361","0.24293676931268","0.321852606564042","1"
"Yes","1991","Couple + C. GT 16 ","Rural Area","189","0.264443329252998","0.231701263278163","0.297185395227833","1"
"Yes","1991","Couple + C. GT 16 ","Urban Area","248","0.230377703455821","0.206041198177256","0.254714208734386","1"
"Yes","1991","Couple + C. LE 16 ","Rural Area","298","0.294795565062549","0.266786914051169","0.322804216073929","1"
"Yes","1991","Couple + C. LE and GT 16","Rural Area","68","0.219927299837068","0.17297902831387","0.266875571360267","1"
"Yes","1991","Couple + C. LE and GT 16","Urban Area","115","0.225286901048044","0.19049872743648","0.260075074659608","1"
"Yes","1991","Single parent ","Rural Area","39","0.24572620471919","0.174412283062274","0.317040126376106","1"
"Yes","1991","Single parent ","Urban Area","73","0.278909168399193","0.226934532371816","0.33088380442657","1"
"No","1992","(Married) couple without C. ","Rural Area","281","0.669092082011836","0.623434329015616","0.714749835008056","2"
"No","1992","Couple + C. GT 16 ","Rural Area","450","0.707880084748847","0.672704525811065","0.743055643686629","2"
"No","1992","Couple + C. GT 16 ","Urban Area","824","0.754635966519202","0.728853147305017","0.780418785733386","2"
"No","1992","Couple + C. LE 16 ","Rural Area","589","0.672700605594925","0.641890531042385","0.703510680147465","2"
"No","1992","Couple + C. LE 16 ","Urban Area","1122","0.741781099643717","0.719499011669568","0.764063187617866","2"
"No","1992","Couple + C. LE and GT 16","Rural Area","209","0.764904773965689","0.715056366996513","0.814753180934865","2"
"No","1992","Couple + C. LE and GT 16","Urban Area","383","0.746692327069527","0.708379825607219","0.785004828531835","2"
"No","1992","(Married) couple without C. ","Urban Area","883","0.700735771031896","0.675018256425221","0.72645328563857","2"
"No","1992","Single parent ","Rural Area","87","0.780778787484799","0.706446088700491","0.855111486269107","2"
"No","1992","Single parent ","Urban Area","190","0.64793513372586","0.591175347946957","0.704694919504763","2"
"No","1992","1-pers.-HH","Rural Area","79","0.656725840730476","0.570692305536127","0.742759375924826","2"
"No","1992","1-pers.-HH","Urban Area","334","0.710910529666834","0.669969265586118","0.75185179374755","2"
"Yes","1992","(Married) couple without C. ","Urban Area","335","0.299264228968104","0.27354671436143","0.324981743574779","1"
"Yes","1992","(Married) couple without C. ","Rural Area","127","0.330907917988164","0.285250164991944","0.376565670984384","1"
"Yes","1992","Couple + C. LE 16 ","Urban Area","360","0.258218900356283","0.235936812382134","0.280500988330432","1"
"Yes","1992","1-pers.-HH","Rural Area","38","0.343274159269523","0.257240624075174","0.429307694463873","1"
"Yes","1992","1-pers.-HH","Urban Area","137","0.289089470333166","0.24814820625245","0.330030734413882","1"
"Yes","1992","Couple + C. GT 16 ","Rural Area","192","0.292119915251153","0.256944356313371","0.327295474188935","1"
"Yes","1992","Couple + C. GT 16 ","Urban Area","246","0.245364033480798","0.219581214266614","0.271146852694983","1"
"Yes","1992","Couple + C. LE 16 ","Rural Area","302","0.327299394405075","0.296489319852535","0.358109468957615","1"
"Yes","1992","Couple + C. LE and GT 16","Rural Area","69","0.235095226034311","0.185246819065135","0.284943633003487","1"
"Yes","1992","Couple + C. LE and GT 16","Urban Area","112","0.253307672930473","0.214995171468165","0.29162017439278","1"
"Yes","1992","Single parent ","Rural Area","32","0.219221212515201","0.144888513730893","0.293553911299509","1"
"Yes","1992","Single parent ","Urban Area","82","0.35206486627414","0.295305080495238","0.408824652053043","1"
"No","1993","(Married) couple without C. ","Rural Area","292","0.674653178328932","0.630006261129293","0.719300095528571","2"
"No","1993","Couple + C. GT 16 ","Rural Area","428","0.732212677817886","0.696360717150082","0.76806463848569","2"
"No","1993","Couple + C. GT 16 ","Urban Area","801","0.78353935968479","0.758302799894307","0.808775919475273","2"
"No","1993","Couple + C. LE 16 ","Rural Area","592","0.706042056764523","0.675717362706892","0.736366750822155","2"
"No","1993","Couple + C. LE 16 ","Urban Area","1097","0.75059097560739","0.728181363820755","0.773000587394024","2"
"No","1993","Couple + C. LE and GT 16","Rural Area","200","0.738351248538884","0.686868714477173","0.789833782600595","2"
"No","1993","Couple + C. LE and GT 16","Urban Area","407","0.733903951597339","0.696457555600676","0.771350347594003","2"
"No","1993","(Married) couple without C. ","Urban Area","897","0.718353301891767","0.693307564878504","0.743399038905029","2"
"No","1993","1-pers.-HH","Rural Area","92","0.686138386875491","0.606972863872838","0.765303909878143","2"
"No","1993","Single parent ","Rural Area","77","0.692610731147024","0.608643843557634","0.776577618736414","2"
"No","1993","Single parent ","Urban Area","179","0.716379208766362","0.660165772635076","0.772592644897648","2"
"No","1993","1-pers.-HH","Urban Area","362","0.685017688392594","0.644703587453291","0.725331789331897","2"
"Yes","1993","(Married) couple without C. ","Urban Area","342","0.281646698108233","0.256600961094971","0.306692435121496","1"
"Yes","1993","(Married) couple without C. ","Rural Area","131","0.325346821671068","0.280699904471429","0.369993738870707","1"
"Yes","1993","1-pers.-HH","Urban Area","148","0.314982311607406","0.274668210668103","0.355296412546709","1"
"Yes","1993","Couple + C. LE 16 ","Urban Area","335","0.24940902439261","0.226999412605976","0.271818636179245","1"
"Yes","1993","1-pers.-HH","Rural Area","40","0.313861613124509","0.234696090121856","0.393027136127162","1"
"Yes","1993","Couple + C. GT 16 ","Rural Area","158","0.267787322182114","0.23193536151431","0.303639282849918","1"
"Yes","1993","Couple + C. GT 16 ","Urban Area","222","0.21646064031521","0.191224080524727","0.241697200105693","1"
"Yes","1993","Couple + C. LE 16 ","Rural Area","275","0.293957943235477","0.263633249177845","0.324282637293108","1"
"Yes","1993","Couple + C. LE and GT 16","Rural Area","80","0.261648751461116","0.210166217399405","0.313131285522827","1"
"Yes","1993","Couple + C. LE and GT 16","Urban Area","128","0.266096048402661","0.228649652405997","0.303542444399324","1"
"Yes","1993","Single parent ","Rural Area","39","0.307389268852976","0.223422381263586","0.391356156442366","1"
"Yes","1993","Single parent ","Urban Area","68","0.283620791233638","0.227407355102352","0.339834227364924","1"
"No","1994","(Married) couple without C. ","Rural Area","309","0.655014423160718","0.611191153784319","0.698837692537116","2"
"No","1994","(Married) couple without C. ","Urban Area","873","0.722346161624879","0.697060222206224","0.747632101043535","2"
"No","1994","Couple + C. GT 16 ","Rural Area","399","0.721646854395323","0.684359460746388","0.758934248044257","2"
"No","1994","Couple + C. GT 16 ","Urban Area","715","0.770947952094774","0.743704972051568","0.79819093213798","2"
"No","1994","Couple + C. LE 16 ","Rural Area","538","0.728805892396535","0.697240102061602","0.760371682731468","2"
"No","1994","Couple + C. LE 16 ","Urban Area","1043","0.748941588852702","0.725878919749577","0.772004257955827","2"
"No","1994","Couple + C. LE and GT 16","Rural Area","203","0.724267438066128","0.672293882398713","0.776240993733543","2"
"No","1994","Couple + C. LE and GT 16","Urban Area","358","0.737535215406591","0.698051700907587","0.777018729905595","2"
"No","1994","1-pers.-HH","Rural Area","90","0.666274707610353","0.587884481760103","0.744664933460602","2"
"No","1994","1-pers.-HH","Urban Area","332","0.689041814541551","0.647326904987347","0.730756724095754","2"
"No","1994","Single parent ","Rural Area","70","0.672395522744465","0.581312942337859","0.763478103151071","2"
"No","1994","Single parent ","Urban Area","158","0.71390612640424","0.654722862114953","0.773089390693527","2"
"Yes","1994","(Married) couple without C. ","Rural Area","143","0.344985576839282","0.301162307462884","0.388808846215681","1"
"Yes","1994","(Married) couple without C. ","Urban Area","332","0.277653838375121","0.252367898956465","0.302939777793776","1"
"Yes","1994","1-pers.-HH","Rural Area","49","0.333725292389647","0.255335066539398","0.412115518239897","1"
"Yes","1994","1-pers.-HH","Urban Area","141","0.310958185458449","0.269243275904246","0.352673095012653","1"
"Yes","1994","Couple + C. LE and GT 16","Rural Area","81","0.275732561933872","0.223759006266457","0.327706117601287","1"
"Yes","1994","Couple + C. GT 16 ","Rural Area","156","0.278353145604678","0.241065751955743","0.315640539253612","1"
"Yes","1994","Couple + C. GT 16 ","Urban Area","199","0.229052047905226","0.20180906786202","0.256295027948432","1"
"Yes","1994","Couple + C. LE 16 ","Rural Area","224","0.271194107603465","0.239628317268532","0.302759897938398","1"
"Yes","1994","Couple + C. LE 16 ","Urban Area","315","0.251058411147298","0.227995742044173","0.274121080250423","1"
"Yes","1994","Couple + C. LE and GT 16","Urban Area","119","0.262464784593409","0.222981270094405","0.301948299092413","1"
"Yes","1994","Single parent ","Rural Area","32","0.327604477255535","0.236521896848929","0.418687057662141","1"
"Yes","1994","Single parent ","Urban Area","66","0.28609387359576","0.226910609306473","0.345277137885047","1"
"No","1995","(Married) couple without C. ","Rural Area","362","0.67706938049933","0.63668479066744","0.717453970331219","2"
"No","1995","(Married) couple without C. ","Urban Area","939","0.729984367605968","0.70571000912813","0.754258726083807","2"
"No","1995","Couple + C. GT 16 ","Rural Area","430","0.719058450288224","0.683243818726892","0.754873081849556","2"
"No","1995","Couple + C. GT 16 ","Urban Area","729","0.758612038026252","0.731079783745587","0.786144292306918","2"
"No","1995","Couple + C. LE 16 ","Rural Area","592","0.757489455237397","0.727900190093788","0.787078720381006","2"
"No","1995","Couple + C. LE 16 ","Urban Area","1117","0.745330305419235","0.722765083662366","0.767895527176105","2"
"No","1995","Couple + C. LE and GT 16","Rural Area","222","0.713764450404177","0.663285307179138","0.764243593629216","2"
"No","1995","Couple + C. LE and GT 16","Urban Area","383","0.745539405199999","0.707399922476376","0.783678887923622","2"
"No","1995","1-pers.-HH","Rural Area","97","0.645899987041963","0.566962345989726","0.7248376280942","2"
"No","1995","1-pers.-HH","Urban Area","379","0.7085605803358","0.669427336266845","0.747693824404756","2"
"No","1995","Single parent ","Rural Area","79","0.647883165861241","0.562425857438943","0.733340474283538","2"
"No","1995","Single parent ","Urban Area","169","0.743107379824705","0.687598659701149","0.798616099948262","2"
"Yes","1995","(Married) couple without C. ","Urban Area","346","0.270015632394032","0.245741273916194","0.29428999087187","1"
"Yes","1995","(Married) couple without C. ","Rural Area","153","0.32293061950067","0.28254602966878","0.36331520933256","1"
"Yes","1995","1-pers.-HH","Urban Area","139","0.291439419664199","0.252306175595244","0.330572663733155","1"
"Yes","1995","Couple + C. LE and GT 16","Rural Area","86","0.286235549595823","0.235756406370784","0.336714692820862","1"
"Yes","1995","1-pers.-HH","Rural Area","44","0.354100012958037","0.2751623719058","0.433037654010274","1"
"Yes","1995","Couple + C. GT 16 ","Rural Area","175","0.280941549711776","0.245126918150444","0.316756181273108","1"
"Yes","1995","Couple + C. GT 16 ","Urban Area","199","0.241387961973748","0.213855707693082","0.268920216254413","1"
"Yes","1995","Couple + C. LE 16 ","Rural Area","214","0.242510544762603","0.212921279618994","0.272099809906212","1"
"Yes","1995","Couple + C. LE 16 ","Urban Area","315","0.254669694580765","0.232104472823895","0.277234916337634","1"
"Yes","1995","Couple + C. LE and GT 16","Urban Area","118","0.254460594800001","0.216321112076378","0.292600077523624","1"
"Yes","1995","Single parent ","Rural Area","41","0.352116834138759","0.266659525716462","0.437574142561057","1"
"Yes","1995","Single parent ","Urban Area","69","0.256892620175295","0.201383900051738","0.312401340298851","1"
"No","1996","(Married) couple without C. ","Rural Area","354","0.695107799211225","0.655192730683291","0.735022867739158","2"
"No","1996","(Married) couple without C. ","Urban Area","879","0.718084099105752","0.692732646616159","0.743435551595345","2"
"No","1996","Couple + C. GT 16 ","Rural Area","388","0.711097638799431","0.672974527221283","0.749220750377579","2"
