"pgoeffd","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2007","(Married) couple without C. ","Urban Area","1602","0.733670592626652","0.715270273227123","0.752070912026181","2"
"No","2007","1-pers.-HH","Rural Area","317","0.759546908432268","0.718578184884269","0.800515631980267","2"
"No","2007","Couple + C. GT 16 ","Rural Area","677","0.766611638054821","0.739068634754117","0.794154641355525","2"
"No","2007","Couple + C. GT 16 ","Urban Area","1038","0.791035327635434","0.769761108399274","0.812309546871594","2"
"No","2007","Couple + C. LE 16 ","Rural Area","671","0.789077522147637","0.76195316393373","0.816201880361545","2"
"No","2007","Couple + C. LE 16 ","Urban Area","1480","0.776931257521409","0.758251571911975","0.795610943130843","2"
"No","2007","Couple + C. LE and GT 16","Urban Area","462","0.785077740189256","0.752291888801712","0.8178635915768","2"
"No","2007","1-pers.-HH","Urban Area","740","0.747931837138218","0.721180355352738","0.774683318923697","2"
"No","2007","Couple + C. LE and GT 16","Rural Area","249","0.811551203934198","0.769099616216659","0.854002791651738","2"
"No","2007","Single parent ","Rural Area","179","0.755414216152484","0.70080476714516","0.810023665159808","2"
"No","2007","Single parent ","Urban Area","277","0.736236926777151","0.692557643092454","0.779916210461848","2"
"Yes","2007","Couple + C. LE and GT 16","Rural Area","77","0.188448796065802","0.145997208348262","0.230900383783341","1"
"Yes","2007","Couple + C. LE and GT 16","Urban Area","141","0.214922259810744","0.1821364084232","0.247708111198288","1"
"Yes","2007","(Married) couple without C. ","Rural Area","236","0.200920673673024","0.17619718413927","0.225644163206779","1"
"Yes","2007","(Married) couple without C. ","Urban Area","615","0.266329407373348","0.247929087973819","0.284729726772877","1"
"Yes","2007","1-pers.-HH","Rural Area","101","0.240453091567732","0.199484368019734","0.281421815115731","1"
"Yes","2007","1-pers.-HH","Urban Area","272","0.252068162861782","0.225316681076302","0.278819644647262","1"
"Yes","2007","Couple + C. GT 16 ","Rural Area","229","0.233388361945179","0.205845358644474","0.260931365245883","1"
"Yes","2007","Couple + C. GT 16 ","Urban Area","365","0.208964672364566","0.187690453128406","0.230238891600726","1"
"Yes","2007","Couple + C. LE 16 ","Rural Area","198","0.210922477852363","0.183798119638455","0.23804683606627","1"
"Yes","2007","Couple + C. LE 16 ","Urban Area","428","0.223068742478591","0.204389056869157","0.241748428088025","1"
"Yes","2007","Single parent ","Rural Area","59","0.244585783847516","0.189976334840192","0.29919523285484","1"
"Yes","2007","Single parent ","Urban Area","114","0.263763073222849","0.220083789538152","0.307442356907545","1"
"No","2008","(Married) couple without C. ","Rural Area","707","0.794136272743207","0.768065762098271","0.820206783388143","2"
"No","2008","(Married) couple without C. ","Urban Area","1477","0.726279249634865","0.707001876355307","0.745556622914423","2"
"No","2008","1-pers.-HH","Rural Area","281","0.746041053084284","0.701808730618412","0.790273375550157","2"
"No","2008","Couple + C. GT 16 ","Rural Area","615","0.775696565220424","0.747181387775947","0.8042117426649","2"
"No","2008","Couple + C. GT 16 ","Urban Area","972","0.801792707259438","0.780155552018141","0.823429862500734","2"
"No","2008","Couple + C. LE 16 ","Rural Area","583","0.790856474166223","0.76192315533204","0.819789793000406","2"
"No","2008","1-pers.-HH","Urban Area","701","0.76173517831355","0.734800092310646","0.788670264316453","2"
"No","2008","Couple + C. LE 16 ","Urban Area","1294","0.789267517492542","0.769607245549849","0.808927789435235","2"
"No","2008","Couple + C. LE and GT 16","Rural Area","209","0.785491932622852","0.737835849943477","0.833148015302228","2"
"No","2008","Couple + C. LE and GT 16","Urban Area","405","0.808196592332827","0.774549938051724","0.841843246613931","2"
"No","2008","Single parent ","Rural Area","172","0.747133851057354","0.690838192495567","0.80342950961914","2"
"No","2008","Single parent ","Urban Area","271","0.751233654012181","0.707362707302773","0.795104600721589","2"
"Yes","2008","(Married) couple without C. ","Rural Area","217","0.205863727256793","0.179793216611857","0.231934237901729","1"
"Yes","2008","Couple + C. LE and GT 16","Rural Area","76","0.214508067377148","0.166851984697772","0.262164150056523","1"
"Yes","2008","Couple + C. LE and GT 16","Urban Area","121","0.191803407667173","0.158156753386069","0.225450061948276","1"
"Yes","2008","(Married) couple without C. ","Urban Area","578","0.273720750365135","0.254443377085577","0.292998123644694","1"
"Yes","2008","1-pers.-HH","Rural Area","91","0.253958946915716","0.209726624449843","0.298191269381588","1"
"Yes","2008","1-pers.-HH","Urban Area","260","0.23826482168645","0.211329735683547","0.265199907689354","1"
"Yes","2008","Couple + C. GT 16 ","Rural Area","207","0.224303434779576","0.1957882573351","0.252818612224053","1"
"Yes","2008","Couple + C. GT 16 ","Urban Area","332","0.198207292740562","0.176570137499266","0.219844447981859","1"
"Yes","2008","Couple + C. LE 16 ","Rural Area","176","0.209143525833777","0.180210206999594","0.23807684466796","1"
"Yes","2008","Couple + C. LE 16 ","Urban Area","359","0.210732482507458","0.191072210564765","0.230392754450151","1"
"Yes","2008","Single parent ","Rural Area","57","0.252866148942646","0.196570490380859","0.309161807504433","1"
"Yes","2008","Single parent ","Urban Area","102","0.248766345987819","0.204895399278411","0.292637292697227","1"
"No","2009","(Married) couple without C. ","Rural Area","712","0.752028891183767","0.724697823845479","0.779359958522055","2"
"No","2009","(Married) couple without C. ","Urban Area","1488","0.761733931580115","0.74316026331892","0.780307599841309","2"
"No","2009","1-pers.-HH","Rural Area","274","0.727328421180475","0.681951769683573","0.772705072677377","2"
"No","2009","Couple + C. GT 16 ","Rural Area","607","0.771067420555538","0.741953340282853","0.800181500828224","2"
"No","2009","Couple + C. GT 16 ","Urban Area","969","0.797072418095858","0.775285404800271","0.818859431391445","2"
"No","2009","Couple + C. LE 16 ","Rural Area","586","0.811616422685931","0.783853349476774","0.839379495895088","2"
"No","2009","Couple + C. LE 16 ","Urban Area","1131","0.773994945945769","0.752628990224427","0.795360901667112","2"
"No","2009","Couple + C. LE and GT 16","Urban Area","432","0.842530398709948","0.811922057451624","0.873138739968273","2"
"No","2009","1-pers.-HH","Urban Area","679","0.765414468144297","0.738297219886859","0.792531716401735","2"
"No","2009","Couple + C. LE and GT 16","Rural Area","219","0.82321905999583","0.778851622211373","0.867586497780286","2"
"No","2009","Single parent ","Urban Area","286","0.753017886061008","0.70948546575855","0.796550306363466","2"
"No","2009","Single parent ","Rural Area","175","0.769041412877345","0.714336971419587","0.823745854335103","2"
"Yes","2009","(Married) couple without C. ","Rural Area","247","0.247971108816233","0.220640041477945","0.275302176154521","1"
"Yes","2009","(Married) couple without C. ","Urban Area","533","0.238266068419885","0.219692400158691","0.25683973668108","1"
"Yes","2009","Couple + C. LE and GT 16","Rural Area","65","0.176780940004171","0.132413502219714","0.221148377788627","1"
"Yes","2009","Couple + C. LE and GT 16","Urban Area","112","0.157469601290052","0.126861260031727","0.188077942548377","1"
"Yes","2009","1-pers.-HH","Rural Area","96","0.272671578819525","0.227294927322623","0.318048230316427","1"
"Yes","2009","1-pers.-HH","Urban Area","259","0.234585531855703","0.207468283598265","0.261702780113141","1"
"Yes","2009","Couple + C. GT 16 ","Rural Area","193","0.228932579444462","0.199818499171776","0.258046659717147","1"
"Yes","2009","Couple + C. GT 16 ","Urban Area","340","0.202927581904142","0.181140568608555","0.224714595199729","1"
"Yes","2009","Couple + C. LE 16 ","Rural Area","176","0.188383577314069","0.160620504104912","0.216146650523226","1"
"Yes","2009","Couple + C. LE 16 ","Urban Area","341","0.226005054054231","0.204639098332888","0.247371009775573","1"
"Yes","2009","Single parent ","Rural Area","53","0.230958587122655","0.176254145664897","0.285663028580413","1"
"Yes","2009","Single parent ","Urban Area","91","0.246982113938992","0.203449693636534","0.29051453424145","1"
"No","2010","(Married) couple without C. ","Rural Area","639","0.758275538175164","0.729744743964725","0.786806332385602","2"
"No","2010","(Married) couple without C. ","Urban Area","1363","0.760525125262844","0.741125418889433","0.779924831636254","2"
"No","2010","1-pers.-HH","Rural Area","251","0.713867664141641","0.666383281681758","0.761352046601524","2"
"No","2010","Couple + C. GT 16 ","Rural Area","548","0.785257718893642","0.755179198562054","0.815336239225231","2"
"No","2010","Couple + C. GT 16 ","Urban Area","834","0.777545366717952","0.753508228121769","0.801582505314136","2"
"No","2010","Couple + C. LE 16 ","Rural Area","1479","0.812516233265692","0.794555365804507","0.830477100726877","2"
"No","2010","Couple + C. LE 16 ","Urban Area","2621","0.766393553795502","0.752050281750222","0.780736825840783","2"
"No","2010","1-pers.-HH","Urban Area","571","0.727792096172083","0.697102127602331","0.758482064741836","2"
"No","2010","Couple + C. LE and GT 16","Rural Area","297","0.844481238628865","0.807802123133912","0.881160354123819","2"
"No","2010","Couple + C. LE and GT 16","Urban Area","527","0.856483739566609","0.829321334595756","0.883646144537461","2"
"No","2010","Single parent ","Rural Area","376","0.783927668965658","0.747261715287065","0.820593622644252","2"
"No","2010","Single parent ","Urban Area","664","0.746208039118524","0.718041576012536","0.774374502224512","2"
"Yes","2010","(Married) couple without C. ","Rural Area","226","0.241724461824836","0.213193667614398","0.270255256035274","1"
"Yes","2010","(Married) couple without C. ","Urban Area","496","0.239474874737156","0.220075168363746","0.258874581110567","1"
"Yes","2010","Couple + C. LE and GT 16","Rural Area","78","0.155518761371134","0.118839645876181","0.192197876866088","1"
"Yes","2010","Couple + C. LE and GT 16","Urban Area","113","0.143516260433391","0.116353855462539","0.170678665404244","1"
"Yes","2010","1-pers.-HH","Rural Area","97","0.286132335858359","0.238647953398476","0.333616718318242","1"
"Yes","2010","1-pers.-HH","Urban Area","237","0.272207903827917","0.241517935258164","0.302897872397669","1"
"Yes","2010","Couple + C. GT 16 ","Rural Area","168","0.214742281106358","0.184663760774769","0.244820801437946","1"
"Yes","2010","Couple + C. GT 16 ","Urban Area","316","0.222454633282048","0.198417494685864","0.246491771878231","1"
"Yes","2010","Couple + C. LE 16 ","Rural Area","335","0.187483766734308","0.169522899273123","0.205444634195493","1"
"Yes","2010","Couple + C. LE 16 ","Urban Area","722","0.233606446204498","0.219263174159217","0.247949718249778","1"
"Yes","2010","Single parent ","Rural Area","108","0.216072331034342","0.179406377355748","0.252738284712935","1"
"Yes","2010","Single parent ","Urban Area","253","0.253791960881476","0.225625497775488","0.281958423987464","1"
"No","2011","(Married) couple without C. ","Rural Area","884","0.762062139787218","0.737888784670165","0.786235494904272","2"
"No","2011","(Married) couple without C. ","Urban Area","1621","0.745210891191095","0.727246028670134","0.763175753712055","2"
"No","2011","1-pers.-HH","Rural Area","346","0.760314790703522","0.721261369513244","0.7993682118938","2"
"No","2011","1-pers.-HH","Urban Area","727","0.709648792695688","0.682127204133045","0.737170381258331","2"
"No","2011","Couple + C. GT 16 ","Urban Area","989","0.766148435624418","0.743459768328352","0.788837102920485","2"
"No","2011","Couple + C. LE 16 ","Rural Area","1580","0.786430610921299","0.768465024347604","0.804396197494993","2"
"No","2011","Couple + C. LE 16 ","Urban Area","2832","0.778561452097076","0.765093075991105","0.792029828203046","2"
"No","2011","Couple + C. LE and GT 16","Urban Area","643","0.804199892300997","0.776563969636157","0.831835814965836","2"
"No","2011","Couple + C. GT 16 ","Rural Area","623","0.799905508056997","0.772303019771526","0.827507996342467","2"
"No","2011","Couple + C. LE and GT 16","Rural Area","411","0.817896744047684","0.785163763106509","0.850629724988859","2"
"No","2011","Single parent ","Urban Area","875","0.779350438625732","0.755868302122537","0.802832575128927","2"
"No","2011","Single parent ","Rural Area","482","0.785297102618417","0.753079609358043","0.817514595878791","2"
"Yes","2011","Couple + C. LE and GT 16","Rural Area","123","0.182103255952316","0.149370275011141","0.214836236893491","1"
"Yes","2011","(Married) couple without C. ","Rural Area","308","0.237937860212782","0.213764505095728","0.262111215329835","1"
"Yes","2011","(Married) couple without C. ","Urban Area","639","0.254789108808905","0.236824246287945","0.272753971329866","1"
"Yes","2011","Couple + C. LE and GT 16","Urban Area","149","0.195800107699003","0.168164185034164","0.223436030363843","1"
"Yes","2011","Single parent ","Rural Area","142","0.214702897381583","0.182485404121209","0.246920390641958","1"
"Yes","2011","1-pers.-HH","Rural Area","113","0.239685209296478","0.2006317881062","0.278738630486756","1"
"Yes","2011","1-pers.-HH","Urban Area","318","0.290351207304312","0.262829618741669","0.317872795866955","1"
"Yes","2011","Couple + C. GT 16 ","Rural Area","184","0.200094491943003","0.172492003657533","0.227696980228474","1"
"Yes","2011","Couple + C. GT 16 ","Urban Area","348","0.233851564375582","0.211162897079515","0.256540231671648","1"
"Yes","2011","Couple + C. LE 16 ","Rural Area","419","0.213569389078702","0.195603802505007","0.231534975652396","1"
"Yes","2011","Couple + C. LE 16 ","Urban Area","819","0.221438547902924","0.207970171796954","0.234906924008895","1"
"Yes","2011","Single parent ","Urban Area","323","0.220649561374268","0.197167424871073","0.244131697877463","1"
"No","2012","(Married) couple without C. ","Rural Area","852","0.738881519944795","0.71378774108355","0.763975298806039","2"
"No","2012","(Married) couple without C. ","Urban Area","1522","0.745769295030849","0.72726900532333","0.764269584738368","2"
"No","2012","1-pers.-HH","Rural Area","359","0.741763162836165","0.703050854089119","0.78047547158321","2"
"No","2012","1-pers.-HH","Urban Area","764","0.71072296697399","0.683915461892726","0.737530472055254","2"
"No","2012","Couple + C. GT 16 ","Urban Area","936","0.760903219349684","0.737370615244347","0.78443582345502","2"
"No","2012","Couple + C. LE 16 ","Rural Area","1574","0.798617148454076","0.780952863798571","0.816281433109581","2"
"No","2012","Couple + C. LE 16 ","Urban Area","2701","0.781107090758334","0.767400371555595","0.794813809961072","2"
"No","2012","Couple + C. LE and GT 16","Rural Area","435","0.839415271919239","0.808304430761244","0.870526113077234","2"
"No","2012","Couple + C. LE and GT 16","Urban Area","673","0.783604359210814","0.75574059501259","0.811468123409039","2"
"No","2012","Couple + C. GT 16 ","Rural Area","564","0.805951394469545","0.777283282558364","0.834619506380726","2"
"No","2012","Single parent ","Urban Area","871","0.792854518795114","0.769662766182832","0.816046271407396","2"
"No","2012","Single parent ","Rural Area","479","0.77109499017264","0.738131181419524","0.804058798925757","2"
"Yes","2012","Couple + C. LE and GT 16","Rural Area","100","0.160584728080761","0.129473886922766","0.191695569238756","1"
"Yes","2012","Couple + C. LE and GT 16","Urban Area","166","0.216395640789186","0.188531876590961","0.24425940498741","1"
"Yes","2012","(Married) couple without C. ","Rural Area","325","0.261118480055205","0.236024701193961","0.28621225891645","1"
"Yes","2012","(Married) couple without C. ","Urban Area","606","0.254230704969151","0.235730415261632","0.27273099467667","1"
"Yes","2012","Single parent ","Rural Area","145","0.22890500982736","0.195941201074243","0.261868818580476","1"
"Yes","2012","1-pers.-HH","Rural Area","132","0.258236837163835","0.21952452841679","0.296949145910881","1"
"Yes","2012","1-pers.-HH","Urban Area","335","0.28927703302601","0.262469527944746","0.316084538107274","1"
"Yes","2012","Couple + C. GT 16 ","Rural Area","167","0.194048605530455","0.165380493619274","0.222716717441636","1"
"Yes","2012","Couple + C. GT 16 ","Urban Area","326","0.239096780650316","0.21556417654498","0.262629384755653","1"
"Yes","2012","Couple + C. LE 16 ","Rural Area","406","0.201382851545924","0.183718566890419","0.219047136201429","1"
"Yes","2012","Couple + C. LE 16 ","Urban Area","795","0.218892909241666","0.205186190038928","0.232599628444405","1"
"Yes","2012","Single parent ","Urban Area","302","0.207145481204886","0.183953728592604","0.230337233817168","1"
"No","2013","(Married) couple without C. ","Rural Area","839","0.712751862182093","0.686902034589569","0.738601689774617","2"
"No","2013","(Married) couple without C. ","Urban Area","1679","0.733257134140569","0.715202562822274","0.751311705458864","2"
"No","2013","1-pers.-HH","Rural Area","380","0.757575056505419","0.719936331401518","0.795213781609319","2"
"No","2013","1-pers.-HH","Urban Area","848","0.708831485737541","0.683052158787486","0.734610812687597","2"
"No","2013","Couple + C. GT 16 ","Urban Area","1109","0.75314266604672","0.730972092582643","0.775313239510797","2"
"No","2013","Couple + C. LE 16 ","Rural Area","1562","0.800725559300711","0.78321024260417","0.818240875997252","2"
"No","2013","Couple + C. LE 16 ","Urban Area","3075","0.780186120673621","0.767184138879854","0.793188102467389","2"
"No","2013","Couple + C. LE and GT 16","Rural Area","493","0.810633435247031","0.779768407393097","0.841498463100964","2"
"No","2013","Couple + C. LE and GT 16","Urban Area","842","0.805880606721936","0.781900022417787","0.829861191026085","2"
"No","2013","Couple + C. GT 16 ","Rural Area","545","0.767607327687544","0.736947825585266","0.798266829789822","2"
"No","2013","Single parent ","Urban Area","927","0.756442476256526","0.732657201916077","0.780227750596975","2"
"No","2013","Single parent ","Rural Area","484","0.759682602594036","0.726527799875811","0.792837405312261","2"
"Yes","2013","(Married) couple without C. ","Rural Area","338","0.287248137817907","0.261398310225383","0.313097965410431","1"
"Yes","2013","Couple + C. LE and GT 16","Rural Area","126","0.189366564752969","0.158501536899036","0.220231592606903","1"
"Yes","2013","Couple + C. LE and GT 16","Urban Area","203","0.194119393278064","0.170138808973915","0.218099977582213","1"
"Yes","2013","(Married) couple without C. ","Urban Area","626","0.266742865859431","0.248688294541136","0.284797437177726","1"
"Yes","2013","1-pers.-HH","Rural Area","118","0.242424943494581","0.204786218390681","0.280063668598482","1"
"Yes","2013","1-pers.-HH","Urban Area","345","0.291168514262459","0.265389187312403","0.316947841212514","1"
"Yes","2013","Couple + C. GT 16 ","Rural Area","184","0.232392672312456","0.201733170210178","0.263052174414734","1"
"Yes","2013","Couple + C. GT 16 ","Urban Area","344","0.24685733395328","0.224686760489203","0.269027907417357","1"
"Yes","2013","Couple + C. LE 16 ","Rural Area","436","0.199274440699289","0.181759124002748","0.21678975739583","1"
"Yes","2013","Couple + C. LE 16 ","Urban Area","822","0.219813879326379","0.206811897532611","0.232815861120146","1"
"Yes","2013","Single parent ","Rural Area","154","0.240317397405964","0.207162594687739","0.273472200124189","1"
"Yes","2013","Single parent ","Urban Area","324","0.243557523743474","0.219772249403025","0.267342798083923","1"
"No","2014","(Married) couple without C. ","Rural Area","825","0.692452492779654","0.666077307004184","0.718827678555123","2"
"No","2014","(Married) couple without C. ","Urban Area","1575","0.730727387853896","0.712089683010202","0.74936509269759","2"
"No","2014","1-pers.-HH","Rural Area","334","0.745624089558137","0.705519234984893","0.785728944131381","2"
"No","2014","1-pers.-HH","Urban Area","751","0.699331375703146","0.67204670077785","0.726616050628442","2"
"No","2014","Couple + C. GT 16 ","Urban Area","1017","0.775358091314735","0.752723479304099","0.79799270332537","2"
"No","2014","Couple + C. LE 16 ","Rural Area","1375","0.787168704694676","0.768008118710998","0.806329290678354","2"
"No","2014","Couple + C. LE 16 ","Urban Area","2546","0.752553652741203","0.737776682383661","0.767330623098746","2"
"No","2014","Couple + C. LE and GT 16","Urban Area","731","0.754823608644175","0.727568106732968","0.782079110555382","2"
"No","2014","Couple + C. LE and GT 16","Rural Area","443","0.827030358732978","0.795449934487812","0.858610782978144","2"
"No","2014","Couple + C. GT 16 ","Rural Area","514","0.786618892121017","0.755386335900467","0.817851448341567","2"
"No","2014","Single parent ","Rural Area","413","0.7565225855873","0.720490439506042","0.792554731668559","2"
"No","2014","Single parent ","Urban Area","747","0.758705648993262","0.732265777693852","0.785145520292673","2"
"Yes","2014","(Married) couple without C. ","Rural Area","351","0.307547507220346","0.281172321444877","0.333922692995816","1"
"Yes","2014","(Married) couple without C. ","Urban Area","601","0.269272612146104","0.25063490730241","0.287910316989798","1"
"Yes","2014","Couple + C. LE and GT 16","Rural Area","108","0.172969641267022","0.141389217021856","0.204550065512188","1"
"Yes","2014","Couple + C. LE and GT 16","Urban Area","226","0.245176391355825","0.217920889444618","0.272431893267032","1"
"Yes","2014","1-pers.-HH","Rural Area","119","0.254375910441863","0.214271055868619","0.294480765015107","1"
"Yes","2014","1-pers.-HH","Urban Area","334","0.300668624296854","0.273383949371558","0.32795329922215","1"
"Yes","2014","Couple + C. GT 16 ","Rural Area","147","0.213381107878983","0.182148551658433","0.244613664099533","1"
"Yes","2014","Couple + C. GT 16 ","Urban Area","289","0.224641908685265","0.20200729667463","0.247276520695901","1"
"Yes","2014","Couple + C. LE 16 ","Rural Area","378","0.212831295305324","0.193670709321646","0.231991881289002","1"
"Yes","2014","Couple + C. LE 16 ","Urban Area","730","0.247446347258797","0.232669376901254","0.262223317616339","1"
"Yes","2014","Single parent ","Rural Area","132","0.2434774144127","0.207445268331441","0.279509560493958","1"
"Yes","2014","Single parent ","Urban Area","259","0.241294351006738","0.214854479707327","0.267734222306148","1"
"No","2015","(Married) couple without C. ","Rural Area","865","0.716746162132192","0.691178061984225","0.742314262280158","2"
"No","2015","(Married) couple without C. ","Urban Area","1653","0.730392078147023","0.712048067698289","0.748736088595757","2"
"No","2015","1-pers.-HH","Rural Area","381","0.765616992909339","0.728336976422561","0.802897009396118","2"
"No","2015","1-pers.-HH","Urban Area","836","0.719156010941388","0.693125093690983","0.745186928191792","2"
"No","2015","Couple + C. GT 16 ","Urban Area","961","0.760393440908262","0.736852980750471","0.783933901066054","2"
"No","2015","Couple + C. LE 16 ","Rural Area","1332","0.77194871451217","0.75213727928929","0.79176014973505","2"
"No","2015","Couple + C. LE 16 ","Urban Area","2458","0.746544929160316","0.731416762114804","0.761673096205828","2"
"No","2015","Couple + C. LE and GT 16","Urban Area","745","0.786314192540651","0.760357387638642","0.812270997442661","2"
"No","2015","Couple + C. LE and GT 16","Rural Area","426","0.821680476059216","0.789184063593808","0.854176888524623","2"
"No","2015","Couple + C. GT 16 ","Rural Area","493","0.831057467296545","0.80168143677724","0.86043349781585","2"
"No","2015","Single parent ","Urban Area","714","0.758530047514696","0.731400841236275","0.785659253793116","2"
"No","2015","Single parent ","Rural Area","396","0.780406872968573","0.745096602506047","0.815717143431099","2"
"Yes","2015","(Married) couple without C. ","Rural Area","328","0.283253837867808","0.257685737719842","0.308821938015775","1"
"Yes","2015","(Married) couple without C. ","Urban Area","595","0.269607921852977","0.251263911404243","0.287951932301711","1"
"Yes","2015","Couple + C. LE and GT 16","Rural Area","107","0.178319523940784","0.145823111475377","0.210815936406192","1"
"Yes","2015","Couple + C. LE and GT 16","Urban Area","213","0.213685807459349","0.187729002557339","0.239642612361358","1"
"Yes","2015","1-pers.-HH","Rural Area","115","0.234383007090661","0.197102990603882","0.271663023577439","1"
"Yes","2015","1-pers.-HH","Urban Area","309","0.280843989058612","0.254813071808208","0.306874906309017","1"
"Yes","2015","Couple + C. GT 16 ","Rural Area","132","0.168942532703455","0.13956650218415","0.19831856322276","1"
"Yes","2015","Couple + C. GT 16 ","Urban Area","302","0.239606559091738","0.216066098933946","0.263147019249529","1"
"Yes","2015","Couple + C. LE 16 ","Rural Area","391","0.22805128548783","0.20823985026495","0.24786272071071","1"
"Yes","2015","Couple + C. LE 16 ","Urban Area","718","0.253455070839684","0.238326903794172","0.268583237885196","1"
"Yes","2015","Single parent ","Rural Area","132","0.219593127031427","0.184282856568901","0.254903397493953","1"
"Yes","2015","Single parent ","Urban Area","242","0.241469952485304","0.214340746206884","0.268599158763725","1"
"No","2016","(Married) couple without C. ","Rural Area","843","0.739662545367629","0.714300497851729","0.765024592883529","2"
"No","2016","(Married) couple without C. ","Urban Area","1505","0.718144611990534","0.698874737933541","0.737414486047528","2"
"No","2016","1-pers.-HH","Rural Area","378","0.743997144329488","0.705394648548803","0.782599640110173","2"
"No","2016","1-pers.-HH","Urban Area","870","0.727040120134511","0.701579262537688","0.752500977731333","2"
"No","2016","Couple + C. GT 16 ","Urban Area","889","0.778880016100382","0.755008430935633","0.802751601265132","2"
"No","2016","Couple + C. GT 16 ","Rural Area","486","0.822138382580712","0.79181755389057","0.852459211270855","2"
"No","2016","Couple + C. LE 16 ","Rural Area","1197","0.738040523196001","0.716255998874461","0.75982504751754","2"
"No","2016","Couple + C. LE 16 ","Urban Area","2267","0.765319273769333","0.749942490812387","0.78069605672628","2"
"No","2016","Couple + C. LE and GT 16","Urban Area","698","0.754154096781604","0.726330343580759","0.78197784998245","2"
"No","2016","Couple + C. LE and GT 16","Rural Area","408","0.774657436169568","0.739580124421026","0.809734747918109","2"
"No","2016","Single parent ","Rural Area","362","0.787048399344405","0.750231902637333","0.823864896051477","2"
"No","2016","Single parent ","Urban Area","684","0.745359758124602","0.717131503004367","0.773588013244837","2"
"Yes","2016","(Married) couple without C. ","Rural Area","307","0.260337454632371","0.234975407116471","0.285699502148271","1"
"Yes","2016","(Married) couple without C. ","Urban Area","589","0.281855388009466","0.262585513952472","0.301125262066459","1"
"Yes","2016","Couple + C. LE and GT 16","Rural Area","137","0.225342563830432","0.190265252081891","0.260419875578974","1"
"Yes","2016","Couple + C. LE and GT 16","Urban Area","222","0.245845903218396","0.21802215001755","0.273669656419241","1"
"Yes","2016","Single parent ","Rural Area","113","0.212951600655595","0.176135103948523","0.249768097362667","1"
"Yes","2016","Single parent ","Urban Area","231","0.254640241875398","0.226411986755163","0.282868496995633","1"
"Yes","2016","1-pers.-HH","Rural Area","113","0.256002855670512","0.217400359889827","0.294605351451197","1"
"Yes","2016","1-pers.-HH","Urban Area","306","0.272959879865489","0.247499022268667","0.298420737462312","1"
"Yes","2016","Couple + C. GT 16 ","Rural Area","125","0.177861617419288","0.147540788729145","0.20818244610943","1"
"Yes","2016","Couple + C. GT 16 ","Urban Area","272","0.221119983899618","0.197248398734868","0.244991569064367","1"
"Yes","2016","Couple + C. LE 16 ","Rural Area","368","0.261959476803999","0.24017495248246","0.283744001125539","1"
"Yes","2016","Couple + C. LE 16 ","Urban Area","651","0.234680726230667","0.21930394327372","0.250057509187613","1"
"No","2017","(Married) couple without C. ","Rural Area","1053","0.747655946331715","0.725040216916431","0.770271675746999","2"
"No","2017","(Married) couple without C. ","Urban Area","1766","0.725111792545062","0.707346055429015","0.742877529661108","2"
"No","2017","1-pers.-HH","Rural Area","511","0.751487938205591","0.718618007028918","0.784357869382264","2"
"No","2017","1-pers.-HH","Urban Area","1108","0.723828747426936","0.701172423631185","0.746485071222687","2"
"No","2017","Couple + C. GT 16 ","Urban Area","1018","0.758142297340636","0.735695735434401","0.780588859246871","2"
"No","2017","Couple + C. LE 16 ","Rural Area","1337","0.779026209286731","0.759389783237831","0.798662635335631","2"
"No","2017","Couple + C. LE 16 ","Urban Area","2369","0.748340907542532","0.733002453580256","0.763679361504808","2"
"No","2017","Couple + C. GT 16 ","Rural Area","585","0.792885603196071","0.764206813495331","0.821564392896812","2"
"No","2017","Couple + C. LE and GT 16","Urban Area","767","0.759965954538956","0.733780740155748","0.786151168922165","2"
"No","2017","Couple + C. LE and GT 16","Rural Area","442","0.787856895786614","0.754441062258898","0.821272729314329","2"
"No","2017","Single parent ","Rural Area","417","0.815910297675903","0.783069994714662","0.848750600637143","2"
"No","2017","Single parent ","Urban Area","684","0.747678597483417","0.719473771665076","0.775883423301758","2"
"Yes","2017","(Married) couple without C. ","Rural Area","364","0.252344053668285","0.229728324253001","0.274959783083569","1"
"Yes","2017","(Married) couple without C. ","Urban Area","660","0.274888207454938","0.257122470338892","0.292653944570985","1"
"Yes","2017","Couple + C. LE and GT 16","Rural Area","133","0.212143104213386","0.178727270685671","0.245558937741102","1"
"Yes","2017","Couple + C. LE and GT 16","Urban Area","255","0.240034045461044","0.213848831077836","0.266219259844252","1"
"Yes","2017","Single parent ","Rural Area","118","0.184089702324098","0.151249399362857","0.216930005285338","1"
"Yes","2017","Single parent ","Urban Area","227","0.252321402516583","0.224116576698242","0.280526228334924","1"
"Yes","2017","1-pers.-HH","Rural Area","153","0.248512061794409","0.215642130617736","0.281381992971082","1"
"Yes","2017","1-pers.-HH","Urban Area","388","0.276171252573065","0.253514928777314","0.298827576368815","1"
"Yes","2017","Couple + C. GT 16 ","Rural Area","182","0.207114396803929","0.178435607103188","0.235793186504669","1"
"Yes","2017","Couple + C. GT 16 ","Urban Area","380","0.241857702659364","0.219411140753129","0.264304264565599","1"
"Yes","2017","Couple + C. LE 16 ","Rural Area","378","0.220973790713269","0.201337364664369","0.240610216762169","1"
