"pgoeffd","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Yes","1991","Hesse","Rural Area","16","","",""
"Yes","1991","Rhineland-Palatinate,Saarland","Urban Area","62","0.235748167263318","0.189812124845896","0.281684209680741"
"Yes","1991","Rhineland-Palatinate,Saarland","Rural Area","19","","",""
"Yes","1991","Baden-Württemberg","Urban Area","195","0.226106725563709","0.20079290930333","0.251420541824088"
"Yes","1991","Baden-Württemberg","Rural Area","27","","",""
"Yes","1991","Bavaria","Urban Area","120","0.264140150056164","0.226137176159552","0.302143123952776"
"Yes","1991","Bavaria","Rural Area","94","0.219173890072801","0.183583234831317","0.254764545314286"
"Yes","1991","Berlin","Urban Area","148","0.386939186652886","0.338724628267931","0.435153745037841"
"Yes","1991","Berlin","Rural Area","","","",""
"Yes","1991","Brandenburg","Urban Area","17","","",""
"Yes","1991","Brandenburg","Rural Area","132","0.304670458570294","0.26028061865536","0.349060298485229"
"Yes","1991","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"Yes","1991","Mecklenburg-Western Pomerania","Rural Area","99","0.344648299625574","0.28888207101642","0.400414528234728"
"Yes","1991","Saxony","Urban Area","127","0.288816876586676","0.245369660422407","0.332264092750945"
"Yes","1991","Saxony","Rural Area","125","0.304801244464989","0.259520276871697","0.35008221205828"
"Yes","1991","Saxony-Anhalt","Urban Area","61","0.383064312627071","0.30820490653655","0.457923718717592"
"Yes","1991","Saxony-Anhalt","Rural Area","109","0.290093314101114","0.244704172253928","0.3354824559483"
"Yes","1991","Thuringia","Urban Area","40","0.341790539648914","0.262655171563956","0.420925907733871"
"Yes","1991","Thuringia","Rural Area","86","0.281024136672417","0.231542115981636","0.330506157363198"
"No","1991","Schleswig-Holstein","Urban Area","63","0.715800880570035","0.621025411433516","0.810576349706553"
"No","1991","Schleswig-Holstein","Rural Area","68","0.724570246673312","0.635207162457544","0.813933330889081"
"No","1991","Hamburg","Urban Area","78","0.827313997651079","0.752095270856883","0.902532724445275"
"No","1991","Hamburg","Rural Area","","","",""
"No","1991","Lower Saxony","Urban Area","240","0.727391560461471","0.67805944951155","0.776723671411392"
"No","1991","Lower Saxony","Rural Area","193","0.741392114511978","0.68806561555591","0.794718613468046"
"No","1991","Bremen","Urban Area","34","0.740827767794916","0.611356138425854","0.870299397163979"
"No","1991","Bremen","Rural Area","","","",""
"No","1991","North Rhine-Westphalia","Urban Area","1139","0.749036599802708","0.726887764162464","0.771185435442951"
"No","1991","North Rhine-Westphalia","Rural Area","27","","",""
"No","1991","Hesse","Urban Area","416","0.722626557452198","0.68486580771046","0.760387307193937"
"No","1991","Hesse","Rural Area","56","0.697491551550195","0.591390406066563","0.803592697033827"
"No","1991","Rhineland-Palatinate,Saarland","Urban Area","266","0.764251832736682","0.718315790319259","0.810187875154104"
"No","1991","Rhineland-Palatinate,Saarland","Rural Area","39","0.65184683546809","0.529246389911747","0.774447281024433"
"No","1991","Baden-Württemberg","Urban Area","854","0.773893274436291","0.748579458175912","0.79920709069667"
"No","1991","Baden-Württemberg","Rural Area","131","0.784860848649116","0.720787767932139","0.848933929366092"
"No","1991","Bavaria","Urban Area","397","0.735859849943836","0.697856876047224","0.773862823840448"
"No","1991","Bavaria","Rural Area","425","0.780826109927199","0.745235454685714","0.816416765168683"
"No","1991","Berlin","Urban Area","244","0.613060813347114","0.564846254962159","0.661275371732069"
"No","1991","Berlin","Rural Area","","","",""
"No","1991","Brandenburg","Urban Area","18","","",""
"No","1991","Brandenburg","Rural Area","281","0.695329541429706","0.650939701514771","0.73971938134464"
"No","1991","Mecklenburg-Western Pomerania","Urban Area","25","","",""
"No","1991","Mecklenburg-Western Pomerania","Rural Area","180","0.655351700374426","0.599585471765272","0.71111792898358"
"No","1991","Saxony","Urban Area","291","0.711183123413324","0.667735907249055","0.754630339577593"
"No","1991","Saxony","Rural Area","272","0.695198755535011","0.64991778794172","0.740479723128303"
"No","1991","Saxony-Anhalt","Urban Area","101","0.616935687372929","0.542076281282408","0.69179509346345"
"No","1991","Saxony-Anhalt","Rural Area","275","0.709906685898886","0.6645175440517","0.755295827746072"
"No","1991","Thuringia","Urban Area","98","0.658209460351086","0.579074092266129","0.737344828436044"
"No","1991","Thuringia","Rural Area","231","0.718975863327583","0.669493842636802","0.768457884018364"
"Yes","1992","Schleswig-Holstein","Urban Area","20","","",""
"Yes","1992","Schleswig-Holstein","Rural Area","26","","",""
"Yes","1992","Hamburg","Urban Area","16","","",""
"Yes","1992","Hamburg","Rural Area","","","",""
"Yes","1992","Lower Saxony","Urban Area","74","0.300403408061511","0.248266396211623","0.352540419911398"
"Yes","1992","Lower Saxony","Rural Area","67","0.257965036809373","0.20351290852117","0.312417165097576"
"Yes","1992","Bremen","Urban Area","13","","",""
"Yes","1992","Bremen","Rural Area","","","",""
"Yes","1992","North Rhine-Westphalia","Urban Area","339","0.263197696413439","0.240444929201425","0.285950463625453"
"Yes","1992","North Rhine-Westphalia","Rural Area","17","","",""
"Yes","1992","Hesse","Urban Area","126","0.289676708301874","0.249916568293366","0.329436848310382"
"Yes","1992","Hesse","Rural Area","18","","",""
"Yes","1992","Rhineland-Palatinate,Saarland","Urban Area","59","0.223656259176871","0.176968295311123","0.270344223042618"
"Yes","1992","Rhineland-Palatinate,Saarland","Rural Area","19","","",""
"Yes","1992","Baden-Württemberg","Urban Area","177","0.228108673884463","0.201877343808092","0.254340003960834"
"Yes","1992","Baden-Württemberg","Rural Area","29","","",""
"Yes","1992","Bavaria","Urban Area","117","0.255682979888973","0.217858973732101","0.293506986045845"
"Yes","1992","Bavaria","Rural Area","104","0.249536105111077","0.212269930999552","0.286802279222602"
"Yes","1992","Berlin","Urban Area","132","0.374995749669437","0.32533007758087","0.424661421758005"
"Yes","1992","Berlin","Rural Area","","","",""
"Yes","1992","Brandenburg","Urban Area","27","","",""
"Yes","1992","Brandenburg","Rural Area","114","0.307986144662157","0.259058081696617","0.356914207627697"
"Yes","1992","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"Yes","1992","Mecklenburg-Western Pomerania","Rural Area","96","0.410621499461338","0.345167496596845","0.476075502325832"
"Yes","1992","Saxony","Urban Area","122","0.348555897551054","0.297905433509859","0.39920636159225"
"Yes","1992","Saxony","Rural Area","114","0.34090486128585","0.289211177579876","0.392598544991824"
"Yes","1992","Saxony-Anhalt","Urban Area","60","0.378505116978772","0.302150219543418","0.454860014414125"
"Yes","1992","Saxony-Anhalt","Rural Area","110","0.350725952601861","0.29802835853795","0.403423546665771"
"Yes","1992","Thuringia","Urban Area","36","0.353403212128202","0.264873083062285","0.441933341194119"
"Yes","1992","Thuringia","Rural Area","90","0.346509027812141","0.291262786739315","0.401755268884968"
"No","1992","Schleswig-Holstein","Urban Area","60","0.697223599914068","0.59654199089991","0.797905208928227"
"No","1992","Schleswig-Holstein","Rural Area","55","0.697354493144511","0.597308546332099","0.797400439956923"
"No","1992","Hamburg","Urban Area","70","0.837739850073262","0.759817975975059","0.915661724171466"
"No","1992","Hamburg","Rural Area","","","",""
"No","1992","Lower Saxony","Urban Area","223","0.699596591938489","0.647459580088602","0.751733603788377"
"No","1992","Lower Saxony","Rural Area","181","0.742034963190627","0.687582834902424","0.79648709147883"
"No","1992","Bremen","Urban Area","28","","",""
"No","1992","Bremen","Rural Area","","","",""
"No","1992","North Rhine-Westphalia","Urban Area","1100","0.736802303586561","0.714049536374547","0.759555070798575"
"No","1992","North Rhine-Westphalia","Rural Area","25","","",""
"No","1992","Hesse","Urban Area","374","0.710323291698126","0.670563151689618","0.750083431706634"
"No","1992","Hesse","Rural Area","52","0.6982028317767","0.590668422384091","0.805737241169308"
"No","1992","Rhineland-Palatinate,Saarland","Urban Area","247","0.776343740823129","0.729655776957382","0.823031704688877"
"No","1992","Rhineland-Palatinate,Saarland","Rural Area","34","0.624789119343003","0.494438050374302","0.755140188311703"
"No","1992","Baden-Württemberg","Urban Area","806","0.771891326115537","0.745659996039166","0.798122656191908"
"No","1992","Baden-Württemberg","Rural Area","121","0.777122174227186","0.71052120593206","0.843723142522313"
"No","1992","Bavaria","Urban Area","394","0.744317020111027","0.706493013954155","0.782141026267899"
"No","1992","Bavaria","Rural Area","414","0.750463894888923","0.713197720777398","0.787730069000448"
"No","1992","Berlin","Urban Area","233","0.625004250330563","0.575338578241995","0.67466992241913"
"No","1992","Berlin","Rural Area","","","",""
"No","1992","Brandenburg","Urban Area","26","","",""
"No","1992","Brandenburg","Rural Area","228","0.692013855337843","0.643085792372303","0.740941918303383"
"No","1992","Mecklenburg-Western Pomerania","Urban Area","21","","",""
"No","1992","Mecklenburg-Western Pomerania","Rural Area","121","0.589378500538662","0.523924497674168","0.654832503403155"
"No","1992","Saxony","Urban Area","218","0.651444102448946","0.60079363840775","0.702094566490141"
"No","1992","Saxony","Rural Area","209","0.65909513871415","0.607401455008176","0.710788822420124"
"No","1992","Saxony-Anhalt","Urban Area","95","0.621494883021228","0.545139985585875","0.697849780456582"
"No","1992","Saxony-Anhalt","Rural Area","205","0.649274047398139","0.596576453334229","0.70197164146205"
"No","1992","Thuringia","Urban Area","76","0.646596787871798","0.558066658805881","0.735126916937715"
"No","1992","Thuringia","Rural Area","195","0.653490972187859","0.598244731115032","0.708737213260685"
"Yes","1993","Schleswig-Holstein","Urban Area","23","","",""
"Yes","1993","Schleswig-Holstein","Rural Area","23","","",""
"Yes","1993","Hamburg","Urban Area","18","","",""
"Yes","1993","Hamburg","Rural Area","","","",""
"Yes","1993","Lower Saxony","Urban Area","76","0.270370774260345","0.221244452300396","0.319497096220295"
"Yes","1993","Lower Saxony","Rural Area","69","0.276734065271719","0.222767292935488","0.330700837607951"
"Yes","1993","Bremen","Urban Area","10","","",""
"Yes","1993","Bremen","Rural Area","","","",""
"Yes","1993","North Rhine-Westphalia","Urban Area","337","0.261780608507165","0.239043651948431","0.284517565065899"
"Yes","1993","North Rhine-Westphalia","Rural Area","13","","",""
"Yes","1993","Hesse","Urban Area","123","0.281113785905644","0.242021831409034","0.320205740402253"
"Yes","1993","Hesse","Rural Area","17","","",""
"Yes","1993","Rhineland-Palatinate,Saarland","Urban Area","59","0.228852633585109","0.180750877917395","0.276954389252824"
"Yes","1993","Rhineland-Palatinate,Saarland","Rural Area","20","","",""
"Yes","1993","Baden-Württemberg","Urban Area","171","0.201723835295203","0.17680236785167","0.226645302738736"
"Yes","1993","Baden-Württemberg","Rural Area","24","","",""
"Yes","1993","Bavaria","Urban Area","122","0.25231508620021","0.214729586677386","0.289900585723034"
"Yes","1993","Bavaria","Rural Area","105","0.251051047430971","0.213888594316669","0.288213500545273"
"Yes","1993","Berlin","Urban Area","119","0.340224440482661","0.29114637409019","0.389302506875132"
"Yes","1993","Berlin","Rural Area","","","",""
"Yes","1993","Brandenburg","Urban Area","24","","",""
"Yes","1993","Brandenburg","Rural Area","112","0.333718243783001","0.282134303808357","0.385302183757645"
"Yes","1993","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"Yes","1993","Mecklenburg-Western Pomerania","Rural Area","81","0.355609484619053","0.288593054011302","0.422625915226804"
"Yes","1993","Saxony","Urban Area","126","0.361663838161304","0.310134789433416","0.413192886889191"
"Yes","1993","Saxony","Rural Area","113","0.34331597198243","0.290797933398273","0.395834010566587"
"Yes","1993","Saxony-Anhalt","Urban Area","45","0.383916997589843","0.299333719168589","0.468500276011097"
"Yes","1993","Saxony-Anhalt","Rural Area","105","0.315191965215382","0.263137334433423","0.367246595997342"
"Yes","1993","Thuringia","Urban Area","43","0.392120649903341","0.302103051651204","0.482138248155478"
"Yes","1993","Thuringia","Rural Area","74","0.270036460076227","0.21727395263801","0.322798967514444"
"No","1993","Schleswig-Holstein","Urban Area","67","0.70311213107379","0.608720094151587","0.797504167995993"
"No","1993","Schleswig-Holstein","Rural Area","56","0.704593687753831","0.603990022151891","0.805197353355772"
"No","1993","Hamburg","Urban Area","64","0.769678183304255","0.678547780094235","0.860808586514274"
"No","1993","Hamburg","Rural Area","","","",""
"No","1993","Lower Saxony","Urban Area","238","0.729629225739655","0.680502903779705","0.778755547699604"
"No","1993","Lower Saxony","Rural Area","195","0.723265934728281","0.669299162392049","0.777232707064512"
"No","1993","Bremen","Urban Area","31","0.724140095913679","0.587332015045122","0.860948176782237"
"No","1993","Bremen","Rural Area","","","",""
"No","1993","North Rhine-Westphalia","Urban Area","1099","0.738219391492835","0.715482434934101","0.760956348051569"
"No","1993","North Rhine-Westphalia","Rural Area","29","","",""
"No","1993","Hesse","Urban Area","385","0.718886214094356","0.679794259597747","0.757978168590966"
"No","1993","Hesse","Rural Area","54","0.720233797440128","0.615821106367566","0.824646488512691"
"No","1993","Rhineland-Palatinate,Saarland","Urban Area","234","0.771147366414891","0.723045610747176","0.819249122082605"
"No","1993","Rhineland-Palatinate,Saarland","Rural Area","36","0.639948841893341","0.514227556594196","0.765670127192486"
"No","1993","Baden-Württemberg","Urban Area","825","0.798276164704797","0.773354697261264","0.82319763214833"
"No","1993","Baden-Württemberg","Rural Area","119","0.799123747311067","0.733456110182795","0.864791384439339"
"No","1993","Bavaria","Urban Area","391","0.74768491379979","0.710099414276966","0.785270413322614"
"No","1993","Bavaria","Rural Area","418","0.748948952569029","0.711786499454727","0.786111405683331"
"No","1993","Berlin","Urban Area","239","0.659775559517339","0.610697493124868","0.70885362590981"
"No","1993","Berlin","Rural Area","","","",""
"No","1993","Brandenburg","Urban Area","28","","",""
"No","1993","Brandenburg","Rural Area","209","0.666281756216999","0.614697816242355","0.717865696191643"
"No","1993","Mecklenburg-Western Pomerania","Urban Area","18","","",""
"No","1993","Mecklenburg-Western Pomerania","Rural Area","115","0.644390515380947","0.577374084773196","0.711406945988698"
"No","1993","Saxony","Urban Area","208","0.638336161838696","0.586807113110809","0.689865210566584"
"No","1993","Saxony","Rural Area","201","0.65668402801757","0.604165989433413","0.709202066601727"
"No","1993","Saxony-Anhalt","Urban Area","82","0.616083002410157","0.531499723988903","0.700666280831411"
"No","1993","Saxony-Anhalt","Rural Area","201","0.684808034784618","0.632753404002658","0.736862665566577"
"No","1993","Thuringia","Urban Area","70","0.607879350096659","0.517861751844522","0.697896948348796"
"No","1993","Thuringia","Rural Area","198","0.729963539923773","0.677201032485556","0.78272604736199"
