"pgoeffd","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No","1988","Employed","West Germany","4400","0.743157625596053","0.731747496049721","0.754567755142385","2"
"Yes","1988","Not Employed","East Germany","","","","","1"
"Yes","1988","Not Employed","West Germany","24","","","","1"
"Yes","1988","Employed","West Germany","1232","0.256842374403947","0.245432244857615","0.268252503950279","1"
"Yes","1988","Employed","East Germany","","","","","1"
"No","1989","Not Employed","West Germany","96","0.752260338401132","0.67502086209937","0.829499814702894","2"
"No","1989","Not Employed","East Germany","","","","","2"
"No","1989","Employed","East Germany","","","","","2"
"No","1989","Employed","West Germany","4487","0.74945283086206","0.73822414274095","0.760681518983169","2"
"Yes","1989","Not Employed","East Germany","","","","","1"
"Yes","1989","Employed","East Germany","","","","","1"
"Yes","1989","Not Employed","West Germany","24","","","","1"
"Yes","1989","Employed","West Germany","1234","0.25054716913794","0.239318481016831","0.261775857259049","1"
"No","1990","Employed","East Germany","","","","","2"
"No","1990","Not Employed","West Germany","63","0.809920723190981","0.724474234103156","0.895367212278805","2"
"No","1990","Not Employed","East Germany","","","","","2"
"No","1990","Employed","West Germany","4345","0.747396117868196","0.735966839997215","0.758825395739176","2"
"Yes","1990","Not Employed","East Germany","","","","","1"
"Yes","1990","Employed","East Germany","","","","","1"
"Yes","1990","Not Employed","West Germany","18","","","","1"
"Yes","1990","Employed","West Germany","1207","0.252603882131804","0.241174604260824","0.264033160002785","1"
"No","1991","Employed","East Germany","","","","","2"
"No","1991","Not Employed","West Germany","109","0.827400486740327","0.762933288695607","0.891867684785047","2"
"No","1991","Not Employed","East Germany","","","","","2"
"No","1991","Employed","West Germany","4426","0.743746178309837","0.732409846987073","0.7550825096326","2"
"Yes","1991","Not Employed","East Germany","","","","","1"
"Yes","1991","Employed","East Germany","","","","","1"
"Yes","1991","Not Employed","West Germany","23","","","","1"
"Yes","1991","Employed","West Germany","1271","0.256253821690163","0.2449174903674","0.267590153012927","1"
"No","1992","Not Employed","West Germany","63","0.677220310453155","0.576025264521115","0.778415356385196","2"
"No","1992","Not Employed","East Germany","26","","","","2"
"No","1992","Employed","West Germany","4251","0.738361851468405","0.726763887432314","0.749959815504496","2"
"No","1992","Employed","East Germany","1529","0.637747032432915","0.618456949335681","0.657037115530148","2"
"Yes","1992","Not Employed","East Germany","14","","","","1"
"Yes","1992","Employed","East Germany","856","0.362252967567085","0.342962884469852","0.381543050664319","1"
"Yes","1992","Not Employed","West Germany","19","","","","1"
"Yes","1992","Employed","West Germany","1266","0.261638148531595","0.250040184495504","0.273236112567686","1"
"No","1993","Not Employed","West Germany","92","0.732085586148871","0.651142801978677","0.813028370319064","2"
"No","1993","Not Employed","East Germany","36","0.617817082739969","0.494864386284742","0.740769779195196","2"
"No","1993","Employed","West Germany","4264","0.744109292134857","0.732589646798836","0.755628937470878","2"
"No","1993","Employed","East Germany","1418","0.657608185083826","0.637721198003791","0.677495172163861","2"
"Yes","1993","Not Employed","West Germany","23","","","","1"
"Yes","1993","Not Employed","East Germany","24","","","","1"
"Yes","1993","Employed","East Germany","769","0.342391814916174","0.322504827836138","0.362278801996209","1"
"Yes","1993","Employed","West Germany","1248","0.255890707865143","0.244371062529122","0.267410353201164","1"
"No","1994","Not Employed","West Germany","78","0.816227247234435","0.739153170969579","0.893301323499292","2"
"No","1994","Not Employed","East Germany","28","","","","2"
"No","1994","Employed","West Germany","3934","0.734788308819857","0.722722414806762","0.746854202832953","2"
"No","1994","Employed","East Germany","1399","0.667917393174742","0.64786969100173","0.687965095347753","2"
"Yes","1994","Employed","East Germany","721","0.332082606825258","0.312034904652247","0.35213030899827","1"
"Yes","1994","Not Employed","West Germany","19","","","","1"
"Yes","1994","Not Employed","East Germany","7","","","","1"
"Yes","1994","Employed","West Germany","1208","0.265211691180143","0.253145797167047","0.277277585193238","1"
"No","1995","Not Employed","East Germany","51","0.749819077580714","0.644526744150279","0.85511141101115","2"
"No","1995","Employed","West Germany","4242","0.735319337369236","0.723695036127226","0.746943638611245","2"
"No","1995","Employed","East Germany","1450","0.679754530025089","0.659972840433243","0.699536219616935","2"
"No","1995","Not Employed","West Germany","103","0.835405644713111","0.769605879047629","0.901205410378592","2"
"Yes","1995","Employed","East Germany","687","0.320245469974911","0.300463780383065","0.340027159566757","1"
"Yes","1995","Not Employed","West Germany","19","","","","1"
"Yes","1995","Not Employed","East Germany","14","","","","1"
"Yes","1995","Employed","West Germany","1291","0.264680662630764","0.253056361388755","0.276304963872774","1"
"No","1996","Not Employed","East Germany","23","","","","2"
"No","1996","Employed","West Germany","4048","0.73418984048751","0.722295479784601","0.74608420119042","2"
"No","1996","Employed","East Germany","1403","0.687300595273594","0.667193140089165","0.707408050458023","2"
"No","1996","Not Employed","West Germany","77","0.793061760061122","0.709366528253053","0.87675699186919","2"
"Yes","1996","Not Employed","West Germany","13","","","","1"
"Yes","1996","Not Employed","East Germany","12","","","","1"
"Yes","1996","Employed","West Germany","1251","0.26581015951249","0.25391579880958","0.277704520215399","1"
"Yes","1996","Employed","East Germany","639","0.312699404726406","0.292591949541977","0.332806859910835","1"
"No","1997","Not Employed","East Germany","28","","","","2"
"No","1997","Not Employed","West Germany","68","0.89357478641295","0.825999045552686","0.961150527273213","2"
"No","1997","Employed","West Germany","4009","0.73821736005493","0.726323749158111","0.750110970951749","2"
"No","1997","Employed","East Germany","1388","0.690787913468331","0.670618385348818","0.710957441587843","2"
"Yes","1997","Not Employed","West Germany","12","","","","1"
"Yes","1997","Not Employed","East Germany","11","","","","1"
"Yes","1997","Employed","West Germany","1239","0.26178263994507","0.249889029048251","0.273676250841889","1"
"Yes","1997","Employed","East Germany","629","0.309212086531669","0.289042558412157","0.329381614651182","1"
"No","1998","Not Employed","East Germany","20","","","","2"
"No","1998","Employed","East Germany","1480","0.691187057443666","0.671548390432296","0.710825724455036","2"
"No","1998","Not Employed","West Germany","75","0.623626559045711","0.529606657678319","0.717646460413103","2"
"No","1998","Employed","West Germany","4469","0.744395108686358","0.733223032399665","0.75556718497305","2"
"Yes","1998","Not Employed","West Germany","27","","","","1"
"Yes","1998","Not Employed","East Germany","11","","","","1"
"Yes","1998","Employed","West Germany","1387","0.255604891313642","0.24443281502695","0.266776967600334","1"
"Yes","1998","Employed","East Germany","646","0.308812942556334","0.289174275544964","0.328451609567705","1"
"No","1999","Not Employed","East Germany","18","","","","2"
"No","1999","Employed","East Germany","1403","0.689277383365849","0.669100764917289","0.709454001814408","2"
"No","1999","Not Employed","West Germany","64","0.688297099063806","0.588649362943037","0.787944835184576","2"
"No","1999","Employed","West Germany","4122","0.749133251509186","0.737527673267545","0.760738829750828","2"
"Yes","1999","Not Employed","East Germany","2","","","","1"
"Yes","1999","Employed","West Germany","1238","0.250866748490814","0.239261170249172","0.262472326732455","1"
"Yes","1999","Employed","East Germany","618","0.310722616634151","0.290545998185592","0.330899235082711","1"
"Yes","1999","Not Employed","West Germany","19","","","","1"
"No","2000","Not Employed","East Germany","51","0.680379216985501","0.571908642131911","0.788849791839091","2"
"No","2000","Employed","East Germany","2277","0.735218631735857","0.71976893863771","0.750668324834004","2"
"No","2000","Not Employed","West Germany","158","0.853965355159322","0.804143773365914","0.903786936952729","2"
"No","2000","Employed","West Germany","7994","0.76845600294965","0.76035333326757","0.776558672631731","2"
"Yes","2000","Not Employed","East Germany","20","","","","1"
"Yes","2000","Employed","West Germany","2417","0.23154399705035","0.223441327368269","0.23964666673243","1"
"Yes","2000","Employed","East Germany","856","0.264781368264143","0.249331675165996","0.28023106136229","1"
"Yes","2000","Not Employed","West Germany","35","0.146034644840678","0.0962130630472708","0.195856226634086","1"
"No","2001","Not Employed","East Germany","50","0.755399811839442","0.65008852161369","0.860711102065194","2"
"No","2001","Employed","East Germany","1981","0.728906224883053","0.712280008558637","0.745532441207468","2"
"No","2001","Not Employed","West Germany","104","0.877280180419326","0.819760085042152","0.9348002757965","2"
"No","2001","Employed","West Germany","6838","0.767297873616423","0.758531866417068","0.776063880815777","2"
"Yes","2001","Not Employed","East Germany","14","","","","1"
"Yes","2001","Not Employed","West Germany","21","","","","1"
"Yes","2001","Employed","West Germany","2088","0.232702126383577","0.223936119184223","0.241468133582932","1"
"Yes","2001","Employed","East Germany","765","0.271093775116947","0.254467558792532","0.287719991441363","1"
"No","2002","Not Employed","West Germany","116","0.866784933015851","0.810894655076347","0.922675210955356","2"
"No","2002","Not Employed","East Germany","54","0.840278889966958","0.751895834843588","0.928661945090327","2"
"No","2002","Employed","East Germany","2062","0.741108099993377","0.725074381441934","0.75714181854482","2"
"No","2002","Employed","West Germany","7714","0.76769467745445","0.759533974574041","0.77585538033486","2"
"Yes","2002","Not Employed","East Germany","12","","","","1"
"Yes","2002","Employed","East Germany","805","0.258891900006623","0.242858181455181","0.274925618558066","1"
"Yes","2002","Not Employed","West Germany","26","","","","1"
"Yes","2002","Employed","West Germany","2573","0.23230532254555","0.22414461966514","0.240466025425959","1"
"No","2003","Employed","East Germany","1813","0.728357850118491","0.711147458719869","0.745568241517114","2"
"No","2003","Not Employed","West Germany","88","0.824347128168864","0.751214006199569","0.897480250138159","2"
"No","2003","Not Employed","East Germany","33","0.766846879348852","0.640463836660563","0.893229922037142","2"
"No","2003","Employed","West Germany","6783","0.755101681001613","0.746273134690541","0.763930227312685","2"
"Yes","2003","Not Employed","East Germany","10","","","","1"
"Yes","2003","Employed","East Germany","753","0.271642149881509","0.254431758482886","0.288852541280131","1"
"Yes","2003","Not Employed","West Germany","16","","","","1"
"Yes","2003","Employed","West Germany","2331","0.244898318998387","0.236069772687315","0.253726865309459","1"
"No","2004","Employed","East Germany","1939","0.741678188653669","0.725131094000083","0.758225283307255","2"
"No","2004","Not Employed","West Germany","95","0.768314693526698","0.692826977884982","0.843802409168414","2"
"No","2004","Not Employed","East Germany","48","0.846728756425266","0.754016619875101","0.939440892975431","2"
"No","2004","Employed","West Germany","6973","0.762394102254462","0.753745785011056","0.771042419497868","2"
"Yes","2004","Not Employed","East Germany","10","","","","1"
"Yes","2004","Employed","East Germany","749","0.258321811346331","0.241774716692745","0.274868905999917","1"
"Yes","2004","Not Employed","West Germany","25","","","","1"
"Yes","2004","Employed","West Germany","2331","0.237605897745538","0.228957580502132","0.246254214988944","1"
"No","2005","Not Employed","West Germany","84","0.907666434044635","0.849756187163855","0.965576680925415","2"
"No","2005","Not Employed","East Germany","39","0.788080965664665","0.674806116873081","0.901355814456249","2"
"No","2005","Employed","West Germany","6206","0.760064323028816","0.750894814707258","0.769233831350374","2"
"No","2005","Employed","East Germany","1715","0.731044234838046","0.713274548553341","0.748813921122751","2"
"Yes","2005","Not Employed","East Germany","11","","","","1"
"Yes","2005","Employed","East Germany","677","0.268955765161954","0.251186078877249","0.286725451446659","1"
"Yes","2005","Not Employed","West Germany","12","","","","1"
"Yes","2005","Employed","West Germany","2126","0.239935676971184","0.230766168649626","0.249105185292742","1"
"No","2006","Not Employed","West Germany","112","0.781640106749934","0.713927438668492","0.849352774831376","2"
"No","2006","Not Employed","East Germany","44","0.776394072695795","0.671833985950657","0.880954159440933","2"
"No","2006","Employed","West Germany","6326","0.760425693828436","0.751375331173517","0.769476056483356","2"
"No","2006","Employed","East Germany","1742","0.730662567218965","0.712991715457068","0.748333418980863","2"
"Yes","2006","Not Employed","West Germany","31","0.218359893250066","0.150647225168624","0.286072561331508","1"
"Yes","2006","Not Employed","East Germany","17","","","","1"
"Yes","2006","Employed","East Germany","679","0.269337432781034","0.251666581019137","0.287008284542932","1"
"Yes","2006","Employed","West Germany","2218","0.239574306171564","0.230523943516644","0.248624668826483","1"
"No","2007","Not Employed","West Germany","124","0.86461660868553","0.809496290660674","0.919736926710387","2"
"No","2007","Not Employed","East Germany","44","0.700960512580956","0.587905749866322","0.81401527529559","2"
"No","2007","Employed","West Germany","6545","0.769370093430813","0.760535393104689","0.778204793756937","2"
"No","2007","Employed","East Germany","1907","0.750917062549483","0.734180264264332","0.767653860834634","2"
"Yes","2007","Employed","East Germany","658","0.249082937450517","0.232346139165366","0.265819735735668","1"
"Yes","2007","Not Employed","West Germany","24","","","","1"
"Yes","2007","Not Employed","East Germany","19","","","","1"
"Yes","2007","Employed","West Germany","2188","0.230629906569187","0.221795206243063","0.239464606895311","1"
"No","2008","Not Employed","East Germany","42","0.90195417118737","0.818690252250306","0.985218090124434","2"
"No","2008","Employed","West Germany","5917","0.771877722174649","0.76263035818853","0.781125086160767","2"
"No","2008","Employed","East Germany","1759","0.751872735960059","0.73446501444291","0.769280457477209","2"
"No","2008","Not Employed","West Germany","100","0.856177683666862","0.794414120909421","0.917941246424303","2"
"Yes","2008","Employed","East Germany","606","0.248127264039941","0.230719542522791","0.26553498555709","1"
"Yes","2008","Not Employed","West Germany","24","","","","1"
"Yes","2008","Not Employed","East Germany","7","","","","1"
"Yes","2008","Employed","West Germany","1993","0.228122277825351","0.218874913839233","0.23736964181147","1"
"No","2009","Not Employed","East Germany","30","0.846282476535075","0.730066297489121","0.962498655581029","2"
"No","2009","Employed","West Germany","5774","0.776823122489467","0.767529038934068","0.786117206044866","2"
"No","2009","Employed","East Germany","1786","0.758987495651837","0.741790128190232","0.776184863113441","2"
"No","2009","Not Employed","West Germany","82","0.747453561178679","0.663547717077865","0.831359405279494","2"
"Yes","2009","Not Employed","West Germany","21","","","","1"
"Yes","2009","Not Employed","East Germany","7","","","","1"
"Yes","2009","Employed","West Germany","1936","0.223176877510533","0.213882793955134","0.232470961065932","1"
"Yes","2009","Employed","East Germany","590","0.241012504348164","0.223815136886559","0.258209871809768","1"
"No","2010","Not Employed","East Germany","65","0.888998214921661","0.820587991700177","0.957408438143145","2"
"No","2010","Not Employed","West Germany","188","0.772240362397915","0.719181601903041","0.825299122892788","2"
"No","2010","Employed","West Germany","7844","0.767204783804858","0.759055102852073","0.775354464757644","2"
"No","2010","Employed","East Germany","2198","0.754494486510676","0.738682395575179","0.770306577446173","2"
"Yes","2010","Not Employed","West Germany","52","0.227759637602085","0.174700877107212","0.280818398096958","1"
"Yes","2010","Not Employed","East Germany","16","","","","1"
"Yes","2010","Employed","West Germany","2486","0.232795216195142","0.224645535242356","0.240944897147927","1"
"Yes","2010","Employed","East Germany","648","0.245505513489324","0.229693422553827","0.261317604424821","1"
"No","2011","Not Employed","East Germany","77","0.876453394415268","0.806498444383117","0.946408344447419","2"
"No","2011","Employed","East Germany","2523","0.76155284504943","0.747077221233335","0.776028468865526","2"
"No","2011","Not Employed","West Germany","231","0.756000540678724","0.706224475837862","0.805776605519587","2"
"No","2011","Employed","West Germany","9353","0.761043731723318","0.75354692098368","0.768540542462955","2"
"Yes","2011","Not Employed","West Germany","55","0.243999459321276","0.194223394480413","0.293775524162138","1"
"Yes","2011","Not Employed","East Germany","8","","","","1"
"Yes","2011","Employed","West Germany","3077","0.238956268276682","0.231459457537045","0.24645307901632","1"
"Yes","2011","Employed","East Germany","806","0.23844715495057","0.223971531134474","0.252922778766665","1"
"No","2012","Not Employed","East Germany","96","0.879344838849963","0.819552130319233","0.939137547380692","2"
"No","2012","Employed","East Germany","2462","0.755875623824699","0.741072898117169","0.77067834953223","2"
"No","2012","Not Employed","West Germany","254","0.78798642657237","0.742632802565353","0.833340050579386","2"
"No","2012","Employed","West Germany","9097","0.758229811422115","0.750603514899754","0.765856107944476","2"
"Yes","2012","Not Employed","East Germany","18","","","","1"
"Yes","2012","Employed","West Germany","3011","0.241770188577885","0.234143892055524","0.249396485100246","1"
"Yes","2012","Employed","East Germany","773","0.244124376175301","0.22932165046777","0.258927101882831","1"
"Yes","2012","Not Employed","West Germany","58","0.212013573427631","0.166659949420614","0.257367197434647","1"
"No","2013","Not Employed","East Germany","238","0.821832460524377","0.778092301016774","0.86557262003198","2"
"No","2013","Employed","East Germany","2201","0.743750011424648","0.727998983323381","0.759501039525914","2"
"No","2013","Not Employed","West Germany","2627","0.848050755200358","0.835346435953227","0.86075507444749","2"
"No","2013","Employed","West Germany","8198","0.738818754873148","0.730632024689712","0.747005485056584","2"
"Yes","2013","Not Employed","East Germany","56","0.178167539475623","0.13442737996802","0.221907698983226","1"
"Yes","2013","Employed","West Germany","2862","0.261181245126852","0.252994514943416","0.269367975310288","1"
"Yes","2013","Employed","East Germany","750","0.256249988575352","0.240498960474086","0.272001016676619","1"
"Yes","2013","Not Employed","West Germany","440","0.151949244799642","0.13924492555251","0.164653564046773","1"
"No","2014","Not Employed","East Germany","78","0.911014240136197","0.85314744155449","0.968881038717904","2"
"No","2014","Employed","East Germany","2157","0.754275138782989","0.738424834131672","0.770125443434307","2"
"No","2014","Not Employed","West Germany","390","0.756828490198559","0.718766344985909","0.79489063541121","2"
"No","2014","Employed","West Germany","9030","0.740925681020264","0.73308478715295","0.748766574887578","2"
"Yes","2014","Not Employed","East Germany","15","","","","1"
"Yes","2014","Not Employed","West Germany","98","0.243171509801441","0.20510936458879","0.281233655014091","1"
"Yes","2014","Employed","West Germany","2964","0.259074318979736","0.251233425112422","0.26691521284705","1"
"Yes","2014","Employed","East Germany","677","0.245724861217011","0.229874556565693","0.261575165868328","1"
"No","2015","Not Employed","West Germany","1103","0.809480188755485","0.787830695395795","0.831129682115175","2"
"No","2015","Not Employed","East Germany","143","0.789203090284706","0.72859927366934","0.849806906900072","2"
"No","2015","Employed","East Germany","2017","0.771069227424595","0.755120839490696","0.787017615358494","2"
"No","2015","Employed","West Germany","8376","0.743441332717643","0.735348362004158","0.751534303431128","2"
"Yes","2015","Not Employed","East Germany","31","0.210796909715294","0.150193093099928","0.27140072633066","1"
"Yes","2015","Employed","East Germany","649","0.228930772575405","0.212982384641506","0.244879160509305","1"
"Yes","2015","Not Employed","West Germany","161","0.190519811244515","0.168870317884824","0.212169304604205","1"
"Yes","2015","Employed","West Germany","2811","0.256558667282357","0.248465696568872","0.264651637995842","1"
"No","2016","Employed","East Germany","1967","0.754540693943745","0.7379762097332","0.771105178154289","2"
"No","2016","Not Employed","West Germany","613","0.788748100551376","0.758764929065309","0.818731272037443","2"
"No","2016","Not Employed","East Germany","120","0.834119002092601","0.773987541801718","0.894250462383485","2"
"No","2016","Employed","West Germany","8202","0.745690458621861","0.73753399972723","0.753846917516491","2"
"Yes","2016","Not Employed","East Germany","27","","","","1"
"Yes","2016","Employed","East Germany","626","0.245459306056255","0.228894821845711","0.2620237902668","1"
"Yes","2016","Not Employed","West Germany","99","0.211251899448624","0.181268727962557","0.241235070934691","1"
"Yes","2016","Employed","West Germany","2748","0.254309541378139","0.246153082483509","0.26246600027277","1"
"No","2017","Employed","East Germany","2312","0.758759657981108","0.743503337181215","0.774015978781001","2"
"No","2017","Not Employed","West Germany","852","0.794016599270658","0.768747983911272","0.819285214630044","2"
"No","2017","Not Employed","East Germany","110","0.779373431144383","0.709163686155164","0.849583176133603","2"
"No","2017","Employed","West Germany","9222","0.746186705637604","0.738521326721773","0.753852084553435","2"
"Yes","2017","Not Employed","East Germany","24","","","","1"
"Yes","2017","Employed","East Germany","709","0.241240342018892","0.225984021218999","0.256496662818786","1"
"Yes","2017","Not Employed","West Germany","132","0.205983400729342","0.180714785369956","0.231252016088728","1"
"Yes","2017","Employed","West Germany","3160","0.253813294362396","0.246147915446565","0.261478673278227","1"
"No","2018","Not Employed","West Germany","782","0.852117717937812","0.828977270852099","0.875258165023526","2"
"No","2018","Not Employed","East Germany","119","0.713941683273288","0.63908290551357","0.788800461033006","2"
"No","2018","Employed","West Germany","8778","0.736900704102638","0.728962503796298","0.744838904408978","2"
"No","2018","Employed","East Germany","2240","0.753060682294863","0.737443649804396","0.768677714785329","2"
"Yes","2018","Not Employed","East Germany","21","","","","1"
"Yes","2018","Employed","East Germany","689","0.246939317705137","0.231322285214671","0.262556350195604","1"
"Yes","2018","Not Employed","West Germany","122","0.147882282062188","0.124741834976474","0.171022729147901","1"
"Yes","2018","Employed","West Germany","3041","0.263099295897362","0.255161095591022","0.271037496203702","1"
"No","2019","Not Employed","West Germany","729","0.771170744664235","0.74298012502362","0.79936136430485","2"
"No","2019","Not Employed","East Germany","136","0.770370627689858","0.706959085429576","0.83378216995014","2"
"No","2019","Employed","West Germany","8526","0.738330127721899","0.730272482620583","0.746387772823216","2"
"No","2019","Employed","East Germany","2117","0.745804009558994","0.729615736455343","0.761992282662645","2"
"Yes","2019","Not Employed","West Germany","124","0.228829255335765","0.20063863569515","0.25701987497638","1"
"Yes","2019","Not Employed","East Germany","33","0.229629372310142","0.16621783004986","0.293040914570424","1"
"Yes","2019","Employed","East Germany","662","0.254195990441006","0.238007717337356","0.270384263544657","1"
"Yes","2019","Employed","West Germany","2905","0.261669872278101","0.253612227176784","0.269727517379417","1"
