"pgoeffd","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2013","Part Time","Female","1167","0.269184290406822","0.255958092702294","0.282410488111351"
"Yes","2013","Part Time","Male","180","0.181369105516552","0.158183623992036","0.204554587041069"
"No","2014","Full Time","Female","2090","0.655294800410765","0.638631333694116","0.671958267127415"
"No","2014","Full Time","Male","4791","0.790701336950535","0.780383761460427","0.801018912440643"
"No","2014","Not Working","Female","252","0.753169161074245","0.706649440720452","0.799688881428038"
"No","2014","Not Working","Male","216","0.806555255936425","0.757689259355667","0.855421252517182"
"No","2014","Part Time","Female","3285","0.724126305620336","0.711054400975552","0.737198210265121"
"No","2014","Part Time","Male","1021","0.786589430995932","0.763784998779586","0.809393863212278"
"Yes","2014","Full Time","Female","1035","0.344705199589235","0.328041732872585","0.361368666305884"
"Yes","2014","Full Time","Male","1181","0.209298663049464","0.198981087559356","0.219616238539573"
"Yes","2014","Not Working","Female","78","0.246830838925755","0.200311118571962","0.293350559279548"
"Yes","2014","Not Working","Male","35","0.193444744063575","0.144578747482818","0.242310740644333"
"Yes","2014","Part Time","Female","1206","0.275873694379664","0.262801789734879","0.288945599024448"
"Yes","2014","Part Time","Male","219","0.213410569004068","0.190606136787722","0.236215001220414"
"No","2015","Full Time","Female","1933","0.644825517129436","0.627473499862352","0.66217753439652"
"No","2015","Full Time","Male","4436","0.795783799791683","0.785180845316682","0.806386754266683"
"No","2015","Not Working","Female","572","0.781321083620357","0.750501462475843","0.812140704764871"
"No","2015","Not Working","Male","674","0.827831203625948","0.800758233256121","0.854904173995776"
"No","2015","Part Time","Female","3078","0.728373765822493","0.714971149590132","0.741776382054854"
"No","2015","Part Time","Male","946","0.833229120685641","0.81165621169763","0.854802029673652"
"Yes","2015","Full Time","Female","989","0.355174482870564","0.33782246560348","0.372526500137648"
"Yes","2015","Full Time","Male","1117","0.204216200208317","0.193613245733317","0.214819154683318"
"Yes","2015","Not Working","Female","119","0.218678916379643","0.187859295235129","0.249498537524157"
"Yes","2015","Not Working","Male","73","0.172168796374052","0.145095826004224","0.199241766743879"
"Yes","2015","Part Time","Female","1153","0.271626234177507","0.258223617945146","0.285028850409868"
"Yes","2015","Part Time","Male","201","0.166770879314359","0.145197970326348","0.18834378830237"
"No","2016","Full Time","Female","1946","0.661763222744915","0.644611987211112","0.678914458278717"
"No","2016","Full Time","Male","4207","0.782908343126616","0.771812397888929","0.794004288364303"
"No","2016","Not Working","Female","251","0.775555866256851","0.729408816632297","0.821702915881406"
"No","2016","Not Working","Male","482","0.811868304355629","0.779056990720984","0.844679617990274"
"No","2016","Part Time","Female","3027","0.732084385001065","0.718572671075387","0.745596098926743"
"No","2016","Part Time","Male","989","0.832309354430105","0.811083195262441","0.853535513597768"
"Yes","2016","Full Time","Female","977","0.338236777255086","0.321085541721283","0.355388012788888"
"Yes","2016","Full Time","Male","1096","0.217091656873384","0.205995711635697","0.228187602111071"
"Yes","2016","Not Working","Female","63","0.224444133743149","0.178297084118595","0.270591183367703"
"Yes","2016","Not Working","Male","63","0.188131695644371","0.155320382009726","0.220943009279016"
"Yes","2016","Part Time","Female","1100","0.267915614998935","0.254403901073257","0.281427328924613"
"Yes","2016","Part Time","Male","201","0.167690645569895","0.146464486402232","0.188916804737559"
"No","2017","Full Time","Female","2251","0.662192569837733","0.646231328252436","0.678153811423031"
"No","2017","Full Time","Male","4804","0.793842666879688","0.783639565811629","0.804045767947746"
"No","2017","Not Working","Female","300","0.746652702209281","0.703037903909438","0.790267500509125"
"No","2017","Not Working","Male","662","0.845303566323116","0.819178603244691","0.87142852940154"
"No","2017","Part Time","Female","3288","0.729081185462689","0.716168927255121","0.741993443670256"
"No","2017","Part Time","Male","1191","0.800638544579325","0.780003486772857","0.821273602385792"
"Yes","2017","Full Time","Female","1122","0.337807430162267","0.321846188576969","0.353768671747564"
"Yes","2017","Full Time","Male","1235","0.206157333120313","0.195954232052254","0.216360434188371"
"Yes","2017","Not Working","Female","82","0.253347297790719","0.209732499490875","0.296962096090562"
"Yes","2017","Not Working","Male","74","0.154696433676884","0.12857147059846","0.180821396755309"
"Yes","2017","Part Time","Female","1263","0.270918814537311","0.258006556329744","0.283831072744879"
"Yes","2017","Part Time","Male","249","0.199361455420675","0.178726397614208","0.219996513227143"
"No","2018","Full Time","Female","2123","0.668751011513918","0.652484307015665","0.68501771601217"
"No","2018","Full Time","Male","4438","0.780428505517145","0.769620248297526","0.791236762736763"
"No","2018","Not Working","Female","271","0.847293851491586","0.808775208656774","0.885812494326398"
"No","2018","Not Working","Male","630","0.815889321226578","0.787360745686039","0.844417896767116"
"No","2018","Part Time","Female","3133","0.711685266588707","0.698186868279256","0.725183664898159"
"No","2018","Part Time","Male","1324","0.796691382819216","0.776790013846562","0.816592751791869"
"Yes","2018","Full Time","Female","1093","0.331248988486082","0.31498228398783","0.347515692984335"
"Yes","2018","Full Time","Male","1197","0.219571494482855","0.208763237263237","0.230379751702474"
"Yes","2018","Not Working","Female","64","0.152706148508414","0.114187505673602","0.191224791343226"
"Yes","2018","Not Working","Male","79","0.184110678773422","0.155582103232884","0.212639254313961"
"Yes","2018","Part Time","Female","1193","0.288314733411293","0.274816335101841","0.301813131720744"
"Yes","2018","Part Time","Male","247","0.203308617180784","0.183407248208131","0.223209986153438"
"No","2019","Full Time","Female","2098","0.660288951445222","0.6437049340488","0.676872968841644"
"No","2019","Full Time","Male","4295","0.776445694657504","0.765359173709518","0.787532215605489"
"No","2019","Not Working","Female","335","0.722069546571322","0.680019892357424","0.764119200785221"
"No","2019","Not Working","Male","531","0.827063776135765","0.796443312032649","0.857684240238881"
"No","2019","Part Time","Female","2952","0.719100031154876","0.70535299364096","0.732847068668792"
"No","2019","Part Time","Male","1328","0.815767106011263","0.796693785384381","0.834840426638146"
"Yes","2019","Full Time","Female","1035","0.339711048554778","0.323127031158356","0.3562950659512"
"Yes","2019","Full Time","Male","1130","0.223554305342496","0.212467784394511","0.234640826290482"
"Yes","2019","Not Working","Female","101","0.277930453428678","0.235880799214779","0.319980107642576"
"Yes","2019","Not Working","Male","55","0.172936223864235","0.142315759761119","0.203556687967351"
"Yes","2019","Part Time","Female","1154","0.280899968845124","0.267152931331207","0.29464700635904"
"Yes","2019","Part Time","Male","259","0.184232893988737","0.165159573361854","0.20330621461562"
