"pgoeffd","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Yes","2012","Not Working","West Germany","58","0.212013573427631","0.166659949420614","0.257367197434647","1"
"Yes","2012","Not Working","East Germany","18","","","","1"
"No","2013","Full Time","West Germany","4924","0.730675225721231","0.720034830820737","0.741315620621726","2"
"No","2013","Full Time","East Germany","1441","0.745502150789976","0.726184092242521","0.764820209337431","2"
"No","2013","Part Time","West Germany","3274","0.755347146912112","0.742620593789758","0.768073700034466","2"
"No","2013","Part Time","East Germany","760","0.739666595785652","0.712441728458113","0.766891463113191","2"
"No","2013","Not Working","West Germany","2627","0.848050755200358","0.835346435953227","0.86075507444749","2"
"No","2013","Not Working","East Germany","238","0.821832460524377","0.778092301016774","0.86557262003198","2"
"Yes","2013","Full Time","West Germany","1753","0.269324774278769","0.258684379378274","0.279965169179263","1"
"Yes","2013","Full Time","East Germany","512","0.254497849210024","0.235179790662569","0.273815907757479","1"
"Yes","2013","Part Time","West Germany","1109","0.244652853087888","0.231926299965534","0.257379406210242","1"
"Yes","2013","Part Time","East Germany","238","0.260333404214348","0.233108536886809","0.287558271541887","1"
"Yes","2013","Not Working","West Germany","440","0.151949244799642","0.13924492555251","0.164653564046773","1"
"Yes","2013","Not Working","East Germany","56","0.178167539475623","0.13442737996802","0.221907698983226","1"
"No","2014","Full Time","West Germany","5454","0.742352728730138","0.732256512802009","0.752448944658268","2"
"No","2014","Full Time","East Germany","1427","0.752510561077755","0.733049489620386","0.771971632535124","2"
"No","2014","Part Time","West Germany","3576","0.7382925840778","0.725839296660595","0.750745871495006","2"
"No","2014","Part Time","East Germany","730","0.758502840981509","0.73121514890597","0.785790533057049","2"
"No","2014","Not Working","West Germany","390","0.756828490198559","0.718766344985909","0.79489063541121","2"
"No","2014","Not Working","East Germany","78","0.911014240136197","0.85314744155449","0.968881038717904","2"
"Yes","2014","Full Time","West Germany","1754","0.257647271269862","0.247551055341732","0.267743487197991","1"
"Yes","2014","Full Time","East Germany","462","0.247489438922245","0.228028367464876","0.266950510379614","1"
"Yes","2014","Part Time","West Germany","1210","0.2617074159222","0.249254128504994","0.274160703339405","1"
"Yes","2014","Part Time","East Germany","215","0.241497159018491","0.214209466942951","0.26878485109403","1"
"Yes","2014","Not Working","West Germany","98","0.243171509801441","0.20510936458879","0.281233655014091","1"
"Yes","2014","Not Working","East Germany","15","","","","1"
"No","2015","Full Time","West Germany","5039","0.738018631442648","0.727507840417532","0.748529422467763","2"
"No","2015","Full Time","East Germany","1330","0.771618928425555","0.751962141519178","0.791275715331933","2"
"No","2015","Part Time","West Germany","3337","0.753318128038459","0.740672400364379","0.76596385571254","2"
"No","2015","Part Time","East Germany","687","0.769811645081245","0.742521307622774","0.797101982539717","2"
"No","2015","Not Working","West Germany","1103","0.809480188755485","0.787830695395795","0.831129682115175","2"
"No","2015","Not Working","East Germany","143","0.789203090284706","0.72859927366934","0.849806906900072","2"
"Yes","2015","Full Time","West Germany","1684","0.261981368557352","0.251470577532237","0.272492159582468","1"
"Yes","2015","Full Time","East Germany","422","0.228381071574445","0.208724284668067","0.248037858480822","1"
"Yes","2015","Part Time","West Germany","1127","0.246681871961541","0.23403614428746","0.259327599635621","1"
"Yes","2015","Part Time","East Germany","227","0.230188354918755","0.202898017460283","0.257478692377226","1"
"Yes","2015","Not Working","West Germany","161","0.190519811244515","0.168870317884824","0.212169304604205","1"
"Yes","2015","Not Working","East Germany","31","0.210796909715294","0.150193093099928","0.27140072633066","1"
"No","2016","Full Time","West Germany","4861","0.738455528584705","0.727779102430705","0.749131954738705","2"
"No","2016","Full Time","East Germany","1292","0.750044440918248","0.729564068873573","0.770524812962922","2"
"No","2016","Part Time","West Germany","3341","0.758739650268752","0.74615627724847","0.771323023289034","2"
"No","2016","Part Time","East Germany","675","0.76531258742272","0.737247889978874","0.793377284866567","2"
"No","2016","Not Working","West Germany","613","0.788748100551376","0.758764929065309","0.818731272037443","2"
"No","2016","Not Working","East Germany","120","0.834119002092601","0.773987541801718","0.894250462383485","2"
"Yes","2016","Full Time","West Germany","1648","0.261544471415295","0.250868045261295","0.272220897569295","1"
"Yes","2016","Full Time","East Germany","425","0.249955559081752","0.229475187037078","0.270435931126427","1"
"Yes","2016","Part Time","East Germany","201","0.23468741257728","0.206622715133433","0.262752110021126","1"
"Yes","2016","Part Time","West Germany","1100","0.241260349731248","0.228676976710966","0.25384372275153","1"
"Yes","2016","Not Working","West Germany","99","0.211251899448624","0.181268727962557","0.241235070934691","1"
"Yes","2016","Not Working","East Germany","27","","","","1"
"No","2017","Full Time","West Germany","5513","0.742729472835908","0.732759072557573","0.752699873114243","2"
"No","2017","Full Time","East Germany","1542","0.77101110054965","0.752723713952852","0.789298487146448","2"
"No","2017","Part Time","West Germany","3709","0.752426531337033","0.740460942754117","0.764392119919948","2"
"No","2017","Part Time","East Germany","770","0.729871232624103","0.702253882330725","0.75748858291748","2"
"No","2017","Not Working","West Germany","852","0.794016599270658","0.768747983911272","0.819285214630044","2"
"No","2017","Not Working","East Germany","110","0.779373431144383","0.709163686155164","0.849583176133603","2"
"Yes","2017","Full Time","West Germany","1871","0.257270527164092","0.247300126885757","0.267240927442428","1"
"Yes","2017","Full Time","East Germany","486","0.22898889945035","0.210701512853552","0.247276286047148","1"
"Yes","2017","Part Time","East Germany","223","0.270128767375897","0.24251141708252","0.297746117669275","1"
"Yes","2017","Part Time","West Germany","1289","0.247573468662968","0.235607880080052","0.259539057245883","1"
"Yes","2017","Not Working","East Germany","24","","","","1"
"Yes","2017","Not Working","West Germany","132","0.205983400729342","0.180714785369956","0.231252016088728","1"
"No","2018","Full Time","West Germany","5143","0.739060661828624","0.728731785999247","0.749389537658001","2"
"No","2018","Full Time","East Germany","1418","0.74811520247487","0.72863210681723","0.76759829813251","2"
"No","2018","Part Time","West Germany","3635","0.733102644579095","0.720685683799051","0.745519605359139","2"
"No","2018","Part Time","East Germany","822","0.763632829278241","0.737585780883862","0.78967987767262","2"
"No","2018","Not Working","West Germany","782","0.852117717937812","0.828977270852099","0.875258165023526","2"
"No","2018","Not Working","East Germany","119","0.713941683273288","0.63908290551357","0.788800461033006","2"
"Yes","2018","Full Time","West Germany","1801","0.260939338171376","0.250610462341999","0.271268214000753","1"
"Yes","2018","Full Time","East Germany","489","0.25188479752513","0.23240170186749","0.27136789318277","1"
"Yes","2018","Part Time","West Germany","1240","0.266897355420905","0.254480394640861","0.27931431620095","1"
"Yes","2018","Part Time","East Germany","200","0.236367170721759","0.21032012232738","0.262414219116138","1"
"Yes","2018","Not Working","West Germany","122","0.147882282062188","0.124741834976474","0.171022729147901","1"
"Yes","2018","Not Working","East Germany","21","","","","1"
"No","2019","Full Time","West Germany","4970","0.732390150141722","0.721772836083167","0.743007464200277","2"
"No","2019","Full Time","East Germany","1404","0.747876210246008","0.728105050097861","0.767647370394156","2"
"No","2019","Part Time","West Germany","3556","0.748878266670326","0.73654842105522","0.761208112285432","2"
"No","2019","Part Time","East Germany","713","0.741034258531042","0.712819073780276","0.769249443281809","2"
"No","2019","Not Working","West Germany","729","0.771170744664235","0.74298012502362","0.79936136430485","2"
"No","2019","Not Working","East Germany","136","0.770370627689858","0.706959085429576","0.83378216995014","2"
"Yes","2019","Full Time","West Germany","1709","0.267609849858278","0.256992535799724","0.278227163916833","1"
"Yes","2019","Full Time","East Germany","449","0.252123789753992","0.232352629605844","0.271894949902139","1"
"Yes","2019","Part Time","West Germany","1196","0.251121733329674","0.238791887714568","0.26345157894478","1"
"Yes","2019","Not Working","West Germany","124","0.228829255335765","0.20063863569515","0.25701987497638","1"
"Yes","2019","Part Time","East Germany","213","0.258965741468958","0.230750556718191","0.287180926219724","1"
"Yes","2019","Not Working","East Germany","33","0.229629372310142","0.16621783004986","0.293040914570424","1"
