"pgoeffd","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1985","lower secondary degree","Couple + C. GT 16 ","503","0.798952430133514","0.767455895500814","0.830448964766213"
"No","1985","lower secondary degree","Couple + C. LE and GT 16","361","0.834609049920914","0.799244952482156","0.869973147359671"
"No","1985","secondary school degree","1-pers.-HH","71","0.663504036782762","0.575203475849798","0.751804597715726"
"No","1985","secondary school degree","(Married) couple without C. ","160","0.639815457596231","0.580545076437654","0.699085838754808"
"No","1985","secondary school degree","Single parent ","40","0.678615730671083","0.557378800156205","0.799852661185962"
"No","1985","secondary school degree","Couple + C. LE 16 ","205","0.739980745420668","0.688231202987604","0.791730287853733"
"No","1985","secondary school degree","Couple + C. GT 16 ","183","0.731490279123396","0.677306933769397","0.785673624477395"
"No","1985","secondary school degree","Couple + C. LE and GT 16","93","0.729711618745924","0.65277511873941","0.806648118752439"
"No","1985","college entrance qualification","1-pers.-HH","59","0.470123734716944","0.38155886302512","0.558688606408768"
"No","1985","college entrance qualification","(Married) couple without C. ","98","0.583938053345044","0.509403811645515","0.658472295044573"
"No","1985","college entrance qualification","Single parent ","14","","",""
"No","1985","college entrance qualification","Couple + C. LE 16 ","106","0.525776944678805","0.456573901230874","0.594979988126737"
"No","1985","college entrance qualification","Couple + C. GT 16 ","76","0.635854718865374","0.550816955726779","0.720892482003969"
"No","1985","college entrance qualification","Couple + C. LE and GT 16","23","","",""
"No","1985","Other degree","1-pers.-HH","68","0.875421329847997","0.801175562146863","0.949667097549132"
"No","1985","Other degree","(Married) couple without C. ","113","0.868957647095619","0.810950492753136","0.926964801438102"
"No","1985","Other degree","Single parent ","24","","",""
"No","1985","Other degree","Couple + C. LE 16 ","316","0.889476691860447","0.856768618572043","0.922184765148851"
"No","1985","Other degree","Couple + C. GT 16 ","99","0.938413787200461","0.893074451536136","0.983753122864786"
"No","1985","Other degree","Couple + C. LE and GT 16","131","0.919012994012694","0.874607921071167","0.963418066954221"
"No","1985","no degree/no degree yet","1-pers.-HH","42","0.953074685353957","0.891961314482665","1.01418805622525"
"No","1985","no degree/no degree yet","(Married) couple without C. ","62","0.940399874060315","0.883711949173674","0.997087798946957"
"No","1985","no degree/no degree yet","Single parent ","21","","",""
"No","1985","no degree/no degree yet","Couple + C. LE 16 ","159","0.904918512962827","0.861081940798355","0.948755085127298"
"No","1985","no degree/no degree yet","Couple + C. GT 16 ","72","0.923328137584693","0.863509387184104","0.983146887985282"
"No","1985","no degree/no degree yet","Couple + C. LE and GT 16","86","0.84698402991277","0.777459914877019","0.916508144948522"
"Yes","1986","lower secondary degree","1-pers.-HH","50","0.310401941288116","0.240854067100737","0.379949815475495"
"Yes","1986","lower secondary degree","(Married) couple without C. ","139","0.239252761520809","0.204769518737517","0.273736004304101"
"Yes","1986","lower secondary degree","Single parent ","22","","",""
"Yes","1986","lower secondary degree","Couple + C. LE 16 ","114","0.20025856383002","0.168129704364974","0.232387423295065"
"Yes","1986","lower secondary degree","Couple + C. GT 16 ","109","0.182305934944344","0.15206071473602","0.212551155152668"
"Yes","1986","lower secondary degree","Couple + C. LE and GT 16","64","0.196290089891013","0.155818890271337","0.23676128951069"
"Yes","1986","secondary school degree","1-pers.-HH","35","0.324625357118367","0.236317405927964","0.412933308308771"
"Yes","1986","secondary school degree","(Married) couple without C. ","92","0.328810115944528","0.272460916985702","0.385159314903354"
"Yes","1986","secondary school degree","Single parent ","15","","",""
"Yes","1986","secondary school degree","Couple + C. LE 16 ","70","0.290723915705556","0.233153789908475","0.348294041502637"
"Yes","1986","secondary school degree","Couple + C. GT 16 ","73","0.264748413166619","0.209726677960579","0.319770148372659"
"Yes","1986","secondary school degree","Couple + C. LE and GT 16","37","0.305941599119628","0.226729104854563","0.385154093384692"
"Yes","1986","college entrance qualification","1-pers.-HH","61","0.529269991458293","0.439589250388581","0.618950732528004"
"Yes","1986","college entrance qualification","(Married) couple without C. ","67","0.405349976238643","0.330437886003097","0.480262066474188"
"Yes","1986","college entrance qualification","Single parent ","15","","",""
"Yes","1986","college entrance qualification","Couple + C. LE 16 ","91","0.452964148477889","0.383628703732236","0.522299593223543"
"Yes","1986","college entrance qualification","Couple + C. GT 16 ","47","0.362734836493968","0.278111144144818","0.447358528843118"
"Yes","1986","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"Yes","1986","Other degree","1-pers.-HH","6","","",""
"Yes","1986","Other degree","(Married) couple without C. ","10","","",""
"Yes","1986","Other degree","Single parent ","4","","",""
"Yes","1986","Other degree","Couple + C. LE 16 ","28","","",""
"Yes","1986","Other degree","Couple + C. GT 16 ","11","","",""
"Yes","1986","Other degree","Couple + C. LE and GT 16","13","","",""
"Yes","1986","no degree/no degree yet","1-pers.-HH","3","","",""
"Yes","1986","no degree/no degree yet","(Married) couple without C. ","4","","",""
"Yes","1986","no degree/no degree yet","Single parent ","2","","",""
"Yes","1986","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Yes","1986","no degree/no degree yet","Couple + C. GT 16 ","5","","",""
"Yes","1986","no degree/no degree yet","Couple + C. LE and GT 16","16","","",""
"No","1986","lower secondary degree","1-pers.-HH","120","0.689598058711884","0.620050184524505","0.759145932899263"
"No","1986","lower secondary degree","(Married) couple without C. ","449","0.760747238479191","0.726263995695899","0.795230481262483"
"No","1986","lower secondary degree","Single parent ","125","0.857146074541312","0.80057910234542","0.913713046737203"
"No","1986","lower secondary degree","Couple + C. LE 16 ","482","0.79974143616998","0.767612576704935","0.831870295635026"
"No","1986","lower secondary degree","Couple + C. GT 16 ","517","0.817694065055656","0.787448844847332","0.84793928526398"
"No","1986","lower secondary degree","Couple + C. LE and GT 16","306","0.803709910108987","0.763238710489311","0.844181109728663"
"No","1986","secondary school degree","1-pers.-HH","73","0.675374642881633","0.58706669169123","0.763682594072036"
"No","1986","secondary school degree","(Married) couple without C. ","175","0.671189884055472","0.614840685096646","0.727539083014298"
"No","1986","secondary school degree","Single parent ","34","0.66159891659761","0.529114951960145","0.794082881235076"
"No","1986","secondary school degree","Couple + C. LE 16 ","169","0.709276084294444","0.651705958497363","0.766846210091525"
"No","1986","secondary school degree","Couple + C. GT 16 ","174","0.735251586833381","0.680229851627341","0.790273322039421"
"No","1986","secondary school degree","Couple + C. LE and GT 16","93","0.694058400880372","0.614845906615308","0.773270895145437"
"No","1986","college entrance qualification","1-pers.-HH","58","0.470730008541707","0.381049267471996","0.560410749611418"
"No","1986","college entrance qualification","(Married) couple without C. ","98","0.594650023761358","0.519737933525812","0.669562113996903"
"No","1986","college entrance qualification","Single parent ","14","","",""
"No","1986","college entrance qualification","Couple + C. LE 16 ","107","0.547035851522111","0.477700406776457","0.616371296267764"
"No","1986","college entrance qualification","Couple + C. GT 16 ","77","0.637265163506032","0.552641471156882","0.721888855855182"
"No","1986","college entrance qualification","Couple + C. LE and GT 16","25","","",""
"No","1986","Other degree","1-pers.-HH","51","0.872078168050915","0.785369861277226","0.958786474824603"
"No","1986","Other degree","(Married) couple without C. ","105","0.942020621496618","0.899307023723535","0.984734219269702"
"No","1986","Other degree","Single parent ","18","","",""
"No","1986","Other degree","Couple + C. LE 16 ","295","0.904086274972644","0.871972441792872","0.936200108152417"
"No","1986","Other degree","Couple + C. GT 16 ","115","0.901707938199652","0.84972569850413","0.953690177895174"
"No","1986","Other degree","Couple + C. LE and GT 16","121","0.889861123011869","0.836854866915553","0.942867379108184"
"No","1986","no degree/no degree yet","1-pers.-HH","35","0.945598683028254","0.873485539302044","1.01771182675446"
"No","1986","no degree/no degree yet","(Married) couple without C. ","52","0.93754666126231","0.874170146345482","1.00092317617914"
"No","1986","no degree/no degree yet","Single parent ","19","","",""
"No","1986","no degree/no degree yet","Couple + C. LE 16 ","125","0.940255399429015","0.900421677636522","0.980089121221508"
"No","1986","no degree/no degree yet","Couple + C. GT 16 ","70","0.798044349549669","0.707187227297822","0.888901471801515"
"No","1986","no degree/no degree yet","Couple + C. LE and GT 16","66","0.840868346298689","0.761694188029104","0.920042504568275"
"Yes","1987","lower secondary degree","1-pers.-HH","41","0.255734671425961","0.191462916596902","0.32000642625502"
"Yes","1987","lower secondary degree","(Married) couple without C. ","145","0.255510121807134","0.220227366424962","0.290792877189306"
"Yes","1987","lower secondary degree","Single parent ","20","","",""
"Yes","1987","lower secondary degree","Couple + C. LE 16 ","102","0.179639866988896","0.148768312066148","0.210511421911645"
"Yes","1987","lower secondary degree","Couple + C. GT 16 ","121","0.194436241142844","0.164127631854131","0.224744850431557"
"Yes","1987","lower secondary degree","Couple + C. LE and GT 16","54","0.187180736642326","0.145901790529919","0.228459682754733"
"Yes","1987","secondary school degree","1-pers.-HH","35","0.347987199001625","0.256877809443156","0.439096588560093"
"Yes","1987","secondary school degree","(Married) couple without C. ","86","0.305981478125908","0.250393711285587","0.36156924496623"
"Yes","1987","secondary school degree","Single parent ","17","","",""
"Yes","1987","secondary school degree","Couple + C. LE 16 ","75","0.300418042579406","0.24347630393523","0.357359781223582"
"Yes","1987","secondary school degree","Couple + C. GT 16 ","84","0.292441580180976","0.238183187844175","0.346699972517776"
"Yes","1987","secondary school degree","Couple + C. LE and GT 16","36","0.296490997348185","0.216746008133795","0.376235986562575"
"Yes","1987","college entrance qualification","1-pers.-HH","63","0.526237266865217","0.439737616066281","0.612736917664153"
"Yes","1987","college entrance qualification","(Married) couple without C. ","62","0.363183527264687","0.291520482694024","0.43484657183535"
"Yes","1987","college entrance qualification","Single parent ","15","","",""
"Yes","1987","college entrance qualification","Couple + C. LE 16 ","86","0.430293672325195","0.360801036158524","0.499786308491866"
"Yes","1987","college entrance qualification","Couple + C. GT 16 ","54","0.398702996436001","0.316412836490778","0.480993156381223"
"Yes","1987","college entrance qualification","Couple + C. LE and GT 16","21","","",""
"Yes","1987","Other degree","1-pers.-HH","5","","",""
"Yes","1987","Other degree","(Married) couple without C. ","11","","",""
"Yes","1987","Other degree","Single parent ","3","","",""
"Yes","1987","Other degree","Couple + C. LE 16 ","31","0.101477333612643","0.0676997991664288","0.135254868058857"
"Yes","1987","Other degree","Couple + C. GT 16 ","14","","",""
"Yes","1987","Other degree","Couple + C. LE and GT 16","14","","",""
"Yes","1987","no degree/no degree yet","1-pers.-HH","4","","",""
"Yes","1987","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Yes","1987","no degree/no degree yet","Single parent ","2","","",""
"Yes","1987","no degree/no degree yet","Couple + C. LE 16 ","7","","",""
"Yes","1987","no degree/no degree yet","Couple + C. GT 16 ","4","","",""
"Yes","1987","no degree/no degree yet","Couple + C. LE and GT 16","15","","",""
"No","1987","lower secondary degree","1-pers.-HH","136","0.744265328574039","0.67999357374498","0.808537083403098"
"No","1987","lower secondary degree","(Married) couple without C. ","442","0.744489878192866","0.709207122810694","0.779772633575038"
"No","1987","lower secondary degree","Single parent ","136","0.875102826666514","0.823223821440064","0.926981831892964"
"No","1987","lower secondary degree","Couple + C. LE 16 ","492","0.820360133011104","0.789488578088355","0.851231687933852"
"No","1987","lower secondary degree","Couple + C. GT 16 ","534","0.805563758857156","0.775255149568444","0.835872368145869"
"No","1987","lower secondary degree","Couple + C. LE and GT 16","289","0.812819263357674","0.771540317245267","0.854098209470081"
"No","1987","secondary school degree","1-pers.-HH","70","0.652012800998375","0.560903411439907","0.743122190556844"
"No","1987","secondary school degree","(Married) couple without C. ","178","0.694018521874092","0.63843075503377","0.749606288714413"
"No","1987","secondary school degree","Single parent ","35","0.65123636216464","0.521703089086601","0.780769635242679"
"No","1987","secondary school degree","Couple + C. LE 16 ","174","0.699581957420594","0.642640218776418","0.75652369606477"
"No","1987","secondary school degree","Couple + C. GT 16 ","186","0.707558419819024","0.653300027482224","0.761816812155825"
"No","1987","secondary school degree","Couple + C. LE and GT 16","90","0.703509002651815","0.623764013437425","0.783253991866205"
"No","1987","college entrance qualification","1-pers.-HH","65","0.473762733134783","0.387263082335847","0.560262383933719"
"No","1987","college entrance qualification","(Married) couple without C. ","111","0.636816472735313","0.56515342816465","0.708479517305976"
"No","1987","college entrance qualification","Single parent ","13","","",""
"No","1987","college entrance qualification","Couple + C. LE 16 ","109","0.569706327674805","0.500213691508134","0.639198963841475"
"No","1987","college entrance qualification","Couple + C. GT 16 ","82","0.601297003563999","0.519006843618777","0.683587163509222"
"No","1987","college entrance qualification","Couple + C. LE and GT 16","20","","",""
"No","1987","Other degree","1-pers.-HH","51","0.869323834432299","0.781047749828937","0.95759991903566"
"No","1987","Other degree","(Married) couple without C. ","98","0.916127868587917","0.864089732898529","0.968166004277305"
"No","1987","Other degree","Single parent ","21","","",""
"No","1987","Other degree","Couple + C. LE 16 ","276","0.898522666387357","0.864745131941143","0.932300200833571"
"No","1987","Other degree","Couple + C. GT 16 ","113","0.896551547464328","0.843585707735","0.949517387193656"
"No","1987","Other degree","Couple + C. LE and GT 16","122","0.887469662722586","0.834357962406062","0.940581363039111"
"No","1987","no degree/no degree yet","1-pers.-HH","35","0.864117092778962","0.756573510076688","0.971660675481236"
"No","1987","no degree/no degree yet","(Married) couple without C. ","56","0.952186029378839","0.897740729655774","1.0066313291019"
"No","1987","no degree/no degree yet","Single parent ","14","","",""
"No","1987","no degree/no degree yet","Couple + C. LE 16 ","121","0.966873581475459","0.93586976229189","0.997877400659028"
"No","1987","no degree/no degree yet","Couple + C. GT 16 ","67","0.834465706342637","0.748015277222697","0.920916135462577"
"No","1987","no degree/no degree yet","Couple + C. LE and GT 16","62","0.856746461803935","0.778496962575711","0.934995961032158"
"Yes","1988","lower secondary degree","1-pers.-HH","44","0.282926666088865","0.214200068162654","0.351653264015076"
"Yes","1988","lower secondary degree","(Married) couple without C. ","128","0.233023638878189","0.198940049074179","0.267107228682199"
"Yes","1988","lower secondary degree","Single parent ","23","","",""
"Yes","1988","lower secondary degree","Couple + C. LE 16 ","101","0.183441846685169","0.152212359567995","0.214671333802343"
"Yes","1988","lower secondary degree","Couple + C. GT 16 ","120","0.189887610294386","0.160321397746374","0.219453822842398"
"Yes","1988","lower secondary degree","Couple + C. LE and GT 16","42","0.184237920455062","0.139923436732455","0.228552404177669"
"Yes","1988","secondary school degree","1-pers.-HH","31","0.321000337444332","0.228568289200664","0.413432385688"
"Yes","1988","secondary school degree","(Married) couple without C. ","77","0.296556425780928","0.241038948971913","0.352073902589943"
"Yes","1988","secondary school degree","Single parent ","13","","",""
"Yes","1988","secondary school degree","Couple + C. LE 16 ","81","0.297953699471323","0.242573474711592","0.353333924231053"
"Yes","1988","secondary school degree","Couple + C. GT 16 ","95","0.322752409172833","0.269580978356059","0.375923839989608"
"Yes","1988","secondary school degree","Couple + C. LE and GT 16","21","","",""
"Yes","1988","college entrance qualification","1-pers.-HH","53","0.46121062923801","0.372389851965119","0.550031406510902"
"Yes","1988","college entrance qualification","(Married) couple without C. ","66","0.371409841731601","0.3002275526112","0.442592130852002"
"Yes","1988","college entrance qualification","Single parent ","18","","",""
"Yes","1988","college entrance qualification","Couple + C. LE 16 ","83","0.41159404109475","0.344553734973281","0.47863434721622"
"Yes","1988","college entrance qualification","Couple + C. GT 16 ","55","0.401514970505698","0.320022364156162","0.483007576855233"
"Yes","1988","college entrance qualification","Couple + C. LE and GT 16","16","","",""
"Yes","1988","Other degree","1-pers.-HH","5","","",""
"Yes","1988","Other degree","(Married) couple without C. ","12","","",""
"Yes","1988","Other degree","Single parent ","2","","",""
"Yes","1988","Other degree","Couple + C. LE 16 ","23","","",""
"Yes","1988","Other degree","Couple + C. GT 16 ","13","","",""
"Yes","1988","Other degree","Couple + C. LE and GT 16","16","","",""
"Yes","1988","no degree/no degree yet","1-pers.-HH","1","","",""
"Yes","1988","no degree/no degree yet","(Married) couple without C. ","2","","",""
"Yes","1988","no degree/no degree yet","Single parent ","3","","",""
"Yes","1988","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"Yes","1988","no degree/no degree yet","Couple + C. GT 16 ","8","","",""
"Yes","1988","no degree/no degree yet","Couple + C. LE and GT 16","11","","",""
"No","1988","lower secondary degree","1-pers.-HH","121","0.717073333911135","0.648346735984924","0.785799931837346"
"No","1988","lower secondary degree","(Married) couple without C. ","463","0.766976361121811","0.732892771317801","0.801059950925821"
"No","1988","lower secondary degree","Single parent ","143","0.865086453658309","0.813116589469477","0.917056317847141"
"No","1988","lower secondary degree","Couple + C. LE 16 ","489","0.816558153314831","0.785328666197657","0.847787640432005"
"No","1988","lower secondary degree","Couple + C. GT 16 ","556","0.810112389705614","0.780546177157602","0.839678602253626"
"No","1988","lower secondary degree","Couple + C. LE and GT 16","252","0.815762079544938","0.771447595822331","0.860076563267545"
"No","1988","secondary school degree","1-pers.-HH","67","0.678999662555668","0.586567614312","0.771431710799336"
"No","1988","secondary school degree","(Married) couple without C. ","183","0.703443574219072","0.647926097410057","0.758961051028087"
"No","1988","secondary school degree","Single parent ","40","0.706006861570127","0.58335243839451","0.828661284745744"
"No","1988","secondary school degree","Couple + C. LE 16 ","181","0.702046300528677","0.646666075768947","0.757426525288408"
"No","1988","secondary school degree","Couple + C. GT 16 ","202","0.677247590827166","0.624076160010392","0.730419021643941"
"No","1988","secondary school degree","Couple + C. LE and GT 16","82","0.784609322789394","0.705218617231596","0.864000028347191"
"No","1988","college entrance qualification","1-pers.-HH","68","0.53878937076199","0.449968593489098","0.627610148034881"
"No","1988","college entrance qualification","(Married) couple without C. ","111","0.628590158268399","0.557407869147998","0.6997724473888"
"No","1988","college entrance qualification","Single parent ","15","","",""
"No","1988","college entrance qualification","Couple + C. LE 16 ","124","0.588405958905249","0.52136565278378","0.655446265026719"
"No","1988","college entrance qualification","Couple + C. GT 16 ","84","0.598485029494302","0.516992423144767","0.679977635843838"
"No","1988","college entrance qualification","Couple + C. LE and GT 16","14","","",""
"No","1988","Other degree","1-pers.-HH","49","0.880922930192649","0.794538745621226","0.967307114764072"
"No","1988","Other degree","(Married) couple without C. ","95","0.892607254457993","0.833942956069887","0.9512715528461"
"No","1988","Other degree","Single parent ","18","","",""
"No","1988","Other degree","Couple + C. LE 16 ","243","0.911177307704675","0.876989544531276","0.945365070878073"
"No","1988","Other degree","Couple + C. GT 16 ","108","0.873351424566257","0.81409300331626","0.932609845816254"
"No","1988","Other degree","Couple + C. LE and GT 16","113","0.890195407768304","0.836243579975291","0.944147235561317"
"No","1988","no degree/no degree yet","1-pers.-HH","31","0.939458407479013","0.856828208054117","1.02208860690391"
"No","1988","no degree/no degree yet","(Married) couple without C. ","48","0.979126543593252","0.939500593741698","1.01875249344481"
"No","1988","no degree/no degree yet","Single parent ","18","","",""
"No","1988","no degree/no degree yet","Couple + C. LE 16 ","101","0.953122271661307","0.913621158328258","0.992623384994357"
"No","1988","no degree/no degree yet","Couple + C. GT 16 ","62","0.854519219480093","0.77192249978332","0.937115939176865"
"No","1988","no degree/no degree yet","Couple + C. LE and GT 16","59","0.842082704358229","0.75665646391739","0.927508944799068"
"Yes","1989","lower secondary degree","1-pers.-HH","48","0.241009384987359","0.179872353662959","0.302146416311758"
"Yes","1989","lower secondary degree","(Married) couple without C. ","123","0.224579911034671","0.190763763094497","0.258396058974845"
"Yes","1989","lower secondary degree","Single parent ","21","","",""
