"pgoeffd","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","Hamburg","Couple + C. LE and GT 16","5","","","","1"
"Yes","2010","Lower Saxony","1-pers.-HH","38","0.342066624953771","0.252178460470358","0.431954789437185","1"
"Yes","2010","Bremen","Single parent ","3","","","","1"
"Yes","2010","Bremen","Couple + C. LE 16 ","10","","","","1"
"Yes","2010","Bremen","Couple + C. GT 16 ","3","","","","1"
"Yes","2010","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","North Rhine-Westphalia","1-pers.-HH","59","0.269716572715189","0.206106363127925","0.333326782302454","1"
"Yes","2010","North Rhine-Westphalia","(Married) couple without C. ","169","0.262528259543316","0.226657143161646","0.298399375924987","1"
"Yes","2010","Lower Saxony","Couple + C. LE and GT 16","16","","","","1"
"Yes","2010","Bremen","1-pers.-HH","2","","","","1"
"Yes","2010","Bremen","(Married) couple without C. ","6","","","","1"
"Yes","2010","Lower Saxony","Single parent ","49","0.440979613888049","0.36098876371206","0.520970464064039","1"
"Yes","2010","Lower Saxony","Couple + C. LE 16 ","114","0.223546603045854","0.186000985216525","0.261092220875182","1"
"Yes","2010","Lower Saxony","Couple + C. GT 16 ","46","0.298943506005057","0.226873706803951","0.371013305206162","1"
"Yes","2010","Lower Saxony","(Married) couple without C. ","71","0.211458262626704","0.160738981431377","0.262177543822032","1"
"Yes","2010","North Rhine-Westphalia","Single parent ","71","0.255200210071338","0.200939866778157","0.309460553364519","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. LE 16 ","220","0.23386779185337","0.208564272662015","0.259171311044724","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. GT 16 ","105","0.215554423099209","0.175357302649827","0.255751543548591","1"
"Yes","2010","North Rhine-Westphalia","Couple + C. LE and GT 16","29","","","","1"
"Yes","2010","Hesse","1-pers.-HH","22","","","","1"
"Yes","2010","Hesse","(Married) couple without C. ","51","0.191359218342624","0.139613536018137","0.243104900667111","1"
"Yes","2010","Hesse","Single parent ","28","","","","1"
"Yes","2010","Hesse","Couple + C. LE 16 ","86","0.236946918972592","0.194528219738234","0.27936561820695","1"
"Yes","2010","Hesse","Couple + C. GT 16 ","35","0.255588937550804","0.177868928696047","0.333308946405561","1"
"Yes","2010","Hesse","Couple + C. LE and GT 16","13","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","1-pers.-HH","27","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","(Married) couple without C. ","34","0.243755080158551","0.167568891351058","0.319941268966044","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Single parent ","16","","","","1"
"Yes","2010","Bavaria","Single parent ","51","0.207497864159144","0.155540489529273","0.259455238789016","1"
"Yes","2010","Mecklenburg-Western Pomerania","(Married) couple without C. ","23","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Single parent ","8","","","","1"
"Yes","2010","Baden-Württemberg","Single parent ","42","0.203617695684302","0.144952926886128","0.262282464482476","1"
"Yes","2010","Baden-Württemberg","Couple + C. LE 16 ","137","0.180448201542664","0.15187835194958","0.209018051135749","1"
"Yes","2010","Baden-Württemberg","Couple + C. LE and GT 16","32","0.140980038725697","0.0858380003373415","0.196122077114053","1"
"Yes","2010","Bavaria","1-pers.-HH","43","0.227970516689062","0.167353373559052","0.288587659819072","1"
"Yes","2010","Bavaria","(Married) couple without C. ","94","0.250571716631205","0.206476426950871","0.294667006311538","1"
"Yes","2010","Bavaria","Couple + C. LE 16 ","169","0.231678227569866","0.203562183303013","0.25979427183672","1"
"Yes","2010","Berlin","Couple + C. GT 16 ","21","","","","1"
"Yes","2010","Brandenburg","(Married) couple without C. ","30","0.194932259733078","0.123150643769565","0.266713875696592","1"
"Yes","2010","Brandenburg","Single parent ","17","","","","1"
"Yes","2010","Brandenburg","Couple + C. LE 16 ","33","0.251964513984809","0.185520332236398","0.31840869573322","1"
"Yes","2010","Brandenburg","Couple + C. GT 16 ","25","","","","1"
"Yes","2010","Brandenburg","Couple + C. LE and GT 16","8","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","1-pers.-HH","6","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","11","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","18","","","","1"
"Yes","2010","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","9","","","","1"
"Yes","2010","Saxony","1-pers.-HH","20","","","","1"
"Yes","2010","Saxony","(Married) couple without C. ","46","0.177960133486618","0.125602626188048","0.230317640785188","1"
"Yes","2010","Saxony","Single parent ","14","","","","1"
"Yes","2010","Saxony","Couple + C. LE 16 ","63","0.178650521520875","0.138803115821681","0.218497927220069","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","81","0.24944508673447","0.200644692243226","0.298245481225713","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","22","","","","1"
"Yes","2010","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","","","1"
"Yes","2010","Baden-Württemberg","1-pers.-HH","38","0.309466767931961","0.231774475102762","0.387159060761159","1"
"Yes","2010","Baden-Württemberg","(Married) couple without C. ","70","0.173487632085976","0.130349516123438","0.216625748048513","1"
"Yes","2010","Baden-Württemberg","Couple + C. GT 16 ","48","0.186794907870084","0.137891881193397","0.23569793454677","1"
"Yes","2010","Berlin","(Married) couple without C. ","37","0.367282472533051","0.278791147160882","0.455773797905221","1"
"Yes","2010","Berlin","Single parent ","25","","","","1"
"Yes","2010","Berlin","Couple + C. LE 16 ","34","0.38630469879056","0.306501285569618","0.466108112011501","1"
"Yes","2010","Berlin","Couple + C. LE and GT 16","1","","","","1"
"Yes","2010","Brandenburg","1-pers.-HH","12","","","","1"
"Yes","2010","Saxony","Couple + C. GT 16 ","40","0.289600028195822","0.216770797162457","0.362429259229187","1"
"Yes","2010","Saxony","Couple + C. LE and GT 16","9","","","","1"
"Yes","2010","Saxony-Anhalt","1-pers.-HH","14","","","","1"
"Yes","2010","Saxony-Anhalt","(Married) couple without C. ","27","","","","1"
"Yes","2010","Saxony-Anhalt","Single parent ","9","","","","1"
"Yes","2010","Bavaria","Couple + C. GT 16 ","62","0.14808256262874","0.104909572204292","0.191255553053188","1"
"Yes","2010","Bavaria","Couple + C. LE and GT 16","38","0.143669314952211","0.0935307464777825","0.19380788342664","1"
"Yes","2010","Berlin","1-pers.-HH","24","","","","1"
"Yes","2010","Saxony-Anhalt","Couple + C. LE 16 ","22","","","","1"
"Yes","2010","Saxony-Anhalt","Couple + C. GT 16 ","15","","","","1"
"Yes","2010","Saxony-Anhalt","Couple + C. LE and GT 16","4","","","","1"
"Yes","2010","Thuringia","1-pers.-HH","13","","","","1"
"Yes","2010","Thuringia","(Married) couple without C. ","36","0.39082368217584","0.297047323919593","0.484600040432088","1"
"Yes","2010","Thuringia","Single parent ","11","","","","1"
"Yes","2010","Thuringia","Couple + C. LE 16 ","37","0.192163285888349","0.136432588422252","0.247893983354446","1"
"Yes","2010","Thuringia","Couple + C. GT 16 ","23","","","","1"
"Yes","2010","Thuringia","Couple + C. LE and GT 16","1","","","","1"
"No","2011","Schleswig-Holstein","1-pers.-HH","36","0.812812353516036","0.704694645975279","0.920930061056792","2"
"No","2011","Schleswig-Holstein","(Married) couple without C. ","100","0.753150975781919","0.67816104383141","0.828140907732428","2"
"No","2011","Schleswig-Holstein","Single parent ","51","0.669341311625805","0.560674824610972","0.778007798640639","2"
"No","2011","Schleswig-Holstein","Couple + C. LE 16 ","158","0.838994063940143","0.787929228001091","0.890058899879195","2"
"No","2011","Schleswig-Holstein","Couple + C. GT 16 ","26","","","","2"
"No","2011","Schleswig-Holstein","Couple + C. LE and GT 16","35","0.743465854825276","0.622415465119159","0.864516244531393","2"
"No","2011","Hamburg","1-pers.-HH","28","","","","2"
"No","2011","Hamburg","(Married) couple without C. ","45","0.750068067726978","0.640512695776174","0.859623439677782","2"
"No","2011","Hamburg","Single parent ","23","","","","2"
"No","2011","Hamburg","Couple + C. LE 16 ","64","0.908494734008606","0.842353710374148","0.974635757643064","2"
"No","2011","Hamburg","Couple + C. GT 16 ","19","","","","2"
"No","2011","Hamburg","Couple + C. LE and GT 16","11","","","","2"
"No","2011","Berlin","Couple + C. LE and GT 16","9","","","","2"
"No","2011","Brandenburg","1-pers.-HH","46","0.651678386462108","0.527993243993445","0.775363528930772","2"
"No","2011","Brandenburg","(Married) couple without C. ","118","0.792616349171451","0.729398703427876","0.855833994915025","2"
"No","2011","Brandenburg","Single parent ","56","0.761607723084043","0.665173936574547","0.858041509593539","2"
"No","2011","Brandenburg","Couple + C. LE 16 ","136","0.766376274057791","0.702955792640667","0.829796755474914","2"
"No","2011","Brandenburg","Couple + C. GT 16 ","59","0.713198519514108","0.618163345202375","0.808233693825842","2"
"No","2011","Brandenburg","Couple + C. LE and GT 16","31","0.761520266288173","0.631076708781015","0.891963823795331","2"
"No","2011","Mecklenburg-Western Pomerania","1-pers.-HH","32","0.892495247420358","0.795280405214431","0.989710089626285","2"
"No","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","62","0.753546916330428","0.663508254530214","0.843585578130641","2"
"No","2011","Mecklenburg-Western Pomerania","Single parent ","36","0.767920754943572","0.643182947193463","0.892658562693682","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","82","0.901774454543631","0.84028678612713","0.963262122960131","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","36","0.773160110752466","0.658223751540873","0.88809646996406","2"
"No","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","","","2"
"No","2011","Saxony","1-pers.-HH","72","0.721937895934062","0.632775229863863","0.811100562004261","2"
"No","2011","Saxony","(Married) couple without C. ","178","0.792117766966279","0.741408877285696","0.842826656646862","2"
"No","2011","Saxony","Single parent ","72","0.880987113062495","0.814458393064148","0.947515833060842","2"
"No","2011","Lower Saxony","1-pers.-HH","76","0.643536393672938","0.56023727911645","0.726835508229426","2"
"No","2011","Lower Saxony","(Married) couple without C. ","243","0.783574433390553","0.739210657331136","0.82793820944997","2"
"No","2011","Lower Saxony","Single parent ","126","0.65079832780252","0.581348659616104","0.720247995988935","2"
"No","2011","Lower Saxony","Couple + C. LE 16 ","380","0.788040443430827","0.752430311138087","0.823650575723566","2"
"No","2011","Lower Saxony","Couple + C. GT 16 ","129","0.70927271513698","0.643480869598404","0.775064560675556","2"
"No","2011","Lower Saxony","Couple + C. LE and GT 16","117","0.876118245808527","0.821350391490887","0.930886100126166","2"
"No","2011","Berlin","Single parent ","54","0.607033242829791","0.49864431167926","0.715422173980322","2"
"No","2011","Berlin","Couple + C. LE 16 ","118","0.672188980809263","0.596046130233179","0.748331831385347","2"
"No","2011","Berlin","Couple + C. GT 16 ","46","0.795538951574184","0.699680667471593","0.891397235676776","2"
"No","2011","Saxony","Couple + C. LE 16 ","297","0.777848377485164","0.735775261556566","0.819921493413763","2"
"No","2011","Saxony","Couple + C. GT 16 ","111","0.779125216265628","0.711133379880109","0.847117052651146","2"
"No","2011","Bremen","1-pers.-HH","9","","","","2"
"No","2011","Bremen","(Married) couple without C. ","17","","","","2"
"No","2011","Bremen","Single parent ","14","","","","2"
"No","2011","Bremen","Couple + C. LE 16 ","25","","","","2"
"No","2011","Bremen","Couple + C. GT 16 ","7","","","","2"
"No","2011","Bremen","Couple + C. LE and GT 16","6","","","","2"
"No","2011","Bavaria","Couple + C. LE and GT 16","224","0.845220021444531","0.80277876147707","0.887661281411993","2"
"No","2011","Berlin","1-pers.-HH","73","0.707231124120545","0.620607112269529","0.79385513597156","2"
"No","2011","Berlin","(Married) couple without C. ","79","0.57319724341302","0.48849827953656","0.657896207289481","2"
"No","2011","North Rhine-Westphalia","1-pers.-HH","165","0.6643497826011","0.605814199126174","0.722885366076026","2"
"No","2011","North Rhine-Westphalia","(Married) couple without C. ","468","0.733048016675658","0.69967626586314","0.766419767488177","2"
"No","2011","North Rhine-Westphalia","Single parent ","257","0.76837276474457","0.72442596516998","0.812319564319161","2"
"No","2011","North Rhine-Westphalia","Couple + C. LE 16 ","895","0.774865641822599","0.750788592333554","0.798942691311644","2"
"No","2011","North Rhine-Westphalia","Couple + C. GT 16 ","369","0.789411166586835","0.753124545996561","0.82569778717711","2"
"No","2011","Bavaria","Single parent ","245","0.828095117569214","0.78649555465064","0.869694680487788","2"
"No","2011","Bavaria","Couple + C. LE 16 ","746","0.769395977642356","0.742610790608771","0.796181164675941","2"
"No","2011","Bavaria","Couple + C. GT 16 ","249","0.828845256379853","0.787642452309149","0.870048060450556","2"
"No","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","201","0.791326618881969","0.740443179065368","0.842210058698569","2"
"No","2011","Hesse","1-pers.-HH","78","0.774108809445628","0.692149414597227","0.856068204294028","2"
"No","2011","Hesse","(Married) couple without C. ","189","0.751409716782095","0.698569814313975","0.804249619250216","2"
"No","2011","Hesse","Single parent ","96","0.803758448726152","0.736514384931126","0.871002512521178","2"
"No","2011","Hesse","Couple + C. LE 16 ","321","0.750557896994805","0.709469398550894","0.791646395438715","2"
"No","2011","Hesse","Couple + C. GT 16 ","95","0.728794534655284","0.654886362276043","0.802702707034525","2"
"No","2011","Hesse","Couple + C. LE and GT 16","84","0.835175990061362","0.763523924135601","0.906828055987123","2"
"No","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","59","0.703300637595729","0.607859508827432","0.798741766364026","2"
"No","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","122","0.763544534160001","0.700590881765109","0.826498186554892","2"
"No","2011","Rhineland-Palatinate,Saarland","Single parent ","82","0.853771101667237","0.785863443974824","0.92167875935965","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","243","0.757132786061818","0.710796564815206","0.80346900730843","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","94","0.790068722053866","0.71720212680921","0.862935317298521","2"
"No","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","49","0.703566059724974","0.598804232477727","0.80832788697222","2"
"No","2011","Baden-Württemberg","1-pers.-HH","122","0.731232997299528","0.665172642183887","0.79729335241517","2"
"No","2011","Baden-Württemberg","(Married) couple without C. ","315","0.805470857587347","0.767014500790504","0.843927214384189","2"
"No","2011","Baden-Württemberg","Single parent ","152","0.796685604903992","0.741859111809355","0.85151209799863","2"
"No","2011","Baden-Württemberg","Couple + C. LE 16 ","642","0.806482321603846","0.779225885318513","0.833738757889178","2"
"No","2011","Baden-Württemberg","Couple + C. GT 16 ","210","0.784887353239312","0.735965817349076","0.833808889129548","2"
"No","2011","Baden-Württemberg","Couple + C. LE and GT 16","164","0.796682333096905","0.7418555114414","0.85150915475241","2"
"No","2011","Bavaria","1-pers.-HH","186","0.764435465538555","0.711727799671755","0.817143131405356","2"
"No","2011","Bavaria","(Married) couple without C. ","383","0.751486295375546","0.713795256664004","0.789177334087089","2"
"No","2011","Saxony","Couple + C. LE and GT 16","47","0.89883328999082","0.819139380153191","0.978527199828449","2"
"No","2011","Saxony-Anhalt","1-pers.-HH","47","0.822839253599262","0.730727007017124","0.914951500181399","2"
"No","2011","Saxony-Anhalt","(Married) couple without C. ","89","0.686626635686275","0.608378757439344","0.764874513933207","2"
"No","2011","Saxony-Anhalt","Single parent ","51","0.875029908636375","0.79337311764157","0.956686699631181","2"
"No","2011","Saxony-Anhalt","Couple + C. LE 16 ","143","0.833127140718547","0.778956884209663","0.887297397227432","2"
"No","2011","Saxony-Anhalt","Couple + C. GT 16 ","72","0.752225706502577","0.66352448438675","0.840926928618404","2"
"No","2011","Saxony-Anhalt","Couple + C. LE and GT 16","30","0.805387351494181","0.677821285392445","0.932953417595918","2"
"No","2011","Thuringia","1-pers.-HH","44","0.744100885905313","0.631799686093683","0.856402085716943","2"
"No","2011","Thuringia","(Married) couple without C. ","97","0.668691739124574","0.589586044531689","0.747797433717458","2"
"No","2011","Thuringia","Single parent ","42","0.789754353734543","0.683029984299002","0.896478723170084","2"
"No","2011","Thuringia","Couple + C. LE 16 ","162","0.732536699641775","0.672382878952651","0.792690520330899","2"
"No","2011","Thuringia","Couple + C. GT 16 ","90","0.807539369226295","0.733867014171858","0.881211724280731","2"
"No","2011","Thuringia","Couple + C. LE and GT 16","28","","","","2"
"Yes","2011","Schleswig-Holstein","1-pers.-HH","14","","","","1"
"Yes","2011","Schleswig-Holstein","(Married) couple without C. ","27","","","","1"
"Yes","2011","Schleswig-Holstein","Single parent ","21","","","","1"
"Yes","2011","Schleswig-Holstein","Couple + C. LE 16 ","41","0.161005936059857","0.109941100120805","0.212070771998909","1"
"Yes","2011","Schleswig-Holstein","Couple + C. GT 16 ","12","","","","1"
"Yes","2011","Schleswig-Holstein","Couple + C. LE and GT 16","15","","","","1"
"Yes","2011","Hamburg","1-pers.-HH","5","","","","1"
"Yes","2011","Hamburg","(Married) couple without C. ","15","","","","1"
"Yes","2011","Hamburg","Single parent ","4","","","","1"
"Yes","2011","Hamburg","Couple + C. LE 16 ","9","","","","1"
"Yes","2011","Hamburg","Couple + C. GT 16 ","9","","","","1"
"Yes","2011","Hamburg","Couple + C. LE and GT 16","6","","","","1"
"Yes","2011","Lower Saxony","1-pers.-HH","51","0.356463606327062","0.273164491770574","0.43976272088355","1"
"Yes","2011","Bremen","Single parent ","6","","","","1"
"Yes","2011","Bremen","Couple + C. LE 16 ","7","","","","1"
"Yes","2011","Bremen","Couple + C. GT 16 ","2","","","","1"
"Yes","2011","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","2011","North Rhine-Westphalia","1-pers.-HH","85","0.3356502173989","0.277114633923974","0.394185800873826","1"
"Yes","2011","North Rhine-Westphalia","(Married) couple without C. ","207","0.266951983324342","0.233580232511823","0.30032373413686","1"
"Yes","2011","Lower Saxony","Couple + C. LE and GT 16","22","","","","1"
"Yes","2011","Bremen","1-pers.-HH","2","","","","1"
"Yes","2011","Bremen","(Married) couple without C. ","4","","","","1"
"Yes","2011","Lower Saxony","Single parent ","55","0.34920167219748","0.279752004011065","0.418651340383896","1"
"Yes","2011","Lower Saxony","Couple + C. LE 16 ","126","0.211959556569173","0.176349424276434","0.247569688861913","1"
"Yes","2011","Lower Saxony","Couple + C. GT 16 ","54","0.29072728486302","0.224935439324444","0.356519130401596","1"
"Yes","2011","Lower Saxony","(Married) couple without C. ","88","0.216425566609447","0.17206179055003","0.260789342668864","1"
"Yes","2011","North Rhine-Westphalia","Single parent ","97","0.23162723525543","0.187680435680839","0.27557403483002","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. LE 16 ","261","0.225134358177401","0.201057308688356","0.249211407666446","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. GT 16 ","116","0.210588833413165","0.17430221282289","0.246875454003439","1"
"Yes","2011","North Rhine-Westphalia","Couple + C. LE and GT 16","44","0.208673381118031","0.157789941301431","0.259556820934632","1"
"Yes","2011","Hesse","1-pers.-HH","22","","","","1"
"Yes","2011","Hesse","(Married) couple without C. ","68","0.248590283217905","0.195750380749784","0.301430185686025","1"
"Yes","2011","Hesse","Single parent ","38","0.196241551273848","0.128997487478822","0.263485615068874","1"
"Yes","2011","Hesse","Couple + C. LE 16 ","105","0.249442103005195","0.208353604561285","0.290530601449106","1"
"Yes","2011","Hesse","Couple + C. GT 16 ","44","0.271205465344716","0.197297292965475","0.345113637723957","1"
"Yes","2011","Hesse","Couple + C. LE and GT 16","19","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","1-pers.-HH","29","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","(Married) couple without C. ","53","0.236455465839999","0.173501813445108","0.299409118234891","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Single parent ","22","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","(Married) couple without C. ","26","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","15","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","10","","","","1"
"Yes","2011","Saxony","1-pers.-HH","25","","","","1"
"Yes","2011","Saxony","(Married) couple without C. ","68","0.207882233033721","0.157173343353138","0.258591122714304","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE and GT 16","43","0.203317666903095","0.14849084524759","0.2581444885586","1"
"Yes","2011","Bavaria","1-pers.-HH","63","0.235564534461444","0.182856868594644","0.288272200328245","1"
"Yes","2011","Bavaria","(Married) couple without C. ","122","0.248513704624454","0.210822665912911","0.286204743335996","1"
"Yes","2011","Bavaria","Single parent ","71","0.171904882430786","0.130305319512212","0.21350444534936","1"
"Yes","2011","Bavaria","Couple + C. LE 16 ","204","0.230604022357644","0.203818835324059","0.257389209391229","1"
"Yes","2011","Brandenburg","(Married) couple without C. ","40","0.207383650828549","0.144166005084975","0.270601296572124","1"
"Yes","2011","Brandenburg","Single parent ","19","","","","1"
"Yes","2011","Brandenburg","Couple + C. GT 16 ","28","","","","1"
"Yes","2011","Brandenburg","Couple + C. LE and GT 16","10","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","1-pers.-HH","7","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Single parent ","8","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","8","","","","1"
"Yes","2011","Saxony","Single parent ","19","","","","1"
"Yes","2011","Saxony","Couple + C. LE 16 ","78","0.222151622514836","0.180078506586238","0.264224738443434","1"
"Yes","2011","Saxony","Couple + C. GT 16 ","32","0.220874783734372","0.152882947348854","0.288866620119891","1"
"Yes","2011","Saxony","Couple + C. LE and GT 16","8","","","","1"
"Yes","2011","Saxony-Anhalt","1-pers.-HH","19","","","","1"
"Yes","2011","Saxony-Anhalt","(Married) couple without C. ","46","0.313373364313725","0.235125486066793","0.391621242560656","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","86","0.242867213938182","0.19653099269157","0.289203435184793","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","26","","","","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","24","","","","1"
"Yes","2011","Baden-Württemberg","1-pers.-HH","51","0.268767002700472","0.20270664758483","0.334827357816114","1"
"Yes","2011","Baden-Württemberg","(Married) couple without C. ","92","0.194529142412653","0.156072785615811","0.232985499209495","1"
"Yes","2011","Baden-Württemberg","Single parent ","55","0.203314395096008","0.14848790200137","0.258140888190645","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE 16 ","165","0.193517678396154","0.166261242110822","0.220774114681486","1"
"Yes","2011","Baden-Württemberg","Couple + C. GT 16 ","61","0.215112646760688","0.166191110870452","0.264034182650924","1"
"Yes","2011","Berlin","(Married) couple without C. ","52","0.426802756586979","0.342103792710519","0.51150172046344","1"
"Yes","2011","Berlin","Single parent ","24","","","","1"
"Yes","2011","Berlin","Couple + C. GT 16 ","22","","","","1"
"Yes","2011","Berlin","Couple + C. LE and GT 16","1","","","","1"
"Yes","2011","Brandenburg","1-pers.-HH","11","","","","1"
"Yes","2011","Brandenburg","Couple + C. LE 16 ","35","0.233623725942209","0.170203244525085","0.297044207359333","1"
"Yes","2011","Saxony-Anhalt","Single parent ","12","","","","1"
"Yes","2011","Saxony-Anhalt","Couple + C. LE 16 ","39","0.166872859281453","0.112702602772568","0.221043115790337","1"
"Yes","2011","Saxony-Anhalt","Couple + C. GT 16 ","19","","","","1"
"Yes","2011","Saxony-Anhalt","Couple + C. LE and GT 16","7","","","","1"
"Yes","2011","Thuringia","1-pers.-HH","14","","","","1"
"Yes","2011","Bavaria","Couple + C. GT 16 ","72","0.171154743620147","0.129951939549444","0.212357547690851","1"
"Yes","2011","Bavaria","Couple + C. LE and GT 16","55","0.154779978555469","0.112338718588007","0.19722123852293","1"
"Yes","2011","Berlin","1-pers.-HH","33","0.292768875879455","0.20614486402844","0.379392887730471","1"
"Yes","2011","Berlin","Couple + C. LE 16 ","28","","","","1"
"Yes","2011","Thuringia","(Married) couple without C. ","39","0.331308260875426","0.252202566282542","0.410413955468311","1"
"Yes","2011","Thuringia","Single parent ","14","","","","1"
"Yes","2011","Thuringia","Couple + C. LE 16 ","46","0.267463300358225","0.207309479669101","0.327617121047349","1"
"Yes","2011","Thuringia","Couple + C. GT 16 ","20","","","","1"
"Yes","2011","Thuringia","Couple + C. LE and GT 16","8","","","","1"
"No","2012","Schleswig-Holstein","1-pers.-HH","44","0.723634313856927","0.6114105553877","0.835858072326155","2"
"No","2012","Schleswig-Holstein","(Married) couple without C. ","76","0.714941593405207","0.627758617886534","0.80212456892388","2"
"No","2012","Schleswig-Holstein","Single parent ","66","0.821944272667131","0.739642686456683","0.904245858877579","2"
"No","2012","Schleswig-Holstein","Couple + C. LE 16 ","170","0.864199940726164","0.817531852080158","0.910868029372171","2"
"No","2012","Schleswig-Holstein","Couple + C. GT 16 ","28","","","","2"
"No","2012","Schleswig-Holstein","Couple + C. LE and GT 16","34","0.737845712515515","0.607893698621723","0.867797726409307","2"
"No","2012","Hamburg","1-pers.-HH","29","","","","2"
"No","2012","Hamburg","(Married) couple without C. ","46","0.754725078811385","0.64203776132791","0.867412396294861","2"
"No","2012","Hamburg","Single parent ","26","","","","2"
"No","2012","Hamburg","Couple + C. LE 16 ","70","0.8756539850457","0.803793890944031","0.947514079147368","2"
"No","2012","Hamburg","Couple + C. GT 16 ","17","","","","2"
"No","2012","Hamburg","Couple + C. LE and GT 16","12","","","","2"
"No","2012","Lower Saxony","1-pers.-HH","83","0.621186008689953","0.539357423000775","0.703014594379132","2"
"No","2012","Lower Saxony","(Married) couple without C. ","212","0.742438900740076","0.693201255909312","0.79167654557084","2"
"No","2012","Lower Saxony","Single parent ","102","0.603688883541321","0.527178041543608","0.680199725539034","2"
"No","2012","Lower Saxony","Couple + C. LE 16 ","393","0.777914529319413","0.74205131139731","0.813777747241515","2"
"No","2012","Berlin","Couple + C. LE and GT 16","9","","","","2"
"No","2012","Brandenburg","1-pers.-HH","43","0.686905155347362","0.565443156516431","0.808367154178292","2"
"No","2012","Brandenburg","(Married) couple without C. ","120","0.730284222656693","0.663569334045637","0.79699911126775","2"
"No","2012","Brandenburg","Single parent ","53","0.754544527176955","0.65225705847219","0.856831995881721","2"
"No","2012","Brandenburg","Couple + C. LE 16 ","123","0.742209915918754","0.673569126110386","0.810850705727121","2"
"No","2012","Brandenburg","Couple + C. GT 16 ","43","0.680157968145469","0.566770756453155","0.793545179837782","2"
"No","2012","Brandenburg","Couple + C. LE and GT 16","32","0.884419415563877","0.785338577251122","0.983500253876631","2"
"No","2012","Mecklenburg-Western Pomerania","1-pers.-HH","38","0.799836178318355","0.691083557062401","0.908588799574309","2"
"No","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","61","0.708662652969764","0.61206724488062","0.805258061058908","2"
"No","2012","Mecklenburg-Western Pomerania","Single parent ","27","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","100","0.838917912648387","0.77202155770103","0.905814267595745","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","25","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","13","","","","2"
"No","2012","Saxony","1-pers.-HH","85","0.696021922754518","0.610452383631746","0.781591461877291","2"
"No","2012","Saxony","(Married) couple without C. ","169","0.777036796728175","0.723706063759","0.83036752969735","2"
"No","2012","Saxony","Single parent ","60","0.840397681462928","0.760640903227258","0.920154459698598","2"
"No","2012","Saxony","Couple + C. LE 16 ","282","0.770744775054662","0.72744269868569","0.814046851423634","2"
"No","2012","Saxony","Couple + C. GT 16 ","127","0.823799977670328","0.764580660377109","0.883019294963547","2"
