"pgoeffd","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No","2015","(2b) intermediate general qualification","376","0.874947324698675","0.844179694055502","0.905714955341848"
"No","2015","(2a) intermediate vocational","2989","0.777731107422597","0.764609792789482","0.790852422055713"
"No","2015","(2c_gen) general maturity certificate","675","0.787234834172235","0.759137074005713","0.815332594338758"
"No","2015","(2c_voc) vocational maturity certificate","1392","0.740395607951559","0.720401474888191","0.760389741014927"
"No","2015","(3a) lower tertiary education","775","0.640942062481495","0.613685802500825","0.668198322462164"
"No","2015","(3b) higher tertiary education","1745","0.591810483553707","0.573689395837674","0.60993157126974"
"Yes","2016","(0) in school","7","","",""
"Yes","2016","(1a) inadequately completed","25","","",""
"Yes","2016","(1b) general elementary school","97","0.131436345092208","0.109300549461483","0.153572140722933"
"Yes","2016","(1c) basic vocational qualification","378","0.173200374257162","0.158035386916592","0.188365361597732"
"Yes","2016","(2b) intermediate general qualification","73","0.149307625742579","0.114027321462653","0.184587930022505"
"Yes","2016","(2a) intermediate vocational","814","0.236036005120647","0.222057345028985","0.250014665212309"
"Yes","2016","(2c_gen) general maturity certificate","145","0.197413748234255","0.169188617190139","0.225638879278371"
"Yes","2016","(2c_voc) vocational maturity certificate","449","0.256172751617805","0.235933785507054","0.276411717728557"
"Yes","2016","(3a) lower tertiary education","391","0.355631881619987","0.327483176102815","0.383780587137159"
"Yes","2016","(3b) higher tertiary education","1041","0.410391867814781","0.391698464403042","0.42908527122652"
"No","2016","(0) in school","48","0.949594509147119","0.891774951095352","1.00741406719889"
"No","2016","(1a) inadequately completed","300","0.874987448605796","0.83903039218241","0.910944505029182"
"No","2016","(1b) general elementary school","798","0.868563654907792","0.846427859277067","0.890699450538517"
"No","2016","(1c) basic vocational qualification","2014","0.826799625742838","0.811634638402268","0.841964613083408"
"No","2016","(2b) intermediate general qualification","319","0.850692374257421","0.815412069977495","0.885972678537347"
"No","2016","(2a) intermediate vocational","2731","0.763963994879353","0.749985334787691","0.777942654971015"
"No","2016","(2c_gen) general maturity certificate","619","0.802586251765745","0.774361120721629","0.830811382809861"
"No","2016","(2c_voc) vocational maturity certificate","1338","0.743827248382195","0.723588282271443","0.764066214492946"
"No","2016","(3a) lower tertiary education","720","0.644368118380013","0.616219412862841","0.672516823897185"
"No","2016","(3b) higher tertiary education","1619","0.589608132185219","0.57091472877348","0.608301535596957"
"Yes","2017","(0) in school","5","","",""
"Yes","2017","(1a) inadequately completed","41","0.105543923152459","0.0766038070608072","0.13448403924411"
"Yes","2017","(1b) general elementary school","118","0.140157980375735","0.119405877737187","0.160910083014282"
"Yes","2017","(1c) basic vocational qualification","392","0.152423374825891","0.138378817835343","0.166467931816439"
"Yes","2017","(2b) intermediate general qualification","87","0.197005407476802","0.160134000234773","0.233876814718831"
"Yes","2017","(2a) intermediate vocational","971","0.227904712806227","0.215178945657156","0.240630479955298"
"Yes","2017","(2c_gen) general maturity certificate","199","0.210416079042036","0.184738798738874","0.236093359345197"
"Yes","2017","(2c_voc) vocational maturity certificate","503","0.270546907724352","0.250949686784367","0.290144128664338"
"Yes","2017","(3a) lower tertiary education","460","0.356194506327825","0.329878166676951","0.382510845978699"
"Yes","2017","(3b) higher tertiary education","1169","0.412333309622692","0.394874954544568","0.429791664700817"
"No","2017","(0) in school","66","0.897991633969765","0.827591585601413","0.968391682338116"
"No","2017","(1a) inadequately completed","392","0.894456076847541","0.86551596075589","0.923396192939193"
"No","2017","(1b) general elementary school","957","0.859842019624265","0.839089916985718","0.880594122262813"
"No","2017","(1c) basic vocational qualification","2124","0.847576625174109","0.833532068183561","0.861621182164657"
"No","2017","(2b) intermediate general qualification","360","0.802994592523198","0.766123185281169","0.839865999765227"
"No","2017","(2a) intermediate vocational","3203","0.772095287193773","0.759369520044702","0.784821054342844"
"No","2017","(2c_gen) general maturity certificate","769","0.789583920957964","0.763906640654803","0.815261201261126"
"No","2017","(2c_voc) vocational maturity certificate","1471","0.729453092275648","0.709855871335662","0.749050313215633"
"No","2017","(3a) lower tertiary education","812","0.643805493672175","0.617489154021301","0.670121833323049"
"No","2017","(3b) higher tertiary education","1885","0.587666690377307","0.570208335299183","0.605125045455432"
"Yes","2018","(0) in school","","","",""
"Yes","2018","(1a) inadequately completed","42","0.0997990639150759","0.0734741849176646","0.126123942912487"
"Yes","2018","(1b) general elementary school","124","0.16207120313629","0.139928340643946","0.184214065628634"
"Yes","2018","(1c) basic vocational qualification","355","0.174141776189721","0.158461605404667","0.189821946974775"
"Yes","2018","(2b) intermediate general qualification","64","0.128141038907462","0.0973612081029758","0.158920869711948"
"Yes","2018","(2a) intermediate vocational","898","0.231754104757853","0.218373361083658","0.245134848432049"
"Yes","2018","(2c_gen) general maturity certificate","188","0.208490437954377","0.183069899758831","0.233910976149924"
"Yes","2018","(2c_voc) vocational maturity certificate","483","0.261206538337534","0.24118335246294","0.281229724212129"
"Yes","2018","(3a) lower tertiary education","448","0.37541569877411","0.348097868474412","0.402733529073808"
"Yes","2018","(3b) higher tertiary education","1157","0.425584816094679","0.407626797213214","0.443542834976143"
"No","2018","(0) in school","46","1","1","1"
"No","2018","(1a) inadequately completed","456","0.900200936084924","0.873876057087513","0.926525815082335"
"No","2018","(1b) general elementary school","940","0.83792879686371","0.815785934371366","0.860071659356054"
"No","2018","(1c) basic vocational qualification","1892","0.825858223810279","0.810178053025225","0.841538394595333"
"No","2018","(2b) intermediate general qualification","389","0.871858961092538","0.841079130288052","0.902638791897024"
"No","2018","(2a) intermediate vocational","2922","0.768245895242147","0.754865151567951","0.781626638916342"
"No","2018","(2c_gen) general maturity certificate","793","0.791509562045623","0.766089023850076","0.816930100241169"
"No","2018","(2c_voc) vocational maturity certificate","1366","0.738793461662466","0.718770275787871","0.75881664753706"
"No","2018","(3a) lower tertiary education","759","0.62458430122589","0.597266470926192","0.651902131525589"
"No","2018","(3b) higher tertiary education","1755","0.574415183905321","0.556457165023857","0.592373202786785"
"Yes","2019","(0) in school","2","","",""
"Yes","2019","(1a) inadequately completed","36","0.167077472583769","0.135815550201266","0.198339394966272"
"Yes","2019","(1b) general elementary school","100","0.151874103721265","0.129147352265308","0.174600855177222"
"Yes","2019","(1c) basic vocational qualification","322","0.166084097789734","0.149786155712115","0.182382039867353"
"Yes","2019","(2b) intermediate general qualification","67","0.173942962709846","0.138881230397085","0.209004695022608"
"Yes","2019","(2a) intermediate vocational","888","0.243917148743394","0.230034696089438","0.25779960139735"
"Yes","2019","(2c_gen) general maturity certificate","160","0.178609715354727","0.154214737873073","0.20300469283638"
"Yes","2019","(2c_voc) vocational maturity certificate","499","0.299173928215979","0.278165979261716","0.320181877170243"
"Yes","2019","(3a) lower tertiary education","425","0.345331194541892","0.318529412577666","0.372132976506119"
"Yes","2019","(3b) higher tertiary education","1114","0.404018096461275","0.386283654623788","0.421752538298762"
"No","2019","(0) in school","65","0.977556834630555","0.942089891982975","1.01302377727813"
"No","2019","(1a) inadequately completed","511","0.832922527416231","0.801660605033728","0.864184449798734"
"No","2019","(1b) general elementary school","858","0.848125896278735","0.825399144822778","0.870852647734692"
"No","2019","(1c) basic vocational qualification","1681","0.833915902210266","0.817617960132647","0.850213844287885"
"No","2019","(2b) intermediate general qualification","382","0.826057037290154","0.790995304977392","0.861118769602915"
"No","2019","(2a) intermediate vocational","2788","0.756082851256606","0.74220039860265","0.769965303910562"
"No","2019","(2c_gen) general maturity certificate","787","0.821390284645273","0.79699530716362","0.845785262126927"
"No","2019","(2c_voc) vocational maturity certificate","1326","0.700826071784021","0.679818122829757","0.721834020738285"
"No","2019","(3a) lower tertiary education","784","0.654668805458108","0.627867023493881","0.681470587422334"
"No","2019","(3b) higher tertiary education","1827","0.595981903538724","0.578247461701238","0.613716345376211"
