"pgoeffd","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","1984","Schleswig-Holstein","Male","35","0.270973367793919","0.196274565533395","0.345672170054444","1"
"Yes","1984","Schleswig-Holstein","Female","19","","","","1"
"Yes","1984","Hamburg","Male","27","","","","1"
"Yes","1984","Hamburg","Female","23","","","","1"
"Yes","1984","Lower Saxony","Male","105","0.275256358775778","0.232842852307667","0.317669865243889","1"
"Yes","1984","Lower Saxony","Female","58","0.261519336965177","0.206264993698026","0.316773680232329","1"
"Yes","1984","Bremen","Male","5","","","","1"
"Yes","1984","Bremen","Female","4","","","","1"
"Yes","1984","North Rhine-Westphalia","Male","220","0.220671133401084","0.197246759490387","0.244095507311781","1"
"Yes","1984","North Rhine-Westphalia","Female","167","0.314369409240273","0.2777068339766","0.351031984503945","1"
"Yes","1984","Hesse","Male","90","0.235399814129344","0.197126387264711","0.273673240993978","1"
"Yes","1984","Hesse","Female","77","0.315231807287816","0.260714701112738","0.369748913462894","1"
"Yes","1984","Rhineland-Palatinate,Saarland","Male","57","0.217612035163235","0.170122094385166","0.265101975941304","1"
"Yes","1984","Rhineland-Palatinate,Saarland","Female","42","0.27352991161355","0.205305869262686","0.341753953964414","1"
"Yes","1984","Baden-Württemberg","Male","125","0.184670866828559","0.159404100356419","0.209937633300699","1"
"Yes","1984","Baden-Württemberg","Female","109","0.244500628655606","0.208149492283823","0.280851765027388","1"
"Yes","1984","Bavaria","Male","147","0.22217350877243","0.192520953966313","0.251826063578546","1"
"Yes","1984","Bavaria","Female","104","0.217903279287575","0.18221475034132","0.253591808233829","1"
"Yes","1984","Berlin","Male","56","0.434797888739615","0.355729075869773","0.513866701609458","1"
"Yes","1984","Berlin","Female","32","0.311159183967468","0.225798159733192","0.396520208201743","1"
"Yes","1984","Brandenburg","Male","","","","","1"
"Yes","1984","Brandenburg","Female","","","","","1"
"Yes","1984","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1984","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1984","Saxony","Male","","","","","1"
"Yes","1984","Saxony","Female","","","","","1"
"Yes","1984","Saxony-Anhalt","Male","","","","","1"
"Yes","1984","Saxony-Anhalt","Female","","","","","1"
"Yes","1984","Thuringia","Male","","","","","1"
"Yes","1984","Thuringia","Female","","","","","1"
"No","1985","Schleswig-Holstein","Female","58","0.765962495101371","0.670140779638565","0.861784210564177","2"
"No","1985","Hamburg","Male","68","0.749873914126943","0.66137706791351","0.838370760340375","2"
"No","1985","Hamburg","Female","46","0.723305928157481","0.615377199141497","0.831234657173465","2"
"No","1985","Schleswig-Holstein","Male","88","0.699295802355864","0.617589489648272","0.781002115063457","2"
"No","1985","Lower Saxony","Male","249","0.710468792107326","0.662117293968805","0.758820290245846","2"
"No","1985","Lower Saxony","Female","159","0.720831404859911","0.660729071271612","0.780933738448209","2"
"No","1985","Bremen","Male","17","","","","2"
"No","1985","Bremen","Female","13","","","","2"
"No","1985","North Rhine-Westphalia","Male","843","0.771751520555981","0.74635331461482","0.797149726497143","2"
"No","1985","Baden-Württemberg","Male","677","0.813074318667089","0.785854539945047","0.840294097389131","2"
"No","1985","North Rhine-Westphalia","Female","380","0.668271880466998","0.628412234844575","0.708131526089422","2"
"No","1985","Baden-Württemberg","Female","379","0.758278001573561","0.719897870004592","0.796658133142531","2"
"No","1985","Bavaria","Male","524","0.774321117454082","0.742332005452542","0.806310229455623","2"
"No","1985","Bavaria","Female","354","0.775392753733883","0.736662226201206","0.814123281266561","2"
"No","1985","Hesse","Female","152","0.679396848238814","0.617443397392467","0.741350299085162","2"
"No","1985","Hesse","Male","330","0.749924950030128","0.708360298187489","0.791489601872767","2"
"No","1985","Rhineland-Palatinate,Saarland","Male","209","0.764621889807461","0.713055370686844","0.816188408928078","2"
"No","1985","Rhineland-Palatinate,Saarland","Female","101","0.678135455793411","0.601828937141703","0.75444197444512","2"
"No","1985","Berlin","Male","69","0.507588919094763","0.418509909265279","0.596667928924247","2"
"No","1985","Berlin","Female","61","0.68385030458255","0.587249666763359","0.780450942401742","2"
"No","1985","Brandenburg","Male","","","","","2"
"No","1985","Saxony","Male","","","","","2"
"No","1985","Brandenburg","Female","","","","","2"
"No","1985","Saxony","Female","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1985","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1985","Saxony-Anhalt","Male","","","","","2"
"No","1985","Saxony-Anhalt","Female","","","","","2"
"No","1985","Thuringia","Male","","","","","2"
"No","1985","Thuringia","Female","","","","","2"
"Yes","1985","Hesse","Male","87","0.250075049969872","0.208510398127233","0.291639701812511","1"
"Yes","1985","Hesse","Female","66","0.320603151761186","0.258649700914838","0.382556602607533","1"
"Yes","1985","Rhineland-Palatinate,Saarland","Male","51","0.235378110192539","0.183811591071922","0.286944629313156","1"
"Yes","1985","Rhineland-Palatinate,Saarland","Female","43","0.321864544206589","0.24555802555488","0.398171062858297","1"
"Yes","1985","Baden-Württemberg","Male","111","0.186925681332911","0.159705902610869","0.214145460054953","1"
"Yes","1985","Baden-Württemberg","Female","99","0.241721998426439","0.203341866857469","0.280102129995408","1"
"Yes","1985","Bavaria","Male","132","0.225678882545917","0.193689770544376","0.257667994547458","1"
"Yes","1985","Bavaria","Female","92","0.224607246266117","0.185876718733439","0.263337773798794","1"
"Yes","1985","Schleswig-Holstein","Male","33","0.300704197644136","0.218997884936543","0.382410510351728","1"
"Yes","1985","Schleswig-Holstein","Female","17","","","","1"
"Yes","1985","Hamburg","Male","24","","","","1"
"Yes","1985","Hamburg","Female","20","","","","1"
"Yes","1985","Lower Saxony","Male","89","0.289531207892674","0.241179709754154","0.337882706031195","1"
"Yes","1985","Lower Saxony","Female","55","0.279168595140089","0.21906626155179","0.339270928728388","1"
"Yes","1985","Bremen","Male","6","","","","1"
"Yes","1985","Bremen","Female","3","","","","1"
"Yes","1985","North Rhine-Westphalia","Male","206","0.228248479444019","0.202850273502858","0.25364668538518","1"
"Yes","1985","North Rhine-Westphalia","Female","156","0.331728119533002","0.291868473910578","0.371587765155425","1"
"Yes","1985","Berlin","Male","52","0.492411080905237","0.403332071075753","0.581490090734721","1"
"Yes","1985","Berlin","Female","28","","","","1"
"Yes","1985","Brandenburg","Male","","","","","1"
"Yes","1985","Brandenburg","Female","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1985","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1985","Saxony","Male","","","","","1"
"Yes","1985","Saxony","Female","","","","","1"
"Yes","1985","Saxony-Anhalt","Male","","","","","1"
"Yes","1985","Saxony-Anhalt","Female","","","","","1"
"Yes","1985","Thuringia","Male","","","","","1"
"Yes","1985","Thuringia","Female","","","","","1"
"No","1986","Schleswig-Holstein","Female","51","0.764810359071653","0.663256445357063","0.866364272786243","2"
"No","1986","Schleswig-Holstein","Male","83","0.707545543670484","0.623673892891775","0.791417194449192","2"
"No","1986","Hamburg","Male","60","0.766956407426635","0.673730102998328","0.860182711854942","2"
"No","1986","Hamburg","Female","34","0.67881067072919","0.550660884058246","0.806960457400135","2"
"No","1986","Lower Saxony","Male","258","0.723162707807724","0.675811469772242","0.770513945843205","2"
"No","1986","Bremen","Male","19","","","","2"
"No","1986","Lower Saxony","Female","156","0.719371286113209","0.658746605204746","0.779995967021671","2"
"No","1986","Bremen","Female","16","","","","2"
"No","1986","North Rhine-Westphalia","Male","779","0.764926017838146","0.738349953754665","0.791502081921627","2"
"No","1986","Baden-Württemberg","Male","645","0.798141098836028","0.769566688441947","0.826715509230109","2"
"No","1986","North Rhine-Westphalia","Female","346","0.670679328919093","0.629278174792646","0.71208048304554","2"
"No","1986","Baden-Württemberg","Female","353","0.738664125582843","0.698024664553798","0.779303586611888","2"
"No","1986","Bavaria","Male","473","0.753103059182004","0.718714444418059","0.787491673945949","2"
"No","1986","Bavaria","Female","324","0.769801803347177","0.729153735797474","0.81044987089688","2"
"No","1986","Hesse","Male","286","0.725091565525732","0.679351370994995","0.770831760056469","2"
"No","1986","Hesse","Female","147","0.671565170580473","0.607587031516124","0.735543309644822","2"
"No","1986","Rhineland-Palatinate,Saarland","Male","211","0.788981620070219","0.738998692053797","0.838964548086642","2"
"No","1986","Rhineland-Palatinate,Saarland","Female","97","0.674597795854691","0.596709286017126","0.752486305692257","2"
"No","1986","Berlin","Male","73","0.535540358120066","0.447401863396171","0.623678852843961","2"
"No","1986","Berlin","Female","54","0.68409895028623","0.580933141749666","0.787264758822794","2"
"No","1986","Brandenburg","Male","","","","","2"
"No","1986","Brandenburg","Female","","","","","2"
"No","1986","Saxony","Male","","","","","2"
"No","1986","Saxony","Female","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1986","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1986","Saxony-Anhalt","Male","","","","","2"
"No","1986","Saxony-Anhalt","Female","","","","","2"
"No","1986","Thuringia","Male","","","","","2"
"No","1986","Thuringia","Female","","","","","2"
"Yes","1986","Hesse","Male","80","0.274908434474268","0.229168239943531","0.320648629005005","1"
"Yes","1986","Hesse","Female","60","0.328434829419527","0.264456690355178","0.392412968483876","1"
"Yes","1986","Rhineland-Palatinate,Saarland","Male","45","0.211018379929781","0.161035451913358","0.261001307946203","1"
"Yes","1986","Rhineland-Palatinate,Saarland","Female","42","0.325402204145308","0.247513694307743","0.403290713982874","1"
"Yes","1986","Baden-Württemberg","Male","113","0.201858901163972","0.173284490769891","0.230433311558053","1"
"Yes","1986","Baden-Württemberg","Female","96","0.261335874417157","0.220696413388112","0.301975335446202","1"
"Yes","1986","Bavaria","Male","131","0.246896940817996","0.212508326054051","0.281285555581941","1"
"Yes","1986","Bavaria","Female","88","0.230198196652823","0.18955012910312","0.270846264202526","1"
"Yes","1986","Berlin","Male","50","0.464459641879934","0.376321147156039","0.552598136603829","1"
"Yes","1986","Schleswig-Holstein","Male","30","0.292454456329516","0.208582805550807","0.376326107108225","1"
"Yes","1986","Schleswig-Holstein","Female","16","","","","1"
"Yes","1986","Hamburg","Male","19","","","","1"
"Yes","1986","Hamburg","Female","17","","","","1"
"Yes","1986","Lower Saxony","Male","85","0.276837292192276","0.229486054156795","0.324188530227758","1"
"Yes","1986","Lower Saxony","Female","55","0.280628713886791","0.220004032978329","0.341253394795254","1"
"Yes","1986","Bremen","Male","4","","","","1"
"Yes","1986","Bremen","Female","2","","","","1"
"Yes","1986","North Rhine-Westphalia","Male","199","0.235073982161854","0.208497918078373","0.261650046245335","1"
"Yes","1986","North Rhine-Westphalia","Female","149","0.329320671080907","0.28791951695446","0.370721825207355","1"
"Yes","1986","Berlin","Female","24","","","","1"
"Yes","1986","Brandenburg","Male","","","","","1"
"Yes","1986","Brandenburg","Female","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1986","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1986","Saxony","Male","","","","","1"
"Yes","1986","Saxony","Female","","","","","1"
"Yes","1986","Saxony-Anhalt","Male","","","","","1"
"Yes","1986","Saxony-Anhalt","Female","","","","","1"
"Yes","1986","Thuringia","Male","","","","","1"
"Yes","1986","Thuringia","Female","","","","","1"
"No","1987","Hamburg","Male","57","0.786986951597169","0.693063611053998","0.88091029214034","2"
"No","1987","Schleswig-Holstein","Male","83","0.720052281774038","0.637635406111788","0.802469157436288","2"
"No","1987","Schleswig-Holstein","Female","48","0.720764727090373","0.61253214377722","0.828997310403527","2"
"No","1987","Hamburg","Female","33","0.719203331662856","0.590727634619875","0.847679028705837","2"
"No","1987","Lower Saxony","Female","168","0.685807366467726","0.626331711355094","0.745283021580359","2"
"No","1987","Lower Saxony","Male","264","0.720434180227565","0.673484382692754","0.767383977762376","2"
"No","1987","Bremen","Male","19","","","","2"
"No","1987","Bremen","Female","12","","","","2"
"No","1987","North Rhine-Westphalia","Male","757","0.754584438192366","0.727419135707028","0.781749740677705","2"
"No","1987","North Rhine-Westphalia","Female","360","0.650785553330617","0.610006842499847","0.691564264161388","2"
"No","1987","Baden-Württemberg","Female","351","0.742370459606685","0.701919103006183","0.782821816207188","2"
"No","1987","Baden-Württemberg","Male","640","0.80571706182918","0.777382546146313","0.834051577512048","2"
"No","1987","Bavaria","Male","483","0.768277195731348","0.734600242483401","0.801954148979295","2"
"No","1987","Bavaria","Female","341","0.763022321642688","0.723289986093191","0.802754657192186","2"
"No","1987","Hesse","Female","164","0.726880888280603","0.667323378352637","0.78643839820857","2"
"No","1987","Hesse","Male","307","0.753807885268035","0.710607878283012","0.797007892253058","2"
"No","1987","Rhineland-Palatinate,Saarland","Male","217","0.795622311546779","0.746607014917605","0.844637608175953","2"
"No","1987","Rhineland-Palatinate,Saarland","Female","96","0.708306405464008","0.630469336457492","0.786143474470523","2"
"No","1987","Berlin","Male","72","0.495511457631978","0.408211240753109","0.582811674510848","2"
"No","1987","Berlin","Female","64","0.691104197248703","0.59617382940158","0.786034565095825","2"
"No","1987","Brandenburg","Male","","","","","2"
"No","1987","Brandenburg","Female","","","","","2"
"No","1987","Saxony","Male","","","","","2"
"No","1987","Saxony","Female","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1987","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1987","Saxony-Anhalt","Male","","","","","2"
"No","1987","Saxony-Anhalt","Female","","","","","2"
"No","1987","Thuringia","Male","","","","","2"
"No","1987","Thuringia","Female","","","","","2"
"Yes","1987","Hesse","Male","75","0.246192114731965","0.202992107746942","0.289392121716988","1"
"Yes","1987","Hesse","Female","51","0.273119111719396","0.21356160179143","0.332676621647363","1"
"Yes","1987","Rhineland-Palatinate,Saarland","Male","43","0.204377688453221","0.155362391824047","0.253392985082395","1"
"Yes","1987","Rhineland-Palatinate,Saarland","Female","35","0.291693594535993","0.213856525529477","0.369530663542508","1"
"Yes","1987","Baden-Württemberg","Male","109","0.19428293817082","0.165948422487952","0.222617453853687","1"
"Yes","1987","Baden-Württemberg","Female","98","0.257629540393315","0.217178183792812","0.298080896993817","1"
"Yes","1987","Bavaria","Male","120","0.231722804268652","0.198045851020705","0.265399757516599","1"
"Yes","1987","Bavaria","Female","99","0.236977678357312","0.197245342807814","0.276710013906809","1"
"Yes","1987","Berlin","Male","54","0.504488542368022","0.417188325489152","0.591788759246891","1"
"Yes","1987","Berlin","Female","27","","","","1"
"Yes","1987","Schleswig-Holstein","Male","31","0.279947718225962","0.197530842563712","0.362364593888212","1"
"Yes","1987","Schleswig-Holstein","Female","18","","","","1"
"Yes","1987","Hamburg","Male","16","","","","1"
"Yes","1987","Hamburg","Female","14","","","","1"
"Yes","1987","Lower Saxony","Male","87","0.279565819772435","0.232616022237624","0.326515617307245","1"
"Yes","1987","Lower Saxony","Female","66","0.314192633532274","0.254716978419641","0.373668288644906","1"
"Yes","1987","Bremen","Male","4","","","","1"
"Yes","1987","Bremen","Female","2","","","","1"
"Yes","1987","North Rhine-Westphalia","Male","207","0.245415561807634","0.218250259322295","0.272580864292972","1"
"Yes","1987","North Rhine-Westphalia","Female","165","0.349214446669383","0.308435735838612","0.389993157500153","1"
"Yes","1987","Brandenburg","Male","","","","","1"
"Yes","1987","Brandenburg","Female","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1987","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1987","Saxony","Male","","","","","1"
"Yes","1987","Saxony","Female","","","","","1"
"Yes","1987","Saxony-Anhalt","Male","","","","","1"
"Yes","1987","Saxony-Anhalt","Female","","","","","1"
"Yes","1987","Thuringia","Male","","","","","1"
"Yes","1987","Thuringia","Female","","","","","1"
"No","1988","Schleswig-Holstein","Female","47","0.68665360371468","0.575584851293332","0.797722356136028","2"
"No","1988","Schleswig-Holstein","Male","86","0.717550032995011","0.634544751291029","0.800555314698993","2"
"No","1988","Hamburg","Male","56","0.852781379356687","0.769777326628141","0.935785432085233","2"
"No","1988","Hamburg","Female","28","","","","2"
"No","1988","Lower Saxony","Male","260","0.731585335894112","0.684551920503596","0.778618751284629","2"
"No","1988","Lower Saxony","Female","157","0.683051888716176","0.621001837003037","0.745101940429314","2"
"No","1988","Bremen","Male","22","","","","2"
"No","1988","Bremen","Female","14","","","","2"
"No","1988","North Rhine-Westphalia","Male","744","0.760774995568127","0.733430262622173","0.788119728514081","2"
"No","1988","North Rhine-Westphalia","Female","371","0.659824144026126","0.619753456613505","0.699894831438748","2"
"No","1988","Baden-Württemberg","Male","624","0.809574299145577","0.780974041497452","0.838174556793702","2"
"No","1988","Baden-Württemberg","Female","356","0.729140888352139","0.688529613155877","0.7697521635484","2"
"No","1988","Bavaria","Male","467","0.769754062892271","0.735610121670954","0.803898004113588","2"
"No","1988","Bavaria","Female","341","0.78232311728902","0.743273329198977","0.821372905379062","2"
"No","1988","Hesse","Male","292","0.763312878669294","0.719344598794533","0.807281158544055","2"
"No","1988","Hesse","Female","161","0.71316305235982","0.652706855304825","0.773619249414814","2"
"No","1988","Rhineland-Palatinate,Saarland","Male","202","0.804221245632465","0.753915256573101","0.854527234691829","2"
"No","1988","Rhineland-Palatinate,Saarland","Female","109","0.754293790572034","0.682981825263513","0.825605755880555","2"
"No","1988","Berlin","Male","76","0.521253294991654","0.433680262227627","0.608826327755681","2"
"No","1988","Berlin","Female","62","0.684228945016734","0.588197444149303","0.780260445884165","2"
"No","1988","Brandenburg","Male","","","","","2"
"No","1988","Brandenburg","Female","","","","","2"
"No","1988","Saxony","Male","","","","","2"
"No","1988","Saxony","Female","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1988","Saxony-Anhalt","Male","","","","","2"
"No","1988","Saxony-Anhalt","Female","","","","","2"
"No","1988","Thuringia","Male","","","","","2"
"No","1988","Thuringia","Female","","","","","2"
"Yes","1988","Hesse","Male","67","0.236687121330706","0.192718841455945","0.280655401205467","1"
"Yes","1988","Hesse","Female","54","0.28683694764018","0.226380750585186","0.347293144695175","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Male","37","0.195778754367535","0.145472765308171","0.246084743426899","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Female","31","0.245706209427966","0.174394244119445","0.317018174736487","1"
"Yes","1988","Baden-Württemberg","Male","100","0.190425700854423","0.161825443206298","0.219025958502548","1"
"Yes","1988","Baden-Württemberg","Female","104","0.270859111647861","0.2302478364516","0.311470386844123","1"
"Yes","1988","Bavaria","Male","117","0.230245937107729","0.196101995886412","0.264389878329045","1"
"Yes","1988","Bavaria","Female","88","0.217676882710981","0.178627094620938","0.256726670801023","1"
"Yes","1988","Berlin","Male","49","0.478746705008346","0.391173672244319","0.566319737772373","1"
"Yes","1988","Berlin","Female","28","","","","1"
"Yes","1988","Brandenburg","Male","","","","","1"
"Yes","1988","Schleswig-Holstein","Male","27","","","","1"
"Yes","1988","Schleswig-Holstein","Female","20","","","","1"
"Yes","1988","Hamburg","Male","14","","","","1"
"Yes","1988","Hamburg","Female","14","","","","1"
"Yes","1988","Lower Saxony","Male","81","0.268414664105888","0.221381248715371","0.315448079496404","1"
"Yes","1988","Lower Saxony","Female","59","0.316948111283825","0.254898059570686","0.378998162996963","1"
"Yes","1988","Bremen","Male","7","","","","1"
"Yes","1988","Bremen","Female","2","","","","1"
"Yes","1988","North Rhine-Westphalia","Male","191","0.239225004431873","0.211880271485919","0.266569737377827","1"
"Yes","1988","North Rhine-Westphalia","Female","166","0.340175855973874","0.300105168561253","0.380246543386495","1"
"Yes","1988","Brandenburg","Female","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1988","Saxony","Male","","","","","1"
"Yes","1988","Saxony","Female","","","","","1"
"Yes","1988","Saxony-Anhalt","Male","","","","","1"
"Yes","1988","Saxony-Anhalt","Female","","","","","1"
"Yes","1988","Thuringia","Male","","","","","1"
"Yes","1988","Thuringia","Female","","","","","1"
"No","1989","Schleswig-Holstein","Male","79","0.707032930598632","0.621197727794673","0.792868133402592","2"
"No","1989","Schleswig-Holstein","Female","47","0.690902116564695","0.579413018923283","0.802391214206108","2"
"No","1989","Hamburg","Male","57","0.892831986563448","0.81876440741088","0.966899565716016","2"
"No","1989","Hamburg","Female","40","0.786794916400724","0.674388124442232","0.899201708359216","2"
"No","1989","Lower Saxony","Male","257","0.737924572142137","0.691111474476921","0.784737669807352","2"
"No","1989","Lower Saxony","Female","160","0.6797061437759","0.618466795334899","0.7409454922169","2"
"No","1989","Bavaria","Male","469","0.761534414199514","0.727148568614286","0.795920259784743","2"
"No","1989","Bavaria","Female","355","0.770221213725368","0.731265444217655","0.80917698323308","2"
"No","1989","Bremen","Female","13","","","","2"
"No","1989","Bremen","Male","26","","","","2"
"No","1989","North Rhine-Westphalia","Male","757","0.779711417236392","0.753217443255866","0.806205391216918","2"
"No","1989","Hesse","Male","295","0.727855389676215","0.682321213986275","0.773389565366155","2"
"No","1989","North Rhine-Westphalia","Female","386","0.661986999087521","0.622632622965043","0.70134137521","2"
"No","1989","Hesse","Female","177","0.749853692161175","0.694003146991472","0.805704237330877","2"
"No","1989","Rhineland-Palatinate,Saarland","Male","208","0.835233127712369","0.788590419514848","0.88187583590989","2"
"No","1989","Rhineland-Palatinate,Saarland","Female","120","0.783406017079825","0.718135204286578","0.848676829873072","2"
"No","1989","Berlin","Male","81","0.567162409882023","0.48030451703057","0.654020302733475","2"
"No","1989","Berlin","Female","63","0.655939143253107","0.558864995884442","0.753013290621772","2"
"No","1989","Brandenburg","Male","","","","","2"
"No","1989","Brandenburg","Female","","","","","2"
"No","1989","Baden-Württemberg","Male","611","0.817307948984088","0.78878422536667","0.845831672601506","2"
"No","1989","Baden-Württemberg","Female","382","0.738078208501376","0.699147970495044","0.777008446507709","2"
"No","1989","Mecklenburg-Western Pomerania","Male","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","Female","","","","","2"
"No","1989","Saxony","Male","","","","","2"
"No","1989","Saxony","Female","","","","","2"
"No","1989","Saxony-Anhalt","Male","","","","","2"
"No","1989","Saxony-Anhalt","Female","","","","","2"
"No","1989","Thuringia","Male","","","","","2"
"No","1989","Thuringia","Female","","","","","2"
"Yes","1989","Hesse","Male","72","0.272144610323785","0.226610434633845","0.317678786013725","1"
"Yes","1989","Hesse","Female","54","0.250146307838825","0.194295762669123","0.305996853008528","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Male","35","0.164766872287631","0.11812416409011","0.211409580485152","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Female","33","0.216593982920175","0.151323170126928","0.281864795713422","1"
"Yes","1989","Baden-Württemberg","Male","94","0.182692051015912","0.154168327398494","0.21121577463333","1"
"Yes","1989","Baden-Württemberg","Female","108","0.261921791498624","0.222991553492291","0.300852029504956","1"
"Yes","1989","Bavaria","Male","121","0.238465585800486","0.204079740215257","0.272851431385714","1"
"Yes","1989","Bavaria","Female","93","0.229778786274632","0.19082301676692","0.268734555782345","1"
"Yes","1989","Berlin","Male","44","0.432837590117977","0.345979697266525","0.51969548296943","1"
"Yes","1989","Berlin","Female","29","","","","1"
"Yes","1989","Schleswig-Holstein","Male","29","","","","1"
"Yes","1989","Brandenburg","Male","","","","","1"
"Yes","1989","Brandenburg","Female","","","","","1"
"Yes","1989","Schleswig-Holstein","Female","19","","","","1"
"Yes","1989","Hamburg","Male","10","","","","1"
"Yes","1989","Hamburg","Female","11","","","","1"
"Yes","1989","Lower Saxony","Male","82","0.262075427857863","0.215262330192648","0.308888525523079","1"
"Yes","1989","Lower Saxony","Female","63","0.3202938562241","0.2590545077831","0.381533204665101","1"
"Yes","1989","Bremen","Male","5","","","","1"
"Yes","1989","Bremen","Female","4","","","","1"
"Yes","1989","North Rhine-Westphalia","Male","183","0.220288582763608","0.193794608783082","0.246782556744133","1"
"Yes","1989","North Rhine-Westphalia","Female","169","0.338013000912479","0.29865862479","0.377367377034957","1"
"Yes","1989","Mecklenburg-Western Pomerania","Male","","","","","1"
"Yes","1989","Mecklenburg-Western Pomerania","Female","","","","","1"
"Yes","1989","Saxony","Male","","","","","1"
"Yes","1989","Saxony","Female","","","","","1"
"Yes","1989","Saxony-Anhalt","Male","","","","","1"
"Yes","1989","Saxony-Anhalt","Female","","","","","1"
"Yes","1989","Thuringia","Male","","","","","1"
"Yes","1989","Thuringia","Female","","","","","1"
"No","1990","Schleswig-Holstein","Male","67","0.662867394595937","0.569273232579408","0.756461556612465","2"
"No","1990","Schleswig-Holstein","Female","50","0.783621239567728","0.683517148570347","0.883725330565109","2"
"No","1990","Hamburg","Female","33","0.764705197032397","0.637920437423776","0.891489956641019","2"
"No","1990","Hamburg","Male","47","0.897601440072035","0.816740291483283","0.978462588660788","2"
"No","1990","Lower Saxony","Male","244","0.73159371482101","0.683268014833769","0.779919414808251","2"
"No","1990","Bavaria","Male","473","0.785373352507402","0.751902708121724","0.818843996893079","2"
"No","1990","Lower Saxony","Female","164","0.699565732276807","0.639259721471207","0.759871743082407","2"
"No","1990","Bremen","Male","25","","","","2"
"No","1990","Bavaria","Female","330","0.756887764674401","0.715912082386851","0.797863446961951","2"
"No","1990","Bremen","Female","12","","","","2"
