"pgoeffd","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence","value"
"No","2005","Schleswig-Holstein","Part Time","76","0.804266213814399","0.72726797066419","0.881264456964609","2"
"No","2005","Schleswig-Holstein","Not Working","4","","","","2"
"No","2005","Hamburg","Full Time","74","0.822099612376971","0.744789761935011","0.899409462818932","2"
"No","2005","Hamburg","Part Time","44","0.869445968570678","0.778741935325996","0.96015000181536","2"
"No","2005","Bavaria","Part Time","387","0.770350222225791","0.734023886082306","0.806676558369277","2"
"No","2005","Bavaria","Not Working","12","","","","2"
"No","2005","Berlin","Part Time","75","0.649755373623836","0.56100968125421","0.738501065993462","2"
"No","2005","Berlin","Not Working","6","","","","2"
"No","2005","Brandenburg","Full Time","184","0.63129667342901","0.575284691576445","0.687308655281574","2"
"No","2005","Brandenburg","Part Time","83","0.74016154236315","0.660355813329005","0.819967271397296","2"
"No","2005","Hamburg","Not Working","2","","","","2"
"No","2005","Lower Saxony","Full Time","429","0.706454027886203","0.669739802796415","0.743168252975992","2"
"No","2005","Lower Saxony","Part Time","249","0.7724953968636","0.72726460768385","0.81772618604335","2"
"No","2005","Lower Saxony","Not Working","10","","","","2"
"No","2005","Bremen","Full Time","30","0.584460601527912","0.443569720209948","0.725351482845877","2"
"No","2005","Bremen","Part Time","22","","","","2"
"No","2005","Bremen","Not Working","","","","","2"
"No","2005","North Rhine-Westphalia","Full Time","1101","0.739751515342748","0.717837358428414","0.761665672257083","2"
"No","2005","North Rhine-Westphalia","Part Time","544","0.781079547060477","0.751184776585499","0.810974317535456","2"
"No","2005","North Rhine-Westphalia","Not Working","23","","","","2"
"No","2005","Hesse","Full Time","401","0.761264895180563","0.725004972440051","0.797524817921076","2"
"No","2005","Hesse","Part Time","188","0.756959174929599","0.703896752296242","0.810021597562956","2"
"No","2005","Hesse","Not Working","9","","","","2"
"No","2005","Rhineland-Palatinate,Saarland","Full Time","303","0.781554894164048","0.741753450635282","0.821356337692814","2"
"No","2005","Rhineland-Palatinate,Saarland","Part Time","164","0.791689196223213","0.73909187739337","0.844286515053056","2"
"No","2005","Rhineland-Palatinate,Saarland","Not Working","8","","","","2"
"No","2005","Baden-Württemberg","Full Time","769","0.794579447367545","0.768888690522649","0.820270204212441","2"
"No","2005","Baden-Württemberg","Part Time","268","0.721674233168896","0.676612945331217","0.766735521006574","2"
"No","2005","Baden-Württemberg","Not Working","12","","","","2"
"No","2005","Bavaria","Full Time","846","0.787277587505259","0.763071896235502","0.811483278775015","2"
"No","2005","Berlin","Full Time","181","0.664775950912194","0.608982017751929","0.720569884072459","2"
"No","2005","Brandenburg","Not Working","13","","","","2"
"No","2005","Mecklenburg-Western Pomerania","Full Time","118","0.756557827290733","0.692045515888461","0.821070138693005","2"
"No","2005","Mecklenburg-Western Pomerania","Part Time","44","0.590746484565348","0.471213381202872","0.710279587927825","2"
"No","2005","Mecklenburg-Western Pomerania","Not Working","6","","","","2"
"No","2005","Saxony","Full Time","435","0.787977382915417","0.754568485710398","0.821386280120435","2"
"No","2005","Saxony","Part Time","127","0.777791802340331","0.717393585608258","0.838190019072404","2"
"No","2005","Saxony","Not Working","8","","","","2"
"No","2005","Saxony-Anhalt","Full Time","222","0.743466849057976","0.694374495748381","0.792559202367571","2"
"No","2005","Saxony-Anhalt","Part Time","81","0.753222421397858","0.674765084010959","0.831679758784758","2"
"No","2005","Saxony-Anhalt","Not Working","5","","","","2"
"No","2005","Thuringia","Full Time","235","0.788630172101097","0.742959532423786","0.834300811778409","2"
"No","2005","Thuringia","Part Time","70","0.734107468248692","0.645729224855222","0.822485711642162","2"
"No","2005","Thuringia","Not Working","5","","","","2"
"Yes","2005","Schleswig-Holstein","Full Time","65","0.290721975537648","0.232787207525505","0.348656743549791","1"
"Yes","2005","Schleswig-Holstein","Part Time","26","","","","1"
"Yes","2005","Schleswig-Holstein","Not Working","1","","","","1"
"Yes","2005","Hamburg","Full Time","20","","","","1"
"Yes","2005","Hamburg","Part Time","9","","","","1"
"Yes","2005","Hamburg","Not Working","","","","","1"
"Yes","2005","Lower Saxony","Full Time","162","0.293545972113797","0.256831747024008","0.330260197203585","1"
"Yes","2005","Lower Saxony","Part Time","81","0.2275046031364","0.18227381395665","0.27273539231615","1"
"Yes","2005","Lower Saxony","Not Working","2","","","","1"
"Yes","2005","Bremen","Full Time","17","","","","1"
"Yes","2005","Bremen","Part Time","4","","","","1"
"Yes","2005","Bremen","Not Working","","","","","1"
"Yes","2005","North Rhine-Westphalia","Full Time","439","0.260248484657252","0.238334327742917","0.282162641571586","1"
"Yes","2005","North Rhine-Westphalia","Part Time","191","0.218920452939523","0.189025682464544","0.248815223414501","1"
"Yes","2005","North Rhine-Westphalia","Not Working","4","","","","1"
"Yes","2005","Hesse","Full Time","130","0.238735104819437","0.202475182078924","0.274995027559949","1"
"Yes","2005","Berlin","Not Working","","","","","1"
"Yes","2005","Hesse","Part Time","63","0.243040825070401","0.189978402437044","0.296103247703758","1"
"Yes","2005","Hesse","Not Working","","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Full Time","111","0.218445105835952","0.178643662307186","0.258246549364718","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Part Time","65","0.208310803776787","0.155713484946944","0.26090812260663","1"
"Yes","2005","Baden-Württemberg","Not Working","2","","","","1"
"Yes","2005","Bavaria","Full Time","252","0.212722412494741","0.188516721224985","0.236928103764498","1"
"Yes","2005","Bavaria","Not Working","","","","","1"
"Yes","2005","Berlin","Full Time","94","0.335224049087806","0.279430115927541","0.391017982248071","1"
"Yes","2005","Berlin","Part Time","36","0.350244626376164","0.261498934006538","0.43899031874579","1"
"Yes","2005","Brandenburg","Full Time","101","0.368703326570991","0.312691344718426","0.424715308423555","1"
"Yes","2005","Brandenburg","Part Time","33","0.25983845763685","0.180032728602704","0.339644186670995","1"
"Yes","2005","Brandenburg","Not Working","1","","","","1"
"Yes","2005","Mecklenburg-Western Pomerania","Full Time","52","0.243442172709267","0.178929861306995","0.307954484111539","1"
"Yes","2005","Mecklenburg-Western Pomerania","Part Time","21","","","","1"
"Yes","2005","Rhineland-Palatinate,Saarland","Not Working","3","","","","1"
"Yes","2005","Baden-Württemberg","Full Time","181","0.205420552632455","0.179729795787559","0.231111309477351","1"
"Yes","2005","Baden-Württemberg","Part Time","112","0.278325766831104","0.233264478993426","0.323387054668783","1"
"Yes","2005","Bavaria","Part Time","128","0.229649777774209","0.193323441630723","0.265976113917694","1"
"Yes","2005","Mecklenburg-Western Pomerania","Not Working","2","","","","1"
"Yes","2005","Saxony","Full Time","140","0.212022617084583","0.178613719879565","0.245431514289602","1"
"Yes","2005","Saxony","Part Time","55","0.222208197659669","0.161809980927596","0.282606414391741","1"
"Yes","2005","Saxony","Not Working","2","","","","1"
"Yes","2005","Saxony-Anhalt","Full Time","82","0.256533150942024","0.207440797632429","0.305625504251619","1"
"Yes","2005","Saxony-Anhalt","Part Time","35","0.246777578602142","0.168320241215242","0.325234915989041","1"
"Yes","2005","Saxony-Anhalt","Not Working","2","","","","1"
"Yes","2005","Thuringia","Full Time","72","0.211369827898903","0.165699188221591","0.257040467576214","1"
"Yes","2005","Thuringia","Part Time","26","","","","1"
"Yes","2005","Thuringia","Not Working","4","","","","1"
"No","2006","Schleswig-Holstein","Full Time","149","0.669819891887178","0.607392625616882","0.732247158157475","2"
"No","2006","Schleswig-Holstein","Part Time","88","0.87102070983144","0.809221474545267","0.932819945117613","2"
"No","2006","Schleswig-Holstein","Not Working","8","","","","2"
"No","2006","Hamburg","Full Time","74","0.762037337471251","0.678154516182858","0.845920158759643","2"
"No","2006","Bavaria","Part Time","406","0.789269669321783","0.754903930144017","0.823635408499549","2"
"No","2006","Berlin","Part Time","78","0.698807546912209","0.613460708500768","0.78415438532365","2"
"No","2006","Berlin","Not Working","12","","","","2"
"No","2006","Brandenburg","Full Time","205","0.661963447607276","0.609220100381818","0.714706794832733","2"
"No","2006","Hamburg","Part Time","35","0.908544970716814","0.819215428936948","0.99787451249668","2"
"No","2006","Hamburg","Not Working","2","","","","2"
"No","2006","Lower Saxony","Full Time","465","0.727548561779161","0.692837723868843","0.762259399689479","2"
"No","2006","Lower Saxony","Part Time","244","0.755200722438089","0.708526665114151","0.801874779762026","2"
"No","2006","Lower Saxony","Not Working","14","","","","2"
"No","2006","Baden-Württemberg","Part Time","309","0.692523368496692","0.64930838918039","0.735738347812994","2"
"No","2006","Baden-Württemberg","Not Working","14","","","","2"
"No","2006","Bavaria","Full Time","879","0.81033204418143","0.787443687042669","0.83322040132019","2"
"No","2006","Bavaria","Not Working","23","","","","2"
"No","2006","Berlin","Full Time","171","0.624233413762299","0.565921440299581","0.682545387225018","2"
"No","2006","Brandenburg","Part Time","94","0.768846796123228","0.69341970989204","0.844273882354415","2"
"No","2006","Brandenburg","Not Working","8","","","","2"
"No","2006","Bremen","Full Time","30","0.602816632127116","0.461414058061638","0.744219206192593","2"
"No","2006","Bremen","Part Time","17","","","","2"
"No","2006","Bremen","Not Working","","","","","2"
"No","2006","North Rhine-Westphalia","Full Time","1076","0.738583424395516","0.716558689614462","0.760608159176569","2"
"No","2006","North Rhine-Westphalia","Part Time","532","0.752542228892034","0.721195055403407","0.783889402380662","2"
"No","2006","North Rhine-Westphalia","Not Working","31","0.805666038533383","0.683043592288437","0.92828848477833","2"
"No","2006","Hesse","Full Time","417","0.783477983417306","0.749180864544559","0.817775102290054","2"
"No","2006","Hesse","Part Time","199","0.791570695959019","0.742666131287485","0.840475260630553","2"
"No","2006","Hesse","Not Working","8","","","","2"
"No","2006","Rhineland-Palatinate,Saarland","Full Time","318","0.766562771476976","0.726901530984527","0.806224011969425","2"
"No","2006","Rhineland-Palatinate,Saarland","Part Time","162","0.73350379317352","0.676488836446485","0.790518749900555","2"
"No","2006","Rhineland-Palatinate,Saarland","Not Working","6","","","","2"
"No","2006","Baden-Württemberg","Full Time","784","0.793447122462554","0.768049222882274","0.818845022042835","2"
"No","2006","Mecklenburg-Western Pomerania","Full Time","126","0.719478752633878","0.654388731378706","0.784568773889049","2"
"No","2006","Mecklenburg-Western Pomerania","Part Time","47","0.698494946693387","0.58778030592924","0.809209587457533","2"
"No","2006","Mecklenburg-Western Pomerania","Not Working","3","","","","2"
"No","2006","Saxony","Full Time","425","0.77553022153662","0.741277982563032","0.809782460510208","2"
"No","2006","Saxony","Part Time","124","0.715270401781309","0.648022850597061","0.782517952965557","2"
"No","2006","Saxony","Not Working","9","","","","2"
"No","2006","Saxony-Anhalt","Full Time","215","0.705487559850416","0.654746007900874","0.756229111799958","2"
"No","2006","Saxony-Anhalt","Part Time","85","0.84092230408057","0.772260150032071","0.909584458129069","2"
"No","2006","Saxony-Anhalt","Not Working","8","","","","2"
"No","2006","Thuringia","Full Time","229","0.775373918976209","0.728841617223776","0.821906220728643","2"
"No","2006","Thuringia","Part Time","85","0.738659498527609","0.658357810571288","0.818961186483929","2"
"No","2006","Thuringia","Not Working","10","","","","2"
"Yes","2006","Schleswig-Holstein","Full Time","69","0.330180108112822","0.267752841842525","0.392607374383119","1"
"Yes","2006","Schleswig-Holstein","Part Time","25","","","","1"
"Yes","2006","Schleswig-Holstein","Not Working","2","","","","1"
"Yes","2006","Hamburg","Full Time","25","","","","1"
"Yes","2006","Hamburg","Not Working","1","","","","1"
"Yes","2006","Lower Saxony","Full Time","167","0.272451438220839","0.237740600310521","0.307162276131157","1"
"Yes","2006","Lower Saxony","Part Time","82","0.244799277561911","0.198125220237974","0.291473334885849","1"
"Yes","2006","Hamburg","Part Time","5","","","","1"
"Yes","2006","Lower Saxony","Not Working","5","","","","1"
"Yes","2006","Bremen","Full Time","16","","","","1"
"Yes","2006","Bremen","Part Time","8","","","","1"
"Yes","2006","Bremen","Not Working","","","","","1"
"Yes","2006","North Rhine-Westphalia","Full Time","453","0.261416575604484","0.239391840823431","0.283441310385538","1"
"Yes","2006","North Rhine-Westphalia","Part Time","196","0.247457771107966","0.216110597619338","0.278804944596593","1"
"Yes","2006","North Rhine-Westphalia","Not Working","9","","","","1"
"Yes","2006","Hesse","Full Time","137","0.216522016582694","0.182224897709946","0.250819135455441","1"
"Yes","2006","Hesse","Part Time","66","0.208429304040981","0.159524739369447","0.257333868712515","1"
"Yes","2006","Hesse","Not Working","6","","","","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Full Time","119","0.233437228523024","0.193775988030575","0.273098469015473","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Part Time","69","0.26649620682648","0.209481250099445","0.323511163553515","1"
"Yes","2006","Baden-Württemberg","Not Working","2","","","","1"
"Yes","2006","Bavaria","Not Working","4","","","","1"
"Yes","2006","Berlin","Full Time","94","0.375766586237701","0.317454612774982","0.434078559700419","1"
"Yes","2006","Berlin","Part Time","33","0.301192453087791","0.21584561467635","0.386539291499232","1"
"Yes","2006","Berlin","Not Working","","","","","1"
"Yes","2006","Brandenburg","Full Time","104","0.338036552392725","0.285293205167267","0.390779899618182","1"
"Yes","2006","Brandenburg","Part Time","26","","","","1"
"Yes","2006","Brandenburg","Not Working","2","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Full Time","57","0.280521247366122","0.215431226110951","0.345611268621294","1"
"Yes","2006","Rhineland-Palatinate,Saarland","Not Working","2","","","","1"
"Yes","2006","Baden-Württemberg","Full Time","192","0.206552877537446","0.181154977957165","0.231950777117726","1"
"Yes","2006","Baden-Württemberg","Part Time","129","0.307476631503308","0.264261652187006","0.35069161081961","1"
"Yes","2006","Bavaria","Full Time","248","0.18966795581857","0.16677959867981","0.212556312957331","1"
"Yes","2006","Bavaria","Part Time","135","0.210730330678217","0.176364591500452","0.245096069855983","1"
"Yes","2006","Mecklenburg-Western Pomerania","Part Time","19","","","","1"
"Yes","2006","Mecklenburg-Western Pomerania","Not Working","3","","","","1"
"Yes","2006","Saxony","Full Time","145","0.22446977846338","0.190217539489792","0.258722017436968","1"
"Yes","2006","Saxony","Part Time","49","0.284729598218691","0.217482047034443","0.351977149402939","1"
"Yes","2006","Saxony","Not Working","7","","","","1"
"Yes","2006","Saxony-Anhalt","Full Time","95","0.294512440149584","0.243770888200042","0.345253992099126","1"
"Yes","2006","Saxony-Anhalt","Part Time","24","","","","1"
"Yes","2006","Saxony-Anhalt","Not Working","4","","","","1"
"Yes","2006","Thuringia","Full Time","80","0.224626081023791","0.178093779271357","0.271158382776224","1"
"Yes","2006","Thuringia","Part Time","30","0.261340501472391","0.181038813516071","0.341642189428712","1"
"Yes","2006","Thuringia","Not Working","1","","","","1"
"No","2007","Berlin","Part Time","94","0.674754627963198","0.59687583896653","0.752633416959867","2"
"No","2007","Berlin","Not Working","13","","","","2"
"No","2007","Schleswig-Holstein","Full Time","142","0.792340823049303","0.73526150097875","0.849420145119856","2"
"No","2007","Schleswig-Holstein","Part Time","91","0.879460518102563","0.819952977072258","0.938968059132867","2"
"No","2007","Schleswig-Holstein","Not Working","6","","","","2"
"No","2007","Hamburg","Full Time","83","0.829751930935093","0.758201806778217","0.901302055091968","2"
"No","2007","Bavaria","Part Time","461","0.804194600392162","0.771983413919831","0.836405786864493","2"
"No","2007","Bavaria","Not Working","24","","","","2"
"No","2007","Berlin","Full Time","190","0.668179670705782","0.613608509073883","0.722750832337681","2"
"No","2007","Brandenburg","Full Time","213","0.655404987980146","0.601982923924319","0.708827052035973","2"
"No","2007","Brandenburg","Part Time","88","0.807814439457392","0.735485541395284","0.8801433375195","2"
"No","2007","Brandenburg","Not Working","5","","","","2"
"No","2007","Mecklenburg-Western Pomerania","Full Time","133","0.780115921270032","0.7213794474919","0.838852395048164","2"
"No","2007","Mecklenburg-Western Pomerania","Part Time","49","0.652766304673932","0.542025235563914","0.763507373783949","2"
"No","2007","Hamburg","Part Time","47","0.880549744487661","0.794048630527065","0.967050858448257","2"
"No","2007","Hamburg","Not Working","3","","","","2"
"No","2007","Lower Saxony","Full Time","478","0.713182579899497","0.67844010738848","0.747925052410513","2"
"No","2007","Lower Saxony","Part Time","279","0.780255667749662","0.738007078166355","0.822504257332969","2"
"No","2007","Lower Saxony","Not Working","10","","","","2"
"No","2007","Baden-Württemberg","Part Time","327","0.738694889295524","0.6980569741047","0.779332804486349","2"
"No","2007","Baden-Württemberg","Not Working","17","","","","2"
"No","2007","Bavaria","Full Time","895","0.800858977029679","0.777837797861283","0.823880156198075","2"
"No","2007","Mecklenburg-Western Pomerania","Not Working","5","","","","2"
"No","2007","Saxony","Full Time","454","0.782179585935504","0.748788421167709","0.815570750703299","2"
"No","2007","Bremen","Full Time","35","0.680785567617753","0.552844658499989","0.808726476735517","2"
"No","2007","Bremen","Part Time","21","","","","2"
"No","2007","Bremen","Not Working","1","","","","2"
"No","2007","North Rhine-Westphalia","Full Time","1078","0.736206077373791","0.714088107548156","0.758324047199426","2"
"No","2007","North Rhine-Westphalia","Part Time","594","0.760534327367363","0.730850569289989","0.790218085444736","2"
"No","2007","North Rhine-Westphalia","Not Working","28","","","","2"
"No","2007","Hesse","Full Time","414","0.800123970440533","0.766363172240311","0.833884768640755","2"
"No","2007","Hesse","Part Time","203","0.798310944560448","0.750270402208742","0.846351486912153","2"
"No","2007","Hesse","Not Working","16","","","","2"
"No","2007","Rhineland-Palatinate,Saarland","Full Time","290","0.74460272617066","0.702288300653468","0.786917151687852","2"
"No","2007","Rhineland-Palatinate,Saarland","Part Time","172","0.778973645963596","0.725922157636769","0.832025134290424","2"
"No","2007","Rhineland-Palatinate,Saarland","Not Working","13","","","","2"
"No","2007","Baden-Württemberg","Full Time","772","0.799077731011709","0.77380989331248","0.824345568710938","2"
"No","2007","Saxony","Part Time","169","0.761530969291216","0.705091124393205","0.817970814189227","2"
"No","2007","Saxony","Not Working","14","","","","2"
"No","2007","Saxony-Anhalt","Full Time","236","0.760845809880902","0.714035655517177","0.807655964244627","2"
"No","2007","Saxony-Anhalt","Part Time","89","0.808643978355688","0.738554125064454","0.878733831646922","2"
"No","2007","Saxony-Anhalt","Not Working","7","","","","2"
"No","2007","Thuringia","Full Time","258","0.78875072609177","0.744908411630636","0.832593040552905","2"
"No","2007","Thuringia","Part Time","97","0.807330508993818","0.73819116701094","0.876469850976695","2"
"No","2007","Thuringia","Not Working","6","","","","2"
"Yes","2007","Schleswig-Holstein","Full Time","52","0.207659176950697","0.150579854880144","0.26473849902125","1"
"Yes","2007","Schleswig-Holstein","Part Time","24","","","","1"
"Yes","2007","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2007","Hamburg","Full Time","23","","","","1"
"Yes","2007","Hamburg","Not Working","","","","","1"
"Yes","2007","Lower Saxony","Full Time","173","0.286817420100503","0.252074947589487","0.32155989261152","1"
"Yes","2007","Lower Saxony","Part Time","90","0.219744332250338","0.177495742667031","0.261992921833645","1"
"Yes","2007","Hamburg","Part Time","7","","","","1"
"Yes","2007","Lower Saxony","Not Working","7","","","","1"
"Yes","2007","Bremen","Full Time","16","","","","1"
"Yes","2007","Bremen","Part Time","5","","","","1"
"Yes","2007","Bremen","Not Working","1","","","","1"
"Yes","2007","North Rhine-Westphalia","Full Time","447","0.263793922626209","0.241675952800574","0.285911892451844","1"
"Yes","2007","North Rhine-Westphalia","Part Time","200","0.239465672632637","0.209781914555264","0.269149430710011","1"
"Yes","2007","North Rhine-Westphalia","Not Working","4","","","","1"
"Yes","2007","Hesse","Full Time","125","0.199876029559467","0.166115231359245","0.233636827759689","1"
"Yes","2007","Brandenburg","Not Working","5","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Full Time","58","0.219884078729968","0.161147604951836","0.2786205525081","1"
"Yes","2007","Hesse","Part Time","65","0.201689055439552","0.153648513087846","0.249729597791258","1"
"Yes","2007","Hesse","Not Working","2","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Full Time","118","0.25539727382934","0.213082848312148","0.297711699346532","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Part Time","63","0.221026354036404","0.167974865709576","0.274077842363231","1"
"Yes","2007","Baden-Württemberg","Not Working","4","","","","1"
"Yes","2007","Bavaria","Not Working","4","","","","1"
"Yes","2007","Berlin","Full Time","96","0.331820329294218","0.277249167662319","0.386391490926117","1"
"Yes","2007","Berlin","Part Time","45","0.325245372036801","0.247366583040133","0.40312416103347","1"
"Yes","2007","Berlin","Not Working","","","","","1"
"Yes","2007","Brandenburg","Full Time","91","0.344595012019854","0.291172947964027","0.398017076075681","1"
"Yes","2007","Brandenburg","Part Time","26","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Part Time","22","","","","1"
"Yes","2007","Mecklenburg-Western Pomerania","Not Working","","","","","1"
"Yes","2007","Saxony","Full Time","133","0.217820414064496","0.184429249296701","0.251211578832291","1"
"Yes","2007","Saxony","Part Time","50","0.238469030708784","0.182029185810773","0.294908875606795","1"
"Yes","2007","Saxony","Not Working","4","","","","1"
"Yes","2007","Rhineland-Palatinate,Saarland","Not Working","2","","","","1"
"Yes","2007","Baden-Württemberg","Full Time","194","0.200922268988291","0.175654431289062","0.22619010668752","1"
"Yes","2007","Baden-Württemberg","Part Time","122","0.261305110704475","0.220667195513651","0.3019430258953","1"
"Yes","2007","Bavaria","Full Time","261","0.199141022970321","0.176119843801925","0.222162202138717","1"
"Yes","2007","Bavaria","Part Time","122","0.195805399607838","0.163594213135507","0.228016586080169","1"
"Yes","2007","Saxony-Anhalt","Full Time","83","0.239154190119098","0.192344035755373","0.285964344482823","1"
"Yes","2007","Saxony-Anhalt","Part Time","32","0.191356021644312","0.121266168353078","0.261445874935546","1"
"Yes","2007","Saxony-Anhalt","Not Working","4","","","","1"
"Yes","2007","Thuringia","Full Time","75","0.21124927390823","0.167406959447095","0.255091588369364","1"
"Yes","2007","Thuringia","Part Time","28","","","","1"
"Yes","2007","Thuringia","Not Working","6","","","","1"
"No","2008","Berlin","Part Time","86","0.764534558597638","0.688935296854833","0.840133820340442","2"
"No","2008","Berlin","Not Working","8","","","","2"
"No","2008","Schleswig-Holstein","Full Time","118","0.78924604717315","0.726442430250732","0.852049664095568","2"
"No","2008","Schleswig-Holstein","Part Time","88","0.872880030210086","0.81063052298752","0.935129537432652","2"
"No","2008","Schleswig-Holstein","Not Working","4","","","","2"
"No","2008","Hamburg","Full Time","82","0.879819731479265","0.816087147807668","0.943552315150862","2"
"No","2008","Bavaria","Part Time","394","0.794271179559282","0.759084678603877","0.829457680514688","2"
"No","2008","Bavaria","Not Working","21","","","","2"
"No","2008","Berlin","Full Time","182","0.633079831132644","0.575803041166445","0.690356621098843","2"
"No","2008","Brandenburg","Full Time","185","0.629611155910297","0.571687279748619","0.687535032071974","2"
"No","2008","Brandenburg","Part Time","64","0.71020936725399","0.619459114327093","0.800959620180887","2"
"No","2008","Brandenburg","Not Working","9","","","","2"
"No","2008","Mecklenburg-Western Pomerania","Full Time","124","0.726082445266285","0.660750667369129","0.79141422316344","2"
"No","2008","Mecklenburg-Western Pomerania","Part Time","48","0.748136251287486","0.644195974067725","0.852076528507248","2"
"No","2008","Hamburg","Part Time","35","0.783317377980983","0.664261704241316","0.90237305172065","2"
"No","2008","Hamburg","Not Working","1","","","","2"
"No","2008","Lower Saxony","Full Time","437","0.699779635116374","0.66328638842316","0.736272881809587","2"
"No","2008","Lower Saxony","Part Time","237","0.741265426922576","0.693871218520013","0.788659635325139","2"
"No","2008","Lower Saxony","Not Working","11","","","","2"
"No","2008","Baden-Württemberg","Part Time","302","0.767869792048878","0.727201349383512","0.808538234714243","2"
"No","2008","Baden-Württemberg","Not Working","14","","","","2"
"No","2008","Bavaria","Full Time","796","0.798503747629789","0.774172195847203","0.822835299412374","2"
"No","2008","Mecklenburg-Western Pomerania","Not Working","","","","","2"
"No","2008","Saxony","Full Time","441","0.823414434370926","0.791888586786749","0.854940281955104","2"
"No","2008","Bremen","Full Time","30","0.727155249233123","0.597014528567755","0.857295969898491","2"
"No","2008","Bremen","Part Time","22","","","","2"
"No","2008","Bremen","Not Working","","","","","2"
"No","2008","North Rhine-Westphalia","Full Time","998","0.752904824610169","0.73026261132389","0.775547037896447","2"
"No","2008","North Rhine-Westphalia","Part Time","532","0.763028876015613","0.731550864993521","0.794506887037704","2"
"No","2008","North Rhine-Westphalia","Not Working","29","","","","2"
"No","2008","Hesse","Full Time","382","0.801045996683615","0.765877762726751","0.836214230640479","2"
"No","2008","Hesse","Part Time","192","0.793436521625227","0.743747452195946","0.843125591054508","2"
"No","2008","Hesse","Not Working","5","","","","2"
"No","2008","Rhineland-Palatinate,Saarland","Full Time","272","0.758313015763785","0.715382382371799","0.801243649155772","2"
"No","2008","Rhineland-Palatinate,Saarland","Part Time","130","0.725010414186049","0.661184151940979","0.788836676431119","2"
"No","2008","Rhineland-Palatinate,Saarland","Not Working","10","","","","2"
"No","2008","Baden-Württemberg","Full Time","726","0.822287005247837","0.7971016685076","0.847472341988075","2"
"No","2008","Saxony","Part Time","146","0.809090823335588","0.753059712963969","0.865121933707207","2"
"No","2008","Saxony","Not Working","15","","","","2"
"No","2008","Saxony-Anhalt","Full Time","239","0.776498423611029","0.729973751905704","0.823023095316355","2"
"No","2008","Saxony-Anhalt","Part Time","74","0.699782305165484","0.614127571358395","0.785437038972572","2"
"No","2008","Saxony-Anhalt","Not Working","6","","","","2"
"No","2008","Thuringia","Full Time","238","0.761471080799413","0.713797680326198","0.809144481272629","2"
"No","2008","Thuringia","Part Time","76","0.751689270399105","0.669443783316214","0.833934757481996","2"
"No","2008","Thuringia","Not Working","9","","","","2"
"Yes","2008","Schleswig-Holstein","Full Time","44","0.21075395282685","0.147950335904432","0.273557569749268","1"
"Yes","2008","Schleswig-Holstein","Part Time","22","","","","1"
"Yes","2008","Schleswig-Holstein","Not Working","","","","","1"
"Yes","2008","Hamburg","Full Time","18","","","","1"
"Yes","2008","Hamburg","Not Working","1","","","","1"
"Yes","2008","Lower Saxony","Full Time","169","0.300220364883626","0.263727118190413","0.33671361157684","1"
"Yes","2008","Lower Saxony","Part Time","91","0.258734573077424","0.211340364674861","0.306128781479987","1"
"Yes","2008","Hamburg","Part Time","11","","","","1"
"Yes","2008","Lower Saxony","Not Working","3","","","","1"
"Yes","2008","Bremen","Full Time","15","","","","1"
"Yes","2008","Bremen","Part Time","7","","","","1"
"Yes","2008","Bremen","Not Working","","","","","1"
"Yes","2008","North Rhine-Westphalia","Full Time","396","0.247095175389831","0.224452962103553","0.26973738867611","1"
"Yes","2008","North Rhine-Westphalia","Part Time","169","0.236971123984387","0.205493112962296","0.268449135006479","1"
"Yes","2008","North Rhine-Westphalia","Not Working","5","","","","1"
"Yes","2008","Hesse","Full Time","113","0.198954003316385","0.163785769359521","0.234122237273249","1"
"Yes","2008","Brandenburg","Not Working","2","","","","1"
"Yes","2008","Mecklenburg-Western Pomerania","Full Time","55","0.273917554733715","0.20858577683656","0.339249332630871","1"
"Yes","2008","Hesse","Part Time","63","0.206563478374773","0.156874408945492","0.256252547804054","1"
"Yes","2008","Hesse","Not Working","2","","","","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Full Time","110","0.241686984236215","0.198756350844228","0.284617617628201","1"
"Yes","2008","Rhineland-Palatinate,Saarland","Part Time","58","0.274989585813951","0.211163323568881","0.338815848059021","1"
"Yes","2008","Baden-Württemberg","Not Working","7","","","","1"
"Yes","2008","Bavaria","Not Working","3","","","","1"
"Yes","2008","Berlin","Full Time","90","0.366920168867356","0.309643378901157","0.424196958833555","1"
"Yes","2008","Berlin","Part Time","35","0.235465441402362","0.159866179659558","0.311064703145166","1"
"Yes","2008","Berlin","Not Working","1","","","","1"
"Yes","2008","Brandenburg","Full Time","82","0.370388844089703","0.312464967928026","0.428312720251381","1"
"Yes","2008","Brandenburg","Part Time","32","0.28979063274601","0.199040379819113","0.380540885672907","1"
