"ple0004","year","sex","n","percent","lower_confidence","upper_confidence","value"
"A little","2018","Female","4987","0.346708212686732","0.33923176598151","0.354184659391953","2"
"Not at all","2018","Male","9457","0.623959285741785","0.616053757290525","0.631864814193045","3"
"Not at all","2018","Female","8797","0.510876651034851","0.503023810064072","0.518729492005629","3"
"Strong","2018","Male","1205","0.0959180039826806","0.0911119425021929","0.100724065463168","1"
"Strong","2018","Female","1782","0.142415136278418","0.136925087458054","0.147905185098781","1"
"A little","2019","Male","24","","","","2"
"A little","2019","Female","34","0.226113844289315","0.157552047918407","0.294675640660223","2"
"Not at all","2019","Male","93","0.631646275174587","0.550578521451589","0.712714028897585","3"
"Not at all","2019","Female","89","0.640759315008216","0.562123517727195","0.719395112289236","3"
"Strong","2019","Male","19","","","","1"
"Strong","2019","Female","20","","","","1"
