"ple0004","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"A little","2004","35-65 y.","Urban Area","2383","0.3123450438136","0.302337216671714","0.322352870955486"
"A little","2004","35-65 y.","Rural Area","1336","0.338429619641506","0.323771525543687","0.353087713739325"
"A little","2004","66 and older","Urban Area","1061","0.433129204909255","0.413744374501594","0.452514035316916"
"A little","2004","66 and older","Rural Area","610","0.469303953095559","0.44199627370222","0.496611632488897"
"Not at all","2004","16-34 y.","Urban Area","3197","0.84857816579303","0.837106810348669","0.86004952123739"
"Not at all","2004","16-34 y.","Rural Area","1590","0.837000484243438","0.820326152970799","0.853674815516077"
"Not at all","2004","35-65 y.","Urban Area","5265","0.598092761226609","0.587505481579694","0.608680040873524"
"Not at all","2004","35-65 y.","Rural Area","2345","0.573800948971543","0.558481534502107","0.589120363440979"
"Not at all","2004","66 and older","Urban Area","645","0.220263853050176","0.20405110326748","0.236476602832871"
"Not at all","2004","66 and older","Rural Area","297","0.217067503167937","0.194509828546331","0.239625177789543"
"Strong","2005","16-34 y.","Urban Area","","","",""
"Strong","2005","16-34 y.","Rural Area","","","",""
"Strong","2005","35-65 y.","Urban Area","","","",""
"Strong","2005","35-65 y.","Rural Area","","","",""
"Strong","2005","66 and older","Urban Area","","","",""
"Strong","2005","66 and older","Rural Area","","","",""
"A little","2005","16-34 y.","Urban Area","","","",""
"A little","2005","16-34 y.","Rural Area","","","",""
"A little","2005","35-65 y.","Urban Area","","","",""
"A little","2005","35-65 y.","Rural Area","","","",""
"A little","2005","66 and older","Urban Area","","","",""
"A little","2005","66 and older","Rural Area","","","",""
"Not at all","2005","16-34 y.","Urban Area","","","",""
"Not at all","2005","16-34 y.","Rural Area","","","",""
"Not at all","2005","35-65 y.","Urban Area","","","",""
"Not at all","2005","35-65 y.","Rural Area","","","",""
"Not at all","2005","66 and older","Urban Area","","","",""
"Not at all","2005","66 and older","Rural Area","","","",""
"Strong","2006","16-34 y.","Urban Area","40","0.0143438980749658","0.0103530315386804","0.0183347646112512"
"Strong","2006","16-34 y.","Rural Area","19","","",""
"Strong","2006","35-65 y.","Urban Area","555","0.0768054268830805","0.071066751542534","0.082544102223627"
"Strong","2006","35-65 y.","Rural Area","350","0.097154504144752","0.0881382942948591","0.106170713994645"
"Strong","2006","66 and older","Urban Area","854","0.319423927074652","0.302573044999005","0.336274809150298"
"Strong","2006","66 and older","Rural Area","463","0.322911984819892","0.299520459276098","0.346303510363686"
"A little","2006","16-34 y.","Urban Area","499","0.151087102577001","0.139066778857929","0.163107426296074"
"A little","2006","16-34 y.","Rural Area","284","0.178997320686431","0.160933043367664","0.197061598005198"
"A little","2006","35-65 y.","Urban Area","2399","0.31631390072048","0.306291850042801","0.326335951398158"
"A little","2006","35-65 y.","Rural Area","1445","0.345257427020786","0.330783291693191","0.35973156234838"
"A little","2006","66 and older","Urban Area","1285","0.439927648944558","0.421988027503858","0.457867270385259"
"A little","2006","66 and older","Rural Area","691","0.456207091731441","0.43129032496868","0.481123858494203"
"Not at all","2006","16-34 y.","Urban Area","2871","0.834568999348033","0.822097735308838","0.847040263387228"
"Not at all","2006","16-34 y.","Rural Area","1427","0.812230758308743","0.793828251736461","0.830633264881025"
"Not at all","2006","35-65 y.","Urban Area","5317","0.60688067239644","0.596354198155878","0.617407146637002"
"Not at all","2006","35-65 y.","Rural Area","2350","0.557588068834462","0.542467923171517","0.572708214497407"
"Not at all","2006","66 and older","Urban Area","802","0.24064842398079","0.225198955630763","0.256097892330817"
"Not at all","2006","66 and older","Rural Area","381","0.220880923448667","0.200128208308947","0.241633638588386"
"Strong","2007","16-34 y.","Urban Area","","","",""
"Strong","2007","16-34 y.","Rural Area","","","",""
"Strong","2007","35-65 y.","Urban Area","","","",""
"Strong","2007","35-65 y.","Rural Area","","","",""
"Strong","2007","66 and older","Urban Area","","","",""
"Strong","2007","66 and older","Rural Area","","","",""
"A little","2007","16-34 y.","Urban Area","","","",""
"A little","2007","16-34 y.","Rural Area","","","",""
"A little","2007","35-65 y.","Urban Area","","","",""
"A little","2007","35-65 y.","Rural Area","","","",""
"A little","2007","66 and older","Urban Area","","","",""
"A little","2007","66 and older","Rural Area","","","",""
"Not at all","2007","16-34 y.","Urban Area","","","",""
"Not at all","2007","16-34 y.","Rural Area","","","",""
"Not at all","2007","35-65 y.","Urban Area","","","",""
"Not at all","2007","35-65 y.","Rural Area","","","",""
"Not at all","2007","66 and older","Urban Area","","","",""
"Not at all","2007","66 and older","Rural Area","","","",""
"Strong","2008","16-34 y.","Urban Area","33","0.016263247862076","0.0116612917151517","0.0208652040090003"
"Strong","2008","16-34 y.","Rural Area","25","","",""
"Strong","2008","35-65 y.","Urban Area","476","0.079117665602042","0.0728191474507045","0.0854161837533796"
"Strong","2008","35-65 y.","Rural Area","309","0.0957147849268127","0.0861257233133436","0.105303846540282"
"Strong","2008","66 and older","Urban Area","794","0.303398668149279","0.28656770445358","0.320229631844978"
"Strong","2008","66 and older","Rural Area","421","0.288863470685776","0.265788200458873","0.311938740912678"
"A little","2008","16-34 y.","Urban Area","420","0.143514260546824","0.130758481614892","0.156270039478757"
"A little","2008","16-34 y.","Rural Area","247","0.173519366136892","0.154114250055414","0.192924482218369"
"A little","2008","35-65 y.","Urban Area","1974","0.305511902211165","0.294763446960599","0.316260357461731"
"A little","2008","35-65 y.","Rural Area","1214","0.345269123795689","0.32977224763449","0.360765999956889"
"A little","2008","66 and older","Urban Area","1248","0.440709461691091","0.422533185157706","0.458885738224477"
"A little","2008","66 and older","Rural Area","687","0.473099990371242","0.447680633284818","0.498519347457666"
"Not at all","2008","16-34 y.","Urban Area","2449","0.8402224915911","0.826891748445507","0.853553234736692"
"Not at all","2008","16-34 y.","Rural Area","1191","0.810527952937286","0.790447084068538","0.830608821806034"
"Not at all","2008","35-65 y.","Urban Area","4605","0.615370432186793","0.604017991854022","0.626722872519564"
"Not at all","2008","35-65 y.","Rural Area","2093","0.559016091277498","0.542833151945121","0.575199030609875"
"Not at all","2008","66 and older","Urban Area","824","0.255891870159629","0.239916303676849","0.27186743664241"
"Not at all","2008","66 and older","Rural Area","374","0.238036538942982","0.216353863176387","0.259719214709578"
"Strong","2009","16-34 y.","Urban Area","","","",""
"Strong","2009","16-34 y.","Rural Area","","","",""
"Strong","2009","35-65 y.","Urban Area","","","",""
"Strong","2009","35-65 y.","Rural Area","","","",""
"Strong","2009","66 and older","Urban Area","","","",""
"Strong","2009","66 and older","Rural Area","","","",""
"A little","2009","16-34 y.","Urban Area","","","",""
"A little","2009","16-34 y.","Rural Area","","","",""
"A little","2009","35-65 y.","Urban Area","","","",""
"A little","2009","35-65 y.","Rural Area","","","",""
"A little","2009","66 and older","Urban Area","","","",""
"A little","2009","66 and older","Rural Area","","","",""
"Not at all","2009","16-34 y.","Urban Area","","","",""
"Not at all","2009","16-34 y.","Rural Area","","","",""
"Not at all","2009","35-65 y.","Urban Area","","","",""
"Not at all","2009","35-65 y.","Rural Area","","","",""
"Not at all","2009","66 and older","Urban Area","","","",""
"Not at all","2009","66 and older","Rural Area","","","",""
"Strong","2010","16-34 y.","Urban Area","30","0.0139030140545941","0.00923508698216636","0.0185709411270219"
"Strong","2010","16-34 y.","Rural Area","15","","",""
"Strong","2010","35-65 y.","Urban Area","440","0.090705539397205","0.0834082967772472","0.0980027820171628"
"Strong","2010","35-65 y.","Rural Area","265","0.0990381054514487","0.0885481549453383","0.109528055957559"
"Strong","2010","66 and older","Urban Area","718","0.297253777231288","0.279920762825504","0.314586791637072"
"Strong","2010","66 and older","Rural Area","380","0.28416332993244","0.260358946029447","0.307967713835433"
"A little","2010","16-34 y.","Urban Area","356","0.148413972847805","0.134240984677383","0.162586961018226"
"A little","2010","16-34 y.","Rural Area","226","0.203851132503579","0.180786954016152","0.226915310991007"
"A little","2010","35-65 y.","Urban Area","1771","0.327810785009262","0.315883351695166","0.339738218323359"
"A little","2010","35-65 y.","Rural Area","1151","0.40915975458857","0.391893403988888","0.426426105188252"
"A little","2010","66 and older","Urban Area","1180","0.44336541617305","0.424525578924076","0.462205253422024"
"A little","2010","66 and older","Rural Area","635","0.462393579733112","0.436078537043924","0.4887086224223"
"Not at all","2010","16-34 y.","Urban Area","2031","0.837683013097601","0.822982530025779","0.852383496169424"
"Not at all","2010","16-34 y.","Rural Area","931","0.77925765768723","0.755512905149122","0.803002410225338"
"Not at all","2010","35-65 y.","Urban Area","3739","0.581483675593533","0.568948957448174","0.594018393738891"
"Not at all","2010","35-65 y.","Rural Area","1699","0.491802139959981","0.474245933132639","0.509358346787323"
"Not at all","2010","66 and older","Urban Area","773","0.259380806595662","0.242759025954091","0.276002587237232"
"Not at all","2010","66 and older","Rural Area","364","0.253443090334448","0.230484900355104","0.276401280313792"
"Strong","2011","16-34 y.","Urban Area","","","",""
"Strong","2011","16-34 y.","Rural Area","","","",""
"Strong","2011","35-65 y.","Urban Area","","","",""
"Strong","2011","35-65 y.","Rural Area","","","",""
"Strong","2011","66 and older","Urban Area","","","",""
"Strong","2011","66 and older","Rural Area","","","",""
"A little","2011","16-34 y.","Urban Area","","","",""
"A little","2011","16-34 y.","Rural Area","","","",""
"A little","2011","35-65 y.","Urban Area","","","",""
"A little","2011","35-65 y.","Rural Area","","","",""
"A little","2011","66 and older","Urban Area","","","",""
"A little","2011","66 and older","Rural Area","","","",""
"Not at all","2011","16-34 y.","Urban Area","","","",""
"Not at all","2011","16-34 y.","Rural Area","","","",""
"Not at all","2011","35-65 y.","Urban Area","","","",""
"Not at all","2011","35-65 y.","Rural Area","","","",""
"Not at all","2011","66 and older","Urban Area","","","",""
"Not at all","2011","66 and older","Rural Area","","","",""
"Strong","2012","16-34 y.","Urban Area","39","0.0160128454008323","0.0113848706368806","0.0206408201647839"
"Strong","2012","16-34 y.","Rural Area","18","","",""
"Strong","2012","35-65 y.","Urban Area","559","0.0849869356631606","0.078480269311768","0.0914936020145533"
"Strong","2012","35-65 y.","Rural Area","385","0.0973161648082928","0.0882747046681831","0.106357624948403"
"Strong","2012","66 and older","Urban Area","858","0.279553686621565","0.264430945569705","0.294676427673424"
"Strong","2012","66 and older","Rural Area","516","0.303848273761924","0.282822321387367","0.324874226136481"
"A little","2012","16-34 y.","Urban Area","454","0.160110591983204","0.146590392604924","0.173630791361484"
"A little","2012","16-34 y.","Rural Area","242","0.219298540143889","0.196926232926316","0.241670847361462"
"A little","2012","35-65 y.","Urban Area","2194","0.338132325049679","0.327094138339057","0.349170511760301"
"A little","2012","35-65 y.","Rural Area","1482","0.378544253694317","0.363748343735183","0.39334016365345"
"A little","2012","66 and older","Urban Area","1466","0.43314860714751","0.416451156739028","0.449846057555992"
"A little","2012","66 and older","Rural Area","823","0.454683707872246","0.431919409436269","0.477448006308224"
"Not at all","2012","16-34 y.","Urban Area","2333","0.823876562615964","0.809832212004255","0.837920913227673"
"Not at all","2012","16-34 y.","Rural Area","1054","0.766204536035376","0.743320068696507","0.789089003374245"
"Not at all","2012","35-65 y.","Urban Area","4303","0.57688073928716","0.565353024519441","0.58840845405488"
"Not at all","2012","35-65 y.","Rural Area","2261","0.524139581497391","0.508904614540681","0.5393745484541"
"Not at all","2012","66 and older","Urban Area","1059","0.287297706230925","0.27204955292623","0.302545859535621"
"Not at all","2012","66 and older","Rural Area","499","0.24146801836583","0.221902466831956","0.261033569899703"
"Strong","2013","16-34 y.","Urban Area","","","",""
"Strong","2013","16-34 y.","Rural Area","","","",""
"Strong","2013","35-65 y.","Urban Area","","","",""
"Strong","2013","35-65 y.","Rural Area","","","",""
"Strong","2013","66 and older","Urban Area","","","",""
"Strong","2013","66 and older","Rural Area","","","",""
"A little","2013","16-34 y.","Urban Area","","","",""
"A little","2013","16-34 y.","Rural Area","","","",""
"A little","2013","35-65 y.","Urban Area","","","",""
"A little","2013","35-65 y.","Rural Area","","","",""
"A little","2013","66 and older","Urban Area","","","",""
"A little","2013","66 and older","Rural Area","","","",""
"Not at all","2013","16-34 y.","Urban Area","","","",""
"Not at all","2013","16-34 y.","Rural Area","","","",""
"Not at all","2013","35-65 y.","Urban Area","","","",""
"Not at all","2013","35-65 y.","Rural Area","","","",""
"Not at all","2013","66 and older","Urban Area","","","",""
"Not at all","2013","66 and older","Rural Area","","","",""
"Strong","2014","16-34 y.","Urban Area","87","0.0168590358793622","0.013099997491553","0.0206180742671714"
"Strong","2014","16-34 y.","Rural Area","49","0.0299077134444199","0.02255399113123","0.0372614357576097"
"Strong","2014","35-65 y.","Urban Area","832","0.0983614433789612","0.0925578920276569","0.104164994730266"
"Strong","2014","35-65 y.","Rural Area","448","0.0942584196187679","0.0865110375262191","0.102005801711317"
"Strong","2014","66 and older","Urban Area","835","0.272231502589577","0.256878975056336","0.287584030122818"
"Strong","2014","66 and older","Rural Area","481","0.286727874633433","0.265624039547698","0.307831709719168"
"A little","2014","16-34 y.","Urban Area","707","0.142349829212866","0.132147811769329","0.152551846656404"
"A little","2014","16-34 y.","Rural Area","345","0.162978084682813","0.147032438824255","0.17892373054137"
"A little","2014","35-65 y.","Urban Area","2833","0.301229994285733","0.292289091317691","0.310170897253775"
"A little","2014","35-65 y.","Rural Area","1724","0.349938892363373","0.337292520620098","0.362585264106649"
"A little","2014","66 and older","Urban Area","1354","0.435841787498449","0.418738525076135","0.452945049920763"
"A little","2014","66 and older","Rural Area","772","0.458273761824985","0.435022248060658","0.481525275589313"
"Not at all","2014","16-34 y.","Urban Area","3712","0.840791134907771","0.830108455810986","0.851473814004556"
"Not at all","2014","16-34 y.","Rural Area","1667","0.807114201872768","0.790079806782256","0.82414859696328"
"Not at all","2014","35-65 y.","Urban Area","6450","0.600408562335306","0.59086310649479","0.609954018175822"
"Not at all","2014","35-65 y.","Rural Area","3292","0.555802688017859","0.542627979055356","0.568977396980362"
"Not at all","2014","66 and older","Urban Area","1040","0.291926709911974","0.276245120053452","0.307608299770496"
"Not at all","2014","66 and older","Rural Area","511","0.254998363541582","0.234658590122939","0.275338136960225"
"Strong","2015","16-34 y.","Urban Area","","","",""
"Strong","2015","16-34 y.","Rural Area","","","",""
"Strong","2015","35-65 y.","Urban Area","","","",""
"Strong","2015","35-65 y.","Rural Area","","","",""
"Strong","2015","66 and older","Urban Area","","","",""
"Strong","2015","66 and older","Rural Area","","","",""
"A little","2015","16-34 y.","Urban Area","","","",""
"A little","2015","16-34 y.","Rural Area","","","",""
"A little","2015","35-65 y.","Urban Area","","","",""
"A little","2015","35-65 y.","Rural Area","","","",""
"A little","2015","66 and older","Urban Area","","","",""
"A little","2015","66 and older","Rural Area","","","",""
"Not at all","2015","16-34 y.","Urban Area","","","",""
"Not at all","2015","16-34 y.","Rural Area","","","",""
"Not at all","2015","35-65 y.","Urban Area","","","",""
"Not at all","2015","35-65 y.","Rural Area","","","",""
"Not at all","2015","66 and older","Urban Area","","","",""
"Not at all","2015","66 and older","Rural Area","","","",""
"Strong","2016","16-34 y.","Urban Area","155","0.0241200734322826","0.0200898884013153","0.0281502584632499"
"Strong","2016","16-34 y.","Rural Area","90","0.029105922459514","0.0226054840341294","0.0356063608848987"
"Strong","2016","35-65 y.","Urban Area","886","0.0946205386758168","0.0889612062752821","0.100279871076352"
"Strong","2016","35-65 y.","Rural Area","473","0.0907492423578625","0.0831341247125929","0.098364360003132"
"Strong","2016","66 and older","Urban Area","782","0.273738827995336","0.257953723310476","0.289523932680196"
"Strong","2016","66 and older","Rural Area","450","0.280558100101438","0.259381323070388","0.301734877132489"
"A little","2016","16-34 y.","Urban Area","907","0.149932460362613","0.140554421446965","0.15931049927826"
"A little","2016","16-34 y.","Rural Area","435","0.170334075836083","0.155797288575674","0.184870863096493"
"A little","2016","35-65 y.","Urban Area","2991","0.307287358407826","0.298366511643805","0.316208205171847"
"A little","2016","35-65 y.","Rural Area","1719","0.346423058488919","0.33380870392348","0.359037413054357"
"A little","2016","66 and older","Urban Area","1301","0.435964483654787","0.418409047141221","0.453519920168353"
"A little","2016","66 and older","Rural Area","758","0.446023380155286","0.422593227146525","0.469453533164047"
"Not at all","2016","16-34 y.","Urban Area","4505","0.825947466205105","0.815987591662608","0.835907340747602"
"Not at all","2016","16-34 y.","Rural Area","2044","0.800560001704403","0.785108556231653","0.816011447177153"
"Not at all","2016","35-65 y.","Urban Area","6398","0.598092102916357","0.588612187123211","0.607572018709503"
"Not at all","2016","35-65 y.","Rural Area","3274","0.562827699153219","0.549677651476738","0.5759777468297"
"Not at all","2016","66 and older","Urban Area","982","0.290296688349877","0.274227560421975","0.306365816277779"
"Not at all","2016","66 and older","Rural Area","521","0.273418519743276","0.252409454960005","0.294427584526546"
"Strong","2017","16-34 y.","Urban Area","59","0.0430771571935112","0.0323845113462988","0.0537698030407235"
"Strong","2017","16-34 y.","Rural Area","13","","",""
"Strong","2017","35-65 y.","Urban Area","110","0.136267033917879","0.110960603535599","0.161573464300158"
"Strong","2017","35-65 y.","Rural Area","39","0.144965848760742","0.103355023792234","0.186576673729249"
"Strong","2017","66 and older","Urban Area","15","","",""
"Strong","2017","66 and older","Rural Area","4","","",""
"A little","2017","16-34 y.","Urban Area","217","0.161938280078438","0.142536750622899","0.181339809533978"
"A little","2017","16-34 y.","Rural Area","74","0.112817597911234","0.0852247018136123","0.140410494008856"
"A little","2017","35-65 y.","Urban Area","247","0.369528721090171","0.333924417663486","0.405133024516856"
"A little","2017","35-65 y.","Rural Area","78","0.246523257167829","0.195584819739106","0.297461694596551"
"A little","2017","66 and older","Urban Area","8","","",""
"A little","2017","66 and older","Rural Area","1","","",""
"Not at all","2017","16-34 y.","Urban Area","1109","0.794984562728051","0.773722968085215","0.816246157370886"
"Not at all","2017","16-34 y.","Rural Area","418","0.866756114925573","0.83711636721334","0.896395862637805"
"Not at all","2017","35-65 y.","Urban Area","349","0.494204244991951","0.457324614057111","0.53108387592679"
"Not at all","2017","35-65 y.","Rural Area","158","0.60851089407143","0.550824185034829","0.66619760310803"
"Not at all","2017","66 and older","Urban Area","7","","",""
"Not at all","2017","66 and older","Rural Area","3","","",""
"Strong","2018","16-34 y.","Urban Area","175","0.0282372114949113","0.0239711722132011","0.0325032507766215"
"Strong","2018","16-34 y.","Rural Area","73","0.0197083288146961","0.0142684793589015","0.0251481782704907"
"Strong","2018","35-65 y.","Urban Area","1003","0.0893596342297858","0.0839739202012525","0.0947453482583192"
"Strong","2018","35-65 y.","Rural Area","485","0.0872435850898381","0.0799943281972299","0.0944928419824463"
"Strong","2018","66 and older","Urban Area","787","0.274846597732234","0.25941955481594","0.290273640648527"
"Strong","2018","66 and older","Rural Area","464","0.263976906299704","0.24401472984049","0.283939082758919"
"A little","2018","16-34 y.","Urban Area","966","0.15470341543651","0.145390442895391","0.164016387977629"
"A little","2018","16-34 y.","Rural Area","452","0.179230453497262","0.164219757004781","0.194241149989744"
"A little","2018","35-65 y.","Urban Area","3267","0.318636257178925","0.30983922348157","0.327433290876281"
"A little","2018","35-65 y.","Rural Area","1880","0.342581190496381","0.330389831745469","0.354772549247292"
"A little","2018","66 and older","Urban Area","1337","0.411236926051494","0.39423340377531","0.428240448327677"
"A little","2018","66 and older","Rural Area","845","0.473941002258177","0.451327982081201","0.496554022435154"
"Not at all","2018","16-34 y.","Urban Area","4651","0.817059373068579","0.807102666595242","0.827016079541916"
"Not at all","2018","16-34 y.","Rural Area","1983","0.801061217688042","0.785437768984234","0.816684666391849"
"Not at all","2018","35-65 y.","Urban Area","6507","0.592004108591289","0.582725360059621","0.601282857122957"
"Not at all","2018","35-65 y.","Rural Area","3456","0.570175224413781","0.55745779941618","0.582892649411383"
"Not at all","2018","66 and older","Urban Area","1093","0.313916476216272","0.297879661525146","0.329953290907399"
"Not at all","2018","66 and older","Rural Area","564","0.262082091442118","0.242166101401405","0.281998081482832"
"Strong","2019","16-34 y.","Urban Area","10","","",""
"Strong","2019","16-34 y.","Rural Area","2","","",""
"Strong","2019","35-65 y.","Urban Area","15","","",""
"Strong","2019","35-65 y.","Rural Area","9","","",""
"Strong","2019","66 and older","Urban Area","1","","",""
"Strong","2019","66 and older","Rural Area","2","","",""
"A little","2019","16-34 y.","Urban Area","17","","",""
"A little","2019","16-34 y.","Rural Area","4","","",""
"A little","2019","35-65 y.","Urban Area","22","","",""
"A little","2019","35-65 y.","Rural Area","14","","",""
"A little","2019","66 and older","Urban Area","1","","",""
"A little","2019","66 and older","Rural Area","","","",""
"Not at all","2019","16-34 y.","Urban Area","73","0.689447223049707","0.598755779875609","0.780138666223805"
"Not at all","2019","16-34 y.","Rural Area","39","0.819588537607556","0.707238858707154","0.931938216507958"
"Not at all","2019","35-65 y.","Urban Area","34","0.424385556442624","0.309420712149588","0.539350400735661"
"Not at all","2019","35-65 y.","Rural Area","30","0.508478700205","0.373887176388663","0.643070224021336"
"Not at all","2019","66 and older","Urban Area","1","","",""
"Not at all","2019","66 and older","Rural Area","1","","",""
