"ple0004","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Not at all","2012","35-65 y.","Male","3181","0.594748298338541","0.581367258929258","0.608129337747823"
"Not at all","2012","35-65 y.","Female","3383","0.523060490374254","0.510436109232113","0.535684871516396"
"Not at all","2012","66 and older","Male","872","0.324938926895413","0.306674593691339","0.343203260099486"
"Not at all","2012","66 and older","Female","686","0.233002602223486","0.217042118957201","0.248963085489771"
"Strong","2013","16-34 y.","Male","","","",""
"Strong","2013","16-34 y.","Female","","","",""
"Strong","2013","35-65 y.","Male","","","",""
"Strong","2013","35-65 y.","Female","","","",""
"Strong","2013","66 and older","Male","","","",""
"Strong","2013","66 and older","Female","","","",""
"A little","2013","16-34 y.","Male","","","",""
"A little","2013","16-34 y.","Female","","","",""
"A little","2013","35-65 y.","Male","","","",""
"A little","2013","35-65 y.","Female","","","",""
"A little","2013","66 and older","Male","","","",""
"A little","2013","66 and older","Female","","","",""
"Not at all","2013","16-34 y.","Male","","","",""
"Not at all","2013","16-34 y.","Female","","","",""
"Not at all","2013","35-65 y.","Male","","","",""
"Not at all","2013","35-65 y.","Female","","","",""
"Not at all","2013","66 and older","Male","","","",""
"Not at all","2013","66 and older","Female","","","",""
"Strong","2014","16-34 y.","Male","38","0.0172045239653954","0.0125374232168592","0.0218716247139316"
"Strong","2014","16-34 y.","Female","98","0.0240429351225028","0.0190286086172161","0.0290572616277896"
"Strong","2014","35-65 y.","Male","516","0.085343136414317","0.0788171777683023","0.0918690950603317"
"Strong","2014","35-65 y.","Female","764","0.108635010290963","0.102034421055174","0.115235599526752"
"Strong","2014","66 and older","Male","531","0.23111794406255","0.214388215818354","0.247847672306747"
"Strong","2014","66 and older","Female","785","0.312880829222044","0.294898615528613","0.330863042915475"
"A little","2014","16-34 y.","Male","348","0.10363836771325","0.0926989001973358","0.114577835229165"
"A little","2014","16-34 y.","Female","704","0.194791250782551","0.181827147666237","0.207755353898864"
"A little","2014","35-65 y.","Male","1926","0.306756196739355","0.295984835544754","0.317527557933956"
"A little","2014","35-65 y.","Female","2631","0.328527660739378","0.31856512138582","0.338490200092936"
"A little","2014","66 and older","Male","1033","0.441558132155644","0.421850923258249","0.461265341053038"
"A little","2014","66 and older","Female","1093","0.443818762664623","0.424550230128113","0.463087295201133"
"Not at all","2014","16-34 y.","Male","2596","0.879157108321354","0.867458395719709","0.890855820923"
"Not at all","2014","16-34 y.","Female","2783","0.781165814094947","0.767631610370418","0.794700017819475"
"Not at all","2014","35-65 y.","Male","4599","0.607900666846328","0.596496980056472","0.619304353636184"
"Not at all","2014","35-65 y.","Female","5143","0.562837328969659","0.552315699638606","0.573358958300711"
"Not at all","2014","66 and older","Male","875","0.327323923781806","0.308701592155508","0.345946255408103"
"Not at all","2014","66 and older","Female","676","0.243300408113333","0.226659737924982","0.259941078301685"
"Strong","2015","16-34 y.","Male","","","",""
"Strong","2015","16-34 y.","Female","","","",""
"Strong","2015","35-65 y.","Male","","","",""
"Strong","2015","35-65 y.","Female","","","",""
"Strong","2015","66 and older","Male","","","",""
"Strong","2015","66 and older","Female","","","",""
"A little","2015","16-34 y.","Male","","","",""
"A little","2015","16-34 y.","Female","","","",""
"A little","2015","35-65 y.","Male","","","",""
"A little","2015","35-65 y.","Female","","","",""
"A little","2015","66 and older","Male","","","",""
"A little","2015","66 and older","Female","","","",""
"Not at all","2015","16-34 y.","Male","","","",""
"Not at all","2015","16-34 y.","Female","","","",""
"Not at all","2015","35-65 y.","Male","","","",""
"Not at all","2015","35-65 y.","Female","","","",""
"Not at all","2015","66 and older","Male","","","",""
"Not at all","2015","66 and older","Female","","","",""
"Strong","2016","16-34 y.","Male","96","0.0227755528230048","0.0182420587642595","0.0273090468817502"
"Strong","2016","16-34 y.","Female","149","0.0284296715471071","0.0232637483419089","0.0335955947523053"
"Strong","2016","35-65 y.","Male","520","0.0832941689638686","0.0769760788789127","0.0896122590488245"
"Strong","2016","35-65 y.","Female","839","0.103364537800396","0.0968515057003258","0.109877569900467"
"Strong","2016","66 and older","Male","501","0.232896796622152","0.215767416941096","0.250026176303208"
"Strong","2016","66 and older","Female","731","0.309718817304899","0.291428587752126","0.328009046857672"
"A little","2016","16-34 y.","Male","504","0.122396910967386","0.11243745247481","0.132356369459963"
"A little","2016","16-34 y.","Female","838","0.191501172640811","0.179270500650006","0.203731844631616"
"A little","2016","35-65 y.","Male","2046","0.295069928067464","0.284641976354776","0.305497879780152"
"A little","2016","35-65 y.","Female","2664","0.345478072519042","0.335304773170742","0.355651371867342"
"A little","2016","66 and older","Male","988","0.431378217670779","0.411306994857154","0.451449440484404"
"A little","2016","66 and older","Female","1071","0.445156166148288","0.425497053035286","0.46481527926129"
"Not at all","2016","16-34 y.","Male","3560","0.854827536209609","0.844122631612234","0.865532440806984"
"Not at all","2016","16-34 y.","Female","2989","0.780069155812082","0.767194532630856","0.792943778993308"
"Not at all","2016","35-65 y.","Male","4782","0.621635902968667","0.610547052639075","0.63272475329826"
"Not at all","2016","35-65 y.","Female","4890","0.551157389680562","0.540516588307738","0.561798191053386"
"Not at all","2016","66 and older","Male","850","0.335724985707069","0.316586887852753","0.354863083561385"
"Not at all","2016","66 and older","Female","653","0.245125016546813","0.228109165415899","0.262140867677726"
"Strong","2017","16-34 y.","Male","29","","",""
"Strong","2017","16-34 y.","Female","43","0.0710671128320719","0.052895478606639","0.0892387470575047"
"Strong","2017","35-65 y.","Male","62","0.0974427796587345","0.072289786828184","0.122595772489285"
"Strong","2017","35-65 y.","Female","87","0.196607665369114","0.159764376227565","0.233450954510663"
"Strong","2017","66 and older","Male","3","","",""
"Strong","2017","66 and older","Female","16","","",""
"A little","2017","16-34 y.","Male","115","0.1043988223994","0.0865069088735816","0.122290735925219"
"A little","2017","16-34 y.","Female","176","0.247949154375354","0.21740891767507","0.278489391075638"
"A little","2017","35-65 y.","Male","145","0.275971526945142","0.238058590439378","0.313884463450906"
"A little","2017","35-65 y.","Female","180","0.419569215821546","0.373821295452358","0.465317136190734"
"A little","2017","66 and older","Male","4","","",""
"A little","2017","66 and older","Female","5","","",""
"Not at all","2017","16-34 y.","Male","978","0.873815264220797","0.854385618250311","0.893244910191282"
"Not at all","2017","16-34 y.","Female","549","0.680983732792574","0.648019553744465","0.713947911840683"
"Not at all","2017","35-65 y.","Male","327","0.626585693396123","0.585559315472483","0.667612071319763"
"Not at all","2017","35-65 y.","Female","180","0.38382311880934","0.338740140992348","0.428906096626332"
"Not at all","2017","66 and older","Male","7","","",""
"Not at all","2017","66 and older","Female","3","","",""
"Strong","2018","16-34 y.","Male","96","0.0158436785484663","0.0120752970946525","0.01961206000228"
"Strong","2018","16-34 y.","Female","152","0.0367135990911738","0.0309445692420063","0.0424826289403414"
"Strong","2018","35-65 y.","Male","595","0.0771026977494138","0.071151847168907","0.0830535483299207"
"Strong","2018","35-65 y.","Female","893","0.100297601440815","0.0940493172291498","0.10654588565248"
"Strong","2018","66 and older","Male","514","0.226865520082344","0.210399195833406","0.243331844331282"
"Strong","2018","66 and older","Female","737","0.307088410906313","0.289374483797169","0.324802338015458"
"A little","2018","16-34 y.","Male","518","0.117997945857571","0.10826225387754","0.127733637837601"
"A little","2018","16-34 y.","Female","900","0.207933440043712","0.195483862939254","0.22038301714817"
"A little","2018","35-65 y.","Male","2186","0.293928861514573","0.283766072333743","0.304091650695402"
"A little","2018","35-65 y.","Female","2961","0.359142537777681","0.349163694326714","0.369121381228648"
"A little","2018","66 and older","Male","1056","0.424785036220997","0.405350034342013","0.444220038099981"
"A little","2018","66 and older","Female","1126","0.43707566361458","0.418027743882792","0.456123583346369"
"Not at all","2018","16-34 y.","Male","3604","0.866158375593963","0.855883204611433","0.876433546576494"
"Not at all","2018","16-34 y.","Female","3030","0.755352960865114","0.742165640986111","0.768540280744117"
"Not at all","2018","35-65 y.","Male","4938","0.628968440736013","0.618191700277422","0.639745181194605"
"Not at all","2018","35-65 y.","Female","5025","0.540559860781504","0.530194070274261","0.550925651288747"
"Not at all","2018","66 and older","Male","915","0.348349443696659","0.329616766890966","0.367082120502352"
"Not at all","2018","66 and older","Female","742","0.255835925479107","0.239080350246546","0.272591500711668"
"Strong","2019","16-34 y.","Male","5","","",""
"Strong","2019","16-34 y.","Female","7","","",""
"Strong","2019","35-65 y.","Male","12","","",""
"Strong","2019","35-65 y.","Female","12","","",""
"Strong","2019","66 and older","Male","2","","",""
"Strong","2019","66 and older","Female","1","","",""
"A little","2019","16-34 y.","Male","9","","",""
"A little","2019","16-34 y.","Female","12","","",""
"A little","2019","35-65 y.","Male","14","","",""
"A little","2019","35-65 y.","Female","22","","",""
"A little","2019","66 and older","Male","1","","",""
"A little","2019","66 and older","Female","","","",""
"Not at all","2019","16-34 y.","Male","59","0.729505170622775","0.627603728067414","0.831406613178136"
"Not at all","2019","16-34 y.","Female","54","0.729672615846348","0.627791027790276","0.831554203902421"
"Not at all","2019","35-65 y.","Male","33","0.548182922813641","0.421193907058256","0.675171938569026"
"Not at all","2019","35-65 y.","Female","34","0.45373421969777","0.335403801425613","0.572064637969928"
"Not at all","2019","66 and older","Male","1","","",""
"Not at all","2019","66 and older","Female","1","","",""
