"ple0004","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"A little","2006","indirect migration background","Male","47","0.130176230303735","0.0969499701403087","0.16340249046716","2"
"A little","2006","indirect migration background","Female","81","0.183363313510356","0.146702940979141","0.22002368604157","2"
"Not at all","2006","no migration background","Female","5519","0.510237813590816","0.500353175853015","0.520122451328617","3"
"Not at all","2006","direct migration background","Male","632","0.562367725793377","0.533104080778619","0.591631370808136","3"
"Not at all","2006","direct migration background","Female","651","0.480140753796597","0.452803056260495","0.507478451332699","3"
"Not at all","2006","no migration background","Male","5673","0.61573854415831","0.605688067048946","0.625789021267674","3"
"Not at all","2006","indirect migration background","Male","341","0.849091245897059","0.813745725633792","0.884436766160326","3"
"Not at all","2006","indirect migration background","Female","332","0.776443184007154","0.736972467949252","0.815913900065055","3"
"Strong","2006","no migration background","Male","806","0.10159103239125","0.095348801585624","0.107833263196876","1"
"Strong","2006","no migration background","Female","1142","0.143546993867955","0.136613843306041","0.150480144429869","1"
"Strong","2006","direct migration background","Male","121","0.106317782100515","0.0881350949348044","0.124500469266227","1"
"Strong","2006","direct migration background","Female","191","0.15683920546222","0.136940845554976","0.176737565369465","1"
"Strong","2006","indirect migration background","Male","6","","","","1"
"Strong","2006","indirect migration background","Female","15","","","","1"
"A little","2007","no migration background","Male","","","","","2"
"A little","2007","no migration background","Female","","","","","2"
"A little","2007","direct migration background","Male","","","","","2"
"A little","2007","direct migration background","Female","","","","","2"
"A little","2007","indirect migration background","Male","","","","","2"
"A little","2007","indirect migration background","Female","","","","","2"
"Not at all","2007","no migration background","Male","","","","","3"
"Not at all","2007","no migration background","Female","","","","","3"
"Not at all","2007","direct migration background","Male","","","","","3"
"Not at all","2007","direct migration background","Female","","","","","3"
"Not at all","2007","indirect migration background","Male","","","","","3"
"Not at all","2007","indirect migration background","Female","","","","","3"
"Strong","2007","no migration background","Male","","","","","1"
"Strong","2007","no migration background","Female","","","","","1"
"Strong","2007","direct migration background","Male","","","","","1"
"Strong","2007","direct migration background","Female","","","","","1"
"Strong","2007","indirect migration background","Male","","","","","1"
"Strong","2007","indirect migration background","Female","","","","","1"
"A little","2008","no migration background","Male","2285","0.290336483930234","0.280379796518745","0.300293171341722","2"
"A little","2008","no migration background","Female","2789","0.343944526874236","0.333972600782998","0.353916452965474","2"
"A little","2008","direct migration background","Male","254","0.309424522908957","0.278900408135387","0.339948637682527","2"
"A little","2008","direct migration background","Female","350","0.343024032525413","0.314018728681651","0.372029336369176","2"
"A little","2008","indirect migration background","Male","43","0.100453611976456","0.0699064279197391","0.131000796033172","2"
"A little","2008","indirect migration background","Female","69","0.185006424100379","0.147000928349366","0.223011919851391","2"
"Not at all","2008","no migration background","Male","4962","0.6113551706576","0.600663118497107","0.622047222818093","3"
"Not at all","2008","no migration background","Female","4890","0.513040640599441","0.502547951342586","0.523533329856295","3"
"Not at all","2008","direct migration background","Male","524","0.586276985941242","0.55375579808939","0.618798173793094","3"
"Not at all","2008","direct migration background","Female","528","0.496549357930877","0.466000142191306","0.527098573670448","3"
"Not at all","2008","indirect migration background","Male","319","0.855252802763815","0.819498447119237","0.891007158408392","3"
"Not at all","2008","indirect migration background","Female","313","0.769520787286143","0.728301359018134","0.810740215554153","3"
"Strong","2008","no migration background","Male","737","0.0983083454121664","0.0917776106566931","0.10483908016764","1"
"Strong","2008","no migration background","Female","1038","0.143014832526323","0.135665603838922","0.150364061213725","1"
"Strong","2008","direct migration background","Male","103","0.104298491149801","0.0841157196867589","0.124481262612843","1"
"Strong","2008","direct migration background","Female","151","0.16042660954371","0.138002875232595","0.182850343854824","1"
"Strong","2008","indirect migration background","Male","10","","","","1"
"Strong","2008","indirect migration background","Female","19","","","","1"
"A little","2009","no migration background","Male","","","","","2"
"A little","2009","no migration background","Female","","","","","2"
"A little","2009","direct migration background","Male","","","","","2"
"A little","2009","direct migration background","Female","","","","","2"
"A little","2009","indirect migration background","Male","","","","","2"
"A little","2009","indirect migration background","Female","","","","","2"
"Not at all","2009","no migration background","Male","","","","","3"
"Not at all","2009","no migration background","Female","","","","","3"
"Not at all","2009","direct migration background","Male","","","","","3"
"Not at all","2009","direct migration background","Female","","","","","3"
"Not at all","2009","indirect migration background","Male","","","","","3"
"Not at all","2009","indirect migration background","Female","","","","","3"
"Strong","2009","no migration background","Male","","","","","1"
"Strong","2009","no migration background","Female","","","","","1"
"Strong","2009","direct migration background","Male","","","","","1"
"Strong","2009","direct migration background","Female","","","","","1"
"Strong","2009","indirect migration background","Male","","","","","1"
"Strong","2009","indirect migration background","Female","","","","","1"
"A little","2010","no migration background","Male","2107","0.323648627826473","0.312664773239301","0.334632482413644","2"
"A little","2010","no migration background","Female","2586","0.36183168515184","0.3510289521829","0.37263441812078","2"
"A little","2010","direct migration background","Male","215","0.313317562445475","0.278090103611676","0.348545021279273","2"
"A little","2010","direct migration background","Female","275","0.360071658221604","0.326973597183294","0.393169719259913","2"
"A little","2010","indirect migration background","Male","55","0.222106740770427","0.176204521012248","0.268008960528607","2"
"A little","2010","indirect migration background","Female","81","0.234133288115338","0.189384935811023","0.278881640419654","2"
"Not at all","2010","no migration background","Male","4170","0.570758421275785","0.559138350915687","0.582378491635883","3"
"Not at all","2010","no migration background","Female","4084","0.485791533895104","0.474555648337594","0.497027419452613","3"
"Not at all","2010","direct migration background","Male","369","0.539901573838228","0.502049154120958","0.577753993555498","3"
"Not at all","2010","direct migration background","Female","408","0.459914767178413","0.425550092317134","0.494279442039691","3"
"Not at all","2010","indirect migration background","Male","258","0.760752511095956","0.713639788163019","0.807865234028892","3"
"Not at all","2010","indirect migration background","Female","248","0.732765093860984","0.686002580133007","0.779527607588961","3"
"Strong","2010","no migration background","Male","693","0.105592950897743","0.0983782758994816","0.112807625896004","1"
"Strong","2010","no migration background","Female","931","0.152376780953056","0.144297484489912","0.160456077416201","1"
"Strong","2010","direct migration background","Male","82","0.146780863716298","0.119904160876438","0.173657566556157","1"
"Strong","2010","direct migration background","Female","125","0.180013574599984","0.153522573539719","0.206504575660249","1"
"Strong","2010","indirect migration background","Male","2","","","","1"
"Strong","2010","indirect migration background","Female","15","","","","1"
"A little","2011","no migration background","Male","","","","","2"
"A little","2011","no migration background","Female","","","","","2"
"A little","2011","direct migration background","Male","","","","","2"
"A little","2011","direct migration background","Female","","","","","2"
"A little","2011","indirect migration background","Male","","","","","2"
"A little","2011","indirect migration background","Female","","","","","2"
"Not at all","2011","no migration background","Male","","","","","3"
"Not at all","2011","no migration background","Female","","","","","3"
"Not at all","2011","direct migration background","Male","","","","","3"
"Not at all","2011","direct migration background","Female","","","","","3"
"Not at all","2011","indirect migration background","Male","","","","","3"
"Not at all","2011","indirect migration background","Female","","","","","3"
"Strong","2011","no migration background","Male","","","","","1"
"Strong","2011","no migration background","Female","","","","","1"
"Strong","2011","direct migration background","Male","","","","","1"
"Strong","2011","direct migration background","Female","","","","","1"
"Strong","2011","indirect migration background","Male","","","","","1"
"Strong","2011","indirect migration background","Female","","","","","1"
"A little","2012","no migration background","Male","2602","0.317461948269254","0.307527572905291","0.327396323633217","2"
"A little","2012","no migration background","Female","3222","0.360739341391333","0.351016552300014","0.370462130482652","2"
"A little","2012","direct migration background","Male","268","0.300436125337362","0.269813933087688","0.331058317587037","2"
"A little","2012","direct migration background","Female","394","0.400894988848403","0.371707236504513","0.430082741192292","2"
"A little","2012","indirect migration background","Male","66","0.16769341021504","0.130081260951088","0.205305559478991","2"
"A little","2012","indirect migration background","Female","109","0.25150926999276","0.209865477392777","0.293153062592744","2"
"Not at all","2012","no migration background","Male","4956","0.57758737584934","0.567045726078836","0.588129025619843","3"
"Not at all","2012","no migration background","Female","4930","0.485879674342755","0.475760341638141","0.495999007047368","3"
"Not at all","2012","direct migration background","Male","503","0.611849362764119","0.5792980188859","0.644400706642338","3"
"Not at all","2012","direct migration background","Female","533","0.449207810229484","0.419583285019377","0.47883233543959","3"
"Not at all","2012","indirect migration background","Male","299","0.786361086579102","0.745096293345983","0.827625879812221","3"
"Not at all","2012","indirect migration background","Female","288","0.702956714556591","0.659098169022928","0.746815260090253","3"
"Strong","2012","no migration background","Male","876","0.104950675881406","0.0984096269637172","0.111491724799095","1"
"Strong","2012","no migration background","Female","1219","0.153380984265912","0.146084983150973","0.160676985380851","1"
"Strong","2012","direct migration background","Male","90","0.0877145118985187","0.0688194802335769","0.106609543563461","1"
"Strong","2012","direct migration background","Female","156","0.149897200922114","0.128637049794028","0.1711573520502","1"
"Strong","2012","indirect migration background","Male","14","","","","1"
"Strong","2012","indirect migration background","Female","20","","","","1"
"A little","2013","no migration background","Male","","","","","2"
"A little","2013","no migration background","Female","","","","","2"
"A little","2013","direct migration background","Male","","","","","2"
"A little","2013","direct migration background","Female","","","","","2"
"A little","2013","indirect migration background","Male","","","","","2"
"A little","2013","indirect migration background","Female","","","","","2"
"Not at all","2013","no migration background","Male","","","","","3"
"Not at all","2013","no migration background","Female","","","","","3"
"Not at all","2013","direct migration background","Male","","","","","3"
"Not at all","2013","direct migration background","Female","","","","","3"
"Not at all","2013","indirect migration background","Male","","","","","3"
"Not at all","2013","indirect migration background","Female","","","","","3"
"Strong","2013","no migration background","Male","","","","","1"
"Strong","2013","no migration background","Female","","","","","1"
"Strong","2013","direct migration background","Male","","","","","1"
"Strong","2013","direct migration background","Female","","","","","1"
"Strong","2013","indirect migration background","Male","","","","","1"
"Strong","2013","indirect migration background","Female","","","","","1"
"A little","2014","no migration background","Male","2640","0.30243809618897","0.293103054932278","0.311773137445661","2"
"A little","2014","no migration background","Female","3440","0.342509812138735","0.333610462474615","0.351409161802855","2"
"A little","2014","direct migration background","Male","551","0.258274265849709","0.240490974620628","0.27605755707879","2"
"A little","2014","direct migration background","Female","779","0.283844250588449","0.267132447884657","0.30055605329224","2"
"A little","2014","indirect migration background","Male","116","0.130743056904953","0.107877159271599","0.153608954538308","2"
"A little","2014","indirect migration background","Female","209","0.238979246681356","0.211974277839514","0.265984215523199","2"
"Not at all","2014","no migration background","Male","5783","0.591928554258048","0.581939845159219","0.601917263356877","3"
"Not at all","2014","no migration background","Female","6194","0.509523637130882","0.500148700658096","0.518898573603667","3"
"Not at all","2014","direct migration background","Male","1587","0.640264966751876","0.620765571786919","0.659764361716834","3"
"Not at all","2014","direct migration background","Female","1703","0.560339330166207","0.541941615906869","0.578737044425544","3"
"Not at all","2014","indirect migration background","Male","700","0.836193502451427","0.811090607434702","0.861296397468152","3"
"Not at all","2014","indirect migration background","Female","705","0.71490113907376","0.686312987761956","0.743489290385564","3"
"Strong","2014","no migration background","Male","877","0.105633349552983","0.0993864439890191","0.111880255116946","1"
"Strong","2014","no migration background","Female","1289","0.147966550730384","0.141307884877332","0.154625216583435","1"
"Strong","2014","direct migration background","Male","189","0.101460767398414","0.0891929446368443","0.113728590159984","1"
"Strong","2014","direct migration background","Female","314","0.155816419245344","0.142373160185258","0.169259678305431","1"
"Strong","2014","indirect migration background","Male","19","","","","1"
"Strong","2014","indirect migration background","Female","44","0.0461196142448836","0.0328378695194563","0.059401358970311","1"
"A little","2015","no migration background","Male","","","","","2"
"A little","2015","no migration background","Female","","","","","2"
"A little","2015","indirect migration background","Male","","","","","2"
"A little","2015","indirect migration background","Female","","","","","2"
"A little","2015","direct migration background","Male","","","","","2"
"A little","2015","direct migration background","Female","","","","","2"
"Not at all","2015","no migration background","Male","","","","","3"
"Not at all","2015","no migration background","Female","","","","","3"
"Not at all","2015","direct migration background","Male","","","","","3"
"Not at all","2015","direct migration background","Female","","","","","3"
"Not at all","2015","indirect migration background","Male","","","","","3"
"Not at all","2015","indirect migration background","Female","","","","","3"
"Strong","2015","no migration background","Male","","","","","1"
"Strong","2015","no migration background","Female","","","","","1"
"Strong","2015","indirect migration background","Female","","","","","1"
"Strong","2015","direct migration background","Male","","","","","1"
"Strong","2015","direct migration background","Female","","","","","1"
"Strong","2015","indirect migration background","Male","","","","","1"
"A little","2016","no migration background","Male","2424","0.296308146901693","0.286438627533645","0.30617766626974","2"
"A little","2016","no migration background","Female","3207","0.352551512539267","0.343039384321547","0.362063640756987","2"
"A little","2016","indirect migration background","Male","116","0.144871073771159","0.118963209587354","0.170778937954964","2"
"A little","2016","indirect migration background","Female","189","0.204718925988734","0.177432430012923","0.232005421964545","2"
"A little","2016","direct migration background","Male","999","0.252822134815332","0.24067254265205","0.264971726978613","2"
"A little","2016","direct migration background","Female","1177","0.302576995528658","0.288835508441023","0.316318482616293","2"
"Not at all","2016","no migration background","Male","5024","0.596523459402993","0.585919797934137","0.607127120871849","3"
"Not at all","2016","no migration background","Female","5270","0.498546896787726","0.488592109958409","0.508501683617043","3"
"Not at all","2016","direct migration background","Male","3594","0.65264627073072","0.639336607486892","0.665955933974547","3"
"Not at all","2016","direct migration background","Female","2656","0.563899074122966","0.549064952278585","0.578733195967346","3"
"Not at all","2016","indirect migration background","Male","574","0.831283219176385","0.803716910150318","0.858849528202453","3"
"Not at all","2016","indirect migration background","Female","606","0.747938262965665","0.718575644222966","0.777300881708364","3"
"Strong","2016","no migration background","Male","775","0.107168393695314","0.100482629047495","0.113854158343134","1"
"Strong","2016","no migration background","Female","1214","0.148901590673007","0.141813922899918","0.155989258446096","1"
"Strong","2016","indirect migration background","Female","45","0.0473428110456009","0.0329811790824302","0.0617044430087715","1"
"Strong","2016","direct migration background","Male","323","0.0945315944539488","0.0863532142598315","0.102709974648066","1"
"Strong","2016","direct migration background","Female","460","0.133523930348376","0.123349139586751","0.143698721110001","1"
"Strong","2016","indirect migration background","Male","19","","","","1"
"A little","2017","no migration background","Male","","","","","2"
"A little","2017","no migration background","Female","","","","","2"
"A little","2017","indirect migration background","Male","","","","","2"
"A little","2017","indirect migration background","Female","","","","","2"
"A little","2017","direct migration background","Male","264","0.142813063934474","0.126032305114915","0.159593822754032","2"
"A little","2017","direct migration background","Female","361","0.299003077936663","0.273510818900555","0.32449533697277","2"
"Not at all","2017","no migration background","Male","","","","","3"
"Not at all","2017","no migration background","Female","","","","","3"
"Not at all","2017","direct migration background","Male","1312","0.818354027667791","0.799862476062038","0.836845579273545","3"
"Not at all","2017","direct migration background","Female","732","0.579161637941841","0.551671938438992","0.60665133744469","3"
"Not at all","2017","indirect migration background","Male","","","","","3"
"Not at all","2017","indirect migration background","Female","","","","","3"
"Strong","2017","no migration background","Male","","","","","1"
"Strong","2017","no migration background","Female","","","","","1"
"Strong","2017","indirect migration background","Female","","","","","1"
"Strong","2017","direct migration background","Male","94","0.0388329083977351","0.0295669731460024","0.0480988436494677","1"
"Strong","2017","direct migration background","Female","146","0.121835284121497","0.103622054214645","0.140048514028348","1"
"Strong","2017","indirect migration background","Male","","","","","1"
"A little","2018","no migration background","Male","2622","0.297832377494481","0.288432961958726","0.307231793030235","2"
"A little","2018","no migration background","Female","3455","0.354384446344518","0.345237101471997","0.36353179121704","2"
"A little","2018","direct migration background","Female","1299","0.341061562664006","0.326605191066349","0.355517934261664","2"
"A little","2018","indirect migration background","Male","124","0.163296102952289","0.13715395386299","0.189438252041588","2"
"A little","2018","indirect migration background","Female","233","0.256064123524934","0.228028167536608","0.284100079513259","2"
"A little","2018","direct migration background","Male","1014","0.237392690533358","0.225044531675141","0.249740849391575","2"
"Not at all","2018","no migration background","Male","5640","0.601079901406819","0.591015138295969","0.611144664517668","3"
"Not at all","2018","no migration background","Female","5794","0.496621249673488","0.48705964413957","0.506182855207407","3"
"Not at all","2018","direct migration background","Male","3194","0.666846559279264","0.653167596630118","0.68052552192841","3"
"Not at all","2018","direct migration background","Female","2352","0.514420253860443","0.499179382232439","0.529661125488447","3"
"Not at all","2018","indirect migration background","Male","623","0.807895658491148","0.780033567376865","0.835757749605431","3"
"Not at all","2018","indirect migration background","Female","651","0.699525814339571","0.670076261368342","0.7289753673108","3"
"Strong","2018","no migration background","Male","831","0.1010877210987","0.0948918502719689","0.107283591925432","1"
"Strong","2018","no migration background","Female","1255","0.148994303981993","0.142184700863518","0.155803907100468","1"
"Strong","2018","direct migration background","Male","353","0.0957607501873779","0.0872208360956297","0.104300664279126","1"
"Strong","2018","direct migration background","Female","480","0.144518183475551","0.133795903774485","0.155240463176616","1"
"Strong","2018","indirect migration background","Male","21","","","","1"
"Strong","2018","indirect migration background","Female","47","0.0444100621354952","0.0311773237956394","0.057642800475351","1"
"A little","2019","no migration background","Male","","","","","2"
"A little","2019","no migration background","Female","","","","","2"
"A little","2019","direct migration background","Female","34","0.226113844289315","0.157552047918407","0.294675640660223","2"
"A little","2019","indirect migration background","Male","","","","","2"
"A little","2019","indirect migration background","Female","","","","","2"
"A little","2019","direct migration background","Male","24","","","","2"
"Not at all","2019","no migration background","Male","","","","","3"
"Not at all","2019","no migration background","Female","","","","","3"
"Not at all","2019","direct migration background","Male","93","0.631646275174587","0.550578521451589","0.712714028897585","3"
"Not at all","2019","direct migration background","Female","89","0.640759315008216","0.562123517727195","0.719395112289236","3"
"Not at all","2019","indirect migration background","Male","","","","","3"
"Not at all","2019","indirect migration background","Female","","","","","3"
"Strong","2019","no migration background","Male","","","","","1"
"Strong","2019","no migration background","Female","","","","","1"
"Strong","2019","indirect migration background","Male","","","","","1"
"Strong","2019","indirect migration background","Female","","","","","1"
"Strong","2019","direct migration background","Male","19","","","","1"
"Strong","2019","direct migration background","Female","20","","","","1"
