"ple0004","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Strong","2004","vocational + Abi","Male","28","","",""
"Strong","2004","vocational + Abi","Female","48","0.103741213005725","0.0808227225650633","0.126659703446387"
"Strong","2004","higher vocational","Male","90","0.115065156307347","0.0946442865494126","0.135486026065281"
"Strong","2004","higher vocational","Female","66","0.13067079321766","0.105809303997425","0.155532282437895"
"Strong","2004","higher education","Male","127","0.0718253200632912","0.0615424424927643","0.0821081976338181"
"Strong","2004","higher education","Female","117","0.0902407749226822","0.0772819703899521","0.103199579455412"
"A little","2004","in school","Male","13","","",""
"A little","2004","in school","Female","39","0.125908952160906","0.0901159800453619","0.161701924276449"
"A little","2004","inadequately","Male","35","0.341062534616146","0.249062685885142","0.433062383347151"
"A little","2004","inadequately","Female","59","0.409123565577884","0.330177491197766","0.488069639958001"
"A little","2004","general elemantary","Male","187","0.240545139032893","0.211658343410896","0.26943193465489"
"A little","2004","general elemantary","Female","630","0.369392920286755","0.346780202036009","0.392005638537502"
"A little","2004","middle vocational","Male","1451","0.293734663127127","0.281319158807973","0.306150167446281"
"A little","2004","middle vocational","Female","1839","0.345296195407319","0.332894073868669","0.357698316945969"
"A little","2004","vocational + Abi","Male","99","0.228634424475972","0.19133651011462","0.265932338837324"
"A little","2004","vocational + Abi","Female","173","0.266071710328516","0.232857816016363","0.299285604640669"
"A little","2004","higher vocational","Male","292","0.326942013958843","0.296922180440886","0.356961847476801"
"A little","2004","higher vocational","Female","206","0.306486942105057","0.272479102012882","0.340494782197232"
"A little","2004","higher education","Male","596","0.262594911036995","0.245069942798733","0.280119879275258"
"A little","2004","higher education","Female","507","0.296468535509491","0.275813242324981","0.317123828694001"
"Not at all","2004","in school","Male","294","0.930432558287886","0.902065498941435","0.958799617634337"
"Not at all","2004","in school","Female","286","0.861882321252961","0.824656889561918","0.899107752944004"
"Not at all","2004","inadequately","Male","58","0.601207097538395","0.506182997574674","0.696231197502115"
"Not at all","2004","inadequately","Female","58","0.326492281697957","0.251197876851807","0.401786686544107"
"Not at all","2004","general elemantary","Male","575","0.652979901741899","0.6208079569747","0.685151846509098"
"Not at all","2004","general elemantary","Female","743","0.379414877503317","0.356680298061326","0.402149456945309"
"Not at all","2004","middle vocational","Male","3153","0.584980486382416","0.571549504364658","0.598411468400175"
"Not at all","2004","middle vocational","Female","3192","0.517839067547055","0.504805267045875","0.530872868048235"
"Not at all","2004","vocational + Abi","Male","360","0.691965028340176","0.650961078264753","0.7329689784156"
"Not at all","2004","vocational + Abi","Female","459","0.630187076665759","0.593902720363125","0.666471432968393"
"Not at all","2004","higher vocational","Male","556","0.55799282973381","0.526211238452184","0.589774421015435"
"Not at all","2004","higher vocational","Female","434","0.562842264677283","0.526252621426962","0.599431907927604"
"Not at all","2004","higher education","Male","1699","0.665579768899713","0.646790609568444","0.684368928230983"
"Not at all","2004","higher education","Female","1254","0.613290689567827","0.591265188505975","0.635316190629679"
"Strong","2005","in school","Male","","","",""
"Strong","2005","in school","Female","","","",""
"Strong","2005","inadequately","Male","","","",""
"Strong","2005","inadequately","Female","","","",""
"Strong","2005","general elemantary","Male","","","",""
"Strong","2005","general elemantary","Female","","","",""
"Strong","2005","middle vocational","Male","","","",""
"Strong","2005","middle vocational","Female","","","",""
"Strong","2005","vocational + Abi","Male","","","",""
"Strong","2005","vocational + Abi","Female","","","",""
"Strong","2005","higher vocational","Male","","","",""
"Strong","2005","higher vocational","Female","","","",""
"Strong","2005","higher education","Male","","","",""
"Strong","2005","higher education","Female","","","",""
"A little","2005","in school","Male","","","",""
"A little","2005","in school","Female","","","",""
"A little","2005","inadequately","Male","","","",""
"A little","2005","inadequately","Female","","","",""
"A little","2005","general elemantary","Male","","","",""
"A little","2005","general elemantary","Female","","","",""
"A little","2005","middle vocational","Male","","","",""
"A little","2005","middle vocational","Female","","","",""
"A little","2005","vocational + Abi","Male","","","",""
"A little","2005","vocational + Abi","Female","","","",""
"A little","2005","higher vocational","Male","","","",""
"A little","2005","higher vocational","Female","","","",""
"A little","2005","higher education","Male","","","",""
"A little","2005","higher education","Female","","","",""
"Not at all","2005","in school","Male","","","",""
"Not at all","2005","in school","Female","","","",""
"Not at all","2005","inadequately","Male","","","",""
"Not at all","2005","inadequately","Female","","","",""
"Not at all","2005","general elemantary","Male","","","",""
"Not at all","2005","general elemantary","Female","","","",""
"Not at all","2005","middle vocational","Male","","","",""
"Not at all","2005","middle vocational","Female","","","",""
"Not at all","2005","vocational + Abi","Male","","","",""
"Not at all","2005","vocational + Abi","Female","","","",""
"Not at all","2005","higher vocational","Male","","","",""
"Not at all","2005","higher vocational","Female","","","",""
"Not at all","2005","higher education","Male","","","",""
"Not at all","2005","higher education","Female","","","",""
"Strong","2006","in school","Male","1","","",""
"Strong","2006","in school","Female","1","","",""
"Strong","2006","inadequately","Male","13","","",""
"Strong","2006","inadequately","Female","42","0.267407077527397","0.194863681871182","0.339950473183612"
"Strong","2006","general elemantary","Male","85","0.122742628447422","0.0996102884572629","0.145874968437581"
"Strong","2006","general elemantary","Female","401","0.254395619094281","0.233825322337295","0.274965915851267"
"Strong","2006","middle vocational","Male","587","0.115642394896707","0.107014876498549","0.124269913294865"
"Strong","2006","middle vocational","Female","643","0.128789150539598","0.120195222232514","0.137383078846683"
"Strong","2006","vocational + Abi","Male","23","","",""
"Strong","2006","vocational + Abi","Female","43","0.0680969684328138","0.0498851348608736","0.086308802004754"
"Strong","2006","higher vocational","Male","83","0.09573488781118","0.0769458022672177","0.114523973355142"
"Strong","2006","higher vocational","Female","61","0.104885268900765","0.0823631166045556","0.127407421196974"
"Strong","2006","higher education","Male","137","0.064793619260308","0.0552505622855141","0.0743366762351019"
"Strong","2006","higher education","Female","150","0.0997426988515388","0.0867137276860604","0.112771670017017"
"A little","2006","in school","Male","9","","",""
"A little","2006","in school","Female","24","","",""
"A little","2006","inadequately","Male","31","0.25573222859777","0.16846125663326","0.343003200562279"
"A little","2006","inadequately","Female","60","0.505191300053487","0.42324550612407","0.587137093982904"
"A little","2006","general elemantary","Male","193","0.266703041148377","0.23552762424474","0.297878458052014"
"A little","2006","general elemantary","Female","647","0.383001218784645","0.36004112019727","0.405961317372021"
"A little","2006","middle vocational","Male","1563","0.301840991160534","0.289456456856948","0.314225525464121"
"A little","2006","middle vocational","Female","1981","0.357437277265666","0.34514172232957","0.369732832201761"
"A little","2006","vocational + Abi","Male","120","0.261258221573283","0.22211949208459","0.300396951061976"
"A little","2006","vocational + Abi","Female","178","0.254525076829496","0.223034092954302","0.286016060704689"
"A little","2006","higher vocational","Male","318","0.351332236223301","0.320846773068592","0.38181769937801"
"A little","2006","higher vocational","Female","207","0.320842402997734","0.286530527895345","0.355154278100124"
"A little","2006","higher education","Male","658","0.24569230365583","0.229003019392649","0.262381587919011"
"A little","2006","higher education","Female","559","0.304218912327494","0.284214967237256","0.324222857417732"
"Not at all","2006","in school","Male","188","0.960136788754224","0.932886683023791","0.987386894484658"
"Not at all","2006","in school","Female","174","0.8979632582044","0.855907145528873","0.940019370879926"
"Not at all","2006","inadequately","Male","52","0.587500834645981","0.489025320822972","0.68597634846899"
"Not at all","2006","inadequately","Female","41","0.227401622419116","0.15870209530762","0.296101149530612"
"Not at all","2006","general elemantary","Male","495","0.610554330404201","0.576179232675564","0.644929428132839"
"Not at all","2006","general elemantary","Female","674","0.362603162121074","0.339896554078291","0.385309770163856"
"Not at all","2006","middle vocational","Male","3128","0.582516613942759","0.569212463265586","0.595820764619932"
"Not at all","2006","middle vocational","Female","3212","0.513773572194736","0.50095039598824","0.526596748401232"
"Not at all","2006","vocational + Abi","Male","341","0.678685520504296","0.63708250118738","0.720288539821211"
"Not at all","2006","vocational + Abi","Female","514","0.677377954737691","0.643581824836244","0.711174084639138"
"Not at all","2006","higher vocational","Male","541","0.552932875965519","0.521182767508498","0.58468298442254"
"Not at all","2006","higher vocational","Female","443","0.574272328101501","0.53792787187282","0.610616784330182"
"Not at all","2006","higher education","Male","1761","0.689514077083862","0.671576648205436","0.707451505962289"
"Not at all","2006","higher education","Female","1323","0.596038388820967","0.574703351686554","0.617373425955381"
"Strong","2007","in school","Male","","","",""
"Strong","2007","in school","Female","","","",""
"Strong","2007","inadequately","Male","","","",""
"Strong","2007","inadequately","Female","","","",""
"Strong","2007","general elemantary","Male","","","",""
"Strong","2007","general elemantary","Female","","","",""
"Strong","2007","middle vocational","Male","","","",""
"Strong","2007","middle vocational","Female","","","",""
"Strong","2007","vocational + Abi","Male","","","",""
"Strong","2007","vocational + Abi","Female","","","",""
"Strong","2007","higher vocational","Male","","","",""
"Strong","2007","higher vocational","Female","","","",""
"Strong","2007","higher education","Male","","","",""
"Strong","2007","higher education","Female","","","",""
"A little","2007","in school","Male","","","",""
"A little","2007","in school","Female","","","",""
"A little","2007","inadequately","Male","","","",""
"A little","2007","inadequately","Female","","","",""
"A little","2007","general elemantary","Male","","","",""
"A little","2007","general elemantary","Female","","","",""
"A little","2007","middle vocational","Male","","","",""
"A little","2007","middle vocational","Female","","","",""
"A little","2007","vocational + Abi","Male","","","",""
"A little","2007","vocational + Abi","Female","","","",""
"A little","2007","higher vocational","Male","","","",""
"A little","2007","higher vocational","Female","","","",""
"A little","2007","higher education","Male","","","",""
"A little","2007","higher education","Female","","","",""
"Not at all","2007","in school","Male","","","",""
"Not at all","2007","in school","Female","","","",""
"Not at all","2007","inadequately","Male","","","",""
"Not at all","2007","inadequately","Female","","","",""
"Not at all","2007","general elemantary","Male","","","",""
"Not at all","2007","general elemantary","Female","","","",""
"Not at all","2007","middle vocational","Male","","","",""
"Not at all","2007","middle vocational","Female","","","",""
"Not at all","2007","vocational + Abi","Male","","","",""
"Not at all","2007","vocational + Abi","Female","","","",""
"Not at all","2007","higher vocational","Male","","","",""
"Not at all","2007","higher vocational","Female","","","",""
"Not at all","2007","higher education","Male","","","",""
"Not at all","2007","higher education","Female","","","",""
"Strong","2008","in school","Male","","","",""
"Strong","2008","in school","Female","1","","",""
"Strong","2008","inadequately","Male","14","","",""
"Strong","2008","inadequately","Female","25","","",""
"Strong","2008","general elemantary","Male","60","0.101987658615055","0.0784307430406979","0.125544574189411"
"Strong","2008","general elemantary","Female","336","0.262624192839399","0.239548130922701","0.285700254756098"
"Strong","2008","middle vocational","Male","507","0.105699468330082","0.0968310473721023","0.114567889288062"
"Strong","2008","middle vocational","Female","614","0.138752415584152","0.129299242866828","0.148205588301476"
"Strong","2008","vocational + Abi","Male","27","","",""
"Strong","2008","vocational + Abi","Female","43","0.0803473202250648","0.0595774987870098","0.10111714166312"
"Strong","2008","higher vocational","Male","89","0.128461427626571","0.105766200585745","0.151156654667398"
"Strong","2008","higher vocational","Female","54","0.099017940981232","0.0748140507245134","0.123221831237951"
"Strong","2008","higher education","Male","147","0.067910859775085","0.0576287434840948","0.0781929760660751"
"Strong","2008","higher education","Female","129","0.0756798452851538","0.0637998587553732","0.0875598318149343"
"A little","2008","in school","Male","12","","",""
"A little","2008","in school","Female","25","","",""
"A little","2008","inadequately","Male","16","","",""
"A little","2008","inadequately","Female","52","0.503571166326677","0.411384566693407","0.595757765959946"
"A little","2008","general elemantary","Male","159","0.284074787058643","0.248971027141639","0.319178546975648"
"A little","2008","general elemantary","Female","511","0.369516002699359","0.344205338177367","0.394826667221351"
"A little","2008","middle vocational","Male","1376","0.303776467809664","0.290511091732407","0.31704184388692"
"A little","2008","middle vocational","Female","1718","0.356697199598985","0.343597815429524","0.369796583768447"
"A little","2008","vocational + Abi","Male","101","0.252850840688849","0.212284610254595","0.293417071123104"
"A little","2008","vocational + Abi","Female","171","0.266658260923479","0.232869997805537","0.30044652404142"
"A little","2008","higher vocational","Male","289","0.33474199532184","0.302734255514332","0.366749735129348"
"A little","2008","higher vocational","Female","174","0.319233688996905","0.281457030152302","0.357010347841507"
"A little","2008","higher education","Male","605","0.251083309200121","0.233361426822143","0.268805191578098"
"A little","2008","higher education","Female","528","0.293434262531704","0.272981766495282","0.313886758568125"
"Not at all","2008","in school","Male","159","0.94123912991205","0.905990346547921","0.976487913276179"
"Not at all","2008","in school","Female","157","0.885965855394894","0.839913855699389","0.9320178550904"
"Not at all","2008","inadequately","Male","43","0.59134462984773","0.478576703409544","0.704112556285916"
"Not at all","2008","inadequately","Female","36","0.294899007714016","0.210823172982637","0.378974842445394"
"Not at all","2008","general elemantary","Male","415","0.613937554326302","0.576041469767758","0.651833638884846"
"Not at all","2008","general elemantary","Female","550","0.367859804461242","0.342572778233177","0.393146830689307"
"Not at all","2008","middle vocational","Male","2734","0.590524063860254","0.576339984715699","0.604708143004809"
"Not at all","2008","middle vocational","Female","2805","0.504550384816862","0.490877966836991","0.518222802796733"
"Not at all","2008","vocational + Abi","Male","313","0.67015764767594","0.626277256061671","0.714038039290208"
"Not at all","2008","vocational + Abi","Female","444","0.652994418851456","0.616623178750089","0.689365658952824"
"Not at all","2008","higher vocational","Male","457","0.536796577051589","0.502974863873698","0.57061829022948"
"Not at all","2008","higher vocational","Female","357","0.581748370021863","0.541776306710764","0.621720433332962"
"Not at all","2008","higher education","Male","1548","0.681005831024794","0.661957761809073","0.700053900240516"
"Not at all","2008","higher education","Female","1247","0.630885892183143","0.609210331051116","0.652561453315169"
"Strong","2009","in school","Male","","","",""
"Strong","2009","in school","Female","","","",""
"Strong","2009","inadequately","Male","","","",""
"Strong","2009","inadequately","Female","","","",""
"Strong","2009","general elemantary","Male","","","",""
"Strong","2009","general elemantary","Female","","","",""
"Strong","2009","middle vocational","Male","","","",""
"Strong","2009","middle vocational","Female","","","",""
"Strong","2009","vocational + Abi","Male","","","",""
"Strong","2009","vocational + Abi","Female","","","",""
"Strong","2009","higher vocational","Male","","","",""
"Strong","2009","higher vocational","Female","","","",""
"Strong","2009","higher education","Male","","","",""
"Strong","2009","higher education","Female","","","",""
"A little","2009","in school","Male","","","",""
"A little","2009","in school","Female","","","",""
"A little","2009","inadequately","Male","","","",""
"A little","2009","inadequately","Female","","","",""
"A little","2009","general elemantary","Male","","","",""
"A little","2009","general elemantary","Female","","","",""
"A little","2009","middle vocational","Male","","","",""
"A little","2009","middle vocational","Female","","","",""
"A little","2009","vocational + Abi","Male","","","",""
"A little","2009","vocational + Abi","Female","","","",""
"A little","2009","higher vocational","Male","","","",""
"A little","2009","higher vocational","Female","","","",""
"A little","2009","higher education","Male","","","",""
"A little","2009","higher education","Female","","","",""
"Not at all","2009","in school","Male","","","",""
"Not at all","2009","in school","Female","","","",""
"Not at all","2009","inadequately","Male","","","",""
"Not at all","2009","inadequately","Female","","","",""
"Not at all","2009","general elemantary","Male","","","",""
"Not at all","2009","general elemantary","Female","","","",""
"Not at all","2009","middle vocational","Male","","","",""
"Not at all","2009","middle vocational","Female","","","",""
"Not at all","2009","vocational + Abi","Male","","","",""
"Not at all","2009","vocational + Abi","Female","","","",""
"Not at all","2009","higher vocational","Male","","","",""
"Not at all","2009","higher vocational","Female","","","",""
"Not at all","2009","higher education","Male","","","",""
"Not at all","2009","higher education","Female","","","",""
"Strong","2010","in school","Male","2","","",""
"Strong","2010","in school","Female","","","",""
"Strong","2010","inadequately","Male","12","","",""
"Strong","2010","inadequately","Female","21","","",""
"Strong","2010","general elemantary","Male","56","0.121090993398788","0.0924672983281596","0.149714688469416"
"Strong","2010","general elemantary","Female","282","0.278420698666618","0.252321574773059","0.304519822560176"
"Strong","2010","middle vocational","Male","468","0.125833730804401","0.115444634629247","0.136222826979555"
"Strong","2010","middle vocational","Female","547","0.145355746547242","0.134952070201187","0.155759422893296"
"Strong","2010","vocational + Abi","Male","21","","",""
"Strong","2010","vocational + Abi","Female","41","0.0869061750481522","0.0639807648507649","0.10983158524554"
"Strong","2010","higher vocational","Male","88","0.103321535515612","0.0814207377937186","0.125222333237506"
"Strong","2010","higher vocational","Female","51","0.0990001285658944","0.0732057707332487","0.12479448639854"
"Strong","2010","higher education","Male","125","0.0667339188673133","0.0559753647640089","0.0774924729706178"
"Strong","2010","higher education","Female","124","0.100516835938091","0.0865206518051327","0.114513020071048"
"A little","2010","in school","Male","9","","",""
"A little","2010","in school","Female","13","","",""
"A little","2010","inadequately","Male","16","","",""
"A little","2010","inadequately","Female","37","0.470004959728083","0.36131417989402","0.578695739562146"
"A little","2010","general elemantary","Male","138","0.309477889881249","0.268917564882187","0.350038214880311"
"A little","2010","general elemantary","Female","438","0.402565141510791","0.374009199025245","0.431121083996338"
"A little","2010","middle vocational","Male","1238","0.33222740225826","0.317473251055728","0.346981553460792"
"A little","2010","middle vocational","Female","1602","0.382667817677832","0.368321234837975","0.397014400517688"
"A little","2010","vocational + Abi","Male","72","0.193470648154484","0.152834511661954","0.234106784647014"
"A little","2010","vocational + Abi","Female","140","0.242046364590088","0.207188185528863","0.276904543651313"
"A little","2010","higher vocational","Male","282","0.418767796144444","0.383269491593727","0.454266100695161"
"A little","2010","higher vocational","Female","170","0.335207261994643","0.294436923310925","0.375977600678361"
"A little","2010","higher education","Male","604","0.315555551095892","0.295520757723662","0.335590344468121"
"A little","2010","higher education","Female","516","0.313163553524412","0.291575872332762","0.334751234716061"
"Not at all","2010","in school","Male","145","0.934907324684828","0.896196169287009","0.973618480082648"
"Not at all","2010","in school","Female","103","0.904754375900598","0.851333997686642","0.958174754114555"
"Not at all","2010","inadequately","Male","30","0.452672352236012","0.324572162622749","0.580772541849274"
"Not at all","2010","inadequately","Female","23","","",""
"Not at all","2010","general elemantary","Male","305","0.569431116719964","0.525986123244466","0.612876110195462"
"Not at all","2010","general elemantary","Female","413","0.319014159822591","0.291874327696039","0.346153991949143"
"Not at all","2010","middle vocational","Male","2209","0.541938866937339","0.526331879570488","0.55754585430419"
"Not at all","2010","middle vocational","Female","2260","0.471976435774927","0.457240936618356","0.486711934931497"
"Not at all","2010","vocational + Abi","Male","270","0.715422055014938","0.669005109283867","0.761839000746009"
"Not at all","2010","vocational + Abi","Female","399","0.67104746036176","0.632811030568773","0.709283890154747"
"Not at all","2010","higher vocational","Male","372","0.477910668339944","0.441969523179911","0.513851813499977"
"Not at all","2010","higher vocational","Female","294","0.565792609439462","0.522984926901726","0.608600291977198"
"Not at all","2010","higher education","Male","1338","0.617710530036795","0.596761374415822","0.638659685657768"
"Not at all","2010","higher education","Female","1133","0.586319610537498","0.563395452164905","0.609243768910091"
"Strong","2011","in school","Male","","","",""
"Strong","2011","in school","Female","","","",""
"Strong","2011","inadequately","Male","","","",""
"Strong","2011","inadequately","Female","","","",""
"Strong","2011","general elemantary","Male","","","",""
"Strong","2011","general elemantary","Female","","","",""
"Strong","2011","middle vocational","Male","","","",""
"Strong","2011","middle vocational","Female","","","",""
"Strong","2011","vocational + Abi","Male","","","",""
"Strong","2011","vocational + Abi","Female","","","",""
"Strong","2011","higher vocational","Male","","","",""
"Strong","2011","higher vocational","Female","","","",""
"Strong","2011","higher education","Male","","","",""
"Strong","2011","higher education","Female","","","",""
"A little","2011","in school","Male","","","",""
"A little","2011","in school","Female","","","",""
"A little","2011","inadequately","Male","","","",""
"A little","2011","inadequately","Female","","","",""
"A little","2011","general elemantary","Male","","","",""
"A little","2011","general elemantary","Female","","","",""
"A little","2011","middle vocational","Male","","","",""
"A little","2011","middle vocational","Female","","","",""
"A little","2011","vocational + Abi","Male","","","",""
"A little","2011","vocational + Abi","Female","","","",""
"A little","2011","higher vocational","Male","","","",""
"A little","2011","higher vocational","Female","","","",""
"A little","2011","higher education","Male","","","",""
"A little","2011","higher education","Female","","","",""
"Not at all","2011","in school","Male","","","",""
"Not at all","2011","in school","Female","","","",""
"Not at all","2011","inadequately","Male","","","",""
"Not at all","2011","inadequately","Female","","","",""
"Not at all","2011","general elemantary","Male","","","",""
"Not at all","2011","general elemantary","Female","","","",""
"Not at all","2011","middle vocational","Male","","","",""
"Not at all","2011","middle vocational","Female","","","",""
"Not at all","2011","vocational + Abi","Male","","","",""
"Not at all","2011","vocational + Abi","Female","","","",""
"Not at all","2011","higher vocational","Male","","","",""
"Not at all","2011","higher vocational","Female","","","",""
"Not at all","2011","higher education","Male","","","",""
"Not at all","2011","higher education","Female","","","",""
"Strong","2012","in school","Male","1","","",""
"Strong","2012","in school","Female","2","","",""
"Strong","2012","inadequately","Male","21","","",""
"Strong","2012","inadequately","Female","46","0.3643969888731","0.283809398502674","0.444984579243525"
"Strong","2012","general elemantary","Male","68","0.0823453028714464","0.0617747911867259","0.102915814556167"
"Strong","2012","general elemantary","Female","339","0.255280866595639","0.232689959849097","0.277871773342181"
"Strong","2012","middle vocational","Male","583","0.118365541050155","0.109210615379883","0.127520466720427"
"Strong","2012","middle vocational","Female","739","0.150436447950911","0.141017487249997","0.159855408651825"
"Strong","2012","vocational + Abi","Male","32","0.0890055470581484","0.0627545818236941","0.115256512292603"
"Strong","2012","vocational + Abi","Female","48","0.0792966839336407","0.0600358733617393","0.0985574945055422"
"Strong","2012","higher vocational","Male","99","0.105387634966542","0.0853161029422174","0.125459166990866"
"Strong","2012","higher vocational","Female","55","0.113013662276386","0.0864080914782258","0.139619233074547"
"Strong","2012","higher education","Male","168","0.0668418655649207","0.0569886628522155","0.0766950682776259"
"Strong","2012","higher education","Female","155","0.0845067815250141","0.0728548330123525","0.0961587300376756"
"A little","2012","in school","Male","9","","",""
"A little","2012","in school","Female","20","","",""
"A little","2012","inadequately","Male","26","","",""
"A little","2012","inadequately","Female","54","0.399508716614913","0.317491638955115","0.481525794274711"
"A little","2012","general elemantary","Male","210","0.336247573407737","0.300895192046224","0.37159995476925"
"A little","2012","general elemantary","Female","554","0.398354369167168","0.372989451896314","0.423719286438022"
"A little","2012","middle vocational","Male","1525","0.322007888762052","0.308766196926105","0.335249580598"
"A little","2012","middle vocational","Female","2020","0.386176389609099","0.373348855821228","0.399003923396971"
"A little","2012","vocational + Abi","Male","119","0.288366367289168","0.246604548033358","0.330128186544978"
