"ple0004","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Strong","2012","35-65 y.","direct migration background","113","0.0931558376205628","0.0765792737763682","0.109732401464757"
"Strong","2012","35-65 y.","indirect migration background","19","","",""
"Strong","2012","66 and older","no migration background","1243","0.284296787886896","0.271543896310088","0.297049679463703"
"Strong","2012","66 and older","direct migration background","128","0.311472024849584","0.266591621086997","0.356352428612171"
"Strong","2012","66 and older","indirect migration background","3","","",""
"A little","2012","16-34 y.","no migration background","558","0.179644916962823","0.166539136374534","0.192750697551112"
"A little","2012","16-34 y.","direct migration background","58","0.174151586331036","0.134645833080509","0.213657339581562"
"A little","2012","16-34 y.","indirect migration background","80","0.166138827248051","0.133182978775967","0.199094675720134"
"A little","2012","35-65 y.","no migration background","3157","0.347055590166494","0.337583786192605","0.356527394140383"
"A little","2012","35-65 y.","direct migration background","425","0.384822152083005","0.357072757114941","0.412571547051069"
"A little","2012","35-65 y.","indirect migration background","94","0.307073874607686","0.254876054535243","0.359271694680129"
"A little","2012","66 and older","no migration background","2109","0.43970786595507","0.425675025489142","0.453740706420997"
"A little","2012","66 and older","direct migration background","179","0.444485654660133","0.396328263608655","0.492643045711611"
"A little","2012","66 and older","indirect migration background","1","","",""
"Not at all","2012","16-34 y.","no migration background","2698","0.806856936959676","0.793379965291051","0.820333908628302"
"Not at all","2012","16-34 y.","direct migration background","291","0.820200833737301","0.780197111788567","0.860204555686035"
"Not at all","2012","16-34 y.","indirect migration background","398","0.796504875782831","0.760858016290622","0.832151735275041"
"Not at all","2012","35-65 y.","no migration background","5734","0.563691428207526","0.553823802599839","0.573559053815214"
"Not at all","2012","35-65 y.","direct migration background","643","0.522022010296432","0.493533384627159","0.550510635965706"
"Not at all","2012","35-65 y.","indirect migration background","187","0.634432229422025","0.579936303947724","0.688928154896326"
"Not at all","2012","66 and older","no migration background","1454","0.275995346158034","0.263357363176156","0.288633329139912"
"Not at all","2012","66 and older","direct migration background","102","0.244042320490283","0.202416026077352","0.285668614903214"
"Not at all","2012","66 and older","indirect migration background","2","","",""
"Strong","2013","16-34 y.","no migration background","","","",""
"Strong","2013","16-34 y.","direct migration background","","","",""
"Strong","2013","16-34 y.","indirect migration background","","","",""
"Strong","2013","35-65 y.","no migration background","","","",""
"Strong","2013","35-65 y.","direct migration background","","","",""
"Strong","2013","35-65 y.","indirect migration background","","","",""
"Strong","2013","66 and older","no migration background","","","",""
"Strong","2013","66 and older","direct migration background","","","",""
"Strong","2013","66 and older","indirect migration background","","","",""
"A little","2013","16-34 y.","no migration background","","","",""
"A little","2013","16-34 y.","direct migration background","","","",""
"A little","2013","16-34 y.","indirect migration background","","","",""
"A little","2013","35-65 y.","no migration background","","","",""
"A little","2013","35-65 y.","direct migration background","","","",""
"A little","2013","35-65 y.","indirect migration background","","","",""
"A little","2013","66 and older","no migration background","","","",""
"A little","2013","66 and older","direct migration background","","","",""
"A little","2013","66 and older","indirect migration background","","","",""
"Not at all","2013","16-34 y.","no migration background","","","",""
"Not at all","2013","16-34 y.","direct migration background","","","",""
"Not at all","2013","16-34 y.","indirect migration background","","","",""
"Not at all","2013","35-65 y.","no migration background","","","",""
"Not at all","2013","35-65 y.","direct migration background","","","",""
"Not at all","2013","35-65 y.","indirect migration background","","","",""
"Not at all","2013","66 and older","no migration background","","","",""
"Not at all","2013","66 and older","direct migration background","","","",""
"Not at all","2013","66 and older","indirect migration background","","","",""
"Strong","2014","16-34 y.","no migration background","76","0.0180791094445557","0.0139741558144714","0.02218406307464"
"Strong","2014","16-34 y.","direct migration background","37","0.0246321797395732","0.0165531534697652","0.0327112060093811"
"Strong","2014","16-34 y.","indirect migration background","23","","",""
"Strong","2014","35-65 y.","no migration background","917","0.0930296429009323","0.0877502482356393","0.0983090375662253"
"Strong","2014","35-65 y.","direct migration background","324","0.122639569123757","0.111393224255771","0.133885913991744"
"Strong","2014","35-65 y.","indirect migration background","39","0.0623901070713526","0.0442380913221128","0.0805421228205925"
"Strong","2014","66 and older","no migration background","1173","0.271466080726221","0.2585399575935","0.284392203858942"
"Strong","2014","66 and older","direct migration background","142","0.333476344470748","0.289474680903402","0.377478008038094"
"Strong","2014","66 and older","indirect migration background","1","","",""
"A little","2014","16-34 y.","no migration background","682","0.151889984794347","0.140832097630708","0.162947871957986"
"A little","2014","16-34 y.","direct migration background","205","0.126079938655387","0.108778499285247","0.143381378025527"
"A little","2014","16-34 y.","indirect migration background","165","0.153845724259334","0.132582064252788","0.17510938426588"
"A little","2014","35-65 y.","no migration background","3452","0.324151517163552","0.315644533345771","0.332658500981333"
"A little","2014","35-65 y.","direct migration background","945","0.299246556052639","0.283546389196413","0.314946722908864"
"A little","2014","35-65 y.","indirect migration background","160","0.242215996295708","0.210062364736594","0.274369627854822"
"A little","2014","66 and older","no migration background","1946","0.446611367696576","0.432161441887953","0.461061293505199"
"A little","2014","66 and older","direct migration background","180","0.407590465174085","0.361728588284109","0.453452342064061"
"A little","2014","66 and older","indirect migration background","","","",""
"Not at all","2014","16-34 y.","no migration background","3289","0.830030905761097","0.81845876785411","0.841603043668085"
"Not at all","2014","16-34 y.","direct migration background","1172","0.84928788160504","0.830640196061875","0.867935567148204"
"Not at all","2014","16-34 y.","indirect migration background","918","0.818018090186699","0.795279366160996","0.840756814212402"
"Not at all","2014","35-65 y.","no migration background","7260","0.582818839935516","0.573856817216335","0.591780862654697"
"Not at all","2014","35-65 y.","direct migration background","1999","0.578113874823604","0.561181752989118","0.595045996658091"
"Not at all","2014","35-65 y.","indirect migration background","483","0.695393896632939","0.660852440521242","0.729935352744637"
"Not at all","2014","66 and older","no migration background","1428","0.281922551577203","0.268844707157983","0.295000395996423"
"Not at all","2014","66 and older","direct migration background","119","0.258933190355167","0.218049382466166","0.299816998244168"
"Not at all","2014","66 and older","indirect migration background","4","","",""
"Strong","2015","16-34 y.","no migration background","","","",""
"Strong","2015","16-34 y.","direct migration background","","","",""
"Strong","2015","16-34 y.","indirect migration background","","","",""
"Strong","2015","35-65 y.","no migration background","","","",""
"Strong","2015","35-65 y.","direct migration background","","","",""
"Strong","2015","35-65 y.","indirect migration background","","","",""
"Strong","2015","66 and older","no migration background","","","",""
"Strong","2015","66 and older","direct migration background","","","",""
"Strong","2015","66 and older","indirect migration background","","","",""
"A little","2015","16-34 y.","no migration background","","","",""
"A little","2015","16-34 y.","direct migration background","","","",""
"A little","2015","16-34 y.","indirect migration background","","","",""
"A little","2015","35-65 y.","no migration background","","","",""
"A little","2015","35-65 y.","direct migration background","","","",""
"A little","2015","35-65 y.","indirect migration background","","","",""
"A little","2015","66 and older","no migration background","","","",""
"A little","2015","66 and older","direct migration background","","","",""
"A little","2015","66 and older","indirect migration background","","","",""
"Not at all","2015","16-34 y.","no migration background","","","",""
"Not at all","2015","16-34 y.","direct migration background","","","",""
"Not at all","2015","16-34 y.","indirect migration background","","","",""
"Not at all","2015","35-65 y.","no migration background","","","",""
"Not at all","2015","35-65 y.","direct migration background","","","",""
"Not at all","2015","35-65 y.","indirect migration background","","","",""
"Not at all","2015","66 and older","no migration background","","","",""
"Not at all","2015","66 and older","direct migration background","","","",""
"Not at all","2015","66 and older","indirect migration background","","","",""
"Strong","2016","16-34 y.","no migration background","86","0.0273082566182144","0.0218015725699155","0.0328149406665132"
"Strong","2016","16-34 y.","direct migration background","136","0.0240773790149421","0.0192528326367202","0.0289019253931639"
"Strong","2016","16-34 y.","indirect migration background","23","","",""
"Strong","2016","35-65 y.","no migration background","797","0.0892098439859822","0.0836740090987718","0.0947456788731925"
"Strong","2016","35-65 y.","direct migration background","521","0.115962010727961","0.107000810259163","0.12492321119676"
"Strong","2016","35-65 y.","indirect migration background","41","0.0703697857767681","0.0507374251580767","0.0900021463954595"
"Strong","2016","66 and older","no migration background","1106","0.27734766666448","0.26406507924349","0.29063025408547"
"Strong","2016","66 and older","direct migration background","126","0.265195491300755","0.223276360802703","0.307114621798807"
"Strong","2016","66 and older","indirect migration background","","","",""
"A little","2016","16-34 y.","no migration background","579","0.164232972721195","0.151715162865125","0.176750782577264"
"A little","2016","16-34 y.","direct migration background","623","0.13590492037077","0.125119364200241","0.146690476541299"
"A little","2016","16-34 y.","indirect migration background","140","0.138544719106245","0.115886085407021","0.16120335280547"
"A little","2016","35-65 y.","no migration background","3182","0.331221125108974","0.322080669126815","0.340361581091132"
"A little","2016","35-65 y.","direct migration background","1364","0.285328124786168","0.272689538521106","0.297966711051229"
"A little","2016","35-65 y.","indirect migration background","164","0.245015624519268","0.212002231273587","0.278029017764948"
"A little","2016","66 and older","no migration background","1870","0.432876204520681","0.418175893902316","0.447576515139045"
"A little","2016","66 and older","direct migration background","188","0.497896086251926","0.450416223924712","0.54537594857914"
"A little","2016","66 and older","indirect migration background","1","","",""
"Not at all","2016","16-34 y.","no migration background","2700","0.808458770660591","0.795162935247465","0.821754606073716"
"Not at all","2016","16-34 y.","direct migration background","3119","0.840017700614287","0.828479864266643","0.851555536961932"
"Not at all","2016","16-34 y.","indirect migration background","730","0.842658819571846","0.818776888039129","0.866540751104563"
