"pli0097_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","1985","35-65 y.","inadequately","576","0.972125364271186","0.95880872062793","0.985442007914442","5"
"Never","1985","35-65 y.","general elemantary","1428","0.961858122163241","0.952099830891931","0.971616413434552","5"
"Never","1985","35-65 y.","middle vocational","2459","0.914305134818959","0.903705651064687","0.924904618573232","5"
"Never","1985","35-65 y.","vocational + Abi","96","0.833398190095843","0.763122948500962","0.903673431690724","5"
"Never","1985","35-65 y.","higher vocational","296","0.875568275207965","0.840483459336587","0.910653091079342","5"
"Never","1985","35-65 y.","higher education","351","0.758903315402551","0.71972874918265","0.798077881622452","5"
"Never","1985","66 and older","in school","","","","","5"
"Never","1985","66 and older","inadequately","14","","","","5"
"Never","1985","66 and older","general elemantary","411","0.9790344124617","0.965332665489205","0.992736159434195","5"
"Never","1985","66 and older","middle vocational","494","0.96529914539925","0.949446046948943","0.981152243849556","5"
"Never","1985","66 and older","vocational + Abi","16","","","","5"
"Rarely","1985","35-65 y.","in school","","","","","4"
"Rarely","1985","66 and older","in school","","","","","4"
"Rarely","1985","35-65 y.","higher education","63","0.145461009278816","0.113172009500342","0.17775000905729","4"
"Rarely","1985","16-34 y.","in school","10","","","","4"
"Rarely","1985","16-34 y.","inadequately","3","","","","4"
"Rarely","1985","16-34 y.","general elemantary","38","0.0446759242653013","0.0326464881379454","0.0567053603926571","4"
"Rarely","1985","16-34 y.","middle vocational","116","0.0653382847563358","0.0543246429549468","0.0763519265577249","4"
"Rarely","1985","16-34 y.","vocational + Abi","21","","","","4"
"Rarely","1985","16-34 y.","higher vocational","20","","","","4"
"Rarely","1985","35-65 y.","inadequately","7","","","","4"
"Rarely","1985","35-65 y.","general elemantary","33","0.0247581591015102","0.0168416708632658","0.0326746473397546","4"
"Rarely","1985","35-65 y.","middle vocational","130","0.0497522217509747","0.0415186854349985","0.0579857580669509","4"
"Rarely","1985","35-65 y.","vocational + Abi","4","","","","4"
"Rarely","1985","66 and older","inadequately","","","","","4"
"Rarely","1985","66 and older","middle vocational","11","","","","4"
"Rarely","1985","66 and older","higher vocational","3","","","","4"
"Rarely","1985","66 and older","higher education","","","","","4"
"Rarely","1985","66 and older","general elemantary","6","","","","4"
"Rarely","1985","16-34 y.","higher education","27","","","","4"
"Rarely","1985","35-65 y.","higher vocational","22","","","","4"
"Rarely","1985","66 and older","vocational + Abi","1","","","","4"
"Daily","1986","16-34 y.","in school","","","","","1"
"Daily","1986","16-34 y.","inadequately","","","","","1"
"Daily","1986","16-34 y.","general elemantary","","","","","1"
"Daily","1986","16-34 y.","middle vocational","","","","","1"
"Daily","1986","16-34 y.","vocational + Abi","","","","","1"
"Daily","1986","16-34 y.","higher vocational","","","","","1"
"Daily","1986","16-34 y.","higher education","","","","","1"
"Daily","1986","35-65 y.","in school","","","","","1"
"Daily","1986","35-65 y.","inadequately","","","","","1"
"Daily","1986","35-65 y.","general elemantary","","","","","1"
"Daily","1986","35-65 y.","middle vocational","","","","","1"
"Daily","1986","35-65 y.","vocational + Abi","","","","","1"
"Daily","1986","35-65 y.","higher vocational","","","","","1"
"Daily","1986","35-65 y.","higher education","","","","","1"
"Daily","1986","66 and older","in school","","","","","1"
"Daily","1986","66 and older","inadequately","","","","","1"
"Daily","1986","66 and older","general elemantary","","","","","1"
"Daily","1986","66 and older","middle vocational","","","","","1"
"Daily","1986","66 and older","vocational + Abi","","","","","1"
"Daily","1986","66 and older","higher vocational","","","","","1"
"Daily","1986","66 and older","higher education","","","","","1"
"Min 1x per month","1986","66 and older","higher education","","","","","3"
"Min 1x per month","1986","66 and older","higher vocational","","","","","3"
"Min 1x per month","1986","66 and older","middle vocational","4","","","","3"
"Min 1x per month","1986","35-65 y.","vocational + Abi","2","","","","3"
"Min 1x per month","1986","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1986","35-65 y.","in school","","","","","3"
"Min 1x per month","1986","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1986","35-65 y.","general elemantary","18","","","","3"
"Min 1x per month","1986","35-65 y.","middle vocational","52","0.0219968635889279","0.0163536054774156","0.0276401217004402","3"
"Min 1x per month","1986","35-65 y.","higher vocational","9","","","","3"
"Min 1x per month","1986","35-65 y.","higher education","19","","","","3"
"Min 1x per month","1986","66 and older","in school","","","","","3"
"Min 1x per month","1986","66 and older","inadequately","1","","","","3"
"Min 1x per month","1986","66 and older","general elemantary","2","","","","3"
"Min 1x per month","1986","16-34 y.","in school","2","","","","3"
"Min 1x per month","1986","16-34 y.","inadequately","1","","","","3"
"Min 1x per month","1986","16-34 y.","general elemantary","12","","","","3"
"Min 1x per month","1986","16-34 y.","middle vocational","32","0.0184560213838632","0.0123880836884592","0.0245239590792673","3"
"Min 1x per month","1986","16-34 y.","vocational + Abi","4","","","","3"
"Min 1x per month","1986","16-34 y.","higher vocational","5","","","","3"
"Min 1x per month","1986","16-34 y.","higher education","5","","","","3"
"Min 1x per week","1986","66 and older","higher education","","","","","2"
"Min 1x per week","1986","66 and older","higher vocational","1","","","","2"
"Min 1x per week","1986","16-34 y.","in school","","","","","2"
"Min 1x per week","1986","35-65 y.","higher education","18","","","","2"
"Min 1x per week","1986","66 and older","general elemantary","1","","","","2"
"Min 1x per week","1986","16-34 y.","vocational + Abi","3","","","","2"
"Min 1x per week","1986","35-65 y.","in school","","","","","2"
"Min 1x per week","1986","16-34 y.","inadequately","3","","","","2"
"Min 1x per week","1986","16-34 y.","general elemantary","2","","","","2"
"Min 1x per week","1986","16-34 y.","middle vocational","9","","","","2"
"Min 1x per week","1986","35-65 y.","inadequately","1","","","","2"
"Min 1x per week","1986","35-65 y.","general elemantary","4","","","","2"
"Min 1x per week","1986","35-65 y.","middle vocational","35","0.0142677166303504","0.00970486720038987","0.0188305660603109","2"
"Min 1x per week","1986","35-65 y.","vocational + Abi","6","","","","2"
"Min 1x per week","1986","35-65 y.","higher vocational","4","","","","2"
"Min 1x per week","1986","66 and older","in school","","","","","2"
"Min 1x per week","1986","66 and older","inadequately","","","","","2"
"Min 1x per week","1986","66 and older","middle vocational","5","","","","2"
"Min 1x per week","1986","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1986","16-34 y.","higher vocational","1","","","","2"
"Min 1x per week","1986","16-34 y.","higher education","3","","","","2"
"Never","1986","66 and older","middle vocational","458","0.967551006065213","0.951582838798513","0.983519173331914","5"
"Never","1986","66 and older","higher education","53","1","1","1","5"
"Never","1986","66 and older","higher vocational","71","0.993404830912648","0.974708432941447","1.01210122888385","5"
"Never","1986","66 and older","inadequately","18","","","","5"
"Never","1986","35-65 y.","in school","","","","","5"
"Never","1986","66 and older","general elemantary","382","0.982127182209009","0.968978078007579","0.995276286410439","5"
"Never","1986","35-65 y.","higher education","354","0.755976975725342","0.716854414177188","0.795099537273495","5"
"Never","1986","66 and older","in school","","","","","5"
"Never","1986","35-65 y.","inadequately","528","0.993512142377526","0.986696265582365","1.00032801917269","5"
"Never","1986","35-65 y.","general elemantary","1311","0.95395152502986","0.942869337270646","0.965033712789074","5"
"Never","1986","35-65 y.","higher vocational","264","0.853136037525609","0.813796009857985","0.892476065193233","5"
"Never","1986","66 and older","vocational + Abi","19","","","","5"
"Never","1986","35-65 y.","middle vocational","2397","0.916167106130016","0.905504239272388","0.926829972987644","5"
"Never","1986","35-65 y.","vocational + Abi","91","0.838399387525342","0.767314634955546","0.909484140095138","5"
"Never","1986","16-34 y.","in school","177","0.957224571507805","0.927986866300413","0.986462276715198","5"
"Never","1986","16-34 y.","inadequately","224","0.977589380597472","0.958543139996511","0.996635621198434","5"
"Never","1986","16-34 y.","general elemantary","1070","0.936190563646926","0.921876476282696","0.950504651011156","5"
"Never","1986","16-34 y.","middle vocational","1732","0.90952899917356","0.896596568423517","0.922461429923603","5"
"Never","1986","16-34 y.","vocational + Abi","135","0.816974933002915","0.756099523611979","0.877850342393852","5"
"Never","1986","16-34 y.","higher vocational","161","0.852022991546432","0.801534305404511","0.902511677688353","5"
"Never","1986","16-34 y.","higher education","197","0.855425089825133","0.809677036355684","0.901173143294583","5"
"Rarely","1986","66 and older","higher vocational","","","","","4"
"Rarely","1986","66 and older","higher education","","","","","4"
"Rarely","1986","35-65 y.","in school","","","","","4"
"Rarely","1986","35-65 y.","higher education","72","0.157326975023954","0.12416130789023","0.190492642157678","4"
"Rarely","1986","66 and older","in school","","","","","4"
"Rarely","1986","16-34 y.","in school","5","","","","4"
"Rarely","1986","16-34 y.","inadequately","4","","","","4"
"Rarely","1986","16-34 y.","general elemantary","36","0.0408915025819293","0.0292933322200421","0.0524896729438165","4"
"Rarely","1986","16-34 y.","middle vocational","117","0.0684195829770961","0.0570376093335735","0.0798015566206188","4"
"Rarely","1986","16-34 y.","vocational + Abi","13","","","","4"
"Rarely","1986","16-34 y.","higher vocational","23","","","","4"
"Rarely","1986","35-65 y.","inadequately","4","","","","4"
"Rarely","1986","35-65 y.","general elemantary","41","0.0284640439212779","0.0196711372360891","0.0372569506064667","4"
"Rarely","1986","35-65 y.","middle vocational","111","0.0475683136507058","0.0393788547937282","0.0557577725076833","4"
"Rarely","1986","35-65 y.","vocational + Abi","4","","","","4"
"Rarely","1986","66 and older","inadequately","","","","","4"
"Rarely","1986","66 and older","general elemantary","5","","","","4"
"Rarely","1986","66 and older","middle vocational","6","","","","4"
"Rarely","1986","66 and older","vocational + Abi","","","","","4"
"Rarely","1986","16-34 y.","higher education","22","","","","4"
"Rarely","1986","35-65 y.","higher vocational","34","0.110497871818748","0.075654646523602","0.145341097113894","4"
"Daily","1987","35-65 y.","higher education","","","","","1"
"Daily","1987","66 and older","in school","","","","","1"
"Daily","1987","66 and older","inadequately","","","","","1"
"Daily","1987","16-34 y.","in school","","","","","1"
"Daily","1987","16-34 y.","inadequately","","","","","1"
"Daily","1987","16-34 y.","general elemantary","","","","","1"
"Daily","1987","16-34 y.","middle vocational","","","","","1"
"Daily","1987","16-34 y.","vocational + Abi","","","","","1"
"Daily","1987","16-34 y.","higher vocational","","","","","1"
"Daily","1987","16-34 y.","higher education","","","","","1"
"Daily","1987","35-65 y.","in school","","","","","1"
"Daily","1987","35-65 y.","inadequately","","","","","1"
"Daily","1987","35-65 y.","general elemantary","","","","","1"
"Daily","1987","35-65 y.","middle vocational","","","","","1"
"Daily","1987","35-65 y.","vocational + Abi","","","","","1"
"Daily","1987","35-65 y.","higher vocational","","","","","1"
"Daily","1987","66 and older","general elemantary","","","","","1"
"Daily","1987","66 and older","middle vocational","","","","","1"
"Daily","1987","66 and older","vocational + Abi","","","","","1"
"Daily","1987","66 and older","higher vocational","","","","","1"
"Daily","1987","66 and older","higher education","","","","","1"
"Min 1x per month","1987","66 and older","higher vocational","","","","","3"
"Min 1x per month","1987","35-65 y.","in school","","","","","3"
"Min 1x per month","1987","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1987","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1987","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1987","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1987","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1987","35-65 y.","higher education","","","","","3"
"Min 1x per month","1987","66 and older","in school","","","","","3"
"Min 1x per month","1987","66 and older","inadequately","","","","","3"
"Min 1x per month","1987","66 and older","general elemantary","","","","","3"
"Min 1x per month","1987","66 and older","middle vocational","","","","","3"
"Min 1x per month","1987","66 and older","higher education","","","","","3"
"Min 1x per month","1987","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1987","16-34 y.","in school","","","","","3"
"Min 1x per month","1987","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1987","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1987","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1987","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1987","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1987","16-34 y.","higher education","","","","","3"
"Min 1x per week","1987","66 and older","higher education","","","","","2"
"Min 1x per week","1987","66 and older","higher vocational","","","","","2"
"Min 1x per week","1987","16-34 y.","in school","","","","","2"
"Min 1x per week","1987","35-65 y.","higher education","","","","","2"
"Min 1x per week","1987","66 and older","general elemantary","","","","","2"
"Min 1x per week","1987","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1987","35-65 y.","in school","","","","","2"
"Min 1x per week","1987","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1987","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1987","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1987","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1987","66 and older","inadequately","","","","","2"
"Min 1x per week","1987","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1987","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1987","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1987","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1987","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1987","66 and older","in school","","","","","2"
"Min 1x per week","1987","66 and older","middle vocational","","","","","2"
"Min 1x per week","1987","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1987","16-34 y.","higher education","","","","","2"
"Never","1987","66 and older","higher education","","","","","5"
"Never","1987","66 and older","middle vocational","","","","","5"
"Never","1987","66 and older","higher vocational","","","","","5"
"Never","1987","66 and older","vocational + Abi","","","","","5"
"Never","1987","35-65 y.","higher education","","","","","5"
"Never","1987","66 and older","in school","","","","","5"
"Never","1987","66 and older","inadequately","","","","","5"
"Never","1987","66 and older","general elemantary","","","","","5"
"Never","1987","35-65 y.","in school","","","","","5"
"Never","1987","35-65 y.","inadequately","","","","","5"
"Never","1987","35-65 y.","general elemantary","","","","","5"
"Never","1987","35-65 y.","middle vocational","","","","","5"
"Never","1987","35-65 y.","vocational + Abi","","","","","5"
"Never","1987","35-65 y.","higher vocational","","","","","5"
"Never","1987","16-34 y.","in school","","","","","5"
"Never","1987","16-34 y.","inadequately","","","","","5"
"Never","1987","16-34 y.","general elemantary","","","","","5"
"Never","1987","16-34 y.","middle vocational","","","","","5"
"Never","1987","16-34 y.","vocational + Abi","","","","","5"
"Never","1987","16-34 y.","higher vocational","","","","","5"
"Never","1987","16-34 y.","higher education","","","","","5"
"Rarely","1987","66 and older","higher vocational","","","","","4"
"Rarely","1987","66 and older","higher education","","","","","4"
"Rarely","1987","35-65 y.","in school","","","","","4"
"Rarely","1987","35-65 y.","higher education","","","","","4"
"Rarely","1987","66 and older","in school","","","","","4"
"Rarely","1987","16-34 y.","in school","","","","","4"
"Rarely","1987","16-34 y.","inadequately","","","","","4"
"Rarely","1987","16-34 y.","general elemantary","","","","","4"
"Rarely","1987","16-34 y.","middle vocational","","","","","4"
"Rarely","1987","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1987","16-34 y.","higher vocational","","","","","4"
"Rarely","1987","35-65 y.","inadequately","","","","","4"
"Rarely","1987","35-65 y.","general elemantary","","","","","4"
"Rarely","1987","35-65 y.","middle vocational","","","","","4"
"Rarely","1987","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1987","66 and older","inadequately","","","","","4"
"Rarely","1987","66 and older","general elemantary","","","","","4"
"Rarely","1987","66 and older","middle vocational","","","","","4"
"Rarely","1987","66 and older","vocational + Abi","","","","","4"
"Rarely","1987","16-34 y.","higher education","","","","","4"
"Rarely","1987","35-65 y.","higher vocational","","","","","4"
"Daily","1988","35-65 y.","in school","","","","","1"
"Daily","1988","35-65 y.","inadequately","","","","","1"
"Daily","1988","35-65 y.","general elemantary","","","","","1"
"Daily","1988","35-65 y.","middle vocational","","","","","1"
"Daily","1988","35-65 y.","vocational + Abi","","","","","1"
"Daily","1988","35-65 y.","higher vocational","","","","","1"
"Daily","1988","35-65 y.","higher education","","","","","1"
"Daily","1988","66 and older","in school","","","","","1"
"Daily","1988","66 and older","inadequately","","","","","1"
"Daily","1988","16-34 y.","in school","","","","","1"
"Daily","1988","16-34 y.","inadequately","","","","","1"
"Daily","1988","16-34 y.","general elemantary","","","","","1"
"Daily","1988","16-34 y.","middle vocational","","","","","1"
"Daily","1988","16-34 y.","vocational + Abi","","","","","1"
"Daily","1988","16-34 y.","higher vocational","","","","","1"
"Daily","1988","16-34 y.","higher education","","","","","1"
"Daily","1988","66 and older","general elemantary","","","","","1"
"Daily","1988","66 and older","middle vocational","","","","","1"
"Daily","1988","66 and older","vocational + Abi","","","","","1"
"Daily","1988","66 and older","higher vocational","","","","","1"
"Daily","1988","66 and older","higher education","","","","","1"
"Min 1x per month","1988","66 and older","higher vocational","","","","","3"
"Min 1x per month","1988","35-65 y.","in school","","","","","3"
"Min 1x per month","1988","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1988","35-65 y.","general elemantary","8","","","","3"
"Min 1x per month","1988","35-65 y.","middle vocational","44","0.0192107536096122","0.0137316497282543","0.0246898574909701","3"
"Min 1x per month","1988","35-65 y.","vocational + Abi","2","","","","3"
"Min 1x per month","1988","35-65 y.","higher vocational","11","","","","3"
"Min 1x per month","1988","35-65 y.","higher education","23","","","","3"
"Min 1x per month","1988","66 and older","in school","","","","","3"
"Min 1x per month","1988","66 and older","inadequately","","","","","3"
"Min 1x per month","1988","66 and older","general elemantary","2","","","","3"
"Min 1x per month","1988","66 and older","middle vocational","6","","","","3"
"Min 1x per month","1988","66 and older","vocational + Abi","1","","","","3"
"Min 1x per month","1988","66 and older","higher education","","","","","3"
"Min 1x per month","1988","16-34 y.","in school","","","","","3"
"Min 1x per month","1988","16-34 y.","inadequately","1","","","","3"
"Min 1x per month","1988","16-34 y.","general elemantary","6","","","","3"
"Min 1x per month","1988","16-34 y.","middle vocational","11","","","","3"
"Min 1x per month","1988","16-34 y.","vocational + Abi","2","","","","3"
"Min 1x per month","1988","16-34 y.","higher vocational","3","","","","3"
"Min 1x per month","1988","16-34 y.","higher education","4","","","","3"
"Min 1x per week","1988","66 and older","higher education","","","","","2"
"Min 1x per week","1988","66 and older","higher vocational","","","","","2"
"Min 1x per week","1988","35-65 y.","middle vocational","23","","","","2"
"Min 1x per week","1988","16-34 y.","in school","","","","","2"
"Min 1x per week","1988","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1988","16-34 y.","general elemantary","4","","","","2"
"Min 1x per week","1988","16-34 y.","middle vocational","10","","","","2"
"Min 1x per week","1988","16-34 y.","vocational + Abi","2","","","","2"
"Min 1x per week","1988","35-65 y.","vocational + Abi","1","","","","2"
"Min 1x per week","1988","35-65 y.","higher vocational","6","","","","2"
"Min 1x per week","1988","35-65 y.","higher education","12","","","","2"
"Min 1x per week","1988","66 and older","general elemantary","","","","","2"
"Min 1x per week","1988","35-65 y.","in school","","","","","2"
"Min 1x per week","1988","35-65 y.","inadequately","2","","","","2"
"Min 1x per week","1988","35-65 y.","general elemantary","3","","","","2"
"Min 1x per week","1988","66 and older","in school","","","","","2"
"Min 1x per week","1988","16-34 y.","higher education","2","","","","2"
"Min 1x per week","1988","66 and older","middle vocational","3","","","","2"
"Min 1x per week","1988","66 and older","inadequately","","","","","2"
"Min 1x per week","1988","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1988","16-34 y.","higher vocational","1","","","","2"
"Never","1988","66 and older","higher vocational","65","0.972824252876542","0.933891184670352","1.01175732108273","5"
"Never","1988","66 and older","higher education","53","0.952166302361611","0.896270723481369","1.00806188124185","5"
"Never","1988","35-65 y.","higher education","319","0.717275655729716","0.675198497503587","0.759352813955844","5"
"Never","1988","66 and older","in school","","","","","5"
"Never","1988","66 and older","inadequately","16","","","","5"
"Never","1988","66 and older","general elemantary","376","0.991230237772655","0.981868277725646","1.00059219781966","5"
"Never","1988","66 and older","middle vocational","475","0.962254927219802","0.945449102800029","0.979060751639576","5"
"Never","1988","66 and older","vocational + Abi","17","","","","5"
"Never","1988","35-65 y.","in school","","","","","5"
"Never","1988","35-65 y.","inadequately","482","0.973569515170834","0.959395216234586","0.987743814107082","5"
"Never","1988","35-65 y.","general elemantary","1208","0.959332245738311","0.948413064645462","0.97025142683116","5"
"Never","1988","35-65 y.","middle vocational","2220","0.91304513284462","0.901797981046718","0.924292284642521","5"
"Never","1988","35-65 y.","vocational + Abi","90","0.859984095621485","0.791630024106804","0.928338167136166","5"
"Never","1988","35-65 y.","higher vocational","258","0.849615952529403","0.809566222624365","0.88966568243444","5"
"Never","1988","16-34 y.","in school","153","0.942747925292231","0.906861635461989","0.978634215122473","5"
"Never","1988","16-34 y.","inadequately","187","0.99750925497928","0.990384133574422","1.00463437638414","5"
"Never","1988","16-34 y.","general elemantary","1038","0.953309232906309","0.940691586446833","0.965926879365785","5"
"Never","1988","16-34 y.","middle vocational","1663","0.919147784600227","0.906522565239227","0.931773003961228","5"
"Never","1988","16-34 y.","vocational + Abi","136","0.89823260865851","0.850325373729903","0.946139843587117","5"
"Never","1988","16-34 y.","higher vocational","143","0.866489608589184","0.814113913732171","0.918865303446196","5"
"Never","1988","16-34 y.","higher education","174","0.855865189047437","0.80754960934033","0.904180768754544","5"
"Rarely","1988","66 and older","higher vocational","2","","","","4"
"Rarely","1988","66 and older","higher education","3","","","","4"
"Rarely","1988","16-34 y.","higher vocational","15","","","","4"
"Rarely","1988","16-34 y.","inadequately","","","","","4"
"Rarely","1988","16-34 y.","general elemantary","26","","","","4"
"Rarely","1988","16-34 y.","middle vocational","107","0.0678070463128572","0.0561633567119948","0.0794507359137196","4"
"Rarely","1988","16-34 y.","vocational + Abi","13","","","","4"
"Rarely","1988","35-65 y.","in school","","","","","4"
"Rarely","1988","35-65 y.","inadequately","8","","","","4"
"Rarely","1988","35-65 y.","general elemantary","38","0.032267870124508","0.0224990259409749","0.0420367143080411","4"
"Rarely","1988","35-65 y.","middle vocational","124","0.0588634558326175","0.0494684147761714","0.0682584968890636","4"
"Rarely","1988","35-65 y.","vocational + Abi","6","","","","4"
"Rarely","1988","35-65 y.","higher education","86","0.193203235504823","0.156313034271456","0.23009343673819","4"
"Rarely","1988","66 and older","in school","","","","","4"
"Rarely","1988","16-34 y.","in school","8","","","","4"
"Rarely","1988","66 and older","inadequately","1","","","","4"
"Rarely","1988","66 and older","general elemantary","3","","","","4"
"Rarely","1988","66 and older","middle vocational","10","","","","4"
"Rarely","1988","66 and older","vocational + Abi","","","","","4"
"Rarely","1988","35-65 y.","higher vocational","31","0.0975817546627629","0.0643329816523297","0.130830527673196","4"
"Rarely","1988","16-34 y.","higher education","23","","","","4"
"Daily","1989","16-34 y.","in school","","","","","1"
"Daily","1989","16-34 y.","inadequately","","","","","1"
"Daily","1989","16-34 y.","general elemantary","","","","","1"
"Daily","1989","16-34 y.","middle vocational","","","","","1"
"Daily","1989","16-34 y.","vocational + Abi","","","","","1"
"Daily","1989","16-34 y.","higher vocational","","","","","1"
"Daily","1989","35-65 y.","in school","","","","","1"
"Daily","1989","35-65 y.","inadequately","","","","","1"
