"pli0097_h","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1986","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","1986","Couple + C. LE 16 ","no migration background","19","","","","2"
"Min 1x per week","1986","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","1986","(Married) couple without C. ","no migration background","21","","","","2"
"Min 1x per week","1986","Single parent ","no migration background","3","","","","2"
"Min 1x per week","1986","Single parent ","direct migration background","1","","","","2"
"Min 1x per week","1986","Couple + C. LE 16 ","direct migration background","5","","","","2"
"Min 1x per week","1986","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","1986","Couple + C. GT 16 ","direct migration background","2","","","","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","direct migration background","6","","","","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Min 1x per week","1986","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","1986","Couple + C. LE and GT 16","no migration background","6","","","","2"
"Never","1986","Couple + C. LE 16 ","no migration background","1345","0.900142659485518","0.8849145352258","0.915370783745236","5"
"Never","1986","Single parent ","indirect migration background","12","","","","5"
"Never","1986","1-pers.-HH","no migration background","839","0.929148915876113","0.912496908902557","0.94580092284967","5"
"Never","1986","1-pers.-HH","direct migration background","177","0.925890494208973","0.888245399840854","0.963535588577091","5"
"Never","1986","(Married) couple without C. ","no migration background","1802","0.926191340660535","0.914601466334946","0.937781214986124","5"
"Never","1986","(Married) couple without C. ","direct migration background","374","0.956592662376095","0.936290714622143","0.976894610130048","5"
"Never","1986","(Married) couple without C. ","indirect migration background","10","","","","5"
"Never","1986","Single parent ","no migration background","358","0.927108334858115","0.901174985112613","0.953041684603617","5"
"Never","1986","Single parent ","direct migration background","99","0.912956493781446","0.859036892653902","0.96687609490899","5"
"Never","1986","1-pers.-HH","indirect migration background","9","","","","5"
"Never","1986","Couple + C. LE 16 ","direct migration background","855","0.968483108847286","0.956959581137348","0.980006636557224","5"
"Never","1986","Couple + C. LE 16 ","indirect migration background","15","","","","5"
"Never","1986","Couple + C. GT 16 ","no migration background","1400","0.902766584594455","0.888007544209416","0.917525624979494","5"
"Never","1986","Couple + C. GT 16 ","direct migration background","472","0.964307551813278","0.94786422781194","0.980750875814616","5"
"Never","1986","Couple + C. GT 16 ","indirect migration background","48","1","1","1","5"
"Never","1986","Couple + C. LE and GT 16","no migration background","685","0.900183527805539","0.878858291996728","0.92150876361435","5"
"Never","1986","Couple + C. LE and GT 16","direct migration background","555","0.937951031190054","0.918317814448289","0.957584247931819","5"
"Never","1986","Couple + C. LE and GT 16","indirect migration background","46","0.917693859731437","0.840742715509742","0.994645003953133","5"
"Rarely","1986","1-pers.-HH","direct migration background","5","","","","4"
"Rarely","1986","1-pers.-HH","no migration background","44","0.0403152922561356","0.0275494384869864","0.0530811460252848","4"
"Rarely","1986","1-pers.-HH","indirect migration background","2","","","","4"
"Rarely","1986","(Married) couple without C. ","no migration background","109","0.053098353466023","0.043158781714881","0.0630379252171651","4"
"Rarely","1986","(Married) couple without C. ","direct migration background","10","","","","4"
"Rarely","1986","(Married) couple without C. ","indirect migration background","1","","","","4"
"Rarely","1986","Single parent ","no migration background","14","","","","4"
"Rarely","1986","Single parent ","direct migration background","3","","","","4"
"Rarely","1986","Couple + C. LE 16 ","no migration background","93","0.0644192293075471","0.0519497261930652","0.076888732422029","4"
"Rarely","1986","Couple + C. LE 16 ","direct migration background","19","","","","4"
"Rarely","1986","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","no migration background","47","0.0629189419048388","0.0456444020432937","0.0801934817663839","4"
"Rarely","1986","Couple + C. LE and GT 16","indirect migration background","3","","","","4"
"Rarely","1986","Couple + C. LE and GT 16","direct migration background","17","","","","4"
"Rarely","1986","Single parent ","indirect migration background","","","","","4"
"Rarely","1986","Couple + C. LE 16 ","indirect migration background","1","","","","4"
"Rarely","1986","Couple + C. GT 16 ","no migration background","99","0.0651995965191707","0.0529013126699995","0.0774978803683419","4"
"Rarely","1986","Couple + C. GT 16 ","direct migration background","12","","","","4"
"Daily","1987","1-pers.-HH","no migration background","","","","","1"
"Daily","1987","1-pers.-HH","direct migration background","","","","","1"
"Daily","1987","1-pers.-HH","indirect migration background","","","","","1"
"Daily","1987","(Married) couple without C. ","no migration background","","","","","1"
"Daily","1987","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","1987","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","1987","Single parent ","no migration background","","","","","1"
"Daily","1987","Single parent ","direct migration background","","","","","1"
"Daily","1987","Single parent ","indirect migration background","","","","","1"
"Daily","1987","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","1987","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","1987","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","1987","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","1987","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","1987","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","1987","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Min 1x per month","1987","1-pers.-HH","no migration background","","","","","3"
"Min 1x per month","1987","1-pers.-HH","direct migration background","","","","","3"
"Min 1x per month","1987","1-pers.-HH","indirect migration background","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","no migration background","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","direct migration background","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","direct migration background","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","indirect migration background","","","","","3"
"Min 1x per month","1987","(Married) couple without C. ","indirect migration background","","","","","3"
"Min 1x per month","1987","Single parent ","no migration background","","","","","3"
"Min 1x per month","1987","Single parent ","direct migration background","","","","","3"
"Min 1x per month","1987","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","no migration background","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","direct migration background","","","","","3"
"Min 1x per month","1987","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","1987","Couple + C. GT 16 ","no migration background","","","","","3"
"Min 1x per month","1987","Couple + C. LE and GT 16","no migration background","","","","","3"
"Min 1x per week","1987","1-pers.-HH","no migration background","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","direct migration background","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","no migration background","","","","","2"
"Min 1x per week","1987","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","no migration background","","","","","2"
"Min 1x per week","1987","1-pers.-HH","direct migration background","","","","","2"
"Min 1x per week","1987","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","1987","Single parent ","direct migration background","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","direct migration background","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","no migration background","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","direct migration background","","","","","2"
"Min 1x per week","1987","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","1987","Single parent ","no migration background","","","","","2"
"Min 1x per week","1987","Couple + C. LE 16 ","no migration background","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","1987","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","1987","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Never","1987","1-pers.-HH","no migration background","","","","","5"
"Never","1987","1-pers.-HH","direct migration background","","","","","5"
"Never","1987","Single parent ","indirect migration background","","","","","5"
"Never","1987","Couple + C. LE 16 ","no migration background","","","","","5"
"Never","1987","1-pers.-HH","indirect migration background","","","","","5"
"Never","1987","(Married) couple without C. ","no migration background","","","","","5"
"Never","1987","(Married) couple without C. ","direct migration background","","","","","5"
"Never","1987","(Married) couple without C. ","indirect migration background","","","","","5"
"Never","1987","Single parent ","no migration background","","","","","5"
"Never","1987","Single parent ","direct migration background","","","","","5"
"Never","1987","Couple + C. LE 16 ","direct migration background","","","","","5"
"Never","1987","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Never","1987","Couple + C. GT 16 ","no migration background","","","","","5"
"Never","1987","Couple + C. GT 16 ","direct migration background","","","","","5"
"Never","1987","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Never","1987","Couple + C. LE and GT 16","no migration background","","","","","5"
"Never","1987","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Never","1987","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Rarely","1987","1-pers.-HH","direct migration background","","","","","4"
"Rarely","1987","1-pers.-HH","no migration background","","","","","4"
"Rarely","1987","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","1987","(Married) couple without C. ","no migration background","","","","","4"
"Rarely","1987","(Married) couple without C. ","direct migration background","","","","","4"
"Rarely","1987","(Married) couple without C. ","indirect migration background","","","","","4"
"Rarely","1987","Single parent ","no migration background","","","","","4"
"Rarely","1987","Single parent ","direct migration background","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","no migration background","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","direct migration background","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","indirect migration background","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","no migration background","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Rarely","1987","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Rarely","1987","Single parent ","indirect migration background","","","","","4"
"Rarely","1987","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","no migration background","","","","","4"
"Rarely","1987","Couple + C. GT 16 ","direct migration background","","","","","4"
"Daily","1988","1-pers.-HH","no migration background","","","","","1"
"Daily","1988","1-pers.-HH","direct migration background","","","","","1"
"Daily","1988","1-pers.-HH","indirect migration background","","","","","1"
"Daily","1988","(Married) couple without C. ","no migration background","","","","","1"
"Daily","1988","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","1988","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","1988","Single parent ","no migration background","","","","","1"
"Daily","1988","Single parent ","direct migration background","","","","","1"
"Daily","1988","Single parent ","indirect migration background","","","","","1"
"Daily","1988","Couple + C. LE 16 ","no migration background","","","","","1"
"Daily","1988","Couple + C. LE 16 ","direct migration background","","","","","1"
"Daily","1988","Couple + C. LE 16 ","indirect migration background","","","","","1"
"Daily","1988","Couple + C. GT 16 ","no migration background","","","","","1"
"Daily","1988","Couple + C. GT 16 ","direct migration background","","","","","1"
"Daily","1988","Couple + C. GT 16 ","indirect migration background","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","no migration background","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","direct migration background","","","","","1"
"Daily","1988","Couple + C. LE and GT 16","indirect migration background","","","","","1"
"Min 1x per month","1988","1-pers.-HH","direct migration background","1","","","","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","direct migration background","3","","","","3"
"Min 1x per month","1988","1-pers.-HH","no migration background","14","","","","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Min 1x per month","1988","1-pers.-HH","indirect migration background","1","","","","3"
"Min 1x per month","1988","(Married) couple without C. ","direct migration background","1","","","","3"
"Min 1x per month","1988","(Married) couple without C. ","indirect migration background","1","","","","3"
"Min 1x per month","1988","Single parent ","direct migration background","","","","","3"
"Min 1x per month","1988","Couple + C. LE 16 ","direct migration background","4","","","","3"
"Min 1x per month","1988","Couple + C. LE 16 ","indirect migration background","","","","","3"
"Min 1x per month","1988","Couple + C. GT 16 ","no migration background","26","","","","3"
"Min 1x per month","1988","Couple + C. GT 16 ","direct migration background","1","","","","3"
"Min 1x per month","1988","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Min 1x per month","1988","Couple + C. LE and GT 16","no migration background","8","","","","3"
"Min 1x per month","1988","(Married) couple without C. ","no migration background","22","","","","3"
"Min 1x per month","1988","Single parent ","no migration background","8","","","","3"
"Min 1x per month","1988","Single parent ","indirect migration background","","","","","3"
"Min 1x per month","1988","Couple + C. LE 16 ","no migration background","28","","","","3"
"Min 1x per week","1988","Single parent ","indirect migration background","","","","","2"
"Min 1x per week","1988","(Married) couple without C. ","direct migration background","1","","","","2"
"Min 1x per week","1988","(Married) couple without C. ","no migration background","12","","","","2"
"Min 1x per week","1988","1-pers.-HH","no migration background","7","","","","2"
"Min 1x per week","1988","1-pers.-HH","indirect migration background","","","","","2"
"Min 1x per week","1988","Single parent ","direct migration background","","","","","2"
"Min 1x per week","1988","Couple + C. GT 16 ","no migration background","11","","","","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","no migration background","5","","","","2"
"Min 1x per week","1988","1-pers.-HH","direct migration background","3","","","","2"
"Min 1x per week","1988","Single parent ","no migration background","2","","","","2"
"Min 1x per week","1988","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Min 1x per week","1988","Couple + C. GT 16 ","direct migration background","","","","","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","direct migration background","3","","","","2"
"Min 1x per week","1988","(Married) couple without C. ","indirect migration background","","","","","2"
"Min 1x per week","1988","Couple + C. LE 16 ","no migration background","15","","","","2"
"Min 1x per week","1988","Couple + C. GT 16 ","indirect migration background","","","","","2"
"Min 1x per week","1988","Couple + C. LE 16 ","direct migration background","5","","","","2"
"Min 1x per week","1988","Couple + C. LE and GT 16","indirect migration background","","","","","2"
"Never","1988","1-pers.-HH","direct migration background","162","0.911207292376461","0.868698270636348","0.953716314116575","5"
"Never","1988","Single parent ","indirect migration background","12","","","","5"
"Never","1988","Couple + C. LE 16 ","no migration background","1258","0.890711071840496","0.874454596865777","0.906967546815216","5"
"Never","1988","1-pers.-HH","no migration background","810","0.936509472981704","0.92031564331424","0.952703302649167","5"
"Never","1988","1-pers.-HH","indirect migration background","11","","","","5"
"Never","1988","(Married) couple without C. ","no migration background","1710","0.935375049693244","0.924110455578066","0.946639643808422","5"
"Never","1988","(Married) couple without C. ","direct migration background","397","0.945886303541622","0.924093104291457","0.967679502791787","5"
"Never","1988","(Married) couple without C. ","indirect migration background","14","","","","5"
"Never","1988","Single parent ","no migration background","361","0.917748760187266","0.89061980239698","0.944877717977553","5"
"Never","1988","Single parent ","direct migration background","100","0.983834433107149","0.959479555167966","1.00818931104633","5"
"Never","1988","Couple + C. LE 16 ","direct migration background","749","0.962501608795684","0.949082929351188","0.975920288240181","5"
"Never","1988","Couple + C. LE 16 ","indirect migration background","27","","","","5"
"Never","1988","Couple + C. GT 16 ","no migration background","1466","0.901974130228767","0.887476573867107","0.916471686590427","5"
"Never","1988","Couple + C. GT 16 ","direct migration background","461","0.946380159338539","0.926227932396044","0.966532386281034","5"
"Never","1988","Couple + C. GT 16 ","indirect migration background","83","0.971216300022966","0.936082934374103","1.00634966567183","5"
"Never","1988","Couple + C. LE and GT 16","no migration background","477","0.884961386106675","0.85794982547071","0.91197294674264","5"
"Never","1988","Couple + C. LE and GT 16","direct migration background","479","0.963479844843845","0.946871067041462","0.980088622646228","5"
"Never","1988","Couple + C. LE and GT 16","indirect migration background","54","0.967116328163966","0.920409154502215","1.01382350182572","5"
"Rarely","1988","(Married) couple without C. ","direct migration background","15","","","","4"
"Rarely","1988","1-pers.-HH","no migration background","40","0.0394428145403919","0.0265162066645802","0.0523694224162037","4"
"Rarely","1988","(Married) couple without C. ","no migration background","86","0.0452208604939319","0.0357007186726624","0.0547410023152013","4"
"Rarely","1988","1-pers.-HH","indirect migration background","","","","","4"
"Rarely","1988","1-pers.-HH","direct migration background","6","","","","4"
"Rarely","1988","(Married) couple without C. ","indirect migration background","2","","","","4"
"Rarely","1988","Single parent ","no migration background","23","","","","4"
"Rarely","1988","Single parent ","direct migration background","3","","","","4"
"Rarely","1988","Couple + C. LE 16 ","no migration background","114","0.0801506929366603","0.0660031228355941","0.0942982630377265","4"
"Rarely","1988","Couple + C. LE 16 ","direct migration background","12","","","","4"
"Rarely","1988","Couple + C. LE 16 ","indirect migration background","","","","","4"
"Rarely","1988","Couple + C. GT 16 ","no migration background","113","0.0756571998648102","0.0627637517771584","0.088550647952462","4"
"Rarely","1988","Couple + C. GT 16 ","indirect migration background","4","","","","4"
"Rarely","1988","Couple + C. LE and GT 16","no migration background","46","0.0913087140708416","0.0669233080480455","0.115694120093638","4"
"Rarely","1988","Couple + C. LE and GT 16","direct migration background","5","","","","4"
"Rarely","1988","Couple + C. LE and GT 16","indirect migration background","1","","","","4"
"Rarely","1988","Single parent ","indirect migration background","","","","","4"
"Rarely","1988","Couple + C. GT 16 ","direct migration background","18","","","","4"
"Daily","1989","1-pers.-HH","no migration background","","","","","1"
"Daily","1989","1-pers.-HH","direct migration background","","","","","1"
"Daily","1989","1-pers.-HH","indirect migration background","","","","","1"
"Daily","1989","(Married) couple without C. ","no migration background","","","","","1"
"Daily","1989","(Married) couple without C. ","direct migration background","","","","","1"
"Daily","1989","(Married) couple without C. ","indirect migration background","","","","","1"
"Daily","1989","Single parent ","no migration background","","","","","1"
"Daily","1989","Single parent ","direct migration background","","","","","1"
"Daily","1989","Single parent ","indirect migration background","","","","","1"
