"pli0097_h","year","education","n","percent","lower_confidence","upper_confidence"
"Never","1987","college entrance qualification","","","",""
"Never","1987","Other degree","","","",""
"Never","1987","no degree/no degree yet","","","",""
"Daily","1988","lower secondary degree","","","",""
"Daily","1988","secondary school degree","","","",""
"Daily","1988","college entrance qualification","","","",""
"Daily","1988","Other degree","","","",""
"Daily","1988","no degree/no degree yet","","","",""
"Min 1x per week","1988","lower secondary degree","","","",""
"Min 1x per week","1988","secondary school degree","","","",""
"Min 1x per week","1988","college entrance qualification","","","",""
"Min 1x per week","1988","Other degree","","","",""
"Min 1x per week","1988","no degree/no degree yet","","","",""
"Min 1x per month","1988","lower secondary degree","54","0.0114447273278699","0.00844409595945884","0.0144453586962809"
"Min 1x per month","1988","secondary school degree","","","",""
"Min 1x per month","1988","college entrance qualification","40","0.0370630496551504","0.0262703681443085","0.0478557311659922"
"Min 1x per month","1988","Other degree","","","",""
"Min 1x per month","1988","no degree/no degree yet","","","",""
"Rarely","1988","lower secondary degree","185","0.0376439760190703","0.0322745845279582","0.0430133675101825"
"Rarely","1988","secondary school degree","114","0.0689345944827261","0.0570784903722263","0.0807906985932259"
"Rarely","1988","college entrance qualification","164","0.131319513057809","0.112024080250149","0.150614945865469"
"Rarely","1988","Other degree","","","",""
"Rarely","1988","no degree/no degree yet","","","",""
"Never","1988","lower secondary degree","4560","0.945510337164487","0.939107099189584","0.95191357513939"
"Never","1988","secondary school degree","1605","0.911890847063725","0.898625603215194","0.925156090912257"
"Never","1988","college entrance qualification","950","0.810571681826221","0.788185603195421","0.832957760457021"
"Never","1988","Other degree","1030","0.966033827009372","0.955139377053462","0.976928276965282"
"Never","1988","no degree/no degree yet","884","0.96562365642111","0.953753468609128","0.977493844233093"
"Daily","1989","lower secondary degree","","","",""
"Daily","1989","secondary school degree","","","",""
"Daily","1989","college entrance qualification","","","",""
"Daily","1989","Other degree","","","",""
"Daily","1989","no degree/no degree yet","","","",""
"Min 1x per week","1989","lower secondary degree","","","",""
"Min 1x per week","1989","secondary school degree","","","",""
"Min 1x per week","1989","college entrance qualification","","","",""
"Min 1x per week","1989","Other degree","","","",""
"Min 1x per week","1989","no degree/no degree yet","","","",""
"Min 1x per month","1989","lower secondary degree","","","",""
"Min 1x per month","1989","secondary school degree","","","",""
"Min 1x per month","1989","college entrance qualification","","","",""
"Min 1x per month","1989","Other degree","","","",""
"Min 1x per month","1989","no degree/no degree yet","","","",""
"Rarely","1989","lower secondary degree","","","",""
"Rarely","1989","secondary school degree","","","",""
"Rarely","1989","college entrance qualification","","","",""
"Rarely","1989","Other degree","","","",""
"Rarely","1989","no degree/no degree yet","","","",""
"Never","1989","lower secondary degree","","","",""
"Never","1989","secondary school degree","","","",""
"Never","1989","college entrance qualification","","","",""
"Never","1989","Other degree","","","",""
"Never","1989","no degree/no degree yet","","","",""
"Daily","1990","lower secondary degree","","","",""
"Daily","1990","secondary school degree","","","",""
"Daily","1990","college entrance qualification","","","",""
"Daily","1990","Other degree","","","",""
"Daily","1990","no degree/no degree yet","","","",""
"Min 1x per week","1990","lower secondary degree","51","0.00800789164413408","0.00579293055482319","0.010222852733445"
"Min 1x per week","1990","secondary school degree","63","0.013015224313465","0.00934884871047647","0.0166815999164536"
"Min 1x per week","1990","college entrance qualification","50","0.0285330347082659","0.0206785862134542","0.0363874832030777"
"Min 1x per week","1990","Other degree","","","",""
"Min 1x per week","1990","no degree/no degree yet","","","",""
"Min 1x per month","1990","lower secondary degree","160","0.0229925633142898","0.0192678270358189","0.0267172995927608"
"Min 1x per month","1990","secondary school degree","147","0.0348963422667217","0.0289598099885517","0.0408328745448917"
"Min 1x per month","1990","college entrance qualification","111","0.0658734764608054","0.054170782737516","0.0775761701840948"
"Min 1x per month","1990","Other degree","","","",""
"Min 1x per month","1990","no degree/no degree yet","","","",""
"Rarely","1990","lower secondary degree","618","0.104597984440513","0.0969925576451542","0.112203411235872"
"Rarely","1990","secondary school degree","464","0.135981636164545","0.124893526399896","0.147069745929194"
"Rarely","1990","college entrance qualification","350","0.203098802039253","0.184119352341763","0.222078251736742"
"Rarely","1990","Other degree","64","0.0608061187269826","0.0464537178557367","0.0751585195982285"
"Rarely","1990","no degree/no degree yet","38","0.0611330854378636","0.0453669063163652","0.076899264559362"
"Never","1990","lower secondary degree","5379","0.862263678874496","0.853699274107717","0.870828083641275"
"Never","1990","secondary school degree","2993","0.814704262265329","0.802135612983594","0.827272911547064"
"Never","1990","college entrance qualification","1210","0.69926967696155","0.677635585884296","0.720903768038804"
"Never","1990","Other degree","983","0.916772989132158","0.900183372874876","0.933362605389439"
"Never","1990","no degree/no degree yet","835","0.922876801112434","0.905319786807011","0.940433815417856"
"Daily","1991","lower secondary degree","","","",""
"Daily","1991","secondary school degree","","","",""
"Daily","1991","college entrance qualification","","","",""
"Daily","1991","Other degree","","","",""
"Daily","1991","no degree/no degree yet","","","",""
"Min 1x per week","1991","lower secondary degree","","","",""
"Min 1x per week","1991","secondary school degree","","","",""
"Min 1x per week","1991","college entrance qualification","","","",""
"Min 1x per week","1991","Other degree","","","",""
"Min 1x per week","1991","no degree/no degree yet","","","",""
"Min 1x per month","1991","lower secondary degree","","","",""
"Min 1x per month","1991","secondary school degree","","","",""
"Min 1x per month","1991","college entrance qualification","","","",""
"Min 1x per month","1991","Other degree","","","",""
"Min 1x per month","1991","no degree/no degree yet","","","",""
"Rarely","1991","lower secondary degree","","","",""
"Rarely","1991","secondary school degree","","","",""
"Rarely","1991","college entrance qualification","","","",""
"Rarely","1991","Other degree","","","",""
"Rarely","1991","no degree/no degree yet","","","",""
"Never","1991","lower secondary degree","","","",""
"Never","1991","secondary school degree","","","",""
"Never","1991","college entrance qualification","","","",""
"Never","1991","Other degree","","","",""
"Never","1991","no degree/no degree yet","","","",""
"Daily","1992","lower secondary degree","","","",""
"Daily","1992","secondary school degree","","","",""
"Daily","1992","college entrance qualification","","","",""
"Daily","1992","Other degree","","","",""
"Daily","1992","no degree/no degree yet","","","",""
"Min 1x per week","1992","lower secondary degree","32","0.00500393247065833","0.00318170222211233","0.00682616271920433"
"Min 1x per week","1992","secondary school degree","30","0.00732224872165379","0.00452480053955891","0.0101196969037487"
"Min 1x per week","1992","college entrance qualification","44","0.0230913139211254","0.0160179589161443","0.0301646689261066"
"Min 1x per week","1992","Other degree","","","",""
"Min 1x per week","1992","no degree/no degree yet","","","",""
"Min 1x per month","1992","lower secondary degree","89","0.01665611732337","0.01335107941498","0.0199611552317601"
"Min 1x per month","1992","secondary school degree","84","0.0237415842408986","0.0187461538548498","0.0287370146269474"
"Min 1x per month","1992","college entrance qualification","55","0.0337012524819133","0.0252025451031084","0.0421999598607182"
"Min 1x per month","1992","Other degree","","","",""
"Min 1x per month","1992","no degree/no degree yet","","","",""
"Rarely","1992","lower secondary degree","258","0.0450064720243839","0.0396525190926543","0.0503604249561135"
"Rarely","1992","secondary school degree","250","0.0668583247271224","0.0586626029603729","0.0750540464938719"
"Rarely","1992","college entrance qualification","161","0.096635143337586","0.0827204611831991","0.110549825491973"
"Rarely","1992","Other degree","32","0.0362239369147147","0.0246083598349846","0.0478395139944448"
"Rarely","1992","no degree/no degree yet","","","",""
"Never","1992","lower secondary degree","5381","0.933333478181588","0.926891649510698","0.939775306852477"
"Never","1992","secondary school degree","3204","0.902077842310325","0.892325741925701","0.911829942694949"
"Never","1992","college entrance qualification","1472","0.846572290259375","0.829599311298138","0.863545269220613"
"Never","1992","Other degree","958","0.959630568986623","0.947394744184443","0.971866393788804"
"Never","1992","no degree/no degree yet","824","0.959206420323287","0.94589261777645","0.972520222870124"
"Daily","1993","lower secondary degree","","","",""
"Daily","1993","secondary school degree","","","",""
"Daily","1993","college entrance qualification","","","",""
"Daily","1993","Other degree","","","",""
"Daily","1993","no degree/no degree yet","","","",""
"Min 1x per week","1993","lower secondary degree","","","",""
"Min 1x per week","1993","secondary school degree","","","",""
"Min 1x per week","1993","college entrance qualification","","","",""
"Min 1x per week","1993","Other degree","","","",""
"Min 1x per week","1993","no degree/no degree yet","","","",""
"Min 1x per month","1993","lower secondary degree","","","",""
"Min 1x per month","1993","secondary school degree","","","",""
"Min 1x per month","1993","college entrance qualification","","","",""
"Min 1x per month","1993","Other degree","","","",""
"Min 1x per month","1993","no degree/no degree yet","","","",""
"Rarely","1993","lower secondary degree","","","",""
"Rarely","1993","secondary school degree","","","",""
"Rarely","1993","college entrance qualification","","","",""
"Rarely","1993","Other degree","","","",""
"Rarely","1993","no degree/no degree yet","","","",""
"Never","1993","lower secondary degree","","","",""
"Never","1993","secondary school degree","","","",""
"Never","1993","college entrance qualification","","","",""
"Never","1993","Other degree","","","",""
"Never","1993","no degree/no degree yet","","","",""
"Daily","1994","lower secondary degree","","","",""
"Daily","1994","secondary school degree","","","",""
"Daily","1994","college entrance qualification","","","",""
"Daily","1994","Other degree","","","",""
"Daily","1994","no degree/no degree yet","","","",""
"Min 1x per week","1994","lower secondary degree","33","0.00563029595369273","0.00364214991589013","0.00761844199149532"
"Min 1x per week","1994","secondary school degree","","","",""
"Min 1x per week","1994","college entrance qualification","44","0.0202813156416034","0.0137837954869684","0.0267788357962383"
"Min 1x per week","1994","Other degree","","","",""
"Min 1x per week","1994","no degree/no degree yet","","","",""
"Min 1x per month","1994","lower secondary degree","69","0.0117408887956765","0.00887872404456648","0.0146030535467865"
"Min 1x per month","1994","secondary school degree","76","0.0191577384387926","0.0146072700221772","0.0237082068554079"
"Min 1x per month","1994","college entrance qualification","49","0.0282090363217909","0.0205771932593601","0.0358408793842216"
"Min 1x per month","1994","Other degree","","","",""
"Min 1x per month","1994","no degree/no degree yet","","","",""
"Rarely","1994","lower secondary degree","292","0.0543809208706267","0.048355462089517","0.0604063796517365"
"Rarely","1994","secondary school degree","237","0.0723823484023262","0.0637806296897337","0.0809840671149187"
"Rarely","1994","college entrance qualification","171","0.100165434788406","0.0863269304566617","0.11400393912015"
"Rarely","1994","Other degree","43","0.0477543413717907","0.0337992462855966","0.0617094364579847"
"Rarely","1994","no degree/no degree yet","","","",""
"Never","1994","lower secondary degree","5047","0.928247894380004","0.921390517172589","0.935105271587419"
"Never","1994","secondary school degree","3150","0.902201077719963","0.892340483098493","0.912061672341433"
"Never","1994","college entrance qualification","1544","0.8513442132482","0.834946156613808","0.867742269882591"
"Never","1994","Other degree","844","0.940415592531581","0.924924641089373","0.955906543973789"
"Never","1994","no degree/no degree yet","794","0.942236136243153","0.926326287055859","0.958145985430447"
"Daily","1995","lower secondary degree","","","",""
"Daily","1995","secondary school degree","","","",""
"Daily","1995","college entrance qualification","","","",""
"Daily","1995","Other degree","","","",""
"Daily","1995","no degree/no degree yet","","","",""
"Min 1x per week","1995","lower secondary degree","34","0.00550335024863925","0.00352577189401489","0.00748092860326362"
"Min 1x per week","1995","secondary school degree","37","0.0116279476837501","0.00811181764209303","0.0151440777254071"
"Min 1x per week","1995","college entrance qualification","36","0.0166361401901279","0.0108985630948353","0.0223737172854204"
"Min 1x per week","1995","Other degree","","","",""
"Min 1x per week","1995","no degree/no degree yet","","","",""
"Min 1x per month","1995","lower secondary degree","89","0.0173973627218671","0.0139023470068477","0.0208923784368865"
"Min 1x per month","1995","secondary school degree","77","0.0218003713343791","0.0170107756003355","0.0265899670684228"
"Min 1x per month","1995","college entrance qualification","60","0.0351321674530202","0.0268730904969428","0.0433912444090977"
"Min 1x per month","1995","Other degree","","","",""
"Min 1x per month","1995","no degree/no degree yet","","","",""
"Rarely","1995","lower secondary degree","387","0.075997470591317","0.0689138611187581","0.0830810800638758"
"Rarely","1995","secondary school degree","306","0.0858356418798119","0.0766481041009951","0.0950231796586286"
"Rarely","1995","college entrance qualification","235","0.142081171034752","0.1264195579545","0.157742784115003"
"Rarely","1995","Other degree","37","0.0253503677533048","0.0163589032072452","0.0343418322993644"
"Rarely","1995","no degree/no degree yet","30","0.051743156610387","0.0369302269135533","0.0665560863072207"
"Never","1995","lower secondary degree","4857","0.899828932853964","0.891803479260079","0.90785438644785"
"Never","1995","secondary school degree","3146","0.879418838115992","0.868738357890205","0.890099318341778"
"Never","1995","college entrance qualification","1567","0.801497728612832","0.783604899462645","0.819390557763019"
"Never","1995","Other degree","1116","0.94889349478066","0.936296676360188","0.961490313201132"
"Never","1995","no degree/no degree yet","821","0.935592850411621","0.919177052539893","0.952008648283348"
"Daily","1996","lower secondary degree","","","",""
"Daily","1996","secondary school degree","","","",""
"Daily","1996","college entrance qualification","","","",""
"Daily","1996","Other degree","","","",""
"Daily","1996","no degree/no degree yet","","","",""
"Min 1x per week","1996","lower secondary degree","35","0.00565839635357664","0.00362997170794437","0.00768682099920892"
"Min 1x per week","1996","secondary school degree","30","0.00851352152832731","0.0055026887313746","0.01152435432528"
"Min 1x per week","1996","college entrance qualification","33","0.0145716223382828","0.00920323788445642","0.0199400067921092"
"Min 1x per week","1996","Other degree","","","",""
"Min 1x per week","1996","no degree/no degree yet","","","",""
"Min 1x per month","1996","lower secondary degree","56","0.0102152084824115","0.00749602573484313","0.01293439122998"
"Min 1x per month","1996","secondary school degree","64","0.0171002875666656","0.0128516964977534","0.0213488786355777"
"Min 1x per month","1996","college entrance qualification","55","0.0311586738413264","0.0233748511481898","0.0389424965344629"
"Min 1x per month","1996","Other degree","","","",""
"Min 1x per month","1996","no degree/no degree yet","","","",""
"Rarely","1996","lower secondary degree","360","0.0778269934402467","0.0705823716113487","0.0850716152691448"
"Rarely","1996","secondary school degree","296","0.089239831422755","0.0798971830015801","0.0985824798439299"
"Rarely","1996","college entrance qualification","250","0.144303099805151","0.128560555151456","0.160045644458846"
"Rarely","1996","Other degree","41","0.0442376538149399","0.0320586425359652","0.0564166650939145"
"Rarely","1996","no degree/no degree yet","","","",""
"Never","1996","lower secondary degree","4802","0.906299401723765","0.898418944441359","0.914179859006171"
"Never","1996","secondary school degree","3187","0.885146359482252","0.874697508210956","0.895595210753548"
"Never","1996","college entrance qualification","1576","0.80996660401524","0.792390377320622","0.827542830709858"
"Never","1996","Other degree","1046","0.946579704165757","0.933260668863569","0.959898739467945"
"Never","1996","no degree/no degree yet","795","0.959414114653774","0.945948949623519","0.972879279684028"
"Daily","1997","lower secondary degree","","","",""
"Daily","1997","secondary school degree","","","",""
"Daily","1997","college entrance qualification","","","",""
"Daily","1997","Other degree","","","",""
"Daily","1997","no degree/no degree yet","","","",""
"Min 1x per week","1997","lower secondary degree","30","0.00582304324761941","0.00373669407543689","0.00790939241980194"
"Min 1x per week","1997","secondary school degree","","","",""
"Min 1x per week","1997","college entrance qualification","","","",""
"Min 1x per week","1997","Other degree","","","",""
"Min 1x per week","1997","no degree/no degree yet","","","",""
"Min 1x per month","1997","lower secondary degree","70","0.0142817613545726","0.0110282867453631","0.0175352359637821"
"Min 1x per month","1997","secondary school degree","63","0.0165077692066886","0.01230148908782","0.0207140493255571"
"Min 1x per month","1997","college entrance qualification","61","0.032172636960197","0.0242981139810103","0.0400471599393837"
"Min 1x per month","1997","Other degree","","","",""
"Min 1x per month","1997","no degree/no degree yet","","","",""
"Rarely","1997","lower secondary degree","283","0.0617941950627126","0.0551917767411241","0.0683966133843011"
"Rarely","1997","secondary school degree","245","0.0764443478341414","0.0676728702957058","0.085215825372577"
"Rarely","1997","college entrance qualification","183","0.108910299942219","0.0950083037207413","0.122812296163697"
"Rarely","1997","Other degree","33","0.0322515756548424","0.0214096928097207","0.0430934584999641"
"Rarely","1997","no degree/no degree yet","","","",""
"Never","1997","lower secondary degree","4726","0.918101000335095","0.910581920975557","0.925620079694634"
"Never","1997","secondary school degree","3188","0.897102292686207","0.887072490613364","0.907132094759051"
"Never","1997","college entrance qualification","1657","0.844552113855702","0.828382948062536","0.860721279648869"
"Never","1997","Other degree","974","0.955574426292793","0.942930068197829","0.968218784387756"
"Never","1997","no degree/no degree yet","776","0.946404541577043","0.930923320196926","0.96188576295716"
"Daily","1998","lower secondary degree","","","",""
"Daily","1998","secondary school degree","","","",""
"Daily","1998","college entrance qualification","","","",""
"Daily","1998","Other degree","","","",""
"Daily","1998","no degree/no degree yet","","","",""
"Min 1x per week","1998","lower secondary degree","32","0.00583323924324786","0.00384067436747673","0.00782580411901898"
"Min 1x per week","1998","secondary school degree","","","",""
"Min 1x per week","1998","college entrance qualification","35","0.0156350861955616","0.0104628284712337","0.0208073439198894"
"Min 1x per week","1998","Other degree","","","",""
"Min 1x per week","1998","no degree/no degree yet","","","",""
"Min 1x per month","1998","lower secondary degree","83","0.0147622039581452","0.0116066610543149","0.0179177468619754"
"Min 1x per month","1998","secondary school degree","58","0.0122624039939","0.00879457775343834","0.0157302302343617"
"Min 1x per month","1998","college entrance qualification","72","0.028917679419723","0.0219311466995281","0.0359042121399179"
"Min 1x per month","1998","Other degree","","","",""
"Min 1x per month","1998","no degree/no degree yet","","","",""
"Rarely","1998","lower secondary degree","489","0.0962426124455928","0.0885258063360242","0.103959418555161"
"Rarely","1998","secondary school degree","375","0.0976384801207895","0.0882855106901802","0.106991449551399"
"Rarely","1998","college entrance qualification","308","0.160108490771597","0.144819784695232","0.175397196847963"
"Rarely","1998","Other degree","55","0.0506197135575149","0.0369984782003883","0.0642409489146415"
"Rarely","1998","no degree/no degree yet","41","0.0628058193173186","0.0460773137583274","0.0795343248763098"
"Never","1998","lower secondary degree","5003","0.88256673710092","0.874143145588099","0.890990328613741"
"Never","1998","secondary school degree","3409","0.882554167574862","0.87240949075042","0.892698844399304"
"Never","1998","college entrance qualification","1787","0.792139588480895","0.775221990331771","0.80905718663002"
"Never","1998","Other degree","922","0.933478234857498","0.917994685205762","0.948961784509234"
"Never","1998","no degree/no degree yet","755","0.921380931072759","0.902823153347938","0.93993870879758"
"Daily","1999","lower secondary degree","","","",""
"Daily","1999","secondary school degree","","","",""
"Daily","1999","college entrance qualification","","","",""
"Daily","1999","Other degree","","","",""
"Daily","1999","no degree/no degree yet","","","",""
"Min 1x per week","1999","lower secondary degree","46","0.00790455556012527","0.00555778904005663","0.0102513220801939"
"Min 1x per week","1999","secondary school degree","","","",""
"Min 1x per week","1999","college entrance qualification","45","0.0174760474390579","0.0120178095030275","0.0229342853750884"
"Min 1x per week","1999","Other degree","","","",""
"Min 1x per week","1999","no degree/no degree yet","","","",""
"Min 1x per month","1999","lower secondary degree","76","0.0148539945795631","0.0116482688807856","0.0180597202783406"
"Min 1x per month","1999","secondary school degree","63","0.0121775043520775","0.00871078630175591","0.0156442224023991"
"Min 1x per month","1999","college entrance qualification","66","0.0269800270947298","0.0202309972133596","0.0337290569761"
"Min 1x per month","1999","Other degree","","","",""
"Min 1x per month","1999","no degree/no degree yet","","","",""
"Rarely","1999","lower secondary degree","358","0.0619260780699505","0.0555388893647161","0.068313266775185"
"Rarely","1999","secondary school degree","297","0.077072477386284","0.0686423647551808","0.0855025900173872"
"Rarely","1999","college entrance qualification","233","0.115115630729151","0.10182120159686","0.128410059861442"
"Rarely","1999","Other degree","44","0.0603110599987017","0.0449861207222094","0.075635999275194"
"Rarely","1999","no degree/no degree yet","","","",""
"Never","1999","lower secondary degree","4990","0.915315371790361","0.90793731322177","0.922693430358952"
"Never","1999","secondary school degree","3461","0.903500672784153","0.894167564559414","0.912833781008891"
"Never","1999","college entrance qualification","1870","0.840428294737062","0.825174160688237","0.855682428785886"
"Never","1999","Other degree","870","0.923810857510003","0.90673249224442","0.940889222775585"
"Never","1999","no degree/no degree yet","737","0.945532840389541","0.929555557952198","0.961510122826885"
"Daily","2000","lower secondary degree","","","",""
"Daily","2000","secondary school degree","","","",""
"Daily","2000","college entrance qualification","","","",""
"Daily","2000","Other degree","","","",""
"Daily","2000","no degree/no degree yet","","","",""
"Min 1x per week","2000","lower secondary degree","","","",""
"Min 1x per week","2000","secondary school degree","","","",""
"Min 1x per week","2000","college entrance qualification","","","",""
"Min 1x per week","2000","Other degree","","","",""
"Min 1x per week","2000","no degree/no degree yet","","","",""
"Min 1x per month","2000","lower secondary degree","","","",""
"Min 1x per month","2000","secondary school degree","","","",""
"Min 1x per month","2000","college entrance qualification","","","",""
"Min 1x per month","2000","Other degree","","","",""
"Min 1x per month","2000","no degree/no degree yet","","","",""
"Rarely","2000","lower secondary degree","","","",""
"Rarely","2000","secondary school degree","","","",""
"Rarely","2000","college entrance qualification","","","",""
"Rarely","2000","Other degree","","","",""
"Rarely","2000","no degree/no degree yet","","","",""
"Never","2000","lower secondary degree","","","",""
"Never","2000","secondary school degree","","","",""
"Never","2000","college entrance qualification","","","",""
"Never","2000","Other degree","","","",""
"Never","2000","no degree/no degree yet","","","",""
"Daily","2001","lower secondary degree","","","",""
"Daily","2001","secondary school degree","","","",""
"Daily","2001","college entrance qualification","","","",""
"Daily","2001","Other degree","","","",""
"Daily","2001","no degree/no degree yet","","","",""
"Min 1x per week","2001","lower secondary degree","60","0.00685272373460258","0.00511420859475186","0.00859123887445331"
"Min 1x per week","2001","secondary school degree","54","0.00923643770261516","0.00688781422746532","0.011585061177765"
"Min 1x per week","2001","college entrance qualification","71","0.0147405577146531","0.0111817264663581","0.0182993889629481"
"Min 1x per week","2001","Other degree","","","",""
"Min 1x per week","2001","no degree/no degree yet","","","",""
"Min 1x per month","2001","lower secondary degree","119","0.0138373584670095","0.0113756257003468","0.0162990912336722"
"Min 1x per month","2001","secondary school degree","109","0.0180577356277101","0.0147884658959859","0.0213270053594343"
"Min 1x per month","2001","college entrance qualification","136","0.0297421830882124","0.0247256332503388","0.034758732926086"
"Min 1x per month","2001","Other degree","","","",""
"Min 1x per month","2001","no degree/no degree yet","","","",""
"Rarely","2001","lower secondary degree","452","0.0523653992166754","0.0476709710114915","0.0570598274218592"
"Rarely","2001","secondary school degree","415","0.0661159868482612","0.0600153405747292","0.0722166331217931"
"Rarely","2001","college entrance qualification","468","0.102197554463083","0.0932524425505813","0.111142666375585"
"Rarely","2001","Other degree","","","",""
"Rarely","2001","no degree/no degree yet","30","0.0312874950022452","0.0197058278882793","0.0428691621162111"
"Never","2001","lower secondary degree","8019","0.926944518581713","0.921460570795917","0.932428466367508"
"Never","2001","secondary school degree","5795","0.906589839821414","0.899445228392336","0.913734451250492"
"Never","2001","college entrance qualification","3730","0.853319704734052","0.84287209576352","0.863767313704583"
"Never","2001","Other degree","1325","0.973085971712434","0.964491394940025","0.981680548484843"
"Never","2001","no degree/no degree yet","826","0.949692131253263","0.935151019644485","0.964233242862041"
"Daily","2002","lower secondary degree","","","",""
"Daily","2002","secondary school degree","","","",""
"Daily","2002","college entrance qualification","","","",""
"Daily","2002","Other degree","","","",""
"Daily","2002","no degree/no degree yet","","","",""
"Min 1x per week","2002","lower secondary degree","","","",""
"Min 1x per week","2002","secondary school degree","","","",""
"Min 1x per week","2002","college entrance qualification","","","",""
"Min 1x per week","2002","Other degree","","","",""
"Min 1x per week","2002","no degree/no degree yet","","","",""
"Min 1x per month","2002","lower secondary degree","","","",""
"Min 1x per month","2002","secondary school degree","","","",""
"Min 1x per month","2002","college entrance qualification","","","",""
"Min 1x per month","2002","Other degree","","","",""
"Min 1x per month","2002","no degree/no degree yet","","","",""
"Rarely","2002","lower secondary degree","","","",""
"Rarely","2002","secondary school degree","","","",""
"Rarely","2002","college entrance qualification","","","",""
"Rarely","2002","Other degree","","","",""
"Rarely","2002","no degree/no degree yet","","","",""
"Never","2002","lower secondary degree","","","",""
"Never","2002","secondary school degree","","","",""
