"ple0017","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","indirect migration background","Rural Area","27","","","","1"
"No","2018","no migration background","Urban Area","","","","","2"
"No","2018","no migration background","Rural Area","","","","","2"
"No","2018","direct migration background","Urban Area","","","","","2"
"No","2018","direct migration background","Rural Area","","","","","2"
"No","2018","indirect migration background","Urban Area","","","","","2"
"No","2018","indirect migration background","Rural Area","","","","","2"
"Yes","2018","direct migration background","Urban Area","","","","","1"
"Yes","2018","direct migration background","Rural Area","","","","","1"
"Yes","2018","indirect migration background","Urban Area","","","","","1"
"Yes","2018","no migration background","Urban Area","","","","","1"
"Yes","2018","indirect migration background","Rural Area","","","","","1"
"Yes","2018","no migration background","Rural Area","","","","","1"
"No","2019","no migration background","Urban Area","10630","0.926165717721228","0.921387365502452","0.930944069940003","2"
"No","2019","no migration background","Rural Area","7053","0.937053400133836","0.931580932129828","0.942525868137845","2"
"No","2019","direct migration background","Urban Area","2503","0.931663027569052","0.922136689187033","0.941189365951071","2"
"No","2019","direct migration background","Rural Area","924","0.946990198332305","0.933012349275601","0.960968047389009","2"
"No","2019","indirect migration background","Urban Area","1175","0.919412285798455","0.904477041734692","0.934347529862217","2"
"No","2019","indirect migration background","Rural Area","303","0.927677552593299","0.899646058255475","0.955709046931123","2"
"Yes","2019","direct migration background","Urban Area","192","0.0683369724309483","0.0588106340489296","0.0778633108129671","1"
"Yes","2019","direct migration background","Rural Area","63","0.0530098016676953","0.0390319526109912","0.0669876507243993","1"
"Yes","2019","no migration background","Urban Area","875","0.0738342822787723","0.0690559300599966","0.078612634497548","1"
"Yes","2019","indirect migration background","Urban Area","101","0.0805877142015451","0.0656524701377824","0.0955229582653078","1"
"Yes","2019","indirect migration background","Rural Area","25","","","","1"
"Yes","2019","no migration background","Rural Area","513","0.0629465998661637","0.0574741318621552","0.0684190678701721","1"
