"pli0093_h","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","2016","higher vocational","","","","","3"
"Min 1x per month","2016","higher education","","","","","3"
"Min 1x per month","2016","middle vocational","","","","","3"
"Min 1x per month","2016","general elemantary","","","","","3"
"Min 1x per month","2016","in school","","","","","3"
"Min 1x per week","2016","general elemantary","","","","","2"
"Min 1x per week","2016","higher vocational","","","","","2"
"Min 1x per week","2016","inadequately","","","","","2"
"Min 1x per week","2016","vocational + Abi","","","","","2"
"Min 1x per week","2016","middle vocational","","","","","2"
"Min 1x per week","2016","higher education","","","","","2"
"Min 1x per week","2016","in school","","","","","2"
"Never","2016","in school","","","","","5"
"Never","2016","inadequately","","","","","5"
"Never","2016","general elemantary","","","","","5"
"Never","2016","middle vocational","","","","","5"
"Never","2016","vocational + Abi","","","","","5"
"Never","2016","higher vocational","","","","","5"
"Never","2016","higher education","","","","","5"
"Rarely","2016","vocational + Abi","","","","","4"
"Rarely","2016","inadequately","","","","","4"
"Rarely","2016","general elemantary","","","","","4"
"Rarely","2016","middle vocational","","","","","4"
"Rarely","2016","higher vocational","","","","","4"
"Rarely","2016","higher education","","","","","4"
"Rarely","2016","in school","","","","","4"
"Daily","2017","vocational + Abi","6","","","","1"
"Daily","2017","higher vocational","","","","","1"
"Daily","2017","higher education","28","","","","1"
"Daily","2017","inadequately","36","0.00409581870509234","0.00164464867542977","0.0065469887347549","1"
"Daily","2017","general elemantary","34","0.000610860552617073","-0.000170726556943886","0.00139244766217803","1"
"Daily","2017","middle vocational","23","","","","1"
"Daily","2017","in school","1","","","","1"
"Min 1x per month","2017","inadequately","108","0.0411769360090188","0.0335510458184705","0.0488028261995671","3"
"Min 1x per month","2017","in school","41","0.0849231905860555","0.0586661322740557","0.111180248898055","3"
"Min 1x per month","2017","vocational + Abi","201","0.0951007630412825","0.0832603104730258","0.106941215609539","3"
"Min 1x per month","2017","higher vocational","127","0.0874735877092579","0.0733582922687222","0.101588883149794","3"
"Min 1x per month","2017","higher education","748","0.104063139242941","0.097135143174599","0.110991135311282","3"
"Min 1x per month","2017","middle vocational","951","0.0729637666907997","0.0684897665491738","0.0774377668324256","3"
"Min 1x per month","2017","general elemantary","222","0.0561191703834126","0.0488388039468776","0.0633995368199476","3"
"Min 1x per week","2017","inadequately","119","0.0579151620961536","0.0489504686591694","0.0668798555331378","2"
"Min 1x per week","2017","general elemantary","307","0.0827326883741059","0.0740185277292672","0.0914468490189446","2"
"Min 1x per week","2017","vocational + Abi","306","0.133078349431406","0.119368906183615","0.146787792679198","2"
"Min 1x per week","2017","higher vocational","215","0.127065360903145","0.110426130638132","0.143704591168158","2"
"Min 1x per week","2017","middle vocational","1401","0.107705886901193","0.102372933970489","0.113038839831897","2"
"Min 1x per week","2017","higher education","1414","0.213571627416654","0.20427293603615","0.222870318797158","2"
"Min 1x per week","2017","in school","133","0.314448117117985","0.270716170821487","0.358180063414483","2"
"Never","2017","in school","165","0.348189883717031","0.303318158693841","0.39306160874022","5"
"Never","2017","inadequately","1992","0.766336359830304","0.75009585285297","0.782576866807639","5"
"Never","2017","general elemantary","2607","0.683791518636166","0.669082366257141","0.698500671015192","5"
"Never","2017","middle vocational","7634","0.58007701731351","0.571586744061685","0.588567290565336","5"
"Never","2017","vocational + Abi","1253","0.514384252647146","0.49421144238793","0.534557062906362","5"
"Never","2017","higher vocational","760","0.499017346861728","0.47403702977793","0.523997663945525","5"
"Never","2017","higher education","3144","0.393185619583924","0.382102877830862","0.404268361336985","5"
"Rarely","2017","vocational + Abi","592","0.257006841837924","0.239369182897046","0.274644500778802","4"
"Rarely","2017","inadequately","353","0.130475723359431","0.117548656053387","0.143402790665475","4"
"Rarely","2017","general elemantary","669","0.176745762053698","0.164679284006616","0.188812240100781","4"
"Rarely","2017","middle vocational","2972","0.239097778632043","0.231760310759467","0.24643524650462","4"
"Rarely","2017","higher vocational","437","0.286443704525869","0.26385649694958","0.309030912102159","4"
"Rarely","2017","higher education","2128","0.28882206656677","0.27853894924854","0.299105183885","4"
"Rarely","2017","in school","93","0.252377579072838","0.211463697240424","0.293291460905252","4"
"Daily","2018","vocational + Abi","2","","","","1"
"Daily","2018","higher vocational","","","","","1"
"Daily","2018","higher education","13","","","","1"
"Daily","2018","inadequately","23","","","","1"
"Daily","2018","general elemantary","21","","","","1"
"Daily","2018","middle vocational","13","","","","1"
"Daily","2018","in school","1","","","","1"
"Min 1x per month","2018","inadequately","102","0.101821603092361","0.0862345070177178","0.117408699167004","3"
"Min 1x per month","2018","vocational + Abi","3","","","","3"
"Min 1x per month","2018","higher vocational","","","","","3"
"Min 1x per month","2018","higher education","55","0.0849747896889321","0.0637174486410562","0.106232130736808","3"
"Min 1x per month","2018","general elemantary","43","0.065878445767174","0.0480412305228588","0.0837156610114892","3"
"Min 1x per month","2018","in school","2","","","","3"
"Min 1x per month","2018","middle vocational","44","0.0580574380230743","0.0402165171361577","0.0758983589099908","3"
"Min 1x per week","2018","general elemantary","40","0.0677811413318576","0.0497066091638008","0.0858556734999144","2"
"Min 1x per week","2018","higher vocational","","","","","2"
"Min 1x per week","2018","inadequately","81","0.0663648732813794","0.0535350205647934","0.0791947259979654","2"
"Min 1x per week","2018","vocational + Abi","4","","","","2"
"Min 1x per week","2018","higher education","38","0.0722188450874509","0.0524857411128977","0.0919519490620041","2"
"Min 1x per week","2018","in school","","","","","2"
"Min 1x per week","2018","middle vocational","43","0.0873988657120062","0.0658527234262898","0.108945007997723","2"
"Never","2018","in school","2","","","","5"
"Never","2018","inadequately","1035","0.653735521300164","0.629212783352331","0.678258259247997","5"
"Never","2018","general elemantary","501","0.647708738908781","0.613361289101128","0.682056188716434","5"
"Never","2018","middle vocational","440","0.646020113061986","0.60953729007064","0.682502936053331","5"
"Never","2018","vocational + Abi","63","0.780798777299602","0.693866808962552","0.867730745636652","5"
"Never","2018","higher vocational","","","","","5"
"Never","2018","higher education","434","0.645144271197431","0.608668734204848","0.681619808190013","5"
"Rarely","2018","vocational + Abi","15","","","","4"
"Rarely","2018","inadequately","205","0.153454366403708","0.134877230564681","0.172031502242735","4"
"Rarely","2018","in school","","","","","4"
"Rarely","2018","general elemantary","138","0.173947425343922","0.146691148533251","0.201203702154594","4"
"Rarely","2018","middle vocational","120","0.175979288364753","0.146927293033257","0.205031283696248","4"
"Rarely","2018","higher vocational","","","","","4"
"Rarely","2018","higher education","121","0.163111219179424","0.134945350433151","0.191277087925697","4"
"Daily","2019","vocational + Abi","98","0.0398011024126603","0.0317324135282815","0.0478697912970392","1"
"Daily","2019","higher vocational","58","0.0387855607733415","0.0295027871012204","0.0480683344454627","1"
"Daily","2019","higher education","479","0.0661098501503201","0.0605254122541123","0.0716942880465279","1"
"Daily","2019","inadequately","34","0.0237627310157112","0.0166246897562142","0.0309007722752081","1"
"Daily","2019","general elemantary","126","0.0432030740985335","0.0360621240109064","0.0503440241861606","1"
"Daily","2019","middle vocational","449","0.0350121498349708","0.0316781055838341","0.0383461940861074","1"
"Daily","2019","in school","63","0.231662471486654","0.186143233110109","0.277181709863198","1"
"Min 1x per month","2019","inadequately","96","0.0336104296356404","0.0251641328923439","0.042056726378937","3"
"Min 1x per month","2019","vocational + Abi","253","0.102518592158168","0.0899990379493245","0.115038146367011","3"
"Min 1x per month","2019","higher vocational","151","0.0915740319514432","0.0777076384763957","0.105440425426491","3"
"Min 1x per month","2019","higher education","1004","0.132214051975915","0.124601266423463","0.139826837528367","3"
"Min 1x per month","2019","in school","39","0.130294011707819","0.0939745352725188","0.16661348814312","3"
"Min 1x per month","2019","general elemantary","206","0.0504245252224938","0.0427389842807282","0.0581100661642594","3"
"Min 1x per month","2019","middle vocational","930","0.0749138802904869","0.0701388813830311","0.0796888791979426","3"
"Min 1x per week","2019","general elemantary","257","0.0868368963383992","0.0769464677614097","0.0967273249153887","2"
"Min 1x per week","2019","higher vocational","232","0.12692032077645","0.110916447570533","0.142924193982367","2"
"Min 1x per week","2019","inadequately","74","0.0747285834110786","0.0624051667003883","0.087052000121769","2"
"Min 1x per week","2019","vocational + Abi","311","0.160723485886125","0.145564609043148","0.175882362729102","2"
"Min 1x per week","2019","higher education","1267","0.179142008123458","0.170523517442916","0.187760498804","2"
"Min 1x per week","2019","middle vocational","1229","0.102647750347396","0.0971427513567683","0.108152749338023","2"
"Min 1x per week","2019","in school","70","0.216092759278912","0.171686563783705","0.260498954774119","2"
"Never","2019","in school","91","0.258384545508799","0.211154999185186","0.305614091832411","5"
"Never","2019","inadequately","1304","0.724032890212534","0.70308400117282","0.744981779252248","5"
"Never","2019","general elemantary","1997","0.636710569973662","0.619818370632752","0.653602769314573","5"
"Never","2019","middle vocational","6383","0.550663644622603","0.541641079414697","0.55968620983051","5"
"Never","2019","vocational + Abi","1024","0.435378241398936","0.414914408374682","0.455842074423189","5"
"Never","2019","higher vocational","797","0.481769016675603","0.457746765604822","0.505791267746384","5"
"Never","2019","higher education","2922","0.361114069813516","0.350318828651782","0.371909310975251","5"
"Rarely","2019","inadequately","241","0.143865365725036","0.127417772882797","0.160312958567274","4"
"Rarely","2019","vocational + Abi","569","0.261578578144112","0.243438963826184","0.279718192462039","4"
"Rarely","2019","higher education","1933","0.261420019936791","0.251544347664232","0.27129569220935","4"
"Rarely","2019","in school","67","0.163566212017817","0.123658787295439","0.203473636740195","4"
"Rarely","2019","general elemantary","528","0.182824934366911","0.169249177442274","0.196400691291549","4"
"Rarely","2019","middle vocational","2685","0.236762574904543","0.229051988575637","0.24447316123345","4"
"Rarely","2019","higher vocational","424","0.260951069823162","0.239838129581862","0.282064010064463","4"
