"pli0093_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1990","66 and older","inadequately","1","","","","3"
"Min 1x per month","1990","66 and older","higher vocational","2","","","","3"
"Min 1x per month","1990","66 and older","higher education","7","","","","3"
"Min 1x per month","1990","16-34 y.","in school","13","","","","3"
"Min 1x per month","1990","16-34 y.","inadequately","9","","","","3"
"Min 1x per month","1990","16-34 y.","general elemantary","118","0.153574740230015","0.130501909802325","0.176647570657706","3"
"Min 1x per month","1990","16-34 y.","middle vocational","239","0.150949497343144","0.134162066528895","0.167736928157393","3"
"Min 1x per month","1990","16-34 y.","vocational + Abi","27","","","","3"
"Min 1x per month","1990","16-34 y.","higher vocational","35","0.232246380935271","0.167815876330693","0.296676885539849","3"
"Min 1x per month","1990","16-34 y.","higher education","38","0.192526951114548","0.137607614778972","0.247446287450125","3"
"Min 1x per week","1990","66 and older","in school","","","","","2"
"Min 1x per week","1990","66 and older","inadequately","","","","","2"
"Min 1x per week","1990","66 and older","general elemantary","12","","","","2"
"Min 1x per week","1990","66 and older","middle vocational","28","","","","2"
"Min 1x per week","1990","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1990","66 and older","higher vocational","3","","","","2"
"Min 1x per week","1990","66 and older","higher education","10","","","","2"
"Min 1x per week","1990","16-34 y.","in school","35","0.23506019223786","0.169149980998462","0.300970403477258","2"
"Min 1x per week","1990","16-34 y.","inadequately","7","","","","2"
"Min 1x per week","1990","16-34 y.","general elemantary","82","0.0921120661554754","0.0736057040333133","0.110618428277638","2"
"Min 1x per week","1990","16-34 y.","middle vocational","214","0.123997981439766","0.108543248682512","0.139452714197021","2"
"Min 1x per week","1990","16-34 y.","vocational + Abi","26","","","","2"
"Min 1x per week","1990","16-34 y.","higher vocational","22","","","","2"
"Min 1x per week","1990","16-34 y.","higher education","33","0.154268531108119","0.103956666460375","0.204580395755863","2"
"Min 1x per week","1990","35-65 y.","in school","","","","","2"
"Min 1x per week","1990","35-65 y.","inadequately","5","","","","2"
"Min 1x per week","1990","35-65 y.","general elemantary","47","0.0506571703231069","0.0379550170681668","0.063359323578047","2"
"Min 1x per week","1990","35-65 y.","middle vocational","183","0.0887537246848711","0.0771288097819323","0.10037863958781","2"
"Min 1x per week","1990","35-65 y.","vocational + Abi","12","","","","2"
"Min 1x per week","1990","35-65 y.","higher vocational","37","0.13926101078497","0.0985627169971887","0.179959304572752","2"
"Min 1x per week","1990","35-65 y.","higher education","79","0.19431603483472","0.157176066729256","0.231456002940184","2"
"Never","1990","66 and older","in school","","","","","5"
"Never","1990","66 and older","vocational + Abi","14","","","","5"
"Never","1990","66 and older","inadequately","16","","","","5"
"Never","1990","66 and older","general elemantary","322","0.81737719658781","0.778784378919519","0.8559700142561","5"
"Never","1990","66 and older","middle vocational","335","0.689015220925729","0.648278016030726","0.729752425820731","5"
"Never","1990","35-65 y.","in school","","","","","5"
"Never","1990","35-65 y.","inadequately","383","0.871016689476847","0.840150786405331","0.901882592548362","5"
"Never","1990","35-65 y.","general elemantary","759","0.609074927905073","0.580811328343826","0.63733852746632","5"
"Never","1990","66 and older","higher vocational","50","0.727458491648208","0.622396898505076","0.83252008479134","5"
"Never","1990","66 and older","higher education","25","","","","5"
"Never","1990","35-65 y.","middle vocational","1043","0.415877725584245","0.395730589529776","0.436024861638715","5"
"Never","1990","35-65 y.","vocational + Abi","46","0.354390902760837","0.262899656241196","0.445882149280477","5"
"Never","1990","35-65 y.","higher vocational","84","0.309715764615384","0.255363039125413","0.364068490105356","5"
"Never","1990","35-65 y.","higher education","87","0.180211155538611","0.144132804140988","0.216289506936234","5"
"Never","1990","16-34 y.","in school","44","0.202043916981177","0.139632806002799","0.264455027959556","5"
"Never","1990","16-34 y.","inadequately","112","0.661933372773684","0.588172196008411","0.735694549538957","5"
"Never","1990","16-34 y.","general elemantary","485","0.436509030915096","0.404770503810452","0.468247558019739","5"
"Never","1990","16-34 y.","middle vocational","693","0.360771996274096","0.338253159935685","0.383290832612506","5"
"Never","1990","16-34 y.","vocational + Abi","57","0.280652867873781","0.211885853770431","0.349419881977131","5"
"Never","1990","16-34 y.","higher vocational","35","0.178039050260271","0.119669096939034","0.236409003581507","5"
"Never","1990","16-34 y.","higher education","47","0.203029400920681","0.146999982757595","0.259058819083767","5"
"Rarely","1990","16-34 y.","general elemantary","211","0.266250401370293","0.237964778559871","0.294536024180715","4"
"Rarely","1990","16-34 y.","middle vocational","559","0.339905220806038","0.317693423325821","0.362117018286256","4"
"Rarely","1990","16-34 y.","vocational + Abi","48","0.285049171894806","0.215957747601821","0.354140596187791","4"
"Rarely","1990","16-34 y.","higher vocational","67","0.397852652414123","0.323170188684313","0.472535116143934","4"
"Rarely","1990","16-34 y.","higher education","70","0.39796177404217","0.329783153695606","0.466140394388733","4"
"Rarely","1990","35-65 y.","in school","","","","","4"
"Rarely","1990","35-65 y.","inadequately","52","0.0876980446137636","0.0616507124748302","0.113745376752697","4"
"Rarely","1990","35-65 y.","general elemantary","260","0.261075139697656","0.235634487173104","0.286515792222208","4"
"Rarely","1990","35-65 y.","middle vocational","751","0.344080641753878","0.324661324833793","0.363499958673962","4"
"Rarely","1990","35-65 y.","vocational + Abi","33","0.345021659847107","0.254095240150348","0.435948079543865","4"
"Rarely","1990","35-65 y.","higher vocational","107","0.377904113497188","0.320908009855956","0.434900217138419","4"
"Rarely","1990","35-65 y.","higher education","155","0.361741411838015","0.316638737424134","0.406844086251896","4"
"Rarely","1990","66 and older","in school","","","","","4"
"Rarely","1990","66 and older","inadequately","","","","","4"
"Rarely","1990","16-34 y.","in school","44","0.295025095020289","0.224138219048366","0.365911970992212","4"
"Rarely","1990","16-34 y.","inadequately","28","","","","4"
"Rarely","1990","66 and older","general elemantary","35","0.103723830264541","0.0732674754082963","0.134180185120786","4"
"Rarely","1990","66 and older","middle vocational","86","0.168453923899591","0.13551639770754","0.201391450091641","4"
"Rarely","1990","66 and older","vocational + Abi","3","","","","4"
"Rarely","1990","66 and older","higher vocational","11","","","","4"
"Rarely","1990","66 and older","higher education","13","","","","4"
"Daily","1991","16-34 y.","in school","","","","","1"
"Daily","1991","16-34 y.","inadequately","","","","","1"
"Daily","1991","16-34 y.","general elemantary","","","","","1"
"Daily","1991","16-34 y.","middle vocational","","","","","1"
"Daily","1991","16-34 y.","vocational + Abi","","","","","1"
"Daily","1991","16-34 y.","higher vocational","","","","","1"
"Daily","1991","16-34 y.","higher education","","","","","1"
"Daily","1991","35-65 y.","in school","","","","","1"
"Daily","1991","35-65 y.","inadequately","","","","","1"
"Daily","1991","35-65 y.","general elemantary","","","","","1"
"Daily","1991","35-65 y.","middle vocational","","","","","1"
"Daily","1991","35-65 y.","vocational + Abi","","","","","1"
"Daily","1991","35-65 y.","higher vocational","","","","","1"
"Daily","1991","35-65 y.","higher education","","","","","1"
"Daily","1991","66 and older","in school","","","","","1"
"Daily","1991","66 and older","inadequately","","","","","1"
"Daily","1991","66 and older","general elemantary","","","","","1"
"Daily","1991","66 and older","middle vocational","","","","","1"
"Daily","1991","66 and older","vocational + Abi","","","","","1"
"Daily","1991","66 and older","higher vocational","","","","","1"
"Daily","1991","66 and older","higher education","","","","","1"
"Min 1x per month","1991","66 and older","middle vocational","","","","","3"
"Min 1x per month","1991","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1991","35-65 y.","in school","","","","","3"
"Min 1x per month","1991","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1991","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1991","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1991","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1991","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1991","35-65 y.","higher education","","","","","3"
"Min 1x per month","1991","66 and older","in school","","","","","3"
"Min 1x per month","1991","66 and older","inadequately","","","","","3"
"Min 1x per month","1991","66 and older","general elemantary","","","","","3"
"Min 1x per month","1991","66 and older","higher vocational","","","","","3"
"Min 1x per month","1991","66 and older","higher education","","","","","3"
"Min 1x per month","1991","16-34 y.","in school","","","","","3"
"Min 1x per month","1991","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1991","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1991","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1991","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1991","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1991","16-34 y.","higher education","","","","","3"
"Min 1x per week","1991","66 and older","in school","","","","","2"
"Min 1x per week","1991","66 and older","inadequately","","","","","2"
"Min 1x per week","1991","66 and older","general elemantary","","","","","2"
"Min 1x per week","1991","66 and older","middle vocational","","","","","2"
"Min 1x per week","1991","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1991","66 and older","higher vocational","","","","","2"
"Min 1x per week","1991","66 and older","higher education","","","","","2"
"Min 1x per week","1991","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1991","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1991","35-65 y.","higher education","","","","","2"
"Min 1x per week","1991","16-34 y.","in school","","","","","2"
"Min 1x per week","1991","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1991","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1991","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1991","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1991","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1991","16-34 y.","higher education","","","","","2"
"Min 1x per week","1991","35-65 y.","in school","","","","","2"
"Min 1x per week","1991","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1991","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1991","35-65 y.","middle vocational","","","","","2"
"Never","1991","66 and older","vocational + Abi","","","","","5"
"Never","1991","66 and older","in school","","","","","5"
"Never","1991","66 and older","inadequately","","","","","5"
"Never","1991","66 and older","general elemantary","","","","","5"
"Never","1991","66 and older","middle vocational","","","","","5"
"Never","1991","66 and older","higher vocational","","","","","5"
"Never","1991","66 and older","higher education","","","","","5"
"Never","1991","35-65 y.","in school","","","","","5"
"Never","1991","35-65 y.","inadequately","","","","","5"
"Never","1991","35-65 y.","general elemantary","","","","","5"
"Never","1991","35-65 y.","middle vocational","","","","","5"
"Never","1991","35-65 y.","vocational + Abi","","","","","5"
"Never","1991","35-65 y.","higher vocational","","","","","5"
"Never","1991","35-65 y.","higher education","","","","","5"
"Never","1991","16-34 y.","in school","","","","","5"
"Never","1991","16-34 y.","inadequately","","","","","5"
"Never","1991","16-34 y.","general elemantary","","","","","5"
"Never","1991","16-34 y.","middle vocational","","","","","5"
"Never","1991","16-34 y.","vocational + Abi","","","","","5"
"Never","1991","16-34 y.","higher vocational","","","","","5"
"Never","1991","16-34 y.","higher education","","","","","5"
"Rarely","1991","16-34 y.","general elemantary","","","","","4"
"Rarely","1991","16-34 y.","middle vocational","","","","","4"
"Rarely","1991","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1991","16-34 y.","higher vocational","","","","","4"
"Rarely","1991","16-34 y.","higher education","","","","","4"
"Rarely","1991","35-65 y.","in school","","","","","4"
"Rarely","1991","35-65 y.","inadequately","","","","","4"
"Rarely","1991","35-65 y.","general elemantary","","","","","4"
"Rarely","1991","35-65 y.","middle vocational","","","","","4"
"Rarely","1991","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1991","35-65 y.","higher vocational","","","","","4"
"Rarely","1991","35-65 y.","higher education","","","","","4"
"Rarely","1991","66 and older","in school","","","","","4"
"Rarely","1991","66 and older","inadequately","","","","","4"
"Rarely","1991","66 and older","vocational + Abi","","","","","4"
"Rarely","1991","66 and older","higher vocational","","","","","4"
"Rarely","1991","66 and older","higher education","","","","","4"
"Rarely","1991","16-34 y.","in school","","","","","4"
"Rarely","1991","16-34 y.","inadequately","","","","","4"
"Rarely","1991","66 and older","general elemantary","","","","","4"
"Rarely","1991","66 and older","middle vocational","","","","","4"
"Daily","1992","35-65 y.","general elemantary","","","","","1"
"Daily","1992","35-65 y.","middle vocational","","","","","1"
"Daily","1992","35-65 y.","vocational + Abi","","","","","1"
"Daily","1992","35-65 y.","higher vocational","","","","","1"
"Daily","1992","35-65 y.","higher education","","","","","1"
"Daily","1992","66 and older","in school","","","","","1"
"Daily","1992","66 and older","inadequately","","","","","1"
"Daily","1992","16-34 y.","in school","","","","","1"
"Daily","1992","16-34 y.","inadequately","","","","","1"
"Daily","1992","16-34 y.","general elemantary","","","","","1"
"Daily","1992","16-34 y.","middle vocational","","","","","1"
"Daily","1992","16-34 y.","vocational + Abi","","","","","1"
"Daily","1992","16-34 y.","higher vocational","","","","","1"
"Daily","1992","16-34 y.","higher education","","","","","1"
"Daily","1992","35-65 y.","in school","","","","","1"
"Daily","1992","35-65 y.","inadequately","","","","","1"
"Daily","1992","66 and older","general elemantary","","","","","1"
"Daily","1992","66 and older","middle vocational","","","","","1"
"Daily","1992","66 and older","vocational + Abi","","","","","1"
"Daily","1992","66 and older","higher vocational","","","","","1"
"Daily","1992","66 and older","higher education","","","","","1"
"Min 1x per month","1992","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1992","66 and older","higher vocational","","","","","3"
"Min 1x per month","1992","35-65 y.","in school","","","","","3"
"Min 1x per month","1992","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1992","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1992","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1992","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1992","16-34 y.","in school","","","","","3"
"Min 1x per month","1992","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1992","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1992","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1992","35-65 y.","higher education","","","","","3"
"Min 1x per month","1992","66 and older","in school","","","","","3"
"Min 1x per month","1992","66 and older","inadequately","","","","","3"
"Min 1x per month","1992","66 and older","general elemantary","","","","","3"
"Min 1x per month","1992","66 and older","middle vocational","","","","","3"
"Min 1x per month","1992","66 and older","higher education","","","","","3"
"Min 1x per month","1992","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1992","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1992","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1992","16-34 y.","higher education","","","","","3"
"Min 1x per week","1992","66 and older","in school","","","","","2"
"Min 1x per week","1992","66 and older","inadequately","","","","","2"
"Min 1x per week","1992","66 and older","general elemantary","","","","","2"
"Min 1x per week","1992","66 and older","middle vocational","","","","","2"
"Min 1x per week","1992","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1992","66 and older","higher vocational","","","","","2"
"Min 1x per week","1992","66 and older","higher education","","","","","2"
"Min 1x per week","1992","35-65 y.","in school","","","","","2"
"Min 1x per week","1992","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1992","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1992","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1992","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1992","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1992","35-65 y.","higher education","","","","","2"
"Min 1x per week","1992","16-34 y.","in school","","","","","2"
"Min 1x per week","1992","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1992","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1992","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1992","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1992","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1992","16-34 y.","higher education","","","","","2"
"Never","1992","66 and older","higher vocational","","","","","5"
"Never","1992","35-65 y.","in school","","","","","5"
"Never","1992","35-65 y.","inadequately","","","","","5"
"Never","1992","35-65 y.","general elemantary","","","","","5"
"Never","1992","35-65 y.","middle vocational","","","","","5"
"Never","1992","66 and older","in school","","","","","5"
"Never","1992","66 and older","inadequately","","","","","5"
"Never","1992","66 and older","general elemantary","","","","","5"
"Never","1992","66 and older","middle vocational","","","","","5"
"Never","1992","66 and older","vocational + Abi","","","","","5"
"Never","1992","66 and older","higher education","","","","","5"
"Never","1992","35-65 y.","vocational + Abi","","","","","5"
"Never","1992","35-65 y.","higher vocational","","","","","5"
"Never","1992","35-65 y.","higher education","","","","","5"
"Never","1992","16-34 y.","in school","","","","","5"
"Never","1992","16-34 y.","inadequately","","","","","5"
"Never","1992","16-34 y.","general elemantary","","","","","5"
"Never","1992","16-34 y.","middle vocational","","","","","5"
"Never","1992","16-34 y.","vocational + Abi","","","","","5"
"Never","1992","16-34 y.","higher vocational","","","","","5"
"Never","1992","16-34 y.","higher education","","","","","5"
"Rarely","1992","16-34 y.","in school","","","","","4"
"Rarely","1992","16-34 y.","inadequately","","","","","4"
"Rarely","1992","16-34 y.","general elemantary","","","","","4"
"Rarely","1992","16-34 y.","middle vocational","","","","","4"
"Rarely","1992","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1992","16-34 y.","higher vocational","","","","","4"
"Rarely","1992","16-34 y.","higher education","","","","","4"
"Rarely","1992","35-65 y.","in school","","","","","4"
"Rarely","1992","35-65 y.","inadequately","","","","","4"
"Rarely","1992","35-65 y.","general elemantary","","","","","4"
"Rarely","1992","35-65 y.","middle vocational","","","","","4"
"Rarely","1992","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1992","35-65 y.","higher vocational","","","","","4"
"Rarely","1992","35-65 y.","higher education","","","","","4"
"Rarely","1992","66 and older","in school","","","","","4"
"Rarely","1992","66 and older","inadequately","","","","","4"
"Rarely","1992","66 and older","general elemantary","","","","","4"
"Rarely","1992","66 and older","middle vocational","","","","","4"
"Rarely","1992","66 and older","vocational + Abi","","","","","4"
"Rarely","1992","66 and older","higher vocational","","","","","4"
"Rarely","1992","66 and older","higher education","","","","","4"
"Daily","1993","35-65 y.","general elemantary","","","","","1"
"Daily","1993","35-65 y.","middle vocational","","","","","1"
"Daily","1993","35-65 y.","vocational + Abi","","","","","1"
"Daily","1993","35-65 y.","higher vocational","","","","","1"
"Daily","1993","35-65 y.","higher education","","","","","1"
"Daily","1993","66 and older","in school","","","","","1"
"Daily","1993","66 and older","inadequately","","","","","1"
"Daily","1993","16-34 y.","in school","","","","","1"
"Daily","1993","16-34 y.","inadequately","","","","","1"
"Daily","1993","16-34 y.","general elemantary","","","","","1"
"Daily","1993","16-34 y.","middle vocational","","","","","1"
"Daily","1993","16-34 y.","vocational + Abi","","","","","1"
"Daily","1993","16-34 y.","higher vocational","","","","","1"
"Daily","1993","16-34 y.","higher education","","","","","1"
"Daily","1993","35-65 y.","in school","","","","","1"
"Daily","1993","35-65 y.","inadequately","","","","","1"
"Daily","1993","66 and older","general elemantary","","","","","1"
"Daily","1993","66 and older","middle vocational","","","","","1"
"Daily","1993","66 and older","vocational + Abi","","","","","1"
"Daily","1993","66 and older","higher vocational","","","","","1"
"Daily","1993","66 and older","higher education","","","","","1"
"Min 1x per month","1993","35-65 y.","vocational + Abi","","","","","3"
"Min 1x per month","1993","35-65 y.","middle vocational","","","","","3"
"Min 1x per month","1993","66 and older","middle vocational","","","","","3"
"Min 1x per month","1993","66 and older","vocational + Abi","","","","","3"
"Min 1x per month","1993","35-65 y.","general elemantary","","","","","3"
"Min 1x per month","1993","66 and older","higher vocational","","","","","3"
"Min 1x per month","1993","35-65 y.","in school","","","","","3"
"Min 1x per month","1993","35-65 y.","inadequately","","","","","3"
"Min 1x per month","1993","35-65 y.","higher vocational","","","","","3"
"Min 1x per month","1993","35-65 y.","higher education","","","","","3"
"Min 1x per month","1993","66 and older","in school","","","","","3"
"Min 1x per month","1993","66 and older","inadequately","","","","","3"
"Min 1x per month","1993","66 and older","general elemantary","","","","","3"
"Min 1x per month","1993","66 and older","higher education","","","","","3"
"Min 1x per month","1993","16-34 y.","in school","","","","","3"
"Min 1x per month","1993","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1993","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1993","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1993","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1993","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1993","16-34 y.","higher education","","","","","3"
"Min 1x per week","1993","66 and older","in school","","","","","2"
"Min 1x per week","1993","66 and older","inadequately","","","","","2"
"Min 1x per week","1993","66 and older","general elemantary","","","","","2"
"Min 1x per week","1993","66 and older","middle vocational","","","","","2"
"Min 1x per week","1993","66 and older","vocational + Abi","","","","","2"
"Min 1x per week","1993","66 and older","higher vocational","","","","","2"
"Min 1x per week","1993","66 and older","higher education","","","","","2"
"Min 1x per week","1993","35-65 y.","in school","","","","","2"
"Min 1x per week","1993","35-65 y.","inadequately","","","","","2"
"Min 1x per week","1993","35-65 y.","general elemantary","","","","","2"
"Min 1x per week","1993","35-65 y.","middle vocational","","","","","2"
"Min 1x per week","1993","35-65 y.","vocational + Abi","","","","","2"
"Min 1x per week","1993","35-65 y.","higher vocational","","","","","2"
"Min 1x per week","1993","35-65 y.","higher education","","","","","2"
"Min 1x per week","1993","16-34 y.","vocational + Abi","","","","","2"
"Min 1x per week","1993","16-34 y.","higher vocational","","","","","2"
"Min 1x per week","1993","16-34 y.","higher education","","","","","2"
"Min 1x per week","1993","16-34 y.","general elemantary","","","","","2"
"Min 1x per week","1993","16-34 y.","middle vocational","","","","","2"
"Min 1x per week","1993","16-34 y.","inadequately","","","","","2"
"Min 1x per week","1993","16-34 y.","in school","","","","","2"
"Never","1993","66 and older","vocational + Abi","","","","","5"
"Never","1993","66 and older","higher vocational","","","","","5"
"Never","1993","35-65 y.","in school","","","","","5"
"Never","1993","35-65 y.","inadequately","","","","","5"
"Never","1993","35-65 y.","general elemantary","","","","","5"
"Never","1993","66 and older","in school","","","","","5"
"Never","1993","66 and older","inadequately","","","","","5"
"Never","1993","66 and older","general elemantary","","","","","5"
"Never","1993","66 and older","middle vocational","","","","","5"
"Never","1993","66 and older","higher education","","","","","5"
"Never","1993","35-65 y.","middle vocational","","","","","5"
"Never","1993","35-65 y.","vocational + Abi","","","","","5"
"Never","1993","35-65 y.","higher vocational","","","","","5"
"Never","1993","35-65 y.","higher education","","","","","5"
"Never","1993","16-34 y.","in school","","","","","5"
"Never","1993","16-34 y.","inadequately","","","","","5"
"Never","1993","16-34 y.","general elemantary","","","","","5"
"Never","1993","16-34 y.","middle vocational","","","","","5"
"Never","1993","16-34 y.","vocational + Abi","","","","","5"
"Never","1993","16-34 y.","higher vocational","","","","","5"
"Never","1993","16-34 y.","higher education","","","","","5"
"Rarely","1993","16-34 y.","general elemantary","","","","","4"
"Rarely","1993","16-34 y.","middle vocational","","","","","4"
"Rarely","1993","16-34 y.","vocational + Abi","","","","","4"
"Rarely","1993","16-34 y.","higher vocational","","","","","4"
"Rarely","1993","16-34 y.","higher education","","","","","4"
"Rarely","1993","35-65 y.","in school","","","","","4"
"Rarely","1993","35-65 y.","inadequately","","","","","4"
"Rarely","1993","35-65 y.","general elemantary","","","","","4"
"Rarely","1993","35-65 y.","middle vocational","","","","","4"
"Rarely","1993","35-65 y.","vocational + Abi","","","","","4"
"Rarely","1993","35-65 y.","higher vocational","","","","","4"
"Rarely","1993","35-65 y.","higher education","","","","","4"
"Rarely","1993","66 and older","in school","","","","","4"
"Rarely","1993","66 and older","inadequately","","","","","4"
"Rarely","1993","16-34 y.","in school","","","","","4"
"Rarely","1993","16-34 y.","inadequately","","","","","4"
"Rarely","1993","66 and older","general elemantary","","","","","4"
"Rarely","1993","66 and older","middle vocational","","","","","4"
"Rarely","1993","66 and older","vocational + Abi","","","","","4"
"Rarely","1993","66 and older","higher vocational","","","","","4"
"Rarely","1993","66 and older","higher education","","","","","4"
"Daily","1994","16-34 y.","in school","","","","","1"
"Daily","1994","16-34 y.","inadequately","","","","","1"
"Daily","1994","16-34 y.","general elemantary","","","","","1"
"Daily","1994","16-34 y.","middle vocational","","","","","1"
"Daily","1994","16-34 y.","vocational + Abi","","","","","1"
"Daily","1994","16-34 y.","higher vocational","","","","","1"
"Daily","1994","16-34 y.","higher education","","","","","1"
"Daily","1994","35-65 y.","in school","","","","","1"
"Daily","1994","35-65 y.","inadequately","","","","","1"
"Daily","1994","35-65 y.","general elemantary","","","","","1"
"Daily","1994","35-65 y.","middle vocational","","","","","1"
"Daily","1994","35-65 y.","vocational + Abi","","","","","1"
"Daily","1994","35-65 y.","higher vocational","","","","","1"
"Daily","1994","35-65 y.","higher education","","","","","1"
"Daily","1994","66 and older","in school","","","","","1"
"Daily","1994","66 and older","inadequately","","","","","1"
"Daily","1994","66 and older","general elemantary","","","","","1"
"Daily","1994","66 and older","middle vocational","","","","","1"
"Daily","1994","66 and older","vocational + Abi","","","","","1"
"Daily","1994","66 and older","higher vocational","","","","","1"
"Daily","1994","66 and older","higher education","","","","","1"
"Min 1x per month","1994","16-34 y.","in school","","","","","3"
"Min 1x per month","1994","16-34 y.","inadequately","","","","","3"
"Min 1x per month","1994","16-34 y.","general elemantary","","","","","3"
"Min 1x per month","1994","16-34 y.","middle vocational","","","","","3"
"Min 1x per month","1994","16-34 y.","vocational + Abi","","","","","3"
"Min 1x per month","1994","16-34 y.","higher vocational","","","","","3"
"Min 1x per month","1994","16-34 y.","higher education","","","","","3"
"Min 1x per month","1994","35-65 y.","in school","","","","","3"
