"pli0093_h","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Never","2006","35-65 y.","in school","","","","","5"
"Never","2006","35-65 y.","inadequately","","","","","5"
"Never","2006","35-65 y.","general elemantary","","","","","5"
"Never","2006","35-65 y.","higher education","","","","","5"
"Never","2006","66 and older","in school","","","","","5"
"Never","2006","66 and older","inadequately","","","","","5"
"Never","2006","66 and older","general elemantary","","","","","5"
"Never","2006","66 and older","middle vocational","","","","","5"
"Never","2006","66 and older","vocational + Abi","","","","","5"
"Never","2006","66 and older","higher vocational","","","","","5"
"Never","2006","16-34 y.","middle vocational","","","","","5"
"Never","2006","16-34 y.","vocational + Abi","","","","","5"
"Never","2006","16-34 y.","higher vocational","","","","","5"
"Never","2006","16-34 y.","higher education","","","","","5"
"Never","2006","16-34 y.","in school","","","","","5"
"Never","2006","16-34 y.","inadequately","","","","","5"
"Never","2006","16-34 y.","general elemantary","","","","","5"
"Rarely","2006","66 and older","in school","","","","","4"
"Rarely","2006","66 and older","inadequately","","","","","4"
"Rarely","2006","66 and older","general elemantary","","","","","4"
"Rarely","2006","66 and older","middle vocational","","","","","4"
"Rarely","2006","66 and older","vocational + Abi","","","","","4"
"Rarely","2006","66 and older","higher vocational","","","","","4"
"Rarely","2006","66 and older","higher education","","","","","4"
"Rarely","2006","35-65 y.","in school","","","","","4"
"Rarely","2006","35-65 y.","inadequately","","","","","4"
"Rarely","2006","35-65 y.","general elemantary","","","","","4"
"Rarely","2006","35-65 y.","middle vocational","","","","","4"
"Rarely","2006","35-65 y.","vocational + Abi","","","","","4"
"Rarely","2006","35-65 y.","higher vocational","","","","","4"
"Rarely","2006","35-65 y.","higher education","","","","","4"
"Rarely","2006","16-34 y.","vocational + Abi","","","","","4"
"Rarely","2006","16-34 y.","higher vocational","","","","","4"
"Rarely","2006","16-34 y.","higher education","","","","","4"
"Rarely","2006","16-34 y.","in school","","","","","4"
"Rarely","2006","16-34 y.","middle vocational","","","","","4"
"Rarely","2006","16-34 y.","inadequately","","","","","4"
"Rarely","2006","16-34 y.","general elemantary","","","","","4"
"Daily","2007","66 and older","in school","","","","","1"
"Daily","2007","66 and older","inadequately","","","","","1"
"Daily","2007","66 and older","general elemantary","","","","","1"
"Daily","2007","66 and older","middle vocational","","","","","1"
"Daily","2007","66 and older","vocational + Abi","","","","","1"
"Daily","2007","66 and older","higher vocational","","","","","1"
"Daily","2007","66 and older","higher education","","","","","1"
"Daily","2007","35-65 y.","in school","","","","","1"
"Daily","2007","35-65 y.","inadequately","","","","","1"
"Daily","2007","35-65 y.","middle vocational","","","","","1"
"Daily","2007","35-65 y.","vocational + Abi","","","","","1"
"Daily","2007","35-65 y.","higher vocational","","","","","1"
"Daily","2007","35-65 y.","higher education","","","","","1"
"Daily","2007","16-34 y.","higher vocational","","","","","1"
"Daily","2007","16-34 y.","higher education","","","","","1"
"Daily","2007","16-34 y.","middle vocational","","","","","1"
"Daily","2007","16-34 y.","vocational + Abi","","","","","1"
"Daily","2007","35-65 y.","general elemantary","","","","","1"
"Daily","2007","16-34 y.","inadequately","","","","","1"
"Daily","2007","16-34 y.","in school","","","","","1"
"Daily","2007","16-34 y.","general elemantary","","","","","1"
"Min 1x per month","2007","66 and older","higher vocational","27","","","","3"
"Min 1x per month","2007","66 and older","higher education","103","0.122734119808278","0.100220191070624","0.145248048545932","3"
"Min 1x per month","2007","35-65 y.","in school","","","","","3"
"Min 1x per month","2007","35-65 y.","inadequately","2","","","","3"
"Min 1x per month","2007","35-65 y.","general elemantary","22","","","","3"
"Min 1x per month","2007","35-65 y.","middle vocational","349","0.0547063709766591","0.0488665108569408","0.0605462310963775","3"
"Min 1x per month","2007","35-65 y.","vocational + Abi","60","0.102070293492138","0.0783358565134325","0.125804730470843","3"
"Min 1x per month","2007","35-65 y.","higher vocational","88","0.0935965314149324","0.0761117524968225","0.111081310333042","3"
"Min 1x per month","2007","35-65 y.","higher education","369","0.13127816791007","0.119193795929023","0.143362539891117","3"
"Min 1x per month","2007","66 and older","in school","","","","","3"
"Min 1x per month","2007","66 and older","inadequately","","","","","3"
"Min 1x per month","2007","66 and older","general elemantary","19","","","","3"
"Min 1x per month","2007","66 and older","middle vocational","107","0.0417979015092719","0.033543379683435","0.0500524233351088","3"
"Min 1x per month","2007","66 and older","vocational + Abi","6","","","","3"
"Min 1x per month","2007","16-34 y.","in school","46","0.129757825722079","0.0940915514751013","0.165424099969057","3"
"Min 1x per month","2007","16-34 y.","inadequately","3","","","","3"
"Min 1x per month","2007","16-34 y.","general elemantary","51","0.0685500967676222","0.0495856712747484","0.087514522260496","3"
"Min 1x per month","2007","16-34 y.","middle vocational","197","0.0755728870366732","0.0645004159656995","0.086645358107647","3"
"Min 1x per month","2007","16-34 y.","vocational + Abi","46","0.11097734586574","0.0811147740681743","0.140839917663306","3"
"Min 1x per month","2007","16-34 y.","higher vocational","13","","","","3"
"Min 1x per month","2007","16-34 y.","higher education","80","0.0926156085028523","0.0685410551873371","0.116690161818367","3"
"Min 1x per week","2007","66 and older","middle vocational","146","0.0661456814558798","0.055894440647413","0.0763969222643465","2"
"Min 1x per week","2007","66 and older","vocational + Abi","17","","","","2"
"Min 1x per week","2007","66 and older","higher education","146","0.174623840070188","0.148575458853942","0.200672221286434","2"
"Min 1x per week","2007","66 and older","higher vocational","35","0.108198099107759","0.0736191925214757","0.142777005694042","2"
"Min 1x per week","2007","35-65 y.","middle vocational","436","0.0679206577512866","0.0614592446330961","0.074382070869477","2"
"Min 1x per week","2007","35-65 y.","vocational + Abi","62","0.0946941041006518","0.0717396363842559","0.117648571817048","2"
"Min 1x per week","2007","66 and older","in school","","","","","2"
"Min 1x per week","2007","66 and older","inadequately","","","","","2"
"Min 1x per week","2007","66 and older","general elemantary","28","","","","2"
"Min 1x per week","2007","35-65 y.","in school","","","","","2"
"Min 1x per week","2007","35-65 y.","inadequately","1","","","","2"
"Min 1x per week","2007","35-65 y.","general elemantary","31","0.0362520168128485","0.0228209827439752","0.0496830508817218","2"
"Min 1x per week","2007","35-65 y.","higher vocational","116","0.106480359720569","0.0879639707635377","0.1249967486776","2"
"Min 1x per week","2007","35-65 y.","higher education","468","0.155301716825651","0.142341078313268","0.168262355338034","2"
"Min 1x per week","2007","16-34 y.","in school","115","0.285006262385673","0.237093719399383","0.332918805371963","2"
"Min 1x per week","2007","16-34 y.","inadequately","6","","","","2"
"Min 1x per week","2007","16-34 y.","higher vocational","18","","","","2"
"Min 1x per week","2007","16-34 y.","higher education","88","0.159592395189937","0.129178532798152","0.190006257581722","2"
"Min 1x per week","2007","16-34 y.","general elemantary","76","0.090457640733611","0.0689303192312953","0.111984962235927","2"
"Min 1x per week","2007","16-34 y.","vocational + Abi","57","0.109503550479751","0.0798153535274367","0.139191747432065","2"
"Min 1x per week","2007","16-34 y.","middle vocational","276","0.118732177392261","0.105181425832903","0.13228292895162","2"
"Never","2007","35-65 y.","in school","","","","","5"
"Never","2007","35-65 y.","inadequately","97","0.907826426246564","0.853270637787479","0.962382214705649","5"
"Never","2007","35-65 y.","general elemantary","576","0.785361761429102","0.755859857319442","0.814863665538762","5"
"Never","2007","35-65 y.","middle vocational","3454","0.608017784829378","0.595480847669823","0.620554721988934","5"
"Never","2007","35-65 y.","vocational + Abi","305","0.506391116677682","0.467195039414445","0.545587193940919","5"
"Never","2007","35-65 y.","higher vocational","532","0.494852398790601","0.464838910344279","0.524865887236923","5"
"Never","2007","66 and older","higher education","357","0.455194865230049","0.421026650723023","0.489363079737076","5"
"Never","2007","35-65 y.","higher education","1135","0.371203745891308","0.353915592324152","0.388491899458463","5"
"Never","2007","66 and older","in school","","","","","5"
"Never","2007","66 and older","inadequately","53","0.980768483272746","0.944138119608921","1.01739884693657","5"
"Never","2007","66 and older","general elemantary","636","0.835966740367249","0.8098112307958","0.862122249938698","5"
"Never","2007","66 and older","middle vocational","1641","0.735677260325702","0.717488753311062","0.753865767340341","5"
"Never","2007","66 and older","vocational + Abi","70","0.58808010148846","0.49965018017381","0.67651002280311","5"
"Never","2007","66 and older","higher vocational","172","0.582443047259668","0.527545639641807","0.637340454877528","5"
"Never","2007","16-34 y.","in school","100","0.345626812179872","0.295150529650669","0.396103094709076","5"
"Never","2007","16-34 y.","inadequately","37","0.68517265581666","0.562427890333482","0.807917421299838","5"
"Never","2007","16-34 y.","general elemantary","404","0.629503047957311","0.593258128244093","0.66574796767053","5"
"Never","2007","16-34 y.","middle vocational","1114","0.540289021503721","0.519411414445231","0.561166628562212","5"
"Never","2007","16-34 y.","vocational + Abi","193","0.446031039088662","0.398772653341106","0.493289424836219","5"
"Never","2007","16-34 y.","higher vocational","66","0.344784643037547","0.269471917219813","0.42009736885528","5"
"Never","2007","16-34 y.","higher education","186","0.367604679830903","0.327563641315522","0.407645718346285","5"
"Rarely","2007","66 and older","in school","","","","","4"
"Rarely","2007","66 and older","inadequately","1","","","","4"
"Rarely","2007","66 and older","general elemantary","87","0.10827515493354","0.0863277807081936","0.130222529158886","4"
"Rarely","2007","66 and older","middle vocational","364","0.156379156709147","0.141397866870014","0.17136044654828","4"
"Rarely","2007","66 and older","vocational + Abi","26","","","","4"
"Rarely","2007","66 and older","higher vocational","76","0.237935477844239","0.190533908805614","0.285337046882864","4"
"Rarely","2007","66 and older","higher education","210","0.247447174891485","0.2178389236868","0.27705542609617","4"
"Rarely","2007","35-65 y.","in school","","","","","4"
"Rarely","2007","35-65 y.","inadequately","8","","","","4"
"Rarely","2007","35-65 y.","general elemantary","115","0.155420838758481","0.129387106848623","0.181454570668339","4"
"Rarely","2007","35-65 y.","middle vocational","1586","0.269355186442676","0.257962767421555","0.280747605463797","4"
"Rarely","2007","35-65 y.","vocational + Abi","198","0.296844485729528","0.261026738382144","0.332662233076912","4"
"Rarely","2007","35-65 y.","higher vocational","330","0.305070710073898","0.277430581845092","0.332710838302703","4"
"Rarely","2007","35-65 y.","higher education","1028","0.342216369372971","0.325238648694303","0.359194090051639","4"
"Rarely","2007","16-34 y.","vocational + Abi","129","0.333488064565847","0.288665392913897","0.378310736217797","4"
"Rarely","2007","16-34 y.","middle vocational","602","0.265405914067344","0.246908789466681","0.283903038668007","4"
"Rarely","2007","16-34 y.","higher vocational","56","0.450651754426302","0.3718117246518","0.529491784200803","4"
"Rarely","2007","16-34 y.","higher education","203","0.380187316476307","0.339873906511278","0.420500726441337","4"
"Rarely","2007","16-34 y.","in school","80","0.239609099712376","0.194304634243257","0.284913565181495","4"
"Rarely","2007","16-34 y.","general elemantary","151","0.211489214541456","0.180841094862186","0.242137334220725","4"
"Rarely","2007","16-34 y.","inadequately","9","","","","4"
"Daily","2008","66 and older","in school","","","","","1"
"Daily","2008","66 and older","inadequately","","","","","1"
"Daily","2008","66 and older","general elemantary","5","","","","1"
"Daily","2008","66 and older","middle vocational","39","0.0177630092676437","0.0122954096957425","0.0232306088395449","1"
"Daily","2008","66 and older","vocational + Abi","3","","","","1"
"Daily","2008","66 and older","higher vocational","4","","","","1"
"Daily","2008","66 and older","higher education","62","0.0547816571351507","0.0396955902834598","0.0698677239868415","1"
"Daily","2008","35-65 y.","vocational + Abi","18","","","","1"
"Daily","2008","35-65 y.","higher vocational","23","","","","1"
"Daily","2008","35-65 y.","higher education","105","0.041867371410137","0.0344408480287008","0.0492938947915733","1"
"Daily","2008","35-65 y.","in school","","","","","1"
"Daily","2008","35-65 y.","inadequately","","","","","1"
"Daily","2008","35-65 y.","general elemantary","7","","","","1"
"Daily","2008","35-65 y.","middle vocational","63","0.0129657504432063","0.00997629414463189","0.0159552067417807","1"
"Daily","2008","16-34 y.","higher vocational","2","","","","1"
"Daily","2008","16-34 y.","higher education","24","","","","1"
"Daily","2008","16-34 y.","in school","53","0.136037199320192","0.100273939218643","0.17180045942174","1"
"Daily","2008","16-34 y.","vocational + Abi","11","","","","1"
"Daily","2008","16-34 y.","middle vocational","75","0.0385420083666012","0.0300842771307699","0.0469997396024325","1"
"Daily","2008","16-34 y.","general elemantary","22","","","","1"
"Daily","2008","16-34 y.","inadequately","1","","","","1"
"Min 1x per month","2008","35-65 y.","in school","","","","","3"
"Min 1x per month","2008","35-65 y.","inadequately","3","","","","3"
"Min 1x per month","2008","35-65 y.","general elemantary","39","0.0496314775474738","0.0331864231788278","0.0660765319161197","3"
"Min 1x per month","2008","35-65 y.","middle vocational","439","0.0732018688665043","0.0663188188143219","0.0800849189186866","3"
"Min 1x per month","2008","35-65 y.","vocational + Abi","64","0.114411523841791","0.0891307532323511","0.139692294451232","3"
"Min 1x per month","2008","35-65 y.","higher vocational","88","0.0977120635842421","0.0790839082695513","0.116340218898933","3"
"Min 1x per month","2008","35-65 y.","higher education","377","0.130587170893902","0.118093266769965","0.143081075017839","3"
"Min 1x per month","2008","66 and older","in school","","","","","3"
"Min 1x per month","2008","66 and older","inadequately","","","","","3"
"Min 1x per month","2008","66 and older","general elemantary","20","","","","3"
"Min 1x per month","2008","66 and older","middle vocational","116","0.0545557548612111","0.045154874345883","0.0639566353765392","3"
"Min 1x per month","2008","66 and older","vocational + Abi","11","","","","3"
"Min 1x per month","2008","66 and older","higher vocational","26","","","","3"
"Min 1x per month","2008","66 and older","higher education","100","0.113538569397054","0.0925059188681872","0.134571219925921","3"
"Min 1x per month","2008","16-34 y.","in school","53","0.147353652418483","0.110377164497248","0.184330140339718","3"
"Min 1x per month","2008","16-34 y.","inadequately","2","","","","3"
"Min 1x per month","2008","16-34 y.","general elemantary","48","0.0827965058280107","0.0611745661694449","0.104418445486576","3"
"Min 1x per month","2008","16-34 y.","middle vocational","192","0.0997184464911673","0.0865541249746058","0.112882768007729","3"
"Min 1x per month","2008","16-34 y.","vocational + Abi","47","0.121442962752682","0.0884707135367792","0.154415211968584","3"
"Min 1x per month","2008","16-34 y.","higher vocational","12","","","","3"
"Min 1x per month","2008","16-34 y.","higher education","89","0.171448175731572","0.139360635266204","0.20353571619694","3"
"Min 1x per week","2008","35-65 y.","vocational + Abi","72","0.0927540452110196","0.0697147921752239","0.115793298246815","2"
"Min 1x per week","2008","35-65 y.","higher vocational","123","0.128225541940607","0.107250032181658","0.149201051699555","2"
"Min 1x per week","2008","66 and older","middle vocational","129","0.0595875056004599","0.0497888366536179","0.0693861745473018","2"
"Min 1x per week","2008","66 and older","vocational + Abi","10","","","","2"
"Min 1x per week","2008","66 and older","higher vocational","41","0.126881424686131","0.0901836113882414","0.16357923798402","2"
"Min 1x per week","2008","66 and older","higher education","123","0.160129172640501","0.13581643560649","0.184441909674511","2"
"Min 1x per week","2008","35-65 y.","in school","","","","","2"
"Min 1x per week","2008","35-65 y.","inadequately","","","","","2"
"Min 1x per week","2008","35-65 y.","general elemantary","25","","","","2"
"Min 1x per week","2008","35-65 y.","middle vocational","452","0.0797430542450141","0.0725844516527914","0.0869016568372368","2"
"Min 1x per week","2008","35-65 y.","higher education","460","0.158286288292278","0.144751896670448","0.171820679914107","2"
"Min 1x per week","2008","66 and older","in school","","","","","2"
"Min 1x per week","2008","66 and older","inadequately","","","","","2"
"Min 1x per week","2008","66 and older","general elemantary","28","","","","2"
"Min 1x per week","2008","16-34 y.","in school","97","0.274843635470855","0.22827222276631","0.3214150481754","2"
"Min 1x per week","2008","16-34 y.","inadequately","3","","","","2"
"Min 1x per week","2008","16-34 y.","general elemantary","76","0.121914907898106","0.0962433334130561","0.147586482383156","2"
"Min 1x per week","2008","16-34 y.","middle vocational","246","0.106176935923906","0.0926418061099593","0.119712065737854","2"
"Min 1x per week","2008","16-34 y.","vocational + Abi","60","0.179812859825204","0.141047459976575","0.218578259673834","2"
"Min 1x per week","2008","16-34 y.","higher vocational","22","","","","2"
"Min 1x per week","2008","16-34 y.","higher education","86","0.169934304477375","0.137959572087772","0.201909036866978","2"
"Never","2008","35-65 y.","in school","","","","","5"
"Never","2008","35-65 y.","inadequately","84","0.868902813421789","0.801034262606705","0.936771364236873","5"
"Never","2008","35-65 y.","general elemantary","490","0.734242260701049","0.700794015458225","0.767690505943874","5"
"Never","2008","35-65 y.","middle vocational","3092","0.568093908047741","0.555004138534708","0.581183677560774","5"
"Never","2008","35-65 y.","vocational + Abi","270","0.419539387738189","0.38034605518096","0.458732720295417","5"
"Never","2008","66 and older","higher vocational","176","0.544362619834211","0.489451744037376","0.599273495631046","5"
"Never","2008","66 and older","higher education","364","0.414985962898194","0.382320243921486","0.447651681874902","5"
"Never","2008","35-65 y.","higher vocational","434","0.423279602511518","0.392282613563587","0.454276591459448","5"
"Never","2008","35-65 y.","higher education","949","0.349572218466458","0.331891378758848","0.367253058174067","5"
"Never","2008","66 and older","in school","","","","","5"
"Never","2008","66 and older","inadequately","38","0.90712851109141","0.819347807317901","0.994909214864919","5"
"Never","2008","66 and older","general elemantary","589","0.810451836977628","0.782097241453707","0.838806432501548","5"
"Never","2008","66 and older","middle vocational","1544","0.680851678557986","0.661556321237864","0.700147035878107","5"
"Never","2008","66 and older","vocational + Abi","68","0.515143715024159","0.421748964571288","0.608538465477029","5"
"Never","2008","16-34 y.","in school","85","0.249775381298046","0.204617744173167","0.294933018422926","5"
"Never","2008","16-34 y.","inadequately","39","0.844985201118666","0.743649801838986","0.946320600398347","5"
"Never","2008","16-34 y.","general elemantary","334","0.54407830333607","0.505000366190944","0.583156240481196","5"
"Never","2008","16-34 y.","middle vocational","937","0.484952627615588","0.462994525564145","0.506910729667031","5"
"Never","2008","16-34 y.","vocational + Abi","140","0.35356519221355","0.305306612728621","0.401823771698479","5"
"Never","2008","16-34 y.","higher vocational","46","0.298907875040831","0.218976176555181","0.37883957352648","5"
"Never","2008","16-34 y.","higher education","159","0.31570351518847","0.276132971305809","0.35527405907113","5"
"Rarely","2008","66 and older","in school","","","","","4"
"Rarely","2008","66 and older","inadequately","4","","","","4"
"Rarely","2008","66 and older","general elemantary","92","0.120717125548725","0.0971477101210796","0.14428654097637","4"
"Rarely","2008","66 and older","middle vocational","414","0.1872420517127","0.171094280215512","0.203389823209888","4"
"Rarely","2008","66 and older","vocational + Abi","18","","","","4"
"Rarely","2008","66 and older","higher vocational","69","0.216137030321261","0.170754446967142","0.261519613675381","4"
"Rarely","2008","66 and older","higher education","225","0.2565646379291","0.227610383858014","0.285518892000186","4"
"Rarely","2008","35-65 y.","in school","","","","","4"
"Rarely","2008","35-65 y.","inadequately","8","","","","4"
"Rarely","2008","35-65 y.","general elemantary","109","0.176250909906404","0.147399047825787","0.205102771987022","4"
"Rarely","2008","35-65 y.","middle vocational","1455","0.265995418397535","0.254318890210386","0.277671946584684","4"
"Rarely","2008","35-65 y.","vocational + Abi","185","0.347301102578321","0.309487420782582","0.38511478437406","4"
"Rarely","2008","35-65 y.","higher vocational","308","0.32141821700277","0.292118763207039","0.3507176707985","4"
"Rarely","2008","35-65 y.","higher education","903","0.319686950937226","0.302394691387553","0.336979210486899","4"
"Rarely","2008","16-34 y.","general elemantary","144","0.214006910286795","0.181827427569422","0.246186393004167","4"
"Rarely","2008","16-34 y.","middle vocational","540","0.270609981602737","0.251090271359578","0.290129691845896","4"
"Rarely","2008","16-34 y.","vocational + Abi","119","0.314505850147206","0.26763599013399","0.361375710160421","4"
"Rarely","2008","16-34 y.","higher vocational","44","0.377584299109581","0.292937595183535","0.462231003035627","4"
"Rarely","2008","16-34 y.","higher education","172","0.291552836350867","0.25286071648216","0.330244956219575","4"
"Rarely","2008","16-34 y.","in school","65","0.191990131492424","0.150902744381413","0.233077518603436","4"
"Rarely","2008","16-34 y.","inadequately","4","","","","4"
"Daily","2009","66 and older","in school","","","","","1"
"Daily","2009","66 and older","inadequately","","","","","1"
"Daily","2009","66 and older","general elemantary","","","","","1"
"Daily","2009","66 and older","middle vocational","","","","","1"
"Daily","2009","66 and older","vocational + Abi","","","","","1"
"Daily","2009","66 and older","higher vocational","","","","","1"
"Daily","2009","66 and older","higher education","","","","","1"
"Daily","2009","35-65 y.","in school","","","","","1"
"Daily","2009","35-65 y.","inadequately","","","","","1"
"Daily","2009","35-65 y.","vocational + Abi","","","","","1"
"Daily","2009","35-65 y.","higher vocational","","","","","1"
"Daily","2009","35-65 y.","higher education","","","","","1"
"Daily","2009","16-34 y.","vocational + Abi","","","","","1"
"Daily","2009","16-34 y.","higher vocational","","","","","1"
"Daily","2009","16-34 y.","higher education","","","","","1"
"Daily","2009","35-65 y.","general elemantary","","","","","1"
"Daily","2009","35-65 y.","middle vocational","","","","","1"
"Daily","2009","16-34 y.","in school","","","","","1"
"Daily","2009","16-34 y.","inadequately","","","","","1"
"Daily","2009","16-34 y.","general elemantary","","","","","1"
"Daily","2009","16-34 y.","middle vocational","","","","","1"
"Min 1x per month","2009","35-65 y.","in school","","","","","3"
"Min 1x per month","2009","35-65 y.","inadequately","4","","","","3"
"Min 1x per month","2009","35-65 y.","general elemantary","21","","","","3"
"Min 1x per month","2009","35-65 y.","middle vocational","298","0.0580399725574517","0.0516101931870148","0.0644697519278885","3"
"Min 1x per month","2009","35-65 y.","vocational + Abi","45","0.0858840734168068","0.062739411103364","0.10902873573025","3"
"Min 1x per month","2009","35-65 y.","higher vocational","75","0.0747096892668767","0.0575419476708472","0.0918774308629062","3"
"Min 1x per month","2009","35-65 y.","higher education","271","0.115434085592546","0.103144301594226","0.127723869590866","3"
"Min 1x per month","2009","66 and older","in school","","","","","3"
"Min 1x per month","2009","66 and older","inadequately","","","","","3"
"Min 1x per month","2009","66 and older","general elemantary","17","","","","3"
"Min 1x per month","2009","66 and older","middle vocational","99","0.0466261838758011","0.0377368902119829","0.0555154775396193","3"
"Min 1x per month","2009","66 and older","vocational + Abi","7","","","","3"
"Min 1x per month","2009","66 and older","higher vocational","21","","","","3"
"Min 1x per month","2009","66 and older","higher education","95","0.110242353311688","0.0895614150055295","0.130923291617846","3"
"Min 1x per month","2009","16-34 y.","in school","46","0.117299234439583","0.0814216502870971","0.15317681859207","3"
"Min 1x per month","2009","16-34 y.","inadequately","","","","","3"
"Min 1x per month","2009","16-34 y.","general elemantary","59","0.132903432700073","0.104584271556101","0.161222593844046","3"
"Min 1x per month","2009","16-34 y.","middle vocational","169","0.103650722558163","0.0895066176352554","0.11779482748107","3"
"Min 1x per month","2009","16-34 y.","vocational + Abi","46","0.167187158874499","0.127229424753957","0.207144892995041","3"
"Min 1x per month","2009","16-34 y.","higher vocational","12","","","","3"
"Min 1x per month","2009","16-34 y.","higher education","68","0.113820855693365","0.0869841848942353","0.140657526492495","3"
"Min 1x per week","2009","35-65 y.","middle vocational","393","0.077431102853018","0.0700813393995554","0.0847808663064805","2"
"Min 1x per week","2009","35-65 y.","vocational + Abi","70","0.113685740866065","0.0874652534893125","0.139906228242817","2"
"Min 1x per week","2009","35-65 y.","higher vocational","107","0.13518933570265","0.112863001019884","0.157515670385417","2"
"Min 1x per week","2009","35-65 y.","in school","","","","","2"
"Min 1x per week","2009","35-65 y.","inadequately","2","","","","2"
"Min 1x per week","2009","35-65 y.","general elemantary","25","","","","2"
"Min 1x per week","2009","35-65 y.","higher education","431","0.152629405513853","0.138797948955905","0.166460862071801","2"
"Min 1x per week","2009","66 and older","in school","","","","","2"
"Min 1x per week","2009","66 and older","inadequately","","","","","2"
"Min 1x per week","2009","66 and older","general elemantary","30","0.0435822008017121","0.0280180380004551","0.059146363602969","2"
"Min 1x per week","2009","66 and older","middle vocational","152","0.0710429965095171","0.0602117323001639","0.0818742607188704","2"
"Min 1x per week","2009","66 and older","vocational + Abi","10","","","","2"
"Min 1x per week","2009","66 and older","higher vocational","39","0.128611222518542","0.091758983918683","0.1654634611184","2"
"Min 1x per week","2009","66 and older","higher education","162","0.195817507290122","0.169613772045426","0.222021242534819","2"
"Min 1x per week","2009","16-34 y.","in school","109","0.310482064466466","0.258892733743049","0.362071395189883","2"
"Min 1x per week","2009","16-34 y.","inadequately","1","","","","2"
"Min 1x per week","2009","16-34 y.","higher vocational","12","","","","2"
"Min 1x per week","2009","16-34 y.","higher education","93","0.165380703473288","0.133986925579528","0.196774481367048","2"
"Min 1x per week","2009","16-34 y.","vocational + Abi","41","0.105889878217815","0.0729404094065727","0.138839347029056","2"
"Min 1x per week","2009","16-34 y.","general elemantary","57","0.108270601790607","0.0823496842932142","0.134191519288","2"
"Min 1x per week","2009","16-34 y.","middle vocational","215","0.113061573214861","0.0983670698141864","0.127756076615535","2"
"Never","2009","35-65 y.","middle vocational","2948","0.585135685841605","0.571586987694664","0.598684383988547","5"
"Never","2009","35-65 y.","vocational + Abi","279","0.484369935200769","0.443088803110835","0.525651067290704","5"
"Never","2009","35-65 y.","higher vocational","442","0.462662394349629","0.430105616663604","0.495219172035653","5"
"Never","2009","66 and older","higher education","389","0.424147458330279","0.391513164816622","0.456781751843936","5"
"Never","2009","35-65 y.","in school","","","","","5"
"Never","2009","35-65 y.","inadequately","69","0.863345636357147","0.789892127090201","0.936799145624093","5"
"Never","2009","35-65 y.","general elemantary","422","0.75887408804463","0.724031082282633","0.793717093806627","5"
"Never","2009","35-65 y.","higher education","981","0.367864419807755","0.349317955578245","0.386410884037264","5"
"Never","2009","66 and older","in school","","","","","5"
"Never","2009","66 and older","inadequately","42","0.980762022918262","0.939706141047238","1.02181790478929","5"
"Never","2009","66 and older","general elemantary","524","0.815709133343412","0.786151685630431","0.845266581056393","5"
"Never","2009","66 and older","middle vocational","1499","0.690893655288797","0.671409558893319","0.710377751684275","5"
"Never","2009","66 and older","vocational + Abi","60","0.519234737771659","0.418765131950348","0.61970434359297","5"
"Never","2009","66 and older","higher vocational","169","0.524645994469484","0.469671629727272","0.579620359211696","5"
"Never","2009","16-34 y.","middle vocational","868","0.494111653921948","0.470911516787024","0.517311791056871","5"
"Never","2009","16-34 y.","vocational + Abi","138","0.400528714505885","0.348056824373","0.45300060463877","5"
"Never","2009","16-34 y.","higher vocational","50","0.450196078647013","0.356366236930119","0.544025920363906","5"
"Never","2009","16-34 y.","higher education","172","0.31003788557364","0.270955869537591","0.349119901609688","5"
"Never","2009","16-34 y.","in school","81","0.31848028673916","0.266534618156918","0.370425955321401","5"
"Never","2009","16-34 y.","inadequately","26","","","","5"
"Never","2009","16-34 y.","general elemantary","304","0.544299033864709","0.502752259772646","0.585845807956771","5"
"Rarely","2009","66 and older","in school","","","","","4"
"Rarely","2009","66 and older","inadequately","1","","","","4"
"Rarely","2009","66 and older","general elemantary","90","0.118866439099614","0.094194808198953","0.143538070000275","4"
"Rarely","2009","66 and older","middle vocational","411","0.191437164325885","0.174849290556918","0.208025038094851","4"
"Rarely","2009","66 and older","vocational + Abi","18","","","","4"
"Rarely","2009","66 and older","higher vocational","88","0.285784568606499","0.236050674889057","0.335518462323941","4"
"Rarely","2009","66 and older","higher education","235","0.269792681067911","0.240483862694163","0.299101499441659","4"
"Rarely","2009","35-65 y.","in school","","","","","4"
"Rarely","2009","35-65 y.","inadequately","9","","","","4"
"Rarely","2009","35-65 y.","general elemantary","111","0.17117975486394","0.140499060479083","0.201860449248796","4"
"Rarely","2009","35-65 y.","middle vocational","1441","0.279393238747925","0.267054426745365","0.291732050750485","4"
"Rarely","2009","35-65 y.","vocational + Abi","169","0.316060250516359","0.277655251698602","0.354465249334117","4"
"Rarely","2009","35-65 y.","higher vocational","277","0.327438580680844","0.296796616853514","0.358080544508174","4"
"Rarely","2009","35-65 y.","higher education","914","0.364072089085846","0.345566208628435","0.382577969543257","4"
"Rarely","2009","16-34 y.","in school","73","0.253738414354791","0.205219898753789","0.302256929955792","4"
"Rarely","2009","16-34 y.","middle vocational","532","0.289176050305029","0.268137643290842","0.310214457319216","4"
"Rarely","2009","16-34 y.","vocational + Abi","110","0.326394248401802","0.276183137571998","0.376605359231605","4"
"Rarely","2009","16-34 y.","higher vocational","34","0.261185962011186","0.178338597354685","0.344033326667687","4"
