"pli0093_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Never","2008","Berlin","Couple + C. LE 16 ","48","0.476280525083135","0.375849692712192","0.576711357454079"
"Never","2008","Berlin","Couple + C. GT 16 ","44","0.596503378283093","0.49836499938825","0.694641757177937"
"Never","2008","Berlin","Couple + C. LE and GT 16","10","","",""
"Never","2008","Brandenburg","1-pers.-HH","92","0.757860590927528","0.686646146247163","0.829075035607894"
"Never","2008","Brandenburg","(Married) couple without C. ","183","0.504712635131248","0.449932409727711","0.559492860534785"
"Never","2008","Brandenburg","Single parent ","22","","",""
"Never","2008","Brandenburg","Couple + C. LE 16 ","53","0.533461212521303","0.436646065975682","0.630276359066923"
"Never","2008","Brandenburg","Couple + C. GT 16 ","76","0.46171530005328","0.385877243005202","0.537553357101359"
"Never","2008","Brandenburg","Couple + C. LE and GT 16","13","","",""
"Never","2008","Mecklenburg-Western Pomerania","1-pers.-HH","58","0.695819493921853","0.596243385429298","0.795395602414409"
"Never","2008","Mecklenburg-Western Pomerania","(Married) couple without C. ","95","0.468007613587042","0.399197611042207","0.536817616131876"
"Never","2008","Mecklenburg-Western Pomerania","Single parent ","16","","",""
"Never","2008","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","37","0.607005197605791","0.482378326015237","0.731632069196346"
"Never","2008","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","43","0.634348790604367","0.528146933633213","0.740550647575521"
"Never","2008","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","18","","",""
"Never","2008","Saxony","1-pers.-HH","128","0.508185243537657","0.443575803713772","0.572794683361543"
"Never","2008","Saxony","(Married) couple without C. ","323","0.595632493630504","0.555657709698594","0.635607277562414"
"Never","2008","Saxony","Single parent ","35","0.364074346843014","0.255177408111395","0.472971285574633"
"Never","2008","Saxony","Couple + C. LE 16 ","89","0.415185004431384","0.347064141309462","0.483305867553306"
"Never","2008","Saxony","Couple + C. GT 16 ","107","0.375856653621961","0.314193289862956","0.437520017380966"
"Never","2008","Saxony","Couple + C. LE and GT 16","26","","",""
"Never","2008","Saxony-Anhalt","1-pers.-HH","73","0.693841473272135","0.611378160907821","0.776304785636448"
"Never","2008","Saxony-Anhalt","(Married) couple without C. ","168","0.585040290328751","0.530191999637605","0.639888581019897"
"Never","2008","Saxony-Anhalt","Single parent ","30","0.578908420131424","0.440665384147676","0.717151456115173"
"Never","2008","Saxony-Anhalt","Couple + C. LE 16 ","54","0.6404016341194","0.54490297047237","0.73590029776643"
"Never","2008","Saxony-Anhalt","Couple + C. GT 16 ","92","0.416439631555098","0.346710156075457","0.486169107034738"
"Never","2008","Saxony-Anhalt","Couple + C. LE and GT 16","9","","",""
"Never","2008","Thuringia","1-pers.-HH","94","0.711194085198513","0.633880068786909","0.788508101610117"
"Never","2008","Thuringia","(Married) couple without C. ","201","0.620673170567819","0.567509939392456","0.673836401743183"
"Never","2008","Thuringia","Single parent ","37","0.568292350769892","0.445983300630842","0.690601400908943"
"Never","2008","Thuringia","Couple + C. LE 16 ","50","0.477610181857646","0.384266293385152","0.570954070330139"
"Never","2008","Thuringia","Couple + C. GT 16 ","101","0.580980477284602","0.511550803539527","0.650410151029676"
"Never","2008","Thuringia","Couple + C. LE and GT 16","21","","",""
"Daily","2009","Schleswig-Holstein","1-pers.-HH","","","",""
"Daily","2009","Schleswig-Holstein","(Married) couple without C. ","","","",""
"Daily","2009","Schleswig-Holstein","Single parent ","","","",""
"Daily","2009","Schleswig-Holstein","Couple + C. LE 16 ","","","",""
"Daily","2009","Schleswig-Holstein","Couple + C. GT 16 ","","","",""
"Daily","2009","Schleswig-Holstein","Couple + C. LE and GT 16","","","",""
"Daily","2009","Hamburg","1-pers.-HH","","","",""
"Daily","2009","Hamburg","(Married) couple without C. ","","","",""
"Daily","2009","Hamburg","Single parent ","","","",""
"Daily","2009","Hamburg","Couple + C. LE 16 ","","","",""
"Daily","2009","Hamburg","Couple + C. GT 16 ","","","",""
"Daily","2009","Hamburg","Couple + C. LE and GT 16","","","",""
"Daily","2009","Lower Saxony","1-pers.-HH","","","",""
"Daily","2009","Lower Saxony","(Married) couple without C. ","","","",""
"Daily","2009","Lower Saxony","Single parent ","","","",""
"Daily","2009","Lower Saxony","Couple + C. LE 16 ","","","",""
"Daily","2009","Lower Saxony","Couple + C. GT 16 ","","","",""
"Daily","2009","Lower Saxony","Couple + C. LE and GT 16","","","",""
"Daily","2009","Bremen","1-pers.-HH","","","",""
"Daily","2009","Bremen","(Married) couple without C. ","","","",""
"Daily","2009","Bremen","Single parent ","","","",""
"Daily","2009","Bremen","Couple + C. LE 16 ","","","",""
"Daily","2009","Bremen","Couple + C. GT 16 ","","","",""
"Daily","2009","Bremen","Couple + C. LE and GT 16","","","",""
"Daily","2009","North Rhine-Westphalia","1-pers.-HH","","","",""
"Daily","2009","North Rhine-Westphalia","(Married) couple without C. ","","","",""
"Daily","2009","North Rhine-Westphalia","Single parent ","","","",""
"Daily","2009","North Rhine-Westphalia","Couple + C. LE 16 ","","","",""
"Daily","2009","North Rhine-Westphalia","Couple + C. GT 16 ","","","",""
"Daily","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","","","",""
"Daily","2009","Hesse","1-pers.-HH","","","",""
"Daily","2009","Hesse","(Married) couple without C. ","","","",""
"Daily","2009","Hesse","Single parent ","","","",""
"Daily","2009","Hesse","Couple + C. LE 16 ","","","",""
"Daily","2009","Hesse","Couple + C. GT 16 ","","","",""
"Daily","2009","Hesse","Couple + C. LE and GT 16","","","",""
"Daily","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","","","",""
"Daily","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","",""
"Daily","2009","Rhineland-Palatinate,Saarland","Single parent ","","","",""
"Daily","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","",""
"Daily","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","",""
"Daily","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","",""
"Daily","2009","Baden-Württemberg","1-pers.-HH","","","",""
"Daily","2009","Baden-Württemberg","(Married) couple without C. ","","","",""
"Daily","2009","Baden-Württemberg","Single parent ","","","",""
"Daily","2009","Baden-Württemberg","Couple + C. LE 16 ","","","",""
"Daily","2009","Baden-Württemberg","Couple + C. GT 16 ","","","",""
"Daily","2009","Baden-Württemberg","Couple + C. LE and GT 16","","","",""
"Daily","2009","Bavaria","1-pers.-HH","","","",""
"Daily","2009","Bavaria","(Married) couple without C. ","","","",""
"Daily","2009","Bavaria","Single parent ","","","",""
"Daily","2009","Bavaria","Couple + C. LE 16 ","","","",""
"Daily","2009","Bavaria","Couple + C. GT 16 ","","","",""
"Daily","2009","Bavaria","Couple + C. LE and GT 16","","","",""
"Daily","2009","Berlin","1-pers.-HH","","","",""
"Daily","2009","Berlin","(Married) couple without C. ","","","",""
"Daily","2009","Berlin","Single parent ","","","",""
"Daily","2009","Berlin","Couple + C. LE 16 ","","","",""
"Daily","2009","Berlin","Couple + C. GT 16 ","","","",""
"Daily","2009","Berlin","Couple + C. LE and GT 16","","","",""
"Daily","2009","Brandenburg","1-pers.-HH","","","",""
"Daily","2009","Brandenburg","(Married) couple without C. ","","","",""
"Daily","2009","Brandenburg","Single parent ","","","",""
"Daily","2009","Brandenburg","Couple + C. LE 16 ","","","",""
"Daily","2009","Brandenburg","Couple + C. GT 16 ","","","",""
"Daily","2009","Brandenburg","Couple + C. LE and GT 16","","","",""
"Daily","2009","Mecklenburg-Western Pomerania","1-pers.-HH","","","",""
"Daily","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","",""
"Daily","2009","Mecklenburg-Western Pomerania","Single parent ","","","",""
"Daily","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","",""
"Daily","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","",""
"Daily","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Daily","2009","Saxony","1-pers.-HH","","","",""
"Daily","2009","Saxony","(Married) couple without C. ","","","",""
"Daily","2009","Saxony","Single parent ","","","",""
"Daily","2009","Saxony","Couple + C. LE 16 ","","","",""
"Daily","2009","Saxony","Couple + C. GT 16 ","","","",""
"Daily","2009","Saxony","Couple + C. LE and GT 16","","","",""
"Daily","2009","Saxony-Anhalt","1-pers.-HH","","","",""
"Daily","2009","Saxony-Anhalt","(Married) couple without C. ","","","",""
"Daily","2009","Saxony-Anhalt","Single parent ","","","",""
"Daily","2009","Saxony-Anhalt","Couple + C. LE 16 ","","","",""
"Daily","2009","Saxony-Anhalt","Couple + C. GT 16 ","","","",""
"Daily","2009","Saxony-Anhalt","Couple + C. LE and GT 16","","","",""
"Daily","2009","Thuringia","1-pers.-HH","","","",""
"Daily","2009","Thuringia","(Married) couple without C. ","","","",""
"Daily","2009","Thuringia","Single parent ","","","",""
"Daily","2009","Thuringia","Couple + C. LE 16 ","","","",""
"Daily","2009","Thuringia","Couple + C. GT 16 ","","","",""
"Daily","2009","Thuringia","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2009","Schleswig-Holstein","1-pers.-HH","6","","",""
"Min 1x per week","2009","Schleswig-Holstein","(Married) couple without C. ","23","","",""
"Min 1x per week","2009","Schleswig-Holstein","Single parent ","5","","",""
"Min 1x per week","2009","Schleswig-Holstein","Couple + C. LE 16 ","6","","",""
"Min 1x per week","2009","Schleswig-Holstein","Couple + C. GT 16 ","9","","",""
"Min 1x per week","2009","Schleswig-Holstein","Couple + C. LE and GT 16","1","","",""
"Min 1x per week","2009","Hamburg","1-pers.-HH","10","","",""
"Min 1x per week","2009","Hamburg","(Married) couple without C. ","15","","",""
"Min 1x per week","2009","Hamburg","Single parent ","5","","",""
"Min 1x per week","2009","Hamburg","Couple + C. LE 16 ","4","","",""
"Min 1x per week","2009","Hamburg","Couple + C. GT 16 ","5","","",""
"Min 1x per week","2009","Hamburg","Couple + C. LE and GT 16","2","","",""
"Min 1x per week","2009","Lower Saxony","1-pers.-HH","28","","",""
"Min 1x per week","2009","Lower Saxony","(Married) couple without C. ","70","0.100112832564936","0.0764101970096049","0.123815468120267"
"Min 1x per week","2009","Lower Saxony","Single parent ","9","","",""
"Min 1x per week","2009","Lower Saxony","Couple + C. LE 16 ","24","","",""
"Min 1x per week","2009","Lower Saxony","Couple + C. GT 16 ","48","0.144454716953093","0.101967568790346","0.18694186511584"
"Min 1x per week","2009","Lower Saxony","Couple + C. LE and GT 16","20","","",""
"Min 1x per week","2009","Bremen","1-pers.-HH","5","","",""
"Min 1x per week","2009","Bremen","(Married) couple without C. ","7","","",""
"Min 1x per week","2009","Bremen","Single parent ","2","","",""
"Min 1x per week","2009","Bremen","Couple + C. LE 16 ","2","","",""
"Min 1x per week","2009","Bremen","Couple + C. GT 16 ","5","","",""
"Min 1x per week","2009","Bremen","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","2009","North Rhine-Westphalia","1-pers.-HH","63","0.128683874395058","0.100415316854468","0.156952431935649"
"Min 1x per week","2009","North Rhine-Westphalia","(Married) couple without C. ","122","0.0857649480147593","0.0706876332922485","0.10084226273727"
"Min 1x per week","2009","North Rhine-Westphalia","Single parent ","23","","",""
"Min 1x per week","2009","North Rhine-Westphalia","Couple + C. LE 16 ","57","0.0809864732224465","0.0591207073137667","0.102852239131126"
"Min 1x per week","2009","North Rhine-Westphalia","Couple + C. GT 16 ","64","0.0680908866000372","0.0489164504947778","0.0872653227052966"
"Min 1x per week","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","28","","",""
"Min 1x per week","2009","Hesse","1-pers.-HH","27","","",""
"Min 1x per week","2009","Hesse","(Married) couple without C. ","58","0.104690833981015","0.0772163372054399","0.132165330756591"
"Min 1x per week","2009","Hesse","Single parent ","10","","",""
"Min 1x per week","2009","Hesse","Couple + C. LE 16 ","28","","",""
"Min 1x per week","2009","Hesse","Couple + C. GT 16 ","25","","",""
"Min 1x per week","2009","Hesse","Couple + C. LE and GT 16","9","","",""
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","20","","",""
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","30","0.0885604601474015","0.0572850996243765","0.119835820670427"
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","Single parent ","5","","",""
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","9","","",""
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","24","","",""
"Min 1x per week","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","",""
"Min 1x per week","2009","Baden-Württemberg","1-pers.-HH","34","0.138530336465501","0.100441562935917","0.176619109995085"
"Min 1x per week","2009","Baden-Württemberg","(Married) couple without C. ","86","0.142474764896745","0.116299249940642","0.168650279852848"
"Min 1x per week","2009","Baden-Württemberg","Single parent ","10","","",""
"Min 1x per week","2009","Baden-Württemberg","Couple + C. LE 16 ","42","0.0962965978794945","0.0658235936999544","0.126769602059035"
"Min 1x per week","2009","Baden-Württemberg","Couple + C. GT 16 ","67","0.15429664530229","0.118940641390867","0.189652649213714"
"Min 1x per week","2009","Baden-Württemberg","Couple + C. LE and GT 16","25","","",""
"Min 1x per week","2009","Bavaria","1-pers.-HH","43","0.101281357794907","0.0713385570583795","0.131224158531435"
"Min 1x per week","2009","Bavaria","(Married) couple without C. ","101","0.0950125756358046","0.0757477578565854","0.114277393415024"
"Min 1x per week","2009","Bavaria","Single parent ","25","","",""
"Min 1x per week","2009","Bavaria","Couple + C. LE 16 ","69","0.135489283854732","0.104247538195882","0.166731029513581"
"Min 1x per week","2009","Bavaria","Couple + C. GT 16 ","61","0.0714961274150156","0.0483743071639392","0.0946179476660919"
"Min 1x per week","2009","Bavaria","Couple + C. LE and GT 16","25","","",""
"Min 1x per week","2009","Berlin","1-pers.-HH","20","","",""
"Min 1x per week","2009","Berlin","(Married) couple without C. ","35","0.109857537283667","0.0724184387693328","0.147296635798001"
"Min 1x per week","2009","Berlin","Single parent ","5","","",""
"Min 1x per week","2009","Berlin","Couple + C. LE 16 ","8","","",""
"Min 1x per week","2009","Berlin","Couple + C. GT 16 ","17","","",""
"Min 1x per week","2009","Berlin","Couple + C. LE and GT 16","3","","",""
"Min 1x per week","2009","Brandenburg","1-pers.-HH","9","","",""
"Min 1x per week","2009","Brandenburg","(Married) couple without C. ","26","","",""
"Min 1x per week","2009","Brandenburg","Single parent ","6","","",""
"Min 1x per week","2009","Brandenburg","Couple + C. LE 16 ","6","","",""
"Min 1x per week","2009","Brandenburg","Couple + C. GT 16 ","15","","",""
"Min 1x per week","2009","Brandenburg","Couple + C. LE and GT 16","5","","",""
"Min 1x per week","2009","Mecklenburg-Western Pomerania","1-pers.-HH","7","","",""
"Min 1x per week","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","22","","",""
"Min 1x per week","2009","Mecklenburg-Western Pomerania","Single parent ","2","","",""
"Min 1x per week","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","3","","",""
"Min 1x per week","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","8","","",""
"Min 1x per week","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","",""
"Min 1x per week","2009","Saxony","1-pers.-HH","21","","",""
"Min 1x per week","2009","Saxony","(Married) couple without C. ","41","0.0642088829284068","0.0434958369339443","0.0849219289228693"
"Min 1x per week","2009","Saxony","Single parent ","12","","",""
"Min 1x per week","2009","Saxony","Couple + C. LE 16 ","23","","",""
"Min 1x per week","2009","Saxony","Couple + C. GT 16 ","35","0.126294425248866","0.0842685164258766","0.168320334071856"
"Min 1x per week","2009","Saxony","Couple + C. LE and GT 16","10","","",""
"Min 1x per week","2009","Saxony-Anhalt","1-pers.-HH","8","","",""
"Min 1x per week","2009","Saxony-Anhalt","(Married) couple without C. ","14","","",""
"Min 1x per week","2009","Saxony-Anhalt","Single parent ","7","","",""
"Min 1x per week","2009","Saxony-Anhalt","Couple + C. LE 16 ","5","","",""
"Min 1x per week","2009","Saxony-Anhalt","Couple + C. GT 16 ","29","","",""
"Min 1x per week","2009","Saxony-Anhalt","Couple + C. LE and GT 16","6","","",""
"Min 1x per week","2009","Thuringia","1-pers.-HH","5","","",""
"Min 1x per week","2009","Thuringia","(Married) couple without C. ","18","","",""
"Min 1x per week","2009","Thuringia","Single parent ","6","","",""
"Min 1x per week","2009","Thuringia","Couple + C. LE 16 ","5","","",""
"Min 1x per week","2009","Thuringia","Couple + C. GT 16 ","11","","",""
"Min 1x per week","2009","Thuringia","Couple + C. LE and GT 16","3","","",""
"Min 1x per month","2009","Schleswig-Holstein","1-pers.-HH","7","","",""
"Min 1x per month","2009","Schleswig-Holstein","(Married) couple without C. ","12","","",""
"Min 1x per month","2009","Schleswig-Holstein","Single parent ","2","","",""
"Min 1x per month","2009","Schleswig-Holstein","Couple + C. LE 16 ","3","","",""
"Min 1x per month","2009","Schleswig-Holstein","Couple + C. GT 16 ","7","","",""
"Min 1x per month","2009","Schleswig-Holstein","Couple + C. LE and GT 16","4","","",""
"Min 1x per month","2009","Hamburg","1-pers.-HH","5","","",""
"Min 1x per month","2009","Hamburg","(Married) couple without C. ","11","","",""
"Min 1x per month","2009","Hamburg","Single parent ","2","","",""
"Min 1x per month","2009","Hamburg","Couple + C. LE 16 ","2","","",""
"Min 1x per month","2009","Hamburg","Couple + C. GT 16 ","","","",""
"Min 1x per month","2009","Hamburg","Couple + C. LE and GT 16","6","","",""
"Min 1x per month","2009","Lower Saxony","1-pers.-HH","13","","",""
"Min 1x per month","2009","Lower Saxony","(Married) couple without C. ","43","0.0579736549666431","0.039519056514151","0.0764282534191352"
"Min 1x per month","2009","Lower Saxony","Single parent ","7","","",""
"Min 1x per month","2009","Lower Saxony","Couple + C. LE 16 ","16","","",""
"Min 1x per month","2009","Lower Saxony","Couple + C. GT 16 ","13","","",""
"Min 1x per month","2009","Lower Saxony","Couple + C. LE and GT 16","7","","",""
"Min 1x per month","2009","Bremen","1-pers.-HH","1","","",""
"Min 1x per month","2009","Bremen","(Married) couple without C. ","5","","",""
"Min 1x per month","2009","Bremen","Single parent ","1","","",""
"Min 1x per month","2009","Bremen","Couple + C. LE 16 ","1","","",""
"Min 1x per month","2009","Bremen","Couple + C. GT 16 ","1","","",""
"Min 1x per month","2009","Bremen","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2009","North Rhine-Westphalia","1-pers.-HH","34","0.0729849633196628","0.0510259008189582","0.0949440258203674"
"Min 1x per month","2009","North Rhine-Westphalia","(Married) couple without C. ","96","0.0656863824052022","0.0523473550435708","0.0790254097668336"
"Min 1x per month","2009","North Rhine-Westphalia","Single parent ","9","","",""
"Min 1x per month","2009","North Rhine-Westphalia","Couple + C. LE 16 ","36","0.0579109101887615","0.0391901413115278","0.0766316790659951"
"Min 1x per month","2009","North Rhine-Westphalia","Couple + C. GT 16 ","41","0.0701728076221332","0.0507291988165079","0.0896164164277584"
"Min 1x per month","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","23","","",""
"Min 1x per month","2009","Hesse","1-pers.-HH","14","","",""
"Min 1x per month","2009","Hesse","(Married) couple without C. ","35","0.0943883478532938","0.0681510506630412","0.120625645043546"
"Min 1x per month","2009","Hesse","Single parent ","7","","",""
"Min 1x per month","2009","Hesse","Couple + C. LE 16 ","22","","",""
"Min 1x per month","2009","Hesse","Couple + C. GT 16 ","15","","",""
"Min 1x per month","2009","Hesse","Couple + C. LE and GT 16","3","","",""
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","14","","",""
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","23","","",""
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","Single parent ","4","","",""
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","9","","",""
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","11","","",""
"Min 1x per month","2009","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","5","","",""
"Min 1x per month","2009","Baden-Württemberg","1-pers.-HH","32","0.0754914834842903","0.0463635960417612","0.104619370926819"
"Min 1x per month","2009","Baden-Württemberg","(Married) couple without C. ","88","0.114677645550335","0.0908164112969183","0.138538879803752"
"Min 1x per month","2009","Baden-Württemberg","Single parent ","12","","",""
"Min 1x per month","2009","Baden-Württemberg","Couple + C. LE 16 ","34","0.100303534361324","0.0692720202839347","0.131335048438714"
"Min 1x per month","2009","Baden-Württemberg","Couple + C. GT 16 ","39","0.0806853190777692","0.0540286879119827","0.107341950243556"
"Min 1x per month","2009","Baden-Württemberg","Couple + C. LE and GT 16","25","","",""
"Min 1x per month","2009","Bavaria","1-pers.-HH","34","0.11368431666943","0.082180709572102","0.145187923766759"
"Min 1x per month","2009","Bavaria","(Married) couple without C. ","75","0.0808193987803272","0.0629128734868262","0.0987259240738282"
"Min 1x per month","2009","Bavaria","Single parent ","15","","",""
"Min 1x per month","2009","Bavaria","Couple + C. LE 16 ","32","0.0810379246960776","0.0561269581754525","0.105948891216703"
"Min 1x per month","2009","Bavaria","Couple + C. GT 16 ","42","0.096252441948852","0.0697846112418159","0.122720272655888"
"Min 1x per month","2009","Bavaria","Couple + C. LE and GT 16","24","","",""
"Min 1x per month","2009","Berlin","1-pers.-HH","16","","",""
"Min 1x per month","2009","Berlin","(Married) couple without C. ","22","","",""
"Min 1x per month","2009","Berlin","Single parent ","1","","",""
"Min 1x per month","2009","Berlin","Couple + C. LE 16 ","9","","",""
"Min 1x per month","2009","Berlin","Couple + C. GT 16 ","3","","",""
"Min 1x per month","2009","Berlin","Couple + C. LE and GT 16","","","",""
"Min 1x per month","2009","Brandenburg","1-pers.-HH","12","","",""
"Min 1x per month","2009","Brandenburg","(Married) couple without C. ","22","","",""
"Min 1x per month","2009","Brandenburg","Single parent ","7","","",""
"Min 1x per month","2009","Brandenburg","Couple + C. LE 16 ","11","","",""
"Min 1x per month","2009","Brandenburg","Couple + C. GT 16 ","13","","",""
"Min 1x per month","2009","Brandenburg","Couple + C. LE and GT 16","1","","",""
"Min 1x per month","2009","Mecklenburg-Western Pomerania","1-pers.-HH","6","","",""
"Min 1x per month","2009","Mecklenburg-Western Pomerania","(Married) couple without C. ","11","","",""
"Min 1x per month","2009","Mecklenburg-Western Pomerania","Single parent ","1","","",""
"Min 1x per month","2009","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","3","","",""
"Min 1x per month","2009","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","5","","",""
"Min 1x per month","2009","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","6","","",""
"Min 1x per month","2009","Saxony","1-pers.-HH","16","","",""
"Min 1x per month","2009","Saxony","(Married) couple without C. ","34","0.061069448859004","0.040835265149356","0.0813036325686521"
"Min 1x per month","2009","Saxony","Single parent ","10","","",""
"Min 1x per month","2009","Saxony","Couple + C. LE 16 ","21","","",""
"Min 1x per month","2009","Saxony","Couple + C. GT 16 ","14","","",""
"Min 1x per month","2009","Saxony","Couple + C. LE and GT 16","8","","",""
"Min 1x per month","2009","Saxony-Anhalt","1-pers.-HH","4","","",""
"Min 1x per month","2009","Saxony-Anhalt","(Married) couple without C. ","15","","",""
"Min 1x per month","2009","Saxony-Anhalt","Single parent ","1","","",""
"Min 1x per month","2009","Saxony-Anhalt","Couple + C. LE 16 ","3","","",""
"Min 1x per month","2009","Saxony-Anhalt","Couple + C. GT 16 ","9","","",""
"Min 1x per month","2009","Saxony-Anhalt","Couple + C. LE and GT 16","2","","",""
"Min 1x per month","2009","Thuringia","1-pers.-HH","5","","",""
"Min 1x per month","2009","Thuringia","(Married) couple without C. ","15","","",""
"Min 1x per month","2009","Thuringia","Single parent ","2","","",""
"Min 1x per month","2009","Thuringia","Couple + C. LE 16 ","5","","",""
"Min 1x per month","2009","Thuringia","Couple + C. GT 16 ","16","","",""
"Min 1x per month","2009","Thuringia","Couple + C. LE and GT 16","4","","",""
"Rarely","2009","Schleswig-Holstein","1-pers.-HH","23","","",""
"Rarely","2009","Schleswig-Holstein","(Married) couple without C. ","62","0.374027636042214","0.309198440797259","0.43885683128717"
"Rarely","2009","Schleswig-Holstein","Single parent ","9","","",""
"Rarely","2009","Schleswig-Holstein","Couple + C. LE 16 ","18","","",""
"Rarely","2009","Schleswig-Holstein","Couple + C. GT 16 ","23","","",""
"Rarely","2009","Schleswig-Holstein","Couple + C. LE and GT 16","9","","",""
"Rarely","2009","Hamburg","1-pers.-HH","21","","",""
"Rarely","2009","Hamburg","(Married) couple without C. ","34","0.324865113226752","0.234421835814087","0.415308390639418"
"Rarely","2009","Hamburg","Single parent ","1","","",""
"Rarely","2009","Hamburg","Couple + C. LE 16 ","6","","",""
"Rarely","2009","Hamburg","Couple + C. GT 16 ","9","","",""
"Rarely","2009","Hamburg","Couple + C. LE and GT 16","7","","",""
"Rarely","2009","Lower Saxony","1-pers.-HH","39","0.187757337346227","0.138857613542254","0.236657061150199"
"Rarely","2009","Lower Saxony","(Married) couple without C. ","177","0.308294078539491","0.271826991524526","0.344761165554455"
"Rarely","2009","Lower Saxony","Single parent ","9","","",""
"Rarely","2009","Lower Saxony","Couple + C. LE 16 ","100","0.300055302269338","0.247580984899231","0.352529619639446"
"Rarely","2009","Lower Saxony","Couple + C. GT 16 ","67","0.231095729530681","0.180150641933287","0.282040817128075"
"Rarely","2009","Lower Saxony","Couple + C. LE and GT 16","33","0.307193193194705","0.22324120929641","0.391145177093001"
"Rarely","2009","Bremen","1-pers.-HH","3","","",""
"Rarely","2009","Bremen","(Married) couple without C. ","14","","",""
"Rarely","2009","Bremen","Single parent ","3","","",""
"Rarely","2009","Bremen","Couple + C. LE 16 ","4","","",""
"Rarely","2009","Bremen","Couple + C. GT 16 ","3","","",""
"Rarely","2009","Bremen","Couple + C. LE and GT 16","","","",""
"Rarely","2009","North Rhine-Westphalia","1-pers.-HH","103","0.185193539506893","0.152399579973067","0.21798749904072"
"Rarely","2009","North Rhine-Westphalia","(Married) couple without C. ","330","0.282878978850204","0.25862758435423","0.307130373346177"
"Rarely","2009","North Rhine-Westphalia","Single parent ","33","0.21835306161582","0.155316708838862","0.281389414392779"
"Rarely","2009","North Rhine-Westphalia","Couple + C. LE 16 ","156","0.246367018736123","0.211831281508488","0.280902755963759"
"Rarely","2009","North Rhine-Westphalia","Couple + C. GT 16 ","175","0.268196543112084","0.234474401871958","0.301918684352211"
"Rarely","2009","North Rhine-Westphalia","Couple + C. LE and GT 16","71","0.258175494454149","0.205584017280343","0.310766971627956"
"Rarely","2009","Hesse","1-pers.-HH","36","0.252186540652923","0.18926778325453","0.315105298051315"
"Rarely","2009","Hesse","(Married) couple without C. ","122","0.245758564867632","0.207122007171723","0.28439512256354"
"Rarely","2009","Hesse","Single parent ","16","","",""
"Rarely","2009","Hesse","Couple + C. LE 16 ","61","0.31317178642547","0.252300702152431","0.374042870698509"
"Rarely","2009","Hesse","Couple + C. GT 16 ","47","0.337462088412032","0.267998701967377","0.406925474856687"
"Rarely","2009","Hesse","Couple + C. LE and GT 16","18","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","1-pers.-HH","32","0.168524606178953","0.113990881050723","0.223058331307183"
"Rarely","2009","Rhineland-Palatinate,Saarland","(Married) couple without C. ","73","0.247113159670937","0.199630914088928","0.294595405252946"
"Rarely","2009","Rhineland-Palatinate,Saarland","Single parent ","14","","",""
"Rarely","2009","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","46","0.334746092832219","0.261395943199612","0.408096242464827"
