"pli0093_h","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2006","Thuringia","Urban Area","","","","","4"
"Rarely","2006","Thuringia","Rural Area","","","","","4"
"Daily","2007","Schleswig-Holstein","Urban Area","","","","","1"
"Daily","2007","Schleswig-Holstein","Rural Area","","","","","1"
"Daily","2007","Hamburg","Urban Area","","","","","1"
"Daily","2007","Hamburg","Rural Area","","","","","1"
"Daily","2007","Lower Saxony","Urban Area","","","","","1"
"Daily","2007","Lower Saxony","Rural Area","","","","","1"
"Daily","2007","Bremen","Urban Area","","","","","1"
"Daily","2007","Bremen","Rural Area","","","","","1"
"Daily","2007","North Rhine-Westphalia","Urban Area","","","","","1"
"Daily","2007","North Rhine-Westphalia","Rural Area","","","","","1"
"Daily","2007","Hesse","Urban Area","","","","","1"
"Daily","2007","Hesse","Rural Area","","","","","1"
"Daily","2007","Rhineland-Palatinate,Saarland","Urban Area","","","","","1"
"Daily","2007","Rhineland-Palatinate,Saarland","Rural Area","","","","","1"
"Daily","2007","Baden-Württemberg","Urban Area","","","","","1"
"Daily","2007","Baden-Württemberg","Rural Area","","","","","1"
"Daily","2007","Bavaria","Urban Area","","","","","1"
"Daily","2007","Bavaria","Rural Area","","","","","1"
"Daily","2007","Berlin","Urban Area","","","","","1"
"Daily","2007","Berlin","Rural Area","","","","","1"
"Daily","2007","Brandenburg","Urban Area","","","","","1"
"Daily","2007","Brandenburg","Rural Area","","","","","1"
"Daily","2007","Mecklenburg-Western Pomerania","Urban Area","","","","","1"
"Daily","2007","Mecklenburg-Western Pomerania","Rural Area","","","","","1"
"Daily","2007","Saxony","Urban Area","","","","","1"
"Daily","2007","Saxony","Rural Area","","","","","1"
"Daily","2007","Saxony-Anhalt","Urban Area","","","","","1"
"Daily","2007","Saxony-Anhalt","Rural Area","","","","","1"
"Daily","2007","Thuringia","Urban Area","","","","","1"
"Daily","2007","Thuringia","Rural Area","","","","","1"
"Min 1x per month","2007","Schleswig-Holstein","Urban Area","11","","","","3"
"Min 1x per month","2007","Schleswig-Holstein","Rural Area","20","","","","3"
"Min 1x per month","2007","Hamburg","Urban Area","30","0.0845860772650937","0.0527783510244972","0.11639380350569","3"
"Min 1x per month","2007","Lower Saxony","Urban Area","60","0.0533199720167605","0.0387306380328972","0.0679093060006238","3"
"Min 1x per month","2007","Lower Saxony","Rural Area","81","0.0668815140218357","0.0506592917713711","0.0831037362723003","3"
"Min 1x per month","2007","North Rhine-Westphalia","Rural Area","9","","","","3"
"Min 1x per month","2007","Hesse","Urban Area","96","0.0618613804310984","0.0478709994961536","0.0758517613660433","3"
"Min 1x per month","2007","Hesse","Rural Area","20","","","","3"
"Min 1x per month","2007","Hamburg","Rural Area","","","","","3"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","Urban Area","11","","","","3"
"Min 1x per month","2007","Mecklenburg-Western Pomerania","Rural Area","28","","","","3"
"Min 1x per month","2007","Saxony","Urban Area","68","0.0796877854931382","0.0603836363023227","0.0989919346839538","3"
"Min 1x per month","2007","Saxony","Rural Area","49","0.065685804682407","0.0479561737492202","0.0834154356155938","3"
"Min 1x per month","2007","Bremen","Urban Area","15","","","","3"
"Min 1x per month","2007","Bremen","Rural Area","","","","","3"
"Min 1x per month","2007","North Rhine-Westphalia","Urban Area","240","0.0520683969271484","0.0452480477736306","0.0588887460806663","3"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","Urban Area","72","0.0630787108590976","0.0470711858778294","0.0790862358403657","3"
"Min 1x per month","2007","Rhineland-Palatinate,Saarland","Rural Area","19","","","","3"
"Min 1x per month","2007","Baden-Württemberg","Urban Area","246","0.0968475005347734","0.0846623593226563","0.10903264174689","3"
"Min 1x per month","2007","Baden-Württemberg","Rural Area","17","","","","3"
"Min 1x per month","2007","Bavaria","Urban Area","135","0.0960870289837581","0.0806769231728178","0.111497134794698","3"
"Min 1x per month","2007","Bavaria","Rural Area","146","0.068190612590397","0.0555886845917521","0.0807925405890419","3"
"Min 1x per month","2007","Berlin","Urban Area","59","0.0776939101092148","0.0585231995740511","0.0968646206443785","3"
"Min 1x per month","2007","Berlin","Rural Area","","","","","3"
"Min 1x per month","2007","Brandenburg","Urban Area","14","","","","3"
"Min 1x per month","2007","Brandenburg","Rural Area","51","0.0713615235000944","0.0533419107620328","0.089381136238156","3"
"Min 1x per month","2007","Thuringia","Rural Area","49","0.069379405261425","0.0497392814831751","0.0890195290396749","3"
"Min 1x per month","2007","Saxony-Anhalt","Urban Area","19","","","","3"
"Min 1x per month","2007","Saxony-Anhalt","Rural Area","33","0.0733350096708273","0.0532481056115295","0.0934219137301251","3"
"Min 1x per month","2007","Thuringia","Urban Area","21","","","","3"
"Min 1x per week","2007","Hamburg","Urban Area","35","0.101445478294918","0.0669340455167349","0.135956911073102","2"
"Min 1x per week","2007","North Rhine-Westphalia","Urban Area","415","0.091184885006951","0.0823473692439085","0.100022400769993","2"
"Min 1x per week","2007","North Rhine-Westphalia","Rural Area","8","","","","2"
"Min 1x per week","2007","Hamburg","Rural Area","","","","","2"
"Min 1x per week","2007","Hesse","Urban Area","142","0.10698630524596","0.0890356881439071","0.124936922348013","2"
"Min 1x per week","2007","Hesse","Rural Area","32","0.104303925616508","0.0660306430954557","0.14257720813756","2"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","Urban Area","86","0.0780500434250489","0.0603867583321069","0.095713328517991","2"
"Min 1x per week","2007","Schleswig-Holstein","Rural Area","42","0.0868961599164064","0.0578388860258409","0.115953433806972","2"
"Min 1x per week","2007","Lower Saxony","Urban Area","114","0.107644375034931","0.0875185563561109","0.127770193713751","2"
"Min 1x per week","2007","Lower Saxony","Rural Area","83","0.108291665693308","0.0881127496984173","0.128470581688199","2"
"Min 1x per week","2007","Bremen","Urban Area","22","","","","2"
"Min 1x per week","2007","Bremen","Rural Area","","","","","2"
"Min 1x per week","2007","Schleswig-Holstein","Urban Area","24","","","","2"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","Rural Area","43","0.127735450477555","0.0964395677549287","0.159031333200182","2"
"Min 1x per week","2007","Saxony","Urban Area","89","0.126190991085745","0.102520371391082","0.149861610780409","2"
"Min 1x per week","2007","Saxony","Rural Area","47","0.0643043001452832","0.0467491404657897","0.0818594598247767","2"
"Min 1x per week","2007","Saxony-Anhalt","Urban Area","28","","","","2"
"Min 1x per week","2007","Mecklenburg-Western Pomerania","Urban Area","7","","","","2"
"Min 1x per week","2007","Saxony-Anhalt","Rural Area","69","0.0918255769679175","0.0695739168892893","0.114077237046546","2"
"Min 1x per week","2007","Thuringia","Urban Area","16","","","","2"
"Min 1x per week","2007","Thuringia","Rural Area","36","0.0620335141387551","0.0433890692591429","0.0806779590183673","2"
"Min 1x per week","2007","Baden-Württemberg","Rural Area","39","0.177447977453539","0.12707830017889","0.227817654728188","2"
"Min 1x per week","2007","Bavaria","Urban Area","156","0.090058130781076","0.0750896329906035","0.105026628571548","2"
"Min 1x per week","2007","Bavaria","Rural Area","160","0.08251992221404","0.0687640262180966","0.0962758182099834","2"
"Min 1x per week","2007","Baden-Württemberg","Urban Area","271","0.112851704332199","0.0998152950598205","0.125888113604577","2"
"Min 1x per week","2007","Berlin","Urban Area","88","0.103712363603824","0.0818777178153122","0.125547009392335","2"
"Min 1x per week","2007","Berlin","Rural Area","","","","","2"
"Min 1x per week","2007","Brandenburg","Urban Area","9","","","","2"
"Min 1x per week","2007","Brandenburg","Rural Area","77","0.0777228595848155","0.0589817557336495","0.0964639634359815","2"
"Min 1x per week","2007","Rhineland-Palatinate,Saarland","Rural Area","26","","","","2"
"Never","2007","Schleswig-Holstein","Urban Area","135","0.494113260870937","0.432384476699185","0.555842045042688","5"
"Never","2007","Schleswig-Holstein","Rural Area","207","0.561764987744091","0.510582032239301","0.612947943248881","5"
"Never","2007","Hamburg","Urban Area","138","0.518788600606982","0.461675256264469","0.575901944949494","5"
"Never","2007","Hamburg","Rural Area","","","","","5"
"Never","2007","Lower Saxony","Urban Area","490","0.579286163936178","0.547228721003671","0.611343606868686","5"
"Never","2007","Lower Saxony","Rural Area","535","0.619171846347221","0.587639301176695","0.650704391517746","5"
"Never","2007","Bremen","Urban Area","75","0.515579097891906","0.43451458987059","0.596643605913221","5"
"Never","2007","Bremen","Rural Area","","","","","5"
"Never","2007","North Rhine-Westphalia","Urban Area","2454","0.626653221588593","0.611804097182439","0.641502345994748","5"
"Never","2007","Thuringia","Rural Area","407","0.66460880335201","0.628116482985156","0.701101123718864","5"
"Never","2007","Mecklenburg-Western Pomerania","Urban Area","35","0.667627391656894","0.552218893343469","0.78303588997032","5"
"Never","2007","Mecklenburg-Western Pomerania","Rural Area","246","0.580729327663397","0.534465507136289","0.626993148190504","5"
"Never","2007","Saxony","Urban Area","370","0.516209965018895","0.480587100058081","0.551832829979709","5"
"Never","2007","Saxony","Rural Area","437","0.620606956121455","0.585879700740677","0.655334211502233","5"
"Never","2007","Saxony-Anhalt","Urban Area","113","0.556388286450689","0.491182497914591","0.621594074986788","5"
"Never","2007","Saxony-Anhalt","Rural Area","375","0.631558181708353","0.5943886497895","0.668727713627207","5"
"Never","2007","Thuringia","Urban Area","149","0.554491731848228","0.494986367927173","0.613997095769284","5"
"Never","2007","North Rhine-Westphalia","Rural Area","64","0.68467248938535","0.596218478903849","0.773126499866851","5"
"Never","2007","Hesse","Urban Area","634","0.598588678229871","0.570121443204327","0.627055913255415","5"
"Never","2007","Hesse","Rural Area","140","0.537931165284513","0.475502831947606","0.60035949862142","5"
"Never","2007","Rhineland-Palatinate,Saarland","Urban Area","549","0.63415899862093","0.602443138166782","0.665874859075077","5"
"Never","2007","Rhineland-Palatinate,Saarland","Rural Area","162","0.568206092865319","0.510291750497078","0.626120435233559","5"
"Never","2007","Baden-Württemberg","Urban Area","1155","0.528914199483857","0.508348265650038","0.549480133317676","5"
"Never","2007","Baden-Württemberg","Rural Area","113","0.551349141577516","0.485776971438401","0.616921311716632","5"
"Never","2007","Bavaria","Urban Area","660","0.505738617258065","0.47959586380289","0.53188137071324","5"
"Never","2007","Bavaria","Rural Area","809","0.585603996638068","0.560976461215944","0.610231532060192","5"
"Never","2007","Berlin","Urban Area","380","0.52585386322656","0.490094001997812","0.561613724455307","5"
"Never","2007","Berlin","Rural Area","","","","","5"
"Never","2007","Brandenburg","Urban Area","35","0.521653911667175","0.408601506339094","0.634706316995256","5"
"Never","2007","Brandenburg","Rural Area","439","0.603525750924738","0.56928482857075","0.637766673278726","5"
"Rarely","2007","Schleswig-Holstein","Urban Area","82","0.341413676249879","0.282868026322862","0.399959326176896","4"
"Rarely","2007","Schleswig-Holstein","Rural Area","92","0.308910401449032","0.261247778973079","0.356573023924985","4"
"Rarely","2007","Hamburg","Urban Area","91","0.295179843833006","0.24304153588779","0.347318151778222","4"
"Rarely","2007","Hamburg","Rural Area","","","","","4"
"Rarely","2007","Lower Saxony","Urban Area","247","0.25974948901213","0.231275021492902","0.288223956531358","4"
"Rarely","2007","Lower Saxony","Rural Area","212","0.205654973937635","0.179408975318477","0.231900972556793","4"
"Rarely","2007","Bremen","Urban Area","34","0.301234664343742","0.226814639174921","0.375654689512564","4"
"Rarely","2007","Bremen","Rural Area","","","","","4"
"Rarely","2007","North Rhine-Westphalia","Urban Area","967","0.230093496477307","0.217172316692754","0.24301467626186","4"
"Rarely","2007","North Rhine-Westphalia","Rural Area","25","","","","4"
"Rarely","2007","Hesse","Urban Area","267","0.23256363609307","0.208029073463601","0.25709819872254","4"
"Rarely","2007","Baden-Württemberg","Rural Area","52","0.214121187082927","0.160038337567519","0.268204036598336","4"
"Rarely","2007","Bavaria","Urban Area","454","0.308116222977101","0.283973637071301","0.332258808882901","4"
"Rarely","2007","Hesse","Rural Area","53","0.246871936064854","0.192879201230917","0.300864670898792","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","Urban Area","179","0.224712247094924","0.197228492427581","0.252196001762267","4"
"Rarely","2007","Rhineland-Palatinate,Saarland","Rural Area","74","0.247133064857478","0.196699522805224","0.297566606909731","4"
"Rarely","2007","Baden-Württemberg","Urban Area","591","0.261386595649171","0.243283365914935","0.279489825383407","4"
"Rarely","2007","Berlin","Rural Area","","","","","4"
"Rarely","2007","Brandenburg","Urban Area","17","","","","4"
"Rarely","2007","Bavaria","Rural Area","422","0.263685468557495","0.241656917022783","0.285714020092208","4"
"Rarely","2007","Berlin","Urban Area","222","0.292739863060402","0.260153363939384","0.32532636218142","4"
"Rarely","2007","Brandenburg","Rural Area","217","0.247389865990352","0.217185755988356","0.277593975992348","4"
"Rarely","2007","Mecklenburg-Western Pomerania","Rural Area","120","0.222710684851928","0.183701286861931","0.261720082841925","4"
"Rarely","2007","Thuringia","Rural Area","151","0.20397827724781","0.172832654131586","0.235123900364035","4"
"Rarely","2007","Saxony-Anhalt","Urban Area","63","0.263313756048747","0.205507650203554","0.321119861893941","4"
"Rarely","2007","Saxony-Anhalt","Rural Area","170","0.203281231652902","0.172271563666477","0.234290899639326","4"
"Rarely","2007","Thuringia","Urban Area","82","0.287102015775208","0.232937793926115","0.341266237624301","4"
"Rarely","2007","Mecklenburg-Western Pomerania","Urban Area","11","","","","4"
"Rarely","2007","Saxony","Rural Area","217","0.249402939050855","0.218437897106854","0.280367980994855","4"
"Rarely","2007","Saxony","Urban Area","229","0.277911258402221","0.245978565048444","0.309843951755999","4"
"Daily","2008","Schleswig-Holstein","Urban Area","3","","","","1"
"Daily","2008","Schleswig-Holstein","Rural Area","6","","","","1"
"Daily","2008","Hamburg","Urban Area","11","","","","1"
"Daily","2008","Hamburg","Rural Area","","","","","1"
"Daily","2008","Lower Saxony","Urban Area","25","","","","1"
"Daily","2008","Lower Saxony","Rural Area","20","","","","1"
"Daily","2008","Bremen","Urban Area","7","","","","1"
"Daily","2008","Bremen","Rural Area","","","","","1"
"Daily","2008","North Rhine-Westphalia","Urban Area","115","0.0252867358846593","0.0203140590959949","0.0302594126733236","1"
"Daily","2008","North Rhine-Westphalia","Rural Area","2","","","","1"
"Daily","2008","Hesse","Urban Area","33","0.0304581526373352","0.0202751820623484","0.040641123212322","1"
"Daily","2008","Hesse","Rural Area","6","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","Urban Area","25","","","","1"
"Daily","2008","Rhineland-Palatinate,Saarland","Rural Area","8","","","","1"
"Daily","2008","Baden-Württemberg","Urban Area","52","0.0219222644129123","0.0157211784748148","0.0281233503510099","1"
"Daily","2008","Baden-Württemberg","Rural Area","6","","","","1"
"Daily","2008","Bavaria","Urban Area","47","0.0370104330420165","0.026795064302037","0.0472258017819961","1"
