"pli0093_h","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"Daily","1990","Not Employed","Full Time","","","","","1"
"Daily","1990","Not Employed","Part Time","","","","","1"
"Daily","1990","Not Employed","Not Working","112","0.0326287540509877","0.0265808741692764","0.038676633932699","1"
"Daily","1990","Employed","Full Time","88","0.0233712427426559","0.0189163126603921","0.0278261728249197","1"
"Daily","1990","Employed","Part Time","55","0.0322423457624865","0.0238895255392499","0.0405951659857232","1"
"Daily","1990","Employed","Not Working","","","","","1"
"Min 1x per month","1990","Not Employed","Part Time","","","","","3"
"Min 1x per month","1990","Not Employed","Full Time","","","","","3"
"Min 1x per month","1990","Not Employed","Not Working","301","0.0930941870056325","0.0832029934770639","0.102985380534201","3"
"Min 1x per month","1990","Employed","Full Time","532","0.139015199541079","0.128813697488652","0.149216701593506","3"
"Min 1x per month","1990","Employed","Part Time","221","0.14641191332966","0.129695277100744","0.163128549558576","3"
"Min 1x per month","1990","Employed","Not Working","","","","","3"
"Min 1x per week","1990","Not Employed","Part Time","","","","","2"
"Min 1x per week","1990","Not Employed","Full Time","","","","","2"
"Min 1x per week","1990","Not Employed","Not Working","265","0.080310518927042","0.0710589976846255","0.0895620401694586","2"
"Min 1x per week","1990","Employed","Full Time","389","0.100062033385451","0.0912134003564572","0.108910666414444","2"
"Min 1x per week","1990","Employed","Part Time","194","0.130565824570016","0.114633849328962","0.14649779981107","2"
"Min 1x per week","1990","Employed","Not Working","","","","","2"
"Never","1990","Not Employed","Full Time","","","","","5"
"Never","1990","Not Employed","Part Time","","","","","5"
"Never","1990","Not Employed","Not Working","1919","0.573780574227305","0.556946243120477","0.590614905334134","5"
"Never","1990","Employed","Full Time","2070","0.391771135756246","0.377377020819323","0.40616525069317","5"
"Never","1990","Employed","Part Time","734","0.37457630266799","0.351689041422681","0.397463563913299","5"
"Never","1990","Employed","Not Working","","","","","5"
"Rarely","1990","Not Employed","Part Time","","","","","4"
"Rarely","1990","Not Employed","Not Working","718","0.220185965789032","0.206080200106121","0.234291731471943","4"
"Rarely","1990","Not Employed","Full Time","","","","","4"
"Rarely","1990","Employed","Part Time","514","0.316203613669848","0.294215735276556","0.33819149206314","4"
"Rarely","1990","Employed","Full Time","1339","0.345780388574568","0.331755571882257","0.359805205266879","4"
"Rarely","1990","Employed","Not Working","","","","","4"
"Daily","1991","Not Employed","Full Time","","","","","1"
"Daily","1991","Not Employed","Part Time","","","","","1"
"Daily","1991","Not Employed","Not Working","","","","","1"
"Daily","1991","Employed","Full Time","","","","","1"
"Daily","1991","Employed","Part Time","","","","","1"
"Daily","1991","Employed","Not Working","","","","","1"
"Min 1x per month","1991","Not Employed","Part Time","","","","","3"
"Min 1x per month","1991","Not Employed","Full Time","","","","","3"
"Min 1x per month","1991","Not Employed","Not Working","","","","","3"
"Min 1x per month","1991","Employed","Full Time","","","","","3"
"Min 1x per month","1991","Employed","Part Time","","","","","3"
"Min 1x per month","1991","Employed","Not Working","","","","","3"
"Min 1x per week","1991","Not Employed","Full Time","","","","","2"
"Min 1x per week","1991","Not Employed","Part Time","","","","","2"
"Min 1x per week","1991","Not Employed","Not Working","","","","","2"
"Min 1x per week","1991","Employed","Full Time","","","","","2"
"Min 1x per week","1991","Employed","Part Time","","","","","2"
"Min 1x per week","1991","Employed","Not Working","","","","","2"
"Never","1991","Not Employed","Full Time","","","","","5"
"Never","1991","Not Employed","Part Time","","","","","5"
"Never","1991","Not Employed","Not Working","","","","","5"
"Never","1991","Employed","Full Time","","","","","5"
"Never","1991","Employed","Part Time","","","","","5"
"Never","1991","Employed","Not Working","","","","","5"
"Rarely","1991","Not Employed","Part Time","","","","","4"
"Rarely","1991","Not Employed","Full Time","","","","","4"
"Rarely","1991","Not Employed","Not Working","","","","","4"
"Rarely","1991","Employed","Full Time","","","","","4"
"Rarely","1991","Employed","Part Time","","","","","4"
"Rarely","1991","Employed","Not Working","","","","","4"
"Daily","1992","Not Employed","Full Time","","","","","1"
"Daily","1992","Not Employed","Part Time","","","","","1"
"Daily","1992","Not Employed","Not Working","","","","","1"
"Daily","1992","Employed","Full Time","","","","","1"
"Daily","1992","Employed","Part Time","","","","","1"
"Daily","1992","Employed","Not Working","","","","","1"
"Min 1x per month","1992","Not Employed","Part Time","","","","","3"
"Min 1x per month","1992","Not Employed","Full Time","","","","","3"
"Min 1x per month","1992","Not Employed","Not Working","","","","","3"
"Min 1x per month","1992","Employed","Full Time","","","","","3"
"Min 1x per month","1992","Employed","Part Time","","","","","3"
"Min 1x per month","1992","Employed","Not Working","","","","","3"
"Min 1x per week","1992","Not Employed","Full Time","","","","","2"
"Min 1x per week","1992","Not Employed","Not Working","","","","","2"
"Min 1x per week","1992","Not Employed","Part Time","","","","","2"
"Min 1x per week","1992","Employed","Part Time","","","","","2"
"Min 1x per week","1992","Employed","Full Time","","","","","2"
"Min 1x per week","1992","Employed","Not Working","","","","","2"
"Never","1992","Not Employed","Full Time","","","","","5"
"Never","1992","Not Employed","Part Time","","","","","5"
"Never","1992","Not Employed","Not Working","","","","","5"
"Never","1992","Employed","Full Time","","","","","5"
"Never","1992","Employed","Part Time","","","","","5"
"Never","1992","Employed","Not Working","","","","","5"
"Rarely","1992","Not Employed","Full Time","","","","","4"
"Rarely","1992","Not Employed","Part Time","","","","","4"
"Rarely","1992","Not Employed","Not Working","","","","","4"
"Rarely","1992","Employed","Full Time","","","","","4"
"Rarely","1992","Employed","Part Time","","","","","4"
"Rarely","1992","Employed","Not Working","","","","","4"
"Daily","1993","Not Employed","Full Time","","","","","1"
"Daily","1993","Not Employed","Part Time","","","","","1"
"Daily","1993","Not Employed","Not Working","","","","","1"
"Daily","1993","Employed","Full Time","","","","","1"
"Daily","1993","Employed","Part Time","","","","","1"
"Daily","1993","Employed","Not Working","","","","","1"
"Min 1x per month","1993","Not Employed","Full Time","","","","","3"
"Min 1x per month","1993","Not Employed","Part Time","","","","","3"
"Min 1x per month","1993","Not Employed","Not Working","","","","","3"
"Min 1x per month","1993","Employed","Full Time","","","","","3"
"Min 1x per month","1993","Employed","Part Time","","","","","3"
"Min 1x per month","1993","Employed","Not Working","","","","","3"
"Min 1x per week","1993","Not Employed","Full Time","","","","","2"
"Min 1x per week","1993","Not Employed","Part Time","","","","","2"
"Min 1x per week","1993","Not Employed","Not Working","","","","","2"
"Min 1x per week","1993","Employed","Full Time","","","","","2"
"Min 1x per week","1993","Employed","Part Time","","","","","2"
"Min 1x per week","1993","Employed","Not Working","","","","","2"
"Never","1993","Not Employed","Full Time","","","","","5"
"Never","1993","Not Employed","Part Time","","","","","5"
"Never","1993","Not Employed","Not Working","","","","","5"
"Never","1993","Employed","Full Time","","","","","5"
"Never","1993","Employed","Part Time","","","","","5"
"Never","1993","Employed","Not Working","","","","","5"
"Rarely","1993","Not Employed","Full Time","","","","","4"
"Rarely","1993","Not Employed","Part Time","","","","","4"
"Rarely","1993","Not Employed","Not Working","","","","","4"
"Rarely","1993","Employed","Full Time","","","","","4"
"Rarely","1993","Employed","Part Time","","","","","4"
"Rarely","1993","Employed","Not Working","","","","","4"
"Daily","1994","Not Employed","Full Time","","","","","1"
"Daily","1994","Not Employed","Part Time","","","","","1"
"Daily","1994","Not Employed","Not Working","","","","","1"
"Daily","1994","Employed","Full Time","","","","","1"
"Daily","1994","Employed","Part Time","","","","","1"
"Daily","1994","Employed","Not Working","","","","","1"
"Min 1x per month","1994","Not Employed","Part Time","","","","","3"
"Min 1x per month","1994","Not Employed","Full Time","","","","","3"
"Min 1x per month","1994","Not Employed","Not Working","","","","","3"
"Min 1x per month","1994","Employed","Full Time","","","","","3"
"Min 1x per month","1994","Employed","Not Working","","","","","3"
"Min 1x per month","1994","Employed","Part Time","","","","","3"
"Min 1x per week","1994","Not Employed","Full Time","","","","","2"
"Min 1x per week","1994","Not Employed","Part Time","","","","","2"
"Min 1x per week","1994","Not Employed","Not Working","","","","","2"
"Min 1x per week","1994","Employed","Full Time","","","","","2"
"Min 1x per week","1994","Employed","Not Working","","","","","2"
"Min 1x per week","1994","Employed","Part Time","","","","","2"
"Never","1994","Not Employed","Full Time","","","","","5"
"Never","1994","Not Employed","Part Time","","","","","5"
"Never","1994","Not Employed","Not Working","","","","","5"
"Never","1994","Employed","Full Time","","","","","5"
"Never","1994","Employed","Part Time","","","","","5"
"Never","1994","Employed","Not Working","","","","","5"
"Rarely","1994","Not Employed","Part Time","","","","","4"
"Rarely","1994","Not Employed","Full Time","","","","","4"
"Rarely","1994","Employed","Full Time","","","","","4"
"Rarely","1994","Not Employed","Not Working","","","","","4"
"Rarely","1994","Employed","Part Time","","","","","4"
"Rarely","1994","Employed","Not Working","","","","","4"
"Daily","1995","Not Employed","Full Time","","","","","1"
"Daily","1995","Not Employed","Part Time","","","","","1"
"Daily","1995","Not Employed","Not Working","160","0.0325093734696326","0.0274917230699192","0.0375270238693461","1"
"Daily","1995","Employed","Full Time","98","0.0212371050553207","0.017554225811347","0.0249199842992944","1"
"Daily","1995","Employed","Part Time","91","0.0431140823136892","0.0353052768049045","0.0509228878224739","1"
"Daily","1995","Employed","Not Working","","","","","1"
"Min 1x per month","1995","Not Employed","Full Time","","","","","3"
"Min 1x per month","1995","Not Employed","Part Time","","","","","3"
"Min 1x per month","1995","Not Employed","Not Working","330","0.069282979764385","0.0620985083197746","0.0764674512089955","3"
"Min 1x per month","1995","Employed","Full Time","511","0.0996461860541732","0.091994836948913","0.107297535159433","3"
"Min 1x per month","1995","Employed","Part Time","254","0.113070618121268","0.100895747478024","0.125245488764512","3"
"Min 1x per month","1995","Employed","Not Working","","","","","3"
"Min 1x per week","1995","Not Employed","Full Time","","","","","2"
"Min 1x per week","1995","Not Employed","Part Time","","","","","2"
"Min 1x per week","1995","Not Employed","Not Working","392","0.0899893194679579","0.0818929290057486","0.0980857099301672","2"
"Min 1x per week","1995","Employed","Full Time","437","0.0860269759058628","0.0788641385446745","0.0931898132670512","2"
"Min 1x per week","1995","Employed","Part Time","259","0.109381693265599","0.0973821951669819","0.121381191364217","2"
"Min 1x per week","1995","Employed","Not Working","","","","","2"
"Never","1995","Not Employed","Full Time","","","","","5"
"Never","1995","Not Employed","Part Time","","","","","5"
"Never","1995","Not Employed","Not Working","2898","0.593071180709092","0.579172123241464","0.60697023817672","5"
"Never","1995","Employed","Full Time","2853","0.450896420473325","0.438185804301884","0.463607036644766","5"
"Never","1995","Employed","Part Time","1206","0.416810913805043","0.397856114681382","0.435765712928703","5"
"Never","1995","Employed","Not Working","","","","","5"
"Rarely","1995","Not Employed","Part Time","","","","","4"
"Rarely","1995","Not Employed","Full Time","","","","","4"
"Rarely","1995","Not Employed","Not Working","1019","0.215147146588932","0.203521031116838","0.226773262061026","4"
"Rarely","1995","Employed","Full Time","1988","0.342193312511318","0.330073777036853","0.354312847985784","4"
"Rarely","1995","Employed","Part Time","789","0.317622692494401","0.299724342317222","0.33552104267158","4"
"Rarely","1995","Employed","Not Working","","","","","4"
"Daily","1996","Not Employed","Full Time","","","","","1"
"Daily","1996","Not Employed","Part Time","","","","","1"
"Daily","1996","Not Employed","Not Working","","","","","1"
"Daily","1996","Employed","Full Time","","","","","1"
"Daily","1996","Employed","Part Time","","","","","1"
"Daily","1996","Employed","Not Working","","","","","1"
"Min 1x per month","1996","Not Employed","Full Time","","","","","3"
"Min 1x per month","1996","Not Employed","Part Time","","","","","3"
"Min 1x per month","1996","Not Employed","Not Working","","","","","3"
"Min 1x per month","1996","Employed","Full Time","","","","","3"
"Min 1x per month","1996","Employed","Part Time","","","","","3"
"Min 1x per month","1996","Employed","Not Working","","","","","3"
"Min 1x per week","1996","Not Employed","Full Time","","","","","2"
"Min 1x per week","1996","Not Employed","Part Time","","","","","2"
"Min 1x per week","1996","Not Employed","Not Working","","","","","2"
"Min 1x per week","1996","Employed","Part Time","","","","","2"
"Min 1x per week","1996","Employed","Full Time","","","","","2"
"Min 1x per week","1996","Employed","Not Working","","","","","2"
"Never","1996","Not Employed","Full Time","","","","","5"
"Never","1996","Not Employed","Part Time","","","","","5"
"Never","1996","Not Employed","Not Working","","","","","5"
"Never","1996","Employed","Full Time","","","","","5"
"Never","1996","Employed","Part Time","","","","","5"
"Never","1996","Employed","Not Working","","","","","5"
"Rarely","1996","Not Employed","Part Time","","","","","4"
"Rarely","1996","Not Employed","Full Time","","","","","4"
"Rarely","1996","Not Employed","Not Working","","","","","4"
"Rarely","1996","Employed","Full Time","","","","","4"
"Rarely","1996","Employed","Part Time","","","","","4"
"Rarely","1996","Employed","Not Working","","","","","4"
"Daily","1997","Not Employed","Full Time","","","","","1"
"Daily","1997","Not Employed","Part Time","","","","","1"
"Daily","1997","Not Employed","Not Working","","","","","1"
"Daily","1997","Employed","Full Time","","","","","1"
"Daily","1997","Employed","Part Time","","","","","1"
"Daily","1997","Employed","Not Working","","","","","1"
"Min 1x per month","1997","Not Employed","Full Time","","","","","3"
"Min 1x per month","1997","Not Employed","Part Time","","","","","3"
"Min 1x per month","1997","Not Employed","Not Working","","","","","3"
"Min 1x per month","1997","Employed","Full Time","","","","","3"
"Min 1x per month","1997","Employed","Part Time","","","","","3"
"Min 1x per month","1997","Employed","Not Working","","","","","3"
"Min 1x per week","1997","Not Employed","Full Time","","","","","2"
"Min 1x per week","1997","Not Employed","Part Time","","","","","2"
"Min 1x per week","1997","Not Employed","Not Working","","","","","2"
"Min 1x per week","1997","Employed","Full Time","","","","","2"
"Min 1x per week","1997","Employed","Not Working","","","","","2"
"Min 1x per week","1997","Employed","Part Time","","","","","2"
"Never","1997","Not Employed","Full Time","","","","","5"
"Never","1997","Not Employed","Part Time","","","","","5"
"Never","1997","Not Employed","Not Working","","","","","5"
"Never","1997","Employed","Full Time","","","","","5"
"Never","1997","Employed","Part Time","","","","","5"
"Never","1997","Employed","Not Working","","","","","5"
"Rarely","1997","Not Employed","Full Time","","","","","4"
"Rarely","1997","Not Employed","Not Working","","","","","4"
"Rarely","1997","Not Employed","Part Time","","","","","4"
"Rarely","1997","Employed","Full Time","","","","","4"
"Rarely","1997","Employed","Part Time","","","","","4"
"Rarely","1997","Employed","Not Working","","","","","4"
"Daily","1998","Not Employed","Full Time","","","","","1"
"Daily","1998","Not Employed","Part Time","","","","","1"
"Daily","1998","Not Employed","Not Working","147","0.0281383234420836","0.023715370840009","0.0325612760441582","1"
"Daily","1998","Employed","Full Time","101","0.0218929778085892","0.0181819223846236","0.0256040332325548","1"
"Daily","1998","Employed","Not Working","","","","","1"
"Daily","1998","Employed","Part Time","72","0.0306926203747444","0.0243712269853931","0.0370140137640956","1"
"Min 1x per month","1998","Not Employed","Full Time","","","","","3"
"Min 1x per month","1998","Not Employed","Part Time","","","","","3"
"Min 1x per month","1998","Not Employed","Not Working","382","0.0678198932689417","0.0610949377757306","0.0745448487621527","3"
"Min 1x per month","1998","Employed","Full Time","533","0.0985398994043304","0.0909814772325056","0.106098321576155","3"
"Min 1x per month","1998","Employed","Not Working","","","","","3"
"Min 1x per month","1998","Employed","Part Time","241","0.0922666045869557","0.0816602412468497","0.102872967927062","3"
"Min 1x per week","1998","Not Employed","Full Time","","","","","2"
"Min 1x per week","1998","Not Employed","Part Time","","","","","2"
"Min 1x per week","1998","Not Employed","Not Working","419","0.0830797861631121","0.0756977799446738","0.0904617923815503","2"
"Min 1x per week","1998","Employed","Full Time","427","0.0820042630353703","0.0750461676043002","0.0889623584664403","2"
"Min 1x per week","1998","Employed","Part Time","255","0.0978827931107981","0.0869922450852339","0.108773341136362","2"
"Min 1x per week","1998","Employed","Not Working","","","","","2"
"Never","1998","Not Employed","Full Time","","","","","5"
"Never","1998","Not Employed","Part Time","","","","","5"
"Never","1998","Not Employed","Not Working","3344","0.61829454178838","0.605301140853827","0.631287942722933","5"
"Never","1998","Employed","Full Time","3050","0.480127889968824","0.467457833212119","0.492797946725529","5"
"Never","1998","Employed","Part Time","1445","0.468371236174724","0.450083311774264","0.486659160575185","5"
"Never","1998","Employed","Not Working","","","","","5"
"Rarely","1998","Not Employed","Full Time","","","","","4"
"Rarely","1998","Not Employed","Part Time","","","","","4"
"Rarely","1998","Not Employed","Not Working","1078","0.202667455337483","0.19191586518173","0.213419045493236","4"
"Rarely","1998","Employed","Full Time","1862","0.317434969782886","0.305630370883216","0.329239568682556","4"
"Rarely","1998","Employed","Not Working","","","","","4"
"Rarely","1998","Employed","Part Time","847","0.310786745752777","0.293824899225904","0.327748592279651","4"
"Daily","1999","Not Employed","Full Time","","","","","1"
"Daily","1999","Not Employed","Part Time","","","","","1"
"Daily","1999","Not Employed","Not Working","","","","","1"
"Daily","1999","Employed","Full Time","","","","","1"
"Daily","1999","Employed","Not Working","","","","","1"
"Daily","1999","Employed","Part Time","","","","","1"
"Min 1x per month","1999","Not Employed","Full Time","","","","","3"
"Min 1x per month","1999","Not Employed","Part Time","","","","","3"
"Min 1x per month","1999","Not Employed","Not Working","","","","","3"
"Min 1x per month","1999","Employed","Full Time","","","","","3"
"Min 1x per month","1999","Employed","Not Working","","","","","3"
"Min 1x per month","1999","Employed","Part Time","","","","","3"
"Min 1x per week","1999","Not Employed","Full Time","","","","","2"
"Min 1x per week","1999","Not Employed","Part Time","","","","","2"
"Min 1x per week","1999","Not Employed","Not Working","","","","","2"
"Min 1x per week","1999","Employed","Full Time","","","","","2"
"Min 1x per week","1999","Employed","Not Working","","","","","2"
"Min 1x per week","1999","Employed","Part Time","","","","","2"
"Never","1999","Not Employed","Part Time","","","","","5"
"Never","1999","Not Employed","Full Time","","","","","5"
"Never","1999","Not Employed","Not Working","","","","","5"
"Never","1999","Employed","Full Time","","","","","5"
"Never","1999","Employed","Part Time","","","","","5"
"Never","1999","Employed","Not Working","","","","","5"
"Rarely","1999","Not Employed","Full Time","","","","","4"
"Rarely","1999","Not Employed","Part Time","","","","","4"
"Rarely","1999","Not Employed","Not Working","","","","","4"
"Rarely","1999","Employed","Full Time","","","","","4"
"Rarely","1999","Employed","Part Time","","","","","4"
"Rarely","1999","Employed","Not Working","","","","","4"
"Daily","2000","Not Employed","Full Time","","","","","1"
"Daily","2000","Not Employed","Part Time","","","","","1"
"Daily","2000","Not Employed","Not Working","","","","","1"
"Daily","2000","Employed","Full Time","","","","","1"
"Daily","2000","Employed","Part Time","","","","","1"
"Daily","2000","Employed","Not Working","","","","","1"
"Min 1x per month","2000","Not Employed","Full Time","","","","","3"
"Min 1x per month","2000","Not Employed","Part Time","","","","","3"
"Min 1x per month","2000","Not Employed","Not Working","","","","","3"
"Min 1x per month","2000","Employed","Full Time","","","","","3"
"Min 1x per month","2000","Employed","Part Time","","","","","3"
"Min 1x per month","2000","Employed","Not Working","","","","","3"
"Min 1x per week","2000","Not Employed","Full Time","","","","","2"
"Min 1x per week","2000","Not Employed","Part Time","","","","","2"
"Min 1x per week","2000","Not Employed","Not Working","","","","","2"
"Min 1x per week","2000","Employed","Full Time","","","","","2"
"Min 1x per week","2000","Employed","Part Time","","","","","2"
"Min 1x per week","2000","Employed","Not Working","","","","","2"
"Never","2000","Not Employed","Full Time","","","","","5"
"Never","2000","Not Employed","Part Time","","","","","5"
"Never","2000","Not Employed","Not Working","","","","","5"
"Never","2000","Employed","Full Time","","","","","5"
"Never","2000","Employed","Part Time","","","","","5"
"Never","2000","Employed","Not Working","","","","","5"
"Rarely","2000","Not Employed","Full Time","","","","","4"
"Rarely","2000","Not Employed","Part Time","","","","","4"
"Rarely","2000","Not Employed","Not Working","","","","","4"
"Rarely","2000","Employed","Full Time","","","","","4"
"Rarely","2000","Employed","Part Time","","","","","4"
"Rarely","2000","Employed","Not Working","","","","","4"
"Daily","2001","Not Employed","Full Time","","","","","1"
"Daily","2001","Not Employed","Part Time","","","","","1"
"Daily","2001","Not Employed","Not Working","","","","","1"
"Daily","2001","Employed","Full Time","","","","","1"
"Daily","2001","Employed","Not Working","","","","","1"
"Daily","2001","Employed","Part Time","","","","","1"
"Min 1x per month","2001","Not Employed","Full Time","","","","","3"
"Min 1x per month","2001","Not Employed","Part Time","","","","","3"
"Min 1x per month","2001","Not Employed","Not Working","444","0.0601751885638579","0.0549711687043539","0.0653792084233619","3"
"Min 1x per month","2001","Employed","Full Time","521","0.0613536825202755","0.0563946760456173","0.0663126889949338","3"
"Min 1x per month","2001","Employed","Part Time","328","0.0689337589740422","0.0617653258177042","0.0761021921303801","3"
"Min 1x per month","2001","Employed","Not Working","","","","","3"
"Min 1x per week","2001","Not Employed","Part Time","","","","","2"
"Min 1x per week","2001","Not Employed","Full Time","","","","","2"
"Min 1x per week","2001","Not Employed","Not Working","678","0.079966981644164","0.0740313926487735","0.0859025706395546","2"
"Min 1x per week","2001","Employed","Full Time","665","0.0756394801684809","0.0701753840615909","0.081103576275371","2"
"Min 1x per week","2001","Employed","Part Time","543","0.115744702481022","0.106692435258444","0.124796969703599","2"
"Min 1x per week","2001","Employed","Not Working","","","","","2"
"Never","2001","Not Employed","Part Time","","","","","5"
"Never","2001","Not Employed","Full Time","","","","","5"
"Never","2001","Not Employed","Not Working","5454","0.685194793477343","0.675031493540102","0.695358093414583","5"
"Never","2001","Employed","Full Time","5450","0.601923436814371","0.591808171020009","0.612038702608733","5"
"Never","2001","Employed","Part Time","2739","0.574956632843694","0.560968745203433","0.588944520483955","5"
"Never","2001","Employed","Not Working","","","","","5"
"Rarely","2001","Not Employed","Full Time","","","","","4"
"Rarely","2001","Not Employed","Part Time","","","","","4"
"Rarely","2001","Not Employed","Not Working","1446","0.174663036314635","0.166354530790376","0.182971541838894","4"
"Rarely","2001","Employed","Part Time","1188","0.240364905701242","0.228274078650547","0.252455732751937","4"
"Rarely","2001","Employed","Full Time","2360","0.261083400496873","0.252007061475283","0.270159739518462","4"
"Rarely","2001","Employed","Not Working","","","","","4"
"Daily","2002","Not Employed","Full Time","","","","","1"
"Daily","2002","Not Employed","Part Time","","","","","1"
"Daily","2002","Not Employed","Not Working","","","","","1"
"Daily","2002","Employed","Full Time","","","","","1"
"Daily","2002","Employed","Not Working","","","","","1"
"Daily","2002","Employed","Part Time","","","","","1"
"Min 1x per month","2002","Not Employed","Full Time","","","","","3"
"Min 1x per month","2002","Not Employed","Part Time","","","","","3"
"Min 1x per month","2002","Not Employed","Not Working","","","","","3"
"Min 1x per month","2002","Employed","Full Time","","","","","3"
"Min 1x per month","2002","Employed","Part Time","","","","","3"
"Min 1x per month","2002","Employed","Not Working","","","","","3"
"Min 1x per week","2002","Not Employed","Full Time","","","","","2"
"Min 1x per week","2002","Not Employed","Part Time","","","","","2"
"Min 1x per week","2002","Not Employed","Not Working","","","","","2"
"Min 1x per week","2002","Employed","Full Time","","","","","2"
"Min 1x per week","2002","Employed","Not Working","","","","","2"
"Min 1x per week","2002","Employed","Part Time","","","","","2"
"Never","2002","Not Employed","Full Time","","","","","5"
"Never","2002","Not Employed","Part Time","","","","","5"
"Never","2002","Not Employed","Not Working","","","","","5"
"Never","2002","Employed","Full Time","","","","","5"
"Never","2002","Employed","Part Time","","","","","5"
"Never","2002","Employed","Not Working","","","","","5"
"Rarely","2002","Not Employed","Full Time","","","","","4"
"Rarely","2002","Not Employed","Part Time","","","","","4"
"Rarely","2002","Not Employed","Not Working","","","","","4"
"Rarely","2002","Employed","Full Time","","","","","4"
"Rarely","2002","Employed","Part Time","","","","","4"
"Rarely","2002","Employed","Not Working","","","","","4"
"Daily","2003","Not Employed","Full Time","","","","","1"
"Daily","2003","Not Employed","Part Time","","","","","1"
"Daily","2003","Not Employed","Not Working","246","0.0251687016367935","0.0217640612317167","0.0285733420418702","1"
"Daily","2003","Employed","Full Time","163","0.0158244654250655","0.0132305896671715","0.0184183411829595","1"
"Daily","2003","Employed","Part Time","185","0.0371353859080456","0.0319538393234152","0.042316932492676","1"
"Daily","2003","Employed","Not Working","","","","","1"
"Min 1x per month","2003","Not Employed","Full Time","","","","","3"
"Min 1x per month","2003","Not Employed","Part Time","","","","","3"
"Min 1x per month","2003","Not Employed","Not Working","575","0.0680460543170663","0.0625724322221503","0.0735196764119824","3"
"Min 1x per month","2003","Employed","Full Time","886","0.0977421390955472","0.0915697311597564","0.103914547031338","3"
"Min 1x per month","2003","Employed","Part Time","513","0.0931447241343395","0.0851807297430946","0.101108718525584","3"
"Min 1x per month","2003","Employed","Not Working","","","","","3"
"Min 1x per week","2003","Not Employed","Part Time","","","","","2"
"Min 1x per week","2003","Not Employed","Full Time","","","","","2"
"Min 1x per week","2003","Not Employed","Not Working","691","0.0777102808583256","0.0718912717960358","0.0835292899206154","2"
"Min 1x per week","2003","Employed","Full Time","834","0.0884525378221075","0.0825506200272914","0.0943544556169237","2"
"Min 1x per week","2003","Employed","Not Working","","","","","2"
"Min 1x per week","2003","Employed","Part Time","645","0.110172293686489","0.101592596090947","0.118751991282031","2"
"Never","2003","Not Employed","Full Time","","","","","5"
"Never","2003","Not Employed","Part Time","","","","","5"
"Never","2003","Not Employed","Not Working","5044","0.640898426185946","0.630470946143886","0.651325906228005","5"
"Never","2003","Employed","Full Time","4332","0.500905769484995","0.490513326376138","0.511298212593851","5"
"Never","2003","Employed","Part Time","2368","0.483841969674501","0.470148108017714","0.497535831331288","5"
"Never","2003","Employed","Not Working","","","","","5"
"Rarely","2003","Not Employed","Full Time","","","","","4"
"Rarely","2003","Not Employed","Part Time","","","","","4"
"Rarely","2003","Not Employed","Not Working","1575","0.188176537001869","0.179681023274691","0.196672050729047","4"
"Rarely","2003","Employed","Full Time","2677","0.297075088172285","0.287577005423604","0.306573170920967","4"
"Rarely","2003","Employed","Not Working","","","","","4"
"Rarely","2003","Employed","Part Time","1405","0.275705626596624","0.263460502424086","0.287950750769163","4"
"Daily","2004","Not Employed","Full Time","","","","","1"
"Daily","2004","Not Employed","Part Time","","","","","1"
"Daily","2004","Not Employed","Not Working","","","","","1"
"Daily","2004","Employed","Part Time","","","","","1"
"Daily","2004","Employed","Full Time","","","","","1"
"Daily","2004","Employed","Not Working","","","","","1"
"Min 1x per month","2004","Not Employed","Full Time","","","","","3"
"Min 1x per month","2004","Not Employed","Part Time","","","","","3"
"Min 1x per month","2004","Not Employed","Not Working","","","","","3"
"Min 1x per month","2004","Employed","Full Time","","","","","3"
"Min 1x per month","2004","Employed","Part Time","","","","","3"
"Min 1x per month","2004","Employed","Not Working","","","","","3"
"Min 1x per week","2004","Not Employed","Full Time","","","","","2"
"Min 1x per week","2004","Not Employed","Not Working","","","","","2"
"Min 1x per week","2004","Not Employed","Part Time","","","","","2"
"Min 1x per week","2004","Employed","Full Time","","","","","2"
"Min 1x per week","2004","Employed","Part Time","","","","","2"
"Min 1x per week","2004","Employed","Not Working","","","","","2"
