"pli0093_h","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Rarely","2015","35-65 y.","Rural Area","1303","0.240591207858018","0.229123485328168","0.252058930387868"
"Rarely","2015","66 and older","Urban Area","623","0.184624468342357","0.171120126087417","0.198128810597297"
"Rarely","2015","66 and older","Rural Area","348","0.176999563279871","0.159158333529183","0.194840793030559"
"Never","2015","16-34 y.","Urban Area","2354","0.476179395578987","0.461829188995992","0.490529602161983"
"Never","2015","16-34 y.","Rural Area","1165","0.538654515599084","0.517096133705044","0.560212897493123"
"Never","2015","35-65 y.","Urban Area","5477","0.550624031444242","0.540816534780954","0.56043152810753"
"Never","2015","35-65 y.","Rural Area","3157","0.607999982903572","0.594902304697812","0.621097661109332"
"Never","2015","66 and older","Urban Area","1972","0.638270318769646","0.621546156706288","0.654994480833004"
"Never","2015","66 and older","Rural Area","1144","0.665629511497614","0.643576448919335","0.687682574075893"
"Daily","2016","16-34 y.","Urban Area","","","",""
"Daily","2016","16-34 y.","Rural Area","","","",""
"Daily","2016","35-65 y.","Urban Area","","","",""
"Daily","2016","35-65 y.","Rural Area","","","",""
"Daily","2016","66 and older","Urban Area","","","",""
"Daily","2016","66 and older","Rural Area","","","",""
"Min 1x per week","2016","16-34 y.","Urban Area","","","",""
"Min 1x per week","2016","16-34 y.","Rural Area","","","",""
"Min 1x per week","2016","35-65 y.","Urban Area","","","",""
"Min 1x per week","2016","35-65 y.","Rural Area","","","",""
"Min 1x per week","2016","66 and older","Urban Area","","","",""
"Min 1x per week","2016","66 and older","Rural Area","","","",""
"Min 1x per month","2016","16-34 y.","Urban Area","","","",""
"Min 1x per month","2016","16-34 y.","Rural Area","","","",""
"Min 1x per month","2016","35-65 y.","Urban Area","","","",""
"Min 1x per month","2016","35-65 y.","Rural Area","","","",""
"Min 1x per month","2016","66 and older","Urban Area","","","",""
"Min 1x per month","2016","66 and older","Rural Area","","","",""
"Rarely","2016","16-34 y.","Urban Area","","","",""
"Rarely","2016","16-34 y.","Rural Area","","","",""
"Rarely","2016","35-65 y.","Urban Area","","","",""
"Rarely","2016","35-65 y.","Rural Area","","","",""
"Rarely","2016","66 and older","Urban Area","","","",""
"Rarely","2016","66 and older","Rural Area","","","",""
"Never","2016","16-34 y.","Urban Area","","","",""
"Never","2016","16-34 y.","Rural Area","","","",""
"Never","2016","35-65 y.","Urban Area","","","",""
"Never","2016","35-65 y.","Rural Area","","","",""
"Never","2016","66 and older","Urban Area","","","",""
"Never","2016","66 and older","Rural Area","","","",""
"Daily","2017","16-34 y.","Urban Area","67","0.00124967180246629","0.000394300925124825","0.00210504267980776"
"Daily","2017","16-34 y.","Rural Area","31","0.00111022698183406","-9.8474357758462e-05","0.00231892832142659"
"Daily","2017","35-65 y.","Urban Area","29","","",""
"Daily","2017","35-65 y.","Rural Area","10","","",""
"Daily","2017","66 and older","Urban Area","","","",""
"Daily","2017","66 and older","Rural Area","","","",""
"Min 1x per week","2017","16-34 y.","Urban Area","968","0.181226820074428","0.171900269571978","0.190553370576878"
"Min 1x per week","2017","16-34 y.","Rural Area","340","0.119626963803554","0.107848131529526","0.131405796077582"
"Min 1x per week","2017","35-65 y.","Urban Area","1415","0.127321298006054","0.121213371321154","0.133429224690955"
"Min 1x per week","2017","35-65 y.","Rural Area","661","0.109226905892709","0.101465139680065","0.116988672105353"
"Min 1x per week","2017","66 and older","Urban Area","413","0.133168876317427","0.121363859255277","0.144973893379576"
"Min 1x per week","2017","66 and older","Rural Area","219","0.123314150201548","0.108395802434041","0.138232497969055"
"Min 1x per month","2017","16-34 y.","Urban Area","587","0.104384064077592","0.0969810936572685","0.111787034497915"
"Min 1x per month","2017","16-34 y.","Rural Area","293","0.115030527042448","0.103450087836453","0.126610966248444"
"Min 1x per month","2017","35-65 y.","Urban Area","837","0.0760853836927382","0.0712271026471158","0.0809436647383606"
"Min 1x per month","2017","35-65 y.","Rural Area","423","0.0807486190215559","0.0739691310617144","0.0875281069813975"
"Min 1x per month","2017","66 and older","Urban Area","231","0.0668607088850598","0.0581819678433591","0.0755394499267606"
"Min 1x per month","2017","66 and older","Rural Area","99","0.0533596254033289","0.0431621851602757","0.0635570656463821"
"Rarely","2017","16-34 y.","Urban Area","1431","0.256890715145338","0.246312106402243","0.267469323888433"
"Rarely","2017","16-34 y.","Rural Area","640","0.237405883835353","0.221962346036522","0.252849421634184"
"Rarely","2017","35-65 y.","Urban Area","2786","0.265247761878888","0.257158434328516","0.27333708942926"
"Rarely","2017","35-65 y.","Rural Area","1504","0.26502386285151","0.254041613357856","0.276006112345163"
"Rarely","2017","66 and older","Urban Area","660","0.185974986713076","0.17245599983304","0.199493973593113"
"Rarely","2017","66 and older","Rural Area","392","0.203074408564584","0.184821639607166","0.221327177522001"
"Never","2017","16-34 y.","Urban Area","3500","0.456248728900176","0.444189237742956","0.468308220057397"
"Never","2017","16-34 y.","Rural Area","1612","0.526826398336811","0.508704722844553","0.544948073829068"
"Never","2017","35-65 y.","Urban Area","6374","0.531171748972465","0.522027659446746","0.540315838498184"
"Never","2017","35-65 y.","Rural Area","3606","0.544874040438631","0.53248247830542","0.557265602571841"
"Never","2017","66 and older","Urban Area","1878","0.613995428084437","0.597080241358272","0.630910614810603"
"Never","2017","66 and older","Rural Area","1156","0.620251815830539","0.598231469435105","0.642272162225973"
"Daily","2018","16-34 y.","Urban Area","40","0.0384861263326803","0.0288186445564284","0.0481536081089322"
"Daily","2018","16-34 y.","Rural Area","13","","",""
"Daily","2018","35-65 y.","Urban Area","15","","",""
"Daily","2018","35-65 y.","Rural Area","7","","",""
"Daily","2018","66 and older","Urban Area","","","",""
"Daily","2018","66 and older","Rural Area","","","",""
"Min 1x per week","2018","16-34 y.","Urban Area","114","0.0833677917821411","0.0694752986836745","0.0972602848806077"
"Min 1x per week","2018","16-34 y.","Rural Area","39","0.0810092643208167","0.0578455928224402","0.104172935819193"
"Min 1x per week","2018","35-65 y.","Urban Area","40","0.0507399067868988","0.0387775631816364","0.0627022503921612"
"Min 1x per week","2018","35-65 y.","Rural Area","26","","",""
"Min 1x per week","2018","66 and older","Urban Area","","","",""
"Min 1x per week","2018","66 and older","Rural Area","","","",""
"Min 1x per month","2018","16-34 y.","Urban Area","119","0.0964702502489752","0.081633068558121","0.111307431939829"
"Min 1x per month","2018","16-34 y.","Rural Area","44","0.0925902377881524","0.067982663218383","0.117197812357922"
"Min 1x per month","2018","35-65 y.","Urban Area","83","0.0585784247112176","0.045778431291315","0.0713784181311201"
"Min 1x per month","2018","35-65 y.","Rural Area","22","","",""
"Min 1x per month","2018","66 and older","Urban Area","1","","",""
"Min 1x per month","2018","66 and older","Rural Area","","","",""
"Rarely","2018","16-34 y.","Urban Area","263","0.160347413723002","0.141907270971564","0.178787556474441"
"Rarely","2018","16-34 y.","Rural Area","94","0.171726533626039","0.13970883865647","0.203744228595608"
"Rarely","2018","35-65 y.","Urban Area","225","0.168381091527227","0.147984496810782","0.188777686243672"
"Rarely","2018","35-65 y.","Rural Area","69","0.141778337513818","0.110540208782599","0.173016466245038"
"Rarely","2018","66 and older","Urban Area","4","","",""
"Rarely","2018","66 and older","Rural Area","","","",""
"Never","2018","16-34 y.","Urban Area","985","0.621328417913201","0.596951687756898","0.645705148069504"
"Never","2018","16-34 y.","Rural Area","343","0.621051436069714","0.579866499212709","0.662236372926719"
"Never","2018","35-65 y.","Urban Area","930","0.699572436989739","0.674584231939719","0.724560642039759"
"Never","2018","35-65 y.","Rural Area","355","0.774749600055965","0.737339075301573","0.812160124810357"
"Never","2018","66 and older","Urban Area","21","","",""
"Never","2018","66 and older","Rural Area","5","","",""
"Daily","2019","16-34 y.","Urban Area","291","0.0613376331552248","0.0544409571400641","0.0682343091703854"
"Daily","2019","16-34 y.","Rural Area","112","0.0506066394417948","0.0412250651886851","0.0599882136949045"
"Daily","2019","35-65 y.","Urban Area","379","0.0371587353936968","0.0334877969240445","0.0408296738633492"
"Daily","2019","35-65 y.","Rural Area","190","0.0292945121214413","0.0249535767697298","0.0336354474731527"
"Daily","2019","66 and older","Urban Area","177","0.0556171884182822","0.0475155153905762","0.0637188614459881"
"Daily","2019","66 and older","Rural Area","79","0.0416598273199967","0.032668309586111","0.0506513450538823"
"Min 1x per week","2019","16-34 y.","Urban Area","656","0.173643322450476","0.162755665503588","0.184530979397363"
"Min 1x per week","2019","16-34 y.","Rural Area","272","0.131415905238287","0.116955556147587","0.145876254328987"
"Min 1x per week","2019","35-65 y.","Urban Area","1204","0.116308516263704","0.110086582439201","0.122530450088207"
"Min 1x per week","2019","35-65 y.","Rural Area","626","0.109409326117344","0.10137383021681","0.117444822017877"
"Min 1x per week","2019","66 and older","Urban Area","338","0.111074612441592","0.0999666035783352","0.122182621304849"
"Min 1x per week","2019","66 and older","Rural Area","203","0.11408589382356","0.0997796306913546","0.128392156955765"
"Min 1x per month","2019","16-34 y.","Urban Area","484","0.104462971172589","0.0956718437388245","0.113254098606354"
"Min 1x per month","2019","16-34 y.","Rural Area","212","0.0958109325230103","0.0832133841343183","0.108408480911702"
"Min 1x per month","2019","35-65 y.","Urban Area","979","0.0932767142042626","0.0876326324063461","0.0989207960021791"
"Min 1x per month","2019","35-65 y.","Rural Area","500","0.0800726303854088","0.0730860403751824","0.0870592203956352"
"Min 1x per month","2019","66 and older","Urban Area","230","0.0666376404273464","0.0578214470780446","0.0754538337766483"
"Min 1x per month","2019","66 and older","Rural Area","141","0.0679900577407422","0.0566622099941537","0.0793179054873306"
"Rarely","2019","16-34 y.","Urban Area","943","0.242172415566153","0.229859265964947","0.254485565167358"
"Rarely","2019","16-34 y.","Rural Area","472","0.249537331762639","0.231015617250248","0.268059046275031"
"Rarely","2019","35-65 y.","Urban Area","2444","0.260201346753148","0.251686421629176","0.268716271877121"
"Rarely","2019","35-65 y.","Rural Area","1404","0.243549453939955","0.232500267766589","0.254598640113321"
"Rarely","2019","66 and older","Urban Area","659","0.20869897591514","0.194333263029935","0.223064688800345"
"Rarely","2019","66 and older","Rural Area","382","0.204694598632584","0.186537996245774","0.222851201019395"
"Never","2019","16-34 y.","Urban Area","2276","0.418383657655558","0.404205256130017","0.432562059181099"
"Never","2019","16-34 y.","Rural Area","1029","0.472629191034269","0.451261027928055","0.493997354140482"
"Never","2019","35-65 y.","Urban Area","5193","0.493054687385188","0.483351880292985","0.502757494477392"
"Never","2019","35-65 y.","Rural Area","3077","0.537674077435851","0.524839543204961","0.550508611666741"
"Never","2019","66 and older","Urban Area","1670","0.557971582797639","0.540415513148899","0.575527652446379"
"Never","2019","66 and older","Rural Area","1092","0.571569622483117","0.549301216864142","0.593838028102091"
