"plh0108","year","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very important","2013","West Germany","","","","","1"
"Very important","2013","East Germany","","","","","1"
"Important","2014","West Germany","","","","","2"
"Important","2014","East Germany","","","","","2"
"Less important","2014","West Germany","","","","","3"
"Less important","2014","East Germany","","","","","3"
"Quite unimportant","2014","West Germany","","","","","4"
"Quite unimportant","2014","East Germany","","","","","4"
"Very important","2014","West Germany","","","","","1"
"Very important","2014","East Germany","","","","","1"
"Important","2015","West Germany","","","","","2"
"Important","2015","East Germany","","","","","2"
"Less important","2015","West Germany","","","","","3"
"Less important","2015","East Germany","","","","","3"
"Quite unimportant","2015","West Germany","","","","","4"
"Quite unimportant","2015","East Germany","","","","","4"
"Very important","2015","West Germany","","","","","1"
"Very important","2015","East Germany","","","","","1"
"Important","2016","West Germany","7063","0.353828507672698","0.347069288648054","0.360587726697342","2"
"Important","2016","East Germany","1492","0.26332079755493","0.25117217074762","0.27546942436224","2"
"Less important","2016","West Germany","5399","0.287695677738481","0.281296477933335","0.294094877543627","3"
"Less important","2016","East Germany","1461","0.301541487786105","0.288882783647539","0.314200191924671","3"
"Quite unimportant","2016","West Germany","2559","0.155923226603078","0.15079493639577","0.161051516810385","4"
"Quite unimportant","2016","East Germany","1194","0.276146368096098","0.2638141711329","0.288478565059297","4"
"Very important","2016","West Germany","4203","0.202552587985743","0.196871308731776","0.208233867239711","1"
"Very important","2016","East Germany","902","0.158991346562867","0.14890503494353","0.169077658182203","1"
