"plh0108","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Important","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1990","16-34 y.","1-pers.-HH","136","0.567025778986702","0.503675784474625","0.630375773498779"
"Less important","1990","16-34 y.","(Married) couple without C. ","235","0.423712478684971","0.382564505916846","0.464860451453096"
"Less important","1990","16-34 y.","Single parent ","81","0.423532347960928","0.35213699522943","0.494927700692425"
"Less important","1990","16-34 y.","Couple + C. LE 16 ","229","0.309939033476303","0.276298594916422","0.343579472036184"
"Less important","1990","16-34 y.","Couple + C. GT 16 ","281","0.451324619542626","0.412154536221548","0.490494702863704"
"Less important","1990","16-34 y.","Couple + C. LE and GT 16","81","0.470929202624222","0.395224202944798","0.546634202303647"
"Less important","1990","35-65 y.","1-pers.-HH","99","0.325481193428363","0.273153364766168","0.377809022090558"
"Less important","1990","35-65 y.","(Married) couple without C. ","302","0.324558598533627","0.295093857917412","0.354023339149842"
"Less important","1990","35-65 y.","Single parent ","56","0.313477424361106","0.245326988718793","0.38162786000342"
"Less important","1990","35-65 y.","Couple + C. LE 16 ","198","0.264256491281819","0.232444125908336","0.296068856655301"
"Less important","1990","35-65 y.","Couple + C. GT 16 ","171","0.216300903931555","0.188540640908463","0.244061166954647"
"Less important","1990","35-65 y.","Couple + C. LE and GT 16","64","0.243432277160552","0.192242976730448","0.294621577590657"
"Less important","1990","66 and older","1-pers.-HH","88","0.243220620765511","0.199386830741394","0.287054410789627"
"Less important","1990","66 and older","(Married) couple without C. ","94","0.196980133985219","0.161837047714491","0.232123220255947"
"Less important","1990","66 and older","Single parent ","6","","",""
"Less important","1990","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1990","66 and older","Couple + C. GT 16 ","4","","",""
"Less important","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1990","16-34 y.","1-pers.-HH","48","0.222951078904492","0.169734968329651","0.276167189479333"
"Quite unimportant","1990","16-34 y.","(Married) couple without C. ","67","0.133624275363096","0.105291505909317","0.161957044816876"
"Quite unimportant","1990","16-34 y.","Single parent ","19","","",""
"Quite unimportant","1990","16-34 y.","Couple + C. LE 16 ","61","0.0884629391668361","0.0678068724175189","0.109119005916153"
"Quite unimportant","1990","16-34 y.","Couple + C. GT 16 ","59","0.108126203448401","0.083682363827332","0.13257004306947"
"Quite unimportant","1990","16-34 y.","Couple + C. LE and GT 16","13","","",""
"Quite unimportant","1990","35-65 y.","1-pers.-HH","95","0.318784212865279","0.266741073337775","0.370827352392784"
"Quite unimportant","1990","35-65 y.","(Married) couple without C. ","155","0.156754577659567","0.133874929789788","0.179634225529346"
"Quite unimportant","1990","35-65 y.","Single parent ","39","0.241760067415971","0.178862521579521","0.304657613252421"
"Quite unimportant","1990","35-65 y.","Couple + C. LE 16 ","52","0.0703074025729529","0.0518619156820111","0.0887528894638947"
"Quite unimportant","1990","35-65 y.","Couple + C. GT 16 ","65","0.078212320081369","0.0601083938771806","0.0963162462855573"
"Quite unimportant","1990","35-65 y.","Couple + C. LE and GT 16","14","","",""
"Quite unimportant","1990","66 and older","1-pers.-HH","185","0.527036159073654","0.476025802711573","0.578046515435735"
"Quite unimportant","1990","66 and older","(Married) couple without C. ","110","0.230751114913367","0.19352301409136","0.267979215735374"
"Quite unimportant","1990","66 and older","Single parent ","4","","",""
"Quite unimportant","1990","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1990","66 and older","Couple + C. GT 16 ","11","","",""
"Quite unimportant","1990","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1991","16-34 y.","1-pers.-HH","","","",""
"Very important","1991","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1991","16-34 y.","Single parent ","","","",""
"Very important","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1991","35-65 y.","1-pers.-HH","","","",""
"Very important","1991","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1991","35-65 y.","Single parent ","","","",""
"Very important","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1991","66 and older","1-pers.-HH","","","",""
"Very important","1991","66 and older","(Married) couple without C. ","","","",""
"Very important","1991","66 and older","Single parent ","","","",""
"Very important","1991","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1991","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1991","16-34 y.","1-pers.-HH","","","",""
"Important","1991","16-34 y.","(Married) couple without C. ","","","",""
"Important","1991","16-34 y.","Single parent ","","","",""
"Important","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1991","35-65 y.","1-pers.-HH","","","",""
"Important","1991","35-65 y.","(Married) couple without C. ","","","",""
"Important","1991","35-65 y.","Single parent ","","","",""
"Important","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1991","66 and older","1-pers.-HH","","","",""
"Important","1991","66 and older","(Married) couple without C. ","","","",""
"Important","1991","66 and older","Single parent ","","","",""
"Important","1991","66 and older","Couple + C. LE 16 ","","","",""
"Important","1991","66 and older","Couple + C. GT 16 ","","","",""
"Important","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1991","16-34 y.","1-pers.-HH","","","",""
"Less important","1991","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1991","16-34 y.","Single parent ","","","",""
"Less important","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1991","35-65 y.","1-pers.-HH","","","",""
"Less important","1991","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1991","35-65 y.","Single parent ","","","",""
"Less important","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1991","66 and older","1-pers.-HH","","","",""
"Less important","1991","66 and older","(Married) couple without C. ","","","",""
"Less important","1991","66 and older","Single parent ","","","",""
"Less important","1991","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1991","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1991","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1991","16-34 y.","Single parent ","","","",""
"Quite unimportant","1991","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1991","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1991","35-65 y.","Single parent ","","","",""
"Quite unimportant","1991","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1991","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1991","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1991","66 and older","Single parent ","","","",""
"Quite unimportant","1991","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1991","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1991","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1992","16-34 y.","1-pers.-HH","22","","",""
"Very important","1992","16-34 y.","(Married) couple without C. ","115","0.177069624218298","0.148034904985848","0.206104343450747"
"Very important","1992","16-34 y.","Single parent ","31","0.116182684899266","0.0766969898124919","0.155668379986039"
"Very important","1992","16-34 y.","Couple + C. LE 16 ","395","0.293100521887507","0.269084798418888","0.317116245356127"
"Very important","1992","16-34 y.","Couple + C. GT 16 ","118","0.142691705343357","0.119011036819278","0.166372373867437"
"Very important","1992","16-34 y.","Couple + C. LE and GT 16","36","0.143742326501375","0.101661231374106","0.185823421628644"
"Very important","1992","35-65 y.","1-pers.-HH","36","0.0858581905910692","0.058674046624371","0.113042334557767"
"Very important","1992","35-65 y.","(Married) couple without C. ","371","0.235425169734187","0.214564771885806","0.256285567582568"
"Very important","1992","35-65 y.","Single parent ","34","0.127290881088952","0.0858092663293829","0.168772495848521"
"Very important","1992","35-65 y.","Couple + C. LE 16 ","382","0.28901972800841","0.264730564780609","0.31330889123621"
"Very important","1992","35-65 y.","Couple + C. GT 16 ","364","0.302754847377294","0.277385977378645","0.328123717375943"
"Very important","1992","35-65 y.","Couple + C. LE and GT 16","125","0.265970844693133","0.225146849373604","0.306794840012662"
"Very important","1992","66 and older","1-pers.-HH","47","0.0948488044347422","0.0687181058250794","0.120979503044405"
"Very important","1992","66 and older","(Married) couple without C. ","202","0.288208856078892","0.254216140957399","0.322201571200386"
"Very important","1992","66 and older","Single parent ","10","","",""
"Very important","1992","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1992","66 and older","Couple + C. GT 16 ","25","","",""
"Very important","1992","66 and older","Couple + C. LE and GT 16","1","","",""
"Important","1992","16-34 y.","1-pers.-HH","62","0.206307326170762","0.160208937368365","0.252405714973159"
"Important","1992","16-34 y.","(Married) couple without C. ","211","0.276437148030781","0.24241980541517","0.310454490646391"
"Important","1992","16-34 y.","Single parent ","55","0.226616120295094","0.175030246867881","0.278201993722307"
"Important","1992","16-34 y.","Couple + C. LE 16 ","410","0.312635283988284","0.28817727159149","0.337093296385077"
"Important","1992","16-34 y.","Couple + C. GT 16 ","247","0.294574342782507","0.263710559121172","0.325438126443842"
"Important","1992","16-34 y.","Couple + C. LE and GT 16","79","0.307505875862415","0.252154653511871","0.362857098212958"
"Important","1992","35-65 y.","1-pers.-HH","76","0.189472369553235","0.151446875548593","0.227497863557878"
"Important","1992","35-65 y.","(Married) couple without C. ","450","0.308378452330681","0.285671313650018","0.331085591011344"
"Important","1992","35-65 y.","Single parent ","59","0.289827341776119","0.233363047902663","0.346291635649575"
"Important","1992","35-65 y.","Couple + C. LE 16 ","427","0.340892230812394","0.315493804913888","0.366290656710899"
"Important","1992","35-65 y.","Couple + C. GT 16 ","456","0.381480948521085","0.354659897890977","0.408301999151193"
"Important","1992","35-65 y.","Couple + C. LE and GT 16","158","0.361170501020827","0.316790178804226","0.405550823237428"
"Important","1992","66 and older","1-pers.-HH","98","0.199081315948482","0.163470330687333","0.23469230120963"
"Important","1992","66 and older","(Married) couple without C. ","190","0.302335860287842","0.267867237196797","0.336804483378888"
"Important","1992","66 and older","Single parent ","14","","",""
"Important","1992","66 and older","Couple + C. LE 16 ","","","",""
"Important","1992","66 and older","Couple + C. GT 16 ","32","0.380316251836736","0.275241430506071","0.485391073167401"
"Important","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1992","16-34 y.","1-pers.-HH","164","0.548770789965221","0.492082111647822","0.60545946828262"
"Less important","1992","16-34 y.","(Married) couple without C. ","279","0.460878938095185","0.422964848545254","0.498793027645117"
"Less important","1992","16-34 y.","Single parent ","120","0.48180657498954","0.42023643504607","0.543376714933009"
"Less important","1992","16-34 y.","Couple + C. LE 16 ","480","0.33030677325232","0.305492289709088","0.355121256795552"
"Less important","1992","16-34 y.","Couple + C. GT 16 ","380","0.454322097507081","0.420610743541909","0.488033451472253"
"Less important","1992","16-34 y.","Couple + C. LE and GT 16","125","0.454907597553251","0.395178064464377","0.514637130642125"
"Less important","1992","35-65 y.","1-pers.-HH","135","0.346316525728542","0.300148811794383","0.392484239662702"
"Less important","1992","35-65 y.","(Married) couple without C. ","451","0.281216188932006","0.259110429211691","0.303321948652322"
"Less important","1992","35-65 y.","Single parent ","87","0.327988100205903","0.269557576885798","0.386418623526008"
"Less important","1992","35-65 y.","Couple + C. LE 16 ","411","0.276967899750156","0.252989867351404","0.300945932148908"
"Less important","1992","35-65 y.","Couple + C. GT 16 ","314","0.220810438156498","0.197907342801592","0.243713533511404"
"Less important","1992","35-65 y.","Couple + C. LE and GT 16","121","0.272955023760944","0.231795720066717","0.314114327455172"
"Less important","1992","66 and older","1-pers.-HH","84","0.175453021640723","0.141532489725739","0.209373553555706"
"Less important","1992","66 and older","(Married) couple without C. ","99","0.146247163379035","0.119727640325723","0.172766686432347"
"Less important","1992","66 and older","Single parent ","6","","",""
"Less important","1992","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1992","66 and older","Couple + C. GT 16 ","9","","",""
"Less important","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1992","16-34 y.","1-pers.-HH","48","0.175451296859651","0.132121297430824","0.218781296288479"
"Quite unimportant","1992","16-34 y.","(Married) couple without C. ","59","0.0856142896557362","0.0643328063167347","0.106895772994738"
"Quite unimportant","1992","16-34 y.","Single parent ","47","0.175394619816101","0.128532811188754","0.222256428443448"
"Quite unimportant","1992","16-34 y.","Couple + C. LE 16 ","95","0.063957420871889","0.051048146801129","0.076866694942649"
"Quite unimportant","1992","16-34 y.","Couple + C. GT 16 ","93","0.108411854367054","0.0873621204225632","0.129461588311545"
"Quite unimportant","1992","16-34 y.","Couple + C. LE and GT 16","27","","",""
"Quite unimportant","1992","35-65 y.","1-pers.-HH","161","0.378352914127153","0.331294368361184","0.425411459893123"
"Quite unimportant","1992","35-65 y.","(Married) couple without C. ","317","0.174980189003125","0.156298644806282","0.193661733199968"
"Quite unimportant","1992","35-65 y.","Single parent ","68","0.254893676929027","0.200654772810943","0.30913258104711"
"Quite unimportant","1992","35-65 y.","Couple + C. LE 16 ","118","0.0931201414290405","0.0775491334944713","0.10869114936361"
"Quite unimportant","1992","35-65 y.","Couple + C. GT 16 ","126","0.0949537659451229","0.0787672157557619","0.111140316134484"
"Quite unimportant","1992","35-65 y.","Couple + C. LE and GT 16","46","0.099903630525096","0.0721974299077845","0.127609831142407"
"Quite unimportant","1992","66 and older","1-pers.-HH","254","0.530616857976053","0.486109809834929","0.575123906117178"
"Quite unimportant","1992","66 and older","(Married) couple without C. ","191","0.26320812025423","0.23015762582006","0.296258614688401"
"Quite unimportant","1992","66 and older","Single parent ","8","","",""
"Quite unimportant","1992","66 and older","Couple + C. LE 16 ","1","","",""
"Quite unimportant","1992","66 and older","Couple + C. GT 16 ","16","","",""
"Quite unimportant","1992","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1993","16-34 y.","1-pers.-HH","","","",""
"Very important","1993","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1993","16-34 y.","Single parent ","","","",""
"Very important","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1993","35-65 y.","1-pers.-HH","","","",""
"Very important","1993","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1993","35-65 y.","Single parent ","","","",""
"Very important","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1993","66 and older","1-pers.-HH","","","",""
"Very important","1993","66 and older","(Married) couple without C. ","","","",""
"Very important","1993","66 and older","Single parent ","","","",""
"Very important","1993","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1993","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1993","16-34 y.","1-pers.-HH","","","",""
"Important","1993","16-34 y.","(Married) couple without C. ","","","",""
"Important","1993","16-34 y.","Single parent ","","","",""
"Important","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1993","35-65 y.","1-pers.-HH","","","",""
"Important","1993","35-65 y.","(Married) couple without C. ","","","",""
"Important","1993","35-65 y.","Single parent ","","","",""
"Important","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1993","66 and older","1-pers.-HH","","","",""
"Important","1993","66 and older","(Married) couple without C. ","","","",""
"Important","1993","66 and older","Single parent ","","","",""
"Important","1993","66 and older","Couple + C. LE 16 ","","","",""
"Important","1993","66 and older","Couple + C. GT 16 ","","","",""
"Important","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1993","16-34 y.","1-pers.-HH","","","",""
"Less important","1993","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1993","16-34 y.","Single parent ","","","",""
"Less important","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1993","35-65 y.","1-pers.-HH","","","",""
"Less important","1993","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1993","35-65 y.","Single parent ","","","",""
"Less important","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1993","66 and older","1-pers.-HH","","","",""
"Less important","1993","66 and older","(Married) couple without C. ","","","",""
"Less important","1993","66 and older","Single parent ","","","",""
"Less important","1993","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1993","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1993","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1993","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1993","16-34 y.","Single parent ","","","",""
"Quite unimportant","1993","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1993","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1993","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1993","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1993","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1993","35-65 y.","Single parent ","","","",""
"Quite unimportant","1993","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1993","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1993","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1993","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1993","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1993","66 and older","Single parent ","","","",""
"Quite unimportant","1993","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1993","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1993","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1994","16-34 y.","1-pers.-HH","","","",""
"Very important","1994","16-34 y.","(Married) couple without C. ","","","",""
"Very important","1994","16-34 y.","Single parent ","","","",""
"Very important","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Very important","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Very important","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Very important","1994","35-65 y.","1-pers.-HH","","","",""
"Very important","1994","35-65 y.","(Married) couple without C. ","","","",""
"Very important","1994","35-65 y.","Single parent ","","","",""
"Very important","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Very important","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Very important","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Very important","1994","66 and older","1-pers.-HH","","","",""
"Very important","1994","66 and older","(Married) couple without C. ","","","",""
"Very important","1994","66 and older","Single parent ","","","",""
"Very important","1994","66 and older","Couple + C. LE 16 ","","","",""
"Very important","1994","66 and older","Couple + C. GT 16 ","","","",""
"Very important","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Important","1994","16-34 y.","1-pers.-HH","","","",""
"Important","1994","16-34 y.","(Married) couple without C. ","","","",""
"Important","1994","16-34 y.","Single parent ","","","",""
"Important","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Important","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Important","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Important","1994","35-65 y.","1-pers.-HH","","","",""
"Important","1994","35-65 y.","(Married) couple without C. ","","","",""
"Important","1994","35-65 y.","Single parent ","","","",""
"Important","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Important","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Important","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Important","1994","66 and older","1-pers.-HH","","","",""
"Important","1994","66 and older","(Married) couple without C. ","","","",""
"Important","1994","66 and older","Single parent ","","","",""
"Important","1994","66 and older","Couple + C. LE 16 ","","","",""
"Important","1994","66 and older","Couple + C. GT 16 ","","","",""
"Important","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Less important","1994","16-34 y.","1-pers.-HH","","","",""
"Less important","1994","16-34 y.","(Married) couple without C. ","","","",""
"Less important","1994","16-34 y.","Single parent ","","","",""
"Less important","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Less important","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Less important","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Less important","1994","35-65 y.","1-pers.-HH","","","",""
"Less important","1994","35-65 y.","(Married) couple without C. ","","","",""
"Less important","1994","35-65 y.","Single parent ","","","",""
"Less important","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Less important","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Less important","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Less important","1994","66 and older","1-pers.-HH","","","",""
"Less important","1994","66 and older","(Married) couple without C. ","","","",""
"Less important","1994","66 and older","Single parent ","","","",""
"Less important","1994","66 and older","Couple + C. LE 16 ","","","",""
"Less important","1994","66 and older","Couple + C. GT 16 ","","","",""
"Less important","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1994","16-34 y.","1-pers.-HH","","","",""
"Quite unimportant","1994","16-34 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1994","16-34 y.","Single parent ","","","",""
"Quite unimportant","1994","16-34 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1994","16-34 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1994","16-34 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1994","35-65 y.","1-pers.-HH","","","",""
"Quite unimportant","1994","35-65 y.","(Married) couple without C. ","","","",""
"Quite unimportant","1994","35-65 y.","Single parent ","","","",""
"Quite unimportant","1994","35-65 y.","Couple + C. LE 16 ","","","",""
"Quite unimportant","1994","35-65 y.","Couple + C. GT 16 ","","","",""
"Quite unimportant","1994","35-65 y.","Couple + C. LE and GT 16","","","",""
"Quite unimportant","1994","66 and older","1-pers.-HH","","","",""
"Quite unimportant","1994","66 and older","(Married) couple without C. ","","","",""
"Quite unimportant","1994","66 and older","Single parent ","","","",""
"Quite unimportant","1994","66 and older","Couple + C. LE 16 ","","","",""
"Quite unimportant","1994","66 and older","Couple + C. GT 16 ","","","",""
"Quite unimportant","1994","66 and older","Couple + C. LE and GT 16","","","",""
"Very important","1995","16-34 y.","1-pers.-HH","34","0.0792476050004729","0.0515735977812901","0.106921612219656"
"Very important","1995","16-34 y.","(Married) couple without C. ","167","0.225825145612608","0.196760153682611","0.254890137542604"
"Very important","1995","16-34 y.","Single parent ","34","0.136013982672475","0.0943456087492155","0.177682356595735"
"Very important","1995","16-34 y.","Couple + C. LE 16 ","358","0.306434106578664","0.280447632606569","0.33242058055076"
"Very important","1995","16-34 y.","Couple + C. GT 16 ","142","0.199408377151024","0.170851126659318","0.227965627642731"
"Very important","1995","16-34 y.","Couple + C. LE and GT 16","48","0.142732749773923","0.106497896216227","0.178967603331618"
"Very important","1995","35-65 y.","1-pers.-HH","54","0.121443720070244","0.0912640728476048","0.151623367292882"
