"plh0177","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"8 on Scale 1 to 10","1984","inadequately","Male","64","0.133339014419924","0.101058047482145","0.165619981357704","8"
"8 on Scale 1 to 10","1984","general elemantary","Female","421","0.189069402860121","0.173066946820468","0.205071858899774","8"
"8 on Scale 1 to 10","1984","middle vocational","Male","593","0.193768564550248","0.179981166159036","0.20755596294146","8"
"8 on Scale 1 to 10","1984","middle vocational","Female","473","0.189734834906499","0.174477630019904","0.204992039793093","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Male","34","0.203835010286129","0.147292939075961","0.260377081496296","8"
"8 on Scale 1 to 10","1984","higher vocational","Male","83","0.220127593826785","0.178578129421211","0.26167705823236","8"
"8 on Scale 1 to 10","1984","higher education","Male","113","0.206730191465995","0.172447247221233","0.241013135710758","8"
"8 on Scale 1 to 10","1984","higher education","Female","43","0.145769260621339","0.102542899081003","0.188995622161674","8"
"8 on Scale 1 to 10","1984","vocational + Abi","Female","21","","","","8"
"9 on Scale 1 to 10","1984","in school","Male","17","","","","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Male","26","","","","9"
"9 on Scale 1 to 10","1984","higher education","Male","89","0.176123338222241","0.143875155144486","0.208371521299996","9"
"9 on Scale 1 to 10","1984","in school","Female","8","","","","9"
"9 on Scale 1 to 10","1984","middle vocational","Male","408","0.138002616161245","0.125971458064722","0.150033774257769","9"
"9 on Scale 1 to 10","1984","general elemantary","Female","335","0.152395746908011","0.1377075948451","0.167083898970921","9"
"9 on Scale 1 to 10","1984","general elemantary","Male","142","0.143072063416581","0.12271957905383","0.163424547779331","9"
"9 on Scale 1 to 10","1984","inadequately","Male","34","0.102638902519906","0.0738196368680194","0.131458168171792","9"
"9 on Scale 1 to 10","1984","inadequately","Female","53","0.0915546619548324","0.068342778767605","0.11476654514206","9"
"9 on Scale 1 to 10","1984","middle vocational","Female","340","0.144690642798109","0.131001706828508","0.15837957876771","9"
"9 on Scale 1 to 10","1984","vocational + Abi","Female","13","","","","9"
"9 on Scale 1 to 10","1984","higher vocational","Male","63","0.153341388848787","0.117208700874281","0.189474076823293","9"
"9 on Scale 1 to 10","1984","higher vocational","Female","34","0.131595737685638","0.0915685853291306","0.171622890042146","9"
"9 on Scale 1 to 10","1984","higher education","Female","33","0.140223599870236","0.0976900701861958","0.182757129554277","9"
"0 Completely dissatisfied","1985","in school","Male","1","","","","0"
"0 Completely dissatisfied","1985","in school","Female","","","","","0"
"0 Completely dissatisfied","1985","inadequately","Male","18","","","","0"
"0 Completely dissatisfied","1985","inadequately","Female","20","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Male","27","","","","0"
"0 Completely dissatisfied","1985","general elemantary","Female","35","0.00950713400273458","0.00526800447084784","0.0137462635346213","0"
"0 Completely dissatisfied","1985","middle vocational","Male","31","0.00800231849680232","0.00472029715206431","0.0112843398415403","0"
"0 Completely dissatisfied","1985","middle vocational","Female","20","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Male","5","","","","0"
"0 Completely dissatisfied","1985","vocational + Abi","Female","1","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Male","1","","","","0"
"0 Completely dissatisfied","1985","higher vocational","Female","2","","","","0"
"0 Completely dissatisfied","1985","higher education","Male","","","","","0"
"0 Completely dissatisfied","1985","higher education","Female","1","","","","0"
"1 on Scale 1 to 10","1985","higher education","Male","1","","","","1"
"1 on Scale 1 to 10","1985","in school","Male","","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Female","9","","","","1"
"1 on Scale 1 to 10","1985","in school","Female","1","","","","1"
"1 on Scale 1 to 10","1985","inadequately","Male","6","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Male","13","","","","1"
"1 on Scale 1 to 10","1985","general elemantary","Female","8","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Male","26","","","","1"
"1 on Scale 1 to 10","1985","middle vocational","Female","24","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Male","3","","","","1"
"1 on Scale 1 to 10","1985","vocational + Abi","Female","2","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Male","","","","","1"
"1 on Scale 1 to 10","1985","higher vocational","Female","1","","","","1"
"1 on Scale 1 to 10","1985","higher education","Female","4","","","","1"
"10 Completely satisfied","1985","in school","Male","37","0.358168165799808","0.267742788060491","0.448593543539124","10"
"10 Completely satisfied","1985","in school","Female","27","","","","10"
"10 Completely satisfied","1985","inadequately","Male","66","0.208174438817245","0.165880812875982","0.250468064758509","10"
"10 Completely satisfied","1985","general elemantary","Male","234","0.259461299811303","0.232560934391481","0.286361665231125","10"
"10 Completely satisfied","1985","general elemantary","Female","615","0.331506979293269","0.310942345490852","0.352071613095686","10"
"10 Completely satisfied","1985","middle vocational","Male","766","0.287607665995415","0.270933734844747","0.304281597146084","10"
"10 Completely satisfied","1985","middle vocational","Female","694","0.30931033271686","0.290538700343646","0.328081965090074","10"
"10 Completely satisfied","1985","vocational + Abi","Male","42","0.259628029333962","0.194106407268523","0.325149651399401","10"
"10 Completely satisfied","1985","vocational + Abi","Female","22","","","","10"
"10 Completely satisfied","1985","higher vocational","Male","113","0.33087525193941","0.282202426717895","0.379548077160925","10"
"10 Completely satisfied","1985","higher education","Male","110","0.222077356870999","0.185968848672328","0.258185865069669","10"
"10 Completely satisfied","1985","higher education","Female","82","0.359270668799613","0.299315211278089","0.419226126321138","10"
"10 Completely satisfied","1985","inadequately","Female","84","0.214374134639339","0.177963163798685","0.250785105479992","10"
"10 Completely satisfied","1985","higher vocational","Female","86","0.343704351590951","0.285862726436617","0.401545976745285","10"
"2 on Scale 1 to 10","1985","in school","Male","1","","","","2"
"2 on Scale 1 to 10","1985","inadequately","Male","9","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Male","42","0.0115302825929517","0.00759768221607134","0.015462882969832","2"
"2 on Scale 1 to 10","1985","in school","Female","2","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Female","33","0.0104869648341847","0.00603694579327309","0.0149369838750962","2"
"2 on Scale 1 to 10","1985","inadequately","Female","19","","","","2"
"2 on Scale 1 to 10","1985","general elemantary","Male","26","","","","2"
"2 on Scale 1 to 10","1985","middle vocational","Female","32","0.0143033873456591","0.00948108508120145","0.0191256896101167","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Male","6","","","","2"
"2 on Scale 1 to 10","1985","vocational + Abi","Female","1","","","","2"
"2 on Scale 1 to 10","1985","higher education","Female","7","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Male","4","","","","2"
"2 on Scale 1 to 10","1985","higher vocational","Female","5","","","","2"
"2 on Scale 1 to 10","1985","higher education","Male","9","","","","2"
"3 on Scale 1 to 10","1985","in school","Female","1","","","","3"
"3 on Scale 1 to 10","1985","in school","Male","4","","","","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Female","11","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Male","6","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Male","22","","","","3"
"3 on Scale 1 to 10","1985","inadequately","Female","25","","","","3"
"3 on Scale 1 to 10","1985","general elemantary","Male","52","0.0347967240088663","0.023549986009854","0.0460434620078787","3"
"3 on Scale 1 to 10","1985","general elemantary","Female","58","0.0216626066242064","0.0153030639363762","0.0280221493120367","3"
"3 on Scale 1 to 10","1985","middle vocational","Male","81","0.0235143442081288","0.0179325023776929","0.0290961860385648","3"
"3 on Scale 1 to 10","1985","middle vocational","Female","67","0.0243991520139658","0.0181332038509954","0.0306651001769361","3"
"3 on Scale 1 to 10","1985","vocational + Abi","Male","8","","","","3"
"3 on Scale 1 to 10","1985","higher vocational","Female","4","","","","3"
"3 on Scale 1 to 10","1985","higher education","Male","12","","","","3"
"3 on Scale 1 to 10","1985","higher education","Female","7","","","","3"
"4 on Scale 1 to 10","1985","general elemantary","Female","57","0.0202294736919117","0.0140793948839486","0.0263795524998748","4"
"4 on Scale 1 to 10","1985","middle vocational","Male","83","0.026555065205386","0.0206325315510485","0.0324775988597235","4"
"4 on Scale 1 to 10","1985","in school","Female","3","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Male","23","","","","4"
"4 on Scale 1 to 10","1985","inadequately","Female","31","0.0622640193694413","0.0408253885162281","0.0837026502226545","4"
"4 on Scale 1 to 10","1985","general elemantary","Male","33","0.021958675332409","0.0129651559180574","0.0309521947467606","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Male","3","","","","4"
"4 on Scale 1 to 10","1985","vocational + Abi","Female","2","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Male","8","","","","4"
"4 on Scale 1 to 10","1985","higher vocational","Female","7","","","","4"
"4 on Scale 1 to 10","1985","higher education","Male","17","","","","4"
"4 on Scale 1 to 10","1985","higher education","Female","8","","","","4"
"4 on Scale 1 to 10","1985","middle vocational","Female","68","0.025050704627423","0.0187037654757605","0.0313976437790854","4"
"4 on Scale 1 to 10","1985","in school","Male","1","","","","4"
"5 on Scale 1 to 10","1985","in school","Male","6","","","","5"
"5 on Scale 1 to 10","1985","middle vocational","Male","249","0.08298570212864","0.0728239675677253","0.0931474366895546","5"
"5 on Scale 1 to 10","1985","middle vocational","Female","224","0.0932116379649722","0.0814043165554272","0.105018959374517","5"
"5 on Scale 1 to 10","1985","in school","Female","3","","","","5"
"5 on Scale 1 to 10","1985","inadequately","Male","41","0.0900136941260404","0.0601998359588509","0.11982755229323","5"
"5 on Scale 1 to 10","1985","inadequately","Female","66","0.171001809192095","0.137596513216783","0.204407105167407","5"
"5 on Scale 1 to 10","1985","general elemantary","Male","112","0.0938407671022602","0.0759451763409595","0.111736357863561","5"
"5 on Scale 1 to 10","1985","general elemantary","Female","181","0.0794243798144956","0.0676121237130119","0.0912366359159792","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Male","12","","","","5"
"5 on Scale 1 to 10","1985","vocational + Abi","Female","7","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Male","27","","","","5"
"5 on Scale 1 to 10","1985","higher vocational","Female","18","","","","5"
"5 on Scale 1 to 10","1985","higher education","Male","50","0.0947214641487238","0.0692822018774289","0.120160726420019","5"
"5 on Scale 1 to 10","1985","higher education","Female","14","","","","5"
"6 on Scale 1 to 10","1985","in school","Female","3","","","","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Female","11","","","","6"
"6 on Scale 1 to 10","1985","inadequately","Male","36","0.0673502469404745","0.0412421422198932","0.0934583516610557","6"
"6 on Scale 1 to 10","1985","inadequately","Female","41","0.0793943941500328","0.0554077270897338","0.103381061210332","6"
"6 on Scale 1 to 10","1985","vocational + Abi","Male","12","","","","6"
"6 on Scale 1 to 10","1985","middle vocational","Female","129","0.0533602590219421","0.0442324892456478","0.0624880287982364","6"
"6 on Scale 1 to 10","1985","in school","Male","8","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Male","79","0.0752667546822452","0.0590763450787083","0.0914571642857822","6"
"6 on Scale 1 to 10","1985","higher education","Female","13","","","","6"
"6 on Scale 1 to 10","1985","general elemantary","Female","141","0.0611444635674181","0.0506778989498148","0.0716110281850213","6"
"6 on Scale 1 to 10","1985","middle vocational","Male","161","0.0521029450253032","0.0439166031194591","0.0602892869311472","6"
"6 on Scale 1 to 10","1985","higher vocational","Male","17","","","","6"
"6 on Scale 1 to 10","1985","higher vocational","Female","13","","","","6"
"6 on Scale 1 to 10","1985","higher education","Male","24","","","","6"
"7 on Scale 1 to 10","1985","inadequately","Male","38","0.119300817157073","0.0855346344643828","0.153066999849764","7"
"7 on Scale 1 to 10","1985","in school","Female","6","","","","7"
"7 on Scale 1 to 10","1985","in school","Male","7","","","","7"
"7 on Scale 1 to 10","1985","inadequately","Female","49","0.0796317787317799","0.0556123764563252","0.103651181007235","7"
"7 on Scale 1 to 10","1985","general elemantary","Male","112","0.114152084665388","0.094637041671824","0.133667127658953","7"
"7 on Scale 1 to 10","1985","general elemantary","Female","221","0.114580734181048","0.10066659037151","0.128494877990587","7"
"7 on Scale 1 to 10","1985","middle vocational","Male","330","0.116920484568324","0.105083982864159","0.128756986272489","7"
"7 on Scale 1 to 10","1985","middle vocational","Female","267","0.114236570439653","0.101317692415478","0.127155448463829","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Male","22","","","","7"
"7 on Scale 1 to 10","1985","vocational + Abi","Female","9","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Male","44","0.121300444028024","0.0875287951321776","0.155072092923869","7"
"7 on Scale 1 to 10","1985","higher education","Male","60","0.115888828161239","0.0880812334690789","0.143696422853398","7"
"7 on Scale 1 to 10","1985","higher education","Female","26","","","","7"
"7 on Scale 1 to 10","1985","higher vocational","Female","27","","","","7"
"8 on Scale 1 to 10","1985","inadequately","Female","82","0.122713016979184","0.093602203638385","0.151823830319982","8"
"8 on Scale 1 to 10","1985","general elemantary","Male","202","0.223568161250859","0.197999696567895","0.249136625933823","8"
"8 on Scale 1 to 10","1985","higher vocational","Female","55","0.201160505724491","0.152340330662561","0.249980680786421","8"
"8 on Scale 1 to 10","1985","general elemantary","Female","382","0.203486610357428","0.185899654937897","0.22107356577696","8"
"8 on Scale 1 to 10","1985","in school","Male","23","","","","8"
"8 on Scale 1 to 10","1985","in school","Female","12","","","","8"
"8 on Scale 1 to 10","1985","inadequately","Male","60","0.188828800287903","0.148059163878228","0.229598436697578","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Male","29","","","","8"
"8 on Scale 1 to 10","1985","vocational + Abi","Female","18","","","","8"
"8 on Scale 1 to 10","1985","higher vocational","Male","81","0.226934609300071","0.183607536460668","0.270261682139474","8"
"8 on Scale 1 to 10","1985","middle vocational","Male","648","0.229587697777192","0.214095463086062","0.245079932468322","8"
"8 on Scale 1 to 10","1985","middle vocational","Female","471","0.207962636463545","0.191479918070245","0.224445354856844","8"
"8 on Scale 1 to 10","1985","higher education","Male","130","0.258479429360821","0.220446148139024","0.296512710582618","8"
"8 on Scale 1 to 10","1985","higher education","Female","44","0.168040546042141","0.121316691836174","0.214764400248108","8"
"9 on Scale 1 to 10","1985","in school","Male","20","","","","9"
"9 on Scale 1 to 10","1985","higher education","Male","96","0.198222904133923","0.163589678681614","0.232856129586232","9"
"9 on Scale 1 to 10","1985","general elemantary","Female","282","0.145965135188769","0.130541435138872","0.161388835238666","9"
"9 on Scale 1 to 10","1985","middle vocational","Male","414","0.15452087658708","0.141206428086896","0.167835325087263","9"
"9 on Scale 1 to 10","1985","middle vocational","Female","333","0.143919473106272","0.129664039356567","0.158174906855977","9"
"9 on Scale 1 to 10","1985","in school","Female","13","","","","9"
"9 on Scale 1 to 10","1985","general elemantary","Male","130","0.132610266788622","0.111796833842337","0.153423699734907","9"
"9 on Scale 1 to 10","1985","inadequately","Male","35","0.116107469862056","0.082735928023088","0.149479011701025","9"
"9 on Scale 1 to 10","1985","inadequately","Female","62","0.106560600141173","0.079184658955287","0.133936541327059","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Male","30","0.176339254905282","0.119384163592301","0.233294346218263","9"
"9 on Scale 1 to 10","1985","vocational + Abi","Female","20","","","","9"
"9 on Scale 1 to 10","1985","higher vocational","Male","58","0.153301111474543","0.11603294615106","0.190569276798027","9"
"9 on Scale 1 to 10","1985","higher vocational","Female","41","0.159427404233924","0.114844607374276","0.204010201093572","9"
"9 on Scale 1 to 10","1985","higher education","Female","40","0.158398106917315","0.112772476025606","0.204023737809024","9"
"0 Completely dissatisfied","1986","in school","Female","","","","","0"
"0 Completely dissatisfied","1986","in school","Male","3","","","","0"
"0 Completely dissatisfied","1986","inadequately","Male","17","","","","0"
"0 Completely dissatisfied","1986","inadequately","Female","15","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Male","13","","","","0"
"0 Completely dissatisfied","1986","general elemantary","Female","26","","","","0"
"0 Completely dissatisfied","1986","middle vocational","Male","32","0.00649481839478455","0.00348597251034719","0.00950366427922192","0"
"0 Completely dissatisfied","1986","middle vocational","Female","21","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Male","5","","","","0"
"0 Completely dissatisfied","1986","vocational + Abi","Female","2","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Male","3","","","","0"
"0 Completely dissatisfied","1986","higher vocational","Female","","","","","0"
"0 Completely dissatisfied","1986","higher education","Male","2","","","","0"
"0 Completely dissatisfied","1986","higher education","Female","3","","","","0"
