"party","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"SPD","2016","Couple + C. LE 16 ","East Germany","53","0.188566942084949","0.145506588906204","0.231627295263693","2"
"SPD","2016","Couple + C. LE 16 ","West Germany","397","0.209457990617547","0.189929844725685","0.228986136509409","2"
"AfD","2017","1-pers.-HH","East Germany","25","","","","7"
"AfD","2017","1-pers.-HH","West Germany","43","0.0311753397404587","0.0222546688168977","0.0400960106640197","7"
"AfD","2017","(Married) couple without C. ","West Germany","120","0.0486371590464826","0.0410758859886445","0.0561984321043208","7"
"AfD","2017","(Married) couple without C. ","East Germany","70","0.122956611630411","0.0999552422297731","0.145957981031049","7"
"AfD","2017","Single parent ","West Germany","28","","","","7"
"AfD","2017","Single parent ","East Germany","14","","","","7"
"AfD","2017","Couple + C. GT 16 ","East Germany","15","","","","7"
"AfD","2017","Couple + C. LE and GT 16","West Germany","30","0.0605461577185876","0.0428910610652712","0.0782012543719039","7"
"AfD","2017","Couple + C. LE and GT 16","East Germany","15","","","","7"
"AfD","2017","Couple + C. LE 16 ","East Germany","37","0.0872812974246463","0.0581254336632892","0.116437161186003","7"
"AfD","2017","Couple + C. GT 16 ","West Germany","36","0.0444333987001213","0.0319520936425989","0.0569147037576436","7"
"AfD","2017","Couple + C. LE 16 ","West Germany","73","0.0500536383840491","0.04029495658294","0.0598123201851582","7"
"CDU/CSU","2017","Couple + C. GT 16 ","East Germany","51","0.398114172327019","0.309034220368888","0.48719412428515","1"
"CDU/CSU","2017","Couple + C. LE 16 ","East Germany","118","0.318201901153997","0.270087385465669","0.366316416842324","1"
"CDU/CSU","2017","Couple + C. GT 16 ","West Germany","401","0.369706546331478","0.340466724718568","0.398946367944388","1"
"CDU/CSU","2017","Couple + C. LE and GT 16","West Germany","287","0.372543859618745","0.336753218852559","0.408334500384931","1"
"CDU/CSU","2017","Couple + C. LE and GT 16","East Germany","42","0.225354054752808","0.150908337214911","0.299799772290705","1"
"CDU/CSU","2017","(Married) couple without C. ","West Germany","1314","0.409638582896468","0.392352478130127","0.426924687662809","1"
"CDU/CSU","2017","(Married) couple without C. ","East Germany","258","0.321003519438823","0.288302908348398","0.353704130529248","1"
"CDU/CSU","2017","Couple + C. LE 16 ","West Germany","874","0.401200417462931","0.379265034441579","0.423135800484282","1"
"CDU/CSU","2017","1-pers.-HH","West Germany","535","0.363648012440459","0.338955877561821","0.388340147319096","1"
"CDU/CSU","2017","1-pers.-HH","East Germany","104","0.270824685280811","0.22498363149954","0.316665739062081","1"
"CDU/CSU","2017","Single parent ","West Germany","167","0.285850048316983","0.249546134403678","0.322153962230288","1"
"CDU/CSU","2017","Single parent ","East Germany","23","","","","1"
"FDP","2017","Couple + C. GT 16 ","East Germany","8","","","","3"
"FDP","2017","Couple + C. GT 16 ","West Germany","45","0.0352387691938172","0.024070264342255","0.0464072740453795","3"
"FDP","2017","Couple + C. LE and GT 16","West Germany","31","0.0327350516443338","0.019562548154064","0.0459075551346036","3"
"FDP","2017","(Married) couple without C. ","West Germany","158","0.0457192768637845","0.0383770891820285","0.0530614645455404","3"
"FDP","2017","(Married) couple without C. ","East Germany","24","","","","3"
"FDP","2017","Single parent ","East Germany","2","","","","3"
"FDP","2017","Couple + C. LE 16 ","West Germany","58","0.0445186976686791","0.0352886039307099","0.0537487914066484","3"
"FDP","2017","Couple + C. LE 16 ","East Germany","17","","","","3"
"FDP","2017","Couple + C. LE and GT 16","East Germany","3","","","","3"
"FDP","2017","1-pers.-HH","West Germany","61","0.0423814892801312","0.0320406996738243","0.052722278886438","3"
"FDP","2017","1-pers.-HH","East Germany","9","","","","3"
"FDP","2017","Single parent ","West Germany","17","","","","3"
"NPD Combination","2017","(Married) couple without C. ","East Germany","2","","","","6"
"NPD Combination","2017","1-pers.-HH","East Germany","7","","","","6"
"NPD Combination","2017","(Married) couple without C. ","West Germany","6","","","","6"
"NPD Combination","2017","Single parent ","East Germany","4","","","","6"
"NPD Combination","2017","1-pers.-HH","West Germany","7","","","","6"
"NPD Combination","2017","Couple + C. LE 16 ","West Germany","12","","","","6"
"NPD Combination","2017","Couple + C. LE 16 ","East Germany","12","","","","6"
"NPD Combination","2017","Couple + C. GT 16 ","West Germany","12","","","","6"
"NPD Combination","2017","Couple + C. LE and GT 16","West Germany","8","","","","6"
"NPD Combination","2017","Single parent ","West Germany","10","","","","6"
"NPD Combination","2017","Couple + C. GT 16 ","East Germany","1","","","","6"
"NPD Combination","2017","Couple + C. LE and GT 16","East Germany","6","","","","6"
"Other","2017","1-pers.-HH","West Germany","17","","","","8"
"Other","2017","1-pers.-HH","East Germany","7","","","","8"
"Other","2017","(Married) couple without C. ","West Germany","24","","","","8"
"Other","2017","(Married) couple without C. ","East Germany","2","","","","8"
"Other","2017","Couple + C. GT 16 ","East Germany","2","","","","8"
"Other","2017","Couple + C. LE and GT 16","West Germany","10","","","","8"
"Other","2017","Couple + C. LE and GT 16","East Germany","","","","","8"
"Other","2017","Single parent ","West Germany","12","","","","8"
"Other","2017","Single parent ","East Germany","2","","","","8"
"Other","2017","Couple + C. LE 16 ","West Germany","27","","","","8"
"Other","2017","Couple + C. LE 16 ","East Germany","4","","","","8"
"Other","2017","Couple + C. GT 16 ","West Germany","11","","","","8"
"PDS/Linke","2017","(Married) couple without C. ","West Germany","83","0.0274666524893945","0.0217216152602202","0.0332116897185689","5"
"PDS/Linke","2017","1-pers.-HH","West Germany","101","0.0664222640642446","0.0536401876515992","0.07920434047689","5"
"PDS/Linke","2017","1-pers.-HH","East Germany","112","0.317540981377698","0.269519818793446","0.36556214396195","5"
"PDS/Linke","2017","(Married) couple without C. ","East Germany","190","0.226168111937052","0.196865508521817","0.255470715352287","5"
"PDS/Linke","2017","Single parent ","West Germany","60","0.120464156712063","0.0943097241646605","0.146618589259465","5"
"PDS/Linke","2017","Single parent ","East Germany","25","","","","5"
"PDS/Linke","2017","Couple + C. LE 16 ","West Germany","80","0.0441681911578006","0.0349728184655656","0.0533635638500357","5"
"PDS/Linke","2017","Couple + C. LE 16 ","East Germany","40","0.112507975895036","0.0798664294666397","0.145149522323432","5"
"PDS/Linke","2017","Couple + C. GT 16 ","West Germany","43","0.0434405049043077","0.0310930293257536","0.0557879804828618","5"
"PDS/Linke","2017","Couple + C. GT 16 ","East Germany","15","","","","5"
"PDS/Linke","2017","Couple + C. LE and GT 16","West Germany","33","0.0426500110991712","0.0276916496010324","0.05760837259731","5"
"PDS/Linke","2017","Couple + C. LE and GT 16","East Germany","21","","","","5"
"SPD","2017","1-pers.-HH","West Germany","497","0.360852148858958","0.336201143079298","0.385503154638617","2"
"SPD","2017","1-pers.-HH","East Germany","73","0.180433659288678","0.140765200685872","0.220102117891485","2"
"SPD","2017","(Married) couple without C. ","West Germany","1053","0.343836959710426","0.327140673105671","0.360533246315181","2"
"SPD","2017","(Married) couple without C. ","East Germany","206","0.252770942760736","0.222330030732983","0.283211854788489","2"
"SPD","2017","Single parent ","West Germany","169","0.264495079581305","0.22905528483179","0.299934874330821","2"
"SPD","2017","Couple + C. GT 16 ","West Germany","342","0.339813032660182","0.311123185204663","0.368502880115702","2"
"SPD","2017","Couple + C. GT 16 ","East Germany","19","","","","2"
"SPD","2017","Couple + C. LE and GT 16","West Germany","174","0.316926611218139","0.28248352024999","0.351369702186289","2"
"SPD","2017","Couple + C. LE 16 ","West Germany","489","0.26384077236902","0.244117424956819","0.283564119781221","2"
"SPD","2017","Couple + C. LE 16 ","East Germany","78","0.206727495616663","0.164895636798189","0.248559354435138","2"
"SPD","2017","Couple + C. LE and GT 16","East Germany","18","","","","2"
"SPD","2017","Single parent ","East Germany","16","","","","2"
"AfD","2018","1-pers.-HH","East Germany","45","0.136779474089686","0.102321657610834","0.171237290568537","7"
"AfD","2018","1-pers.-HH","West Germany","62","0.043831668584676","0.0336597125508685","0.0540036246184834","7"
"AfD","2018","(Married) couple without C. ","East Germany","95","0.149200297693193","0.124100159062108","0.174300436324278","7"
"AfD","2018","(Married) couple without C. ","West Germany","149","0.0539826352252198","0.046051835215965","0.0619134352344746","7"
"AfD","2018","Single parent ","West Germany","51","0.0954322772174231","0.0724712689284484","0.118393285506398","7"
"AfD","2018","Single parent ","East Germany","19","","","","7"
"AfD","2018","Couple + C. GT 16 ","East Germany","14","","","","7"
"AfD","2018","Couple + C. LE and GT 16","West Germany","42","0.0817672133283895","0.0616827113871053","0.101851715269674","7"
"AfD","2018","Couple + C. LE and GT 16","East Germany","19","","","","7"
"AfD","2018","Couple + C. LE 16 ","East Germany","46","0.181257107850325","0.141736560285161","0.22077765541549","7"
"AfD","2018","Couple + C. LE 16 ","West Germany","107","0.0594349201602818","0.0489622599117843","0.0699075804087793","7"
"AfD","2018","Couple + C. GT 16 ","West Germany","58","0.0605002201233897","0.0460175197778046","0.0749829204689749","7"
"CDU/CSU","2018","Couple + C. GT 16 ","East Germany","37","0.303435277447683","0.216324883981743","0.390545670913622","1"
"CDU/CSU","2018","(Married) couple without C. ","West Germany","1283","0.411788613399483","0.394516547589853","0.429060679209113","1"
"CDU/CSU","2018","(Married) couple without C. ","East Germany","241","0.302985227078416","0.270610260482955","0.335360193673878","1"
"CDU/CSU","2018","Couple + C. LE 16 ","West Germany","810","0.378615873253192","0.357131571993051","0.400100174513334","1"
"CDU/CSU","2018","Couple + C. LE 16 ","East Germany","133","0.30970636211088","0.262271935235685","0.357140788986075","1"
"CDU/CSU","2018","Couple + C. GT 16 ","West Germany","369","0.349387127940999","0.320424530875205","0.378349725006793","1"
"CDU/CSU","2018","Couple + C. LE and GT 16","West Germany","263","0.340767056567971","0.306025975983375","0.375508137152566","1"
"CDU/CSU","2018","Couple + C. LE and GT 16","East Germany","29","","","","1"
"CDU/CSU","2018","Single parent ","West Germany","158","0.223932756572488","0.191354243556948","0.256511269588027","1"
"CDU/CSU","2018","1-pers.-HH","West Germany","563","0.357265091709885","0.333455358428749","0.381074824991021","1"
"CDU/CSU","2018","1-pers.-HH","East Germany","110","0.260008229617361","0.216021324990814","0.303995134243909","1"
"CDU/CSU","2018","Single parent ","East Germany","23","","","","1"
"FDP","2018","Couple + C. GT 16 ","East Germany","5","","","","3"
"FDP","2018","Couple + C. GT 16 ","West Germany","48","0.0487216752314392","0.0356437866452192","0.0617995638176592","3"
"FDP","2018","Couple + C. LE and GT 16","West Germany","36","0.0420055358162024","0.0273017274379002","0.0567093441945046","3"
"FDP","2018","(Married) couple without C. ","West Germany","195","0.0521057885770928","0.0443063502968939","0.0599052268572917","3"
"FDP","2018","(Married) couple without C. ","East Germany","24","","","","3"
"FDP","2018","Single parent ","East Germany","5","","","","3"
"FDP","2018","Couple + C. LE 16 ","West Germany","81","0.0483724959592052","0.038869194880502","0.0578757970379085","3"
"FDP","2018","Couple + C. LE 16 ","East Germany","22","","","","3"
"FDP","2018","Couple + C. LE and GT 16","East Germany","5","","","","3"
"FDP","2018","1-pers.-HH","West Germany","74","0.0505408023021107","0.039656451927187","0.0614251526770343","3"
"FDP","2018","1-pers.-HH","East Germany","11","","","","3"
"FDP","2018","Single parent ","West Germany","28","","","","3"
"NPD Combination","2018","1-pers.-HH","East Germany","6","","","","6"
"NPD Combination","2018","(Married) couple without C. ","West Germany","1","","","","6"
"NPD Combination","2018","(Married) couple without C. ","East Germany","1","","","","6"
"NPD Combination","2018","Single parent ","East Germany","4","","","","6"
"NPD Combination","2018","Couple + C. LE 16 ","West Germany","2","","","","6"
"NPD Combination","2018","Couple + C. LE 16 ","East Germany","2","","","","6"
"NPD Combination","2018","Couple + C. LE and GT 16","West Germany","2","","","","6"
"NPD Combination","2018","Couple + C. LE and GT 16","East Germany","1","","","","6"
"NPD Combination","2018","1-pers.-HH","West Germany","5","","","","6"
"NPD Combination","2018","Couple + C. GT 16 ","West Germany","2","","","","6"
"NPD Combination","2018","Single parent ","West Germany","3","","","","6"
"NPD Combination","2018","Couple + C. GT 16 ","East Germany","","","","","6"
"Other","2018","1-pers.-HH","West Germany","33","0.0220904742004947","0.01478757758847","0.0293933708125194","8"
"Other","2018","1-pers.-HH","East Germany","3","","","","8"
"Other","2018","(Married) couple without C. ","West Germany","27","","","","8"
"Other","2018","(Married) couple without C. ","East Germany","5","","","","8"
"Other","2018","Single parent ","West Germany","18","","","","8"
"Other","2018","Single parent ","East Germany","7","","","","8"
"Other","2018","Couple + C. LE 16 ","West Germany","31","0.0164050220287124","0.010778522231395","0.0220315218260299","8"
"Other","2018","Couple + C. LE 16 ","East Germany","4","","","","8"
"Other","2018","Couple + C. GT 16 ","West Germany","11","","","","8"
"Other","2018","Couple + C. GT 16 ","East Germany","2","","","","8"
"Other","2018","Couple + C. LE and GT 16","West Germany","17","","","","8"
"Other","2018","Couple + C. LE and GT 16","East Germany","5","","","","8"
"PDS/Linke","2018","1-pers.-HH","West Germany","113","0.0722995262215357","0.0594314119291374","0.085167640513934","5"
"PDS/Linke","2018","1-pers.-HH","East Germany","115","0.289930274487319","0.244430034096806","0.335430514877833","5"
"PDS/Linke","2018","(Married) couple without C. ","West Germany","136","0.0371687876722671","0.0305297568961601","0.0438078184483742","5"
"PDS/Linke","2018","(Married) couple without C. ","East Germany","206","0.244972103148524","0.214673861490467","0.275270344806581","5"
"PDS/Linke","2018","Single parent ","West Germany","72","0.123294029463281","0.0976006770631066","0.148987381863455","5"
"PDS/Linke","2018","Single parent ","East Germany","28","","","","5"
