"party","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"Grüne","2001","Part Time","West Germany","219","0.137592129238518","0.120713341521919","0.154470916955117"
"Grüne","2001","Part Time","East Germany","24","","",""
"Grüne","2001","Not Working","West Germany","150","0.0441806233527846","0.0365595444510778","0.0518017022544914"
"Grüne","2001","Not Working","East Germany","26","","",""
"PDS/Linke","2001","Full Time","West Germany","28","","",""
"PDS/Linke","2001","Full Time","East Germany","149","0.199192053992097","0.170608406244831","0.227775701739363"
"PDS/Linke","2001","Part Time","West Germany","16","","",""
"PDS/Linke","2001","Part Time","East Germany","60","0.232191343303532","0.184090604201171","0.280292082405892"
"PDS/Linke","2001","Not Working","West Germany","15","","",""
"PDS/Linke","2001","Not Working","East Germany","179","0.235065478929865","0.205056102812164","0.265074855047566"
"NPD Combination","2001","Full Time","West Germany","37","0.00860359350577316","0.00535824233743258","0.0118489446741137"
"NPD Combination","2001","Full Time","East Germany","14","","",""
"NPD Combination","2001","Part Time","West Germany","21","","",""
"NPD Combination","2001","Part Time","East Germany","9","","",""
"NPD Combination","2001","Not Working","West Germany","11","","",""
"NPD Combination","2001","Not Working","East Germany","8","","",""
"AfD","2001","Full Time","West Germany","","","",""
"AfD","2001","Full Time","East Germany","","","",""
"AfD","2001","Part Time","West Germany","","","",""
"AfD","2001","Part Time","East Germany","","","",""
"AfD","2001","Not Working","West Germany","","","",""
"AfD","2001","Not Working","East Germany","","","",""
"Other","2001","Full Time","West Germany","29","","",""
"Other","2001","Full Time","East Germany","9","","",""
"Other","2001","Part Time","West Germany","21","","",""
"Other","2001","Part Time","East Germany","6","","",""
"Other","2001","Not Working","West Germany","12","","",""
"Other","2001","Not Working","East Germany","13","","",""
"CDU/CSU","2002","Full Time","West Germany","1416","0.389500265340467","0.373615148101731","0.405385382579203"
"CDU/CSU","2002","Full Time","East Germany","309","0.373459808694401","0.340168254775315","0.406751362613486"
"CDU/CSU","2002","Part Time","West Germany","688","0.338572489807693","0.317465615939611","0.359679363675775"
"CDU/CSU","2002","Part Time","East Germany","103","0.307688560577093","0.257587638380076","0.357789482774109"
"CDU/CSU","2002","Not Working","West Germany","1399","0.46449125549208","0.446703683361082","0.482278827623078"
"CDU/CSU","2002","Not Working","East Germany","240","0.287135443313394","0.255506569309187","0.318764317317601"
"SPD","2002","Full Time","West Germany","1551","0.435611539964788","0.419459307495464","0.451763772434112"
"SPD","2002","Full Time","East Germany","224","0.273267533181739","0.242597166836513","0.303937899526966"
"SPD","2002","Part Time","West Germany","838","0.457893219820156","0.435671304921394","0.480115134718919"
"SPD","2002","Part Time","East Germany","83","0.242461148951634","0.195938672378977","0.288983625524291"
"SPD","2002","Not Working","West Germany","1314","0.440166163161193","0.422461709944048","0.457870616378338"
"SPD","2002","Not Working","East Germany","257","0.336192308352142","0.303166622556632","0.369217994147652"
"FDP","2002","Full Time","West Germany","218","0.05047993034813","0.0433480302082687","0.0576118304879912"
"FDP","2002","Full Time","East Germany","44","0.0574725080540521","0.0414542696844347","0.0734907464236694"
"FDP","2002","Part Time","West Germany","105","0.0480029720331871","0.0384682329339317","0.0575377111324426"
"FDP","2002","Part Time","East Germany","19","","",""
"FDP","2002","Not Working","West Germany","110","0.0358114434208301","0.0291841451207586","0.0424387417209016"
"FDP","2002","Not Working","East Germany","19","","",""
"Grüne","2002","Full Time","West Germany","331","0.092152548965782","0.0827303141943943","0.10157478373717"
"Grüne","2002","Full Time","East Germany","38","0.0367857365956052","0.0238306940133459","0.0497407791778644"
"Grüne","2002","Part Time","West Germany","242","0.116529354568016","0.102218331339172","0.13084037779686"
"Grüne","2002","Part Time","East Germany","19","","",""
"Grüne","2002","Not Working","West Germany","146","0.0395719235920608","0.0326189492914387","0.0465248978926829"
"Grüne","2002","Not Working","East Germany","28","","",""
"PDS/Linke","2002","Full Time","West Germany","34","0.00996490736533818","0.00672930061302187","0.0132005141176545"
"PDS/Linke","2002","Full Time","East Germany","174","0.228504196957719","0.199607278101166","0.257401115814273"
"PDS/Linke","2002","Part Time","West Germany","26","","",""
"PDS/Linke","2002","Part Time","East Germany","86","0.272351626654444","0.224027383696785","0.320675869612103"
"PDS/Linke","2002","Not Working","West Germany","24","","",""
"PDS/Linke","2002","Not Working","East Germany","228","0.29990174969778","0.267868144858216","0.331935354537345"
"NPD Combination","2002","Full Time","West Germany","33","0.00991066402322525","0.00668378730259007","0.0131375407438604"
"NPD Combination","2002","Full Time","East Germany","13","","",""
"NPD Combination","2002","Part Time","West Germany","9","","",""
"NPD Combination","2002","Part Time","East Germany","10","","",""
"NPD Combination","2002","Not Working","West Germany","8","","",""
"NPD Combination","2002","Not Working","East Germany","5","","",""
"AfD","2002","Full Time","West Germany","","","",""
"AfD","2002","Full Time","East Germany","","","",""
"AfD","2002","Part Time","West Germany","","","",""
"AfD","2002","Part Time","East Germany","","","",""
"AfD","2002","Not Working","West Germany","","","",""
"AfD","2002","Not Working","East Germany","","","",""
"Other","2002","Full Time","West Germany","37","0.0123801439922699","0.00877807887083249","0.0159822091137073"
"Other","2002","Full Time","East Germany","9","","",""
"Other","2002","Part Time","West Germany","23","","",""
"Other","2002","Part Time","East Germany","6","","",""
"Other","2002","Not Working","West Germany","19","","",""
"Other","2002","Not Working","East Germany","9","","",""
"CDU/CSU","2003","Full Time","West Germany","1583","0.426815280203014","0.410610821682571","0.443019738723458"
"CDU/CSU","2003","Full Time","East Germany","342","0.437499861876348","0.40316690692162","0.471832816831077"
"CDU/CSU","2003","Part Time","West Germany","769","0.377675168890768","0.356347881732809","0.399002456048728"
"CDU/CSU","2003","Part Time","East Germany","147","0.369339652009885","0.319275747914436","0.419403556105334"
"CDU/CSU","2003","Not Working","West Germany","1553","0.490102561909926","0.472564317905315","0.507640805914537"
"CDU/CSU","2003","Not Working","East Germany","262","0.291462874130893","0.26067651797422","0.322249230287566"
"SPD","2003","Full Time","West Germany","1329","0.377973517246012","0.362087963238668","0.393859071253357"
"SPD","2003","Full Time","East Germany","219","0.271120230529621","0.240354316824203","0.301886144235038"
"SPD","2003","Part Time","West Germany","751","0.386409808915625","0.364989234594839","0.407830383236411"
"SPD","2003","Part Time","East Germany","87","0.235123147498206","0.191132795670979","0.279113499325433"
"SPD","2003","Not Working","West Germany","1208","0.40502259310664","0.387800296325322","0.422244889887959"
"SPD","2003","Not Working","East Germany","323","0.392714483498326","0.359630310503451","0.425798656493202"
"FDP","2003","Full Time","West Germany","195","0.0516364031764959","0.0443864922475702","0.0588863141054215"
"FDP","2003","Full Time","East Germany","38","0.0401742270348143","0.0265838697186739","0.0537645843509548"
"FDP","2003","Part Time","West Germany","77","0.0336640138250746","0.025729599771812","0.0415984278783372"
"FDP","2003","Part Time","East Germany","16","","",""
"FDP","2003","Not Working","West Germany","108","0.0317120314451479","0.02556429124492","0.0378597716453758"
"FDP","2003","Not Working","East Germany","19","","",""
"Grüne","2003","Full Time","West Germany","397","0.119765816666389","0.109128482637235","0.130403150695544"
"Grüne","2003","Full Time","East Germany","62","0.0766626699270619","0.0582493086544368","0.095076031199687"
"Grüne","2003","Part Time","West Germany","350","0.177212573986703","0.160414521830425","0.19401062614298"
"Grüne","2003","Part Time","East Germany","31","0.0979853360670946","0.0671462623468252","0.128824409787364"
"Grüne","2003","Not Working","West Germany","208","0.0573305646577167","0.0491746245244955","0.0654865047909378"
"Grüne","2003","Not Working","East Germany","40","0.0482996010525933","0.0337748980943112","0.0628243040108755"
"PDS/Linke","2003","Full Time","West Germany","24","","",""
"PDS/Linke","2003","Full Time","East Germany","122","0.15354642711829","0.128595750020956","0.178497104215624"
"PDS/Linke","2003","Part Time","West Germany","13","","",""
"PDS/Linke","2003","Part Time","East Germany","60","0.179119096150175","0.139342739236747","0.218895453063604"
"PDS/Linke","2003","Not Working","West Germany","12","","",""
"PDS/Linke","2003","Not Working","East Germany","177","0.223782095377322","0.195546961055696","0.252017229698947"
"NPD Combination","2003","Full Time","West Germany","21","","",""
"NPD Combination","2003","Full Time","East Germany","11","","",""
"NPD Combination","2003","Part Time","West Germany","8","","",""
"NPD Combination","2003","Part Time","East Germany","12","","",""
"NPD Combination","2003","Not Working","West Germany","10","","",""
"NPD Combination","2003","Not Working","East Germany","6","","",""
"AfD","2003","Full Time","West Germany","","","",""
"AfD","2003","Full Time","East Germany","","","",""
"AfD","2003","Part Time","West Germany","","","",""
"AfD","2003","Part Time","East Germany","","","",""
"AfD","2003","Not Working","West Germany","","","",""
"AfD","2003","Not Working","East Germany","","","",""
"Other","2003","Full Time","West Germany","30","0.00882036884724242","0.00575708811320102","0.0118836495812838"
"Other","2003","Full Time","East Germany","8","","",""
"Other","2003","Part Time","West Germany","17","","",""
"Other","2003","Part Time","East Germany","4","","",""
"Other","2003","Not Working","West Germany","22","","",""
"Other","2003","Not Working","East Germany","10","","",""
"CDU/CSU","2004","Full Time","West Germany","1366","0.444528941053239","0.426774061281347","0.462283820825132"
"CDU/CSU","2004","Full Time","East Germany","272","0.413200110039897","0.375547886158112","0.450852333921682"
"CDU/CSU","2004","Part Time","West Germany","676","0.391952609326038","0.368587541058413","0.415317677593663"
"CDU/CSU","2004","Part Time","East Germany","104","0.326104129483332","0.273232929638992","0.378975329327672"
"CDU/CSU","2004","Not Working","West Germany","1389","0.509800173830576","0.491023838344497","0.528576509316654"
"CDU/CSU","2004","Not Working","East Germany","224","0.317654406240008","0.282941681461205","0.35236713101881"
"SPD","2004","Full Time","West Germany","1058","0.353774487478044","0.336690379714739","0.37085859524135"
"SPD","2004","Full Time","East Germany","159","0.235973614902442","0.20350593112383","0.268441298681054"
"SPD","2004","Part Time","West Germany","602","0.368139425643567","0.345056101299863","0.391222749987271"
"SPD","2004","Part Time","East Germany","71","0.228380009466063","0.181034870230177","0.275725148701949"
"SPD","2004","Not Working","West Germany","995","0.386631088831964","0.36834025364259","0.404921924021338"
"SPD","2004","Not Working","East Germany","216","0.321529961246945","0.286705442103602","0.356354480390289"
"FDP","2004","Full Time","West Germany","171","0.0543186018338684","0.0462204910879822","0.0624167125797546"
"FDP","2004","Full Time","East Germany","35","0.0435681129289357","0.0279590509693596","0.0591771748885119"
"FDP","2004","Part Time","West Germany","65","0.0340604234542167","0.0253791874802261","0.0427416594282073"
"FDP","2004","Part Time","East Germany","20","","",""
"FDP","2004","Not Working","West Germany","91","0.0318787411014742","0.0252803245276829","0.0384771576752656"
"FDP","2004","Not Working","East Germany","13","","",""
"Grüne","2004","Full Time","West Germany","343","0.120104995220196","0.108489627630975","0.131720362809417"
"Grüne","2004","Full Time","East Germany","48","0.0742311985664971","0.0541860207499524","0.0942763763830417"
"Grüne","2004","Part Time","West Germany","286","0.173089336046307","0.154982356455868","0.191196315636745"
"Grüne","2004","Part Time","East Germany","34","0.0993076962605777","0.0655770781974607","0.133038314323695"
"Grüne","2004","Not Working","West Germany","194","0.0503763398761134","0.042161230710996","0.0585914490412307"
"Grüne","2004","Not Working","East Germany","34","0.0463518986520107","0.0306758390622249","0.0620279582417966"
"PDS/Linke","2004","Full Time","West Germany","21","","",""
"PDS/Linke","2004","Full Time","East Germany","126","0.198202760939391","0.167720123936537","0.228685397942244"
"PDS/Linke","2004","Part Time","West Germany","18","","",""
"PDS/Linke","2004","Part Time","East Germany","61","0.217613413392218","0.171076438563029","0.264150388221407"
"PDS/Linke","2004","Not Working","West Germany","19","","",""
"PDS/Linke","2004","Not Working","East Germany","187","0.266417013241416","0.233454928600429","0.299379097882403"
"NPD Combination","2004","Full Time","West Germany","23","","",""
"NPD Combination","2004","Full Time","East Germany","13","","",""
"NPD Combination","2004","Part Time","West Germany","12","","",""
"NPD Combination","2004","Part Time","East Germany","8","","",""
"NPD Combination","2004","Not Working","West Germany","7","","",""
"NPD Combination","2004","Not Working","East Germany","6","","",""
"AfD","2004","Full Time","West Germany","","","",""
"AfD","2004","Full Time","East Germany","","","",""
"AfD","2004","Part Time","West Germany","","","",""
"AfD","2004","Part Time","East Germany","","","",""
"AfD","2004","Not Working","West Germany","","","",""
"AfD","2004","Not Working","East Germany","","","",""
"Other","2004","Full Time","West Germany","27","","",""
"Other","2004","Full Time","East Germany","4","","",""
"Other","2004","Part Time","West Germany","18","","",""
"Other","2004","Part Time","East Germany","4","","",""
"Other","2004","Not Working","West Germany","28","","",""
"Other","2004","Not Working","East Germany","11","","",""
"CDU/CSU","2005","Full Time","West Germany","1243","0.415344374155134","0.397522624021492","0.433166124288776"
"CDU/CSU","2005","Full Time","East Germany","270","0.393934623040293","0.357073546205662","0.430795699874924"
"CDU/CSU","2005","Part Time","West Germany","605","0.350490957232475","0.327328464368291","0.373653450096658"
"CDU/CSU","2005","Part Time","East Germany","98","0.200000042382266","0.15703789307309","0.242962191691442"
"CDU/CSU","2005","Not Working","West Germany","1335","0.477921118453516","0.459382814108959","0.496459422798072"
"CDU/CSU","2005","Not Working","East Germany","214","0.283582220532195","0.251062815804937","0.316101625259454"
"SPD","2005","Full Time","West Germany","1076","0.372868878099878","0.355380345837373","0.390357410362382"
"SPD","2005","Full Time","East Germany","161","0.214046999576568","0.183104950903966","0.24498904824917"
"SPD","2005","Part Time","West Germany","605","0.369689373048549","0.346255175491565","0.393123570605533"
"SPD","2005","Part Time","East Germany","80","0.209593255774867","0.165877303328627","0.253309208221107"
"SPD","2005","Not Working","West Germany","1124","0.422154354599515","0.403824231016155","0.440484478182875"
"SPD","2005","Not Working","East Germany","251","0.336392586988112","0.302304805842692","0.370480368133532"
"FDP","2005","Full Time","West Germany","160","0.045506566204569","0.0379691998732601","0.0530439325358779"
"FDP","2005","Full Time","East Germany","35","0.0517767396328045","0.0350612594634335","0.0684922198021754"
"FDP","2005","Part Time","West Germany","70","0.0413920283976945","0.0317218794929177","0.0510621773024713"
"FDP","2005","Part Time","East Germany","22","","",""
"FDP","2005","Not Working","West Germany","93","0.0271554840826296","0.0211233036164063","0.0331876645488529"
"FDP","2005","Not Working","East Germany","19","","",""
"Grüne","2005","Full Time","West Germany","360","0.130302540451065","0.118127885540787","0.142477195361342"
"Grüne","2005","Full Time","East Germany","60","0.0992355888802895","0.0766809675706695","0.121790210189909"
"Grüne","2005","Part Time","West Germany","294","0.196624841640396","0.177330379300656","0.215919303980135"
"Grüne","2005","Part Time","East Germany","34","0.1413977593967","0.103974358945188","0.178821159848212"
"Grüne","2005","Not Working","West Germany","190","0.0528497601274277","0.0445463826649458","0.0611531375899096"
"Grüne","2005","Not Working","East Germany","30","0.0391005457069791","0.0251159378497307","0.0530851535642275"
"PDS/Linke","2005","Full Time","West Germany","32","0.0115961820428423","0.00772431141926124","0.0154680526664233"
"PDS/Linke","2005","Full Time","East Germany","126","0.170034641584432","0.141694964804987","0.198374318363876"
"PDS/Linke","2005","Part Time","West Germany","16","","",""
"PDS/Linke","2005","Part Time","East Germany","74","0.245589947614647","0.199358765233477","0.291821129995817"
"PDS/Linke","2005","Not Working","West Germany","13","","",""
"PDS/Linke","2005","Not Working","East Germany","194","0.260017985675561","0.228371011917624","0.291664959433499"
"NPD Combination","2005","Full Time","West Germany","40","0.0137352024719774","0.00952589726309097","0.0179445076808639"
"NPD Combination","2005","Full Time","East Germany","19","","",""
"NPD Combination","2005","Part Time","West Germany","22","","",""
"NPD Combination","2005","Part Time","East Germany","20","","",""
"NPD Combination","2005","Not Working","West Germany","15","","",""
"NPD Combination","2005","Not Working","East Germany","17","","",""
"AfD","2005","Full Time","West Germany","","","",""
"AfD","2005","Full Time","East Germany","","","",""
"AfD","2005","Part Time","West Germany","","","",""
"AfD","2005","Part Time","East Germany","","","",""
"AfD","2005","Not Working","West Germany","","","",""
"AfD","2005","Not Working","East Germany","","","",""
"Other","2005","Full Time","West Germany","26","","",""
"Other","2005","Full Time","East Germany","4","","",""
"Other","2005","Part Time","West Germany","18","","",""
"Other","2005","Part Time","East Germany","5","","",""
"Other","2005","Not Working","West Germany","19","","",""
"Other","2005","Not Working","East Germany","13","","",""
"CDU/CSU","2006","Full Time","West Germany","1364","0.395020752146829","0.378359363759586","0.411682140534071"
"CDU/CSU","2006","Full Time","East Germany","291","0.358268034301895","0.3247682823244","0.391767786279389"
"CDU/CSU","2006","Part Time","West Germany","721","0.357883915222458","0.336362813151879","0.379405017293036"
"CDU/CSU","2006","Part Time","East Germany","124","0.31378258515266","0.266754469671879","0.360810700633441"
"CDU/CSU","2006","Not Working","West Germany","1561","0.46155849330514","0.44447184605532","0.47864514055496"
"CDU/CSU","2006","Not Working","East Germany","263","0.297730047524654","0.267044282699879","0.32841581234943"
"SPD","2006","Full Time","West Germany","1214","0.365119538615912","0.34871007023471","0.381529006997114"
"SPD","2006","Full Time","East Germany","199","0.238643639824137","0.208863300147527","0.268423979500748"
"SPD","2006","Part Time","West Germany","710","0.387415586201114","0.36554511406146","0.409286058340768"
"SPD","2006","Part Time","East Germany","103","0.269113941451169","0.224166473919957","0.314061408982381"
"SPD","2006","Not Working","West Germany","1301","0.42433111473845","0.407391129321934","0.441271100154965"
"SPD","2006","Not Working","East Germany","285","0.326093005244137","0.294634049743175","0.3575519607451"
"FDP","2006","Full Time","West Germany","208","0.0644713418416756","0.0561010057562994","0.0728416779270517"
"FDP","2006","Full Time","East Germany","56","0.0716644007116585","0.0536439784219011","0.089684823001416"
"FDP","2006","Part Time","West Germany","83","0.0352321962425629","0.0269552925502402","0.0435090999348855"
"FDP","2006","Part Time","East Germany","20","","",""
"FDP","2006","Not Working","West Germany","122","0.0381407072707987","0.0315758640576696","0.0447055504839277"
"FDP","2006","Not Working","East Germany","17","","",""
"Grüne","2006","Full Time","West Germany","368","0.121359120308465","0.110229690721932","0.132488549894999"
"Grüne","2006","Full Time","East Germany","53","0.0726200485053968","0.0544892119189358","0.0907508850918578"
"Grüne","2006","Part Time","West Germany","311","0.163910031272646","0.147290609260564","0.180529453284728"
"Grüne","2006","Part Time","East Germany","37","0.0774167118748368","0.0503314872025006","0.104501936547173"
"Grüne","2006","Not Working","West Germany","193","0.0443179752256971","0.0372642119826413","0.051371738468753"
"Grüne","2006","Not Working","East Germany","30","0.0366078055822313","0.0240051523902029","0.0492104587742597"
"PDS/Linke","2006","Full Time","West Germany","74","0.0254366092561513","0.020070424151018","0.0308027943612845"
"PDS/Linke","2006","Full Time","East Germany","153","0.188595114226534","0.161264791950223","0.215925436502846"
"PDS/Linke","2006","Part Time","West Germany","38","0.0219988931887749","0.0154138787501331","0.0285839076274168"
"PDS/Linke","2006","Part Time","East Germany","77","0.227616068656594","0.185121799535803","0.270110337777386"
"PDS/Linke","2006","Not Working","West Germany","55","0.0190819279834807","0.0143926961039945","0.023771159862967"
"PDS/Linke","2006","Not Working","East Germany","238","0.295928198466319","0.265296207445199","0.326560189487438"
"NPD Combination","2006","Full Time","West Germany","48","0.0174145170201444","0.0129561903968587","0.0218728436434301"
"NPD Combination","2006","Full Time","East Germany","28","","",""
"NPD Combination","2006","Part Time","West Germany","26","","",""
"NPD Combination","2006","Part Time","East Germany","10","","",""
"NPD Combination","2006","Not Working","West Germany","12","","",""
"NPD Combination","2006","Not Working","East Germany","12","","",""
"AfD","2006","Full Time","West Germany","","","",""
"AfD","2006","Full Time","East Germany","","","",""
"AfD","2006","Part Time","West Germany","","","",""
"AfD","2006","Part Time","East Germany","","","",""
"AfD","2006","Not Working","West Germany","","","",""
"AfD","2006","Not Working","East Germany","","","",""
"Other","2006","Full Time","West Germany","31","0.0111781208108233","0.0075948929458812","0.0147613486757654"
"Other","2006","Full Time","East Germany","7","","",""
"Other","2006","Part Time","West Germany","17","","",""
"Other","2006","Part Time","East Germany","3","","",""
"Other","2006","Not Working","West Germany","26","","",""
"Other","2006","Not Working","East Germany","8","","",""
"CDU/CSU","2007","Full Time","West Germany","1157","0.396346437699789","0.378280390967935","0.414412484431642"
"CDU/CSU","2007","Full Time","East Germany","210","0.301464952639806","0.265631361714046","0.337298543565567"
"CDU/CSU","2007","Part Time","West Germany","550","0.340733919372019","0.317116035411845","0.364351803332193"
"CDU/CSU","2007","Part Time","East Germany","84","0.218186300500112","0.170403398741264","0.26596920225896"
"CDU/CSU","2007","Not Working","West Germany","1343","0.461724546923546","0.443327830353048","0.480121263494043"
"CDU/CSU","2007","Not Working","East Germany","217","0.271866267071597","0.239938987509276","0.303793546633918"
"SPD","2007","Full Time","West Germany","993","0.350637221476181","0.333013222069773","0.36826122088259"
"SPD","2007","Full Time","East Germany","155","0.247079490266327","0.213399595300551","0.280759385232102"
"SPD","2007","Part Time","West Germany","589","0.401663878846849","0.377234808846021","0.426092948847677"
"SPD","2007","Part Time","East Germany","74","0.224721321676056","0.176431210753478","0.273011432598633"
"SPD","2007","Not Working","West Germany","1088","0.409688874560202","0.391541486869459","0.427836262250944"
"SPD","2007","Not Working","East Germany","248","0.347283850759317","0.31311871502448","0.381448986494153"
"FDP","2007","Full Time","West Germany","192","0.0578086520622176","0.0491888410684011","0.0664284630560342"
"FDP","2007","Full Time","East Germany","50","0.0748383137280214","0.0542913037196813","0.0953853237363615"
"FDP","2007","Part Time","West Germany","70","0.0312083292284662","0.0225436319993314","0.039873026457601"
"FDP","2007","Part Time","East Germany","16","","",""
"FDP","2007","Not Working","West Germany","126","0.041230271370676","0.0338933848596059","0.0485671578817461"
"FDP","2007","Not Working","East Germany","14","","",""
"Grüne","2007","Full Time","West Germany","336","0.138934039130331","0.126159233314033","0.151708844946629"
"Grüne","2007","Full Time","East Germany","49","0.0959917096619242","0.0729888999763525","0.118994519347496"
"Grüne","2007","Part Time","West Germany","274","0.180305335806824","0.161148080912308","0.19946259070134"
"Grüne","2007","Part Time","East Germany","32","0.149484304220019","0.108232200011804","0.190736408428235"
"Grüne","2007","Not Working","West Germany","183","0.0570443737363278","0.0484858554230684","0.0656028920495873"
"Grüne","2007","Not Working","East Germany","40","0.0508164452544435","0.035056455866278","0.0665764346426089"
"PDS/Linke","2007","Full Time","West Germany","67","0.0278208298119606","0.0217466175886514","0.0338950420352698"
"PDS/Linke","2007","Full Time","East Germany","136","0.206950435376957","0.175315922308233","0.238584948445681"
"PDS/Linke","2007","Part Time","West Germany","28","","",""
"PDS/Linke","2007","Part Time","East Germany","68","0.299867023581149","0.246856540263085","0.352877506899213"
"PDS/Linke","2007","Not Working","West Germany","47","0.0176407123921334","0.0127829106598576","0.0224985141244091"
"PDS/Linke","2007","Not Working","East Germany","217","0.295201911231862","0.262470056232768","0.327933766230957"
"NPD Combination","2007","Full Time","West Germany","41","0.0183847925227297","0.0134230780199861","0.0233465070254732"
"NPD Combination","2007","Full Time","East Germany","23","","",""
"NPD Combination","2007","Part Time","West Germany","20","","",""
"NPD Combination","2007","Part Time","East Germany","10","","",""
"NPD Combination","2007","Not Working","West Germany","16","","",""
"NPD Combination","2007","Not Working","East Germany","6","","",""
"AfD","2007","Full Time","West Germany","","","",""
"AfD","2007","Full Time","East Germany","","","",""
"AfD","2007","Part Time","West Germany","","","",""
"AfD","2007","Part Time","East Germany","","","",""
"AfD","2007","Not Working","West Germany","","","",""
"AfD","2007","Not Working","East Germany","","","",""
"Other","2007","Full Time","West Germany","30","0.0100680272967912","0.00638074291722159","0.0137553116763607"
"Other","2007","Full Time","East Germany","7","","",""
"Other","2007","Part Time","West Germany","16","","",""
"Other","2007","Part Time","East Germany","3","","",""
"Other","2007","Not Working","West Germany","18","","",""
"Other","2007","Not Working","East Germany","4","","",""
"CDU/CSU","2008","Full Time","West Germany","1116","0.403139180023688","0.38447351336484","0.421804846682535"
"CDU/CSU","2008","Full Time","East Germany","209","0.347963782196359","0.309722905312159","0.38620465908056"
"CDU/CSU","2008","Part Time","West Germany","542","0.348043602984932","0.323758666194088","0.372328539775776"
"CDU/CSU","2008","Part Time","East Germany","85","0.256622100680285","0.204427713655379","0.308816487705192"
"CDU/CSU","2008","Not Working","West Germany","1340","0.489505665238113","0.470590415514781","0.508420914961445"
"CDU/CSU","2008","Not Working","East Germany","208","0.287420182684449","0.253918665813671","0.320921699555227"
"SPD","2008","Full Time","West Germany","895","0.341902761885909","0.323852820139096","0.359952703632722"
"SPD","2008","Full Time","East Germany","131","0.180189184063596","0.149332721070527","0.211045647056664"
"SPD","2008","Part Time","West Germany","527","0.377865197140154","0.353146728079024","0.402583666201285"
"SPD","2008","Part Time","East Germany","67","0.256255895876767","0.204085918046558","0.308425873706976"
"SPD","2008","Not Working","West Germany","969","0.385503967312571","0.367087271189275","0.403920663435866"
"SPD","2008","Not Working","East Germany","211","0.297406574483066","0.263567661374134","0.331245487591998"
"FDP","2008","Full Time","West Germany","171","0.0614671451910511","0.0523275759429874","0.0706067144391149"
"FDP","2008","Full Time","East Germany","45","0.0608189387659115","0.0416314100294231","0.0800064675023999"
"FDP","2008","Part Time","West Germany","87","0.0524531879701172","0.0410874626596344","0.0638189132805999"
"FDP","2008","Part Time","East Germany","20","","",""
"FDP","2008","Not Working","West Germany","127","0.0413500199762482","0.0338163663243103","0.0488836736281862"
"FDP","2008","Not Working","East Germany","15","","",""
"Grüne","2008","Full Time","West Germany","329","0.135957515535629","0.122915382544418","0.14899964852684"
"Grüne","2008","Full Time","East Germany","52","0.110483129585044","0.0853150522569024","0.135651206913186"
"Grüne","2008","Part Time","West Germany","247","0.172174789691116","0.152927704054377","0.191421875327854"
"Grüne","2008","Part Time","East Germany","29","","",""
"Grüne","2008","Not Working","West Germany","158","0.0503225667087251","0.0420506299414337","0.0585945034760164"
"Grüne","2008","Not Working","East Germany","27","","",""
"PDS/Linke","2008","Full Time","West Germany","81","0.0358603305295197","0.0287848394745987","0.0429358215844407"
"PDS/Linke","2008","Full Time","East Germany","134","0.239553706821108","0.205287922064046","0.273819491578171"
"PDS/Linke","2008","Part Time","West Germany","48","0.0262060502112501","0.018061910892716","0.0343501895297842"
"PDS/Linke","2008","Part Time","East Germany","61","0.265695763561112","0.212911765432416","0.318479761689807"
"PDS/Linke","2008","Not Working","West Germany","60","0.0209547223975213","0.0155349618522378","0.0263744829428047"
"PDS/Linke","2008","Not Working","East Germany","226","0.314496461387337","0.28012469794585","0.348868224828823"
"NPD Combination","2008","Full Time","West Germany","43","0.0142967534242199","0.00977953310498362","0.0188139737434561"
"NPD Combination","2008","Full Time","East Germany","24","","",""
"NPD Combination","2008","Part Time","West Germany","13","","",""
"NPD Combination","2008","Part Time","East Germany","5","","",""
"NPD Combination","2008","Not Working","West Germany","8","","",""
"NPD Combination","2008","Not Working","East Germany","12","","",""
"AfD","2008","Full Time","West Germany","","","",""
"AfD","2008","Full Time","East Germany","","","",""
"AfD","2008","Part Time","West Germany","","","",""
"AfD","2008","Part Time","East Germany","","","",""
"AfD","2008","Not Working","West Germany","","","",""
"AfD","2008","Not Working","East Germany","","","",""
"Other","2008","Full Time","West Germany","18","","",""
"Other","2008","Full Time","East Germany","1","","",""
"Other","2008","Part Time","West Germany","14","","",""
"Other","2008","Part Time","East Germany","2","","",""
"Other","2008","Not Working","West Germany","21","","",""
"Other","2008","Not Working","East Germany","2","","",""
"CDU/CSU","2009","Full Time","West Germany","931","0.372712262554594","0.353171132640188","0.392253392469001"
"CDU/CSU","2009","Full Time","East Germany","193","0.309831694573314","0.271532071105575","0.348131318041052"
"CDU/CSU","2009","Part Time","West Germany","464","0.358112008058415","0.332383817497677","0.383840198619153"
"CDU/CSU","2009","Part Time","East Germany","60","0.17224761855923","0.12496604938864","0.219529187729819"
"CDU/CSU","2009","Not Working","West Germany","1197","0.471511997077663","0.45195201833458","0.491071975820746"
"CDU/CSU","2009","Not Working","East Germany","213","0.296070704643526","0.261707355673533","0.330434053613519"
"SPD","2009","Full Time","West Germany","727","0.309989736526814","0.291298808500821","0.328680664552808"
"SPD","2009","Full Time","East Germany","117","0.186487946061549","0.154228161959247","0.21874773016385"
"SPD","2009","Part Time","West Germany","445","0.322811846334383","0.29772190855945","0.347901784109317"
