"party","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"FDP","1987","Not Working","West Germany","101","0.0548028043021864","0.0450218996135141","0.0645837089908587"
"FDP","1987","Not Working","East Germany","","","",""
"Grüne","1987","Full Time","West Germany","192","0.063978094898479","0.0547578415825906","0.0731983482143674"
"Grüne","1987","Full Time","East Germany","","","",""
"Grüne","1987","Part Time","West Germany","129","0.116218032164444","0.0967120402559075","0.135724024072981"
"Grüne","1987","Part Time","East Germany","","","",""
"Grüne","1987","Not Working","West Germany","150","0.0526180683129999","0.0430230364205697","0.0622131002054301"
"Grüne","1987","Not Working","East Germany","","","",""
"PDS/Linke","1987","Full Time","West Germany","","","",""
"PDS/Linke","1987","Full Time","East Germany","","","",""
"PDS/Linke","1987","Part Time","West Germany","","","",""
"PDS/Linke","1987","Part Time","East Germany","","","",""
"PDS/Linke","1987","Not Working","West Germany","","","",""
"PDS/Linke","1987","Not Working","East Germany","","","",""
"NPD Combination","1987","Full Time","West Germany","","","",""
"NPD Combination","1987","Full Time","East Germany","","","",""
"NPD Combination","1987","Part Time","West Germany","","","",""
"NPD Combination","1987","Part Time","East Germany","","","",""
"NPD Combination","1987","Not Working","West Germany","","","",""
"NPD Combination","1987","Not Working","East Germany","","","",""
"AfD","1987","Full Time","West Germany","","","",""
"AfD","1987","Full Time","East Germany","","","",""
"AfD","1987","Part Time","West Germany","","","",""
"AfD","1987","Part Time","East Germany","","","",""
"AfD","1987","Not Working","West Germany","","","",""
"AfD","1987","Not Working","East Germany","","","",""
"Other","1987","Full Time","West Germany","14","","",""
"Other","1987","Full Time","East Germany","","","",""
"Other","1987","Part Time","West Germany","9","","",""
"Other","1987","Part Time","East Germany","","","",""
"Other","1987","Not Working","West Germany","14","","",""
"Other","1987","Not Working","East Germany","","","",""
"CDU/CSU","1988","Full Time","West Germany","892","0.406113130532168","0.386514089746826","0.42571217131751"
"CDU/CSU","1988","Full Time","East Germany","","","",""
"CDU/CSU","1988","Part Time","West Germany","330","0.383092375671613","0.351965171181757","0.41421958016147"
"CDU/CSU","1988","Part Time","East Germany","","","",""
"CDU/CSU","1988","Not Working","West Germany","792","0.449004368557408","0.426436443428905","0.47157229368591"
"CDU/CSU","1988","Not Working","East Germany","","","",""
"SPD","1988","Full Time","West Germany","1245","0.478409469094049","0.458474104994185","0.498344833193914"
"SPD","1988","Full Time","East Germany","","","",""
"SPD","1988","Part Time","West Germany","477","0.485212522011642","0.453211910103243","0.517213133920042"
"SPD","1988","Part Time","East Germany","","","",""
"SPD","1988","Not Working","West Germany","878","0.446041172558348","0.423487436722205","0.46859490839449"
"SPD","1988","Not Working","East Germany","","","",""
"FDP","1988","Full Time","West Germany","105","0.0467680915223403","0.0383418568726465","0.055194326172034"
"FDP","1988","Full Time","East Germany","","","",""
"FDP","1988","Part Time","West Germany","33","0.0379283517319291","0.0256972947720182","0.05015940869184"
"FDP","1988","Part Time","East Germany","","","",""
"FDP","1988","Not Working","West Germany","76","0.047610627223916","0.0379489729457352","0.0572722815020967"
"FDP","1988","Not Working","East Germany","","","",""
"Grüne","1988","Full Time","West Germany","147","0.0585013503907406","0.0491353917523994","0.0678673090290818"
"Grüne","1988","Full Time","East Germany","","","",""
"Grüne","1988","Part Time","West Germany","90","0.0860331256540968","0.068078499199631","0.103987752108563"
"Grüne","1988","Part Time","East Germany","","","",""
"Grüne","1988","Not Working","West Germany","102","0.0456617751015704","0.0361902519247363","0.0551332982784044"
"Grüne","1988","Not Working","East Germany","","","",""
"PDS/Linke","1988","Full Time","West Germany","","","",""
"PDS/Linke","1988","Full Time","East Germany","","","",""
"PDS/Linke","1988","Part Time","West Germany","","","",""
"PDS/Linke","1988","Part Time","East Germany","","","",""
"PDS/Linke","1988","Not Working","West Germany","","","",""
"PDS/Linke","1988","Not Working","East Germany","","","",""
"NPD Combination","1988","Full Time","West Germany","","","",""
"NPD Combination","1988","Full Time","East Germany","","","",""
"NPD Combination","1988","Part Time","West Germany","","","",""
"NPD Combination","1988","Part Time","East Germany","","","",""
"NPD Combination","1988","Not Working","West Germany","","","",""
"NPD Combination","1988","Not Working","East Germany","","","",""
"AfD","1988","Full Time","West Germany","","","",""
"AfD","1988","Full Time","East Germany","","","",""
"AfD","1988","Part Time","West Germany","","","",""
"AfD","1988","Part Time","East Germany","","","",""
"AfD","1988","Not Working","West Germany","","","",""
"AfD","1988","Not Working","East Germany","","","",""
"Other","1988","Full Time","West Germany","23","","",""
"Other","1988","Full Time","East Germany","","","",""
"Other","1988","Part Time","West Germany","7","","",""
"Other","1988","Part Time","East Germany","","","",""
"Other","1988","Not Working","West Germany","18","","",""
"Other","1988","Not Working","East Germany","","","",""
"CDU/CSU","1989","Full Time","West Germany","774","0.370022651680124","0.350605169885977","0.389440133474271"
"CDU/CSU","1989","Full Time","East Germany","","","",""
"CDU/CSU","1989","Part Time","West Germany","276","0.366061060270263","0.333752348876135","0.398369771664391"
"CDU/CSU","1989","Part Time","East Germany","","","",""
"CDU/CSU","1989","Not Working","West Germany","680","0.418118162285715","0.395119809393504","0.441116515177925"
"CDU/CSU","1989","Not Working","East Germany","","","",""
"SPD","1989","Full Time","West Germany","1281","0.491382423986319","0.471276604683222","0.511488243289416"
"SPD","1989","Full Time","East Germany","","","",""
"SPD","1989","Part Time","West Germany","444","0.475281535945503","0.441788246667562","0.508774825223444"
"SPD","1989","Part Time","East Germany","","","",""
"SPD","1989","Not Working","West Germany","858","0.458517571481423","0.43528485502861","0.481750287934237"
"SPD","1989","Not Working","East Germany","","","",""
"FDP","1989","Full Time","West Germany","71","0.0315711544618179","0.0245388870997978","0.038603421823838"
"FDP","1989","Full Time","East Germany","","","",""
"FDP","1989","Part Time","West Germany","23","","",""
"FDP","1989","Part Time","East Germany","","","",""
"FDP","1989","Not Working","West Germany","45","0.0310955291606967","0.0230023478106513","0.0391887105107421"
"FDP","1989","Not Working","East Germany","","","",""
"Grüne","1989","Full Time","West Germany","153","0.0603462947661459","0.0507693826024702","0.0699232069298215"
"Grüne","1989","Full Time","East Germany","","","",""
"Grüne","1989","Part Time","West Germany","88","0.0994388629659723","0.0793685644860403","0.119509161445904"
"Grüne","1989","Part Time","East Germany","","","",""
"Grüne","1989","Not Working","West Germany","117","0.0518985257775215","0.0415558064820934","0.0622412450729496"
"Grüne","1989","Not Working","East Germany","","","",""
"PDS/Linke","1989","Full Time","West Germany","","","",""
"PDS/Linke","1989","Full Time","East Germany","","","",""
"PDS/Linke","1989","Part Time","West Germany","","","",""
"PDS/Linke","1989","Part Time","East Germany","","","",""
"PDS/Linke","1989","Not Working","West Germany","","","",""
"PDS/Linke","1989","Not Working","East Germany","","","",""
"NPD Combination","1989","Full Time","West Germany","","","",""
"NPD Combination","1989","Full Time","East Germany","","","",""
"NPD Combination","1989","Part Time","West Germany","","","",""
"NPD Combination","1989","Part Time","East Germany","","","",""
"NPD Combination","1989","Not Working","West Germany","","","",""
"NPD Combination","1989","Not Working","East Germany","","","",""
"AfD","1989","Full Time","West Germany","","","",""
"AfD","1989","Full Time","East Germany","","","",""
"AfD","1989","Part Time","West Germany","","","",""
"AfD","1989","Part Time","East Germany","","","",""
"AfD","1989","Not Working","West Germany","","","",""
"AfD","1989","Not Working","East Germany","","","",""
"Other","1989","Full Time","West Germany","96","0.0466774751055937","0.0381936855066434","0.0551612647045441"
"Other","1989","Full Time","East Germany","","","",""
"Other","1989","Part Time","West Germany","23","","",""
"Other","1989","Part Time","East Germany","","","",""
"Other","1989","Not Working","West Germany","67","0.0403702112946437","0.0311929692122522","0.0495474533770353"
"Other","1989","Not Working","East Germany","","","",""
"CDU/CSU","1990","Full Time","West Germany","799","0.385433857928308","0.365831131089288","0.405036584767329"
"CDU/CSU","1990","Full Time","East Germany","","","",""
"CDU/CSU","1990","Part Time","West Germany","290","0.342143921210106","0.311353152456073","0.372934689964138"
"CDU/CSU","1990","Part Time","East Germany","","","",""
"CDU/CSU","1990","Not Working","West Germany","737","0.439633902559336","0.416755252688887","0.462512552429785"
"CDU/CSU","1990","Not Working","East Germany","","","",""
"SPD","1990","Full Time","West Germany","1290","0.502930245129199","0.48279208507581","0.523068405182587"
"SPD","1990","Full Time","East Germany","","","",""
"SPD","1990","Part Time","West Germany","485","0.502651756903755","0.470201766825448","0.535101746982063"
"SPD","1990","Part Time","East Germany","","","",""
"SPD","1990","Not Working","West Germany","889","0.460394258899297","0.43741943937838","0.483369078420215"
"SPD","1990","Not Working","East Germany","","","",""
"FDP","1990","Full Time","West Germany","87","0.0366855073963861","0.0291138918526011","0.0442571229401711"
"FDP","1990","Full Time","East Germany","","","",""
"FDP","1990","Part Time","West Germany","36","0.0468175023817375","0.0331073329434162","0.0605276718200589"
"FDP","1990","Part Time","East Germany","","","",""
"FDP","1990","Not Working","West Germany","74","0.0471517871530166","0.0373814439633965","0.0569221303426367"
"FDP","1990","Not Working","East Germany","","","",""
"Grüne","1990","Full Time","West Germany","136","0.0524810202103154","0.0434994486281634","0.0614625917924674"
"Grüne","1990","Full Time","East Germany","","","",""
"Grüne","1990","Part Time","West Germany","85","0.0910505172275496","0.072379767654224","0.109721266800875"
"Grüne","1990","Part Time","East Germany","","","",""
"Grüne","1990","Not Working","West Germany","78","0.0345076350498741","0.0260940537045274","0.0429212163952209"
"Grüne","1990","Not Working","East Germany","","","",""
"PDS/Linke","1990","Full Time","West Germany","","","",""
"PDS/Linke","1990","Full Time","East Germany","","","",""
"PDS/Linke","1990","Part Time","West Germany","","","",""
"PDS/Linke","1990","Part Time","East Germany","","","",""
"PDS/Linke","1990","Not Working","West Germany","","","",""
"PDS/Linke","1990","Not Working","East Germany","","","",""
"NPD Combination","1990","Full Time","West Germany","42","0.0173691326315573","0.0121072457322933","0.0226310195308213"
"NPD Combination","1990","Full Time","East Germany","","","",""
"NPD Combination","1990","Part Time","West Germany","12","","",""
"NPD Combination","1990","Part Time","East Germany","","","",""
"NPD Combination","1990","Not Working","West Germany","19","","",""
"NPD Combination","1990","Not Working","East Germany","","","",""
"AfD","1990","Full Time","West Germany","","","",""
"AfD","1990","Full Time","East Germany","","","",""
"AfD","1990","Part Time","West Germany","","","",""
"AfD","1990","Part Time","East Germany","","","",""
"AfD","1990","Not Working","West Germany","","","",""
"AfD","1990","Not Working","East Germany","","","",""
"Other","1990","Full Time","West Germany","14","","",""
"Other","1990","Full Time","East Germany","","","",""
"Other","1990","Part Time","West Germany","4","","",""
"Other","1990","Part Time","East Germany","","","",""
"Other","1990","Not Working","West Germany","11","","",""
"Other","1990","Not Working","East Germany","","","",""
"CDU/CSU","1991","Full Time","West Germany","736","0.40828747560732","0.385637527180777","0.430937424033863"
"CDU/CSU","1991","Full Time","East Germany","","","",""
"CDU/CSU","1991","Part Time","West Germany","310","0.387182149176475","0.353760615258162","0.420603683094789"
"CDU/CSU","1991","Part Time","East Germany","","","",""
"CDU/CSU","1991","Not Working","West Germany","730","0.475842928246086","0.450867380729907","0.500818475762265"
"CDU/CSU","1991","Not Working","East Germany","","","",""
"SPD","1991","Full Time","West Germany","851","0.46698458224548","0.44399400029789","0.48997516419307"
"SPD","1991","Full Time","East Germany","","","",""
"SPD","1991","Part Time","West Germany","390","0.465706478171053","0.431481033017931","0.499931923324176"
"SPD","1991","Part Time","East Germany","","","",""
"SPD","1991","Not Working","West Germany","650","0.417597860821485","0.392935020190672","0.442260701452298"
"SPD","1991","Not Working","East Germany","","","",""
"FDP","1991","Full Time","West Germany","92","0.0533015017735276","0.0429499758417626","0.0636530277052927"
"FDP","1991","Full Time","East Germany","","","",""
"FDP","1991","Part Time","West Germany","41","0.0504788269424143","0.0354574423567226","0.0655002115281061"
"FDP","1991","Part Time","East Germany","","","",""
"FDP","1991","Not Working","West Germany","72","0.0567392992176614","0.0451699125186167","0.0683086859167061"
"FDP","1991","Not Working","East Germany","","","",""
"Grüne","1991","Full Time","West Germany","97","0.0553584759417251","0.0448205683406651","0.0658963835427851"
"Grüne","1991","Full Time","East Germany","","","",""
"Grüne","1991","Part Time","West Germany","58","0.0750992474341562","0.0570163353624361","0.0931821595058763"
"Grüne","1991","Part Time","East Germany","","","",""
"Grüne","1991","Not Working","West Germany","66","0.0376959908302961","0.0281711832175879","0.0472207984430043"
"Grüne","1991","Not Working","East Germany","","","",""
"PDS/Linke","1991","Full Time","West Germany","","","",""
"PDS/Linke","1991","Full Time","East Germany","","","",""
"PDS/Linke","1991","Part Time","West Germany","1","","",""
"PDS/Linke","1991","Part Time","East Germany","","","",""
"PDS/Linke","1991","Not Working","West Germany","3","","",""
"PDS/Linke","1991","Not Working","East Germany","","","",""
"NPD Combination","1991","Full Time","West Germany","25","","",""
"NPD Combination","1991","Full Time","East Germany","","","",""
"NPD Combination","1991","Part Time","West Germany","10","","",""
"NPD Combination","1991","Part Time","East Germany","","","",""
"NPD Combination","1991","Not Working","West Germany","10","","",""
"NPD Combination","1991","Not Working","East Germany","","","",""
"AfD","1991","Full Time","West Germany","","","",""
"AfD","1991","Full Time","East Germany","","","",""
"AfD","1991","Part Time","West Germany","","","",""
"AfD","1991","Part Time","East Germany","","","",""
"AfD","1991","Not Working","West Germany","","","",""
"AfD","1991","Not Working","East Germany","","","",""
"Other","1991","Full Time","West Germany","8","","",""
"Other","1991","Full Time","East Germany","","","",""
"Other","1991","Part Time","West Germany","6","","",""
"Other","1991","Part Time","East Germany","","","",""
"Other","1991","Not Working","West Germany","5","","",""
"Other","1991","Not Working","East Germany","","","",""
"CDU/CSU","1992","Full Time","West Germany","695","0.39360131814837","0.372082278175829","0.415120358120912"
"CDU/CSU","1992","Full Time","East Germany","272","0.382166615436044","0.346195728950811","0.418137501921277"
"CDU/CSU","1992","Part Time","West Germany","271","0.386206214245607","0.351905869661455","0.420506558829758"
"CDU/CSU","1992","Part Time","East Germany","78","0.297423837415222","0.239948762514259","0.354898912316185"
"CDU/CSU","1992","Not Working","West Germany","660","0.470097144527851","0.444847824821644","0.495346464234059"
"CDU/CSU","1992","Not Working","East Germany","128","0.337496310858866","0.288168776950004","0.386823844767728"
"SPD","1992","Full Time","West Germany","1028","0.477644835059785","0.455643401186989","0.499646268932581"
"SPD","1992","Full Time","East Germany","252","0.365162830721225","0.329520709921586","0.400804951520864"
"SPD","1992","Part Time","West Germany","373","0.442044032880291","0.407056740028111","0.47703132573247"
"SPD","1992","Part Time","East Germany","91","0.36988446759685","0.309184551038476","0.430584384155224"
"SPD","1992","Not Working","West Germany","687","0.43159922975498","0.406542441424244","0.456656018085717"
"SPD","1992","Not Working","East Germany","121","0.368049882103444","0.317739747484563","0.418360016722324"
"FDP","1992","Full Time","West Germany","79","0.0478364452087277","0.0384359502115861","0.0572369402058692"
"FDP","1992","Full Time","East Germany","45","0.0622306644560443","0.0443477081744715","0.080113620737617"
"FDP","1992","Part Time","West Germany","41","0.0605996592527711","0.0437908070530286","0.0774085114525137"
"FDP","1992","Part Time","East Germany","14","","",""
"FDP","1992","Not Working","West Germany","48","0.0381723136646232","0.0284788134586436","0.0478658138706027"
"FDP","1992","Not Working","East Germany","21","","",""
"Grüne","1992","Full Time","West Germany","123","0.0566038916810434","0.0464253471343506","0.0667824362277362"
"Grüne","1992","Full Time","East Germany","72","0.111767632090713","0.0884432361755384","0.135092028005887"
"Grüne","1992","Part Time","West Germany","73","0.0817036197055623","0.062406624203197","0.101000615207928"
"Grüne","1992","Part Time","East Germany","30","0.133860245715526","0.0910483213641937","0.176672170066858"
"Grüne","1992","Not Working","West Germany","77","0.0406881043206001","0.0306933669215151","0.0506828417196851"
"Grüne","1992","Not Working","East Germany","28","","",""
"PDS/Linke","1992","Full Time","West Germany","6","","",""
"PDS/Linke","1992","Full Time","East Germany","42","0.0547028310966987","0.0378691861686742","0.0715364760247232"
"PDS/Linke","1992","Part Time","West Germany","1","","",""
"PDS/Linke","1992","Part Time","East Germany","23","","",""
"PDS/Linke","1992","Not Working","West Germany","5","","",""
"PDS/Linke","1992","Not Working","East Germany","49","0.153081997503364","0.115520449625256","0.190643545381472"
"NPD Combination","1992","Full Time","West Germany","","","",""
"NPD Combination","1992","Full Time","East Germany","","","",""
"NPD Combination","1992","Part Time","West Germany","","","",""
"NPD Combination","1992","Part Time","East Germany","","","",""
"NPD Combination","1992","Not Working","West Germany","","","",""
"NPD Combination","1992","Not Working","East Germany","","","",""
"AfD","1992","Full Time","West Germany","","","",""
"AfD","1992","Full Time","East Germany","","","",""
"AfD","1992","Part Time","West Germany","","","",""
"AfD","1992","Part Time","East Germany","","","",""
"AfD","1992","Not Working","West Germany","","","",""
"AfD","1992","Not Working","East Germany","","","",""
"Other","1992","Full Time","West Germany","49","0.021017909802264","0.0146996477969556","0.0273361718075724"
"Other","1992","Full Time","East Germany","18","","",""
"Other","1992","Part Time","West Germany","15","","",""
"Other","1992","Part Time","East Germany","7","","",""
"Other","1992","Not Working","West Germany","24","","",""
"Other","1992","Not Working","East Germany","6","","",""
"CDU/CSU","1993","Full Time","West Germany","572","0.368136148310358","0.345648408713932","0.390623887906784"
"CDU/CSU","1993","Full Time","East Germany","163","0.297845550200831","0.259626610832326","0.336064489569336"
"CDU/CSU","1993","Part Time","West Germany","240","0.344159485143303","0.309408680776866","0.37891028950974"
"CDU/CSU","1993","Part Time","East Germany","53","0.325511966669436","0.254446197750405","0.396577735588467"
"CDU/CSU","1993","Not Working","West Germany","562","0.455089613393455","0.428194944099682","0.481984282687228"
"CDU/CSU","1993","Not Working","East Germany","125","0.301034896872674","0.255392504873685","0.346677288871662"
"SPD","1993","Full Time","West Germany","898","0.459317070323511","0.436081280552605","0.482552860094417"
"SPD","1993","Full Time","East Germany","212","0.372964474652561","0.332549105212436","0.413379844092686"
"SPD","1993","Part Time","West Germany","326","0.418952186296496","0.382863253861218","0.455041118731774"
"SPD","1993","Part Time","East Germany","53","0.330499518339149","0.259156625090892","0.401842411587405"
"SPD","1993","Not Working","West Germany","585","0.410511521594758","0.383943724884306","0.437079318305211"
"SPD","1993","Not Working","East Germany","150","0.390969402543865","0.342415608754094","0.439523196333637"
