"party","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"FDP","1984","66 and older","Couple + C. LE and GT 16","","","","","3"
"FDP","1984","66 and older","Couple + C. LE 16 ","","","","","3"
"FDP","1984","35-65 y.","1-pers.-HH","12","","","","3"
"FDP","1984","35-65 y.","(Married) couple without C. ","27","","","","3"
"FDP","1984","35-65 y.","Single parent ","5","","","","3"
"FDP","1984","66 and older","Couple + C. GT 16 ","1","","","","3"
"FDP","1984","35-65 y.","Couple + C. LE 16 ","37","0.0477433439646583","0.0337975466772847","0.061689141252032","3"
"NPD Combination","1984","16-34 y.","1-pers.-HH","","","","","6"
"NPD Combination","1984","16-34 y.","(Married) couple without C. ","","","","","6"
"NPD Combination","1984","66 and older","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1984","66 and older","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1984","35-65 y.","1-pers.-HH","","","","","6"
"NPD Combination","1984","35-65 y.","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1984","35-65 y.","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1984","66 and older","1-pers.-HH","","","","","6"
"NPD Combination","1984","66 and older","(Married) couple without C. ","","","","","6"
"NPD Combination","1984","66 and older","Single parent ","","","","","6"
"NPD Combination","1984","16-34 y.","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1984","16-34 y.","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1984","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1984","35-65 y.","(Married) couple without C. ","","","","","6"
"NPD Combination","1984","35-65 y.","Single parent ","","","","","6"
"NPD Combination","1984","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1984","66 and older","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1984","16-34 y.","Single parent ","","","","","6"
"Other","1984","66 and older","Couple + C. GT 16 ","1","","","","8"
"Other","1984","66 and older","Couple + C. LE and GT 16","","","","","8"
"Other","1984","16-34 y.","1-pers.-HH","3","","","","8"
"Other","1984","16-34 y.","(Married) couple without C. ","5","","","","8"
"Other","1984","16-34 y.","Single parent ","4","","","","8"
"Other","1984","16-34 y.","Couple + C. LE 16 ","1","","","","8"
"Other","1984","16-34 y.","Couple + C. GT 16 ","4","","","","8"
"Other","1984","16-34 y.","Couple + C. LE and GT 16","2","","","","8"
"Other","1984","35-65 y.","1-pers.-HH","3","","","","8"
"Other","1984","35-65 y.","(Married) couple without C. ","4","","","","8"
"Other","1984","35-65 y.","Single parent ","1","","","","8"
"Other","1984","35-65 y.","Couple + C. LE 16 ","2","","","","8"
"Other","1984","35-65 y.","Couple + C. GT 16 ","2","","","","8"
"Other","1984","35-65 y.","Couple + C. LE and GT 16","2","","","","8"
"Other","1984","66 and older","1-pers.-HH","2","","","","8"
"Other","1984","66 and older","(Married) couple without C. ","3","","","","8"
"Other","1984","66 and older","Single parent ","","","","","8"
"Other","1984","66 and older","Couple + C. LE 16 ","","","","","8"
"PDS/Linke","1984","66 and older","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1984","35-65 y.","1-pers.-HH","","","","","5"
"PDS/Linke","1984","66 and older","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1984","66 and older","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1984","16-34 y.","1-pers.-HH","","","","","5"
"PDS/Linke","1984","16-34 y.","(Married) couple without C. ","","","","","5"
"PDS/Linke","1984","16-34 y.","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1984","16-34 y.","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1984","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1984","35-65 y.","(Married) couple without C. ","","","","","5"
"PDS/Linke","1984","35-65 y.","Single parent ","","","","","5"
"PDS/Linke","1984","35-65 y.","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1984","66 and older","1-pers.-HH","","","","","5"
"PDS/Linke","1984","66 and older","(Married) couple without C. ","","","","","5"
"PDS/Linke","1984","66 and older","Single parent ","","","","","5"
"PDS/Linke","1984","16-34 y.","Single parent ","","","","","5"
"PDS/Linke","1984","35-65 y.","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1984","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"SPD","1984","16-34 y.","Single parent ","62","0.461764638647434","0.372936235407206","0.550593041887662","2"
"SPD","1984","16-34 y.","Couple + C. LE 16 ","418","0.546926450797346","0.510259036958062","0.583593864636631","2"
"SPD","1984","16-34 y.","Couple + C. GT 16 ","150","0.424064718540204","0.370335648562896","0.477793788517511","2"
"SPD","1984","35-65 y.","1-pers.-HH","125","0.446393519418639","0.386765280414855","0.506021758422423","2"
"SPD","1984","35-65 y.","(Married) couple without C. ","454","0.483133557973974","0.45035837448309","0.515908741464859","2"
"SPD","1984","16-34 y.","Couple + C. LE and GT 16","94","0.273872725946034","0.218704121600341","0.329041330291726","2"
"SPD","1984","16-34 y.","1-pers.-HH","96","0.476770282487041","0.406487650632924","0.547052914341158","2"
"SPD","1984","16-34 y.","(Married) couple without C. ","177","0.454943203787705","0.403575049602628","0.506311357972782","2"
"SPD","1984","35-65 y.","Single parent ","84","0.523843749814478","0.444447146161713","0.603240353467243","2"
"SPD","1984","35-65 y.","Couple + C. LE 16 ","477","0.477580927681241","0.444911395020719","0.510250460341763","2"
"SPD","1984","35-65 y.","Couple + C. LE and GT 16","242","0.411114011933698","0.367592487915367","0.454635535952028","2"
"SPD","1984","66 and older","1-pers.-HH","120","0.425941782699674","0.368022634464947","0.483860930934402","2"
"SPD","1984","66 and older","(Married) couple without C. ","160","0.46138460551377","0.409600792837591","0.51316841818995","2"
"SPD","1984","66 and older","Single parent ","5","","","","2"
"SPD","1984","35-65 y.","Couple + C. GT 16 ","346","0.484769853854716","0.446927414389016","0.522612293320416","2"
"SPD","1984","66 and older","Couple + C. LE 16 ","","","","","2"
"SPD","1984","66 and older","Couple + C. GT 16 ","9","","","","2"
"SPD","1984","66 and older","Couple + C. LE and GT 16","","","","","2"
"AfD","1985","16-34 y.","1-pers.-HH","","","","","7"
"AfD","1985","16-34 y.","(Married) couple without C. ","","","","","7"
"AfD","1985","35-65 y.","Single parent ","","","","","7"
"AfD","1985","35-65 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1985","16-34 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1985","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1985","35-65 y.","1-pers.-HH","","","","","7"
"AfD","1985","35-65 y.","(Married) couple without C. ","","","","","7"
"AfD","1985","16-34 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1985","16-34 y.","Single parent ","","","","","7"
"AfD","1985","35-65 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1985","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1985","66 and older","1-pers.-HH","","","","","7"
"AfD","1985","66 and older","(Married) couple without C. ","","","","","7"
"AfD","1985","66 and older","Single parent ","","","","","7"
"AfD","1985","66 and older","Couple + C. LE 16 ","","","","","7"
"AfD","1985","66 and older","Couple + C. GT 16 ","","","","","7"
"AfD","1985","66 and older","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1985","35-65 y.","Couple + C. LE 16 ","302","0.42179301575141","0.38788825802418","0.45569777347864","1"
"CDU/CSU","1985","16-34 y.","1-pers.-HH","39","0.220005810026747","0.159987286832735","0.280024333220759","1"
"CDU/CSU","1985","16-34 y.","(Married) couple without C. ","106","0.335990482842405","0.285784060802403","0.386196904882406","1"
"CDU/CSU","1985","16-34 y.","Single parent ","38","0.395750881443141","0.30394853110032","0.487553231785963","1"
"CDU/CSU","1985","16-34 y.","Couple + C. LE 16 ","177","0.345094231773422","0.306636178361233","0.383552285185611","1"
"CDU/CSU","1985","16-34 y.","Couple + C. GT 16 ","112","0.376397421369656","0.324899950166379","0.427894892572933","1"
"CDU/CSU","1985","16-34 y.","Couple + C. LE and GT 16","73","0.497975465221677","0.427067038174342","0.568883892269011","1"
"CDU/CSU","1985","35-65 y.","1-pers.-HH","103","0.449634675837168","0.387216854202413","0.512052497471922","1"
"CDU/CSU","1985","35-65 y.","(Married) couple without C. ","364","0.459510446484122","0.425211639783298","0.493809253184947","1"
"CDU/CSU","1985","35-65 y.","Single parent ","47","0.415284011335032","0.32784338377971","0.502724638890354","1"
"CDU/CSU","1985","35-65 y.","Couple + C. GT 16 ","291","0.481218709499468","0.442866737661401","0.519570681337535","1"
"CDU/CSU","1985","35-65 y.","Couple + C. LE and GT 16","196","0.536028946434909","0.488837964987119","0.5832199278827","1"
"CDU/CSU","1985","66 and older","1-pers.-HH","112","0.493017924100956","0.428406125594905","0.557629722607007","1"
"CDU/CSU","1985","66 and older","(Married) couple without C. ","169","0.521624849332547","0.466893451008494","0.576356247656601","1"
"CDU/CSU","1985","66 and older","Single parent ","10","","","","1"
"CDU/CSU","1985","66 and older","Couple + C. LE 16 ","1","","","","1"
"CDU/CSU","1985","66 and older","Couple + C. GT 16 ","21","","","","1"
"CDU/CSU","1985","66 and older","Couple + C. LE and GT 16","","","","","1"
"FDP","1985","16-34 y.","1-pers.-HH","6","","","","3"
"FDP","1985","16-34 y.","(Married) couple without C. ","12","","","","3"
"FDP","1985","16-34 y.","Single parent ","1","","","","3"
"FDP","1985","16-34 y.","Couple + C. LE 16 ","15","","","","3"
"FDP","1985","16-34 y.","Couple + C. GT 16 ","4","","","","3"
"FDP","1985","16-34 y.","Couple + C. LE and GT 16","3","","","","3"
"FDP","1985","35-65 y.","Couple + C. GT 16 ","24","","","","3"
"FDP","1985","35-65 y.","Couple + C. LE and GT 16","14","","","","3"
"FDP","1985","66 and older","1-pers.-HH","18","","","","3"
"FDP","1985","66 and older","(Married) couple without C. ","16","","","","3"
"FDP","1985","66 and older","Single parent ","1","","","","3"
"FDP","1985","66 and older","Couple + C. LE and GT 16","","","","","3"
"FDP","1985","66 and older","Couple + C. LE 16 ","","","","","3"
"FDP","1985","35-65 y.","Single parent ","1","","","","3"
"FDP","1985","35-65 y.","Couple + C. LE 16 ","31","0.045812111982113","0.0314579979104068","0.0601662260538191","3"
"FDP","1985","66 and older","Couple + C. GT 16 ","","","","","3"
"FDP","1985","35-65 y.","1-pers.-HH","12","","","","3"
"FDP","1985","35-65 y.","(Married) couple without C. ","31","0.0387129782135417","0.0254362062825783","0.0519897501445051","3"
"NPD Combination","1985","66 and older","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1985","16-34 y.","(Married) couple without C. ","","","","","6"
"NPD Combination","1985","66 and older","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1985","35-65 y.","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1985","35-65 y.","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1985","16-34 y.","1-pers.-HH","","","","","6"
"NPD Combination","1985","35-65 y.","1-pers.-HH","","","","","6"
"NPD Combination","1985","35-65 y.","(Married) couple without C. ","","","","","6"
"NPD Combination","1985","35-65 y.","Single parent ","","","","","6"
"NPD Combination","1985","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1985","66 and older","1-pers.-HH","","","","","6"
"NPD Combination","1985","66 and older","(Married) couple without C. ","","","","","6"
"NPD Combination","1985","66 and older","Single parent ","","","","","6"
"NPD Combination","1985","66 and older","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1985","16-34 y.","Single parent ","","","","","6"
"NPD Combination","1985","16-34 y.","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1985","16-34 y.","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1985","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"Other","1985","16-34 y.","1-pers.-HH","1","","","","8"
"Other","1985","66 and older","Couple + C. GT 16 ","","","","","8"
"Other","1985","66 and older","Couple + C. LE and GT 16","","","","","8"
"Other","1985","16-34 y.","(Married) couple without C. ","1","","","","8"
"Other","1985","16-34 y.","Single parent ","1","","","","8"
"Other","1985","16-34 y.","Couple + C. LE 16 ","2","","","","8"
"Other","1985","16-34 y.","Couple + C. GT 16 ","4","","","","8"
"Other","1985","16-34 y.","Couple + C. LE and GT 16","4","","","","8"
"Other","1985","35-65 y.","1-pers.-HH","2","","","","8"
"Other","1985","35-65 y.","(Married) couple without C. ","6","","","","8"
"Other","1985","35-65 y.","Single parent ","","","","","8"
"Other","1985","35-65 y.","Couple + C. LE 16 ","2","","","","8"
"Other","1985","35-65 y.","Couple + C. GT 16 ","6","","","","8"
"Other","1985","35-65 y.","Couple + C. LE and GT 16","1","","","","8"
"Other","1985","66 and older","1-pers.-HH","","","","","8"
"Other","1985","66 and older","(Married) couple without C. ","4","","","","8"
"Other","1985","66 and older","Single parent ","","","","","8"
"Other","1985","66 and older","Couple + C. LE 16 ","","","","","8"
"PDS/Linke","1985","66 and older","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1985","66 and older","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1985","16-34 y.","1-pers.-HH","","","","","5"
"PDS/Linke","1985","16-34 y.","(Married) couple without C. ","","","","","5"
"PDS/Linke","1985","35-65 y.","1-pers.-HH","","","","","5"
"PDS/Linke","1985","35-65 y.","(Married) couple without C. ","","","","","5"
"PDS/Linke","1985","35-65 y.","Single parent ","","","","","5"
"PDS/Linke","1985","35-65 y.","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1985","66 and older","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1985","16-34 y.","Single parent ","","","","","5"
"PDS/Linke","1985","16-34 y.","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1985","16-34 y.","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1985","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1985","35-65 y.","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1985","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1985","66 and older","1-pers.-HH","","","","","5"
"PDS/Linke","1985","66 and older","(Married) couple without C. ","","","","","5"
"PDS/Linke","1985","66 and older","Single parent ","","","","","5"
"SPD","1985","16-34 y.","Single parent ","56","0.457673439269859","0.364145119136126","0.551201759403592","2"
"SPD","1985","35-65 y.","(Married) couple without C. ","390","0.474576692860177","0.440209383399349","0.508944002321005","2"
"SPD","1985","16-34 y.","Couple + C. LE 16 ","339","0.532727767608848","0.492366323700489","0.573089211517207","2"
"SPD","1985","16-34 y.","Couple + C. GT 16 ","152","0.398267502103419","0.346232233442337","0.4503027707645","2"
"SPD","1985","16-34 y.","Couple + C. LE and GT 16","78","0.2897280119369","0.225394243109532","0.354061780764267","2"
"SPD","1985","35-65 y.","1-pers.-HH","119","0.461933651105755","0.399378814470134","0.524488487741376","2"
"SPD","1985","16-34 y.","1-pers.-HH","93","0.490534821348128","0.418105449291307","0.56296419340495","2"
"SPD","1985","16-34 y.","(Married) couple without C. ","170","0.472278942470199","0.419213702126351","0.525344182814047","2"
"SPD","1985","35-65 y.","Single parent ","70","0.540912959560908","0.45248708055563","0.629338838566186","2"
"SPD","1985","35-65 y.","Couple + C. LE 16 ","440","0.480514679367888","0.446213483895214","0.514815874840562","2"
"SPD","1985","35-65 y.","Couple + C. LE and GT 16","206","0.40057948877435","0.354210289241285","0.446948688307415","2"
"SPD","1985","66 and older","1-pers.-HH","100","0.428692555786418","0.364734966533932","0.492650145038903","2"
"SPD","1985","66 and older","(Married) couple without C. ","128","0.402633822971814","0.348899900574793","0.456367745368836","2"
"SPD","1985","66 and older","Single parent ","6","","","","2"
"SPD","1985","66 and older","Couple + C. LE and GT 16","","","","","2"
"SPD","1985","66 and older","Couple + C. LE 16 ","1","","","","2"
"SPD","1985","66 and older","Couple + C. GT 16 ","12","","","","2"
"SPD","1985","35-65 y.","Couple + C. GT 16 ","317","0.453313058940341","0.415101675794763","0.491524442085919","2"
"AfD","1986","16-34 y.","1-pers.-HH","","","","","7"
"AfD","1986","16-34 y.","(Married) couple without C. ","","","","","7"
"AfD","1986","16-34 y.","Single parent ","","","","","7"
"AfD","1986","16-34 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1986","16-34 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1986","16-34 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1986","35-65 y.","1-pers.-HH","","","","","7"
"AfD","1986","35-65 y.","(Married) couple without C. ","","","","","7"
"AfD","1986","35-65 y.","Single parent ","","","","","7"
"AfD","1986","35-65 y.","Couple + C. LE 16 ","","","","","7"
"AfD","1986","35-65 y.","Couple + C. GT 16 ","","","","","7"
"AfD","1986","35-65 y.","Couple + C. LE and GT 16","","","","","7"
"AfD","1986","66 and older","1-pers.-HH","","","","","7"
"AfD","1986","66 and older","(Married) couple without C. ","","","","","7"
"AfD","1986","66 and older","Single parent ","","","","","7"
"AfD","1986","66 and older","Couple + C. LE 16 ","","","","","7"
"AfD","1986","66 and older","Couple + C. GT 16 ","","","","","7"
"AfD","1986","66 and older","Couple + C. LE and GT 16","","","","","7"
"CDU/CSU","1986","16-34 y.","1-pers.-HH","35","0.202085678452435","0.143094918869033","0.261076438035837","1"
"CDU/CSU","1986","35-65 y.","Couple + C. LE 16 ","263","0.40543986929973","0.369577171126033","0.441302567473428","1"
"CDU/CSU","1986","16-34 y.","(Married) couple without C. ","103","0.322136381848511","0.271332434009232","0.37294032968779","1"
"CDU/CSU","1986","16-34 y.","Single parent ","33","0.391523466944002","0.292324435372462","0.490722498515542","1"
"CDU/CSU","1986","16-34 y.","Couple + C. LE 16 ","176","0.362476340090882","0.322518805801686","0.402433874380077","1"
"CDU/CSU","1986","16-34 y.","Couple + C. GT 16 ","123","0.408497958059249","0.355860033586482","0.461135882532016","1"
"CDU/CSU","1986","16-34 y.","Couple + C. LE and GT 16","56","0.408751410306433","0.33673420461385","0.480768615999015","1"
"CDU/CSU","1986","35-65 y.","1-pers.-HH","87","0.421948384616808","0.356982616498158","0.486914152735457","1"
"CDU/CSU","1986","35-65 y.","(Married) couple without C. ","356","0.468404113958004","0.433204281454722","0.503603946461287","1"
"CDU/CSU","1986","35-65 y.","Single parent ","46","0.421253300220007","0.331784609478291","0.510721990961723","1"
"CDU/CSU","1986","35-65 y.","Couple + C. GT 16 ","332","0.508077049991663","0.471121151988352","0.545032947994975","1"
"CDU/CSU","1986","35-65 y.","Couple + C. LE and GT 16","192","0.553467427765588","0.505405655015468","0.601529200515708","1"
"CDU/CSU","1986","66 and older","1-pers.-HH","117","0.523355209483444","0.458238930891015","0.588471488075873","1"
"CDU/CSU","1986","66 and older","(Married) couple without C. ","145","0.488399235587343","0.431260910459129","0.545537560715557","1"
"CDU/CSU","1986","66 and older","Single parent ","5","","","","1"
"CDU/CSU","1986","66 and older","Couple + C. LE 16 ","","","","","1"
"CDU/CSU","1986","66 and older","Couple + C. GT 16 ","15","","","","1"
"CDU/CSU","1986","66 and older","Couple + C. LE and GT 16","","","","","1"
"FDP","1986","35-65 y.","Couple + C. GT 16 ","25","","","","3"
"FDP","1986","66 and older","Couple + C. LE 16 ","","","","","3"
"FDP","1986","66 and older","Couple + C. LE and GT 16","","","","","3"
"FDP","1986","16-34 y.","1-pers.-HH","4","","","","3"
"FDP","1986","35-65 y.","(Married) couple without C. ","23","","","","3"
"FDP","1986","66 and older","1-pers.-HH","10","","","","3"
"FDP","1986","16-34 y.","Couple + C. GT 16 ","4","","","","3"
"FDP","1986","16-34 y.","(Married) couple without C. ","10","","","","3"
"FDP","1986","16-34 y.","Single parent ","1","","","","3"
"FDP","1986","16-34 y.","Couple + C. LE 16 ","8","","","","3"
"FDP","1986","16-34 y.","Couple + C. LE and GT 16","6","","","","3"
"FDP","1986","35-65 y.","1-pers.-HH","8","","","","3"
"FDP","1986","35-65 y.","Single parent ","1","","","","3"
"FDP","1986","35-65 y.","Couple + C. LE and GT 16","7","","","","3"
"FDP","1986","66 and older","(Married) couple without C. ","22","","","","3"
"FDP","1986","66 and older","Single parent ","","","","","3"
"FDP","1986","66 and older","Couple + C. GT 16 ","2","","","","3"
"FDP","1986","35-65 y.","Couple + C. LE 16 ","29","","","","3"
"NPD Combination","1986","16-34 y.","1-pers.-HH","","","","","6"
"NPD Combination","1986","16-34 y.","(Married) couple without C. ","","","","","6"
"NPD Combination","1986","35-65 y.","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1986","35-65 y.","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1986","66 and older","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1986","66 and older","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1986","16-34 y.","Single parent ","","","","","6"
"NPD Combination","1986","16-34 y.","Couple + C. LE 16 ","","","","","6"
"NPD Combination","1986","16-34 y.","Couple + C. GT 16 ","","","","","6"
"NPD Combination","1986","16-34 y.","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1986","35-65 y.","1-pers.-HH","","","","","6"
"NPD Combination","1986","35-65 y.","(Married) couple without C. ","","","","","6"
"NPD Combination","1986","35-65 y.","Single parent ","","","","","6"
"NPD Combination","1986","35-65 y.","Couple + C. LE and GT 16","","","","","6"
"NPD Combination","1986","66 and older","1-pers.-HH","","","","","6"
"NPD Combination","1986","66 and older","(Married) couple without C. ","","","","","6"
"NPD Combination","1986","66 and older","Single parent ","","","","","6"
"NPD Combination","1986","66 and older","Couple + C. LE 16 ","","","","","6"
"Other","1986","16-34 y.","1-pers.-HH","2","","","","8"
"Other","1986","66 and older","Couple + C. GT 16 ","","","","","8"
"Other","1986","66 and older","Couple + C. LE and GT 16","","","","","8"
"Other","1986","16-34 y.","(Married) couple without C. ","1","","","","8"
"Other","1986","16-34 y.","Single parent ","2","","","","8"
"Other","1986","16-34 y.","Couple + C. LE 16 ","1","","","","8"
"Other","1986","16-34 y.","Couple + C. GT 16 ","1","","","","8"
"Other","1986","16-34 y.","Couple + C. LE and GT 16","","","","","8"
"Other","1986","35-65 y.","1-pers.-HH","2","","","","8"
"Other","1986","35-65 y.","(Married) couple without C. ","6","","","","8"
"Other","1986","35-65 y.","Single parent ","","","","","8"
"Other","1986","35-65 y.","Couple + C. LE 16 ","4","","","","8"
"Other","1986","35-65 y.","Couple + C. GT 16 ","4","","","","8"
"Other","1986","35-65 y.","Couple + C. LE and GT 16","2","","","","8"
"Other","1986","66 and older","1-pers.-HH","1","","","","8"
"Other","1986","66 and older","(Married) couple without C. ","2","","","","8"
"Other","1986","66 and older","Single parent ","","","","","8"
"Other","1986","66 and older","Couple + C. LE 16 ","","","","","8"
"PDS/Linke","1986","66 and older","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1986","66 and older","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1986","16-34 y.","1-pers.-HH","","","","","5"
"PDS/Linke","1986","16-34 y.","(Married) couple without C. ","","","","","5"
"PDS/Linke","1986","16-34 y.","Single parent ","","","","","5"
"PDS/Linke","1986","16-34 y.","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1986","16-34 y.","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1986","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1986","35-65 y.","1-pers.-HH","","","","","5"
"PDS/Linke","1986","35-65 y.","(Married) couple without C. ","","","","","5"
"PDS/Linke","1986","35-65 y.","Single parent ","","","","","5"
"PDS/Linke","1986","35-65 y.","Couple + C. LE 16 ","","","","","5"
"PDS/Linke","1986","35-65 y.","Couple + C. GT 16 ","","","","","5"
"PDS/Linke","1986","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"PDS/Linke","1986","66 and older","1-pers.-HH","","","","","5"
"PDS/Linke","1986","66 and older","(Married) couple without C. ","","","","","5"
"PDS/Linke","1986","66 and older","Single parent ","","","","","5"
"PDS/Linke","1986","66 and older","Couple + C. LE 16 ","","","","","5"
