"party","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"CDU/CSU","2018","16-34 y.","Not Employed","260","0.247169575446577","0.214723715383899","0.279615435509254","1"
"CDU/CSU","2018","16-34 y.","Employed","391","0.254447474694811","0.232106101744378","0.276788847645243","1"
"CDU/CSU","2018","66 and older","Not Employed","1122","0.473597255541403","0.453962027196169","0.493232483886638","1"
"CDU/CSU","2018","66 and older","Employed","179","0.497175333213189","0.447489066724956","0.546861599701422","1"
"CDU/CSU","2018","35-65 y.","Employed","1749","0.336459207875503","0.323519385153123","0.349399030597884","1"
"CDU/CSU","2018","35-65 y.","Not Employed","442","0.289901051803376","0.262232765532938","0.317569338073814","1"
"FDP","2018","16-34 y.","Employed","106","0.0687045152150802","0.0557294947481825","0.081679535681978","3"
"FDP","2018","35-65 y.","Employed","243","0.0487543158518967","0.0428566360925522","0.0546519956112412","3"
"FDP","2018","66 and older","Employed","30","0.0614022178311578","0.0375458083156963","0.0852586273466192","3"
"FDP","2018","16-34 y.","Not Employed","19","","","","3"
"FDP","2018","66 and older","Not Employed","118","0.041694299186407","0.0338335729703792","0.0495550254024348","3"
"FDP","2018","35-65 y.","Not Employed","33","0.0358629153070629","0.0245235141550808","0.047202316459045","3"
"NPD Combination","2018","16-34 y.","Not Employed","1","","","","6"
"NPD Combination","2018","16-34 y.","Employed","10","","","","6"
"NPD Combination","2018","35-65 y.","Not Employed","7","","","","6"
"NPD Combination","2018","35-65 y.","Employed","12","","","","6"
"NPD Combination","2018","66 and older","Not Employed","","","","","6"
"NPD Combination","2018","66 and older","Employed","","","","","6"
"Other","2018","16-34 y.","Not Employed","22","","","","8"
"Other","2018","16-34 y.","Employed","49","0.0294196352170797","0.0207518916284847","0.0380873788056747","8"
"Other","2018","35-65 y.","Not Employed","8","","","","8"
"Other","2018","35-65 y.","Employed","77","0.0164553729548711","0.012971364469996","0.0199393814397461","8"
"Other","2018","66 and older","Not Employed","9","","","","8"
"Other","2018","66 and older","Employed","1","","","","8"
"PDS/Linke","2018","16-34 y.","Not Employed","86","0.132796398799864","0.10727133189143","0.158321465708298","5"
"PDS/Linke","2018","16-34 y.","Employed","193","0.144109443666442","0.126094745035444","0.16212414229744","5"
"PDS/Linke","2018","35-65 y.","Not Employed","85","0.113002999891632","0.0936964802055582","0.132309519577706","5"
"PDS/Linke","2018","35-65 y.","Employed","423","0.0721439763407141","0.0650585067660799","0.0792294459153484","5"
"PDS/Linke","2018","66 and older","Employed","31","0.0604613489762339","0.0367765593183441","0.0841461386341236","5"
"PDS/Linke","2018","66 and older","Not Employed","179","0.0520748993761082","0.0433376742373051","0.0608121245149112","5"
"SPD","2018","16-34 y.","Employed","286","0.187084981847728","0.167081126763818","0.207088836931638","2"
"SPD","2018","35-65 y.","Not Employed","238","0.286810721808986","0.259230482873882","0.31439096074409","2"
"SPD","2018","35-65 y.","Employed","1227","0.262222834910267","0.25017729800043","0.274268371820103","2"
"SPD","2018","66 and older","Employed","95","0.224394632759023","0.182937436672834","0.265851828845212","2"
"SPD","2018","66 and older","Not Employed","784","0.328065674151061","0.309602085960685","0.346529262341437","2"
"SPD","2018","16-34 y.","Not Employed","120","0.196110446435552","0.166245498593985","0.225975394277118","2"
"AfD","2019","16-34 y.","Not Employed","20","","","","7"
"AfD","2019","35-65 y.","Not Employed","86","0.119803065532705","0.0973007614676217","0.142305369597788","7"
"AfD","2019","16-34 y.","Employed","97","0.102328305856462","0.0858530156841948","0.118803596028729","7"
"AfD","2019","35-65 y.","Employed","417","0.0884818685205579","0.0811667964764087","0.0957969405647071","7"
"AfD","2019","66 and older","Employed","23","","","","7"
"AfD","2019","66 and older","Not Employed","106","0.040376782840328","0.0327005587002516","0.0480530069804044","7"
"CDU/CSU","2019","16-34 y.","Employed","252","0.193875819686532","0.172385681281605","0.215365958091459","1"
"CDU/CSU","2019","66 and older","Not Employed","1134","0.447973170211627","0.428580504419705","0.467365836003548","1"
"CDU/CSU","2019","16-34 y.","Not Employed","56","0.192207684093039","0.154113172325821","0.230302195860258","1"
"CDU/CSU","2019","66 and older","Employed","238","0.439459656351532","0.396963916850703","0.481955395852362","1"
"CDU/CSU","2019","35-65 y.","Not Employed","229","0.28316431340044","0.251944366066588","0.314384260734292","1"
"CDU/CSU","2019","35-65 y.","Employed","1893","0.29780118313452","0.286022355535696","0.309580010733344","1"
"FDP","2019","16-34 y.","Employed","100","0.0665353409151636","0.0529880783472391","0.0800826034830882","3"
"FDP","2019","66 and older","Employed","48","0.0696625749483558","0.0478652873152461","0.0914598625814654","3"
"FDP","2019","16-34 y.","Not Employed","27","","","","3"
"FDP","2019","35-65 y.","Employed","350","0.0458417806656625","0.0404547462947183","0.0512288150366067","3"
"FDP","2019","66 and older","Not Employed","124","0.0479493607404609","0.0396172918291517","0.0562814296517701","3"
"FDP","2019","35-65 y.","Not Employed","40","0.0422568065327794","0.0283163829155241","0.0561972301500348","3"
"NPD Combination","2019","16-34 y.","Not Employed","2","","","","6"
"NPD Combination","2019","16-34 y.","Employed","9","","","","6"
"NPD Combination","2019","35-65 y.","Not Employed","5","","","","6"
"NPD Combination","2019","66 and older","Employed","","","","","6"
"NPD Combination","2019","35-65 y.","Employed","14","","","","6"
"NPD Combination","2019","66 and older","Not Employed","","","","","6"
"Other","2019","16-34 y.","Not Employed","34","0.0702702237397735","0.0455591726634162","0.0949812748161308","8"
"Other","2019","16-34 y.","Employed","60","0.0346917044113446","0.0247440141853844","0.0446393946373049","8"
"Other","2019","35-65 y.","Not Employed","19","","","","8"
"Other","2019","35-65 y.","Employed","126","0.0229247330166266","0.0190697278679636","0.0267797381652895","8"
"Other","2019","66 and older","Not Employed","18","","","","8"
"Other","2019","66 and older","Employed","7","","","","8"
"PDS/Linke","2019","16-34 y.","Not Employed","43","0.115855922012334","0.0849139620265471","0.146797881998122","5"
"PDS/Linke","2019","16-34 y.","Employed","162","0.141014802325957","0.122095652943644","0.15993395170827","5"
"PDS/Linke","2019","35-65 y.","Not Employed","75","0.107271092440605","0.0858271689902844","0.128715015890925","5"
"PDS/Linke","2019","35-65 y.","Employed","414","0.0705863646198855","0.0639889506369422","0.0771837786028289","5"
"PDS/Linke","2019","66 and older","Not Employed","187","0.059327642351225","0.0501151072837613","0.0685401774186887","5"
"PDS/Linke","2019","66 and older","Employed","42","0.0828415168494224","0.0592406115427626","0.106442422156082","5"
"SPD","2019","35-65 y.","Not Employed","189","0.247855738001897","0.21793631873721","0.277775157266584","2"
"SPD","2019","16-34 y.","Employed","179","0.122356259376933","0.104542784710363","0.140169734043503","2"
"SPD","2019","35-65 y.","Employed","949","0.197445928225543","0.187192477435582","0.207699379015504","2"
"SPD","2019","66 and older","Employed","95","0.237147937738314","0.200730256854718","0.27356561862191","2"
"SPD","2019","66 and older","Not Employed","676","0.286634361766191","0.269000329251536","0.304268394280846","2"
"SPD","2019","16-34 y.","Not Employed","42","0.103040974220566","0.0736496969144105","0.132432251526722","2"
