"party","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"SPD","1985","Not Employed","inadequately","50","0.791567060132085","0.691266155490697","0.891867964773473","1"
"SPD","1985","Not Employed","general elemantary","337","0.444500652346469","0.40845402482194","0.480547279870998","1"
"SPD","1985","Not Employed","middle vocational","437","0.423712608098387","0.393131523994047","0.454293692202728","1"
"SPD","1985","Not Employed","vocational + Abi","18","","","","1"
"SPD","1985","Not Employed","higher vocational","41","0.352797744486399","0.264694524690345","0.440900964282454","1"
"SPD","1985","Not Employed","higher education","34","0.269310131675004","0.184862388595605","0.353757874754402","1"
"SPD","1985","Employed","in school","","","","","1"
"SPD","1985","Employed","inadequately","95","0.674703265687802","0.590882094288564","0.758524437087041","1"
"SPD","1985","Employed","general elemantary","394","0.528280282114767","0.490452642072771","0.566107922156763","1"
"SPD","1985","Employed","middle vocational","1045","0.503375920447831","0.48128030941792","0.525471531477741","1"
"SPD","1985","Employed","vocational + Abi","61","0.400916226116724","0.313952373575474","0.487880078657973","1"
"SPD","1985","Employed","higher vocational","96","0.3134580042042","0.260788019149014","0.366127989259386","1"
"SPD","1985","Employed","higher education","163","0.370620536693492","0.324485797769283","0.416755275617701","1"
"AfD","1986","Not Employed","middle vocational","","","","","7"
"AfD","1986","Not Employed","vocational + Abi","","","","","7"
"AfD","1986","Employed","higher education","","","","","7"
"AfD","1986","Employed","vocational + Abi","","","","","7"
"AfD","1986","Employed","higher vocational","","","","","7"
"AfD","1986","Not Employed","general elemantary","","","","","7"
"AfD","1986","Not Employed","higher vocational","","","","","7"
"AfD","1986","Not Employed","higher education","","","","","7"
"AfD","1986","Employed","in school","","","","","7"
"AfD","1986","Not Employed","in school","","","","","7"
"AfD","1986","Not Employed","inadequately","","","","","7"
"AfD","1986","Employed","inadequately","","","","","7"
"AfD","1986","Employed","general elemantary","","","","","7"
"AfD","1986","Employed","middle vocational","","","","","7"
"CDU/CSU","1986","Not Employed","inadequately","10","","","","2"
"CDU/CSU","1986","Not Employed","general elemantary","300","0.481593316246609","0.443617003964983","0.519569628528236","2"
"CDU/CSU","1986","Employed","general elemantary","226","0.410650152374495","0.372595903079635","0.448704401669355","2"
"CDU/CSU","1986","Employed","middle vocational","730","0.412566031260417","0.390342213067711","0.434789849453123","2"
"CDU/CSU","1986","Not Employed","in school","16","","","","2"
"CDU/CSU","1986","Not Employed","middle vocational","426","0.456238251153696","0.424942034135537","0.487534468171855","2"
"CDU/CSU","1986","Not Employed","vocational + Abi","16","","","","2"
"CDU/CSU","1986","Employed","vocational + Abi","32","0.350818603533176","0.263215396378565","0.438421810687786","2"
"CDU/CSU","1986","Not Employed","higher vocational","59","0.607846396473475","0.512629848481427","0.703062944465524","2"
"CDU/CSU","1986","Not Employed","higher education","48","0.541185338484577","0.444004854185565","0.638365822783589","2"
"CDU/CSU","1986","Employed","in school","3","","","","2"
"CDU/CSU","1986","Employed","inadequately","14","","","","2"
"CDU/CSU","1986","Employed","higher vocational","143","0.567834334476143","0.507387412273005","0.62828125667928","2"
"CDU/CSU","1986","Employed","higher education","166","0.418585309168821","0.370833354429994","0.466337263907648","2"
"FDP","1986","Employed","higher vocational","9","","","","3"
"FDP","1986","Employed","vocational + Abi","3","","","","3"
"FDP","1986","Employed","higher education","34","0.0893274580200116","0.0617197869770506","0.116935129062973","3"
"FDP","1986","Not Employed","vocational + Abi","5","","","","3"
"FDP","1986","Not Employed","higher vocational","5","","","","3"
"FDP","1986","Not Employed","higher education","5","","","","3"
"FDP","1986","Not Employed","in school","2","","","","3"
"FDP","1986","Not Employed","inadequately","","","","","3"
"FDP","1986","Not Employed","general elemantary","9","","","","3"
"FDP","1986","Not Employed","middle vocational","37","0.0426818569595662","0.0299807530592179","0.0553829608599145","3"
"FDP","1986","Employed","in school","","","","","3"
"FDP","1986","Employed","inadequately","","","","","3"
"FDP","1986","Employed","general elemantary","8","","","","3"
"FDP","1986","Employed","middle vocational","51","0.0289075041851086","0.0213439136206822","0.036471094749535","3"
"Grüne","1986","Employed","in school","","","","","4"
"Grüne","1986","Employed","inadequately","11","","","","4"
"Grüne","1986","Not Employed","inadequately","2","","","","4"
"Grüne","1986","Not Employed","in school","17","","","","4"
"Grüne","1986","Not Employed","general elemantary","28","","","","4"
"Grüne","1986","Not Employed","higher vocational","5","","","","4"
"Grüne","1986","Not Employed","higher education","12","","","","4"
"Grüne","1986","Employed","general elemantary","36","0.0558007909860851","0.038045304721086","0.0735562772510842","4"
"Grüne","1986","Employed","middle vocational","93","0.0460248638135533","0.0365656030542138","0.0554841245728928","4"
"Grüne","1986","Employed","vocational + Abi","21","","","","4"
"Grüne","1986","Not Employed","middle vocational","57","0.0463265912292441","0.0331195151287891","0.0595336673296991","4"
"Grüne","1986","Not Employed","vocational + Abi","8","","","","4"
"Grüne","1986","Employed","higher vocational","22","","","","4"
"Grüne","1986","Employed","higher education","67","0.160436938827178","0.124911863512206","0.195962014142149","4"
"NPD","1986","Employed","in school","","","","","6"
"NPD","1986","Employed","inadequately","","","","","6"
"NPD","1986","Not Employed","in school","","","","","6"
"NPD","1986","Not Employed","inadequately","","","","","6"
"NPD","1986","Not Employed","general elemantary","","","","","6"
"NPD","1986","Not Employed","middle vocational","","","","","6"
"NPD","1986","Employed","general elemantary","","","","","6"
"NPD","1986","Employed","middle vocational","","","","","6"
"NPD","1986","Not Employed","higher vocational","","","","","6"
"NPD","1986","Not Employed","higher education","","","","","6"
"NPD","1986","Not Employed","vocational + Abi","","","","","6"
"NPD","1986","Employed","higher vocational","","","","","6"
"NPD","1986","Employed","higher education","","","","","6"
"NPD","1986","Employed","vocational + Abi","","","","","6"
"Other","1986","Not Employed","in school","2","","","","8"
"Other","1986","Not Employed","inadequately","","","","","8"
"Other","1986","Employed","in school","","","","","8"
"Other","1986","Employed","inadequately","","","","","8"
"Other","1986","Employed","general elemantary","4","","","","8"
"Other","1986","Employed","middle vocational","12","","","","8"
"Other","1986","Not Employed","general elemantary","2","","","","8"
"Other","1986","Not Employed","middle vocational","6","","","","8"
"Other","1986","Not Employed","vocational + Abi","","","","","8"
"Other","1986","Employed","vocational + Abi","1","","","","8"
"Other","1986","Employed","higher vocational","1","","","","8"
"Other","1986","Not Employed","higher vocational","","","","","8"
"Other","1986","Not Employed","higher education","","","","","8"
"Other","1986","Employed","higher education","1","","","","8"
"PDS/Linke","1986","Employed","higher education","","","","","5"
"PDS/Linke","1986","Employed","higher vocational","","","","","5"
"PDS/Linke","1986","Not Employed","middle vocational","","","","","5"
"PDS/Linke","1986","Not Employed","vocational + Abi","","","","","5"
"PDS/Linke","1986","Employed","vocational + Abi","","","","","5"
"PDS/Linke","1986","Not Employed","general elemantary","","","","","5"
"PDS/Linke","1986","Not Employed","higher vocational","","","","","5"
"PDS/Linke","1986","Not Employed","higher education","","","","","5"
"PDS/Linke","1986","Not Employed","in school","","","","","5"
"PDS/Linke","1986","Not Employed","inadequately","","","","","5"
"PDS/Linke","1986","Employed","in school","","","","","5"
"PDS/Linke","1986","Employed","inadequately","","","","","5"
"PDS/Linke","1986","Employed","general elemantary","","","","","5"
"PDS/Linke","1986","Employed","middle vocational","","","","","5"
"SPD","1986","Not Employed","in school","20","","","","1"
"SPD","1986","Not Employed","inadequately","55","0.796060827612287","0.699581527829574","0.892540127394999","1"
"SPD","1986","Not Employed","general elemantary","326","0.472525881388561","0.434581223080376","0.510470539696746","1"
"SPD","1986","Not Employed","middle vocational","447","0.448713867932536","0.417462793681892","0.47996494218318","1"
"SPD","1986","Not Employed","vocational + Abi","18","","","","1"
"SPD","1986","Not Employed","higher vocational","32","0.306905613665072","0.216958752840686","0.396852474489457","1"
"SPD","1986","Not Employed","higher education","36","0.291077803170838","0.202486470311226","0.37966913603045","1"
"SPD","1986","Employed","in school","1","","","","1"
"SPD","1986","Employed","inadequately","85","0.696500699536518","0.610581272125151","0.782420126947886","1"
"SPD","1986","Employed","general elemantary","368","0.512781996767408","0.474117832670365","0.55144616086445","1"
"SPD","1986","Employed","middle vocational","999","0.505410981840632","0.482840699835468","0.527981263845797","1"
"SPD","1986","Employed","vocational + Abi","57","0.37679414712102","0.287840552815078","0.465747741426963","1"
"SPD","1986","Employed","higher vocational","83","0.324198638190183","0.267083219805875","0.381314056574491","1"
"SPD","1986","Employed","higher education","142","0.328609871286029","0.28314416509305","0.374075577479009","1"
"AfD","1987","Employed","higher vocational","","","","","7"
"AfD","1987","Employed","higher education","","","","","7"
"AfD","1987","Not Employed","middle vocational","","","","","7"
"AfD","1987","Not Employed","vocational + Abi","","","","","7"
"AfD","1987","Employed","vocational + Abi","","","","","7"
"AfD","1987","Not Employed","general elemantary","","","","","7"
"AfD","1987","Not Employed","higher vocational","","","","","7"
"AfD","1987","Not Employed","higher education","","","","","7"
"AfD","1987","Not Employed","in school","","","","","7"
"AfD","1987","Employed","in school","","","","","7"
"AfD","1987","Employed","inadequately","","","","","7"
"AfD","1987","Not Employed","inadequately","","","","","7"
"AfD","1987","Employed","general elemantary","","","","","7"
"AfD","1987","Employed","middle vocational","","","","","7"
"CDU/CSU","1987","Not Employed","general elemantary","305","0.469866950511026","0.432519073289925","0.507214827732126","2"
"CDU/CSU","1987","Not Employed","middle vocational","451","0.468072344733948","0.437253515815239","0.498891173652657","2"
"CDU/CSU","1987","Not Employed","in school","19","","","","2"
"CDU/CSU","1987","Not Employed","inadequately","10","","","","2"
"CDU/CSU","1987","Employed","general elemantary","258","0.429274446530101","0.392422311723727","0.466126581336475","2"
"CDU/CSU","1987","Employed","middle vocational","866","0.442658954429865","0.421220231998004","0.464097676861727","2"
"CDU/CSU","1987","Employed","vocational + Abi","48","0.456195072691892","0.367448361020858","0.544941784362925","2"
"CDU/CSU","1987","Not Employed","vocational + Abi","10","","","","2"
"CDU/CSU","1987","Not Employed","higher vocational","66","0.645850853370574","0.553489838280887","0.73821186846026","2"
"CDU/CSU","1987","Not Employed","higher education","48","0.533456096155472","0.435677523836188","0.631234668474755","2"
"CDU/CSU","1987","Employed","in school","5","","","","2"
"CDU/CSU","1987","Employed","inadequately","21","","","","2"
"CDU/CSU","1987","Employed","higher vocational","137","0.555608136286998","0.496117578363167","0.615098694210829","2"
"CDU/CSU","1987","Employed","higher education","160","0.392238896576913","0.346090603355805","0.438387189798021","2"
"FDP","1987","Employed","vocational + Abi","2","","","","3"
"FDP","1987","Employed","higher vocational","18","","","","3"
"FDP","1987","Employed","higher education","56","0.135584524394924","0.103226634643295","0.167942414146553","3"
"FDP","1987","Not Employed","vocational + Abi","5","","","","3"
"FDP","1987","Not Employed","higher vocational","7","","","","3"
"FDP","1987","Not Employed","higher education","11","","","","3"
"FDP","1987","Not Employed","in school","1","","","","3"
"FDP","1987","Not Employed","inadequately","3","","","","3"
"FDP","1987","Not Employed","general elemantary","18","","","","3"
"FDP","1987","Employed","general elemantary","12","","","","3"
"FDP","1987","Not Employed","middle vocational","56","0.0630982222661719","0.0480810228101446","0.0781154217221992","3"
"FDP","1987","Employed","in school","1","","","","3"
"FDP","1987","Employed","inadequately","1","","","","3"
"FDP","1987","Employed","middle vocational","86","0.0472728405666803","0.0381128741138951","0.0564328070194656","3"
"Grüne","1987","Employed","vocational + Abi","28","","","","4"
"Grüne","1987","Not Employed","middle vocational","66","0.0543264540009988","0.0403270465029581","0.0683258614990394","4"
"Grüne","1987","Employed","in school","1","","","","4"
"Grüne","1987","Not Employed","in school","16","","","","4"
"Grüne","1987","Not Employed","inadequately","5","","","","4"
"Grüne","1987","Not Employed","general elemantary","28","","","","4"
"Grüne","1987","Employed","inadequately","10","","","","4"
"Grüne","1987","Employed","general elemantary","49","0.0606311927118684","0.0428628223937482","0.0783995630299886","4"
"Grüne","1987","Employed","middle vocational","136","0.0578070833952323","0.0477339587725843","0.0678802080178803","4"
"Grüne","1987","Not Employed","vocational + Abi","7","","","","4"
"Grüne","1987","Not Employed","higher vocational","5","","","","4"
"Grüne","1987","Not Employed","higher education","21","","","","4"
"Grüne","1987","Employed","higher vocational","22","","","","4"
"Grüne","1987","Employed","higher education","69","0.153935393239417","0.119825145802565","0.188045640676269","4"
"NPD","1987","Not Employed","general elemantary","","","","","6"
"NPD","1987","Not Employed","middle vocational","","","","","6"
"NPD","1987","Employed","in school","","","","","6"
"NPD","1987","Employed","inadequately","","","","","6"
"NPD","1987","Employed","general elemantary","","","","","6"
"NPD","1987","Employed","middle vocational","","","","","6"
"NPD","1987","Employed","vocational + Abi","","","","","6"
"NPD","1987","Not Employed","in school","","","","","6"
"NPD","1987","Not Employed","inadequately","","","","","6"
"NPD","1987","Not Employed","vocational + Abi","","","","","6"
"NPD","1987","Not Employed","higher vocational","","","","","6"
"NPD","1987","Not Employed","higher education","","","","","6"
"NPD","1987","Employed","higher vocational","","","","","6"
"NPD","1987","Employed","higher education","","","","","6"
"Other","1987","Not Employed","in school","2","","","","8"
"Other","1987","Not Employed","inadequately","","","","","8"
"Other","1987","Not Employed","general elemantary","3","","","","8"
"Other","1987","Not Employed","middle vocational","9","","","","8"
"Other","1987","Not Employed","vocational + Abi","","","","","8"
"Other","1987","Employed","in school","","","","","8"
"Other","1987","Employed","inadequately","","","","","8"
"Other","1987","Employed","general elemantary","4","","","","8"
"Other","1987","Employed","middle vocational","15","","","","8"
"Other","1987","Employed","vocational + Abi","1","","","","8"
"Other","1987","Employed","higher vocational","1","","","","8"
"Other","1987","Employed","higher education","2","","","","8"
"Other","1987","Not Employed","higher vocational","","","","","8"
"Other","1987","Not Employed","higher education","","","","","8"
"PDS/Linke","1987","Employed","higher vocational","","","","","5"
"PDS/Linke","1987","Employed","higher education","","","","","5"
"PDS/Linke","1987","Not Employed","vocational + Abi","","","","","5"
"PDS/Linke","1987","Employed","vocational + Abi","","","","","5"
"PDS/Linke","1987","Not Employed","middle vocational","","","","","5"
"PDS/Linke","1987","Not Employed","higher vocational","","","","","5"
"PDS/Linke","1987","Not Employed","higher education","","","","","5"
"PDS/Linke","1987","Not Employed","general elemantary","","","","","5"
"PDS/Linke","1987","Not Employed","in school","","","","","5"
"PDS/Linke","1987","Not Employed","inadequately","","","","","5"
"PDS/Linke","1987","Employed","in school","","","","","5"
"PDS/Linke","1987","Employed","inadequately","","","","","5"
"PDS/Linke","1987","Employed","general elemantary","","","","","5"
"PDS/Linke","1987","Employed","middle vocational","","","","","5"
"SPD","1987","Not Employed","vocational + Abi","17","","","","1"
