"party","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Other","2002","Not Employed","inadequately","","","","","8"
"PDS/Linke","2002","Not Employed","general elemantary","14","","","","5"
"PDS/Linke","2002","Not Employed","middle vocational","105","0.0448904214676705","0.0358740496633356","0.0539067932720053","5"
"PDS/Linke","2002","Employed","vocational + Abi","16","","","","5"
"PDS/Linke","2002","Employed","higher vocational","16","","","","5"
"PDS/Linke","2002","Not Employed","vocational + Abi","3","","","","5"
"PDS/Linke","2002","Not Employed","higher vocational","20","","","","5"
"PDS/Linke","2002","Not Employed","higher education","90","0.150232858059429","0.121619613184071","0.178846102934786","5"
"PDS/Linke","2002","Employed","inadequately","1","","","","5"
"PDS/Linke","2002","Employed","general elemantary","10","","","","5"
"PDS/Linke","2002","Employed","middle vocational","117","0.0344660694716799","0.027903169388871","0.0410289695544888","5"
"PDS/Linke","2002","Employed","higher education","143","0.0674591387621537","0.0568916013463688","0.0780266761779386","5"
"PDS/Linke","2002","Employed","in school","4","","","","5"
"PDS/Linke","2002","Not Employed","in school","12","","","","5"
"PDS/Linke","2002","Not Employed","inadequately","1","","","","5"
"SPD","2002","Not Employed","in school","30","0.293226497835303","0.206562864133071","0.379890131537535","1"
"SPD","2002","Not Employed","vocational + Abi","54","0.322431743274387","0.249550634854642","0.395312851694132","1"
"SPD","2002","Not Employed","higher vocational","109","0.382603850005019","0.325675879452388","0.439531820557651","1"
"SPD","2002","Not Employed","higher education","194","0.313759355885834","0.276599737914485","0.350918973857184","1"
"SPD","2002","Employed","in school","11","","","","1"
"SPD","2002","Employed","higher vocational","247","0.42823286981203","0.389439484995722","0.467026254628337","1"
"SPD","2002","Employed","higher education","760","0.338912373180635","0.318969272144574","0.358855474216697","1"
"SPD","2002","Employed","general elemantary","177","0.53014718350582","0.476542205669678","0.583752161341963","1"
"SPD","2002","Not Employed","middle vocational","895","0.448806534101236","0.42714895115539","0.470464117047082","1"
"SPD","2002","Employed","inadequately","12","","","","1"
"SPD","2002","Not Employed","general elemantary","262","0.495073359726073","0.453883643821332","0.536263075630814","1"
"SPD","2002","Not Employed","inadequately","21","","","","1"
"SPD","2002","Employed","vocational + Abi","176","0.42985612328046","0.382790109566981","0.476922136993939","1"
"SPD","2002","Employed","middle vocational","1298","0.452669269752766","0.434761909719387","0.470576629786145","1"
"AfD","2003","Not Employed","in school","","","","","7"
"AfD","2003","Not Employed","higher vocational","","","","","7"
"AfD","2003","Not Employed","higher education","","","","","7"
"AfD","2003","Employed","in school","","","","","7"
"AfD","2003","Not Employed","inadequately","","","","","7"
"AfD","2003","Not Employed","general elemantary","","","","","7"
"AfD","2003","Not Employed","middle vocational","","","","","7"
"AfD","2003","Employed","vocational + Abi","","","","","7"
"AfD","2003","Employed","higher vocational","","","","","7"
"AfD","2003","Not Employed","vocational + Abi","","","","","7"
"AfD","2003","Employed","inadequately","","","","","7"
"AfD","2003","Employed","general elemantary","","","","","7"
"AfD","2003","Employed","middle vocational","","","","","7"
"AfD","2003","Employed","higher education","","","","","7"
"CDU/CSU","2003","Employed","higher vocational","302","0.484242917167271","0.445000269001638","0.523485565332904","2"
"CDU/CSU","2003","Not Employed","general elemantary","269","0.438488124952609","0.398070834067254","0.478905415837963","2"
"CDU/CSU","2003","Not Employed","vocational + Abi","78","0.525782000920811","0.446138289211341","0.605425712630282","2"
"CDU/CSU","2003","Not Employed","middle vocational","984","0.471942921775409","0.450484092774804","0.493401750776015","2"
"CDU/CSU","2003","Not Employed","in school","54","0.459067634573513","0.377957726161038","0.540177542985989","2"
"CDU/CSU","2003","Not Employed","inadequately","13","","","","2"
"CDU/CSU","2003","Employed","general elemantary","135","0.385209737067897","0.334153653700529","0.436265820435265","2"
"CDU/CSU","2003","Employed","higher education","811","0.361329901311615","0.340817993009835","0.381841809613395","2"
"CDU/CSU","2003","Not Employed","higher vocational","133","0.460322574776132","0.402557766365141","0.518087383187123","2"
"CDU/CSU","2003","Employed","in school","23","","","","2"
"CDU/CSU","2003","Employed","vocational + Abi","163","0.361480058025382","0.316228498899356","0.406731617151409","2"
"CDU/CSU","2003","Not Employed","higher education","275","0.422861021155414","0.384467445224542","0.461254597086285","2"
"CDU/CSU","2003","Employed","inadequately","4","","","","2"
"CDU/CSU","2003","Employed","middle vocational","1385","0.448620139053851","0.430757296228541","0.466482981879161","2"
"FDP","2003","Not Employed","higher vocational","11","","","","3"
"FDP","2003","Employed","in school","2","","","","3"
"FDP","2003","Not Employed","in school","8","","","","3"
"FDP","2003","Not Employed","middle vocational","55","0.0240679700096606","0.0174800189679895","0.0306559210513317","3"
"FDP","2003","Not Employed","vocational + Abi","9","","","","3"
"FDP","2003","Not Employed","higher education","26","","","","3"
"FDP","2003","Employed","inadequately","","","","","3"
"FDP","2003","Employed","general elemantary","15","","","","3"
"FDP","2003","Employed","higher vocational","29","","","","3"
"FDP","2003","Employed","higher education","150","0.0736961277555684","0.0625399635597132","0.0848522919514237","3"
"FDP","2003","Not Employed","inadequately","1","","","","3"
"FDP","2003","Employed","vocational + Abi","18","","","","3"
"FDP","2003","Not Employed","general elemantary","11","","","","3"
"FDP","2003","Employed","middle vocational","88","0.0320694563752717","0.0257416433139035","0.0383972694366399","3"
"Grüne","2003","Not Employed","general elemantary","20","","","","4"
"Grüne","2003","Employed","higher education","394","0.207841296423108","0.19051571397046","0.225166878875756","4"
"Grüne","2003","Not Employed","inadequately","","","","","4"
"Grüne","2003","Not Employed","middle vocational","76","0.0340817158683535","0.0262824851911706","0.0418809465455363","4"
"Grüne","2003","Not Employed","vocational + Abi","20","","","","4"
"Grüne","2003","Employed","higher vocational","53","0.0935601146105399","0.0706926011252238","0.116427628095856","4"
"Grüne","2003","Not Employed","higher vocational","20","","","","4"
"Grüne","2003","Not Employed","in school","31","0.125211702281385","0.0713428116016403","0.17908059296113","4"
"Grüne","2003","Not Employed","higher education","64","0.0921108415746406","0.0696362750891826","0.114585408060099","4"
"Grüne","2003","Employed","in school","13","","","","4"
"Grüne","2003","Employed","general elemantary","25","","","","4"
"Grüne","2003","Employed","vocational + Abi","71","0.191800031905643","0.154715918981897","0.228884144829389","4"
"Grüne","2003","Employed","inadequately","3","","","","4"
"Grüne","2003","Employed","middle vocational","202","0.0794296514334096","0.0697177209801278","0.0891415818866915","4"
"NPD","2003","Not Employed","middle vocational","11","","","","6"
"NPD","2003","Employed","vocational + Abi","1","","","","6"
"NPD","2003","Not Employed","general elemantary","1","","","","6"
"NPD","2003","Employed","higher vocational","2","","","","6"
"NPD","2003","Not Employed","vocational + Abi","1","","","","6"
"NPD","2003","Employed","middle vocational","30","0.00883512020447152","0.00547414794303546","0.0121960924659076","6"
"NPD","2003","Not Employed","higher education","1","","","","6"
"NPD","2003","Employed","higher education","4","","","","6"
"NPD","2003","Not Employed","higher vocational","","","","","6"
"NPD","2003","Not Employed","in school","1","","","","6"
"NPD","2003","Not Employed","inadequately","1","","","","6"
"NPD","2003","Employed","in school","","","","","6"
"NPD","2003","Employed","inadequately","1","","","","6"
"NPD","2003","Employed","general elemantary","10","","","","6"
"Other","2003","Not Employed","in school","5","","","","8"
"Other","2003","Not Employed","inadequately","2","","","","8"
"Other","2003","Not Employed","general elemantary","8","","","","8"
"Other","2003","Employed","middle vocational","34","0.0103205833629124","0.0066907629693106","0.0139504037565142","8"
"Other","2003","Employed","vocational + Abi","5","","","","8"
"Other","2003","Not Employed","middle vocational","14","","","","8"
"Other","2003","Not Employed","vocational + Abi","1","","","","8"
"Other","2003","Employed","higher vocational","5","","","","8"
"Other","2003","Not Employed","higher vocational","1","","","","8"
"Other","2003","Not Employed","higher education","1","","","","8"
"Other","2003","Employed","in school","1","","","","8"
"Other","2003","Employed","inadequately","1","","","","8"
"Other","2003","Employed","general elemantary","3","","","","8"
"Other","2003","Employed","higher education","10","","","","8"
"PDS/Linke","2003","Not Employed","general elemantary","12","","","","5"
"PDS/Linke","2003","Not Employed","middle vocational","72","0.0281604800794454","0.0210493577218888","0.0352716024370019","5"
"PDS/Linke","2003","Not Employed","vocational + Abi","3","","","","5"
"PDS/Linke","2003","Not Employed","higher vocational","15","","","","5"
"PDS/Linke","2003","Not Employed","higher education","73","0.110118243980439","0.0857897445116002","0.134446743449277","5"
"PDS/Linke","2003","Employed","in school","1","","","","5"
"PDS/Linke","2003","Employed","inadequately","1","","","","5"
"PDS/Linke","2003","Employed","general elemantary","6","","","","5"
"PDS/Linke","2003","Employed","middle vocational","74","0.0194881729019366","0.0145234190132936","0.0244529267905795","5"
"PDS/Linke","2003","Employed","vocational + Abi","10","","","","5"
"PDS/Linke","2003","Employed","higher vocational","8","","","","5"
"PDS/Linke","2003","Employed","higher education","102","0.0474904273743503","0.0384090120762892","0.0565718426724115","5"
"PDS/Linke","2003","Not Employed","in school","6","","","","5"
"PDS/Linke","2003","Not Employed","inadequately","1","","","","5"
"SPD","2003","Not Employed","middle vocational","867","0.428617005477011","0.407344472742104","0.449889538211917","1"
"SPD","2003","Not Employed","vocational + Abi","39","0.215299310046117","0.149740214464604","0.280858405627629","1"
"SPD","2003","Not Employed","higher vocational","106","0.361453895729777","0.305775378739104","0.41713241272045","1"
"SPD","2003","Not Employed","higher education","196","0.330178276875969","0.293629453884351","0.366727099867587","1"
"SPD","2003","Not Employed","in school","40","0.259587143378706","0.188229145692342","0.330945141065071","1"
"SPD","2003","Employed","in school","11","","","","1"
"SPD","2003","Not Employed","general elemantary","258","0.486533685559892","0.445821797381919","0.527245573737866","1"
"SPD","2003","Employed","higher vocational","224","0.359074419453298","0.321404030542355","0.396744808364241","1"
"SPD","2003","Employed","higher education","636","0.304297173918618","0.284651059615826","0.32394328822141","1"
"SPD","2003","Not Employed","inadequately","18","","","","1"
"SPD","2003","Employed","inadequately","12","","","","1"
"SPD","2003","Employed","general elemantary","155","0.438681155733869","0.386619895327105","0.490742416140632","1"
"SPD","2003","Employed","middle vocational","1165","0.401236876668147","0.383632782321989","0.418840971014305","1"
"SPD","2003","Employed","vocational + Abi","165","0.374962879773126","0.329364313670634","0.420561445875619","1"
"AfD","2004","Not Employed","in school","","","","","7"
"AfD","2004","Not Employed","higher vocational","","","","","7"
"AfD","2004","Not Employed","higher education","","","","","7"
"AfD","2004","Employed","in school","","","","","7"
"AfD","2004","Employed","inadequately","","","","","7"
"AfD","2004","Not Employed","inadequately","","","","","7"
"AfD","2004","Not Employed","general elemantary","","","","","7"
"AfD","2004","Not Employed","middle vocational","","","","","7"
"AfD","2004","Not Employed","vocational + Abi","","","","","7"
"AfD","2004","Employed","general elemantary","","","","","7"
"AfD","2004","Employed","middle vocational","","","","","7"
"AfD","2004","Employed","vocational + Abi","","","","","7"
"AfD","2004","Employed","higher vocational","","","","","7"
"AfD","2004","Employed","higher education","","","","","7"
"CDU/CSU","2004","Not Employed","middle vocational","876","0.488403895573894","0.465240826898231","0.511566964249557","2"
"CDU/CSU","2004","Not Employed","general elemantary","223","0.491767564979938","0.445577033048785","0.53795809691109","2"
"CDU/CSU","2004","Employed","higher vocational","257","0.480373209676186","0.437878390375906","0.522868028976466","2"
"CDU/CSU","2004","Not Employed","vocational + Abi","75","0.578727116959294","0.495435771932288","0.662018461986299","2"
"CDU/CSU","2004","Not Employed","higher vocational","118","0.426660190239623","0.36699881802797","0.486321562451275","2"
"CDU/CSU","2004","Not Employed","higher education","259","0.467739657438382","0.427272209314369","0.508207105562395","2"
"CDU/CSU","2004","Not Employed","in school","42","0.443690320375661","0.352887893464045","0.534492747287278","2"
"CDU/CSU","2004","Not Employed","inadequately","11","","","","2"
"CDU/CSU","2004","Employed","vocational + Abi","141","0.357744849437098","0.310233189360109","0.405256509514086","2"
"CDU/CSU","2004","Employed","in school","15","","","","2"
"CDU/CSU","2004","Employed","inadequately","6","","","","2"
"CDU/CSU","2004","Employed","general elemantary","98","0.389912761971272","0.329932145104683","0.449893378837861","2"
"CDU/CSU","2004","Employed","middle vocational","1134","0.457413680136856","0.43756920162089","0.477258158652822","2"
"CDU/CSU","2004","Employed","higher education","751","0.380292807179378","0.358429773298319","0.402155841060437","2"
"FDP","2004","Not Employed","in school","4","","","","3"
"FDP","2004","Not Employed","general elemantary","11","","","","3"
"FDP","2004","Not Employed","middle vocational","53","0.031775960248514","0.0236480257847635","0.0399038947122644","3"
"FDP","2004","Not Employed","vocational + Abi","8","","","","3"
"FDP","2004","Not Employed","higher vocational","3","","","","3"
"FDP","2004","Not Employed","higher education","20","","","","3"
"FDP","2004","Employed","in school","2","","","","3"
"FDP","2004","Employed","inadequately","1","","","","3"
"FDP","2004","Employed","general elemantary","7","","","","3"
"FDP","2004","Employed","middle vocational","79","0.0313845406892109","0.0244393482628968","0.0383297331155251","3"
"FDP","2004","Employed","higher vocational","24","","","","3"
"FDP","2004","Employed","higher education","146","0.0855376586915838","0.0729420344599278","0.0981332829232399","3"
"FDP","2004","Employed","vocational + Abi","22","","","","3"
"FDP","2004","Not Employed","inadequately","2","","","","3"
"Grüne","2004","Not Employed","middle vocational","69","0.0260296857217758","0.018651488785257","0.0334078826582945","4"
"Grüne","2004","Not Employed","vocational + Abi","18","","","","4"
"Grüne","2004","Not Employed","general elemantary","14","","","","4"
"Grüne","2004","Employed","higher education","367","0.216964157479646","0.198401381577309","0.235526933381984","4"
"Grüne","2004","Employed","higher vocational","55","0.102972904361184","0.077122633836256","0.128823174886112","4"
"Grüne","2004","Not Employed","higher vocational","20","","","","4"
"Grüne","2004","Not Employed","higher education","59","0.0879005278851763","0.064935947659553","0.1108651081108","4"
"Grüne","2004","Not Employed","in school","23","","","","4"
"Grüne","2004","Not Employed","inadequately","","","","","4"
"Grüne","2004","Employed","in school","9","","","","4"
"Grüne","2004","Employed","inadequately","1","","","","4"
"Grüne","2004","Employed","vocational + Abi","59","0.178648372948024","0.140679840971166","0.216616904924883","4"
"Grüne","2004","Employed","general elemantary","12","","","","4"
"Grüne","2004","Employed","middle vocational","157","0.0754546609297465","0.0649336411038627","0.0859756807556304","4"
"NPD","2004","Not Employed","middle vocational","10","","","","6"
"NPD","2004","Not Employed","vocational + Abi","","","","","6"
"NPD","2004","Employed","middle vocational","38","0.0139744141216649","0.00929855311416768","0.0186502751291621","6"
"NPD","2004","Employed","vocational + Abi","2","","","","6"
"NPD","2004","Employed","higher vocational","4","","","","6"
"NPD","2004","Employed","higher education","1","","","","6"
"NPD","2004","Not Employed","general elemantary","","","","","6"
"NPD","2004","Not Employed","higher vocational","3","","","","6"
"NPD","2004","Not Employed","higher education","","","","","6"
"NPD","2004","Not Employed","in school","","","","","6"
"NPD","2004","Not Employed","inadequately","","","","","6"
"NPD","2004","Employed","in school","","","","","6"
"NPD","2004","Employed","inadequately","","","","","6"
"NPD","2004","Employed","general elemantary","10","","","","6"
"Other","2004","Not Employed","general elemantary","2","","","","8"
"Other","2004","Not Employed","in school","4","","","","8"
"Other","2004","Not Employed","inadequately","2","","","","8"
"Other","2004","Not Employed","middle vocational","24","","","","8"
"Other","2004","Not Employed","vocational + Abi","1","","","","8"
"Other","2004","Not Employed","higher vocational","4","","","","8"
"Other","2004","Not Employed","higher education","2","","","","8"
"Other","2004","Employed","general elemantary","4","","","","8"
"Other","2004","Employed","middle vocational","26","","","","8"
"Other","2004","Employed","vocational + Abi","5","","","","8"
"Other","2004","Employed","higher vocational","5","","","","8"
"Other","2004","Employed","in school","1","","","","8"
"Other","2004","Employed","inadequately","","","","","8"
"Other","2004","Employed","higher education","11","","","","8"
"PDS/Linke","2004","Not Employed","in school","4","","","","5"
"PDS/Linke","2004","Not Employed","inadequately","1","","","","5"
"PDS/Linke","2004","Not Employed","general elemantary","9","","","","5"
"PDS/Linke","2004","Not Employed","middle vocational","80","0.0363035847927622","0.027636205577609","0.0449709640079155","5"
"PDS/Linke","2004","Employed","vocational + Abi","12","","","","5"
"PDS/Linke","2004","Employed","higher vocational","9","","","","5"
"PDS/Linke","2004","Not Employed","vocational + Abi","3","","","","5"
"PDS/Linke","2004","Not Employed","higher vocational","21","","","","5"
"PDS/Linke","2004","Not Employed","higher education","84","0.13196823706195","0.10451812109248","0.15941835303142","5"
"PDS/Linke","2004","Employed","in school","2","","","","5"
"PDS/Linke","2004","Employed","inadequately","","","","","5"
"PDS/Linke","2004","Employed","general elemantary","7","","","","5"
"PDS/Linke","2004","Employed","middle vocational","82","0.0290163789542733","0.0223301960066254","0.0357025619019212","5"
"PDS/Linke","2004","Employed","higher education","105","0.0505264372428622","0.0406623051344173","0.0603905693513071","5"
"SPD","2004","Not Employed","in school","38","0.303301741769915","0.219286325135686","0.387317158404143","1"
"SPD","2004","Not Employed","inadequately","15","","","","1"
"SPD","2004","Not Employed","general elemantary","191","0.457430758502293","0.411401699015669","0.503459817988917","1"
"SPD","2004","Not Employed","middle vocational","677","0.396488626256396","0.373821262339608","0.419155990173184","1"
"SPD","2004","Not Employed","vocational + Abi","30","0.192146230067535","0.125685743153067","0.258606716982002","1"
"SPD","2004","Not Employed","higher vocational","95","0.397699720192909","0.338661901526777","0.456737538859041","1"
"SPD","2004","Not Employed","higher education","160","0.2840222070526","0.24744861700938","0.320595797095821","1"
"SPD","2004","Employed","in school","6","","","","1"
"SPD","2004","Employed","inadequately","9","","","","1"
"SPD","2004","Employed","general elemantary","116","0.434532387676258","0.373572216707131","0.495492558645385","1"
"SPD","2004","Employed","middle vocational","905","0.381100496868798","0.361754971838291","0.400446021899305","1"
"SPD","2004","Employed","vocational + Abi","150","0.364285187458938","0.316585928290715","0.411984446627161","1"
"SPD","2004","Employed","higher vocational","177","0.355376035645959","0.314666314928011","0.396085756363907","1"
"SPD","2004","Employed","higher education","513","0.261201640960904","0.241417872744195","0.280985409177613","1"
"AfD","2005","Not Employed","in school","","","","","7"
"AfD","2005","Not Employed","higher vocational","","","","","7"
"AfD","2005","Not Employed","higher education","","","","","7"
"AfD","2005","Employed","in school","","","","","7"
"AfD","2005","Employed","inadequately","","","","","7"
"AfD","2005","Not Employed","general elemantary","","","","","7"
"AfD","2005","Employed","general elemantary","","","","","7"
"AfD","2005","Employed","vocational + Abi","","","","","7"
"AfD","2005","Employed","higher vocational","","","","","7"
"AfD","2005","Not Employed","inadequately","","","","","7"
"AfD","2005","Not Employed","middle vocational","","","","","7"
"AfD","2005","Not Employed","vocational + Abi","","","","","7"
"AfD","2005","Employed","middle vocational","","","","","7"
"AfD","2005","Employed","higher education","","","","","7"
"CDU/CSU","2005","Not Employed","middle vocational","812","0.446636380013691","0.423945570917932","0.469327189109451","2"
"CDU/CSU","2005","Not Employed","general elemantary","223","0.474145359478423","0.428906278672561","0.519384440284284","2"
"CDU/CSU","2005","Employed","vocational + Abi","140","0.349643905144516","0.302377964992913","0.396909845296119","2"
"CDU/CSU","2005","Employed","higher vocational","233","0.430708424017292","0.387434810679309","0.473982037355274","2"
"CDU/CSU","2005","Not Employed","vocational + Abi","77","0.54335805687987","0.461429581301887","0.625286532457852","2"
"CDU/CSU","2005","Not Employed","higher vocational","105","0.416751595446626","0.354890359432621","0.478612831460631","2"
"CDU/CSU","2005","Not Employed","higher education","269","0.45091661790769","0.412061781319468","0.489771454495911","2"
"CDU/CSU","2005","Employed","middle vocational","1048","0.430675235053048","0.410814929894355","0.45053554021174","2"
"CDU/CSU","2005","Not Employed","in school","41","0.252210964357427","0.175462965008485","0.328958963706369","2"
"CDU/CSU","2005","Not Employed","inadequately","13","","","","2"
"CDU/CSU","2005","Employed","in school","15","","","","2"
"CDU/CSU","2005","Employed","inadequately","4","","","","2"
"CDU/CSU","2005","Employed","general elemantary","83","0.3405120686913","0.282003765755514","0.399020371627086","2"
"CDU/CSU","2005","Employed","higher education","682","0.330767156973314","0.309385496342253","0.352148817604375","2"
"FDP","2005","Not Employed","in school","6","","","","3"
"FDP","2005","Not Employed","general elemantary","13","","","","3"
"FDP","2005","Not Employed","middle vocational","50","0.0251885194719388","0.018036490402513","0.0323405485413646","3"
"FDP","2005","Not Employed","vocational + Abi","4","","","","3"
"FDP","2005","Not Employed","higher vocational","3","","","","3"
"FDP","2005","Not Employed","higher education","34","0.0317102318278345","0.0180272674537943","0.0453931962018746","3"
"FDP","2005","Employed","in school","3","","","","3"
"FDP","2005","Employed","inadequately","1","","","","3"
"FDP","2005","Employed","general elemantary","3","","","","3"
"FDP","2005","Employed","middle vocational","89","0.0310030435043352","0.0240512910137964","0.037954795994874","3"
"FDP","2005","Employed","vocational + Abi","27","","","","3"
"FDP","2005","Employed","higher vocational","24","","","","3"
"FDP","2005","Employed","higher education","124","0.0687697560353024","0.0572691984503434","0.0802703136202615","3"
"FDP","2005","Not Employed","inadequately","1","","","","3"
"Grüne","2005","Not Employed","middle vocational","77","0.0354895411898258","0.0270450926058511","0.0439339897738004","4"
"Grüne","2005","Not Employed","general elemantary","9","","","","4"
"Grüne","2005","Not Employed","vocational + Abi","19","","","","4"
"Grüne","2005","Not Employed","higher vocational","16","","","","4"
"Grüne","2005","Not Employed","higher education","52","0.0723403373991351","0.0521118961905249","0.0925687786077453","4"
"Grüne","2005","Employed","vocational + Abi","56","0.178235743379139","0.140301560212242","0.216169926546036","4"
"Grüne","2005","Employed","higher vocational","46","0.106067051282329","0.079157477527636","0.132976625037022","4"
"Grüne","2005","Employed","higher education","389","0.255232703470706","0.235418798384884","0.275046608556529","4"
"Grüne","2005","Employed","middle vocational","170","0.0898309224526908","0.0783624679041273","0.101299377001254","4"
"Grüne","2005","Employed","in school","6","","","","4"
"Grüne","2005","Not Employed","in school","27","","","","4"
"Grüne","2005","Not Employed","inadequately","2","","","","4"
"Grüne","2005","Employed","inadequately","1","","","","4"
"Grüne","2005","Employed","general elemantary","16","","","","4"
"NPD","2005","Not Employed","middle vocational","18","","","","6"
"NPD","2005","Not Employed","vocational + Abi","1","","","","6"
"NPD","2005","Employed","vocational + Abi","5","","","","6"
"NPD","2005","Employed","higher vocational","5","","","","6"
"NPD","2005","Employed","higher education","1","","","","6"
"NPD","2005","Not Employed","general elemantary","3","","","","6"
"NPD","2005","Employed","middle vocational","70","0.0324479787205788","0.0253413779882049","0.0395545794529526","6"
"NPD","2005","Not Employed","higher vocational","","","","","6"
"NPD","2005","Not Employed","higher education","3","","","","6"
"NPD","2005","Not Employed","in school","3","","","","6"
"NPD","2005","Employed","in school","","","","","6"
"NPD","2005","Not Employed","inadequately","3","","","","6"
"NPD","2005","Employed","inadequately","1","","","","6"
"NPD","2005","Employed","general elemantary","14","","","","6"
"Other","2005","Not Employed","in school","3","","","","8"
"Other","2005","Not Employed","inadequately","","","","","8"
"Other","2005","Not Employed","general elemantary","","","","","8"
"Other","2005","Not Employed","middle vocational","23","","","","8"
"Other","2005","Not Employed","vocational + Abi","1","","","","8"
"Other","2005","Not Employed","higher vocational","1","","","","8"
"Other","2005","Employed","general elemantary","5","","","","8"
"Other","2005","Employed","middle vocational","32","0.0148829522822786","0.0100264970261733","0.0197394075383838","8"
"Other","2005","Employed","vocational + Abi","2","","","","8"
"Other","2005","Employed","higher vocational","5","","","","8"
"Other","2005","Not Employed","higher education","4","","","","8"
"Other","2005","Employed","in school","","","","","8"
"Other","2005","Employed","inadequately","","","","","8"
"Other","2005","Employed","higher education","9","","","","8"
"PDS/Linke","2005","Not Employed","in school","3","","","","5"
"PDS/Linke","2005","Not Employed","inadequately","1","","","","5"
"PDS/Linke","2005","Employed","inadequately","1","","","","5"
"PDS/Linke","2005","Not Employed","general elemantary","14","","","","5"
"PDS/Linke","2005","Not Employed","middle vocational","81","0.0357884760346653","0.0273098516809259","0.0442671003884046","5"
"PDS/Linke","2005","Not Employed","vocational + Abi","3","","","","5"
"PDS/Linke","2005","Not Employed","higher vocational","17","","","","5"
"PDS/Linke","2005","Not Employed","higher education","81","0.113685444780989","0.0888984320614615","0.138472457500516","5"
"PDS/Linke","2005","Employed","in school","4","","","","5"
"PDS/Linke","2005","Employed","middle vocational","92","0.0333752562937244","0.0261712814348197","0.0405792311526291","5"
"PDS/Linke","2005","Employed","vocational + Abi","15","","","","5"
"PDS/Linke","2005","Employed","general elemantary","6","","","","5"
"PDS/Linke","2005","Employed","higher vocational","9","","","","5"
"PDS/Linke","2005","Employed","higher education","107","0.0491530935824884","0.0393283246262808","0.058977862538696","5"
"SPD","2005","Not Employed","in school","40","0.339333757004299","0.255657908199325","0.423009605809273","1"
"SPD","2005","Not Employed","inadequately","13","","","","1"
"SPD","2005","Not Employed","general elemantary","206","0.467698002794065","0.422492951123924","0.512903054464206","1"
"SPD","2005","Not Employed","middle vocational","783","0.427676819517822","0.405095664266591","0.450257974769053","1"
"SPD","2005","Not Employed","vocational + Abi","37","0.286834200069223","0.212444186298024","0.361224213840422","1"
"SPD","2005","Not Employed","higher vocational","102","0.451725460165374","0.389281634600118","0.514169285730631","1"
"SPD","2005","Not Employed","higher education","187","0.318478845009994","0.2820992565621","0.354858433457887","1"
"SPD","2005","Employed","in school","10","","","","1"
"SPD","2005","Employed","inadequately","12","","","","1"
"SPD","2005","Employed","general elemantary","125","0.485319699726019","0.423613250919988","0.547026148532051","1"
"SPD","2005","Employed","middle vocational","887","0.367784611693345","0.348444443879535","0.387124779507154","1"
"SPD","2005","Employed","vocational + Abi","146","0.351651167322486","0.304322953908596","0.398979380736376","1"
"SPD","2005","Employed","higher vocational","181","0.373639529272728","0.331362673774307","0.415916384771149","1"
"SPD","2005","Employed","higher education","548","0.291974417809896","0.27131165005373","0.312637185566062","1"
"AfD","2006","Not Employed","in school","","","","","7"
"AfD","2006","Employed","inadequately","","","","","7"
"AfD","2006","Not Employed","inadequately","","","","","7"
"AfD","2006","Not Employed","higher vocational","","","","","7"
"AfD","2006","Not Employed","higher education","","","","","7"
"AfD","2006","Employed","in school","","","","","7"
"AfD","2006","Employed","middle vocational","","","","","7"
"AfD","2006","Employed","vocational + Abi","","","","","7"
"AfD","2006","Employed","higher vocational","","","","","7"
"AfD","2006","Not Employed","vocational + Abi","","","","","7"
"AfD","2006","Employed","higher education","","","","","7"
"AfD","2006","Not Employed","general elemantary","","","","","7"
"AfD","2006","Not Employed","middle vocational","","","","","7"
"AfD","2006","Employed","general elemantary","","","","","7"
"CDU/CSU","2006","Not Employed","general elemantary","249","0.452071252993188","0.410552524871574","0.493589981114802","2"
"CDU/CSU","2006","Not Employed","middle vocational","993","0.450367686927467","0.429492015242802","0.471243358612133","2"
"CDU/CSU","2006","Employed","vocational + Abi","156","0.335289039820839","0.292147536595304","0.378430543046375","2"
"CDU/CSU","2006","Employed","higher vocational","262","0.422611417224504","0.382819767360044","0.462403067088965","2"
"CDU/CSU","2006","Not Employed","vocational + Abi","84","0.504408760834038","0.426937393620187","0.58188012804789","2"
"CDU/CSU","2006","Employed","middle vocational","1160","0.420259872799623","0.401781266340281","0.438738479258966","2"
"CDU/CSU","2006","Not Employed","higher vocational","131","0.400159578540245","0.344534014007378","0.455785143073112","2"
"CDU/CSU","2006","Employed","in school","6","","","","2"
"CDU/CSU","2006","Not Employed","higher education","306","0.417158708847523","0.381413715906119","0.452903701788928","2"
"CDU/CSU","2006","Not Employed","in school","39","0.28319132196997","0.201201358285049","0.365181285654891","2"
"CDU/CSU","2006","Not Employed","inadequately","11","","","","2"
"CDU/CSU","2006","Employed","inadequately","5","","","","2"
"CDU/CSU","2006","Employed","general elemantary","99","0.297847826277929","0.245304878222719","0.350390774333139","2"
"CDU/CSU","2006","Employed","higher education","799","0.345531620586896","0.325269798757071","0.365793442416721","2"
"FDP","2006","Not Employed","higher vocational","9","","","","3"
"FDP","2006","Not Employed","higher education","43","0.0489940643694582","0.03334628368413","0.0646418450547865","3"
"FDP","2006","Employed","in school","2","","","","3"
"FDP","2006","Employed","inadequately","","","","","3"
"FDP","2006","Not Employed","in school","4","","","","3"
"FDP","2006","Employed","general elemantary","12","","","","3"
